"ple0053","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Thuringia","general elemantary","14","","",""
"Yes","2016","Thuringia","middle vocational","77","0.17567325830624","0.142614105299709","0.20873241131277"
"Yes","2016","Thuringia","vocational + Abi","4","","",""
"Yes","2016","Thuringia","higher vocational","12","","",""
"Yes","2016","Thuringia","higher education","26","","",""
"No","2016","Schleswig-Holstein","in school","12","","",""
"No","2016","Schleswig-Holstein","inadequately","13","","",""
"No","2016","Schleswig-Holstein","general elemantary","89","0.886128354001","0.825369502322463","0.946887205679538"
"No","2016","Schleswig-Holstein","middle vocational","322","0.863805110248101","0.829409366852894","0.898200853643309"
"No","2016","Schleswig-Holstein","vocational + Abi","60","0.733189395855861","0.633091006379166","0.833287785332556"
"No","2016","Schleswig-Holstein","higher vocational","44","0.888218599469552","0.799992971974685","0.976444226964419"
"No","2016","Schleswig-Holstein","higher education","131","0.828272950738851","0.768707583492925","0.887838317984777"
"No","2016","Hamburg","in school","7","","",""
"No","2016","Hamburg","inadequately","4","","",""
"No","2016","Hamburg","general elemantary","28","","",""
"No","2016","Hamburg","middle vocational","129","0.841041926440085","0.782332873409006","0.899750979471163"
"No","2016","Hamburg","vocational + Abi","39","0.916705249791757","0.834113334482494","0.99929716510102"
"No","2016","Hamburg","higher vocational","15","","",""
"No","2016","Hamburg","higher education","136","0.91028490004766","0.865003085930219","0.955566714165101"
"No","2016","Lower Saxony","in school","27","","",""
"No","2016","Lower Saxony","inadequately","46","0.875068586148669","0.791406374717459","0.958730797579879"
"No","2016","Lower Saxony","general elemantary","256","0.826728543692057","0.784042136928281","0.869414950455834"
"No","2016","Lower Saxony","middle vocational","952","0.865180529584775","0.844960932785818","0.885400126383732"
"No","2016","Lower Saxony","vocational + Abi","178","0.882892624422767","0.838659650367281","0.927125598478252"
"No","2016","Lower Saxony","higher vocational","94","0.872966948293863","0.81016205538456","0.935771841203166"
"No","2016","Lower Saxony","higher education","458","0.919711150489452","0.89591632240471","0.943505978574193"
"No","2016","Bremen","in school","4","","",""
"No","2016","Bremen","inadequately","7","","",""
"No","2016","Bremen","general elemantary","12","","",""
"No","2016","Bremen","middle vocational","61","0.863165171865523","0.782656186975631","0.943674156755414"
"No","2016","Bremen","vocational + Abi","16","","",""
"No","2016","Bremen","higher vocational","3","","",""
"No","2016","Bremen","higher education","37","0.955920647899667","0.891497148718707","1.02034414708063"
"No","2016","North Rhine-Westphalia","in school","90","0.996489705666972","0.984338046785781","1.00864136454816"
"No","2016","North Rhine-Westphalia","inadequately","112","0.868293373795449","0.812276208348232","0.924310539242665"
"No","2016","North Rhine-Westphalia","general elemantary","525","0.832108086424346","0.802828449624094","0.861387723224598"
"No","2016","North Rhine-Westphalia","middle vocational","1862","0.861853643016804","0.847335712840994","0.876371573192615"
"No","2016","North Rhine-Westphalia","vocational + Abi","507","0.888972435451389","0.862998396503988","0.914946474398791"
"No","2016","North Rhine-Westphalia","higher vocational","206","0.831090232461409","0.784365041431451","0.877815423491368"
"No","2016","North Rhine-Westphalia","higher education","945","0.881611501225781","0.862316997180873","0.900906005270689"
"No","2016","Hesse","in school","23","","",""
"No","2016","Hesse","inadequately","23","","",""
"No","2016","Hesse","general elemantary","140","0.808027061872417","0.749337887715376","0.866716236029457"
"No","2016","Hesse","middle vocational","572","0.831897578661044","0.803410952847265","0.860384204474822"
"No","2016","Hesse","vocational + Abi","133","0.938362599476255","0.899352310693832","0.977372888258679"
"No","2016","Hesse","higher vocational","66","0.872451041730108","0.795927396131665","0.948974687328551"
"No","2016","Hesse","higher education","428","0.915231837939411","0.890130350120549","0.940333325758273"
"No","2016","Rhineland-Palatinate,Saarland","in school","23","","",""
"No","2016","Rhineland-Palatinate,Saarland","inadequately","19","","",""
"No","2016","Rhineland-Palatinate,Saarland","general elemantary","211","0.899008101907194","0.861122863517827","0.93689334029656"
"No","2016","Rhineland-Palatinate,Saarland","middle vocational","583","0.863355669688594","0.83748280974154","0.889228529635648"
"No","2016","Rhineland-Palatinate,Saarland","vocational + Abi","105","0.847818854200844","0.783551646937445","0.912086061464244"
"No","2016","Rhineland-Palatinate,Saarland","higher vocational","79","0.831832254128419","0.75368819178277","0.909976316474067"
"No","2016","Rhineland-Palatinate,Saarland","higher education","238","0.875999084877315","0.836903200749244","0.915094969005385"
"No","2016","Baden-Württemberg","in school","35","0.860483647165269","0.748840750275887","0.972126544054652"
"No","2016","Baden-Württemberg","inadequately","22","","",""
"No","2016","Baden-Württemberg","general elemantary","275","0.818578750478958","0.776681963301062","0.860475537656853"
"No","2016","Baden-Württemberg","middle vocational","1040","0.877625446857746","0.859075671159767","0.896175222555724"
"No","2016","Baden-Württemberg","vocational + Abi","223","0.890845166712802","0.852267688944636","0.929422644480969"
"No","2016","Baden-Württemberg","higher vocational","159","0.908662872846733","0.866101382922011","0.951224362771455"
"No","2016","Baden-Württemberg","higher education","691","0.883932271905078","0.861249352846142","0.906615190964014"
"No","2016","Bavaria","in school","44","0.971274314710405","0.92402085368499","1.01852777573582"
"No","2016","Bavaria","inadequately","37","0.943429482227053","0.875168654286375","1.01169031016773"
"No","2016","Bavaria","general elemantary","319","0.790320695783246","0.749919404286974","0.830721987279518"
"No","2016","Bavaria","middle vocational","1613","0.856478592294883","0.840596351812334","0.872360832777433"
"No","2016","Bavaria","vocational + Abi","265","0.935054930212788","0.907075967138406","0.963033893287171"
"No","2016","Bavaria","higher vocational","213","0.86199517599503","0.818718616255459","0.905271735734601"
"No","2016","Bavaria","higher education","803","0.864333970940914","0.842158303395476","0.886509638486352"
"No","2016","Berlin","in school","12","","",""
"No","2016","Berlin","inadequately","12","","",""
"No","2016","Berlin","general elemantary","49","0.809723295125888","0.708706119425459","0.910740470826317"
"No","2016","Berlin","middle vocational","278","0.822703887997069","0.781245666089599","0.86416210990454"
"No","2016","Berlin","vocational + Abi","58","0.977007058199203","0.939699367557985","1.01431474884042"
"No","2016","Berlin","higher vocational","42","0.835673082678143","0.734952325928304","0.936393839427982"
"No","2016","Berlin","higher education","325","0.873149036866169","0.839099897971675","0.907198175760664"
"No","2016","Brandenburg","in school","13","","",""
"No","2016","Brandenburg","inadequately","8","","",""
"No","2016","Brandenburg","general elemantary","60","0.780805841985108","0.685247664669854","0.876364019300362"
"No","2016","Brandenburg","middle vocational","393","0.816232623529389","0.780840195530724","0.851625051528054"
"No","2016","Brandenburg","vocational + Abi","56","0.748920944773781","0.645854601980096","0.851987287567466"
"No","2016","Brandenburg","higher vocational","47","0.795563413800579","0.693519013607208","0.897607813993951"
"No","2016","Brandenburg","higher education","210","0.852466606909728","0.807877496545871","0.897055717273585"
"No","2016","Mecklenburg-Western Pomerania","in school","4","","",""
"No","2016","Mecklenburg-Western Pomerania","inadequately","5","","",""
"No","2016","Mecklenburg-Western Pomerania","general elemantary","19","","",""
"No","2016","Mecklenburg-Western Pomerania","middle vocational","232","0.863849885272308","0.82279084065405","0.904908929890566"
"No","2016","Mecklenburg-Western Pomerania","vocational + Abi","20","","",""
"No","2016","Mecklenburg-Western Pomerania","higher vocational","39","0.830245896320509","0.721757651020852","0.938734141620165"
"No","2016","Mecklenburg-Western Pomerania","higher education","117","0.876920028124583","0.820875293880722","0.932964762368444"
"No","2016","Saxony","in school","13","","",""
"No","2016","Saxony","inadequately","4","","",""
"No","2016","Saxony","general elemantary","75","0.932562304431923","0.880166435871756","0.984958172992091"
"No","2016","Saxony","middle vocational","656","0.886729149120073","0.863986908442799","0.909471389797347"
"No","2016","Saxony","vocational + Abi","70","0.926270186073023","0.867516961569014","0.985023410577031"
"No","2016","Saxony","higher vocational","101","0.886388693064777","0.82864002419055","0.944137361939004"
"No","2016","Saxony","higher education","337","0.882956695083745","0.851092518330433","0.914820871837057"
"No","2016","Saxony-Anhalt","in school","3","","",""
"No","2016","Saxony-Anhalt","inadequately","12","","",""
"No","2016","Saxony-Anhalt","general elemantary","50","0.827809457914016","0.733065175209107","0.922553740618924"
"No","2016","Saxony-Anhalt","middle vocational","383","0.843866049123217","0.809833631303389","0.877898466943045"
"No","2016","Saxony-Anhalt","vocational + Abi","31","0.986070651888573","0.94546443644611","1.02667686733104"
"No","2016","Saxony-Anhalt","higher vocational","53","0.910419802668117","0.83875432024869","0.982085285087544"
"No","2016","Saxony-Anhalt","higher education","175","0.86807791700597","0.821640173171321","0.914515660840619"
"No","2016","Thuringia","in school","4","","",""
"No","2016","Thuringia","inadequately","3","","",""
"No","2016","Thuringia","general elemantary","37","0.761689875412715","0.644760577705247","0.878619173120183"
"No","2016","Thuringia","middle vocational","432","0.82432674169376","0.79126758868723","0.857385894700291"
"No","2016","Thuringia","vocational + Abi","39","0.921304778848369","0.84082445685969","1.00178510083705"
"No","2016","Thuringia","higher vocational","55","0.854935872463413","0.770610654016074","0.939261090910752"
"No","2016","Thuringia","higher education","185","0.898752884679685","0.85805064182588","0.939455127533491"
"Yes","2017","Schleswig-Holstein","in school","","","",""
"Yes","2017","Schleswig-Holstein","inadequately","1","","",""
"Yes","2017","Schleswig-Holstein","general elemantary","19","","",""
"Yes","2017","Schleswig-Holstein","middle vocational","72","0.159719004641617","0.125173082830288","0.194264926452947"
"Yes","2017","Schleswig-Holstein","vocational + Abi","13","","",""
"Yes","2017","Schleswig-Holstein","higher vocational","6","","",""
"Yes","2017","Schleswig-Holstein","higher education","26","","",""
"Yes","2017","Hamburg","in school","","","",""
"Yes","2017","Hamburg","inadequately","2","","",""
"Yes","2017","Hamburg","general elemantary","3","","",""
"Yes","2017","Hamburg","middle vocational","29","","",""
"Yes","2017","Hamburg","vocational + Abi","4","","",""
"Yes","2017","Hamburg","higher vocational","1","","",""
"Yes","2017","Hamburg","higher education","23","","",""
"Yes","2017","Lower Saxony","in school","2","","",""
"Yes","2017","Lower Saxony","inadequately","10","","",""
"Yes","2017","Lower Saxony","general elemantary","47","0.124308930084497","0.0893416652571223","0.159276194911872"
"Yes","2017","Lower Saxony","middle vocational","165","0.148967637762639","0.129221331207201","0.168713944318076"
"Yes","2017","Lower Saxony","vocational + Abi","27","","",""
"Yes","2017","Lower Saxony","higher vocational","17","","",""
"Yes","2017","Lower Saxony","higher education","75","0.155506978224311","0.125599381715979","0.185414574732643"
"Yes","2017","Bremen","in school","","","",""
"Yes","2017","Bremen","inadequately","","","",""
"Yes","2017","Bremen","general elemantary","4","","",""
"Yes","2017","Bremen","middle vocational","8","","",""
"Yes","2017","Bremen","vocational + Abi","2","","",""
"Yes","2017","Bremen","higher vocational","1","","",""
"Yes","2017","Bremen","higher education","4","","",""
"Yes","2017","North Rhine-Westphalia","in school","7","","",""
"Yes","2017","North Rhine-Westphalia","inadequately","29","","",""
"Yes","2017","North Rhine-Westphalia","general elemantary","110","0.179194874096349","0.149435720643693","0.208954027549006"
"Yes","2017","North Rhine-Westphalia","middle vocational","358","0.158020441345531","0.143384512799885","0.172656369891177"
"Yes","2017","North Rhine-Westphalia","vocational + Abi","71","0.130282997205","0.103997834653413","0.156568159756588"
"Yes","2017","North Rhine-Westphalia","higher vocational","40","0.133421168078242","0.0925587860203737","0.174283550136111"
"Yes","2017","North Rhine-Westphalia","higher education","154","0.12530447202021","0.10649457799079","0.14411436604963"
"Yes","2017","Hesse","in school","6","","",""
"Yes","2017","Hesse","inadequately","3","","",""
"Yes","2017","Hesse","general elemantary","34","0.168987013222263","0.116657638145274","0.221316388299251"
"Yes","2017","Hesse","middle vocational","119","0.173264919368833","0.145677095416666","0.200852743321001"
"Yes","2017","Hesse","vocational + Abi","18","","",""
"Yes","2017","Hesse","higher vocational","6","","",""
"Yes","2017","Hesse","higher education","45","0.0866093296868462","0.0620297346804135","0.111188924693279"
"Yes","2017","Rhineland-Palatinate,Saarland","in school","2","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","general elemantary","34","0.1832408626381","0.133566958460918","0.232914766815283"
"Yes","2017","Rhineland-Palatinate,Saarland","middle vocational","111","0.157864631649056","0.131231930438739","0.184497332859374"
"Yes","2017","Rhineland-Palatinate,Saarland","vocational + Abi","18","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","higher vocational","13","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","higher education","35","0.116389627550414","0.0788269435090775","0.15395231159175"
"Yes","2017","Baden-Württemberg","in school","2","","",""
"Yes","2017","Baden-Württemberg","inadequately","5","","",""
"Yes","2017","Baden-Württemberg","general elemantary","49","0.141240262067808","0.102408781821329","0.180071742314287"
"Yes","2017","Baden-Württemberg","middle vocational","162","0.151126302062103","0.131466254456283","0.170786349667922"
"Yes","2017","Baden-Württemberg","vocational + Abi","24","","",""
"Yes","2017","Baden-Württemberg","higher vocational","21","","",""
"Yes","2017","Baden-Württemberg","higher education","83","0.104271464957731","0.0838342152386859","0.124708714676777"
"Yes","2017","Bavaria","in school","4","","",""
"Yes","2017","Bavaria","inadequately","9","","",""
"Yes","2017","Bavaria","general elemantary","69","0.164986723070514","0.129904665890147","0.20006878025088"
"Yes","2017","Bavaria","middle vocational","284","0.153773325645205","0.137884223580478","0.169662427709932"
"Yes","2017","Bavaria","vocational + Abi","34","0.114780701879438","0.078889611590946","0.150671792167931"
"Yes","2017","Bavaria","higher vocational","32","0.132690583038377","0.0920754597288045","0.173305706347949"
"Yes","2017","Bavaria","higher education","125","0.120943928659741","0.10107940108649","0.140808456232992"
"Yes","2017","Berlin","in school","","","",""
"Yes","2017","Berlin","inadequately","2","","",""
"Yes","2017","Berlin","general elemantary","9","","",""
"Yes","2017","Berlin","middle vocational","44","0.127235565927866","0.0925709256785581","0.161900206177175"
"Yes","2017","Berlin","vocational + Abi","7","","",""
"Yes","2017","Berlin","higher vocational","11","","",""
"Yes","2017","Berlin","higher education","52","0.138805988077976","0.104881270187821","0.172730705968131"
"Yes","2017","Brandenburg","in school","","","",""
"Yes","2017","Brandenburg","inadequately","1","","",""
"Yes","2017","Brandenburg","general elemantary","22","","",""
"Yes","2017","Brandenburg","middle vocational","84","0.195172049067702","0.160942213517972","0.229401884617432"
"Yes","2017","Brandenburg","vocational + Abi","14","","",""
"Yes","2017","Brandenburg","higher vocational","11","","",""
"Yes","2017","Brandenburg","higher education","39","0.19059790309993","0.142389891085248","0.238805915114612"
"Yes","2017","Mecklenburg-Western Pomerania","in school","2","","",""
"Yes","2017","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Yes","2017","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"Yes","2017","Mecklenburg-Western Pomerania","middle vocational","39","0.120123782677824","0.0835178003171319","0.156729765038516"
"Yes","2017","Mecklenburg-Western Pomerania","vocational + Abi","7","","",""
"Yes","2017","Mecklenburg-Western Pomerania","higher vocational","12","","",""
"Yes","2017","Mecklenburg-Western Pomerania","higher education","18","","",""
"Yes","2017","Saxony","in school","1","","",""
"Yes","2017","Saxony","inadequately","2","","",""
"Yes","2017","Saxony","general elemantary","23","","",""
"Yes","2017","Saxony","middle vocational","93","0.107466156654897","0.0866825085544992","0.128249804755294"
"Yes","2017","Saxony","vocational + Abi","11","","",""
"Yes","2017","Saxony","higher vocational","20","","",""
"Yes","2017","Saxony","higher education","45","0.10785770329768","0.0787071963657063","0.137008210229654"
"Yes","2017","Saxony-Anhalt","in school","2","","",""
"Yes","2017","Saxony-Anhalt","inadequately","2","","",""
"Yes","2017","Saxony-Anhalt","general elemantary","21","","",""
"Yes","2017","Saxony-Anhalt","middle vocational","64","0.171880120771734","0.137987586427706","0.205772655115762"
"Yes","2017","Saxony-Anhalt","vocational + Abi","4","","",""
"Yes","2017","Saxony-Anhalt","higher vocational","11","","",""
"Yes","2017","Saxony-Anhalt","higher education","37","0.213054062462706","0.158321444751294","0.267786680174117"
"Yes","2017","Thuringia","in school","1","","",""
"Yes","2017","Thuringia","inadequately","","","",""
"Yes","2017","Thuringia","general elemantary","11","","",""
"Yes","2017","Thuringia","middle vocational","72","0.0984868652623846","0.0737191536751968","0.123254576849572"
"Yes","2017","Thuringia","vocational + Abi","6","","",""
"Yes","2017","Thuringia","higher vocational","10","","",""
"Yes","2017","Thuringia","higher education","28","","",""
"No","2017","Schleswig-Holstein","in school","14","","",""
"No","2017","Schleswig-Holstein","inadequately","20","","",""
"No","2017","Schleswig-Holstein","general elemantary","96","0.854742634152142","0.790342623912763","0.919142644391522"
"No","2017","Schleswig-Holstein","middle vocational","360","0.840280995358383","0.805735073547053","0.874826917169712"
"No","2017","Schleswig-Holstein","vocational + Abi","69","0.784882297296504","0.695945495619089","0.873819098973919"
"No","2017","Schleswig-Holstein","higher vocational","52","0.906553969937199","0.8316488758083","0.981459064066098"
"No","2017","Schleswig-Holstein","higher education","173","0.861852153194122","0.813910831992396","0.909793474395849"
"No","2017","Hamburg","in school","6","","",""
"No","2017","Hamburg","inadequately","7","","",""
"No","2017","Hamburg","general elemantary","33","0.966222037543003","0.907208447650599","1.02523562743541"
"No","2017","Hamburg","middle vocational","125","0.791760688748747","0.727629977362521","0.855891400134974"
"No","2017","Hamburg","vocational + Abi","42","0.948332028476672","0.884364423550796","1.01229963340255"
"No","2017","Hamburg","higher vocational","19","","",""
"No","2017","Hamburg","higher education","154","0.868435902786038","0.818639377710207","0.91823242786187"
"No","2017","Lower Saxony","in school","29","","",""
"No","2017","Lower Saxony","inadequately","54","0.869935387390318","0.787525147438943","0.952345627341694"
"No","2017","Lower Saxony","general elemantary","295","0.875691069915503","0.840723805088128","0.910658334742878"
"No","2017","Lower Saxony","middle vocational","1084","0.851032362237361","0.831286055681924","0.870778668792799"
"No","2017","Lower Saxony","vocational + Abi","202","0.801840947470044","0.750213408445502","0.853468486494586"
"No","2017","Lower Saxony","higher vocational","117","0.892474488112571","0.840024021467182","0.94492495475796"
"No","2017","Lower Saxony","higher education","489","0.844493021775689","0.814585425267357","0.874400618284021"
"No","2017","Bremen","in school","4","","",""
"No","2017","Bremen","inadequately","9","","",""
"No","2017","Bremen","general elemantary","15","","",""
"No","2017","Bremen","middle vocational","84","0.881096231502603","0.814956312483643","0.947236150521563"
"No","2017","Bremen","vocational + Abi","17","","",""
"No","2017","Bremen","higher vocational","4","","",""
"No","2017","Bremen","higher education","52","0.95302084876731","0.897601953859514","1.00843974367511"
"No","2017","North Rhine-Westphalia","in school","104","0.966517060899973","0.93305111147591","0.999983010324035"
"No","2017","North Rhine-Westphalia","inadequately","112","0.82946153555874","0.767382089289793","0.891540981827688"
"No","2017","North Rhine-Westphalia","general elemantary","528","0.820805125903651","0.791045972450994","0.850564279356307"
"No","2017","North Rhine-Westphalia","middle vocational","2028","0.841979558654469","0.827343630108823","0.856615487200115"
"No","2017","North Rhine-Westphalia","vocational + Abi","559","0.869717002795","0.843431840243412","0.896002165346587"
"No","2017","North Rhine-Westphalia","higher vocational","226","0.866578831921757","0.825716449863889","0.907441213979626"
"No","2017","North Rhine-Westphalia","higher education","1036","0.87469552797979","0.85588563395037","0.89350542200921"
"No","2017","Hesse","in school","35","0.946748522816275","0.878019635890869","1.01547740974168"
"No","2017","Hesse","inadequately","30","0.832289987403322","0.704819997363728","0.959759977442917"
"No","2017","Hesse","general elemantary","163","0.831012986777737","0.778683611700749","0.883342361854726"
"No","2017","Hesse","middle vocational","604","0.826735080631167","0.799147256678999","0.854322904583334"
"No","2017","Hesse","vocational + Abi","139","0.918538281236706","0.875750114476676","0.961326447996737"
"No","2017","Hesse","higher vocational","75","0.95753866371379","0.913626931443641","1.00145039598394"
"No","2017","Hesse","higher education","458","0.913390670313154","0.888811075306721","0.937970265319586"
"No","2017","Rhineland-Palatinate,Saarland","in school","25","","",""
"No","2017","Rhineland-Palatinate,Saarland","inadequately","17","","",""
"No","2017","Rhineland-Palatinate,Saarland","general elemantary","199","0.8167591373619","0.767085233184717","0.866433041539082"
"No","2017","Rhineland-Palatinate,Saarland","middle vocational","609","0.842135368350944","0.815502667140626","0.868768069561261"
"No","2017","Rhineland-Palatinate,Saarland","vocational + Abi","108","0.856046770845515","0.794752162997432","0.917341378693598"
"No","2017","Rhineland-Palatinate,Saarland","higher vocational","72","0.874510000935653","0.804085208375781","0.944934793495524"
"No","2017","Rhineland-Palatinate,Saarland","higher education","245","0.883610372449586","0.84604768840825","0.921173056490923"
"No","2017","Baden-Württemberg","in school","35","0.957076330279823","0.891767946063707","1.02238471449594"
"No","2017","Baden-Württemberg","inadequately","30","0.796103281705191","0.662627063306426","0.929579500103955"
"No","2017","Baden-Württemberg","general elemantary","260","0.858759737932192","0.819928257685713","0.897591218178671"
"No","2017","Baden-Württemberg","middle vocational","1113","0.848873697937897","0.829213650332078","0.868533745543717"
"No","2017","Baden-Württemberg","vocational + Abi","230","0.901702963575949","0.865090142484297","0.9383157846676"
"No","2017","Baden-Württemberg","higher vocational","167","0.844009586315589","0.792142504868461","0.895876667762717"
"No","2017","Baden-Württemberg","higher education","776","0.895728535042269","0.875291285323223","0.916165784761314"
"No","2017","Bavaria","in school","51","0.934804164300903","0.869560702914182","1.00004762568762"
"No","2017","Bavaria","inadequately","44","0.845445270029523","0.748127072644617","0.942763467414429"
"No","2017","Bavaria","general elemantary","361","0.835013276929486","0.79993121974912","0.870095334109853"
"No","2017","Bavaria","middle vocational","1696","0.846226674354795","0.830337572290068","0.862115776419522"
"No","2017","Bavaria","vocational + Abi","269","0.885219298120562","0.849328207832069","0.921110388409054"
"No","2017","Bavaria","higher vocational","236","0.867309416961623","0.826694293652051","0.907924540271196"
"No","2017","Bavaria","higher education","910","0.879056071340259","0.859191543767008","0.89892059891351"
"No","2017","Berlin","in school","9","","",""
"No","2017","Berlin","inadequately","13","","",""
"No","2017","Berlin","general elemantary","58","0.864563702166946","0.782627331034762","0.94650007329913"
"No","2017","Berlin","middle vocational","311","0.872764434072134","0.838099793822826","0.907429074321442"
"No","2017","Berlin","vocational + Abi","64","0.93132156659139","0.872494263784567","0.990148869398213"
"No","2017","Berlin","higher vocational","51","0.84096733685866","0.749937246008588","0.931997427708732"
"No","2017","Berlin","higher education","347","0.861194011922024","0.827269294031869","0.895118729812179"
"No","2017","Brandenburg","in school","14","","",""
"No","2017","Brandenburg","inadequately","8","","",""
"No","2017","Brandenburg","general elemantary","61","0.741261780843306","0.647045676832828","0.835477884853783"
"No","2017","Brandenburg","middle vocational","431","0.804827950932298","0.770598115382568","0.839057786482028"
"No","2017","Brandenburg","vocational + Abi","61","0.859710203747698","0.781113100114481","0.938307307380916"
"No","2017","Brandenburg","higher vocational","60","0.907309715239557","0.839854768228977","0.974764662250138"
"No","2017","Brandenburg","higher education","216","0.80940209690007","0.761194084885388","0.857610108914752"
"No","2017","Mecklenburg-Western Pomerania","in school","8","","",""
"No","2017","Mecklenburg-Western Pomerania","inadequately","8","","",""
"No","2017","Mecklenburg-Western Pomerania","general elemantary","28","","",""
"No","2017","Mecklenburg-Western Pomerania","middle vocational","264","0.879876217322176","0.843270234961484","0.916482199682868"
"No","2017","Mecklenburg-Western Pomerania","vocational + Abi","23","","",""
"No","2017","Mecklenburg-Western Pomerania","higher vocational","35","0.744889630374357","0.620263479379943","0.86951578136877"
"No","2017","Mecklenburg-Western Pomerania","higher education","117","0.840531715250982","0.778773402743097","0.902290027758868"
"No","2017","Saxony","in school","23","","",""
"No","2017","Saxony","inadequately","5","","",""
"No","2017","Saxony","general elemantary","85","0.816760931230415","0.74379960341173","0.8897222590491"
"No","2017","Saxony","middle vocational","760","0.892533843345103","0.871750195244706","0.913317491445501"
"No","2017","Saxony","vocational + Abi","75","0.910746860328334","0.850489589472351","0.971004131184316"
"No","2017","Saxony","higher vocational","100","0.783200070582367","0.709473608275585","0.85692653288915"
"No","2017","Saxony","higher education","390","0.89214229670232","0.862991789770346","0.921292803634294"
"No","2017","Saxony-Anhalt","in school","5","","",""
"No","2017","Saxony-Anhalt","inadequately","13","","",""
"No","2017","Saxony-Anhalt","general elemantary","57","0.701693401070844","0.600160705543699","0.803226096597988"
"No","2017","Saxony-Anhalt","middle vocational","412","0.828119879228266","0.794227344884238","0.862012413572294"
"No","2017","Saxony-Anhalt","vocational + Abi","44","0.911837275699428","0.831627252073494","0.992047299325361"
"No","2017","Saxony-Anhalt","higher vocational","60","0.855274845589298","0.773438961777967","0.93711072940063"
"No","2017","Saxony-Anhalt","higher education","178","0.786945937537294","0.732213319825883","0.841678555248706"
"No","2017","Thuringia","in school","7","","",""
"No","2017","Thuringia","inadequately","6","","",""
"No","2017","Thuringia","general elemantary","38","0.819178890273493","0.711417299881137","0.926940480665848"
"No","2017","Thuringia","middle vocational","484","0.901513134737615","0.876745423150428","0.926280846324803"
"No","2017","Thuringia","vocational + Abi","47","0.906699269442967","0.828395203881309","0.985003335004624"
"No","2017","Thuringia","higher vocational","57","0.856197115938222","0.772177369207147","0.940216862669296"
"No","2017","Thuringia","higher education","202","0.899867434338929","0.861073742405696","0.938661126272162"
"Yes","2018","Schleswig-Holstein","in school","2","","",""
"Yes","2018","Schleswig-Holstein","inadequately","5","","",""
"Yes","2018","Schleswig-Holstein","general elemantary","18","","",""
"Yes","2018","Schleswig-Holstein","middle vocational","60","0.131865833977581","0.0998862042962243","0.163845463658939"
"Yes","2018","Schleswig-Holstein","vocational + Abi","12","","",""
"Yes","2018","Schleswig-Holstein","higher vocational","6","","",""
"Yes","2018","Schleswig-Holstein","higher education","22","","",""
"Yes","2018","Hamburg","in school","","","",""
"Yes","2018","Hamburg","inadequately","1","","",""
"Yes","2018","Hamburg","general elemantary","6","","",""
"Yes","2018","Hamburg","middle vocational","27","","",""
"Yes","2018","Hamburg","vocational + Abi","5","","",""
"Yes","2018","Hamburg","higher vocational","7","","",""
"Yes","2018","Hamburg","higher education","19","","",""
"Yes","2018","Lower Saxony","in school","2","","",""
"Yes","2018","Lower Saxony","inadequately","8","","",""
"Yes","2018","Lower Saxony","general elemantary","49","0.0985768373838903","0.0666080138295786","0.130545660938202"
"Yes","2018","Lower Saxony","middle vocational","145","0.130447785435582","0.110862716099688","0.150032854771476"
"Yes","2018","Lower Saxony","vocational + Abi","24","","",""
"Yes","2018","Lower Saxony","higher vocational","14","","",""
"Yes","2018","Lower Saxony","higher education","51","0.112730230921943","0.0859311906954817","0.139529271148403"
"Yes","2018","Bremen","in school","","","",""
"Yes","2018","Bremen","inadequately","1","","",""
"Yes","2018","Bremen","general elemantary","6","","",""
"Yes","2018","Bremen","middle vocational","10","","",""
"Yes","2018","Bremen","vocational + Abi","2","","",""
"Yes","2018","Bremen","higher vocational","","","",""
"Yes","2018","Bremen","higher education","7","","",""
"Yes","2018","North Rhine-Westphalia","in school","7","","",""
"Yes","2018","North Rhine-Westphalia","inadequately","35","0.176349254943592","0.116543337880806","0.236155172006377"
"Yes","2018","North Rhine-Westphalia","general elemantary","114","0.18397010065953","0.15418369694492","0.213756504374139"
"Yes","2018","North Rhine-Westphalia","middle vocational","338","0.164940604694865","0.149700298039162","0.180180911350569"
"Yes","2018","North Rhine-Westphalia","vocational + Abi","78","0.157631486133751","0.128595074040256","0.186667898227247"
"Yes","2018","North Rhine-Westphalia","higher vocational","33","0.133821951534282","0.092034559561649","0.175609343506914"
"Yes","2018","North Rhine-Westphalia","higher education","124","0.112992407167872","0.0948210604520438","0.131163753883699"
"Yes","2018","Hesse","in school","2","","",""
"Yes","2018","Hesse","inadequately","2","","",""
"Yes","2018","Hesse","general elemantary","25","","",""
"Yes","2018","Hesse","middle vocational","87","0.146559754007771","0.120171086025636","0.172948421989906"
"Yes","2018","Hesse","vocational + Abi","15","","",""
"Yes","2018","Hesse","higher vocational","6","","",""
"Yes","2018","Hesse","higher education","50","0.101854083711008","0.0747964293202232","0.128911738101793"
"Yes","2018","Rhineland-Palatinate,Saarland","in school","3","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","inadequately","2","","",""
