"ple0053","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2016","Not Working","middle vocational","3104","0.801408092870418","0.788837482622823","0.813978703118012","2"
"No","2016","Not Working","vocational + Abi","307","0.806212622744911","0.766207095690662","0.846218149799161","2"
"No","2016","Not Working","higher vocational","310","0.729696065627414","0.686602225582278","0.77278990567255","2"
"No","2016","Not Working","higher education","1212","0.792546037510033","0.772005570780954","0.813086504239113","2"
"Yes","2016","Part Time","vocational + Abi","76","0.0772074612668829","0.0576562687044407","0.0967586538293251","1"
"Yes","2016","Part Time","higher education","210","0.121232648512377","0.105652698529295","0.136812598495459","1"
"Yes","2016","Part Time","middle vocational","390","0.125174753354809","0.113693118924322","0.136656387785296","1"
"Yes","2016","Part Time","higher vocational","31","0.082568260903569","0.0507815716568904","0.114354950150248","1"
"Yes","2016","Not Working","general elemantary","252","0.212667525512694","0.189928723923195","0.235406327102192","1"
"Yes","2016","Not Working","middle vocational","765","0.198591907129582","0.186021296881988","0.211162517377177","1"
"Yes","2016","Part Time","in school","7","","","","1"
"Yes","2016","Part Time","inadequately","23","","","","1"
"Yes","2016","Part Time","general elemantary","100","0.136303956403142","0.110813467378759","0.161794445427526","1"
"Yes","2016","Not Working","higher education","285","0.207453962489966","0.186913495760887","0.227994429219046","1"
"Yes","2016","Full Time","middle vocational","360","0.0954853623307388","0.086335548561111","0.104635176100367","1"
"Yes","2016","Not Working","higher vocational","98","0.270303934372586","0.22721009432745","0.313397774417722","1"
"Yes","2016","Full Time","general elemantary","77","0.119210978853502","0.093987932651856","0.144434025055148","1"
"Yes","2016","Full Time","vocational + Abi","77","0.0839210419625524","0.0661010089484122","0.101741074976692","1"
"Yes","2016","Full Time","higher vocational","65","0.0888605877992053","0.0679894563939201","0.10973171920449","1"
"Yes","2016","Not Working","inadequately","43","0.115991668271091","0.073386743714231","0.158596592827951","1"
"Yes","2016","Not Working","vocational + Abi","68","0.193787377255089","0.153781850200839","0.233792904309338","1"
"Yes","2016","Full Time","higher education","189","0.0618686171785994","0.0528098247455093","0.0709274096116896","1"
"Yes","2016","Not Working","in school","13","","","","1"
"Yes","2016","Full Time","in school","","","","","1"
"Yes","2016","Full Time","inadequately","9","","","","1"
"No","2017","Full Time","in school","2","","","","2"
"No","2017","Full Time","inadequately","84","0.960934811332842","0.921126906426014","1.00074271623967","2"
"No","2017","Full Time","general elemantary","636","0.887876943499537","0.864749963575589","0.911003923423486","2"
"No","2017","Full Time","middle vocational","4124","0.914954972463249","0.906823762763965","0.923086182162533","2"
"No","2017","Full Time","vocational + Abi","929","0.923047102401801","0.906586043226886","0.939508161576715","2"
"No","2017","Full Time","higher vocational","731","0.914121249595477","0.894717905137659","0.933524594053295","2"
"No","2017","Full Time","higher education","2871","0.930049699526092","0.921072413169797","0.939026985882386","2"
"No","2017","Part Time","in school","73","0.925928238727626","0.868178563561709","0.983677913893542","2"
"No","2017","Part Time","inadequately","103","0.834870947233763","0.768160165588587","0.901581728878939","2"
"No","2017","Part Time","general elemantary","641","0.859028863041032","0.833939198703544","0.88411852737852","2"
"No","2017","Part Time","middle vocational","3066","0.86083619312937","0.84941187347024","0.8722605127885","2"
"No","2017","Part Time","vocational + Abi","719","0.865999088487641","0.842753865830575","0.889244311144707","2"
"No","2017","Part Time","higher vocational","274","0.850389123147949","0.811247107880149","0.889531138415749","2"
"No","2017","Part Time","higher education","1631","0.870486798849211","0.855248138595963","0.885725459102459","2"
"No","2017","Not Working","in school","294","0.941140872389523","0.915231750888422","0.967049993890625","2"
"No","2017","Not Working","inadequately","189","0.819044246440767","0.769927230973778","0.868161261907756","2"
"No","2017","Not Working","general elemantary","1000","0.801911351636643","0.780119732387959","0.823702970885326","2"
"No","2017","Not Working","middle vocational","3175","0.772887370434207","0.759939277553822","0.785835463314592","2"
"No","2017","Not Working","vocational + Abi","301","0.768193255471283","0.725596581023143","0.810789929919422","2"
"No","2017","Not Working","higher vocational","326","0.783154382618441","0.743882933846587","0.822425831390295","2"
"No","2017","Not Working","higher education","1241","0.777862775918398","0.757274765614055","0.79845078622274","2"
"Yes","2017","Part Time","vocational + Abi","106","0.134000911512359","0.110755688855293","0.157246134169425","1"
"Yes","2017","Part Time","higher vocational","45","0.149610876852051","0.110468861584251","0.188752892119852","1"
"Yes","2017","Part Time","higher education","234","0.129513201150789","0.114274540897541","0.144751861404037","1"
"Yes","2017","Not Working","general elemantary","285","0.198088648363357","0.176297029114674","0.219880267612041","1"
"Yes","2017","Not Working","higher education","325","0.222137224081602","0.20154921377726","0.242725234385945","1"
"Yes","2017","Part Time","middle vocational","460","0.13916380687063","0.1277394872115","0.15058812652976","1"
"Yes","2017","Not Working","higher vocational","97","0.216845617381559","0.177574168609705","0.256117066153413","1"
"Yes","2017","Part Time","inadequately","16","","","","1"
"Yes","2017","Part Time","general elemantary","98","0.140971136958968","0.11588147262148","0.166060801296456","1"
"Yes","2017","Part Time","in school","6","","","","1"
"Yes","2017","Not Working","inadequately","47","0.180955753559233","0.131838738092244","0.230072769026222","1"
"Yes","2017","Not Working","middle vocational","847","0.227112629565793","0.214164536685408","0.240060722446178","1"
"Yes","2017","Not Working","vocational + Abi","76","0.231806744528717","0.189210070080578","0.274403418976857","1"
"Yes","2017","Full Time","middle vocational","397","0.0850450275367509","0.0769138178374669","0.093176237236035","1"
"Yes","2017","Not Working","in school","23","","","","1"
"Yes","2017","Full Time","in school","","","","","1"
"Yes","2017","Full Time","inadequately","7","","","","1"
"Yes","2017","Full Time","general elemantary","79","0.112123056500463","0.0889960765765144","0.135250036424411","1"
"Yes","2017","Full Time","vocational + Abi","78","0.0769528975981992","0.0604918384232847","0.0934139567731137","1"
"Yes","2017","Full Time","higher vocational","70","0.0858787504045232","0.0664754059467049","0.105282094862341","1"
"Yes","2017","Full Time","higher education","230","0.0699503004739084","0.0609730141176141","0.0789275868302026","1"
"No","2018","Full Time","in school","1","","","","2"
"No","2018","Full Time","inadequately","79","0.947311701603846","0.900366414204122","0.99425698900357","2"
"No","2018","Full Time","general elemantary","591","0.888326720089435","0.864242842847393","0.912410597331478","2"
"No","2018","Full Time","middle vocational","3784","0.896055083298827","0.886839531528832","0.905270635068821","2"
"No","2018","Full Time","vocational + Abi","901","0.923464835574421","0.906682582528012","0.94024708862083","2"
"No","2018","Full Time","higher vocational","678","0.910210414189651","0.889654463446717","0.930766364932585","2"
"No","2018","Full Time","higher education","2779","0.925140786859417","0.915731593446299","0.934549980272536","2"
"No","2018","Part Time","in school","59","0.923360589030692","0.859182339223597","0.987538838837788","2"
"No","2018","Part Time","inadequately","108","0.905175875217671","0.854222596233313","0.956129154202029","2"
"No","2018","Part Time","general elemantary","673","0.894670729836888","0.872988253531394","0.916353206142381","2"
"No","2018","Part Time","middle vocational","2999","0.871955738331514","0.860739121853974","0.883172354809053","2"
"No","2018","Part Time","vocational + Abi","683","0.869776721268073","0.846051703468561","0.893501739067585","2"
"No","2018","Part Time","higher vocational","263","0.806421869043838","0.762153178861722","0.850690559225954","2"
"No","2018","Part Time","higher education","1559","0.854147549427268","0.837801093310467","0.870494005544069","2"
"No","2018","Not Working","in school","249","0.885047179433415","0.847001159065267","0.923093199801562","2"
"No","2018","Not Working","inadequately","201","0.768031855242669","0.716627253331334","0.819436457154004","2"
"No","2018","Not Working","general elemantary","954","0.796980903514494","0.774546888032911","0.819414918996078","2"
"No","2018","Not Working","middle vocational","3076","0.786105367532967","0.773166171178966","0.799044563886967","2"
"No","2018","Not Working","vocational + Abi","289","0.709681750291612","0.663801777077798","0.755561723505425","2"
"No","2018","Not Working","higher vocational","317","0.819094917398689","0.781371537674163","0.856818297123216","2"
"No","2018","Not Working","higher education","1235","0.812949384603923","0.79331338120503","0.832585388002816","2"
"Yes","2018","Part Time","vocational + Abi","90","0.130223278731927","0.106498260932415","0.153948296531439","1"
"Yes","2018","Part Time","higher vocational","43","0.193578130956162","0.149309440774046","0.237846821138278","1"
"Yes","2018","Part Time","higher education","232","0.145852450572732","0.129505994455931","0.162198906689532","1"
"Yes","2018","Not Working","higher education","280","0.187050615396077","0.167414611997184","0.20668661879497","1"
"Yes","2018","Not Working","general elemantary","281","0.203019096485506","0.180585081003922","0.225453111967089","1"
"Yes","2018","Not Working","vocational + Abi","87","0.290318249708388","0.244438276494575","0.336198222922202","1"
"Yes","2018","Not Working","higher vocational","83","0.180905082601311","0.143181702876784","0.218628462325837","1"
"Yes","2018","Part Time","in school","7","","","","1"
"Yes","2018","Part Time","inadequately","19","","","","1"
"Yes","2018","Part Time","general elemantary","97","0.105329270163112","0.0836467938576188","0.127011746468606","1"
"Yes","2018","Not Working","middle vocational","782","0.213894632467033","0.200955436113033","0.226833828821034","1"
"Yes","2018","Part Time","middle vocational","410","0.128044261668486","0.116827645190947","0.139260878146026","1"
"Yes","2018","Not Working","in school","21","","","","1"
"Yes","2018","Full Time","general elemantary","66","0.111673279910565","0.0875894026685221","0.135757157152607","1"
"Yes","2018","Full Time","middle vocational","429","0.103944916701173","0.0947293649311791","0.113160468471168","1"
"Yes","2018","Not Working","inadequately","58","0.231968144757331","0.180563542845995","0.283372746668666","1"
"Yes","2018","Full Time","in school","","","","","1"
"Yes","2018","Full Time","inadequately","8","","","","1"
"Yes","2018","Full Time","higher education","226","0.0748592131405825","0.0654500197274644","0.0842684065537007","1"
"Yes","2018","Full Time","higher vocational","65","0.0897895858103488","0.0692336350674145","0.110345536553283","1"
"Yes","2018","Full Time","vocational + Abi","63","0.0765351644255789","0.0597529113791702","0.0933174174719877","1"
"No","2019","Full Time","in school","2","","","","2"
"No","2019","Full Time","inadequately","64","0.905549826732746","0.837997642169161","0.973102011296332","2"
"No","2019","Full Time","general elemantary","566","0.896449185452944","0.872826065231504","0.920072305674384","2"
"No","2019","Full Time","middle vocational","3715","0.897701678235948","0.888480707437631","0.906922649034266","2"
"No","2019","Full Time","vocational + Abi","923","0.909699526976481","0.892084568991216","0.927314484961746","2"
"No","2019","Full Time","higher vocational","815","0.929892004403311","0.913293606115762","0.94649040269086","2"
"No","2019","Full Time","higher education","3219","0.931948510221772","0.923594635763475","0.940302384680068","2"
"No","2019","Part Time","in school","52","0.859365581856336","0.775494757521676","0.943236406190997","2"
"No","2019","Part Time","inadequately","96","0.736520486990409","0.656698781645355","0.816342192335463","2"
"No","2019","Part Time","general elemantary","569","0.8738686543148","0.848482319616019","0.899254989013581","2"
"No","2019","Part Time","middle vocational","2749","0.867557547878119","0.85571828909593","0.879396806660309","2"
"No","2019","Part Time","vocational + Abi","683","0.849092230375267","0.823939129868683","0.874245330881851","2"
"No","2019","Part Time","higher vocational","290","0.924876351091879","0.896393706116671","0.953358996067087","2"
"No","2019","Part Time","higher education","1671","0.880539758398522","0.865967902215458","0.895111614581585","2"
"No","2019","Not Working","in school","246","0.910466161291562","0.875894284824159","0.945038037758966","2"
"No","2019","Not Working","inadequately","160","0.739215347700742","0.678517042604482","0.799913652797002","2"
"No","2019","Not Working","general elemantary","896","0.789380664105045","0.765479472643038","0.813281855567053","2"
"No","2019","Not Working","middle vocational","3070","0.794318365202798","0.781493908735353","0.807142821670243","2"
"No","2019","Not Working","vocational + Abi","311","0.79381750150563","0.753033632335017","0.834601370676243","2"
"No","2019","Not Working","higher vocational","325","0.767713560284001","0.727938057555027","0.807489063012975","2"
"No","2019","Not Working","higher education","1286","0.786996587454463","0.76704678784549","0.806946387063436","2"
"Yes","2019","Part Time","in school","14","","","","1"
"Yes","2019","Part Time","inadequately","21","","","","1"
"Yes","2019","Part Time","general elemantary","88","0.1261313456852","0.100745010986419","0.151517680383981","1"
"Yes","2019","Part Time","middle vocational","400","0.132442452121881","0.120603193339691","0.144281710904071","1"
"Yes","2019","Part Time","vocational + Abi","95","0.150907769624733","0.125754669118149","0.176060870131317","1"
"Yes","2019","Part Time","higher vocational","39","0.0751236489081209","0.0466410039329133","0.103606293883329","1"
"Yes","2019","Part Time","higher education","232","0.119460241601478","0.104888385418415","0.134032097784542","1"
"Yes","2019","Not Working","general elemantary","222","0.210619335894955","0.186718144432947","0.234520527356962","1"
"Yes","2019","Not Working","middle vocational","746","0.205681634797202","0.192857178329757","0.218506091264647","1"
"Yes","2019","Not Working","higher education","332","0.213003412545537","0.193053612936564","0.23295321215451","1"
"Yes","2019","Not Working","vocational + Abi","67","0.20618249849437","0.165398629323757","0.246966367664983","1"
"Yes","2019","Not Working","higher vocational","108","0.232286439715999","0.192510936987025","0.272061942444973","1"
"Yes","2019","Not Working","in school","16","","","","1"
"Yes","2019","Not Working","inadequately","41","0.260784652299258","0.200086347202998","0.321482957395518","1"
"Yes","2019","Full Time","general elemantary","73","0.103550814547056","0.0799276943256157","0.127173934768496","1"
"Yes","2019","Full Time","middle vocational","434","0.102298321764051","0.0930773509657338","0.111519292562369","1"
"Yes","2019","Full Time","higher education","272","0.0680514897782284","0.0596976153199315","0.0764053642365252","1"
"Yes","2019","Full Time","higher vocational","94","0.070107995596689","0.0535095973091398","0.0867063938842382","1"
"Yes","2019","Full Time","vocational + Abi","94","0.0903004730235187","0.0726855150382539","0.107915431008783","1"
"Yes","2019","Full Time","in school","","","","","1"
"Yes","2019","Full Time","inadequately","8","","","","1"
