"ple0053","year","education","n","percent","lower_confidence","upper_confidence"
"Yes","2018","lower secondary degree","1022","0.177501600881188","0.16759449873401","0.187408703028366"
"Yes","2018","secondary school degree","981","0.146059572475656","0.137923447678379","0.154195697272933"
"Yes","2018","college entrance qualification","786","0.110886081861157","0.103853156783717","0.117919006938597"
"Yes","2018","Other degree","396","0.134717086335411","0.122350410995469","0.147083761675354"
"Yes","2018","no degree/no degree yet","125","0.146772425748674","0.123338194290058","0.170206657207291"
"No","2018","lower secondary degree","4692","0.822498399118812","0.812591296971634","0.83240550126599"
"No","2018","secondary school degree","6257","0.853940427524344","0.845804302727067","0.862076552321621"
"No","2018","college entrance qualification","6871","0.889113918138843","0.882080993061403","0.896146843216283"
"No","2018","Other degree","2532","0.865282913664589","0.852916238324646","0.877649589004531"
"No","2018","no degree/no degree yet","751","0.853227574251326","0.829793342792709","0.876661805709942"
"Yes","2019","lower secondary degree","973","0.183904611801546","0.173493433894524","0.194315789708568"
"Yes","2019","secondary school degree","977","0.132107754790493","0.124410535272955","0.139804974308031"
"Yes","2019","college entrance qualification","922","0.1122158456077","0.105527106512897","0.118904584702502"
"Yes","2019","Other degree","358","0.135489989733464","0.122237510070347","0.14874246939658"
"Yes","2019","no degree/no degree yet","108","0.168363495636878","0.142120505735992","0.194606485537765"
"No","2019","lower secondary degree","4346","0.816095388198455","0.805684210291432","0.826506566105477"
"No","2019","secondary school degree","6457","0.867892245209507","0.860195025691969","0.875589464727045"
"No","2019","college entrance qualification","7632","0.8877841543923","0.881095415297497","0.894472893487103"
"No","2019","Other degree","2204","0.864510010266537","0.85125753060342","0.877762489929653"
"No","2019","no degree/no degree yet","673","0.831636504363122","0.805393514462235","0.857879494264008"
