"ple0053","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2014","no migration background","East Germany","4426","0.85786093503666","0.848329532539846","0.867392337533475"
"No","2014","direct migration background","West Germany","4115","0.85853890792912","0.848662559691547","0.868415256166694"
"No","2014","direct migration background","East Germany","293","0.855643264669889","0.818611455008381","0.892675074331398"
"No","2014","indirect migration background","West Germany","1478","0.87786860239921","0.862257514810847","0.893479689987573"
"No","2014","indirect migration background","East Germany","91","0.900159261724039","0.842263996516718","0.95805452693136"
"Yes","2015","no migration background","West Germany","1871","0.144177894131756","0.138420160973432","0.149935627290079"
"Yes","2015","no migration background","East Germany","706","0.1456701452151","0.135777467173136","0.155562823257064"
"Yes","2015","direct migration background","West Germany","543","0.128041990396625","0.117709115551355","0.138374865241894"
"Yes","2015","direct migration background","East Germany","40","0.155904961039841","0.114508546769798","0.197301375309884"
"Yes","2015","indirect migration background","West Germany","182","0.11033096949809","0.0946013375364245","0.126060601459755"
"Yes","2015","indirect migration background","East Germany","12","","",""
"No","2015","no migration background","West Germany","12427","0.855822105868244","0.850064372709921","0.861579839026568"
"No","2015","no migration background","East Germany","4179","0.8543298547849","0.844437176742936","0.864222532826864"
"No","2015","direct migration background","West Germany","3474","0.871958009603375","0.861625134758105","0.882290884448645"
"No","2015","direct migration background","East Germany","255","0.844095038960159","0.802698624690116","0.885491453230202"
"No","2015","indirect migration background","West Germany","1342","0.88966903050191","0.873939398540245","0.905398662463575"
"No","2015","indirect migration background","East Germany","91","0.924999481417122","0.874132922793261","0.975866040040983"
"Yes","2016","no migration background","West Germany","1750","0.140295079751512","0.134397254441235","0.14619290506179"
"Yes","2016","no migration background","East Germany","630","0.140349659440756","0.130308648495014","0.150390670386498"
"Yes","2016","direct migration background","West Germany","597","0.124111125012072","0.114419575404183","0.133802674619961"
"Yes","2016","direct migration background","East Germany","49","0.0728072903771999","0.0456261939586636","0.0999883867957362"
"Yes","2016","indirect migration background","West Germany","183","0.105261245944771","0.0894160184815603","0.121106473407982"
"Yes","2016","indirect migration background","East Germany","11","","",""
"No","2016","no migration background","West Germany","11570","0.859704920248488","0.853807094938211","0.865602745558765"
"No","2016","no migration background","East Germany","3967","0.859650340559244","0.849609329613502","0.869691351504986"
"No","2016","direct migration background","West Germany","3849","0.875888874987928","0.866197325380039","0.885580424595817"
"No","2016","direct migration background","East Germany","302","0.9271927096228","0.900011613204264","0.954373806041336"
"No","2016","indirect migration background","West Germany","1258","0.894738754055229","0.878893526592018","0.91058398151844"
"No","2016","indirect migration background","East Germany","96","0.941185750541523","0.896606254612697","0.985765246470349"
"Yes","2017","no migration background","West Germany","2055","0.142483508387345","0.13691233063915","0.14805468613554"
"Yes","2017","no migration background","East Germany","719","0.144752767479481","0.135149726063595","0.154355808895366"
"Yes","2017","direct migration background","West Germany","555","0.147056412688149","0.136372199309459","0.157740626066838"
"Yes","2017","direct migration background","East Germany","61","0.186618986754609","0.146649682591759","0.226588290917459"
"Yes","2017","indirect migration background","West Germany","191","0.116492573801592","0.100693751117045","0.132291396486139"
"Yes","2017","indirect migration background","East Germany","16","","",""
"No","2017","no migration background","West Germany","13067","0.857516491612655","0.85194531386446","0.86308766936085"
"No","2017","no migration background","East Germany","4438","0.855247232520519","0.845644191104634","0.864850273936405"
"No","2017","direct migration background","West Germany","3666","0.852943587311851","0.842259373933162","0.863627800690541"
"No","2017","direct migration background","East Germany","304","0.813381013245391","0.773411709082541","0.853350317408241"
"No","2017","indirect migration background","West Germany","1393","0.883507426198408","0.867708603513861","0.899306248882955"
"No","2017","indirect migration background","East Germany","90","0.85314012347993","0.785756102721117","0.920524144238742"
"Yes","2018","no migration background","West Germany","1932","0.142410155302392","0.136730572272175","0.148089738332609"
"Yes","2018","no migration background","East Germany","740","0.157903884295868","0.147834654594321","0.167973113997415"
"Yes","2018","direct migration background","West Germany","517","0.126898226200439","0.116636742787849","0.137159709613028"
"Yes","2018","direct migration background","East Germany","59","0.157986538365597","0.119500066292789","0.196473010438405"
"Yes","2018","indirect migration background","West Germany","188","0.119403757206168","0.103394639606911","0.135412874805424"
"Yes","2018","indirect migration background","East Germany","13","","",""
"No","2018","no migration background","West Germany","12612","0.857589844697608","0.851910261667391","0.863269427727825"
"No","2018","no migration background","East Germany","4298","0.842096115704132","0.832026886002585","0.852165345405679"
"No","2018","direct migration background","West Germany","3525","0.873101773799561","0.862840290386972","0.883363257212151"
"No","2018","direct migration background","East Germany","286","0.842013461634403","0.803526989561595","0.880499933707211"
"No","2018","indirect migration background","West Germany","1388","0.880596242793832","0.864587125194576","0.896605360393089"
"No","2018","indirect migration background","East Germany","109","0.898868739592133","0.84536809381903","0.952369385365236"
"Yes","2019","no migration background","West Germany","2033","0.145838751559518","0.140201829807343","0.151475673311694"
"Yes","2019","no migration background","East Germany","724","0.146654784193703","0.136993990392872","0.156315577994535"
"Yes","2019","direct migration background","West Germany","479","0.126718924824172","0.115785279571048","0.137652570077295"
"Yes","2019","direct migration background","East Germany","29","","",""
"Yes","2019","indirect migration background","West Germany","188","0.122821402879684","0.106538655705213","0.139104150054155"
"Yes","2019","indirect migration background","East Germany","17","","",""
"No","2019","no migration background","West Germany","13027","0.854161248440482","0.848524326688306","0.859798170192657"
"No","2019","no migration background","East Germany","4427","0.853345215806297","0.843684422005465","0.863006009607128"
"No","2019","direct migration background","West Germany","3077","0.873281075175828","0.862347429922705","0.884214720428952"
"No","2019","direct migration background","East Germany","262","0.9173658588856","0.885731965845881","0.948999751925319"
"No","2019","indirect migration background","West Germany","1373","0.877178597120316","0.860895849945845","0.893461344294787"
"No","2019","indirect migration background","East Germany","115","0.887524220226372","0.833625216391585","0.941423224061159"
