"plb0196_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1995","Single parent ","(2a) intermediate vocational","51","1","1","1"
"No","1995","Single parent ","(2c_gen) general maturity certificate","6","","",""
"No","1995","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"No","1995","Single parent ","(3a) lower tertiary education","12","","",""
"No","1995","Single parent ","(3b) higher tertiary education","16","","",""
"No","1995","Couple + C. LE 16 ","(0) in school","","","",""
"No","1995","Couple + C. LE 16 ","(1a) inadequately completed","45","1","1","1"
"No","1995","Couple + C. LE 16 ","(1b) general elementary school","132","1","1","1"
"No","1995","Couple + C. LE 16 ","(1c) basic vocational qualification","368","1","1","1"
"No","1995","Couple + C. LE 16 ","(2b) intermediate general qualification","17","","",""
"No","1995","Couple + C. LE 16 ","(2a) intermediate vocational","367","1","1","1"
"No","1995","Couple + C. LE 16 ","(2c_gen) general maturity certificate","29","","",""
"No","1995","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","67","1","1","1"
"No","1995","Couple + C. LE 16 ","(3a) lower tertiary education","105","1","1","1"
"No","1995","Couple + C. LE 16 ","(3b) higher tertiary education","103","1","1","1"
"No","1995","Couple + C. GT 16 ","(0) in school","2","","",""
"No","1995","Couple + C. GT 16 ","(1a) inadequately completed","57","1","1","1"
"No","1995","Couple + C. GT 16 ","(1b) general elementary school","163","1","1","1"
"No","1995","Couple + C. GT 16 ","(1c) basic vocational qualification","306","1","1","1"
"No","1995","Couple + C. GT 16 ","(2b) intermediate general qualification","70","1","1","1"
"No","1995","Couple + C. GT 16 ","(2a) intermediate vocational","174","1","1","1"
"No","1995","Couple + C. GT 16 ","(2c_gen) general maturity certificate","55","1","1","1"
"No","1995","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","28","","",""
"No","1995","Couple + C. GT 16 ","(3a) lower tertiary education","60","1","1","1"
"No","1995","Couple + C. GT 16 ","(3b) higher tertiary education","49","1","1","1"
"No","1995","Couple + C. LE and GT 16","(0) in school","2","","",""
"No","1995","Couple + C. LE and GT 16","(1a) inadequately completed","39","1","1","1"
"No","1995","Couple + C. LE and GT 16","(1b) general elementary school","91","1","1","1"
"No","1995","Couple + C. LE and GT 16","(1c) basic vocational qualification","125","1","1","1"
"No","1995","Couple + C. LE and GT 16","(2b) intermediate general qualification","48","1","1","1"
"No","1995","Couple + C. LE and GT 16","(2a) intermediate vocational","89","1","1","1"
"No","1995","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","23","","",""
"No","1995","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","21","","",""
"No","1995","Couple + C. LE and GT 16","(3a) lower tertiary education","28","","",""
"No","1995","Couple + C. LE and GT 16","(3b) higher tertiary education","26","","",""
"Yes","1996","1-pers.-HH","(0) in school","","","",""
"Yes","1996","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","1996","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","1996","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","1996","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","1996","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","1996","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","1996","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","1996","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","1996","(Married) couple without C. ","(0) in school","","","",""
"Yes","1996","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","1996","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","1996","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","1996","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","1996","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","1996","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","1996","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","1996","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","1996","Single parent ","(0) in school","","","",""
"Yes","1996","Single parent ","(1a) inadequately completed","","","",""
"Yes","1996","Single parent ","(1b) general elementary school","","","",""
"Yes","1996","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","1996","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","1996","Single parent ","(2a) intermediate vocational","","","",""
"Yes","1996","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Single parent ","(3a) lower tertiary education","","","",""
"Yes","1996","Single parent ","(3b) higher tertiary education","","","",""
"Yes","1996","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","1996","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","1996","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","1996","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","1996","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","1996","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","1996","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","1996","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","1996","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","1996","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","1996","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","1996","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","1996","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","1996","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","1996","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","1996","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","1996","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","1996","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","1996","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","1996","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","1996","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","1996","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","1996","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1996","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","1996","1-pers.-HH","(0) in school","","","",""
"No","1996","1-pers.-HH","(1a) inadequately completed","15","","",""
"No","1996","1-pers.-HH","(1b) general elementary school","47","1","1","1"
"No","1996","1-pers.-HH","(1c) basic vocational qualification","96","1","1","1"
"No","1996","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"No","1996","1-pers.-HH","(2a) intermediate vocational","71","1","1","1"
"No","1996","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"No","1996","1-pers.-HH","(2c_voc) vocational maturity certificate","36","1","1","1"
"No","1996","1-pers.-HH","(3a) lower tertiary education","29","","",""
"No","1996","1-pers.-HH","(3b) higher tertiary education","32","1","1","1"
"No","1996","(Married) couple without C. ","(0) in school","","","",""
"No","1996","(Married) couple without C. ","(1a) inadequately completed","28","","",""
"No","1996","(Married) couple without C. ","(1b) general elementary school","110","1","1","1"
"No","1996","(Married) couple without C. ","(1c) basic vocational qualification","369","1","1","1"
"No","1996","(Married) couple without C. ","(2b) intermediate general qualification","27","","",""
"No","1996","(Married) couple without C. ","(2a) intermediate vocational","213","1","1","1"
"No","1996","(Married) couple without C. ","(2c_gen) general maturity certificate","23","","",""
"No","1996","(Married) couple without C. ","(2c_voc) vocational maturity certificate","43","1","1","1"
"No","1996","(Married) couple without C. ","(3a) lower tertiary education","76","1","1","1"
"No","1996","(Married) couple without C. ","(3b) higher tertiary education","62","1","1","1"
"No","1996","Single parent ","(0) in school","1","","",""
"No","1996","Single parent ","(1a) inadequately completed","9","","",""
"No","1996","Single parent ","(1b) general elementary school","35","1","1","1"
"No","1996","Single parent ","(1c) basic vocational qualification","71","1","1","1"
"No","1996","Single parent ","(2b) intermediate general qualification","21","","",""
"No","1996","Single parent ","(2a) intermediate vocational","53","1","1","1"
"No","1996","Single parent ","(2c_gen) general maturity certificate","10","","",""
"No","1996","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"No","1996","Single parent ","(3a) lower tertiary education","10","","",""
"No","1996","Single parent ","(3b) higher tertiary education","15","","",""
"No","1996","Couple + C. LE 16 ","(0) in school","","","",""
"No","1996","Couple + C. LE 16 ","(1a) inadequately completed","39","1","1","1"
"No","1996","Couple + C. LE 16 ","(1b) general elementary school","130","1","1","1"
"No","1996","Couple + C. LE 16 ","(1c) basic vocational qualification","347","1","1","1"
"No","1996","Couple + C. LE 16 ","(2b) intermediate general qualification","18","","",""
"No","1996","Couple + C. LE 16 ","(2a) intermediate vocational","348","1","1","1"
"No","1996","Couple + C. LE 16 ","(2c_gen) general maturity certificate","25","","",""
"No","1996","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","69","1","1","1"
"No","1996","Couple + C. LE 16 ","(3a) lower tertiary education","89","1","1","1"
"No","1996","Couple + C. LE 16 ","(3b) higher tertiary education","102","1","1","1"
"No","1996","Couple + C. GT 16 ","(0) in school","1","","",""
"No","1996","Couple + C. GT 16 ","(1a) inadequately completed","48","1","1","1"
"No","1996","Couple + C. GT 16 ","(1b) general elementary school","160","1","1","1"
"No","1996","Couple + C. GT 16 ","(1c) basic vocational qualification","277","1","1","1"
"No","1996","Couple + C. GT 16 ","(2b) intermediate general qualification","48","1","1","1"
"No","1996","Couple + C. GT 16 ","(2a) intermediate vocational","160","1","1","1"
"No","1996","Couple + C. GT 16 ","(2c_gen) general maturity certificate","43","1","1","1"
"No","1996","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","27","","",""
"No","1996","Couple + C. GT 16 ","(3a) lower tertiary education","61","1","1","1"
"No","1996","Couple + C. GT 16 ","(3b) higher tertiary education","54","1","1","1"
"No","1996","Couple + C. LE and GT 16","(0) in school","1","","",""
"No","1996","Couple + C. LE and GT 16","(1a) inadequately completed","37","1","1","1"
"No","1996","Couple + C. LE and GT 16","(1b) general elementary school","95","1","1","1"
"No","1996","Couple + C. LE and GT 16","(1c) basic vocational qualification","116","1","1","1"
"No","1996","Couple + C. LE and GT 16","(2b) intermediate general qualification","56","1","1","1"
"No","1996","Couple + C. LE and GT 16","(2a) intermediate vocational","98","1","1","1"
"No","1996","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","21","","",""
"No","1996","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","20","","",""
"No","1996","Couple + C. LE and GT 16","(3a) lower tertiary education","32","1","1","1"
"No","1996","Couple + C. LE and GT 16","(3b) higher tertiary education","29","","",""
"Yes","1997","1-pers.-HH","(0) in school","","","",""
"Yes","1997","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","1997","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","1997","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","1997","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","1997","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","1997","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","1997","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","1997","(Married) couple without C. ","(0) in school","","","",""
"Yes","1997","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","1997","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","1997","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","1997","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","1997","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","1997","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","1997","Single parent ","(0) in school","","","",""
"Yes","1997","Single parent ","(1a) inadequately completed","","","",""
"Yes","1997","Single parent ","(1b) general elementary school","","","",""
"Yes","1997","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","1997","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","1997","Single parent ","(2a) intermediate vocational","","","",""
"Yes","1997","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Single parent ","(3a) lower tertiary education","","","",""
"Yes","1997","Single parent ","(3b) higher tertiary education","","","",""
"Yes","1997","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","1997","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","1997","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","1997","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","1997","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","1997","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","1997","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","1997","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","1997","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","1997","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","1997","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","1997","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","1997","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","1997","1-pers.-HH","(0) in school","","","",""
"No","1997","1-pers.-HH","(1a) inadequately completed","2","","",""
"No","1997","1-pers.-HH","(1b) general elementary school","7","","",""
"No","1997","1-pers.-HH","(1c) basic vocational qualification","34","1","1","1"
"No","1997","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"No","1997","1-pers.-HH","(2a) intermediate vocational","31","1","1","1"
"No","1997","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"No","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"No","1997","1-pers.-HH","(3a) lower tertiary education","13","","",""
"No","1997","1-pers.-HH","(3b) higher tertiary education","13","","",""
"No","1997","(Married) couple without C. ","(0) in school","","","",""
"No","1997","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"No","1997","(Married) couple without C. ","(1b) general elementary school","20","","",""
"No","1997","(Married) couple without C. ","(1c) basic vocational qualification","122","1","1","1"
"No","1997","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"No","1997","(Married) couple without C. ","(2a) intermediate vocational","87","1","1","1"
"No","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"No","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","26","","",""
"No","1997","(Married) couple without C. ","(3a) lower tertiary education","27","","",""
"No","1997","(Married) couple without C. ","(3b) higher tertiary education","19","","",""
"No","1997","Single parent ","(0) in school","","","",""
"No","1997","Single parent ","(1a) inadequately completed","2","","",""
"No","1997","Single parent ","(1b) general elementary school","7","","",""
"No","1997","Single parent ","(1c) basic vocational qualification","23","","",""
"No","1997","Single parent ","(2b) intermediate general qualification","5","","",""
"No","1997","Single parent ","(2a) intermediate vocational","8","","",""
"No","1997","Single parent ","(2c_gen) general maturity certificate","3","","",""
"No","1997","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"No","1997","Single parent ","(3a) lower tertiary education","2","","",""
"No","1997","Single parent ","(3b) higher tertiary education","6","","",""
"No","1997","Couple + C. LE 16 ","(0) in school","","","",""
"No","1997","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"No","1997","Couple + C. LE 16 ","(1b) general elementary school","46","1","1","1"
"No","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","111","1","1","1"
"No","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"No","1997","Couple + C. LE 16 ","(2a) intermediate vocational","140","1","1","1"
"No","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"No","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","24","","",""
"No","1997","Couple + C. LE 16 ","(3a) lower tertiary education","25","","",""
"No","1997","Couple + C. LE 16 ","(3b) higher tertiary education","25","","",""
"No","1997","Couple + C. GT 16 ","(0) in school","","","",""
"No","1997","Couple + C. GT 16 ","(1a) inadequately completed","9","","",""
"No","1997","Couple + C. GT 16 ","(1b) general elementary school","34","1","1","1"
"No","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","90","1","1","1"
"No","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","19","","",""
"No","1997","Couple + C. GT 16 ","(2a) intermediate vocational","69","1","1","1"
"No","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","8","","",""
"No","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"No","1997","Couple + C. GT 16 ","(3a) lower tertiary education","19","","",""
"No","1997","Couple + C. GT 16 ","(3b) higher tertiary education","13","","",""
"No","1997","Couple + C. LE and GT 16","(0) in school","1","","",""
"No","1997","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"No","1997","Couple + C. LE and GT 16","(1b) general elementary school","23","","",""
"No","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","37","1","1","1"
"No","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"No","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","36","1","1","1"
"No","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","6","","",""
"No","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"No","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","13","","",""
"No","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"Yes","1998","1-pers.-HH","(0) in school","","","",""
"Yes","1998","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","1998","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","1998","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","1998","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","1998","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","1998","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","1998","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","1998","(Married) couple without C. ","(0) in school","","","",""
"Yes","1998","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","1998","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","1998","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","1998","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","1998","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","1998","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","1998","Single parent ","(0) in school","","","",""
"Yes","1998","Single parent ","(1a) inadequately completed","","","",""
"Yes","1998","Single parent ","(1b) general elementary school","","","",""
"Yes","1998","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","1998","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","1998","Single parent ","(2a) intermediate vocational","","","",""
"Yes","1998","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Single parent ","(3a) lower tertiary education","","","",""
"Yes","1998","Single parent ","(3b) higher tertiary education","","","",""
"Yes","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","1998","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","1998","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","1998","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","1998","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","1998","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","1998","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","1998","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","1998","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","1998","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","1998","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","1998","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","1998","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","1998","1-pers.-HH","(0) in school","","","",""
"No","1998","1-pers.-HH","(1a) inadequately completed","3","","",""
"No","1998","1-pers.-HH","(1b) general elementary school","16","","",""
"No","1998","1-pers.-HH","(1c) basic vocational qualification","29","","",""
"No","1998","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"No","1998","1-pers.-HH","(2a) intermediate vocational","40","1","1","1"
"No","1998","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"No","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","12","","",""
"No","1998","1-pers.-HH","(3a) lower tertiary education","10","","",""
"No","1998","1-pers.-HH","(3b) higher tertiary education","14","","",""
"No","1998","(Married) couple without C. ","(0) in school","","","",""
"No","1998","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"No","1998","(Married) couple without C. ","(1b) general elementary school","29","","",""
"No","1998","(Married) couple without C. ","(1c) basic vocational qualification","124","1","1","1"
"No","1998","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"No","1998","(Married) couple without C. ","(2a) intermediate vocational","101","1","1","1"
"No","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"No","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","15","","",""
"No","1998","(Married) couple without C. ","(3a) lower tertiary education","31","1","1","1"
"No","1998","(Married) couple without C. ","(3b) higher tertiary education","26","","",""
"No","1998","Single parent ","(0) in school","","","",""
"No","1998","Single parent ","(1a) inadequately completed","3","","",""
"No","1998","Single parent ","(1b) general elementary school","15","","",""
"No","1998","Single parent ","(1c) basic vocational qualification","22","","",""
"No","1998","Single parent ","(2b) intermediate general qualification","6","","",""
"No","1998","Single parent ","(2a) intermediate vocational","18","","",""
"No","1998","Single parent ","(2c_gen) general maturity certificate","","","",""
"No","1998","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"No","1998","Single parent ","(3a) lower tertiary education","2","","",""
"No","1998","Single parent ","(3b) higher tertiary education","5","","",""
"No","1998","Couple + C. LE 16 ","(0) in school","","","",""
"No","1998","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"No","1998","Couple + C. LE 16 ","(1b) general elementary school","32","1","1","1"
"No","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","109","1","1","1"
"No","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"No","1998","Couple + C. LE 16 ","(2a) intermediate vocational","130","1","1","1"
"No","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"No","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","20","","",""
"No","1998","Couple + C. LE 16 ","(3a) lower tertiary education","27","","",""
"No","1998","Couple + C. LE 16 ","(3b) higher tertiary education","36","1","1","1"
"No","1998","Couple + C. GT 16 ","(0) in school","","","",""
"No","1998","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"No","1998","Couple + C. GT 16 ","(1b) general elementary school","49","1","1","1"
"No","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","83","1","1","1"
"No","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","23","","",""
"No","1998","Couple + C. GT 16 ","(2a) intermediate vocational","79","1","1","1"
"No","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"No","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","8","","",""
"No","1998","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"No","1998","Couple + C. GT 16 ","(3b) higher tertiary education","10","","",""
