"plb0196_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2013","Couple + C. LE 16 ","(1a) inadequately completed","21","","",""
"Yes","2013","Couple + C. LE 16 ","(1b) general elementary school","116","0.666564566357398","0.597307342919217","0.735821789795579"
"Yes","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","468","0.686404922368204","0.651035971765546","0.721773872970863"
"Yes","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","30","0.776856502407088","0.65093903896084","0.902773965853336"
"Yes","2013","Couple + C. LE 16 ","(2a) intermediate vocational","804","0.740623652481913","0.714663633519872","0.766583671443955"
"Yes","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","82","0.759100442184368","0.678074549253067","0.840126335115668"
"Yes","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","375","0.7758933747465","0.739631971662086","0.812154777830913"
"Yes","2013","Couple + C. LE 16 ","(3a) lower tertiary education","283","0.774992421888657","0.731735672723996","0.818249171053318"
"Yes","2013","Couple + C. LE 16 ","(3b) higher tertiary education","604","0.777274442066168","0.748424368629286","0.80612451550305"
"Yes","2013","Couple + C. GT 16 ","(0) in school","3","","",""
"Yes","2013","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Yes","2013","Couple + C. GT 16 ","(1b) general elementary school","44","0.734351322477888","0.630136542632538","0.838566102323239"
"Yes","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","196","0.646790640437672","0.592614200658864","0.70096708021648"
"Yes","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","34","0.686845602941594","0.561986855337985","0.811704350545204"
"Yes","2013","Couple + C. GT 16 ","(2a) intermediate vocational","262","0.722881928556987","0.677521369567626","0.768242487546349"
"Yes","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","43","0.790927241174742","0.690513116175466","0.891341366174018"
"Yes","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","82","0.697343459397589","0.618065651379104","0.776621267416073"
"Yes","2013","Couple + C. GT 16 ","(3a) lower tertiary education","98","0.8646989053481","0.80350043350557","0.925897377190629"
"Yes","2013","Couple + C. GT 16 ","(3b) higher tertiary education","124","0.688342351311618","0.61892130161634","0.757763401006897"
"Yes","2013","Couple + C. LE and GT 16","(0) in school","5","","",""
"Yes","2013","Couple + C. LE and GT 16","(1a) inadequately completed","14","","",""
"Yes","2013","Couple + C. LE and GT 16","(1b) general elementary school","57","0.649326810516913","0.54728188870238","0.751371732331446"
"Yes","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","140","0.731931103457118","0.670387932715807","0.793474274198428"
"Yes","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","34","0.8086672106118","0.696212207860575","0.921122213363024"
"Yes","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","163","0.664235854746391","0.602665424594414","0.725806284898367"
"Yes","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","31","0.681485010735483","0.5453609407562","0.817609080714766"
"Yes","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","86","0.730291173811053","0.650885218794164","0.809697128827942"
"Yes","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","49","0.637109992686234","0.521975512962649","0.752244472409818"
"Yes","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","96","0.827758007732087","0.757514236937314","0.898001778526861"
"No","2013","1-pers.-HH","(0) in school","","","",""
"No","2013","1-pers.-HH","(1a) inadequately completed","5","","",""
"No","2013","1-pers.-HH","(1b) general elementary school","15","","",""
"No","2013","1-pers.-HH","(1c) basic vocational qualification","53","0.363435881488308","0.290485959118634","0.436385803857982"
"No","2013","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"No","2013","1-pers.-HH","(2a) intermediate vocational","89","0.266568407572332","0.21726771767432","0.315869097470344"
"No","2013","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"No","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","37","0.259098927883017","0.1901233795734","0.328074476192634"
"No","2013","1-pers.-HH","(3a) lower tertiary education","30","0.239483355084022","0.165550898840342","0.313415811327703"
"No","2013","1-pers.-HH","(3b) higher tertiary education","40","0.200833646639807","0.148252204655863","0.253415088623751"
"No","2013","(Married) couple without C. ","(0) in school","","","",""
"No","2013","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"No","2013","(Married) couple without C. ","(1b) general elementary school","22","","",""
"No","2013","(Married) couple without C. ","(1c) basic vocational qualification","122","0.306020437178136","0.259501908291617","0.352538966064655"
"No","2013","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
"No","2013","(Married) couple without C. ","(2a) intermediate vocational","185","0.285026064140908","0.251318616159786","0.318733512122029"
"No","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","27","","",""
"No","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","68","0.252496103004045","0.202233935513403","0.302758270494687"
"No","2013","(Married) couple without C. ","(3a) lower tertiary education","57","0.251786006942632","0.197982969430733","0.305589044454531"
"No","2013","(Married) couple without C. ","(3b) higher tertiary education","122","0.216439109267261","0.180378465743405","0.252499752791117"
"No","2013","Single parent ","(0) in school","","","",""
"No","2013","Single parent ","(1a) inadequately completed","2","","",""
"No","2013","Single parent ","(1b) general elementary school","24","","",""
"No","2013","Single parent ","(1c) basic vocational qualification","55","0.339607745370409","0.26622771646691","0.412987774273908"
"No","2013","Single parent ","(2b) intermediate general qualification","15","","",""
"No","2013","Single parent ","(2a) intermediate vocational","116","0.361102147421657","0.313123447465297","0.409080847378017"
"No","2013","Single parent ","(2c_gen) general maturity certificate","13","","",""
"No","2013","Single parent ","(2c_voc) vocational maturity certificate","27","","",""
"No","2013","Single parent ","(3a) lower tertiary education","21","","",""
"No","2013","Single parent ","(3b) higher tertiary education","38","0.323236433249792","0.244630147623179","0.401842718876406"
"No","2013","Couple + C. LE 16 ","(0) in school","","","",""
"No","2013","Couple + C. LE 16 ","(1a) inadequately completed","23","","",""
"No","2013","Couple + C. LE 16 ","(1b) general elementary school","62","0.333435433642602","0.264178210204421","0.402692657080783"
"No","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","193","0.313595077631796","0.278226127029137","0.348964028234454"
"No","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","12","","",""
"No","2013","Couple + C. LE 16 ","(2a) intermediate vocational","291","0.259376347518087","0.233416328556045","0.285336366480128"
"No","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","25","","",""
"No","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","133","0.2241066252535","0.187845222169087","0.260368028337914"
"No","2013","Couple + C. LE 16 ","(3a) lower tertiary education","75","0.225007578111343","0.181750828946682","0.268264327276004"
"No","2013","Couple + C. LE 16 ","(3b) higher tertiary education","195","0.222725557933832","0.19387548449695","0.251575631370714"
"No","2013","Couple + C. GT 16 ","(0) in school","3","","",""
"No","2013","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"No","2013","Couple + C. GT 16 ","(1b) general elementary school","25","","",""
"No","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","103","0.353209359562328","0.29903291978352","0.407385799341136"
"No","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","19","","",""
"No","2013","Couple + C. GT 16 ","(2a) intermediate vocational","112","0.277118071443013","0.231757512453651","0.322478630432374"
"No","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","20","","",""
"No","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","47","0.302656540602411","0.223378732583927","0.381934348620896"
"No","2013","Couple + C. GT 16 ","(3a) lower tertiary education","22","","",""
"No","2013","Couple + C. GT 16 ","(3b) higher tertiary education","47","0.311657648688382","0.242236598993103","0.38107869838366"
"No","2013","Couple + C. LE and GT 16","(0) in school","1","","",""
"No","2013","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"No","2013","Couple + C. LE and GT 16","(1b) general elementary school","27","","",""
"No","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","59","0.268068896542882","0.206525725801572","0.329612067284193"
"No","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"No","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","63","0.335764145253609","0.274193715101633","0.397334575405586"
"No","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","14","","",""
"No","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","34","0.269708826188947","0.190302871172058","0.349114781205836"
"No","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","18","","",""
"No","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","15","","",""
"Yes","2014","1-pers.-HH","(0) in school","1","","",""
"Yes","2014","1-pers.-HH","(1a) inadequately completed","3","","",""
"Yes","2014","1-pers.-HH","(1b) general elementary school","25","","",""
"Yes","2014","1-pers.-HH","(1c) basic vocational qualification","106","0.60920047632478","0.535197875139041","0.683203077510518"
"Yes","2014","1-pers.-HH","(2b) intermediate general qualification","17","","",""
"Yes","2014","1-pers.-HH","(2a) intermediate vocational","206","0.713750799547507","0.661365368781003","0.766136230314012"
"Yes","2014","1-pers.-HH","(2c_gen) general maturity certificate","28","","",""
"Yes","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","104","0.731418002021706","0.657200030528024","0.805635973515389"
"Yes","2014","1-pers.-HH","(3a) lower tertiary education","99","0.796454154936946","0.725298888818261","0.86760942105563"
"Yes","2014","1-pers.-HH","(3b) higher tertiary education","158","0.802735690144078","0.748395015520951","0.857076364767205"
"Yes","2014","(Married) couple without C. ","(0) in school","2","","",""
"Yes","2014","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Yes","2014","(Married) couple without C. ","(1b) general elementary school","36","0.726717336297317","0.615789370825071","0.837645301769563"
"Yes","2014","(Married) couple without C. ","(1c) basic vocational qualification","237","0.639811211804071","0.591158919412392","0.688463504195751"
"Yes","2014","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"Yes","2014","(Married) couple without C. ","(2a) intermediate vocational","494","0.719766390369698","0.686519963698018","0.753012817041377"
"Yes","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","53","0.774414449825955","0.679184272309528","0.869644627342381"
"Yes","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","210","0.808444012275343","0.761591132899468","0.855296891651218"
"Yes","2014","(Married) couple without C. ","(3a) lower tertiary education","186","0.742452477080091","0.68758484765861","0.797320106501573"
"Yes","2014","(Married) couple without C. ","(3b) higher tertiary education","368","0.793649869072572","0.757559495747456","0.829740242397688"
"Yes","2014","Single parent ","(0) in school","3","","",""
"Yes","2014","Single parent ","(1a) inadequately completed","7","","",""
"Yes","2014","Single parent ","(1b) general elementary school","33","0.599274429251994","0.463443243977815","0.735105614526172"
"Yes","2014","Single parent ","(1c) basic vocational qualification","105","0.673014187081829","0.598191003603065","0.747837370560594"
"Yes","2014","Single parent ","(2b) intermediate general qualification","29","","",""
"Yes","2014","Single parent ","(2a) intermediate vocational","213","0.747266668453846","0.698090291359387","0.796443045548305"
"Yes","2014","Single parent ","(2c_gen) general maturity certificate","19","","",""
"Yes","2014","Single parent ","(2c_voc) vocational maturity certificate","75","0.729954141620219","0.648093448355785","0.811814834884653"
"Yes","2014","Single parent ","(3a) lower tertiary education","57","0.69431274642381","0.592722788714044","0.795902704133576"
"Yes","2014","Single parent ","(3b) higher tertiary education","88","0.737076144026316","0.659278452698602","0.814873835354029"
"Yes","2014","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2014","Couple + C. LE 16 ","(1a) inadequately completed","27","","",""
"Yes","2014","Couple + C. LE 16 ","(1b) general elementary school","86","0.750348266338927","0.677338670949668","0.823357861728186"
"Yes","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","393","0.699729560252235","0.661032755250385","0.738426365254084"
"Yes","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","38","0.844795248489294","0.74015532513959","0.949435171838998"
"Yes","2014","Couple + C. LE 16 ","(2a) intermediate vocational","678","0.760888436215383","0.733356077943239","0.788420794487527"
"Yes","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","81","0.802658410847347","0.725797740177268","0.879519081517427"
"Yes","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","367","0.762645749217988","0.724741722968762","0.800549775467215"
"Yes","2014","Couple + C. LE 16 ","(3a) lower tertiary education","251","0.825527800890262","0.784518807303027","0.866536794477497"
"Yes","2014","Couple + C. LE 16 ","(3b) higher tertiary education","529","0.776210301096538","0.745531758778132","0.806888843414944"
"Yes","2014","Couple + C. GT 16 ","(0) in school","4","","",""
"Yes","2014","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Yes","2014","Couple + C. GT 16 ","(1b) general elementary school","39","0.562974482286039","0.434206344146612","0.691742620425466"
"Yes","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","156","0.671528452259728","0.612719135158535","0.730337769360922"
"Yes","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","31","0.582118505523485","0.445410054890401","0.718826956156569"
"Yes","2014","Couple + C. GT 16 ","(2a) intermediate vocational","248","0.71275484077938","0.665619906373575","0.759889775185186"
"Yes","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","34","0.671485337785512","0.545039132027529","0.797931543543496"
"Yes","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","91","0.719778880008896","0.640410865281516","0.799146894736276"
"Yes","2014","Couple + C. GT 16 ","(3a) lower tertiary education","77","0.798473546902333","0.719053278546812","0.877893815257855"
"Yes","2014","Couple + C. GT 16 ","(3b) higher tertiary education","106","0.66474014300991","0.590421294393055","0.739058991626765"
"Yes","2014","Couple + C. LE and GT 16","(0) in school","2","","",""
"Yes","2014","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"Yes","2014","Couple + C. LE and GT 16","(1b) general elementary school","54","0.647195152054808","0.540464877095373","0.753925427014243"
"Yes","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","137","0.787479650273464","0.727716735713758","0.84724256483317"
"Yes","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","29","","",""
"Yes","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","159","0.785356902797506","0.73060323568197","0.840110569913042"
"Yes","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","29","","",""
"Yes","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","71","0.706470043755806","0.618096739041513","0.794843348470098"
"Yes","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","53","0.788153654836551","0.694418479568351","0.881888830104751"
"Yes","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","95","0.868733150342526","0.806192872248426","0.931273428436626"
"No","2014","1-pers.-HH","(0) in school","","","",""
"No","2014","1-pers.-HH","(1a) inadequately completed","3","","",""
"No","2014","1-pers.-HH","(1b) general elementary school","11","","",""
"No","2014","1-pers.-HH","(1c) basic vocational qualification","61","0.39079952367522","0.316796922489482","0.464802124860959"
"No","2014","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"No","2014","1-pers.-HH","(2a) intermediate vocational","80","0.286249200452493","0.233863769685988","0.338634631218997"
"No","2014","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"No","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","33","0.268581997978294","0.194364026484611","0.342799969471976"
"No","2014","1-pers.-HH","(3a) lower tertiary education","24","","",""
"No","2014","1-pers.-HH","(3b) higher tertiary education","48","0.197264309855922","0.142923635232795","0.251604984479048"
"No","2014","(Married) couple without C. ","(0) in school","1","","",""
"No","2014","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"No","2014","(Married) couple without C. ","(1b) general elementary school","26","","",""
"No","2014","(Married) couple without C. ","(1c) basic vocational qualification","137","0.360188788195929","0.311536495804249","0.408841080587608"
"No","2014","(Married) couple without C. ","(2b) intermediate general qualification","12","","",""
"No","2014","(Married) couple without C. ","(2a) intermediate vocational","207","0.280233609630302","0.246987182958623","0.313480036301982"
"No","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","21","","",""
"No","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","61","0.191555987724657","0.144703108348782","0.238408867100532"
"No","2014","(Married) couple without C. ","(3a) lower tertiary education","58","0.257547522919909","0.202679893498427","0.31241515234139"
"No","2014","(Married) couple without C. ","(3b) higher tertiary education","115","0.206350130927428","0.170259757602312","0.242440504252544"
"No","2014","Single parent ","(0) in school","","","",""
"No","2014","Single parent ","(1a) inadequately completed","4","","",""
"No","2014","Single parent ","(1b) general elementary school","17","","",""
"No","2014","Single parent ","(1c) basic vocational qualification","46","0.326985812918171","0.252162629439406","0.401808996396935"
"No","2014","Single parent ","(2b) intermediate general qualification","17","","",""
"No","2014","Single parent ","(2a) intermediate vocational","87","0.252733331546154","0.203556954451695","0.301909708640613"
"No","2014","Single parent ","(2c_gen) general maturity certificate","13","","",""
"No","2014","Single parent ","(2c_voc) vocational maturity certificate","38","0.270045858379781","0.188185165115347","0.351906551644215"
"No","2014","Single parent ","(3a) lower tertiary education","22","","",""
"No","2014","Single parent ","(3b) higher tertiary education","35","0.262923855973684","0.18512616464597","0.340721547301398"
"No","2014","Couple + C. LE 16 ","(0) in school","","","",""
"No","2014","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"No","2014","Couple + C. LE 16 ","(1b) general elementary school","49","0.249651733661073","0.176642138271814","0.322661329050331"
"No","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","146","0.300270439747765","0.261573634745916","0.338967244749615"
"No","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","8","","",""
"No","2014","Couple + C. LE 16 ","(2a) intermediate vocational","244","0.239111563784617","0.211579205512473","0.266643922056761"
"No","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","22","","",""
"No","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","117","0.237354250782012","0.199450224532785","0.275258277031238"
"No","2014","Couple + C. LE 16 ","(3a) lower tertiary education","78","0.174472199109738","0.133463205522503","0.215481192696973"
"No","2014","Couple + C. LE 16 ","(3b) higher tertiary education","180","0.223789698903462","0.193111156585056","0.254468241221867"
"No","2014","Couple + C. GT 16 ","(0) in school","","","",""
"No","2014","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"No","2014","Couple + C. GT 16 ","(1b) general elementary school","18","","",""
"No","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","89","0.328471547740272","0.269662230639078","0.387280864841465"
"No","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","19","","",""
"No","2014","Couple + C. GT 16 ","(2a) intermediate vocational","106","0.28724515922062","0.240110224814814","0.334380093626426"
"No","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","19","","",""
"No","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","32","0.280221119991104","0.200853105263725","0.359589134718484"
"No","2014","Couple + C. GT 16 ","(3a) lower tertiary education","21","","",""
"No","2014","Couple + C. GT 16 ","(3b) higher tertiary education","49","0.33525985699009","0.260941008373235","0.409578705606945"
"No","2014","Couple + C. LE and GT 16","(0) in school","1","","",""
"No","2014","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"No","2014","Couple + C. LE and GT 16","(1b) general elementary school","23","","",""
"No","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","43","0.212520349726536","0.15275743516683","0.272283264286242"
"No","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"No","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","57","0.214643097202494","0.159889430086959","0.26939676431803"
"No","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","14","","",""
"No","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","31","0.293529956244194","0.205156651529902","0.381903260958487"
"No","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","20","","",""
"No","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"Yes","2015","1-pers.-HH","(0) in school","","","",""
"Yes","2015","1-pers.-HH","(1a) inadequately completed","7","","",""
"Yes","2015","1-pers.-HH","(1b) general elementary school","29","","",""
"Yes","2015","1-pers.-HH","(1c) basic vocational qualification","125","0.718049247721035","0.651193736895224","0.784904758546847"
"Yes","2015","1-pers.-HH","(2b) intermediate general qualification","20","","",""
"Yes","2015","1-pers.-HH","(2a) intermediate vocational","196","0.713758005919443","0.660624574543913","0.766891437294974"
"Yes","2015","1-pers.-HH","(2c_gen) general maturity certificate","30","0.436878083823316","0.302066328480773","0.571689839165858"
"Yes","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","100","0.699547595492362","0.621633013217608","0.777462177767115"
"Yes","2015","1-pers.-HH","(3a) lower tertiary education","94","0.772538058695513","0.69753624240871","0.847539874982317"
"Yes","2015","1-pers.-HH","(3b) higher tertiary education","190","0.841483201088621","0.794282924343088","0.888683477834154"
"Yes","2015","(Married) couple without C. ","(0) in school","","","",""
"Yes","2015","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Yes","2015","(Married) couple without C. ","(1b) general elementary school","41","0.800597290611817","0.701935179996792","0.899259401226842"
"Yes","2015","(Married) couple without C. ","(1c) basic vocational qualification","241","0.686916139813796","0.637181719780006","0.736650559847586"
"Yes","2015","(Married) couple without C. ","(2b) intermediate general qualification","26","","",""
"Yes","2015","(Married) couple without C. ","(2a) intermediate vocational","475","0.73871995361645","0.704867590716372","0.772572316516529"
"Yes","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","52","0.847946947583026","0.762602445949416","0.933291449216637"
"Yes","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","205","0.729858349807395","0.676697029477286","0.783019670137504"
"Yes","2015","(Married) couple without C. ","(3a) lower tertiary education","170","0.835037714835876","0.785311364896046","0.884764064775705"
"Yes","2015","(Married) couple without C. ","(3b) higher tertiary education","427","0.846340762280387","0.815610078669527","0.877071445891247"
"Yes","2015","Single parent ","(0) in school","1","","",""
"Yes","2015","Single parent ","(1a) inadequately completed","6","","",""
"Yes","2015","Single parent ","(1b) general elementary school","33","0.77885386211813","0.657596112895493","0.900111611340766"
"Yes","2015","Single parent ","(1c) basic vocational qualification","91","0.659636832875254","0.577228722177706","0.742044943572801"
"Yes","2015","Single parent ","(2b) intermediate general qualification","28","","",""
"Yes","2015","Single parent ","(2a) intermediate vocational","219","0.823594841491121","0.778869008408076","0.868320674574167"
"Yes","2015","Single parent ","(2c_gen) general maturity certificate","26","","",""
"Yes","2015","Single parent ","(2c_voc) vocational maturity certificate","89","0.81546566253593","0.742973144933031","0.88795818013883"
"Yes","2015","Single parent ","(3a) lower tertiary education","55","0.820527507800819","0.73126595532196","0.909789060279679"
"Yes","2015","Single parent ","(3b) higher tertiary education","87","0.800226527576017","0.726178335234416","0.874274719917618"
"Yes","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2015","Couple + C. LE 16 ","(1a) inadequately completed","26","","",""
"Yes","2015","Couple + C. LE 16 ","(1b) general elementary school","99","0.670223687719146","0.593702147122848","0.746745228315444"
"Yes","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","345","0.740518449497028","0.700416735805781","0.780620163188276"
"Yes","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","22","","",""
"Yes","2015","Couple + C. LE 16 ","(2a) intermediate vocational","642","0.77638876797445","0.748245244131377","0.804532291817522"
"Yes","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","77","0.84870860458074","0.776269915695523","0.921147293465957"
"Yes","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","360","0.837483260435081","0.80320607108817","0.871760449781993"
"Yes","2015","Couple + C. LE 16 ","(3a) lower tertiary education","250","0.787192138842152","0.741106991069098","0.833277286615207"
"Yes","2015","Couple + C. LE 16 ","(3b) higher tertiary education","602","0.836039305740813","0.809126182021234","0.862952429460391"
"Yes","2015","Couple + C. GT 16 ","(0) in school","3","","",""
"Yes","2015","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Yes","2015","Couple + C. GT 16 ","(1b) general elementary school","32","0.676280513092399","0.541067953661044","0.811493072523754"
"Yes","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","152","0.732346795367044","0.673440346737903","0.791253243996185"
"Yes","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"Yes","2015","Couple + C. GT 16 ","(2a) intermediate vocational","274","0.782524736467281","0.739732207498607","0.825317265435954"
"Yes","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","25","","",""
"Yes","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","94","0.851358592069965","0.788745750301492","0.913971433838438"
"Yes","2015","Couple + C. GT 16 ","(3a) lower tertiary education","74","0.796124951637734","0.714244680326295","0.878005222949173"
"Yes","2015","Couple + C. GT 16 ","(3b) higher tertiary education","108","0.733265726088583","0.660007874511588","0.806523577665577"
"Yes","2015","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2015","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"Yes","2015","Couple + C. LE and GT 16","(1b) general elementary school","49","0.825740699051504","0.732805992260051","0.918675405842957"
"Yes","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","133","0.676538147174362","0.60683013164873","0.746246162699993"
"Yes","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","30","0.879945591159363","0.776604448491887","0.983286733826839"
"Yes","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","159","0.787493518597957","0.731494457598138","0.843492579597777"
"Yes","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","38","0.811021848897192","0.705623882565445","0.916419815228938"
"Yes","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","81","0.769256791609279","0.692255270581226","0.846258312637333"
"Yes","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","55","0.907458599970364","0.837009920662944","0.977907279277784"
"Yes","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","95","0.782887554156559","0.707536171592228","0.85823893672089"
"No","2015","1-pers.-HH","(0) in school","","","",""
"No","2015","1-pers.-HH","(1a) inadequately completed","1","","",""
"No","2015","1-pers.-HH","(1b) general elementary school","7","","",""
"No","2015","1-pers.-HH","(1c) basic vocational qualification","49","0.281950752278965","0.215095241453153","0.348806263104776"
"No","2015","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"No","2015","1-pers.-HH","(2a) intermediate vocational","82","0.286241994080557","0.233108562705026","0.339375425456087"
"No","2015","1-pers.-HH","(2c_gen) general maturity certificate","22","","",""
"No","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","33","0.300452404507638","0.222537822232885","0.378366986782392"
"No","2015","1-pers.-HH","(3a) lower tertiary education","26","","",""
"No","2015","1-pers.-HH","(3b) higher tertiary education","40","0.158516798911379","0.111316522165846","0.205717075656912"
"No","2015","(Married) couple without C. ","(0) in school","","","",""
"No","2015","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"No","2015","(Married) couple without C. ","(1b) general elementary school","22","","",""
"No","2015","(Married) couple without C. ","(1c) basic vocational qualification","93","0.313083860186204","0.263349440152414","0.362818280219994"
"No","2015","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"No","2015","(Married) couple without C. ","(2a) intermediate vocational","172","0.26128004638355","0.227427683483471","0.295132409283628"
"No","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","16","","",""
"No","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","63","0.270141650192605","0.216980329862496","0.323302970522713"
"No","2015","(Married) couple without C. ","(3a) lower tertiary education","44","0.164962285164124","0.115235935224295","0.214688635103954"
