"plb0196_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2017","1-pers.-HH","indirect migration background","57","0.687516089428008","0.581189489968859","0.793842688887158"
"Yes","2017","(Married) couple without C. ","no migration background","1524","0.746817881287538","0.727948534065836","0.765687228509241"
"Yes","2017","(Married) couple without C. ","direct migration background","206","0.778152187466231","0.730577698972819","0.825726675959643"
"Yes","2017","(Married) couple without C. ","indirect migration background","89","0.774341163808885","0.697941487900797","0.850740839716972"
"Yes","2017","Single parent ","no migration background","482","0.695413650110693","0.660248541106276","0.730578759115111"
"Yes","2017","Single parent ","direct migration background","58","0.707526893020504","0.614063436093496","0.800990349947512"
"Yes","2017","Single parent ","indirect migration background","42","0.768811041840108","0.663013269463273","0.874608814216942"
"Yes","2017","Couple + C. LE 16 ","no migration background","1679","0.795883316918367","0.778705939540513","0.813060694296221"
"Yes","2017","Couple + C. LE 16 ","direct migration background","442","0.780951834118006","0.747349570560117","0.814554097675895"
"Yes","2017","Couple + C. LE 16 ","indirect migration background","171","0.768328185353075","0.712704221139794","0.823952149566355"
"Yes","2017","Couple + C. GT 16 ","no migration background","780","0.76297860119652","0.737170509441719","0.788786692951321"
"Yes","2017","Couple + C. GT 16 ","direct migration background","116","0.73439375589099","0.665087981583023","0.803699530198957"
"Yes","2017","Couple + C. GT 16 ","indirect migration background","42","0.808776306606387","0.704843702899563","0.912708910313212"
"Yes","2017","Couple + C. LE and GT 16","no migration background","532","0.777904094314628","0.747134456311677","0.808673732317578"
"Yes","2017","Couple + C. LE and GT 16","direct migration background","111","0.766615907667444","0.698698751055681","0.834533064279207"
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","35","0.597089828423946","0.463777482342158","0.730402174505733"
"No","2017","1-pers.-HH","no migration background","229","0.234778055642403","0.208049100229632","0.261507011055174"
"No","2017","1-pers.-HH","direct migration background","43","0.23974145517392","0.178387319486216","0.301095590861624"
"No","2017","1-pers.-HH","indirect migration background","16","","",""
"No","2017","(Married) couple without C. ","no migration background","516","0.253182118712462","0.234312771490759","0.272051465934164"
"No","2017","(Married) couple without C. ","direct migration background","87","0.221847812533769","0.174273324040357","0.269422301027181"
"No","2017","(Married) couple without C. ","indirect migration background","26","","",""
"No","2017","Single parent ","no migration background","176","0.304586349889307","0.26942124088489","0.339751458893724"
"No","2017","Single parent ","direct migration background","33","0.292473106979496","0.199009650052488","0.385936563906504"
"No","2017","Single parent ","indirect migration background","19","","",""
"No","2017","Couple + C. LE 16 ","no migration background","436","0.204116683081633","0.186939305703779","0.221294060459487"
"No","2017","Couple + C. LE 16 ","direct migration background","140","0.219048165881994","0.185445902324105","0.252650429439883"
"No","2017","Couple + C. LE 16 ","indirect migration background","50","0.231671814646926","0.176047850433645","0.287295778860206"
"No","2017","Couple + C. GT 16 ","no migration background","263","0.23702139880348","0.211213307048679","0.262829490558281"
"No","2017","Couple + C. GT 16 ","direct migration background","40","0.26560624410901","0.196300469801043","0.334912018416977"
"No","2017","Couple + C. GT 16 ","indirect migration background","13","","",""
"No","2017","Couple + C. LE and GT 16","no migration background","169","0.222095905685372","0.191326267682422","0.252865543688323"
"No","2017","Couple + C. LE and GT 16","direct migration background","38","0.233384092332556","0.165466935720792","0.301301248944319"
"No","2017","Couple + C. LE and GT 16","indirect migration background","17","","",""
"Yes","2018","1-pers.-HH","no migration background","750","0.723278017933368","0.696062044196757","0.750493991669979"
"Yes","2018","1-pers.-HH","direct migration background","204","0.776870995403861","0.728702884924679","0.825039105883043"
"Yes","2018","1-pers.-HH","indirect migration background","75","0.804241899515291","0.725684287754578","0.882799511276004"
"Yes","2018","(Married) couple without C. ","no migration background","1520","0.737983925627558","0.719113645036378","0.756854206218739"
"Yes","2018","(Married) couple without C. ","direct migration background","226","0.776668836167624","0.730676505462496","0.822661166872753"
"Yes","2018","(Married) couple without C. ","indirect migration background","85","0.827800635414028","0.755584857895058","0.900016412932998"
"Yes","2018","Single parent ","no migration background","486","0.767212032267995","0.735188222354059","0.799235842181931"
"Yes","2018","Single parent ","direct migration background","77","0.696969423732875","0.61029593017412","0.78364291729163"
"Yes","2018","Single parent ","indirect migration background","60","0.81264735130024","0.728192977607538","0.897101724992942"
"Yes","2018","Couple + C. LE 16 ","no migration background","1614","0.782683031949855","0.765069003820578","0.800297060079132"
"Yes","2018","Couple + C. LE 16 ","direct migration background","470","0.68071078592228","0.645436334300604","0.715985237543957"
"Yes","2018","Couple + C. LE 16 ","indirect migration background","157","0.769937475621225","0.712603297925482","0.827271653316969"
"Yes","2018","Couple + C. GT 16 ","no migration background","755","0.762581979255695","0.736796075467847","0.788367883043543"
"Yes","2018","Couple + C. GT 16 ","direct migration background","114","0.730605939924126","0.662077513387649","0.799134366460603"
"Yes","2018","Couple + C. GT 16 ","indirect migration background","61","0.88215060092056","0.810596283531374","0.953704918309746"
"Yes","2018","Couple + C. LE and GT 16","no migration background","520","0.735297245088334","0.702684967629714","0.767909522546954"
"Yes","2018","Couple + C. LE and GT 16","direct migration background","111","0.690541091551808","0.618912838733158","0.762169344370458"
"Yes","2018","Couple + C. LE and GT 16","indirect migration background","49","0.537888805157652","0.41850918649601","0.657268423819294"
"No","2018","1-pers.-HH","no migration background","288","0.276721982066632","0.249506008330021","0.303937955803243"
"No","2018","1-pers.-HH","direct migration background","83","0.223129004596139","0.174960894116957","0.271297115075321"
"No","2018","1-pers.-HH","indirect migration background","23","","",""
"No","2018","(Married) couple without C. ","no migration background","566","0.262016074372442","0.243145793781261","0.280886354963622"
"No","2018","(Married) couple without C. ","direct migration background","89","0.223331163832376","0.177338833127247","0.269323494537504"
"No","2018","(Married) couple without C. ","indirect migration background","20","","",""
"No","2018","Single parent ","no migration background","183","0.232787967732005","0.200764157818069","0.26481177764594"
"No","2018","Single parent ","direct migration background","31","0.303030576267125","0.21635708270837","0.38970406982588"
"No","2018","Single parent ","indirect migration background","22","","",""
"No","2018","Couple + C. LE 16 ","no migration background","492","0.217316968050145","0.199702939920868","0.234930996179422"
"No","2018","Couple + C. LE 16 ","direct migration background","201","0.31928921407772","0.284014762456043","0.354563665699396"
"No","2018","Couple + C. LE 16 ","indirect migration background","50","0.230062524378775","0.172728346683031","0.287396702074518"
"No","2018","Couple + C. GT 16 ","no migration background","291","0.237418020744305","0.211632116956457","0.263203924532153"
"No","2018","Couple + C. GT 16 ","direct migration background","47","0.269394060075874","0.200865633539398","0.337922486612351"
"No","2018","Couple + C. GT 16 ","indirect migration background","17","","",""
"No","2018","Couple + C. LE and GT 16","no migration background","183","0.264702754911666","0.232090477453045","0.297315032370286"
"No","2018","Couple + C. LE and GT 16","direct migration background","49","0.309458908448192","0.237830655629542","0.381087161266842"
"No","2018","Couple + C. LE and GT 16","indirect migration background","18","","",""
"Yes","2019","1-pers.-HH","no migration background","760","0.738038774358026","0.711094383455906","0.764983165260147"
"Yes","2019","1-pers.-HH","direct migration background","175","0.721218232723869","0.665856031088926","0.776580434358813"
"Yes","2019","1-pers.-HH","indirect migration background","70","0.697462195065814","0.606515857396945","0.788408532734683"
"Yes","2019","(Married) couple without C. ","no migration background","1531","0.784694794500703","0.766626483726537","0.80276310527487"
"Yes","2019","(Married) couple without C. ","direct migration background","227","0.845033886452834","0.80241877392463","0.887648998981037"
"Yes","2019","(Married) couple without C. ","indirect migration background","98","0.770214418300216","0.694308734526804","0.846120102073628"
"Yes","2019","Single parent ","no migration background","467","0.774871498060315","0.742179278675045","0.807563717445586"
"Yes","2019","Single parent ","direct migration background","68","0.82910111602441","0.749078638833304","0.909123593215517"
"Yes","2019","Single parent ","indirect migration background","37","0.767882240256997","0.656306894050688","0.879457586463307"
"Yes","2019","Couple + C. LE 16 ","no migration background","1444","0.804109713654605","0.785915885009774","0.822303542299436"
"Yes","2019","Couple + C. LE 16 ","direct migration background","384","0.694191321356798","0.655544279035571","0.732838363678024"
"Yes","2019","Couple + C. LE 16 ","indirect migration background","141","0.77168449957649","0.711362017117276","0.832006982035704"
"Yes","2019","Couple + C. GT 16 ","no migration background","689","0.738118411565741","0.709952379516853","0.766284443614629"
"Yes","2019","Couple + C. GT 16 ","direct migration background","95","0.772875588152482","0.701670836937203","0.844080339367761"
"Yes","2019","Couple + C. GT 16 ","indirect migration background","47","0.66531305559747","0.549704356912729","0.780921754282212"
"Yes","2019","Couple + C. LE and GT 16","no migration background","499","0.770079388452989","0.737454099661947","0.802704677244032"
"Yes","2019","Couple + C. LE and GT 16","direct migration background","106","0.758260247454924","0.688573969211448","0.827946525698401"
"Yes","2019","Couple + C. LE and GT 16","indirect migration background","49","0.869893726680098","0.789338651404709","0.950448801955487"
"No","2019","1-pers.-HH","no migration background","263","0.261961225641974","0.235016834739853","0.288905616544094"
"No","2019","1-pers.-HH","direct migration background","77","0.278781767276131","0.223419565641187","0.334143968911074"
"No","2019","1-pers.-HH","indirect migration background","28","","",""
"No","2019","(Married) couple without C. ","no migration background","457","0.215305205499297","0.19723689472513","0.233373516273463"
"No","2019","(Married) couple without C. ","direct migration background","50","0.154966113547166","0.112351001018963","0.19758122607537"
"No","2019","(Married) couple without C. ","indirect migration background","20","","",""
"No","2019","Single parent ","no migration background","160","0.225128501939685","0.192436282554415","0.257820721324955"
"No","2019","Single parent ","direct migration background","17","","",""
"No","2019","Single parent ","indirect migration background","18","","",""
"No","2019","Couple + C. LE 16 ","no migration background","384","0.195890286345395","0.177696457700564","0.214084114990226"
"No","2019","Couple + C. LE 16 ","direct migration background","162","0.305808678643202","0.267161636321976","0.344455720964429"
"No","2019","Couple + C. LE 16 ","indirect migration background","45","0.22831550042351","0.167993017964296","0.288637982882724"
"No","2019","Couple + C. GT 16 ","no migration background","247","0.261881588434259","0.233715556385371","0.290047620483147"
"No","2019","Couple + C. GT 16 ","direct migration background","38","0.227124411847518","0.155919660632239","0.298329163062797"
"No","2019","Couple + C. GT 16 ","indirect migration background","17","","",""
"No","2019","Couple + C. LE and GT 16","no migration background","140","0.229920611547011","0.197295322755968","0.262545900338054"
"No","2019","Couple + C. LE and GT 16","direct migration background","39","0.241739752545076","0.172053474301599","0.311426030788553"
"No","2019","Couple + C. LE and GT 16","indirect migration background","18","","",""
