"plb0196_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2018","vocational + Abi","West Germany","678","0.784974680184913","0.758252136717513","0.811697223652313"
"Yes","2018","vocational + Abi","East Germany","121","0.756860434435913","0.691405583455732","0.822315285416094"
"Yes","2018","higher vocational","West Germany","400","0.763324100663562","0.726471414703736","0.800176786623388"
"Yes","2018","higher vocational","East Germany","114","0.735241746411988","0.664635634890676","0.8058478579333"
"Yes","2018","higher education","West Germany","1869","0.783521799853154","0.767079135327807","0.799964464378501"
"Yes","2018","higher education","East Germany","400","0.72278453364","0.686260953791093","0.759308113488906"
"No","2018","in school","West Germany","3","","",""
"No","2018","in school","East Germany","","","",""
"No","2018","inadequately","West Germany","45","0.491582972066744","0.404291608478137","0.578874335655351"
"No","2018","inadequately","East Germany","5","","",""
"No","2018","general elemantary","West Germany","173","0.260607646318134","0.224728242079652","0.296487050556615"
"No","2018","general elemantary","East Germany","34","0.308963365562971","0.215053623832683","0.402873107293258"
"No","2018","middle vocational","West Germany","936","0.257986486494699","0.24332935352614","0.272643619463258"
"No","2018","middle vocational","East Germany","321","0.299814334621797","0.271846968826514","0.327781700417079"
"No","2018","vocational + Abi","West Germany","230","0.215025319815087","0.188302776347687","0.241747863282487"
"No","2018","vocational + Abi","East Germany","44","0.243139565564087","0.177684714583906","0.308594416544268"
"No","2018","higher vocational","West Germany","111","0.236675899336438","0.199823213376613","0.273528585296264"
"No","2018","higher vocational","East Germany","36","0.264758253588012","0.1941521420667","0.335364365109324"
"No","2018","higher education","West Germany","541","0.216478200146846","0.200035535621499","0.232920864672193"
"No","2018","higher education","East Germany","177","0.27721546636","0.240691886511094","0.313739046208907"
"Yes","2019","in school","West Germany","7","","",""
"Yes","2019","in school","East Germany","1","","",""
"Yes","2019","inadequately","West Germany","88","0.748211947132342","0.674995089482525","0.821428804782159"
"Yes","2019","inadequately","East Germany","13","","",""
"Yes","2019","general elemantary","West Germany","363","0.734306086276016","0.695933721277655","0.772678451274378"
"Yes","2019","general elemantary","East Germany","45","0.587451786236743","0.472127031174884","0.702776541298602"
"Yes","2019","middle vocational","West Germany","2186","0.745348752105341","0.729651332150693","0.761046172059988"
"Yes","2019","middle vocational","East Germany","660","0.720101156351578","0.690915903805769","0.749286408897386"
"Yes","2019","vocational + Abi","West Germany","646","0.78250347261173","0.754605172077264","0.810401773146195"
"Yes","2019","vocational + Abi","East Germany","121","0.767701675674803","0.700786956694365","0.834616394655241"
"Yes","2019","higher vocational","West Germany","382","0.803912407483182","0.768244795152557","0.839580019813807"
"Yes","2019","higher vocational","East Germany","106","0.768911043326506","0.698066520091858","0.839755566561154"
"Yes","2019","higher education","West Germany","1803","0.813704362213168","0.797719437563104","0.829689286863231"
"Yes","2019","higher education","East Germany","454","0.754653961272962","0.719785433473779","0.789522489072145"
"No","2019","in school","West Germany","1","","",""
"No","2019","in school","East Germany","","","",""
"No","2019","inadequately","West Germany","47","0.251788052867658","0.178571195217841","0.325004910517475"
"No","2019","inadequately","East Germany","4","","",""
"No","2019","general elemantary","West Germany","146","0.265693913723984","0.227321548725622","0.304066278722345"
"No","2019","general elemantary","East Germany","25","","",""
"No","2019","middle vocational","West Germany","773","0.254651247894659","0.238953827940012","0.270348667849307"
"No","2019","middle vocational","East Germany","249","0.279898843648422","0.250713591102614","0.309084096194231"
"No","2019","vocational + Abi","West Germany","194","0.21749652738827","0.189598226853805","0.245394827922736"
"No","2019","vocational + Abi","East Germany","32","0.232298324325197","0.165383605344759","0.299213043305635"
"No","2019","higher vocational","West Germany","94","0.196087592516818","0.160419980186193","0.231755204847443"
"No","2019","higher vocational","East Germany","30","0.231088956673494","0.160244433438846","0.301933479908142"
"No","2019","higher education","West Germany","476","0.186295637786832","0.170310713136769","0.202280562436896"
"No","2019","higher education","East Germany","131","0.245346038727038","0.210477510927855","0.280214566526221"
