"plb0196_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"No","2012","66 and older","Not Working","","","",""
"Yes","2013","16-34 y.","Full Time","1137","0.750065849354131","0.728044325854143","0.77208737285412"
"Yes","2013","16-34 y.","Part Time","427","0.638130287250012","0.600546627658487","0.675713946841538"
"Yes","2013","16-34 y.","Not Working","529","0.717707403766172","0.685450643298188","0.749964164234156"
"Yes","2013","35-65 y.","Full Time","3739","0.759338575193705","0.747389921885981","0.771287228501429"
"Yes","2013","35-65 y.","Part Time","1406","0.650321000264797","0.629978579211473","0.670663421318121"
"Yes","2013","35-65 y.","Not Working","729","0.672081617900003","0.644186542912814","0.699976692887191"
"Yes","2013","66 and older","Full Time","3","","",""
"Yes","2013","66 and older","Part Time","11","","",""
"Yes","2013","66 and older","Not Working","2","","",""
"No","2013","16-34 y.","Full Time","348","0.249934150645869","0.22791262714588","0.271955674145857"
"No","2013","16-34 y.","Part Time","201","0.361869712749988","0.324286053158462","0.399453372341513"
"No","2013","16-34 y.","Not Working","219","0.282292596233828","0.250035835765844","0.314549356701812"
"No","2013","35-65 y.","Full Time","1178","0.240661424806295","0.228712771498571","0.252610078114019"
"No","2013","35-65 y.","Part Time","705","0.349678999735203","0.329336578681879","0.370021420788527"
"No","2013","35-65 y.","Not Working","359","0.327918382099997","0.300023307112809","0.355813457087186"
"No","2013","66 and older","Full Time","1","","",""
"No","2013","66 and older","Part Time","13","","",""
"No","2013","66 and older","Not Working","1","","",""
"Yes","2014","16-34 y.","Full Time","1287","0.766996997513244","0.746836053812341","0.787157941214147"
"Yes","2014","16-34 y.","Part Time","467","0.69515217806748","0.660778977497579","0.729525378637381"
"Yes","2014","16-34 y.","Not Working","68","0.504619455874574","0.409439252860615","0.599799658888533"
"Yes","2014","35-65 y.","Full Time","3876","0.752550020733996","0.740744806962399","0.764355234505593"
"Yes","2014","35-65 y.","Part Time","1395","0.656335450686224","0.636467131544561","0.676203769827888"
"Yes","2014","35-65 y.","Not Working","77","0.526450851748345","0.439613278786687","0.613288424710003"
"Yes","2014","66 and older","Full Time","7","","",""
"Yes","2014","66 and older","Part Time","12","","",""
"Yes","2014","66 and older","Not Working","1","","",""
"No","2014","16-34 y.","Full Time","402","0.233003002486756","0.212842058785853","0.253163946187659"
"No","2014","16-34 y.","Part Time","222","0.30484782193252","0.270474621362619","0.339221022502421"
"No","2014","16-34 y.","Not Working","38","0.495380544125426","0.400200341111467","0.590560747139385"
"No","2014","35-65 y.","Full Time","1257","0.247449979266004","0.235644765494407","0.259255193037601"
"No","2014","35-65 y.","Part Time","800","0.343664549313776","0.323796230172112","0.363532868455439"
"No","2014","35-65 y.","Not Working","50","0.473549148251655","0.386711575289997","0.560386721213313"
"No","2014","66 and older","Full Time","4","","",""
"No","2014","66 and older","Part Time","20","","",""
"No","2014","66 and older","Not Working","","","",""
"Yes","2015","16-34 y.","Full Time","1155","0.790679729409874","0.769925297111445","0.811434161708302"
"Yes","2015","16-34 y.","Part Time","419","0.685683527434187","0.648349890676165","0.72301716419221"
"Yes","2015","16-34 y.","Not Working","250","0.672494334092955","0.624480235202446","0.720508432983464"
"Yes","2015","35-65 y.","Full Time","3801","0.793322363661362","0.781818020433229","0.804826706889495"
"Yes","2015","35-65 y.","Part Time","1435","0.693665495623716","0.673538285971896","0.713792705275536"
"Yes","2015","35-65 y.","Not Working","193","0.747939517211345","0.69595592158148","0.799923112841209"
"Yes","2015","66 and older","Full Time","13","","",""
"Yes","2015","66 and older","Part Time","13","","",""
"Yes","2015","66 and older","Not Working","","","",""
"No","2015","16-34 y.","Full Time","321","0.209320270590127","0.188565838291698","0.230074702888555"
"No","2015","16-34 y.","Part Time","175","0.314316472565813","0.27698283580779","0.351650109323835"
"No","2015","16-34 y.","Not Working","117","0.327505665907045","0.279491567016536","0.375519764797554"
"No","2015","35-65 y.","Full Time","958","0.206677636338638","0.195173293110505","0.218181979566771"
"No","2015","35-65 y.","Part Time","580","0.306334504376284","0.286207294724464","0.326461714028104"
"No","2015","35-65 y.","Not Working","75","0.252060482788655","0.200076887158791","0.30404407841852"
"No","2015","66 and older","Full Time","2","","",""
"No","2015","66 and older","Part Time","19","","",""
"No","2015","66 and older","Not Working","1","","",""
"Yes","2016","16-34 y.","Full Time","1104","0.788796223184449","0.767446227654186","0.810146218714712"
"Yes","2016","16-34 y.","Part Time","472","0.690718477838006","0.65534940336241","0.726087552313601"
"Yes","2016","16-34 y.","Not Working","59","0.845333170942545","0.763499882073628","0.927166459811462"
"Yes","2016","35-65 y.","Full Time","3734","0.794596182105172","0.783086658932712","0.806105705277633"
"Yes","2016","35-65 y.","Part Time","1454","0.685464296714311","0.665461518820944","0.705467074607677"
"Yes","2016","35-65 y.","Not Working","38","0.416071667221379","0.2980465242179","0.534096810224858"
"Yes","2016","66 and older","Full Time","15","","",""
"Yes","2016","66 and older","Part Time","20","","",""
"Yes","2016","66 and older","Not Working","","","",""
"No","2016","16-34 y.","Full Time","300","0.211203776815551","0.189853781285288","0.232553772345814"
"No","2016","16-34 y.","Part Time","184","0.309281522161994","0.273912447686399","0.34465059663759"
"No","2016","16-34 y.","Not Working","16","","",""
"No","2016","35-65 y.","Full Time","999","0.205403817894827","0.193894294722367","0.216913341067288"
"No","2016","35-65 y.","Part Time","616","0.314535703285689","0.294532925392323","0.334538481179055"
"No","2016","35-65 y.","Not Working","29","","",""
"No","2016","66 and older","Full Time","2","","",""
"No","2016","66 and older","Part Time","9","","",""
"No","2016","66 and older","Not Working","1","","",""
"Yes","2017","16-34 y.","Full Time","1272","0.810044104502817","0.790799350292263","0.829288858713371"
"Yes","2017","16-34 y.","Part Time","487","0.725449026777668","0.691349363603854","0.759548689951482"
"Yes","2017","16-34 y.","Not Working","89","0.704881141384118","0.627657172381549","0.782105110386686"
"Yes","2017","35-65 y.","Full Time","3979","0.776866923730553","0.765442530165857","0.788291317295248"
"Yes","2017","35-65 y.","Part Time","1516","0.687528996627311","0.667995940322315","0.707062052932308"
"Yes","2017","35-65 y.","Not Working","54","0.598163396982731","0.493938063815591","0.702388730149872"
"Yes","2017","66 and older","Full Time","10","","",""
"Yes","2017","66 and older","Part Time","23","","",""
"Yes","2017","66 and older","Not Working","1","","",""
"No","2017","16-34 y.","Full Time","324","0.189955895497183","0.170711141286629","0.209200649707737"
"No","2017","16-34 y.","Part Time","171","0.274550973222332","0.240451310048518","0.308650636396146"
"No","2017","16-34 y.","Not Working","45","0.295118858615882","0.217894889613314","0.372342827618451"
"No","2017","35-65 y.","Full Time","1123","0.223133076269447","0.211708682704752","0.234557469834143"
"No","2017","35-65 y.","Part Time","647","0.312471003372689","0.292937947067692","0.332004059677685"
"No","2017","35-65 y.","Not Working","31","0.401836603017269","0.297611269850128","0.506061936184409"
"No","2017","66 and older","Full Time","6","","",""
"No","2017","66 and older","Part Time","18","","",""
"No","2017","66 and older","Not Working","","","",""
"Yes","2018","16-34 y.","Full Time","1288","0.801293844578307","0.781856979040722","0.820730710115891"
"Yes","2018","16-34 y.","Part Time","527","0.722235399595992","0.690392021857185","0.754078777334799"
"Yes","2018","16-34 y.","Not Working","140","0.601493130260347","0.533977294457834","0.66900896606286"
"Yes","2018","35-65 y.","Full Time","3885","0.770181255539058","0.758653902909716","0.781708608168401"
"Yes","2018","35-65 y.","Part Time","1570","0.676840280387988","0.657999422589903","0.695681138186073"
"Yes","2018","35-65 y.","Not Working","72","0.699575219734185","0.612710927168237","0.786439512300134"
"Yes","2018","66 and older","Full Time","12","","",""
"Yes","2018","66 and older","Part Time","23","","",""
"Yes","2018","66 and older","Not Working","","","",""
"No","2018","16-34 y.","Full Time","331","0.198706155421693","0.179269289884109","0.218143020959278"
"No","2018","16-34 y.","Part Time","233","0.277764600404008","0.245921222665201","0.309607978142815"
"No","2018","16-34 y.","Not Working","62","0.398506869739653","0.33099103393714","0.466022705542166"
"No","2018","35-65 y.","Full Time","1232","0.229818744460942","0.218291391831599","0.241346097090284"
"No","2018","35-65 y.","Part Time","797","0.323159719612012","0.304318861813927","0.342000577410097"
"No","2018","35-65 y.","Not Working","35","0.300424780265815","0.213560487699866","0.387289072831763"
"No","2018","66 and older","Full Time","6","","",""
"No","2018","66 and older","Part Time","30","0.527071109849184","0.392657673348749","0.661484546349618"
"No","2018","66 and older","Not Working","","","",""
"Yes","2019","16-34 y.","Full Time","1185","0.806658397637571","0.786538548508615","0.826778246766526"
"Yes","2019","16-34 y.","Part Time","471","0.751264784352411","0.718434387646632","0.784095181058189"
"Yes","2019","16-34 y.","Not Working","87","0.567127022158068","0.484460635301597","0.64979340901454"
"Yes","2019","35-65 y.","Full Time","3734","0.783025332709004","0.771296138622262","0.794754526795746"
"Yes","2019","35-65 y.","Part Time","1418","0.708125632242538","0.688387814371161","0.727863450113916"
"Yes","2019","35-65 y.","Not Working","95","0.585337548796076","0.503436165214185","0.667238932377967"
"Yes","2019","66 and older","Full Time","23","","",""
"Yes","2019","66 and older","Part Time","31","0.748216445057515","0.625428769630027","0.871004120485002"
"Yes","2019","66 and older","Not Working","2","","",""
"No","2019","16-34 y.","Full Time","295","0.193341602362429","0.173221753233474","0.213461451491385"
"No","2019","16-34 y.","Part Time","195","0.248735215647589","0.215904818941811","0.281565612353368"
"No","2019","16-34 y.","Not Working","51","0.432872977841932","0.35020659098546","0.515539364698403"
"No","2019","35-65 y.","Full Time","1010","0.216974667290996","0.205245473204254","0.228703861377738"
"No","2019","35-65 y.","Part Time","620","0.291874367757462","0.272136549886084","0.311612185628839"
"No","2019","35-65 y.","Not Working","44","0.414662451203924","0.332761067622033","0.496563834785815"
"No","2019","66 and older","Full Time","8","","",""
"No","2019","66 and older","Part Time","17","","",""
"No","2019","66 and older","Not Working","1","","",""
