"plb0196_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2004","Couple + C. GT 16 ","Male","252","0.323822751626484","0.292084075359093","0.355561427893876","2"
"No","2004","Couple + C. GT 16 ","Female","202","0.33707435828674","0.299955096142967","0.374193620430513","2"
"No","2004","1-pers.-HH","Female","103","0.324181461746912","0.274574323228869","0.373788600264955","2"
"No","2004","(Married) couple without C. ","Male","287","0.286983650652637","0.259517831660801","0.314449469644474","2"
"No","2004","(Married) couple without C. ","Female","302","0.306713826739242","0.278607067838501","0.334820585639983","2"
"No","2004","Single parent ","Male","33","0.310120300406898","0.220793606715855","0.399446994097941","2"
"No","2004","Single parent ","Female","80","0.345167325638534","0.285877574984237","0.40445707629283","2"
"No","2004","Couple + C. LE 16 ","Male","323","0.273338405024962","0.248532579753117","0.298144230296807","2"
"No","2004","Couple + C. LE 16 ","Female","209","0.358043537315223","0.319423921878338","0.396663152752108","2"
"No","2004","Couple + C. LE and GT 16","Male","90","0.264876595241711","0.219357207944754","0.310395982538669","2"
"No","2004","Couple + C. LE and GT 16","Female","76","0.285820869988576","0.230797301217564","0.340844438759588","2"
"Yes","2004","1-pers.-HH","Male","357","0.761289796992259","0.722790913635751","0.799788680348767","1"
"Yes","2004","1-pers.-HH","Female","239","0.675818538253088","0.626211399735045","0.725425676771131","1"
"Yes","2004","Single parent ","Male","70","0.689879699593102","0.600553005902059","0.779206393284145","1"
"Yes","2004","(Married) couple without C. ","Male","755","0.713016349347363","0.685550530355526","0.740482168339199","1"
"Yes","2004","Single parent ","Female","167","0.654832674361467","0.59554292370717","0.714122425015763","1"
"Yes","2004","Couple + C. LE 16 ","Male","917","0.726661594975038","0.701855769703193","0.751467420246883","1"
"Yes","2004","Couple + C. LE 16 ","Female","383","0.641956462684777","0.603336847247891","0.680576078121662","1"
"Yes","2004","Couple + C. GT 16 ","Male","583","0.676177248373516","0.644438572106124","0.707915924640907","1"
"Yes","2004","Couple + C. GT 16 ","Female","421","0.66292564171326","0.625806379569487","0.700044903857033","1"
"Yes","2004","Couple + C. LE and GT 16","Male","271","0.735123404758289","0.689604017461331","0.780642792055246","1"
"Yes","2004","Couple + C. LE and GT 16","Female","183","0.714179130011424","0.659155561240412","0.769202698782436","1"
"Yes","2004","(Married) couple without C. ","Female","732","0.693286173260758","0.665179414360017","0.721392932161499","1"
"No","2005","1-pers.-HH","Male","129","0.265996745945614","0.226385245148553","0.305608246742675","2"
"No","2005","1-pers.-HH","Female","97","0.24328556353343","0.199800864451967","0.286770262614893","2"
"No","2005","Couple + C. GT 16 ","Male","215","0.311633696191904","0.278172520925379","0.34509487145843","2"
"No","2005","Couple + C. GT 16 ","Female","179","0.38215778490429","0.341474317830768","0.422841251977813","2"
"No","2005","(Married) couple without C. ","Male","243","0.270978931709167","0.242774866734751","0.299182996683584","2"
"No","2005","(Married) couple without C. ","Female","280","0.325322695317355","0.295531253663212","0.355114136971498","2"
"No","2005","Single parent ","Male","37","0.462833047236794","0.35981966182532","0.565846432648268","2"
"No","2005","Single parent ","Female","83","0.364691722567652","0.303920946886618","0.425462498248686","2"
"No","2005","Couple + C. LE 16 ","Male","264","0.24788554080782","0.222552719470326","0.273218362145313","2"
"No","2005","Couple + C. LE 16 ","Female","196","0.367056744417663","0.326956170164569","0.407157318670757","2"
"No","2005","Couple + C. LE and GT 16","Male","93","0.32894073996784","0.279435711913331","0.37844576802235","2"
"No","2005","Couple + C. LE and GT 16","Female","79","0.316573611624596","0.256460750330417","0.376686472918775","2"
"Yes","2005","1-pers.-HH","Male","349","0.734003254054386","0.694391753257325","0.773614754851447","1"
"Yes","2005","1-pers.-HH","Female","277","0.75671443646657","0.713229737385107","0.800199135548033","1"
"Yes","2005","(Married) couple without C. ","Male","711","0.729021068290833","0.700817003316417","0.757225133265249","1"
"Yes","2005","Single parent ","Male","53","0.537166952763206","0.434153567351732","0.64018033817468","1"
"Yes","2005","Single parent ","Female","158","0.635308277432348","0.574537501751314","0.696079053113382","1"
"Yes","2005","Couple + C. LE 16 ","Male","852","0.75211445919218","0.726781637854687","0.777447280529674","1"
"Yes","2005","Couple + C. LE 16 ","Female","359","0.632943255582337","0.592842681329243","0.673043829835431","1"
"Yes","2005","Couple + C. GT 16 ","Female","369","0.617842215095709","0.577158748022187","0.658525682169232","1"
"Yes","2005","Couple + C. GT 16 ","Male","521","0.688366303808096","0.65490512854157","0.721827479074621","1"
"Yes","2005","(Married) couple without C. ","Female","670","0.674677304682645","0.644885863028502","0.704468746336788","1"
"Yes","2005","Couple + C. LE and GT 16","Male","253","0.67105926003216","0.62155423197765","0.720564288086669","1"
"Yes","2005","Couple + C. LE and GT 16","Female","151","0.683426388375404","0.623313527081225","0.743539249669583","1"
"No","2006","Couple + C. GT 16 ","Male","216","0.296023042998381","0.264250390079402","0.327795695917361","2"
"No","2006","1-pers.-HH","Male","143","0.259531730825562","0.222761172221212","0.296302289429912","2"
"No","2006","1-pers.-HH","Female","102","0.244166561545783","0.202934390017142","0.285398733074424","2"
"No","2006","Couple + C. GT 16 ","Female","199","0.333577999719909","0.296731509038677","0.370424490401141","2"
"No","2006","(Married) couple without C. ","Male","255","0.270455039439198","0.243701966046685","0.297208112831711","2"
"No","2006","(Married) couple without C. ","Female","302","0.291660440767646","0.26483666888099","0.318484212654302","2"
"No","2006","Single parent ","Male","37","0.387139324960176","0.289701631159226","0.484577018761127","2"
"No","2006","Single parent ","Female","83","0.328022304955337","0.273225825909608","0.382818784001066","2"
"No","2006","Couple + C. LE 16 ","Male","246","0.223335151532692","0.199201088347747","0.247469214717637","2"
"No","2006","Couple + C. LE 16 ","Female","221","0.342103574686964","0.305882364773225","0.378324784600704","2"
"No","2006","Couple + C. LE and GT 16","Male","84","0.248112906339517","0.20247036024919","0.293755452429843","2"
"No","2006","Couple + C. LE and GT 16","Female","80","0.271255272042332","0.215695897977352","0.326814646107311","2"
"Yes","2006","1-pers.-HH","Male","403","0.740468269174438","0.703697710570088","0.777238827778788","1"
"Yes","2006","1-pers.-HH","Female","315","0.755833438454217","0.714601266925576","0.797065609982858","1"
"Yes","2006","(Married) couple without C. ","Male","804","0.729544960560802","0.702791887168289","0.756298033953315","1"
"Yes","2006","Single parent ","Male","59","0.612860675039824","0.515422981238873","0.710298368840775","1"
"Yes","2006","Single parent ","Female","199","0.671977695044663","0.617181215998934","0.726774174090392","1"
"Yes","2006","Couple + C. LE 16 ","Male","898","0.776664848467308","0.752530785282363","0.800798911652253","1"
"Yes","2006","Couple + C. LE 16 ","Female","438","0.657896425313036","0.621675215399296","0.694117635226776","1"
"Yes","2006","Couple + C. GT 16 ","Female","430","0.666422000280091","0.629575509598859","0.703268490961323","1"
"Yes","2006","Couple + C. GT 16 ","Male","577","0.703976957001619","0.672204304082639","0.735749609920598","1"
"Yes","2006","Couple + C. LE and GT 16","Male","260","0.751887093660483","0.706244547570157","0.79752963975081","1"
"Yes","2006","(Married) couple without C. ","Female","801","0.708339559232354","0.681515787345698","0.735163331119009","1"
"Yes","2006","Couple + C. LE and GT 16","Female","166","0.728744727957669","0.673185353892689","0.784304102022648","1"
"No","2007","Couple + C. GT 16 ","Male","205","0.29407921362396","0.261664860997412","0.326493566250509","2"
"No","2007","1-pers.-HH","Male","120","0.238742130393134","0.202065042824246","0.275419217962023","2"
"No","2007","1-pers.-HH","Female","97","0.225757581990683","0.185436449812931","0.266078714168434","2"
"No","2007","Couple + C. GT 16 ","Female","191","0.324726904873617","0.287226708702703","0.362227101044532","2"
"No","2007","(Married) couple without C. ","Male","240","0.227692359319477","0.201727640454327","0.253657078184627","2"
"No","2007","(Married) couple without C. ","Female","267","0.279640468678111","0.251640072335633","0.307640865020589","2"
"No","2007","Single parent ","Male","23","","","","2"
"No","2007","Single parent ","Female","79","0.31280759406596","0.256667224775743","0.368947963356178","2"
"No","2007","Couple + C. LE 16 ","Male","215","0.19890961108281","0.175058390981569","0.22276083118405","2"
"No","2007","Couple + C. LE 16 ","Female","190","0.293087277463384","0.256995450364108","0.329179104562659","2"
"No","2007","Couple + C. LE and GT 16","Male","78","0.210498053423988","0.166108964582536","0.254887142265439","2"
"No","2007","Couple + C. LE and GT 16","Female","57","0.331431813362698","0.264674114603763","0.398189512121633","2"
"Yes","2007","1-pers.-HH","Male","399","0.761257869606866","0.724580782037977","0.797934957175754","1"
"Yes","2007","1-pers.-HH","Female","316","0.774242418009317","0.733921285831565","0.814563550187069","1"
"Yes","2007","(Married) couple without C. ","Male","762","0.772307640680523","0.746342921815374","0.798272359545673","1"
"Yes","2007","Single parent ","Male","67","0.709066907343828","0.615231443181214","0.802902371506442","1"
"Yes","2007","Single parent ","Female","183","0.68719240593404","0.631052036643822","0.743332775224257","1"
"Yes","2007","(Married) couple without C. ","Female","720","0.720359531321889","0.692359134979411","0.748359927664367","1"
"Yes","2007","Couple + C. LE 16 ","Male","861","0.80109038891719","0.77723916881595","0.824941609018431","1"
"Yes","2007","Couple + C. LE 16 ","Female","421","0.706912722536616","0.670820895437341","0.743004549635892","1"
"Yes","2007","Couple + C. GT 16 ","Male","554","0.70592078637604","0.673506433749491","0.738335139002588","1"
"Yes","2007","Couple + C. GT 16 ","Female","408","0.675273095126383","0.637772898955468","0.712773291297297","1"
"Yes","2007","Couple + C. LE and GT 16","Male","246","0.789501946576012","0.745112857734561","0.833891035417464","1"
"Yes","2007","Couple + C. LE and GT 16","Female","134","0.668568186637302","0.601810487878367","0.735325885396237","1"
"No","2008","1-pers.-HH","Male","137","0.289304680717713","0.249278505788109","0.329330855647317","2"
"No","2008","Couple + C. GT 16 ","Male","206","0.26645154614629","0.235405743847942","0.297497348444637","2"
"No","2008","Couple + C. GT 16 ","Female","193","0.373953207373627","0.334977027905438","0.412929386841816","2"
"No","2008","1-pers.-HH","Female","108","0.264637429252647","0.221779885083431","0.307494973421863","2"
"No","2008","(Married) couple without C. ","Male","254","0.260079624237251","0.232600530653878","0.287558717820624","2"
"No","2008","(Married) couple without C. ","Female","289","0.29996073458835","0.271811434139587","0.328110035037114","2"
"No","2008","Single parent ","Male","30","0.314637712711636","0.223164068027564","0.406111357395708","2"
"No","2008","Single parent ","Female","77","0.258852990278893","0.206895813925697","0.310810166632089","2"
"No","2008","Couple + C. LE 16 ","Male","228","0.233286886476373","0.207204398656953","0.259369374295793","2"
"No","2008","Couple + C. LE 16 ","Female","185","0.328126183492898","0.290957074054338","0.365295292931459","2"
"No","2008","Couple + C. LE and GT 16","Male","71","0.281345446846639","0.229049388403495","0.333641505289784","2"
"No","2008","Couple + C. LE and GT 16","Female","59","0.292368351800229","0.227001070476852","0.357735633123606","2"
"Yes","2008","1-pers.-HH","Male","356","0.710695319282287","0.670669144352683","0.750721494211891","1"
"Yes","2008","1-pers.-HH","Female","299","0.735362570747353","0.692505026578137","0.778220114916569","1"
"Yes","2008","(Married) couple without C. ","Male","725","0.739920375762749","0.712441282179376","0.767399469346122","1"
"Yes","2008","Single parent ","Male","69","0.685362287288364","0.593888642604292","0.776835931972436","1"
"Yes","2008","Single parent ","Female","196","0.741147009721107","0.689189833367911","0.793104186074303","1"
"Yes","2008","Couple + C. LE 16 ","Male","782","0.766713113523627","0.740630625704207","0.792795601343047","1"
"Yes","2008","(Married) couple without C. ","Female","729","0.70003926541165","0.671889964962887","0.728188565860413","1"
"Yes","2008","Couple + C. LE 16 ","Female","428","0.671873816507102","0.634704707068541","0.709042925945662","1"
"Yes","2008","Couple + C. GT 16 ","Male","573","0.73354845385371","0.702502651555363","0.764594256152058","1"
"Yes","2008","Couple + C. GT 16 ","Female","399","0.626046792626373","0.587070613158184","0.665022972094562","1"
"Yes","2008","Couple + C. LE and GT 16","Male","213","0.718654553153361","0.666358494710216","0.770950611596505","1"
"Yes","2008","Couple + C. LE and GT 16","Female","127","0.707631648199771","0.642264366876394","0.772998929523148","1"
"No","2009","1-pers.-HH","Male","131","0.31128336066477","0.268550884293065","0.354015837036476","2"
"No","2009","Couple + C. GT 16 ","Male","213","0.268891519913375","0.235615194141894","0.302167845684855","2"
"No","2009","Couple + C. GT 16 ","Female","169","0.361708704604296","0.320528719266526","0.402888689942067","2"
"No","2009","1-pers.-HH","Female","97","0.235738136788855","0.193061291310654","0.278414982267056","2"
"No","2009","(Married) couple without C. ","Male","246","0.268935956985097","0.239821319510897","0.298050594459298","2"
"No","2009","(Married) couple without C. ","Female","264","0.338286762662238","0.307680932515707","0.368892592808769","2"
"No","2009","Single parent ","Male","26","","","","2"
"No","2009","Single parent ","Female","75","0.32915018387307","0.270901275572267","0.387399092173872","2"
"No","2009","Couple + C. LE 16 ","Male","218","0.245768295399283","0.216389334072045","0.275147256726521","2"
"No","2009","Couple + C. LE 16 ","Female","162","0.306169885237227","0.266402132590346","0.345937637884107","2"
"No","2009","Couple + C. LE and GT 16","Male","72","0.278923209977493","0.224927626350383","0.332918793604603","2"
"No","2009","Couple + C. LE and GT 16","Female","63","0.315010167531972","0.246960513127584","0.38305982193636","2"
"Yes","2009","1-pers.-HH","Male","320","0.68871663933523","0.645984162963524","0.731449115706935","1"
"Yes","2009","1-pers.-HH","Female","283","0.764261863211145","0.721585017732944","0.806938708689346","1"
"Yes","2009","(Married) couple without C. ","Male","645","0.731064043014903","0.701949405540702","0.760178680489103","1"
"Yes","2009","Single parent ","Male","61","0.681555545419629","0.583661576201933","0.779449514637325","1"
"Yes","2009","Single parent ","Female","175","0.67084981612693","0.612600907826128","0.729098724427733","1"
"Yes","2009","Couple + C. LE 16 ","Male","607","0.754231704600717","0.724852743273479","0.783610665927955","1"
"Yes","2009","(Married) couple without C. ","Female","654","0.661713237337762","0.631107407191231","0.692319067484293","1"
"Yes","2009","Couple + C. LE 16 ","Female","354","0.693830114762773","0.654062362115893","0.733597867409653","1"
"Yes","2009","Couple + C. GT 16 ","Male","469","0.731108480086625","0.697832154315145","0.764384805858106","1"
"Yes","2009","Couple + C. GT 16 ","Female","354","0.638291295395704","0.597111310057933","0.679471280733474","1"
"Yes","2009","Couple + C. LE and GT 16","Male","193","0.721076790022507","0.667081206395397","0.775072373649617","1"
"Yes","2009","Couple + C. LE and GT 16","Female","116","0.684989832468028","0.61694017806364","0.753039486872416","1"
"No","2010","1-pers.-HH","Male","119","0.340757809967907","0.293475373834286","0.388040246101527","2"
"No","2010","1-pers.-HH","Female","108","0.287853516210764","0.241083526192954","0.334623506228574","2"
"No","2010","Couple + C. GT 16 ","Male","204","0.351808457902327","0.314128507103078","0.389488408701577","2"
"No","2010","Couple + C. GT 16 ","Female","157","0.370909800899858","0.327919762214699","0.413899839585017","2"
"No","2010","(Married) couple without C. ","Male","230","0.262954571513035","0.23339379862592","0.292515344400149","2"
"No","2010","(Married) couple without C. ","Female","280","0.333230517448295","0.302520218623772","0.363940816272819","2"
"No","2010","Single parent ","Male","52","0.44124151381442","0.355222718663279","0.527260308965562","2"
"No","2010","Single parent ","Female","204","0.310790883668542","0.276456439427784","0.3451253279093","2"
"No","2010","Couple + C. LE 16 ","Male","629","0.26966923792616","0.251150096947329","0.288188378904992","2"
"No","2010","Couple + C. LE 16 ","Female","381","0.341787249053252","0.313125592012381","0.370448906094123","2"
"No","2010","Couple + C. LE and GT 16","Male","103","0.29623927197438","0.247847796069512","0.344630747879247","2"
"No","2010","Couple + C. LE and GT 16","Female","86","0.453737474149511","0.390619628163088","0.516855320135935","2"
"Yes","2010","1-pers.-HH","Male","267","0.659242190032094","0.611959753898473","0.706524626165714","1"
"Yes","2010","1-pers.-HH","Female","252","0.712146483789236","0.665376493771426","0.758916473807046","1"
"Yes","2010","(Married) couple without C. ","Male","622","0.737045428486965","0.707484655599851","0.76660620137408","1"
"Yes","2010","Single parent ","Male","76","0.55875848618558","0.472739691034438","0.644777281336721","1"
"Yes","2010","Single parent ","Female","494","0.689209116331458","0.6548746720907","0.723543560572216","1"
"Yes","2010","Couple + C. LE 16 ","Male","1577","0.73033076207384","0.711811621095009","0.748849903052671","1"
"Yes","2010","Couple + C. LE 16 ","Female","671","0.658212750946748","0.629551093905877","0.686874407987619","1"
"Yes","2010","Couple + C. GT 16 ","Male","413","0.648191542097673","0.610511591298423","0.685871492896922","1"
"Yes","2010","Couple + C. GT 16 ","Female","328","0.629090199100142","0.586100160414982","0.672080237785301","1"
"Yes","2010","(Married) couple without C. ","Female","625","0.666769482551705","0.636059183727181","0.697479781376228","1"
"Yes","2010","Couple + C. LE and GT 16","Male","239","0.70376072802562","0.655369252120753","0.752152203930488","1"
"Yes","2010","Couple + C. LE and GT 16","Female","153","0.546262525850489","0.483144679864066","0.609380371836912","1"
"No","2011","Couple + C. GT 16 ","Male","188","0.238429248340692","0.207129345655943","0.269729151025441","2"
"No","2011","1-pers.-HH","Male","128","0.25901251285431","0.219738981587643","0.298286044120977","2"
"No","2011","1-pers.-HH","Female","136","0.298201205247952","0.256304838919114","0.340097571576789","2"
"No","2011","Couple + C. GT 16 ","Female","174","0.30078160696706","0.26310046835237","0.338462745581751","2"
"No","2011","Couple + C. LE and GT 16","Male","119","0.254962161817726","0.214959149031239","0.294965174604213","2"
"No","2011","(Married) couple without C. ","Male","247","0.231584181281398","0.206437085389568","0.256731277173229","2"
"No","2011","(Married) couple without C. ","Female","308","0.272060776783547","0.245762198207059","0.298359355360034","2"
"No","2011","Single parent ","Male","60","0.31743973849896","0.252439324257036","0.382440152740883","2"
"No","2011","Single parent ","Female","259","0.303496531452462","0.273136749743059","0.333856313161865","2"
"No","2011","Couple + C. LE 16 ","Male","538","0.222459708521038","0.205851728088952","0.239067688953125","2"
"No","2011","Couple + C. LE 16 ","Female","350","0.237191500751284","0.214459154000183","0.259923847502384","2"
"No","2011","Couple + C. LE and GT 16","Female","87","0.314469266650281","0.262866799593695","0.366071733706868","2"
"Yes","2011","1-pers.-HH","Male","350","0.74098748714569","0.701713955879023","0.780261018412357","1"
"Yes","2011","1-pers.-HH","Female","322","0.701798794752049","0.659902428423212","0.743695161080886","1"
"Yes","2011","(Married) couple without C. ","Male","834","0.768415818718602","0.743268722826771","0.793562914610432","1"
"Yes","2011","Single parent ","Male","137","0.68256026150104","0.617559847259117","0.747560675742963","1"
"Yes","2011","Single parent ","Female","622","0.696503468547539","0.666143686838136","0.726863250256942","1"
"Yes","2011","Couple + C. LE 16 ","Male","1871","0.777540291478962","0.760932311046876","0.794148271911048","1"
"Yes","2011","Couple + C. LE 16 ","Female","995","0.762808499248716","0.740076152497616","0.785540845999817","1"
"Yes","2011","(Married) couple without C. ","Female","792","0.727939223216453","0.701640644639966","0.754237801792941","1"
"Yes","2011","Couple + C. GT 16 ","Male","524","0.761570751659308","0.730270848974559","0.792870654344057","1"
"Yes","2011","Couple + C. GT 16 ","Female","395","0.69921839303294","0.661537254418249","0.73689953164763","1"
"Yes","2011","Couple + C. LE and GT 16","Male","337","0.745037838182274","0.705034825395787","0.785040850968761","1"
"Yes","2011","Couple + C. LE and GT 16","Female","224","0.685530733349718","0.633928266293132","0.737133200406305","1"
"No","2012","Couple + C. GT 16 ","Male","231","0.325010820979341","0.291309769277698","0.358711872680984","2"
"No","2012","1-pers.-HH","Male","142","0.266448144925651","0.229432989944358","0.303463299906944","2"
"No","2012","1-pers.-HH","Female","153","0.282748053601618","0.244226471187956","0.321269636015279","2"
"No","2012","Couple + C. GT 16 ","Female","169","0.315875474737459","0.277373800845683","0.354377148629236","2"
"No","2012","Couple + C. LE and GT 16","Male","119","0.255525768564482","0.216302527883561","0.294749009245404","2"
"No","2012","(Married) couple without C. ","Male","292","0.256335054327662","0.230533587048921","0.282136521606402","2"
"No","2012","(Married) couple without C. ","Female","353","0.286289036218791","0.260343517475525","0.312234554962058","2"
"No","2012","Single parent ","Male","61","0.36485148151858","0.298466764539614","0.431236198497547","2"
"No","2012","Single parent ","Female","285","0.344039029161325","0.313391878931518","0.374686179391132","2"
"No","2012","Couple + C. LE 16 ","Male","564","0.252787405533023","0.234805468493476","0.270769342572569","2"
"No","2012","Couple + C. LE 16 ","Female","409","0.283006353807758","0.259368026937405","0.306644680678112","2"
"No","2012","Couple + C. LE and GT 16","Female","106","0.254802709883677","0.208485084353109","0.301120335414244","2"
"Yes","2012","1-pers.-HH","Male","406","0.733551855074349","0.696536700093056","0.770567010055643","1"
"Yes","2012","1-pers.-HH","Female","372","0.717251946398382","0.678730363984721","0.755773528812044","1"
"Yes","2012","(Married) couple without C. ","Male","808","0.743664945672338","0.717863478393598","0.769466412951079","1"
"Yes","2012","(Married) couple without C. ","Female","813","0.713710963781209","0.687765445037942","0.739656482524475","1"
"Yes","2012","Single parent ","Female","638","0.655960970838675","0.625313820608868","0.686608121068482","1"
"Yes","2012","Couple + C. LE 16 ","Male","1680","0.747212594466977","0.729230657427431","0.765194531506524","1"
"Yes","2012","Couple + C. LE 16 ","Female","986","0.716993646192242","0.693355319321888","0.740631973062596","1"
"Yes","2012","Single parent ","Male","141","0.63514851848142","0.568763801502453","0.701533235460386","1"
"Yes","2012","Couple + C. GT 16 ","Female","391","0.684124525262541","0.645622851370764","0.722626199154317","1"
"Yes","2012","Couple + C. GT 16 ","Male","511","0.674989179020659","0.641288127319016","0.708690230722303","1"
"Yes","2012","Couple + C. LE and GT 16","Male","356","0.744474231435518","0.705250990754596","0.783697472116439","1"
"Yes","2012","Couple + C. LE and GT 16","Female","234","0.745197290116323","0.698879664585756","0.791514915646891","1"
"No","2013","1-pers.-HH","Male","159","0.275698334596775","0.239852579055464","0.311544090138087","2"
"No","2013","Couple + C. GT 16 ","Male","226","0.289855667861964","0.257033725978412","0.322677609745517","2"
"No","2013","Couple + C. GT 16 ","Female","188","0.282804335189085","0.246647798823899","0.318960871554271","2"
"No","2013","1-pers.-HH","Female","139","0.259955602723736","0.223497910544561","0.296413294902911","2"
"No","2013","(Married) couple without C. ","Male","314","0.255767368292402","0.230831680501474","0.280703056083331","2"
"No","2013","(Married) couple without C. ","Female","307","0.274708270719705","0.248876236213195","0.300540305226215","2"
"No","2013","Single parent ","Male","62","0.380161840381033","0.314350859552651","0.445972821209415","2"
"No","2013","Single parent ","Female","257","0.301754823639409","0.271648796815837","0.33186085046298","2"
"No","2013","Couple + C. LE 16 ","Male","585","0.242944766124571","0.225612833619986","0.260276698629155","2"
"No","2013","Couple + C. LE 16 ","Female","434","0.286059051452394","0.263027510437945","0.309090592466843","2"
"No","2013","Couple + C. LE and GT 16","Male","131","0.271978199357095","0.234789928485933","0.309166470228258","2"
"No","2013","Couple + C. LE and GT 16","Female","124","0.316465646669185","0.270657369578395","0.362273923759975","2"
"Yes","2013","1-pers.-HH","Male","438","0.724301665403225","0.688455909861913","0.760147420944536","1"
"Yes","2013","1-pers.-HH","Female","417","0.740044397276264","0.703586705097089","0.776502089455439","1"
"Yes","2013","(Married) couple without C. ","Male","862","0.744232631707598","0.719296943916669","0.769168319498526","1"
"Yes","2013","(Married) couple without C. ","Female","840","0.725291729280295","0.699459694773785","0.751123763786805","1"
"Yes","2013","Single parent ","Female","636","0.698245176360591","0.66813914953702","0.728351203184163","1"
"Yes","2013","Couple + C. LE 16 ","Male","1767","0.75705523387543","0.739723301370845","0.774387166380014","1"
"Yes","2013","Couple + C. LE 16 ","Female","1045","0.713940948547606","0.690909407533157","0.736972489562055","1"
"Yes","2013","Couple + C. GT 16 ","Male","508","0.710144332138036","0.677322390254483","0.742966274021588","1"
"Yes","2013","Couple + C. GT 16 ","Female","408","0.717195664810915","0.681039128445729","0.753352201176101","1"
"Yes","2013","Single parent ","Male","147","0.619838159618967","0.554027178790585","0.685649140447349","1"
"Yes","2013","Couple + C. LE and GT 16","Male","419","0.728021800642905","0.690833529771742","0.765210071514067","1"
"Yes","2013","Couple + C. LE and GT 16","Female","272","0.683534353330815","0.637726076240025","0.729342630421605","1"
"No","2014","1-pers.-HH","Male","145","0.291927470835867","0.253722049255529","0.330132892416204","2"
"No","2014","Couple + C. GT 16 ","Male","192","0.306646583799749","0.27103415839312","0.342259009206378","2"
"No","2014","Couple + C. GT 16 ","Female","177","0.311520823675929","0.27224128230376","0.350800365048099","2"
"No","2014","1-pers.-HH","Female","143","0.257604235952998","0.21957562368172","0.295632848224276","2"
"No","2014","(Married) couple without C. ","Male","305","0.25071343972361","0.225520396152563","0.275906483294656","2"
"No","2014","(Married) couple without C. ","Female","348","0.280931687749222","0.255022451353943","0.306840924144502","2"
"No","2014","Single parent ","Male","49","0.252095846989579","0.187014601771232","0.317177092207925","2"
"No","2014","Single parent ","Female","241","0.32733797640133","0.294301486997764","0.360374465804896","2"
"No","2014","Couple + C. LE 16 ","Male","461","0.222863143264261","0.204569180955577","0.241157105572946","2"
"No","2014","Couple + C. LE 16 ","Female","402","0.255089669908221","0.231947792028699","0.278231547787743","2"
"No","2014","Couple + C. LE and GT 16","Male","116","0.232775804665245","0.196170571796084","0.269381037534406","2"
"No","2014","Couple + C. LE and GT 16","Female","121","0.271163487018172","0.226871692711508","0.315455281324836","2"
"Yes","2014","1-pers.-HH","Male","399","0.708072529164134","0.669867107583796","0.746277950744471","1"
"Yes","2014","1-pers.-HH","Female","365","0.742395764047002","0.704367151775724","0.78042437631828","1"
"Yes","2014","(Married) couple without C. ","Male","832","0.74928656027639","0.724093516705344","0.774479603847437","1"
"Yes","2014","(Married) couple without C. ","Female","808","0.719068312250777","0.693159075855498","0.744977548646057","1"
"Yes","2014","Couple + C. LE 16 ","Male","1527","0.777136856735739","0.758842894427054","0.795430819044423","1"
"Yes","2014","Single parent ","Female","534","0.67266202359867","0.639625534195104","0.705698513002236","1"
"Yes","2014","Couple + C. LE 16 ","Female","961","0.744910330091779","0.721768452212257","0.768052207971301","1"
"Yes","2014","Couple + C. GT 16 ","Male","452","0.693353416200251","0.657740990793622","0.72896584160688","1"
"Yes","2014","Single parent ","Male","122","0.747904153010421","0.682822907792075","0.812985398228768","1"
"Yes","2014","Couple + C. GT 16 ","Female","357","0.688479176324071","0.649199634951901","0.72775871769624","1"
"Yes","2014","Couple + C. LE and GT 16","Male","396","0.767224195334755","0.730618962465594","0.803829428203916","1"
"Yes","2014","Couple + C. LE and GT 16","Female","266","0.728836512981828","0.684544718675164","0.773128307288492","1"
"No","2015","1-pers.-HH","Male","145","0.281630873292835","0.244343984478811","0.318917762106858","2"
"No","2015","1-pers.-HH","Female","128","0.247416439786994","0.210610088229913","0.284222791344076","2"
"No","2015","Couple + C. GT 16 ","Male","147","0.253295674790018","0.218053850752374","0.288537498827661","2"
"No","2015","Couple + C. GT 16 ","Female","144","0.227838054361183","0.191925212228245","0.263750896494121","2"
"No","2015","(Married) couple without C. ","Male","269","0.226712564438963","0.202102997633902","0.251322131244023","2"
"No","2015","(Married) couple without C. ","Female","261","0.238052802785445","0.212873231448123","0.263232374122767","2"
"No","2015","Single parent ","Male","42","0.263361450054353","0.194682622698182","0.332040277410525","2"
"No","2015","Single parent ","Female","160","0.219809200834808","0.18913152762752","0.250486874042095","2"
"No","2015","Couple + C. LE 16 ","Male","381","0.198820966789932","0.18084658418153","0.216795349398333","2"
"No","2015","Couple + C. LE 16 ","Female","291","0.221001254291665","0.197897732523384","0.244104776059945","2"
"No","2015","Couple + C. LE and GT 16","Male","106","0.229260847553414","0.192192495938148","0.266329199168679","2"
"No","2015","Couple + C. LE and GT 16","Female","100","0.212185269007177","0.171555630922019","0.252814907092335","2"
"Yes","2015","1-pers.-HH","Male","414","0.718369126707165","0.681082237893142","0.755656015521189","1"
"Yes","2015","1-pers.-HH","Female","400","0.752583560213006","0.715777208655924","0.789389911770087","1"
"Yes","2015","(Married) couple without C. ","Male","843","0.773287435561037","0.748677868755977","0.797897002366098","1"
"Yes","2015","(Married) couple without C. ","Female","838","0.761947197214555","0.736767625877233","0.787126768551877","1"
"Yes","2015","Single parent ","Female","540","0.780190799165192","0.749513125957905","0.81086847237248","1"
