"plb0196_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1998","66 and older","vocational + Abi","1","","","","2"
"No","1998","35-65 y.","in school","","","","","2"
"No","1998","35-65 y.","inadequately","20","","","","2"
"No","1998","35-65 y.","general elemantary","109","1","1","1","2"
"No","1998","35-65 y.","middle vocational","487","1","1","1","2"
"No","1998","35-65 y.","vocational + Abi","18","","","","2"
"No","1998","35-65 y.","higher vocational","71","1","1","1","2"
"No","1998","35-65 y.","higher education","165","1","1","1","2"
"Yes","1998","35-65 y.","in school","","","","","1"
"Yes","1998","35-65 y.","inadequately","","","","","1"
"Yes","1998","35-65 y.","general elemantary","","","","","1"
"Yes","1998","35-65 y.","middle vocational","","","","","1"
"Yes","1998","35-65 y.","vocational + Abi","","","","","1"
"Yes","1998","35-65 y.","higher vocational","","","","","1"
"Yes","1998","35-65 y.","higher education","","","","","1"
"Yes","1998","66 and older","in school","","","","","1"
"Yes","1998","66 and older","inadequately","","","","","1"
"Yes","1998","66 and older","general elemantary","","","","","1"
"Yes","1998","66 and older","middle vocational","","","","","1"
"Yes","1998","66 and older","vocational + Abi","","","","","1"
"Yes","1998","66 and older","higher vocational","","","","","1"
"Yes","1998","66 and older","higher education","","","","","1"
"Yes","1998","16-34 y.","general elemantary","","","","","1"
"Yes","1998","16-34 y.","middle vocational","","","","","1"
"Yes","1998","16-34 y.","vocational + Abi","","","","","1"
"Yes","1998","16-34 y.","higher vocational","","","","","1"
"Yes","1998","16-34 y.","higher education","","","","","1"
"Yes","1998","16-34 y.","in school","","","","","1"
"Yes","1998","16-34 y.","inadequately","","","","","1"
"No","1999","16-34 y.","in school","1","","","","2"
"No","1999","16-34 y.","inadequately","5","","","","2"
"No","1999","16-34 y.","general elemantary","110","1","1","1","2"
"No","1999","16-34 y.","middle vocational","332","1","1","1","2"
"No","1999","16-34 y.","vocational + Abi","28","","","","2"
"No","1999","16-34 y.","higher vocational","36","1","1","1","2"
"No","1999","16-34 y.","higher education","36","1","1","1","2"
"No","1999","66 and older","in school","","","","","2"
"No","1999","66 and older","inadequately","","","","","2"
"No","1999","66 and older","general elemantary","","","","","2"
"No","1999","66 and older","middle vocational","2","","","","2"
"No","1999","66 and older","vocational + Abi","","","","","2"
"No","1999","66 and older","higher vocational","","","","","2"
"No","1999","66 and older","higher education","1","","","","2"
"No","1999","35-65 y.","in school","","","","","2"
"No","1999","35-65 y.","inadequately","17","","","","2"
"No","1999","35-65 y.","general elemantary","71","1","1","1","2"
"No","1999","35-65 y.","middle vocational","497","1","1","1","2"
"No","1999","35-65 y.","vocational + Abi","17","","","","2"
"No","1999","35-65 y.","higher vocational","67","1","1","1","2"
"No","1999","35-65 y.","higher education","170","1","1","1","2"
"Yes","1999","35-65 y.","in school","","","","","1"
"Yes","1999","35-65 y.","inadequately","","","","","1"
"Yes","1999","35-65 y.","general elemantary","","","","","1"
"Yes","1999","35-65 y.","middle vocational","","","","","1"
"Yes","1999","35-65 y.","vocational + Abi","","","","","1"
"Yes","1999","35-65 y.","higher vocational","","","","","1"
"Yes","1999","35-65 y.","higher education","","","","","1"
"Yes","1999","66 and older","in school","","","","","1"
"Yes","1999","66 and older","inadequately","","","","","1"
"Yes","1999","66 and older","general elemantary","","","","","1"
"Yes","1999","66 and older","middle vocational","","","","","1"
"Yes","1999","66 and older","vocational + Abi","","","","","1"
"Yes","1999","66 and older","higher vocational","","","","","1"
"Yes","1999","66 and older","higher education","","","","","1"
"Yes","1999","16-34 y.","general elemantary","","","","","1"
"Yes","1999","16-34 y.","middle vocational","","","","","1"
"Yes","1999","16-34 y.","vocational + Abi","","","","","1"
"Yes","1999","16-34 y.","higher vocational","","","","","1"
"Yes","1999","16-34 y.","higher education","","","","","1"
"Yes","1999","16-34 y.","in school","","","","","1"
"Yes","1999","16-34 y.","inadequately","","","","","1"
"No","2000","16-34 y.","in school","3","","","","2"
"No","2000","16-34 y.","inadequately","4","","","","2"
"No","2000","16-34 y.","general elemantary","128","1","1","1","2"
"No","2000","16-34 y.","middle vocational","492","1","1","1","2"
"No","2000","16-34 y.","vocational + Abi","68","1","1","1","2"
"No","2000","16-34 y.","higher vocational","61","1","1","1","2"
"No","2000","16-34 y.","higher education","89","1","1","1","2"
"No","2000","66 and older","in school","","","","","2"
"No","2000","66 and older","inadequately","","","","","2"
"No","2000","66 and older","general elemantary","1","","","","2"
"No","2000","66 and older","middle vocational","1","","","","2"
"No","2000","66 and older","vocational + Abi","","","","","2"
"No","2000","66 and older","higher vocational","","","","","2"
"No","2000","66 and older","higher education","","","","","2"
"No","2000","35-65 y.","in school","","","","","2"
"No","2000","35-65 y.","inadequately","14","","","","2"
"No","2000","35-65 y.","general elemantary","123","1","1","1","2"
"No","2000","35-65 y.","middle vocational","956","1","1","1","2"
"No","2000","35-65 y.","vocational + Abi","69","1","1","1","2"
"No","2000","35-65 y.","higher vocational","169","1","1","1","2"
"No","2000","35-65 y.","higher education","342","1","1","1","2"
"Yes","2000","35-65 y.","in school","","","","","1"
"Yes","2000","35-65 y.","inadequately","","","","","1"
"Yes","2000","35-65 y.","general elemantary","","","","","1"
"Yes","2000","35-65 y.","middle vocational","","","","","1"
"Yes","2000","35-65 y.","vocational + Abi","","","","","1"
"Yes","2000","35-65 y.","higher vocational","","","","","1"
"Yes","2000","35-65 y.","higher education","","","","","1"
"Yes","2000","66 and older","in school","","","","","1"
"Yes","2000","66 and older","inadequately","","","","","1"
"Yes","2000","66 and older","general elemantary","","","","","1"
"Yes","2000","66 and older","middle vocational","","","","","1"
"Yes","2000","66 and older","vocational + Abi","","","","","1"
"Yes","2000","66 and older","higher vocational","","","","","1"
"Yes","2000","66 and older","higher education","","","","","1"
"Yes","2000","16-34 y.","general elemantary","","","","","1"
"Yes","2000","16-34 y.","middle vocational","","","","","1"
"Yes","2000","16-34 y.","vocational + Abi","","","","","1"
"Yes","2000","16-34 y.","higher vocational","","","","","1"
"Yes","2000","16-34 y.","higher education","","","","","1"
"Yes","2000","16-34 y.","in school","","","","","1"
"Yes","2000","16-34 y.","inadequately","","","","","1"
"No","2001","16-34 y.","in school","","","","","2"
"No","2001","16-34 y.","inadequately","","","","","2"
"No","2001","16-34 y.","general elemantary","","","","","2"
"No","2001","16-34 y.","middle vocational","","","","","2"
"No","2001","16-34 y.","vocational + Abi","","","","","2"
"No","2001","16-34 y.","higher vocational","","","","","2"
"No","2001","16-34 y.","higher education","","","","","2"
"No","2001","66 and older","in school","","","","","2"
"No","2001","66 and older","inadequately","","","","","2"
"No","2001","66 and older","general elemantary","","","","","2"
"No","2001","66 and older","middle vocational","","","","","2"
"No","2001","66 and older","vocational + Abi","","","","","2"
"No","2001","66 and older","higher vocational","","","","","2"
"No","2001","66 and older","higher education","","","","","2"
"No","2001","35-65 y.","in school","","","","","2"
"No","2001","35-65 y.","inadequately","","","","","2"
"No","2001","35-65 y.","general elemantary","","","","","2"
"No","2001","35-65 y.","middle vocational","","","","","2"
"No","2001","35-65 y.","vocational + Abi","","","","","2"
"No","2001","35-65 y.","higher vocational","","","","","2"
"No","2001","35-65 y.","higher education","","","","","2"
"Yes","2001","35-65 y.","in school","","","","","1"
"Yes","2001","35-65 y.","inadequately","","","","","1"
"Yes","2001","35-65 y.","general elemantary","","","","","1"
"Yes","2001","35-65 y.","middle vocational","","","","","1"
"Yes","2001","35-65 y.","vocational + Abi","","","","","1"
"Yes","2001","35-65 y.","higher vocational","","","","","1"
"Yes","2001","35-65 y.","higher education","","","","","1"
"Yes","2001","66 and older","in school","","","","","1"
"Yes","2001","66 and older","inadequately","","","","","1"
"Yes","2001","66 and older","general elemantary","","","","","1"
"Yes","2001","66 and older","middle vocational","","","","","1"
"Yes","2001","66 and older","vocational + Abi","","","","","1"
"Yes","2001","66 and older","higher vocational","","","","","1"
"Yes","2001","66 and older","higher education","","","","","1"
"Yes","2001","16-34 y.","general elemantary","","","","","1"
"Yes","2001","16-34 y.","middle vocational","","","","","1"
"Yes","2001","16-34 y.","in school","","","","","1"
"Yes","2001","16-34 y.","inadequately","","","","","1"
"Yes","2001","16-34 y.","vocational + Abi","","","","","1"
"Yes","2001","16-34 y.","higher vocational","","","","","1"
"Yes","2001","16-34 y.","higher education","","","","","1"
"No","2002","66 and older","inadequately","","","","","2"
"No","2002","66 and older","higher vocational","","","","","2"
"No","2002","66 and older","higher education","3","","","","2"
"No","2002","66 and older","in school","","","","","2"
"No","2002","66 and older","general elemantary","","","","","2"
"No","2002","66 and older","middle vocational","","","","","2"
"No","2002","66 and older","vocational + Abi","","","","","2"
"No","2002","16-34 y.","in school","12","","","","2"
"No","2002","16-34 y.","inadequately","5","","","","2"
"No","2002","16-34 y.","general elemantary","102","0.411064592836609","0.351599913059039","0.470529272614178","2"
"No","2002","16-34 y.","middle vocational","405","0.312207587723022","0.286771904028274","0.33764327141777","2"
"No","2002","16-34 y.","vocational + Abi","62","0.252832282931479","0.196291674839724","0.309372891023234","2"
"No","2002","16-34 y.","higher vocational","44","0.222517200433273","0.160357193230575","0.284677207635971","2"
"No","2002","16-34 y.","higher education","79","0.174620283736244","0.136449547786982","0.212791019685505","2"
"No","2002","35-65 y.","in school","","","","","2"
"No","2002","35-65 y.","inadequately","6","","","","2"
"No","2002","35-65 y.","general elemantary","87","0.487869043150856","0.418766790138243","0.55697129616347","2"
"No","2002","35-65 y.","middle vocational","903","0.34320825427412","0.325158831903349","0.36125767664489","2"
"No","2002","35-65 y.","vocational + Abi","80","0.329163623536239","0.274607955198913","0.383719291873566","2"
"No","2002","35-65 y.","higher vocational","157","0.296118565259888","0.258867151644678","0.333369978875098","2"
"No","2002","35-65 y.","higher education","382","0.220990863446836","0.201923520560395","0.240058206333277","2"
"Yes","2002","35-65 y.","in school","","","","","1"
"Yes","2002","35-65 y.","inadequately","10","","","","1"
"Yes","2002","35-65 y.","general elemantary","114","0.512130956849144","0.44302870383653","0.581233209861757","1"
"Yes","2002","35-65 y.","middle vocational","1755","0.65679174572588","0.63874232335511","0.674841168096651","1"
"Yes","2002","35-65 y.","vocational + Abi","205","0.670836376463761","0.616280708126435","0.725392044801087","1"
"Yes","2002","35-65 y.","higher vocational","420","0.703881434740112","0.666630021124902","0.741132848355322","1"
"Yes","2002","35-65 y.","higher education","1437","0.779009136553164","0.759941793666723","0.798076479439605","1"
"Yes","2002","66 and older","in school","","","","","1"
"Yes","2002","66 and older","inadequately","","","","","1"
"Yes","2002","66 and older","general elemantary","1","","","","1"
"Yes","2002","66 and older","middle vocational","2","","","","1"
"Yes","2002","66 and older","vocational + Abi","","","","","1"
"Yes","2002","66 and older","higher vocational","","","","","1"
"Yes","2002","66 and older","higher education","3","","","","1"
"Yes","2002","16-34 y.","general elemantary","161","0.588935407163391","0.529470727385822","0.648400086940961","1"
"Yes","2002","16-34 y.","middle vocational","870","0.687792412276978","0.66235672858223","0.713228095971726","1"
"Yes","2002","16-34 y.","higher education","301","0.825379716263756","0.787208980314495","0.863550452213018","1"
"Yes","2002","16-34 y.","in school","14","","","","1"
"Yes","2002","16-34 y.","inadequately","8","","","","1"
"Yes","2002","16-34 y.","vocational + Abi","165","0.747167717068521","0.690627108976765","0.803708325160276","1"
"Yes","2002","16-34 y.","higher vocational","128","0.777482799566727","0.715322792364029","0.839642806769425","1"
"No","2003","66 and older","inadequately","","","","","2"
"No","2003","66 and older","general elemantary","","","","","2"
"No","2003","66 and older","higher vocational","","","","","2"
"No","2003","66 and older","higher education","2","","","","2"
"No","2003","66 and older","in school","","","","","2"
"No","2003","66 and older","middle vocational","2","","","","2"
"No","2003","66 and older","vocational + Abi","","","","","2"
"No","2003","16-34 y.","in school","2","","","","2"
"No","2003","16-34 y.","inadequately","7","","","","2"
"No","2003","16-34 y.","general elemantary","104","0.41516642347256","0.357138708778519","0.473194138166602","2"
"No","2003","16-34 y.","middle vocational","402","0.316338675506735","0.289927431214216","0.342749919799254","2"
"No","2003","16-34 y.","vocational + Abi","65","0.250536351699602","0.196496981950203","0.304575721449001","2"
"No","2003","16-34 y.","higher vocational","40","0.250874196847445","0.182405335370729","0.31934305832416","2"
"No","2003","16-34 y.","higher education","88","0.199441671230608","0.158336238840645","0.240547103620571","2"
"No","2003","35-65 y.","in school","","","","","2"
"No","2003","35-65 y.","inadequately","4","","","","2"
"No","2003","35-65 y.","general elemantary","74","0.391938046045896","0.318981125492761","0.464894966599032","2"
"No","2003","35-65 y.","middle vocational","854","0.342609535694401","0.324264926002333","0.360954145386469","2"
"No","2003","35-65 y.","vocational + Abi","83","0.353015885758995","0.296531855457663","0.409499916060327","2"
"No","2003","35-65 y.","higher vocational","158","0.26097496843515","0.225047952548534","0.296901984321766","2"
"No","2003","35-65 y.","higher education","362","0.207619708099648","0.188131471180814","0.227107945018482","2"
"Yes","2003","35-65 y.","in school","","","","","1"
"Yes","2003","35-65 y.","inadequately","12","","","","1"
"Yes","2003","35-65 y.","general elemantary","98","0.608061953954104","0.535105033400968","0.681018874507239","1"
"Yes","2003","35-65 y.","middle vocational","1717","0.657390464305599","0.639045854613531","0.675735073997667","1"
"Yes","2003","35-65 y.","vocational + Abi","192","0.646984114241005","0.590500083939673","0.703468144542337","1"
"Yes","2003","35-65 y.","higher vocational","416","0.73902503156485","0.703098015678234","0.774952047451466","1"
"Yes","2003","35-65 y.","higher education","1302","0.792380291900352","0.772892054981518","0.811868528819185","1"
"Yes","2003","66 and older","in school","","","","","1"
"Yes","2003","66 and older","inadequately","","","","","1"
"Yes","2003","66 and older","general elemantary","1","","","","1"
"Yes","2003","66 and older","middle vocational","2","","","","1"
"Yes","2003","66 and older","vocational + Abi","","","","","1"
"Yes","2003","66 and older","higher vocational","","","","","1"
"Yes","2003","66 and older","higher education","1","","","","1"
"Yes","2003","16-34 y.","general elemantary","173","0.58483357652744","0.526805861833398","0.642861291221482","1"
"Yes","2003","16-34 y.","middle vocational","789","0.683661324493265","0.657250080200746","0.710072568785785","1"
"Yes","2003","16-34 y.","vocational + Abi","182","0.749463648300398","0.695424278550999","0.803503018049797","1"
"Yes","2003","16-34 y.","higher education","275","0.800558328769392","0.759452896379429","0.841663761159354","1"
"Yes","2003","16-34 y.","in school","2","","","","1"
"Yes","2003","16-34 y.","inadequately","7","","","","1"
"Yes","2003","16-34 y.","higher vocational","114","0.749125803152555","0.68065694167584","0.817594664629271","1"
"No","2004","66 and older","in school","","","","","2"
"No","2004","66 and older","inadequately","","","","","2"
"No","2004","66 and older","general elemantary","","","","","2"
"No","2004","66 and older","higher vocational","","","","","2"
"No","2004","66 and older","higher education","3","","","","2"
"No","2004","66 and older","middle vocational","1","","","","2"
"No","2004","66 and older","vocational + Abi","","","","","2"
"No","2004","16-34 y.","in school","3","","","","2"
"No","2004","16-34 y.","inadequately","2","","","","2"
"No","2004","16-34 y.","general elemantary","84","0.314258552606441","0.256943120165933","0.37157398504695","2"
"No","2004","16-34 y.","middle vocational","350","0.350156775023036","0.321534678239234","0.378778871806838","2"
"No","2004","16-34 y.","vocational + Abi","63","0.257342375924081","0.200472125912653","0.31421262593551","2"
"No","2004","16-34 y.","higher vocational","41","0.227029554595021","0.16043343261919","0.293625676570853","2"
"No","2004","16-34 y.","higher education","89","0.274927562947148","0.226609333876894","0.323245792017401","2"
"No","2004","35-65 y.","in school","","","","","2"
"No","2004","35-65 y.","inadequately","6","","","","2"
"No","2004","35-65 y.","general elemantary","85","0.530182867040186","0.457272529592862","0.60309320448751","2"
"No","2004","35-65 y.","middle vocational","771","0.319078099695184","0.300802900782109","0.337353298608258","2"
"No","2004","35-65 y.","vocational + Abi","89","0.308455845420217","0.254261690418128","0.362650000422305","2"
"No","2004","35-65 y.","higher vocational","131","0.208351191765309","0.174863274136998","0.24183910939362","2"
"No","2004","35-65 y.","higher education","385","0.234863141467057","0.21446446957177","0.255261813362344","2"
"Yes","2004","35-65 y.","in school","","","","","1"
"Yes","2004","35-65 y.","inadequately","8","","","","1"
"Yes","2004","35-65 y.","general elemantary","95","0.469817132959814","0.39690679551249","0.542727470407138","1"
"Yes","2004","35-65 y.","middle vocational","1728","0.680921900304816","0.662646701391742","0.69919709921789","1"
"Yes","2004","35-65 y.","vocational + Abi","190","0.691544154579783","0.637349999577695","0.745738309581872","1"
"Yes","2004","35-65 y.","higher vocational","434","0.791648808234691","0.75816089060638","0.825136725863002","1"
"Yes","2004","35-65 y.","higher education","1274","0.765136858532943","0.744738186637656","0.78553553042823","1"
"Yes","2004","16-34 y.","in school","4","","","","1"
"Yes","2004","16-34 y.","inadequately","8","","","","1"
"Yes","2004","16-34 y.","general elemantary","168","0.685741447393559","0.62842601495305","0.743056879834067","1"
"Yes","2004","16-34 y.","middle vocational","717","0.649843224976964","0.621221128193162","0.678465321760766","1"
"Yes","2004","16-34 y.","vocational + Abi","164","0.742657624075919","0.68578737406449","0.799527874087347","1"
"Yes","2004","16-34 y.","higher vocational","111","0.772970445404979","0.706374323429147","0.83956656738081","1"
"Yes","2004","16-34 y.","higher education","239","0.725072437052852","0.676754207982599","0.773390666123105","1"
"Yes","2004","66 and older","in school","","","","","1"
"Yes","2004","66 and older","inadequately","","","","","1"
"Yes","2004","66 and older","general elemantary","1","","","","1"
"Yes","2004","66 and older","middle vocational","3","","","","1"
"Yes","2004","66 and older","vocational + Abi","","","","","1"
"Yes","2004","66 and older","higher vocational","1","","","","1"
"Yes","2004","66 and older","higher education","2","","","","1"
"No","2005","66 and older","higher vocational","","","","","2"
"No","2005","66 and older","higher education","","","","","2"
"No","2005","66 and older","in school","","","","","2"
"No","2005","66 and older","inadequately","","","","","2"
"No","2005","66 and older","general elemantary","1","","","","2"
"No","2005","66 and older","middle vocational","1","","","","2"
"No","2005","66 and older","vocational + Abi","","","","","2"
"No","2005","16-34 y.","in school","5","","","","2"
"No","2005","16-34 y.","inadequately","2","","","","2"
"No","2005","16-34 y.","general elemantary","87","0.340276035415046","0.2820083126933","0.398543758136791","2"
"No","2005","16-34 y.","middle vocational","302","0.324275606597202","0.294633622139515","0.353917591054889","2"
"No","2005","16-34 y.","vocational + Abi","71","0.329462671025972","0.269496450558896","0.389428891493049","2"
"No","2005","16-34 y.","higher vocational","30","0.185200016077386","0.116549856482376","0.253850175672395","2"
"No","2005","16-34 y.","higher education","69","0.211361228537443","0.16627493454772","0.256447522527167","2"
"No","2005","35-65 y.","in school","","","","","2"
"No","2005","35-65 y.","inadequately","5","","","","2"
"No","2005","35-65 y.","general elemantary","68","0.371817897239263","0.296932692001455","0.446703102477072","2"
"No","2005","35-65 y.","middle vocational","729","0.316020322318003","0.297166874782791","0.334873769853215","2"
"No","2005","35-65 y.","vocational + Abi","72","0.331167262796667","0.274609824146716","0.387724701446617","2"
"No","2005","35-65 y.","higher vocational","137","0.292576546657343","0.253284562682454","0.331868530632232","2"
"No","2005","35-65 y.","higher education","355","0.233191862348299","0.211856328054485","0.254527396642113","2"
"Yes","2005","35-65 y.","in school","","","","","1"
"Yes","2005","35-65 y.","inadequately","12","","","","1"
"Yes","2005","35-65 y.","general elemantary","92","0.628182102760737","0.553296897522928","0.703067307998545","1"
"Yes","2005","35-65 y.","middle vocational","1607","0.683979677681997","0.665126230146785","0.702833125217209","1"
"Yes","2005","35-65 y.","vocational + Abi","194","0.668832737203333","0.612275298553383","0.725390175853284","1"
"Yes","2005","35-65 y.","higher vocational","378","0.707423453342657","0.668131469367768","0.746715437317546","1"
"Yes","2005","35-65 y.","higher education","1154","0.766808137651701","0.745472603357887","0.788143671945515","1"
"Yes","2005","16-34 y.","in school","2","","","","1"
"Yes","2005","16-34 y.","inadequately","7","","","","1"
"Yes","2005","16-34 y.","general elemantary","167","0.659723964584954","0.601456241863209","0.7179916873067","1"
"Yes","2005","16-34 y.","middle vocational","656","0.675724393402798","0.646082408945111","0.705366377860485","1"
"Yes","2005","16-34 y.","vocational + Abi","165","0.670537328974028","0.610571108506951","0.730503549441104","1"
"Yes","2005","16-34 y.","higher vocational","93","0.814799983922614","0.746149824327605","0.883450143517624","1"
"Yes","2005","16-34 y.","higher education","246","0.788638771462556","0.743552477472832","0.83372506545228","1"
"Yes","2005","66 and older","in school","","","","","1"
"Yes","2005","66 and older","inadequately","1","","","","1"
"Yes","2005","66 and older","general elemantary","1","","","","1"
"Yes","2005","66 and older","middle vocational","2","","","","1"
"Yes","2005","66 and older","vocational + Abi","","","","","1"
"Yes","2005","66 and older","higher vocational","1","","","","1"
"Yes","2005","66 and older","higher education","3","","","","1"
"No","2006","66 and older","higher vocational","1","","","","2"
"No","2006","66 and older","higher education","4","","","","2"
"No","2006","66 and older","in school","","","","","2"
"No","2006","66 and older","inadequately","","","","","2"
"No","2006","66 and older","general elemantary","1","","","","2"
"No","2006","66 and older","middle vocational","2","","","","2"
"No","2006","66 and older","vocational + Abi","","","","","2"
"No","2006","16-34 y.","in school","4","","","","2"
"No","2006","16-34 y.","inadequately","5","","","","2"
"No","2006","16-34 y.","general elemantary","64","0.3068869642838","0.244804147305188","0.368969781262412","2"
"No","2006","16-34 y.","middle vocational","300","0.328545020287557","0.299735162532688","0.357354878042427","2"
"No","2006","16-34 y.","vocational + Abi","66","0.277730503816048","0.222758770798769","0.332702236833326","2"
"No","2006","16-34 y.","higher vocational","25","","","","2"
"No","2006","16-34 y.","higher education","65","0.218040259140719","0.173009696679469","0.26307082160197","2"
"No","2006","35-65 y.","in school","1","","","","2"
"No","2006","35-65 y.","inadequately","6","","","","2"
"No","2006","35-65 y.","general elemantary","79","0.420441455450322","0.348127353448318","0.492755557452326","2"
"No","2006","35-65 y.","middle vocational","798","0.299104677603457","0.281662154631634","0.316547200575279","2"
"No","2006","35-65 y.","vocational + Abi","87","0.299211118615454","0.248802949320634","0.349619287910273","2"
"No","2006","35-65 y.","higher vocational","138","0.231145412961367","0.196567818100477","0.265723007822257","2"
"No","2006","35-65 y.","higher education","349","0.193622656554235","0.174877953011975","0.212367360096495","2"
"Yes","2006","35-65 y.","in school","","","","","1"
"Yes","2006","35-65 y.","inadequately","8","","","","1"
"Yes","2006","35-65 y.","general elemantary","100","0.579558544549678","0.507244442547674","0.651872646551683","1"
"Yes","2006","35-65 y.","middle vocational","1849","0.700895322396543","0.683452799424721","0.718337845368366","1"
"Yes","2006","35-65 y.","vocational + Abi","230","0.700788881384546","0.650380712089727","0.751197050679366","1"
"Yes","2006","35-65 y.","higher vocational","433","0.768854587038633","0.734276992177743","0.803432181899523","1"
"Yes","2006","35-65 y.","higher education","1358","0.806377343445765","0.787632639903505","0.825122046988025","1"
"Yes","2006","16-34 y.","in school","3","","","","1"
"Yes","2006","16-34 y.","inadequately","7","","","","1"
"Yes","2006","16-34 y.","general elemantary","148","0.6931130357162","0.631030218737588","0.755195852694812","1"
"Yes","2006","16-34 y.","middle vocational","721","0.671454979712443","0.642645121957573","0.700264837467312","1"
"Yes","2006","16-34 y.","vocational + Abi","189","0.722269496183953","0.667297763166674","0.777241229201231","1"
"Yes","2006","16-34 y.","higher vocational","95","0.816589758449793","0.747347500138352","0.885832016761234","1"
"Yes","2006","16-34 y.","higher education","258","0.781959740859281","0.73692917839803","0.826990303320531","1"
"Yes","2006","66 and older","in school","","","","","1"
"Yes","2006","66 and older","inadequately","1","","","","1"
"Yes","2006","66 and older","general elemantary","1","","","","1"
"Yes","2006","66 and older","middle vocational","7","","","","1"
"Yes","2006","66 and older","vocational + Abi","","","","","1"
"Yes","2006","66 and older","higher vocational","1","","","","1"
"Yes","2006","66 and older","higher education","3","","","","1"
"No","2007","66 and older","higher vocational","2","","","","2"
"No","2007","66 and older","higher education","3","","","","2"
"No","2007","66 and older","in school","","","","","2"
"No","2007","66 and older","inadequately","","","","","2"
"No","2007","66 and older","general elemantary","","","","","2"
"No","2007","66 and older","middle vocational","3","","","","2"
"No","2007","66 and older","vocational + Abi","","","","","2"
"No","2007","16-34 y.","in school","3","","","","2"
"No","2007","16-34 y.","inadequately","7","","","","2"
"No","2007","16-34 y.","general elemantary","71","0.379169360840273","0.309630034843857","0.44870868683669","2"
"No","2007","16-34 y.","middle vocational","262","0.28010625244345","0.251353865930032","0.308858638956869","2"
"No","2007","16-34 y.","vocational + Abi","56","0.187583235245513","0.138194384610935","0.236972085880092","2"
"No","2007","16-34 y.","higher vocational","14","","","","2"
"No","2007","16-34 y.","higher education","49","0.141602922252792","0.103872523731804","0.179333320773781","2"
"No","2007","35-65 y.","in school","","","","","2"
"No","2007","35-65 y.","inadequately","2","","","","2"
"No","2007","35-65 y.","general elemantary","42","0.343574761603421","0.260980572683474","0.426168950523368","2"
"No","2007","35-65 y.","middle vocational","689","0.265620234361419","0.248283077416401","0.282957391306437","2"
"No","2007","35-65 y.","vocational + Abi","70","0.241948636812727","0.193647703144236","0.290249570481218","2"
"No","2007","35-65 y.","higher vocational","131","0.241580339202032","0.205709625918294","0.277451052485769","2"
"No","2007","35-65 y.","higher education","367","0.23167602346473","0.210977260760871","0.252374786168589","2"
"Yes","2007","35-65 y.","in school","","","","","1"
"Yes","2007","35-65 y.","inadequately","3","","","","1"
"Yes","2007","35-65 y.","general elemantary","85","0.656425238396579","0.573831049476632","0.739019427316526","1"
"Yes","2007","35-65 y.","middle vocational","1804","0.734379765638581","0.717042608693563","0.751716922583599","1"
"Yes","2007","35-65 y.","vocational + Abi","232","0.758051363187273","0.709750429518782","0.806352296855764","1"
"Yes","2007","35-65 y.","higher vocational","416","0.758419660797968","0.722548947514231","0.794290374081706","1"
"Yes","2007","35-65 y.","higher education","1229","0.76832397653527","0.747625213831411","0.789022739239129","1"
"Yes","2007","16-34 y.","general elemantary","116","0.620830639159727","0.55129131316331","0.690369965156143","1"
"Yes","2007","16-34 y.","middle vocational","675","0.71989374755655","0.691141361043131","0.748646134069968","1"
"Yes","2007","16-34 y.","vocational + Abi","184","0.812416764754487","0.763027914119908","0.861805615389065","1"
"Yes","2007","16-34 y.","higher vocational","75","0.880260491516235","0.812811194408343","0.947709788624126","1"
"Yes","2007","16-34 y.","higher education","279","0.858397077747208","0.820666679226219","0.896127476268196","1"
"Yes","2007","16-34 y.","in school","2","","","","1"
"Yes","2007","16-34 y.","inadequately","5","","","","1"
"Yes","2007","66 and older","in school","","","","","1"
"Yes","2007","66 and older","inadequately","","","","","1"
"Yes","2007","66 and older","general elemantary","","","","","1"
"Yes","2007","66 and older","middle vocational","7","","","","1"
"Yes","2007","66 and older","vocational + Abi","1","","","","1"
"Yes","2007","66 and older","higher vocational","1","","","","1"
"Yes","2007","66 and older","higher education","6","","","","1"
"No","2008","66 and older","in school","","","","","2"
"No","2008","66 and older","inadequately","","","","","2"
"No","2008","66 and older","general elemantary","1","","","","2"
"No","2008","66 and older","middle vocational","6","","","","2"
"No","2008","66 and older","vocational + Abi","","","","","2"
"No","2008","66 and older","higher vocational","","","","","2"
"No","2008","66 and older","higher education","","","","","2"
"No","2008","16-34 y.","in school","5","","","","2"
"No","2008","16-34 y.","inadequately","6","","","","2"
"No","2008","16-34 y.","general elemantary","59","0.312595306819829","0.248984562044653","0.376206051595005","2"
"No","2008","16-34 y.","middle vocational","267","0.293474979829198","0.263986684462132","0.322963275196263","2"
"No","2008","16-34 y.","vocational + Abi","56","0.234634681801282","0.17798997233481","0.291279391267754","2"
"No","2008","16-34 y.","higher vocational","17","","","","2"
"No","2008","16-34 y.","higher education","64","0.199057766314035","0.15584606856596","0.242269464062109","2"
"No","2008","35-65 y.","in school","","","","","2"
"No","2008","35-65 y.","inadequately","3","","","","2"
"No","2008","35-65 y.","general elemantary","63","0.436952589951648","0.356219099106454","0.517686080796842","2"
"No","2008","35-65 y.","middle vocational","767","0.311100248340558","0.292854393061876","0.32934610361924","2"
"No","2008","35-65 y.","vocational + Abi","82","0.266823312454333","0.218513387305586","0.31513323760308","2"
