"plb0196_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2008","(2a) intermediate vocational","614","0.279904438715163","0.261258341583284","0.298550535847042"
"No","2008","(2c_gen) general maturity certificate","53","0.336632965915406","0.261009300053135","0.412256631777677"
"No","2008","(2c_voc) vocational maturity certificate","179","0.251154524267456","0.219187295264188","0.283121753270723"
"No","2008","(3a) lower tertiary education","165","0.197815412573807","0.169094840138566","0.226535985009048"
"No","2008","(3b) higher tertiary education","239","0.237500906037157","0.212578418870304","0.262423393204009"
"Yes","2009","(0) in school","3","","",""
"Yes","2009","(1a) inadequately completed","12","","",""
"Yes","2009","(1b) general elementary school","89","0.62387906733517","0.546098892305743","0.701659242364596"
"Yes","2009","(1c) basic vocational qualification","757","0.648226823312128","0.620829538638594","0.675624107985662"
"Yes","2009","(2b) intermediate general qualification","72","0.64386978414519","0.559586648947834","0.728152919342546"
"Yes","2009","(2a) intermediate vocational","1376","0.68805559205815","0.667571478233233","0.708539705883067"
"Yes","2009","(2c_gen) general maturity certificate","95","0.734423802627273","0.665777448735962","0.803070156518585"
"Yes","2009","(2c_voc) vocational maturity certificate","463","0.756222553895772","0.722425890941596","0.790019216849947"
"Yes","2009","(3a) lower tertiary education","531","0.771689541071674","0.740595062274032","0.802784019869316"
"Yes","2009","(3b) higher tertiary education","804","0.781700047451636","0.756311695839908","0.807088399063364"
"No","2009","(0) in school","2","","",""
"No","2009","(1a) inadequately completed","8","","",""
"No","2009","(1b) general elementary school","60","0.376120932664831","0.298340757635404","0.453901107694257"
"No","2009","(1c) basic vocational qualification","410","0.351773176687872","0.324375892014338","0.379170461361406"
"No","2009","(2b) intermediate general qualification","52","0.35613021585481","0.271847080657454","0.440413351052166"
"No","2009","(2a) intermediate vocational","589","0.31194440794185","0.291460294116933","0.332428521766767"
"No","2009","(2c_gen) general maturity certificate","64","0.265576197372727","0.196929843481415","0.334222551264039"
"No","2009","(2c_voc) vocational maturity certificate","157","0.243777446104228","0.209980783150053","0.277574109058404"
"No","2009","(3a) lower tertiary education","169","0.228310458928326","0.197215980130684","0.259404937725968"
"No","2009","(3b) higher tertiary education","213","0.218299952548364","0.192911600936636","0.243688304160092"
"Yes","2010","(0) in school","5","","",""
"Yes","2010","(1a) inadequately completed","29","","",""
"Yes","2010","(1b) general elementary school","152","0.53518270847827","0.474557451645049","0.59580796531149"
"Yes","2010","(1c) basic vocational qualification","972","0.62546131588799","0.601428042230854","0.649494589545126"
"Yes","2010","(2b) intermediate general qualification","125","0.617143917941097","0.547099548690861","0.687188287191334"
"Yes","2010","(2a) intermediate vocational","1836","0.662285917900786","0.644480146591589","0.680091689209984"
"Yes","2010","(2c_gen) general maturity certificate","123","0.660404537835628","0.593935904563566","0.726873171107689"
"Yes","2010","(2c_voc) vocational maturity certificate","687","0.723221424151113","0.694710952664844","0.751731895637382"
"Yes","2010","(3a) lower tertiary education","662","0.766421526100667","0.738434865026675","0.79440818717466"
"Yes","2010","(3b) higher tertiary education","1105","0.757749221136478","0.735689031643915","0.779809410629041"
"No","2010","(0) in school","2","","",""
"No","2010","(1a) inadequately completed","17","","",""
"No","2010","(1b) general elementary school","108","0.464817291521731","0.40419203468851","0.525442548354951"
"No","2010","(1c) basic vocational qualification","586","0.37453868411201","0.350505410454874","0.398571957769146"
"No","2010","(2b) intermediate general qualification","60","0.382856082058903","0.312811712808666","0.45290045130914"
"No","2010","(2a) intermediate vocational","874","0.337714082099214","0.319908310790016","0.355519853408411"
"No","2010","(2c_gen) general maturity certificate","72","0.339595462164372","0.273126828892311","0.406064095436434"
"No","2010","(2c_voc) vocational maturity certificate","259","0.276778575848887","0.248268104362618","0.305289047335156"
"No","2010","(3a) lower tertiary education","216","0.233578473899333","0.20559181282534","0.261565134973325"
"No","2010","(3b) higher tertiary education","344","0.242250778863522","0.220190589370959","0.264310968356085"
"Yes","2011","(0) in school","8","","",""
"Yes","2011","(1a) inadequately completed","54","0.786677559486091","0.692704511421486","0.880650607550697"
"Yes","2011","(1b) general elementary school","228","0.611256699424943","0.56076152780853","0.661751871041355"
"Yes","2011","(1c) basic vocational qualification","1247","0.670645274167534","0.648975848603247","0.692314699731821"
"Yes","2011","(2b) intermediate general qualification","161","0.728403397903595","0.670921338301448","0.785885457505743"
"Yes","2011","(2a) intermediate vocational","2391","0.753171960040265","0.738368943320487","0.767974976760042"
"Yes","2011","(2c_gen) general maturity certificate","151","0.656797755789235","0.596352139816814","0.717243371761657"
"Yes","2011","(2c_voc) vocational maturity certificate","894","0.780905854924386","0.756947330154516","0.804864379694257"
"Yes","2011","(3a) lower tertiary education","821","0.792228125398152","0.767804301173789","0.816651949622515"
"Yes","2011","(3b) higher tertiary education","1365","0.787177197213473","0.767817066948055","0.806537327478891"
"No","2011","(0) in school","2","","",""
"No","2011","(1a) inadequately completed","19","","",""
"No","2011","(1b) general elementary school","130","0.388743300575057","0.338248128958645","0.43923847219147"
"No","2011","(1c) basic vocational qualification","560","0.329354725832466","0.307685300268179","0.351024151396753"
"No","2011","(2b) intermediate general qualification","69","0.271596602096405","0.214114542494257","0.329078661698552"
"No","2011","(2a) intermediate vocational","868","0.246828039959736","0.232025023239958","0.261631056679513"
"No","2011","(2c_gen) general maturity certificate","86","0.343202244210764","0.282756628238343","0.403647860183185"
"No","2011","(2c_voc) vocational maturity certificate","251","0.219094145075614","0.195135620305743","0.243052669845484"
"No","2011","(3a) lower tertiary education","239","0.207771874601848","0.183348050377485","0.232195698826211"
"No","2011","(3b) higher tertiary education","352","0.212822802786527","0.193462672521109","0.232182933051945"
"Yes","2012","(0) in school","10","","",""
"Yes","2012","(1a) inadequately completed","52","0.708776348995055","0.614387428882669","0.803165269107442"
"Yes","2012","(1b) general elementary school","245","0.605512155936706","0.55637222537855","0.654652086494863"
"Yes","2012","(1c) basic vocational qualification","1220","0.644952239309116","0.623146571421867","0.666757907196365"
"Yes","2012","(2b) intermediate general qualification","153","0.679433864855215","0.618722838100374","0.740144891610056"
"Yes","2012","(2a) intermediate vocational","2343","0.716138543863897","0.700794950057668","0.731482137670126"
"Yes","2012","(2c_gen) general maturity certificate","177","0.696322921907453","0.639659971747084","0.752985872067821"
"Yes","2012","(2c_voc) vocational maturity certificate","932","0.761424261432413","0.73752750363231","0.785321019232517"
"Yes","2012","(3a) lower tertiary education","806","0.796294178194848","0.771910122561839","0.820678233827857"
"Yes","2012","(3b) higher tertiary education","1354","0.768500568317836","0.748783800750861","0.788217335884811"
"No","2012","(0) in school","4","","",""
"No","2012","(1a) inadequately completed","37","0.291223651004945","0.196834730892558","0.385612571117331"
"No","2012","(1b) general elementary school","135","0.394487844063293","0.345347913505137","0.44362777462145"
"No","2012","(1c) basic vocational qualification","630","0.355047760690884","0.333242092803635","0.376853428578133"
"No","2012","(2b) intermediate general qualification","74","0.320566135144785","0.259855108389944","0.381277161899626"
"No","2012","(2a) intermediate vocational","974","0.283861456136103","0.268517862329874","0.299205049942332"
"No","2012","(2c_gen) general maturity certificate","76","0.303677078092547","0.247014127932179","0.360340028252916"
"No","2012","(2c_voc) vocational maturity certificate","290","0.238575738567587","0.214678980767483","0.26247249636769"
"No","2012","(3a) lower tertiary education","242","0.203705821805152","0.179321766172143","0.228089877438161"
"No","2012","(3b) higher tertiary education","404","0.231499431682164","0.211782664115189","0.251216199249139"
"Yes","2013","(0) in school","16","","",""
"Yes","2013","(1a) inadequately completed","73","0.653842394464881","0.567267379832597","0.740417409097166"
"Yes","2013","(1b) general elementary school","361","0.680523712897014","0.641555750997848","0.71949167479618"
"Yes","2013","(1c) basic vocational qualification","1319","0.669697468385144","0.648692829019798","0.69070210775049"
"Yes","2013","(2b) intermediate general qualification","195","0.711203382495485","0.657832895659194","0.764573869331776"
"Yes","2013","(2a) intermediate vocational","2274","0.718628766508292","0.702930665008239","0.734326868008346"
"Yes","2013","(2c_gen) general maturity certificate","289","0.755008151497274","0.713173446411426","0.796842856583122"
"Yes","2013","(2c_voc) vocational maturity certificate","1012","0.749784321045475","0.726789734756448","0.772778907334502"
"Yes","2013","(3a) lower tertiary education","786","0.769070009080472","0.743105450602577","0.795034567558366"
"Yes","2013","(3b) higher tertiary education","1506","0.767504341956434","0.74888378786076","0.786124896052108"
"No","2013","(0) in school","5","","",""
"No","2013","(1a) inadequately completed","43","0.346157605535118","0.259582590902834","0.432732620167403"
"No","2013","(1b) general elementary school","189","0.319476287102986","0.28050832520382","0.358444249002152"
"No","2013","(1c) basic vocational qualification","607","0.330302531614856","0.30929789224951","0.351307170980202"
"No","2013","(2b) intermediate general qualification","82","0.288796617504515","0.235426130668224","0.342167104340806"
"No","2013","(2a) intermediate vocational","878","0.281371233491708","0.265673131991654","0.297069334991761"
"No","2013","(2c_gen) general maturity certificate","117","0.244991848502726","0.203157143416878","0.286826553588574"
"No","2013","(2c_voc) vocational maturity certificate","351","0.250215678954525","0.227221092665498","0.273210265243552"
"No","2013","(3a) lower tertiary education","226","0.230929990919528","0.204965432441634","0.256894549397423"
"No","2013","(3b) higher tertiary education","471","0.232495658043565","0.213875103947891","0.251116212139239"
"Yes","2014","(0) in school","13","","",""
"Yes","2014","(1a) inadequately completed","53","0.771604357006258","0.680183176568948","0.863025537443568"
"Yes","2014","(1b) general elementary school","289","0.671392175722522","0.627800079903567","0.714984271541477"
"Yes","2014","(1c) basic vocational qualification","1164","0.660257869304445","0.637756973464603","0.682758765144286"
"Yes","2014","(2b) intermediate general qualification","180","0.634498025524476","0.575849349815808","0.693146701233144"
"Yes","2014","(2a) intermediate vocational","2037","0.730653340782998","0.71433209220579","0.746974589360205"
"Yes","2014","(2c_gen) general maturity certificate","259","0.708318306720479","0.662066366497944","0.754570246943013"
"Yes","2014","(2c_voc) vocational maturity certificate","938","0.764784468866954","0.741356331966923","0.788212605766984"
"Yes","2014","(3a) lower tertiary education","730","0.780914767800781","0.754681356086585","0.807148179514977"
"Yes","2014","(3b) higher tertiary education","1362","0.776627444258067","0.757481692440548","0.795773196075585"
"No","2014","(0) in school","2","","",""
"No","2014","(1a) inadequately completed","28","","",""
"No","2014","(1b) general elementary school","157","0.328607824277478","0.285015728458523","0.372199920096433"
"No","2014","(1c) basic vocational qualification","538","0.339742130695555","0.317241234855714","0.362243026535397"
"No","2014","(2b) intermediate general qualification","79","0.365501974475524","0.306853298766856","0.424150650184192"
"No","2014","(2a) intermediate vocational","801","0.269346659217002","0.253025410639795","0.28566790779421"
"No","2014","(2c_gen) general maturity certificate","112","0.291681693279521","0.245429753056987","0.337933633502056"
"No","2014","(2c_voc) vocational maturity certificate","321","0.235215531133046","0.211787394233016","0.258643668033077"
"No","2014","(3a) lower tertiary education","225","0.219085232199219","0.192851820485023","0.245318643913415"
"No","2014","(3b) higher tertiary education","456","0.223372555741933","0.204226803924415","0.242518307559452"
"Yes","2015","(0) in school","4","","",""
"Yes","2015","(1a) inadequately completed","63","0.766602463702868","0.680633863412706","0.852571063993029"
"Yes","2015","(1b) general elementary school","303","0.750479660591585","0.709482984556562","0.791476336626607"
"Yes","2015","(1c) basic vocational qualification","1120","0.705961547849385","0.683184169041884","0.728738926656886"
"Yes","2015","(2b) intermediate general qualification","161","0.749452517854743","0.692192189587815","0.806712846121671"
"Yes","2015","(2a) intermediate vocational","2006","0.758443222623038","0.742180367066703","0.774706078179374"
"Yes","2015","(2c_gen) general maturity certificate","256","0.672234576914976","0.623474421199532","0.72099473263042"
"Yes","2015","(2c_voc) vocational maturity certificate","943","0.763912765691787","0.740072868715601","0.787752662667973"
"Yes","2015","(3a) lower tertiary education","703","0.805517969629495","0.779232461913187","0.831803477345803"
"Yes","2015","(3b) higher tertiary education","1528","0.829814450193427","0.812822761660379","0.846806138726475"
"No","2015","(0) in school","5","","",""
"No","2015","(1a) inadequately completed","30","0.233397536297132","0.147428936006971","0.319366136587294"
"No","2015","(1b) general elementary school","125","0.249520339408415","0.208523663373393","0.290517015443438"
"No","2015","(1c) basic vocational qualification","417","0.294038452150615","0.271261073343114","0.316815830958116"
"No","2015","(2b) intermediate general qualification","59","0.250547482145257","0.193287153878329","0.307807810412185"
"No","2015","(2a) intermediate vocational","655","0.241556777376962","0.225293921820626","0.257819632933297"
"No","2015","(2c_gen) general maturity certificate","100","0.327765423085024","0.27900526736958","0.376525578800468"
"No","2015","(2c_voc) vocational maturity certificate","276","0.236087234308213","0.212247337332027","0.259927131284399"
"No","2015","(3a) lower tertiary education","168","0.194482030370505","0.168196522654197","0.220767538086813"
"No","2015","(3b) higher tertiary education","351","0.170185549806573","0.153193861273525","0.187177238339621"
"Yes","2016","(0) in school","7","","",""
"Yes","2016","(1a) inadequately completed","60","0.670689711110407","0.571936338466341","0.769443083754474"
"Yes","2016","(1b) general elementary school","254","0.639994871231161","0.591151714230347","0.688838028231975"
"Yes","2016","(1c) basic vocational qualification","1061","0.72047296783624","0.697270164498574","0.743675771173906"
"Yes","2016","(2b) intermediate general qualification","145","0.726363179759151","0.66548261689892","0.787243742619381"
"Yes","2016","(2a) intermediate vocational","1890","0.756306812802251","0.739545095145229","0.773068530459273"
"Yes","2016","(2c_gen) general maturity certificate","250","0.742724829049818","0.696053942626468","0.789395715473168"
"Yes","2016","(2c_voc) vocational maturity certificate","950","0.783197360093978","0.760017722684768","0.806376997503188"
"Yes","2016","(3a) lower tertiary education","671","0.823075560015536","0.797098823240542","0.849052296790529"
"Yes","2016","(3b) higher tertiary education","1423","0.809996517548034","0.791878378391942","0.828114656704127"
"No","2016","(0) in school","4","","",""
"No","2016","(1a) inadequately completed","27","","",""
"No","2016","(1b) general elementary school","117","0.360005128768839","0.311161971768025","0.408848285769653"
"No","2016","(1c) basic vocational qualification","376","0.27952703216376","0.256324228826094","0.302729835501426"
"No","2016","(2b) intermediate general qualification","61","0.273636820240849","0.212756257380619","0.33451738310108"
"No","2016","(2a) intermediate vocational","630","0.243693187197749","0.226931469540727","0.260454904854771"
"No","2016","(2c_gen) general maturity certificate","87","0.257275170950182","0.210604284526832","0.303946057373532"
"No","2016","(2c_voc) vocational maturity certificate","264","0.216802639906022","0.193623002496812","0.239982277315232"
"No","2016","(3a) lower tertiary education","158","0.176924439984464","0.150947703209471","0.202901176759458"
"No","2016","(3b) higher tertiary education","378","0.190003482451966","0.171885343295873","0.208121621608058"
"Yes","2017","(0) in school","4","","",""
"Yes","2017","(1a) inadequately completed","78","0.638928864825276","0.554046362250588","0.723811367399963"
"Yes","2017","(1b) general elementary school","284","0.662244116337629","0.616850939344922","0.707637293330337"
"Yes","2017","(1c) basic vocational qualification","1041","0.700570197935409","0.677092919770415","0.724047476100404"
"Yes","2017","(2b) intermediate general qualification","166","0.735090247196039","0.676910576565777","0.7932699178263"
"Yes","2017","(2a) intermediate vocational","2082","0.769838983846699","0.75415205827335","0.785525909420049"
"Yes","2017","(2c_gen) general maturity certificate","301","0.706718347706032","0.663230023418105","0.750206671993959"
"Yes","2017","(2c_voc) vocational maturity certificate","979","0.759772199418667","0.736413435416988","0.783130963420347"
"Yes","2017","(3a) lower tertiary education","747","0.81636288625053","0.791384228592279","0.841341543908781"
"Yes","2017","(3b) higher tertiary education","1558","0.812800654183434","0.795389050961213","0.830212257405655"
"No","2017","(0) in school","3","","",""
"No","2017","(1a) inadequately completed","45","0.361071135174724","0.276188632600037","0.445953637749412"
"No","2017","(1b) general elementary school","133","0.337755883662371","0.292362706669663","0.383149060655078"
"No","2017","(1c) basic vocational qualification","421","0.299429802064591","0.275952523899596","0.322907080229585"
"No","2017","(2b) intermediate general qualification","55","0.264909752803961","0.2067300821737","0.323089423434223"
"No","2017","(2a) intermediate vocational","684","0.230161016153301","0.214474090579951","0.24584794172665"
"No","2017","(2c_gen) general maturity certificate","120","0.293281652293968","0.249793328006041","0.336769976581895"
"No","2017","(2c_voc) vocational maturity certificate","306","0.240227800581333","0.216869036579653","0.263586564583012"
"No","2017","(3a) lower tertiary education","176","0.18363711374947","0.158658456091219","0.208615771407721"
"No","2017","(3b) higher tertiary education","370","0.187199345816566","0.169787742594346","0.204610949038787"
"Yes","2018","(0) in school","3","","",""
"Yes","2018","(1a) inadequately completed","107","0.614312861211288","0.538414581931716","0.690211140490859"
"Yes","2018","(1b) general elementary school","295","0.699946628926214","0.657698197250962","0.742195060601467"
"Yes","2018","(1c) basic vocational qualification","1028","0.702374301366494","0.67906493894456","0.725683663788428"
"Yes","2018","(2b) intermediate general qualification","171","0.787988984415757","0.734582238347919","0.841395730483596"
"Yes","2018","(2a) intermediate vocational","2020","0.749874267644978","0.73368474166241","0.766063793627545"
"Yes","2018","(2c_gen) general maturity certificate","334","0.711953003267619","0.671313701238234","0.752592305297005"
"Yes","2018","(2c_voc) vocational maturity certificate","978","0.780461648403876","0.75794303071572","0.802980266092032"
"Yes","2018","(3a) lower tertiary education","726","0.778900757412861","0.752553444388407","0.805248070437315"
"Yes","2018","(3b) higher tertiary education","1543","0.771042090731375","0.752782565325091","0.789301616137658"
"No","2018","(0) in school","3","","",""
"No","2018","(1a) inadequately completed","51","0.385687138788712","0.309788859509141","0.461585418068284"
"No","2018","(1b) general elementary school","157","0.300053371073786","0.257804939398533","0.342301802749038"
"No","2018","(1c) basic vocational qualification","450","0.297625698633506","0.274316336211572","0.32093506105544"
"No","2018","(2b) intermediate general qualification","54","0.212011015584243","0.158604269516404","0.265417761652081"
"No","2018","(2a) intermediate vocational","729","0.250125732355022","0.233936206372455","0.26631525833759"
"No","2018","(2c_gen) general maturity certificate","143","0.28804699673238","0.247407694702995","0.328686298761766"
"No","2018","(2c_voc) vocational maturity certificate","320","0.219538351596124","0.197019733907968","0.242056969284279"
"No","2018","(3a) lower tertiary education","227","0.221099242587139","0.194751929562685","0.247446555611593"
"No","2018","(3b) higher tertiary education","491","0.228957909268625","0.210698383862342","0.247217434674909"
"Yes","2019","(0) in school","8","","",""
"Yes","2019","(1a) inadequately completed","113","0.773580418636074","0.710295070177909","0.836865767094239"
"Yes","2019","(1b) general elementary school","259","0.744865422343479","0.700446215777992","0.789284628908966"
"Yes","2019","(1c) basic vocational qualification","864","0.725587637146057","0.700235102538889","0.750940171753225"
"Yes","2019","(2b) intermediate general qualification","155","0.684834917850461","0.623304760038095","0.746365075662827"
"Yes","2019","(2a) intermediate vocational","1874","0.768034985357423","0.751392680839035","0.78467728987581"
"Yes","2019","(2c_gen) general maturity certificate","283","0.653707278159982","0.608366261963859","0.699048294356105"
"Yes","2019","(2c_voc) vocational maturity certificate","960","0.79092036531627","0.768157595779339","0.813683134853202"
"Yes","2019","(3a) lower tertiary education","699","0.785973030783861","0.759072525692582","0.812873535875141"
"Yes","2019","(3b) higher tertiary education","1571","0.812433052745966","0.79527326751717","0.829592837974763"
"No","2019","(0) in school","2","","",""
"No","2019","(1a) inadequately completed","55","0.226419581363926","0.163134232905761","0.289704929822091"
"No","2019","(1b) general elementary school","111","0.255134577656521","0.210715371091034","0.299553784222008"
"No","2019","(1c) basic vocational qualification","326","0.274412362853943","0.249059828246775","0.299764897461111"
"No","2019","(2b) intermediate general qualification","64","0.315165082149539","0.253634924337173","0.376695239961905"
"No","2019","(2a) intermediate vocational","597","0.231965014642577","0.21532271012419","0.248607319160965"
"No","2019","(2c_gen) general maturity certificate","140","0.346292721840018","0.300951705643895","0.391633738036141"
"No","2019","(2c_voc) vocational maturity certificate","266","0.20907963468373","0.186316865146798","0.231842404220661"
"No","2019","(3a) lower tertiary education","194","0.214026969216139","0.187126464124859","0.240927474307418"
"No","2019","(3b) higher tertiary education","417","0.187566947254034","0.170407162025237","0.20472673248283"
