"plb0196_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2004","higher education","Urban Area","1080","0.740750982194932","0.718030023379995","0.76347194100987"
"Yes","2004","higher education","Rural Area","435","0.794176184403003","0.760779747363869","0.827572621442136"
"No","2004","in school","Urban Area","3","","",""
"No","2004","in school","Rural Area","","","",""
"No","2004","inadequately","Urban Area","7","","",""
"No","2004","inadequately","Rural Area","1","","",""
"No","2004","general elemantary","Urban Area","107","0.382424752801628","0.327340123059597","0.437509382543659"
"No","2004","general elemantary","Rural Area","62","0.44957343984414","0.365347531032603","0.533799348655677"
"No","2004","middle vocational","Urban Area","677","0.325217427810275","0.3057130524197","0.34472180320085"
"No","2004","middle vocational","Rural Area","445","0.332838324750938","0.307738483897301","0.357938165604574"
"No","2004","vocational + Abi","Urban Area","117","0.269442621848053","0.22579976705906","0.313085476637045"
"No","2004","vocational + Abi","Rural Area","35","0.358607460447559","0.268573479313068","0.448641441582049"
"No","2004","higher vocational","Urban Area","102","0.199133056799001","0.16275751591792","0.235508597680083"
"No","2004","higher vocational","Rural Area","70","0.241979353766642","0.189413021673463","0.294545685859822"
"No","2004","higher education","Urban Area","349","0.259249017805068","0.23652805899013","0.281969976620005"
"No","2004","higher education","Rural Area","128","0.205823815596997","0.172427378557864","0.239220252636131"
"Yes","2005","in school","Urban Area","1","","",""
"Yes","2005","in school","Rural Area","1","","",""
"Yes","2005","inadequately","Urban Area","16","","",""
"Yes","2005","inadequately","Rural Area","4","","",""
"Yes","2005","general elemantary","Urban Area","177","0.622731937668509","0.566059679012234","0.679404196324785"
"Yes","2005","general elemantary","Rural Area","83","0.691110154570532","0.613170826106076","0.769049483034989"
"Yes","2005","middle vocational","Urban Area","1458","0.706480560762864","0.686748891873948","0.72621222965178"
"Yes","2005","middle vocational","Rural Area","807","0.639243289501967","0.612632379013357","0.665854199990577"
"Yes","2005","vocational + Abi","Urban Area","282","0.666917605547337","0.62002070310364","0.713814507991035"
"Yes","2005","vocational + Abi","Rural Area","77","0.682764878134964","0.597332620495394","0.768197135774533"
"Yes","2005","higher vocational","Urban Area","320","0.74296517999259","0.701122326869326","0.784808033115853"
"Yes","2005","higher vocational","Rural Area","152","0.689282703865336","0.628129649179971","0.7504357585507"
"Yes","2005","higher education","Urban Area","1027","0.792781395167124","0.770799375096879","0.814763415237369"
"Yes","2005","higher education","Rural Area","376","0.707695251739617","0.668640821589011","0.746749681890222"
"No","2005","in school","Urban Area","4","","",""
"No","2005","in school","Rural Area","1","","",""
"No","2005","inadequately","Urban Area","6","","",""
"No","2005","inadequately","Rural Area","1","","",""
"No","2005","general elemantary","Urban Area","104","0.377268062331491","0.320595803675215","0.433940320987766"
"No","2005","general elemantary","Rural Area","52","0.308889845429468","0.230950516965011","0.386829173893924"
"No","2005","middle vocational","Urban Area","588","0.293519439237136","0.27378777034822","0.313251108126052"
"No","2005","middle vocational","Rural Area","444","0.360756710498033","0.334145800009423","0.387367620986643"
"No","2005","vocational + Abi","Urban Area","106","0.333082394452663","0.286185492008965","0.37997929689636"
"No","2005","vocational + Abi","Rural Area","37","0.317235121865037","0.231802864225467","0.402667379504606"
"No","2005","higher vocational","Urban Area","99","0.25703482000741","0.215191966884147","0.298877673130674"
"No","2005","higher vocational","Rural Area","68","0.310717296134665","0.2495642414493","0.371870350820029"
"No","2005","higher education","Urban Area","279","0.207218604832876","0.185236584762631","0.229200624903121"
"No","2005","higher education","Rural Area","145","0.292304748260383","0.253250318109778","0.331359178410989"
"Yes","2006","in school","Urban Area","2","","",""
"Yes","2006","in school","Rural Area","1","","",""
"Yes","2006","inadequately","Urban Area","10","","",""
"Yes","2006","inadequately","Rural Area","6","","",""
"Yes","2006","general elemantary","Urban Area","165","0.633046239721164","0.573889887143096","0.692202592299231"
"Yes","2006","general elemantary","Rural Area","84","0.660895885706236","0.58191143513643","0.739880336276042"
"Yes","2006","middle vocational","Urban Area","1649","0.709524924009376","0.690939218593186","0.728110629425565"
"Yes","2006","middle vocational","Rural Area","928","0.663511469623017","0.638626761322696","0.688396177923339"
"Yes","2006","vocational + Abi","Urban Area","318","0.733686940821857","0.691711533642721","0.775662348000993"
"Yes","2006","vocational + Abi","Rural Area","101","0.639767328171998","0.561896598969425","0.717638057374571"
"Yes","2006","higher vocational","Urban Area","354","0.784428501500228","0.746890600799565","0.821966402200891"
"Yes","2006","higher vocational","Rural Area","175","0.753732667225255","0.698293567255482","0.809171767195029"
"Yes","2006","higher education","Urban Area","1195","0.804710755632538","0.784452557228481","0.824968954036595"
"Yes","2006","higher education","Rural Area","424","0.778588982149909","0.744383665397018","0.8127942989028"
"No","2006","in school","Urban Area","2","","",""
"No","2006","in school","Rural Area","3","","",""
"No","2006","inadequately","Urban Area","8","","",""
"No","2006","inadequately","Rural Area","3","","",""
"No","2006","general elemantary","Urban Area","90","0.366953760278836","0.307797407700769","0.426110112856904"
"No","2006","general elemantary","Rural Area","54","0.339104114293764","0.260119663723958","0.41808856486357"
"No","2006","middle vocational","Urban Area","643","0.290475075990624","0.271889370574435","0.309060781406814"
"No","2006","middle vocational","Rural Area","457","0.336488530376983","0.311603822076661","0.361373238677304"
"No","2006","vocational + Abi","Urban Area","108","0.266313059178143","0.224337651999007","0.308288466357279"
"No","2006","vocational + Abi","Rural Area","45","0.360232671828002","0.282361942625429","0.438103401030575"
"No","2006","higher vocational","Urban Area","107","0.215571498499772","0.178033597799109","0.253109399200435"
"No","2006","higher vocational","Rural Area","57","0.246267332774745","0.190828232804971","0.301706432744518"
"No","2006","higher education","Urban Area","276","0.195289244367462","0.175031045963405","0.215547442771519"
"No","2006","higher education","Rural Area","142","0.221411017850091","0.1872057010972","0.255616334602982"
"Yes","2007","in school","Urban Area","","","",""
"Yes","2007","in school","Rural Area","2","","",""
"Yes","2007","inadequately","Urban Area","4","","",""
"Yes","2007","inadequately","Rural Area","4","","",""
"Yes","2007","general elemantary","Urban Area","139","0.656254075040518","0.59170779626946","0.720800353811577"
"Yes","2007","general elemantary","Rural Area","62","0.597873509177782","0.504530637906671","0.691216380448893"
"Yes","2007","middle vocational","Urban Area","1584","0.762768282161468","0.744600513244985","0.780936051077952"
"Yes","2007","middle vocational","Rural Area","902","0.677523552232008","0.652440442662776","0.702606661801239"
"Yes","2007","vocational + Abi","Urban Area","311","0.818108359564431","0.780018290056252","0.856198429072609"
"Yes","2007","vocational + Abi","Rural Area","106","0.694099300436302","0.620112202104856","0.768086398767748"
"Yes","2007","higher vocational","Urban Area","322","0.778128294067488","0.7380068969295","0.818249691205476"
"Yes","2007","higher vocational","Rural Area","170","0.761849986005641","0.706439086527976","0.817260885483307"
"Yes","2007","higher education","Urban Area","1101","0.801132756550704","0.780096383072497","0.822169130028911"
"Yes","2007","higher education","Rural Area","413","0.736326672330425","0.69950232038882","0.77315102427203"
"No","2007","in school","Urban Area","3","","",""
"No","2007","in school","Rural Area","","","",""
"No","2007","inadequately","Urban Area","6","","",""
"No","2007","inadequately","Rural Area","3","","",""
"No","2007","general elemantary","Urban Area","69","0.343745924959482","0.279199646188423","0.40829220373054"
"No","2007","general elemantary","Rural Area","44","0.402126490822218","0.308783619551107","0.495469362093329"
"No","2007","middle vocational","Urban Area","522","0.237231717838532","0.219063948922048","0.255399486755015"
"No","2007","middle vocational","Rural Area","432","0.322476447767992","0.297393338198761","0.347559557337224"
"No","2007","vocational + Abi","Urban Area","83","0.181891640435569","0.143801570927391","0.219981709943748"
"No","2007","vocational + Abi","Rural Area","43","0.305900699563698","0.231913601232252","0.379887797895144"
"No","2007","higher vocational","Urban Area","90","0.221871705932512","0.181750308794524","0.2619931030705"
"No","2007","higher vocational","Rural Area","57","0.238150013994359","0.182739114516693","0.293560913472025"
"No","2007","higher education","Urban Area","282","0.198867243449296","0.177830869971089","0.219903616927503"
"No","2007","higher education","Rural Area","137","0.263673327669575","0.22684897572797","0.30049767961118"
"Yes","2008","in school","Urban Area","4","","",""
"Yes","2008","in school","Rural Area","","","",""
"Yes","2008","inadequately","Urban Area","8","","",""
"Yes","2008","inadequately","Rural Area","3","","",""
"Yes","2008","general elemantary","Urban Area","151","0.662605340535178","0.600267963847787","0.724942717222569"
"Yes","2008","general elemantary","Rural Area","76","0.580482943110173","0.495325467470666","0.66564041874968"
"Yes","2008","middle vocational","Urban Area","1492","0.723930191946554","0.704759549268758","0.743100834624351"
"Yes","2008","middle vocational","Rural Area","868","0.640827161289092","0.614857341007884","0.6667969815703"
"Yes","2008","vocational + Abi","Urban Area","305","0.776970379085681","0.736124791555993","0.817815966615369"
"Yes","2008","vocational + Abi","Rural Area","94","0.651805077121602","0.572321274823096","0.731288879420109"
"Yes","2008","higher vocational","Urban Area","305","0.809924606117316","0.7704230929498","0.849426119284831"
"Yes","2008","higher vocational","Rural Area","166","0.761500776067954","0.704929170531622","0.818072381604285"
"Yes","2008","higher education","Urban Area","1063","0.794560378505775","0.772928150721911","0.816192606289638"
"Yes","2008","higher education","Rural Area","392","0.722476849785604","0.683953327544352","0.761000372026856"
"No","2008","in school","Urban Area","4","","",""
"No","2008","in school","Rural Area","1","","",""
"No","2008","inadequately","Urban Area","5","","",""
"No","2008","inadequately","Rural Area","4","","",""
"No","2008","general elemantary","Urban Area","70","0.337394659464822","0.275057282777431","0.399732036152213"
"No","2008","general elemantary","Rural Area","53","0.419517056889827","0.33435958125032","0.504674532529334"
"No","2008","middle vocational","Urban Area","597","0.276069808053446","0.25689916537565","0.295240450731242"
"No","2008","middle vocational","Rural Area","443","0.359172838710908","0.3332030184297","0.385142658992116"
"No","2008","vocational + Abi","Urban Area","94","0.223029620914319","0.182184033384631","0.263875208444006"
"No","2008","vocational + Abi","Rural Area","44","0.348194922878398","0.268711120579891","0.427678725176904"
"No","2008","higher vocational","Urban Area","74","0.190075393882684","0.150573880715169","0.2295769070502"
"No","2008","higher vocational","Rural Area","52","0.238499223932047","0.181927618395715","0.295070829468378"
"No","2008","higher education","Urban Area","277","0.205439621494225","0.183807393710362","0.227071849278089"
"No","2008","higher education","Rural Area","127","0.277523150214396","0.238999627973144","0.316046672455648"
"Yes","2009","in school","Urban Area","2","","",""
"Yes","2009","in school","Rural Area","1","","",""
"Yes","2009","inadequately","Urban Area","9","","",""
"Yes","2009","inadequately","Rural Area","4","","",""
"Yes","2009","general elemantary","Urban Area","104","0.642425279368816","0.570165030372231","0.714685528365401"
"Yes","2009","general elemantary","Rural Area","52","0.606600208862792","0.508880803680656","0.704319614044929"
"Yes","2009","middle vocational","Urban Area","1239","0.708785988215506","0.687692037034649","0.729879939396363"
"Yes","2009","middle vocational","Rural Area","747","0.608231759958008","0.580379768897124","0.636083751018892"
"Yes","2009","vocational + Abi","Urban Area","263","0.747296564681372","0.701834767655898","0.792758361706845"
"Yes","2009","vocational + Abi","Rural Area","89","0.704995981101447","0.624401960466984","0.78559000173591"
"Yes","2009","higher vocational","Urban Area","259","0.773807644322406","0.729140456560246","0.818474832084567"
"Yes","2009","higher vocational","Rural Area","143","0.697376594180203","0.635243442358782","0.759509746001624"
"Yes","2009","higher education","Urban Area","951","0.784935951030673","0.761814307042175","0.808057595019171"
"Yes","2009","higher education","Rural Area","384","0.751888245315294","0.714180276388838","0.789596214241749"
"No","2009","in school","Urban Area","2","","",""
"No","2009","in school","Rural Area","","","",""
"No","2009","inadequately","Urban Area","5","","",""
"No","2009","inadequately","Rural Area","5","","",""
"No","2009","general elemantary","Urban Area","65","0.357574720631184","0.285314471634599","0.429834969627769"
"No","2009","general elemantary","Rural Area","44","0.393399791137208","0.295680385955071","0.491119196319344"
"No","2009","middle vocational","Urban Area","543","0.291214011784494","0.270120060603637","0.312307962965351"
"No","2009","middle vocational","Rural Area","433","0.391768240041992","0.363916248981108","0.419620231102876"
"No","2009","vocational + Abi","Urban Area","88","0.252703435318628","0.207241638293155","0.298165232344101"
"No","2009","vocational + Abi","Rural Area","34","0.295004018898553","0.214409998264091","0.375598039533016"
"No","2009","higher vocational","Urban Area","78","0.226192355677594","0.181525167915433","0.270859543439754"
"No","2009","higher vocational","Rural Area","67","0.302623405819797","0.240490253998376","0.364756557641218"
"No","2009","higher education","Urban Area","262","0.215064048969327","0.191942404980829","0.238185692957825"
"No","2009","higher education","Rural Area","120","0.248111754684706","0.210403785758251","0.285819723611162"
"Yes","2010","in school","Urban Area","4","","",""
"Yes","2010","in school","Rural Area","1","","",""
"Yes","2010","inadequately","Urban Area","19","","",""
"Yes","2010","inadequately","Rural Area","9","","",""
"Yes","2010","general elemantary","Urban Area","176","0.563958802974187","0.506587515731115","0.621330090217259"
"Yes","2010","general elemantary","Rural Area","97","0.574450722701994","0.495327534181987","0.653573911222001"
"Yes","2010","middle vocational","Urban Area","1578","0.663872767341217","0.64498565852257","0.682759876159864"
"Yes","2010","middle vocational","Rural Area","1056","0.611925735033735","0.588511595026883","0.635339875040586"
"Yes","2010","vocational + Abi","Urban Area","391","0.718643070955193","0.680575854199867","0.756710287710519"
"Yes","2010","vocational + Abi","Rural Area","133","0.622035830013235","0.555003690877051","0.689067969149419"
"Yes","2010","higher vocational","Urban Area","313","0.757749418352157","0.716227093954941","0.799271742749373"
"Yes","2010","higher vocational","Rural Area","197","0.67473764609647","0.619469115136824","0.730006177056116"
"Yes","2010","higher education","Urban Area","1320","0.778100638539159","0.758429087938018","0.7977721891403"
"Yes","2010","higher education","Rural Area","447","0.698973567870845","0.662661536424216","0.735285599317475"
"No","2010","in school","Urban Area","1","","",""
"No","2010","in school","Rural Area","1","","",""
"No","2010","inadequately","Urban Area","11","","",""
"No","2010","inadequately","Rural Area","2","","",""
"No","2010","general elemantary","Urban Area","111","0.436041197025813","0.378669909782741","0.493412484268885"
"No","2010","general elemantary","Rural Area","53","0.425549277298006","0.346426088777999","0.504672465818013"
"No","2010","middle vocational","Urban Area","825","0.336127232658783","0.317240123840136","0.35501434147743"
"No","2010","middle vocational","Rural Area","608","0.388074264966265","0.364660124959414","0.411488404973117"
"No","2010","vocational + Abi","Urban Area","145","0.281356929044807","0.243289712289481","0.319424145800133"
"No","2010","vocational + Abi","Rural Area","68","0.377964169986765","0.310932030850581","0.444996309122949"
"No","2010","higher vocational","Urban Area","96","0.242250581647843","0.200728257250627","0.283772906045059"
"No","2010","higher vocational","Rural Area","79","0.32526235390353","0.269993822943884","0.380530884863176"
"No","2010","higher education","Urban Area","394","0.221899361460841","0.2022278108597","0.241570912061982"
"No","2010","higher education","Rural Area","166","0.301026432129155","0.264714400682525","0.337338463575784"
"Yes","2011","in school","Urban Area","6","","",""
"Yes","2011","in school","Rural Area","2","","",""
"Yes","2011","inadequately","Urban Area","30","0.752123643534164","0.619958072961348","0.88428921410698"
"Yes","2011","inadequately","Rural Area","11","","",""
"Yes","2011","general elemantary","Urban Area","259","0.694059356398519","0.646850395338984","0.741268317458055"
"Yes","2011","general elemantary","Rural Area","124","0.591732969740787","0.525725463112037","0.657740476369536"
"Yes","2011","middle vocational","Urban Area","2041","0.739115425408666","0.722888226539595","0.755342624277738"
"Yes","2011","middle vocational","Rural Area","1379","0.666684136769923","0.646122012292953","0.687246261246893"
"Yes","2011","vocational + Abi","Urban Area","509","0.783935043476041","0.752222713095309","0.815647373856774"
"Yes","2011","vocational + Abi","Rural Area","185","0.766662833435149","0.714233751675862","0.819091915194436"
"Yes","2011","higher vocational","Urban Area","397","0.809127136544371","0.774259809298433","0.843994463790309"
"Yes","2011","higher vocational","Rural Area","252","0.739136783818216","0.69183223286005","0.786441334776382"
"Yes","2011","higher education","Urban Area","1614","0.799150601204878","0.781701013879776","0.81660018852998"
"Yes","2011","higher education","Rural Area","572","0.754298540759724","0.723529449323193","0.785067632196255"
"No","2011","in school","Urban Area","2","","",""
"No","2011","in school","Rural Area","","","",""
"No","2011","inadequately","Urban Area","11","","",""
"No","2011","inadequately","Rural Area","7","","",""
"No","2011","general elemantary","Urban Area","107","0.305940643601481","0.258731682541945","0.353149604661016"
"No","2011","general elemantary","Rural Area","89","0.408267030259213","0.342259523630464","0.474274536887963"
"No","2011","middle vocational","Urban Area","772","0.260884574591334","0.244657375722262","0.277111773460405"
"No","2011","middle vocational","Rural Area","640","0.333315863230077","0.312753738753107","0.353877987707047"
"No","2011","vocational + Abi","Urban Area","138","0.216064956523959","0.184352626143226","0.247777286904691"
"No","2011","vocational + Abi","Rural Area","65","0.233337166564851","0.180908084805564","0.285766248324138"
"No","2011","higher vocational","Urban Area","91","0.190872863455629","0.156005536209691","0.225740190701567"
"No","2011","higher vocational","Rural Area","79","0.260863216181784","0.213558665223618","0.30816776713995"
"No","2011","higher education","Urban Area","411","0.200849398795122","0.18339981147002","0.218298986120224"
"No","2011","higher education","Rural Area","180","0.245701459240276","0.214932367803745","0.276470550676807"
"Yes","2012","in school","Urban Area","6","","",""
"Yes","2012","in school","Rural Area","2","","",""
"Yes","2012","inadequately","Urban Area","34","0.706026649807786","0.587756487935867","0.824296811679704"
"Yes","2012","inadequately","Rural Area","12","","",""
"Yes","2012","general elemantary","Urban Area","256","0.65072999769893","0.602859641341485","0.698600354056375"
"Yes","2012","general elemantary","Rural Area","134","0.602852547880783","0.536986500644116","0.66871859511745"
"Yes","2012","middle vocational","Urban Area","1987","0.684957176271233","0.667985716384685","0.701928636157781"
"Yes","2012","middle vocational","Rural Area","1408","0.667090294071088","0.646987356967952","0.687193231174224"
"Yes","2012","vocational + Abi","Urban Area","512","0.747052686738412","0.714355991803494","0.779749381673329"
"Yes","2012","vocational + Abi","Rural Area","208","0.783461022065627","0.734956196716575","0.831965847414679"
"Yes","2012","higher vocational","Urban Area","383","0.780843620217826","0.744401420526469","0.817285819909183"
"Yes","2012","higher vocational","Rural Area","254","0.743948552267977","0.696643308582172","0.791253795953782"
"Yes","2012","higher education","Urban Area","1582","0.783153649320689","0.765297211607258","0.80101008703412"
"Yes","2012","higher education","Rural Area","578","0.765047324453249","0.734905076179229","0.795189572727269"
"No","2012","in school","Urban Area","3","","",""
"No","2012","in school","Rural Area","1","","",""
"No","2012","inadequately","Urban Area","23","","",""
"No","2012","inadequately","Rural Area","8","","",""
"No","2012","general elemantary","Urban Area","125","0.34927000230107","0.301399645943625","0.397140358658515"
"No","2012","general elemantary","Rural Area","78","0.397147452119217","0.33128140488255","0.463013499355884"
"No","2012","middle vocational","Urban Area","891","0.315042823728767","0.298071363842219","0.332014283615315"
"No","2012","middle vocational","Rural Area","703","0.332909705928912","0.312806768825775","0.353012643032048"
"No","2012","vocational + Abi","Urban Area","167","0.252947313261588","0.220250618326671","0.285644008196506"
"No","2012","vocational + Abi","Rural Area","69","0.216538977934373","0.168034152585321","0.265043803283426"
"No","2012","higher vocational","Urban Area","112","0.219156379782174","0.182714180090817","0.255598579473531"
"No","2012","higher vocational","Rural Area","73","0.256051447732023","0.208746204046218","0.303356691417828"
"No","2012","higher education","Urban Area","464","0.216846350679311","0.19898991296588","0.234702788392742"
"No","2012","higher education","Rural Area","182","0.234952675546751","0.204810427272731","0.265094923820771"
"Yes","2013","in school","Urban Area","14","","",""
"Yes","2013","in school","Rural Area","2","","",""
"Yes","2013","inadequately","Urban Area","48","0.830907195796486","0.742464419113631","0.919349972479342"
"Yes","2013","inadequately","Rural Area","14","","",""
"Yes","2013","general elemantary","Urban Area","382","0.72254107731432","0.685523281786909","0.759558872841731"
"Yes","2013","general elemantary","Rural Area","170","0.634493631362115","0.57538660528316","0.693600657441069"
"Yes","2013","middle vocational","Urban Area","2171","0.713191958580386","0.697130609461718","0.729253307699054"
"Yes","2013","middle vocational","Rural Area","1394","0.673277186442944","0.652964386348107","0.69358998653778"
"Yes","2013","vocational + Abi","Urban Area","619","0.763979976212897","0.735108898748048","0.792851053677747"
"Yes","2013","vocational + Abi","Rural Area","205","0.663627937918182","0.608678758624925","0.718577117211439"
"Yes","2013","higher vocational","Urban Area","370","0.786586342168041","0.749545276955493","0.823627407380588"
"Yes","2013","higher vocational","Rural Area","223","0.770215901511096","0.72188022265006","0.818551580372133"
"Yes","2013","higher education","Urban Area","1688","0.770203822433381","0.75257197032226","0.787835674544502"
"Yes","2013","higher education","Rural Area","604","0.761063920703721","0.731550989840094","0.790576851567347"
"No","2013","in school","Urban Area","2","","",""
"No","2013","in school","Rural Area","3","","",""
"No","2013","inadequately","Urban Area","21","","",""
"No","2013","inadequately","Rural Area","18","","",""
"No","2013","general elemantary","Urban Area","180","0.27745892268568","0.240441127158269","0.314476718213091"
"No","2013","general elemantary","Rural Area","85","0.365506368637885","0.306399342558931","0.42461339471684"
"No","2013","middle vocational","Urban Area","875","0.286808041419614","0.270746692300946","0.302869390538282"
"No","2013","middle vocational","Rural Area","654","0.326722813557056","0.30641001346222","0.347035613651893"
"No","2013","vocational + Abi","Urban Area","212","0.236020023787103","0.207148946322253","0.264891101251952"
"No","2013","vocational + Abi","Rural Area","79","0.336372062081818","0.28142288278856","0.391321241375075"
"No","2013","higher vocational","Urban Area","100","0.213413657831959","0.176372592619412","0.250454723044507"
"No","2013","higher vocational","Rural Area","68","0.229784098488904","0.181448419627867","0.27811977734994"
"No","2013","higher education","Urban Area","499","0.229796177566619","0.212164325455498","0.24742802967774"
"No","2013","higher education","Rural Area","198","0.238936079296279","0.209423148432653","0.268449010159906"
"Yes","2014","in school","Urban Area","4","","",""
"Yes","2014","in school","Rural Area","7","","",""
"Yes","2014","inadequately","Urban Area","25","","",""
"Yes","2014","inadequately","Rural Area","13","","",""
"Yes","2014","general elemantary","Urban Area","325","0.693121803764569","0.65129280709152","0.734950800437618"
"Yes","2014","general elemantary","Rural Area","140","0.583866221647239","0.520024658791419","0.647707784503059"
"Yes","2014","middle vocational","Urban Area","1929","0.724585857955296","0.707720065514058","0.741451650396533"
"Yes","2014","middle vocational","Rural Area","1275","0.663304546676389","0.641908259870571","0.684700833482207"
"Yes","2014","vocational + Abi","Urban Area","566","0.78197656167006","0.752523999904503","0.811429123435618"
"Yes","2014","vocational + Abi","Rural Area","196","0.725512093685297","0.672381168196614","0.77864301917398"
"Yes","2014","higher vocational","Urban Area","329","0.761220027658611","0.720829431967458","0.801610623349764"
"Yes","2014","higher vocational","Rural Area","197","0.746109475983463","0.693903888878097","0.798315063088828"
"Yes","2014","higher education","Urban Area","1534","0.784241576693877","0.766356325236528","0.802126828151225"
"Yes","2014","higher education","Rural Area","558","0.7568673014906","0.725980670200773","0.787753932780428"
"No","2014","in school","Urban Area","1","","",""
"No","2014","in school","Rural Area","1","","",""
"No","2014","inadequately","Urban Area","21","","",""
"No","2014","inadequately","Rural Area","9","","",""
"No","2014","general elemantary","Urban Area","142","0.306878196235431","0.265049199562382","0.34870719290848"
"No","2014","general elemantary","Rural Area","89","0.416133778352761","0.352292215496941","0.479975341208581"
"No","2014","middle vocational","Urban Area","766","0.275414142044704","0.258548349603467","0.292279934485942"
"No","2014","middle vocational","Rural Area","599","0.336695453323611","0.315299166517793","0.358091740129429"
"No","2014","vocational + Abi","Urban Area","189","0.21802343832994","0.188570876564382","0.247476000095497"
"No","2014","vocational + Abi","Rural Area","75","0.274487906314703","0.22135698082602","0.327618831803386"
"No","2014","higher vocational","Urban Area","99","0.238779972341389","0.198389376650236","0.279170568032542"
"No","2014","higher vocational","Rural Area","70","0.253890524016537","0.201684936911172","0.306096111121903"
"No","2014","higher education","Urban Area","498","0.215758423306123","0.197873171848775","0.233643674763472"
"No","2014","higher education","Rural Area","183","0.2431326985094","0.212246067219572","0.274019329799227"
"Yes","2015","in school","Urban Area","2","","",""
"Yes","2015","in school","Rural Area","1","","",""
"Yes","2015","inadequately","Urban Area","35","0.739176004197371","0.622064674217368","0.856287334177375"
"Yes","2015","inadequately","Rural Area","13","","",""
"Yes","2015","general elemantary","Urban Area","291","0.762554390045033","0.721315789191118","0.803792990898948"
"Yes","2015","general elemantary","Rural Area","168","0.724206543437442","0.666822211271076","0.781590875603808"
"Yes","2015","middle vocational","Urban Area","1830","0.741715053920569","0.724355308370903","0.759074799470235"
"Yes","2015","middle vocational","Rural Area","1270","0.708883436476465","0.687815197486187","0.729951675466743"
"Yes","2015","vocational + Abi","Urban Area","546","0.734975107617009","0.702737597497658","0.767212617736361"
"Yes","2015","vocational + Abi","Rural Area","195","0.738753416077874","0.685760088740277","0.79174674341547"
"Yes","2015","higher vocational","Urban Area","362","0.83113973293096","0.795354174295684","0.866925291566237"
"Yes","2015","higher vocational","Rural Area","215","0.800965322712751","0.752432824354761","0.84949782107074"
"Yes","2015","higher education","Urban Area","1634","0.819786823978518","0.802971000413656","0.83660264754338"
"Yes","2015","higher education","Rural Area","597","0.825795413574889","0.798523242669155","0.853067584480622"
"No","2015","in school","Urban Area","5","","",""
"No","2015","in school","Rural Area","","","",""
"No","2015","inadequately","Urban Area","19","","",""
"No","2015","inadequately","Rural Area","8","","",""
"No","2015","general elemantary","Urban Area","118","0.237445609954967","0.196207009101052","0.278684210808882"
"No","2015","general elemantary","Rural Area","65","0.275793456562558","0.218409124396192","0.333177788728924"
"No","2015","middle vocational","Urban Area","612","0.258284946079431","0.240925200529765","0.275644691629097"
"No","2015","middle vocational","Rural Area","516","0.291116563523535","0.270048324533257","0.312184802513813"
"No","2015","vocational + Abi","Urban Area","174","0.26502489238299","0.232787382263639","0.297262402502342"
"No","2015","vocational + Abi","Rural Area","69","0.261246583922126","0.20825325658453","0.314239911259723"
"No","2015","higher vocational","Urban Area","59","0.16886026706904","0.133074708433763","0.204645825704316"
"No","2015","higher vocational","Rural Area","45","0.199034677287249","0.15050217892926","0.247567175645239"
"No","2015","higher education","Urban Area","373","0.180213176021482","0.16339735245662","0.197028999586344"
"No","2015","higher education","Rural Area","146","0.174204586425111","0.146932415519378","0.201476757330845"
"Yes","2016","in school","Urban Area","7","","",""
"Yes","2016","in school","Rural Area","","","",""
"Yes","2016","inadequately","Urban Area","32","0.660405165744932","0.525015682515854","0.795794648974011"
"Yes","2016","inadequately","Rural Area","12","","",""
"Yes","2016","general elemantary","Urban Area","255","0.71706781269478","0.670795767867122","0.763339857522438"
"Yes","2016","general elemantary","Rural Area","138","0.596110186091448","0.528777222644382","0.663443149538513"
"Yes","2016","middle vocational","Urban Area","1782","0.757349365871034","0.739991321464049","0.774707410278019"
"Yes","2016","middle vocational","Rural Area","1203","0.703077941686852","0.681203647359003","0.724952236014702"
"Yes","2016","vocational + Abi","Urban Area","567","0.77373458301213","0.743214578977851","0.804254587046409"
"Yes","2016","vocational + Abi","Rural Area","203","0.771756401069814","0.721508246371002","0.822004555768627"
"Yes","2016","higher vocational","Urban Area","310","0.802658825476496","0.763057786962592","0.8422598639904"
"Yes","2016","higher vocational","Rural Area","193","0.808979274594146","0.76025032728662","0.857708221901673"
"Yes","2016","higher education","Urban Area","1516","0.815220245306329","0.797828015012679","0.832612475599979"
"Yes","2016","higher education","Rural Area","578","0.811633527763404","0.78301348325359","0.840253572273219"
"No","2016","in school","Urban Area","4","","",""
"No","2016","in school","Rural Area","","","",""
"No","2016","inadequately","Urban Area","15","","",""
"No","2016","inadequately","Rural Area","7","","",""
"No","2016","general elemantary","Urban Area","109","0.28293218730522","0.236660142477562","0.329204232132878"
"No","2016","general elemantary","Rural Area","66","0.403889813908552","0.336556850461486","0.471222777355618"
"No","2016","middle vocational","Urban Area","561","0.242650634128966","0.225292589721981","0.260008678535951"
"No","2016","middle vocational","Rural Area","473","0.296922058313148","0.275047763985298","0.318796352640997"
"No","2016","vocational + Abi","Urban Area","155","0.22626541698787","0.195745412953591","0.256785421022149"
"No","2016","vocational + Abi","Rural Area","65","0.228243598930185","0.177995444231373","0.278491753628997"
"No","2016","higher vocational","Urban Area","78","0.197341174523504","0.1577401360096","0.236942213037408"
"No","2016","higher vocational","Rural Area","57","0.191020725405854","0.142291778098327","0.23974967271338"
