"plb0196_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1989","Baden-Württemberg","lower secondary degree","","","",""
"Yes","1989","Baden-Württemberg","secondary school degree","","","",""
"Yes","1989","Baden-Württemberg","college entrance qualification","","","",""
"Yes","1989","Baden-Württemberg","Other degree","","","",""
"Yes","1989","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1989","Bavaria","lower secondary degree","","","",""
"Yes","1989","Bavaria","secondary school degree","","","",""
"Yes","1989","Bavaria","college entrance qualification","","","",""
"Yes","1989","Bavaria","Other degree","","","",""
"Yes","1989","Bavaria","no degree/no degree yet","","","",""
"Yes","1989","Berlin","lower secondary degree","","","",""
"Yes","1989","Berlin","secondary school degree","","","",""
"Yes","1989","Berlin","college entrance qualification","","","",""
"Yes","1989","Berlin","Other degree","","","",""
"Yes","1989","Berlin","no degree/no degree yet","","","",""
"Yes","1989","Brandenburg","lower secondary degree","","","",""
"Yes","1989","Brandenburg","secondary school degree","","","",""
"Yes","1989","Brandenburg","college entrance qualification","","","",""
"Yes","1989","Brandenburg","Other degree","","","",""
"Yes","1989","Brandenburg","no degree/no degree yet","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1989","Saxony","lower secondary degree","","","",""
"Yes","1989","Saxony","secondary school degree","","","",""
"Yes","1989","Saxony","college entrance qualification","","","",""
"Yes","1989","Saxony","Other degree","","","",""
"Yes","1989","Saxony","no degree/no degree yet","","","",""
"Yes","1989","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1989","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1989","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1989","Saxony-Anhalt","Other degree","","","",""
"Yes","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1989","Thuringia","lower secondary degree","","","",""
"Yes","1989","Thuringia","secondary school degree","","","",""
"Yes","1989","Thuringia","college entrance qualification","","","",""
"Yes","1989","Thuringia","Other degree","","","",""
"Yes","1989","Thuringia","no degree/no degree yet","","","",""
"No","1989","Schleswig-Holstein","lower secondary degree","55","1","1","1"
"No","1989","Schleswig-Holstein","secondary school degree","38","1","1","1"
"No","1989","Schleswig-Holstein","college entrance qualification","12","","",""
"No","1989","Schleswig-Holstein","Other degree","8","","",""
"No","1989","Schleswig-Holstein","no degree/no degree yet","6","","",""
"No","1989","Hamburg","lower secondary degree","26","","",""
"No","1989","Hamburg","secondary school degree","15","","",""
"No","1989","Hamburg","college entrance qualification","10","","",""
"No","1989","Hamburg","Other degree","9","","",""
"No","1989","Hamburg","no degree/no degree yet","5","","",""
"No","1989","Lower Saxony","lower secondary degree","162","1","1","1"
"No","1989","Lower Saxony","secondary school degree","93","1","1","1"
"No","1989","Lower Saxony","college entrance qualification","42","1","1","1"
"No","1989","Lower Saxony","Other degree","29","","",""
"No","1989","Lower Saxony","no degree/no degree yet","15","","",""
"No","1989","Bremen","lower secondary degree","8","","",""
"No","1989","Bremen","secondary school degree","12","","",""
"No","1989","Bremen","college entrance qualification","5","","",""
"No","1989","Bremen","Other degree","3","","",""
"No","1989","Bremen","no degree/no degree yet","1","","",""
"No","1989","North Rhine-Westphalia","lower secondary degree","427","1","1","1"
"No","1989","North Rhine-Westphalia","secondary school degree","177","1","1","1"
"No","1989","North Rhine-Westphalia","college entrance qualification","148","1","1","1"
"No","1989","North Rhine-Westphalia","Other degree","125","1","1","1"
"No","1989","North Rhine-Westphalia","no degree/no degree yet","81","1","1","1"
"No","1989","Hesse","lower secondary degree","169","1","1","1"
"No","1989","Hesse","secondary school degree","76","1","1","1"
"No","1989","Hesse","college entrance qualification","52","1","1","1"
"No","1989","Hesse","Other degree","72","1","1","1"
"No","1989","Hesse","no degree/no degree yet","40","1","1","1"
"No","1989","Rhineland-Palatinate,Saarland","lower secondary degree","154","1","1","1"
"No","1989","Rhineland-Palatinate,Saarland","secondary school degree","38","1","1","1"
"No","1989","Rhineland-Palatinate,Saarland","college entrance qualification","22","","",""
"No","1989","Rhineland-Palatinate,Saarland","Other degree","19","","",""
"No","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","16","","",""
"No","1989","Baden-Württemberg","lower secondary degree","358","1","1","1"
"No","1989","Baden-Württemberg","secondary school degree","108","1","1","1"
"No","1989","Baden-Württemberg","college entrance qualification","65","1","1","1"
"No","1989","Baden-Württemberg","Other degree","153","1","1","1"
"No","1989","Baden-Württemberg","no degree/no degree yet","93","1","1","1"
"No","1989","Bavaria","lower secondary degree","355","1","1","1"
"No","1989","Bavaria","secondary school degree","110","1","1","1"
"No","1989","Bavaria","college entrance qualification","64","1","1","1"
"No","1989","Bavaria","Other degree","99","1","1","1"
"No","1989","Bavaria","no degree/no degree yet","35","1","1","1"
"No","1989","Berlin","lower secondary degree","64","1","1","1"
"No","1989","Berlin","secondary school degree","30","1","1","1"
"No","1989","Berlin","college entrance qualification","21","","",""
"No","1989","Berlin","Other degree","29","","",""
"No","1989","Berlin","no degree/no degree yet","15","","",""
"No","1989","Brandenburg","lower secondary degree","","","",""
"No","1989","Brandenburg","secondary school degree","","","",""
"No","1989","Brandenburg","college entrance qualification","","","",""
"No","1989","Brandenburg","Other degree","","","",""
"No","1989","Brandenburg","no degree/no degree yet","","","",""
"No","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","1989","Saxony","lower secondary degree","","","",""
"No","1989","Saxony","secondary school degree","","","",""
"No","1989","Saxony","college entrance qualification","","","",""
"No","1989","Saxony","Other degree","","","",""
"No","1989","Saxony","no degree/no degree yet","","","",""
"No","1989","Saxony-Anhalt","lower secondary degree","","","",""
"No","1989","Saxony-Anhalt","secondary school degree","","","",""
"No","1989","Saxony-Anhalt","college entrance qualification","","","",""
"No","1989","Saxony-Anhalt","Other degree","","","",""
"No","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","1989","Thuringia","lower secondary degree","","","",""
"No","1989","Thuringia","secondary school degree","","","",""
"No","1989","Thuringia","college entrance qualification","","","",""
"No","1989","Thuringia","Other degree","","","",""
"No","1989","Thuringia","no degree/no degree yet","","","",""
"Yes","1990","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","1990","Schleswig-Holstein","secondary school degree","","","",""
"Yes","1990","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","1990","Schleswig-Holstein","Other degree","","","",""
"Yes","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","1990","Hamburg","lower secondary degree","","","",""
"Yes","1990","Hamburg","secondary school degree","","","",""
"Yes","1990","Hamburg","college entrance qualification","","","",""
"Yes","1990","Hamburg","Other degree","","","",""
"Yes","1990","Hamburg","no degree/no degree yet","","","",""
"Yes","1990","Lower Saxony","lower secondary degree","","","",""
"Yes","1990","Lower Saxony","secondary school degree","","","",""
"Yes","1990","Lower Saxony","college entrance qualification","","","",""
"Yes","1990","Lower Saxony","Other degree","","","",""
"Yes","1990","Lower Saxony","no degree/no degree yet","","","",""
"Yes","1990","Bremen","lower secondary degree","","","",""
"Yes","1990","Bremen","secondary school degree","","","",""
"Yes","1990","Bremen","college entrance qualification","","","",""
"Yes","1990","Bremen","Other degree","","","",""
"Yes","1990","Bremen","no degree/no degree yet","","","",""
"Yes","1990","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","1990","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","1990","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","1990","North Rhine-Westphalia","Other degree","","","",""
"Yes","1990","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","1990","Hesse","lower secondary degree","","","",""
"Yes","1990","Hesse","secondary school degree","","","",""
"Yes","1990","Hesse","college entrance qualification","","","",""
"Yes","1990","Hesse","Other degree","","","",""
"Yes","1990","Hesse","no degree/no degree yet","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1990","Baden-Württemberg","lower secondary degree","","","",""
"Yes","1990","Baden-Württemberg","secondary school degree","","","",""
"Yes","1990","Baden-Württemberg","college entrance qualification","","","",""
"Yes","1990","Baden-Württemberg","Other degree","","","",""
"Yes","1990","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1990","Bavaria","lower secondary degree","","","",""
"Yes","1990","Bavaria","secondary school degree","","","",""
"Yes","1990","Bavaria","college entrance qualification","","","",""
"Yes","1990","Bavaria","Other degree","","","",""
"Yes","1990","Bavaria","no degree/no degree yet","","","",""
"Yes","1990","Berlin","lower secondary degree","","","",""
"Yes","1990","Berlin","secondary school degree","","","",""
"Yes","1990","Berlin","college entrance qualification","","","",""
"Yes","1990","Berlin","Other degree","","","",""
"Yes","1990","Berlin","no degree/no degree yet","","","",""
"Yes","1990","Brandenburg","lower secondary degree","","","",""
"Yes","1990","Brandenburg","secondary school degree","","","",""
"Yes","1990","Brandenburg","college entrance qualification","","","",""
"Yes","1990","Brandenburg","Other degree","","","",""
"Yes","1990","Brandenburg","no degree/no degree yet","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1990","Saxony","lower secondary degree","","","",""
"Yes","1990","Saxony","secondary school degree","","","",""
"Yes","1990","Saxony","college entrance qualification","","","",""
"Yes","1990","Saxony","Other degree","","","",""
"Yes","1990","Saxony","no degree/no degree yet","","","",""
"Yes","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1990","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1990","Saxony-Anhalt","Other degree","","","",""
"Yes","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1990","Thuringia","lower secondary degree","","","",""
"Yes","1990","Thuringia","secondary school degree","","","",""
"Yes","1990","Thuringia","college entrance qualification","","","",""
"Yes","1990","Thuringia","Other degree","","","",""
"Yes","1990","Thuringia","no degree/no degree yet","","","",""
