"plb0196_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","1992","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1992","Saxony-Anhalt","Other degree","","","",""
"Yes","1992","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1992","Thuringia","lower secondary degree","","","",""
"Yes","1992","Thuringia","secondary school degree","","","",""
"Yes","1992","Thuringia","college entrance qualification","","","",""
"Yes","1992","Thuringia","Other degree","","","",""
"Yes","1992","Thuringia","no degree/no degree yet","","","",""
"No","1992","Schleswig-Holstein","lower secondary degree","50","1","1","1"
"No","1992","Schleswig-Holstein","secondary school degree","23","","",""
"No","1992","Schleswig-Holstein","college entrance qualification","14","","",""
"No","1992","Schleswig-Holstein","Other degree","10","","",""
"No","1992","Schleswig-Holstein","no degree/no degree yet","4","","",""
"No","1992","Hamburg","lower secondary degree","22","","",""
"No","1992","Hamburg","secondary school degree","11","","",""
"No","1992","Hamburg","college entrance qualification","10","","",""
"No","1992","Hamburg","Other degree","12","","",""
"No","1992","Hamburg","no degree/no degree yet","4","","",""
"No","1992","Lower Saxony","lower secondary degree","160","1","1","1"
"No","1992","Lower Saxony","secondary school degree","79","1","1","1"
"No","1992","Lower Saxony","college entrance qualification","39","1","1","1"
"No","1992","Lower Saxony","Other degree","16","","",""
"No","1992","Lower Saxony","no degree/no degree yet","11","","",""
"No","1992","Bremen","lower secondary degree","7","","",""
"No","1992","Bremen","secondary school degree","6","","",""
"No","1992","Bremen","college entrance qualification","5","","",""
"No","1992","Bremen","Other degree","3","","",""
"No","1992","Bremen","no degree/no degree yet","1","","",""
"No","1992","North Rhine-Westphalia","lower secondary degree","397","1","1","1"
"No","1992","North Rhine-Westphalia","secondary school degree","180","1","1","1"
"No","1992","North Rhine-Westphalia","college entrance qualification","165","1","1","1"
"No","1992","North Rhine-Westphalia","Other degree","122","1","1","1"
"No","1992","North Rhine-Westphalia","no degree/no degree yet","67","1","1","1"
"No","1992","Hesse","lower secondary degree","151","1","1","1"
"No","1992","Hesse","secondary school degree","66","1","1","1"
"No","1992","Hesse","college entrance qualification","38","1","1","1"
"No","1992","Hesse","Other degree","77","1","1","1"
"No","1992","Hesse","no degree/no degree yet","37","1","1","1"
"No","1992","Rhineland-Palatinate,Saarland","lower secondary degree","127","1","1","1"
"No","1992","Rhineland-Palatinate,Saarland","secondary school degree","37","1","1","1"
"No","1992","Rhineland-Palatinate,Saarland","college entrance qualification","20","","",""
"No","1992","Rhineland-Palatinate,Saarland","Other degree","19","","",""
"No","1992","Rhineland-Palatinate,Saarland","no degree/no degree yet","13","","",""
"No","1992","Baden-Württemberg","lower secondary degree","310","1","1","1"
"No","1992","Baden-Württemberg","secondary school degree","97","1","1","1"
"No","1992","Baden-Württemberg","college entrance qualification","75","1","1","1"
"No","1992","Baden-Württemberg","Other degree","140","1","1","1"
"No","1992","Baden-Württemberg","no degree/no degree yet","77","1","1","1"
"No","1992","Bavaria","lower secondary degree","347","1","1","1"
"No","1992","Bavaria","secondary school degree","129","1","1","1"
"No","1992","Bavaria","college entrance qualification","69","1","1","1"
"No","1992","Bavaria","Other degree","90","1","1","1"
"No","1992","Bavaria","no degree/no degree yet","42","1","1","1"
"No","1992","Berlin","lower secondary degree","65","1","1","1"
"No","1992","Berlin","secondary school degree","78","1","1","1"
"No","1992","Berlin","college entrance qualification","43","1","1","1"
"No","1992","Berlin","Other degree","24","","",""
"No","1992","Berlin","no degree/no degree yet","6","","",""
"No","1992","Brandenburg","lower secondary degree","69","1","1","1"
"No","1992","Brandenburg","secondary school degree","140","1","1","1"
"No","1992","Brandenburg","college entrance qualification","27","","",""
"No","1992","Brandenburg","Other degree","6","","",""
"No","1992","Brandenburg","no degree/no degree yet","2","","",""
"No","1992","Mecklenburg-Western Pomerania","lower secondary degree","47","1","1","1"
"No","1992","Mecklenburg-Western Pomerania","secondary school degree","85","1","1","1"
"No","1992","Mecklenburg-Western Pomerania","college entrance qualification","19","","",""
"No","1992","Mecklenburg-Western Pomerania","Other degree","4","","",""
"No","1992","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","1992","Saxony","lower secondary degree","127","1","1","1"
"No","1992","Saxony","secondary school degree","214","1","1","1"
"No","1992","Saxony","college entrance qualification","46","1","1","1"
"No","1992","Saxony","Other degree","2","","",""
"No","1992","Saxony","no degree/no degree yet","4","","",""
"No","1992","Saxony-Anhalt","lower secondary degree","102","1","1","1"
"No","1992","Saxony-Anhalt","secondary school degree","153","1","1","1"
"No","1992","Saxony-Anhalt","college entrance qualification","31","1","1","1"
"No","1992","Saxony-Anhalt","Other degree","2","","",""
"No","1992","Saxony-Anhalt","no degree/no degree yet","1","","",""
"No","1992","Thuringia","lower secondary degree","91","1","1","1"
"No","1992","Thuringia","secondary school degree","133","1","1","1"
"No","1992","Thuringia","college entrance qualification","15","","",""
"No","1992","Thuringia","Other degree","2","","",""
"No","1992","Thuringia","no degree/no degree yet","2","","",""
"Yes","1993","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","1993","Schleswig-Holstein","secondary school degree","","","",""
"Yes","1993","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","1993","Schleswig-Holstein","Other degree","","","",""
"Yes","1993","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","1993","Hamburg","lower secondary degree","","","",""
"Yes","1993","Hamburg","secondary school degree","","","",""
"Yes","1993","Hamburg","college entrance qualification","","","",""
"Yes","1993","Hamburg","Other degree","","","",""
"Yes","1993","Hamburg","no degree/no degree yet","","","",""
"Yes","1993","Lower Saxony","lower secondary degree","","","",""
"Yes","1993","Lower Saxony","secondary school degree","","","",""
"Yes","1993","Lower Saxony","college entrance qualification","","","",""
"Yes","1993","Lower Saxony","Other degree","","","",""
"Yes","1993","Lower Saxony","no degree/no degree yet","","","",""
"Yes","1993","Bremen","lower secondary degree","","","",""
"Yes","1993","Bremen","secondary school degree","","","",""
"Yes","1993","Bremen","college entrance qualification","","","",""
"Yes","1993","Bremen","Other degree","","","",""
"Yes","1993","Bremen","no degree/no degree yet","","","",""
"Yes","1993","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","1993","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","1993","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","1993","North Rhine-Westphalia","Other degree","","","",""
"Yes","1993","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","1993","Hesse","lower secondary degree","","","",""
"Yes","1993","Hesse","secondary school degree","","","",""
"Yes","1993","Hesse","college entrance qualification","","","",""
"Yes","1993","Hesse","Other degree","","","",""
"Yes","1993","Hesse","no degree/no degree yet","","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1993","Baden-Württemberg","lower secondary degree","","","",""
"Yes","1993","Baden-Württemberg","secondary school degree","","","",""
"Yes","1993","Baden-Württemberg","college entrance qualification","","","",""
"Yes","1993","Baden-Württemberg","Other degree","","","",""
"Yes","1993","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1993","Bavaria","lower secondary degree","","","",""
"Yes","1993","Bavaria","secondary school degree","","","",""
"Yes","1993","Bavaria","college entrance qualification","","","",""
"Yes","1993","Bavaria","Other degree","","","",""
"Yes","1993","Bavaria","no degree/no degree yet","","","",""
"Yes","1993","Berlin","lower secondary degree","","","",""
"Yes","1993","Berlin","secondary school degree","","","",""
"Yes","1993","Berlin","college entrance qualification","","","",""
"Yes","1993","Berlin","Other degree","","","",""
"Yes","1993","Berlin","no degree/no degree yet","","","",""
"Yes","1993","Brandenburg","lower secondary degree","","","",""
"Yes","1993","Brandenburg","secondary school degree","","","",""
"Yes","1993","Brandenburg","college entrance qualification","","","",""
"Yes","1993","Brandenburg","Other degree","","","",""
"Yes","1993","Brandenburg","no degree/no degree yet","","","",""
"Yes","1993","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1993","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1993","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1993","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1993","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1993","Saxony","lower secondary degree","","","",""
"Yes","1993","Saxony","secondary school degree","","","",""
"Yes","1993","Saxony","college entrance qualification","","","",""
"Yes","1993","Saxony","Other degree","","","",""
"Yes","1993","Saxony","no degree/no degree yet","","","",""
"Yes","1993","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1993","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1993","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1993","Saxony-Anhalt","Other degree","","","",""
"Yes","1993","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1993","Thuringia","lower secondary degree","","","",""
"Yes","1993","Thuringia","secondary school degree","","","",""
"Yes","1993","Thuringia","college entrance qualification","","","",""
"Yes","1993","Thuringia","Other degree","","","",""
"Yes","1993","Thuringia","no degree/no degree yet","","","",""
"No","1993","Schleswig-Holstein","lower secondary degree","44","1","1","1"
"No","1993","Schleswig-Holstein","secondary school degree","26","","",""
"No","1993","Schleswig-Holstein","college entrance qualification","14","","",""
"No","1993","Schleswig-Holstein","Other degree","9","","",""
"No","1993","Schleswig-Holstein","no degree/no degree yet","3","","",""
"No","1993","Hamburg","lower secondary degree","27","","",""
"No","1993","Hamburg","secondary school degree","9","","",""
"No","1993","Hamburg","college entrance qualification","9","","",""
"No","1993","Hamburg","Other degree","7","","",""
"No","1993","Hamburg","no degree/no degree yet","3","","",""
"No","1993","Lower Saxony","lower secondary degree","160","1","1","1"
"No","1993","Lower Saxony","secondary school degree","87","1","1","1"
"No","1993","Lower Saxony","college entrance qualification","52","1","1","1"
"No","1993","Lower Saxony","Other degree","24","","",""
"No","1993","Lower Saxony","no degree/no degree yet","17","","",""
"No","1993","Bremen","lower secondary degree","8","","",""
"No","1993","Bremen","secondary school degree","10","","",""
"No","1993","Bremen","college entrance qualification","2","","",""
"No","1993","Bremen","Other degree","3","","",""
"No","1993","Bremen","no degree/no degree yet","1","","",""
"No","1993","North Rhine-Westphalia","lower secondary degree","404","1","1","1"
"No","1993","North Rhine-Westphalia","secondary school degree","188","1","1","1"
"No","1993","North Rhine-Westphalia","college entrance qualification","170","1","1","1"
"No","1993","North Rhine-Westphalia","Other degree","129","1","1","1"
"No","1993","North Rhine-Westphalia","no degree/no degree yet","76","1","1","1"
"No","1993","Hesse","lower secondary degree","161","1","1","1"
"No","1993","Hesse","secondary school degree","71","1","1","1"
"No","1993","Hesse","college entrance qualification","48","1","1","1"
"No","1993","Hesse","Other degree","68","1","1","1"
"No","1993","Hesse","no degree/no degree yet","32","1","1","1"
"No","1993","Rhineland-Palatinate,Saarland","lower secondary degree","134","1","1","1"
"No","1993","Rhineland-Palatinate,Saarland","secondary school degree","37","1","1","1"
"No","1993","Rhineland-Palatinate,Saarland","college entrance qualification","22","","",""
"No","1993","Rhineland-Palatinate,Saarland","Other degree","17","","",""
"No","1993","Rhineland-Palatinate,Saarland","no degree/no degree yet","10","","",""
"No","1993","Baden-Württemberg","lower secondary degree","321","1","1","1"
"No","1993","Baden-Württemberg","secondary school degree","100","1","1","1"
"No","1993","Baden-Württemberg","college entrance qualification","75","1","1","1"
"No","1993","Baden-Württemberg","Other degree","145","1","1","1"
"No","1993","Baden-Württemberg","no degree/no degree yet","86","1","1","1"
"No","1993","Bavaria","lower secondary degree","345","1","1","1"
"No","1993","Bavaria","secondary school degree","133","1","1","1"
"No","1993","Bavaria","college entrance qualification","66","1","1","1"
"No","1993","Bavaria","Other degree","88","1","1","1"
"No","1993","Bavaria","no degree/no degree yet","34","1","1","1"
"No","1993","Berlin","lower secondary degree","62","1","1","1"
"No","1993","Berlin","secondary school degree","80","1","1","1"
"No","1993","Berlin","college entrance qualification","41","1","1","1"
"No","1993","Berlin","Other degree","22","","",""
"No","1993","Berlin","no degree/no degree yet","7","","",""
"No","1993","Brandenburg","lower secondary degree","53","1","1","1"
"No","1993","Brandenburg","secondary school degree","141","1","1","1"
"No","1993","Brandenburg","college entrance qualification","32","1","1","1"
"No","1993","Brandenburg","Other degree","3","","",""
"No","1993","Brandenburg","no degree/no degree yet","","","",""
"No","1993","Mecklenburg-Western Pomerania","lower secondary degree","32","1","1","1"
"No","1993","Mecklenburg-Western Pomerania","secondary school degree","79","1","1","1"
"No","1993","Mecklenburg-Western Pomerania","college entrance qualification","16","","",""
"No","1993","Mecklenburg-Western Pomerania","Other degree","2","","",""
"No","1993","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","1993","Saxony","lower secondary degree","97","1","1","1"
"No","1993","Saxony","secondary school degree","185","1","1","1"
"No","1993","Saxony","college entrance qualification","44","1","1","1"
"No","1993","Saxony","Other degree","","","",""
"No","1993","Saxony","no degree/no degree yet","2","","",""
"No","1993","Saxony-Anhalt","lower secondary degree","58","1","1","1"
"No","1993","Saxony-Anhalt","secondary school degree","146","1","1","1"
"No","1993","Saxony-Anhalt","college entrance qualification","33","1","1","1"
"No","1993","Saxony-Anhalt","Other degree","","","",""
"No","1993","Saxony-Anhalt","no degree/no degree yet","1","","",""
"No","1993","Thuringia","lower secondary degree","65","1","1","1"
"No","1993","Thuringia","secondary school degree","137","1","1","1"
"No","1993","Thuringia","college entrance qualification","14","","",""
"No","1993","Thuringia","Other degree","1","","",""
"No","1993","Thuringia","no degree/no degree yet","2","","",""
"Yes","1994","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","1994","Schleswig-Holstein","secondary school degree","","","",""
"Yes","1994","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","1994","Schleswig-Holstein","Other degree","","","",""
"Yes","1994","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","1994","Hamburg","lower secondary degree","","","",""
"Yes","1994","Hamburg","secondary school degree","","","",""
"Yes","1994","Hamburg","college entrance qualification","","","",""
"Yes","1994","Hamburg","Other degree","","","",""
"Yes","1994","Hamburg","no degree/no degree yet","","","",""
"Yes","1994","Lower Saxony","lower secondary degree","","","",""
"Yes","1994","Lower Saxony","secondary school degree","","","",""
"Yes","1994","Lower Saxony","college entrance qualification","","","",""
"Yes","1994","Lower Saxony","Other degree","","","",""
"Yes","1994","Lower Saxony","no degree/no degree yet","","","",""
"Yes","1994","Bremen","lower secondary degree","","","",""
"Yes","1994","Bremen","secondary school degree","","","",""
"Yes","1994","Bremen","college entrance qualification","","","",""
"Yes","1994","Bremen","Other degree","","","",""
"Yes","1994","Bremen","no degree/no degree yet","","","",""
"Yes","1994","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","1994","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","1994","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","1994","North Rhine-Westphalia","Other degree","","","",""
"Yes","1994","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","1994","Hesse","lower secondary degree","","","",""
"Yes","1994","Hesse","secondary school degree","","","",""
"Yes","1994","Hesse","college entrance qualification","","","",""
"Yes","1994","Hesse","Other degree","","","",""
"Yes","1994","Hesse","no degree/no degree yet","","","",""
"Yes","1994","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","1994","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","1994","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1994","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1994","Baden-Württemberg","lower secondary degree","","","",""
"Yes","1994","Baden-Württemberg","secondary school degree","","","",""
"Yes","1994","Baden-Württemberg","college entrance qualification","","","",""
"Yes","1994","Baden-Württemberg","Other degree","","","",""
"Yes","1994","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1994","Bavaria","lower secondary degree","","","",""
"Yes","1994","Bavaria","secondary school degree","","","",""
"Yes","1994","Bavaria","college entrance qualification","","","",""
"Yes","1994","Bavaria","Other degree","","","",""
"Yes","1994","Bavaria","no degree/no degree yet","","","",""
"Yes","1994","Berlin","lower secondary degree","","","",""
"Yes","1994","Berlin","secondary school degree","","","",""
"Yes","1994","Berlin","college entrance qualification","","","",""
"Yes","1994","Berlin","Other degree","","","",""
"Yes","1994","Berlin","no degree/no degree yet","","","",""
"Yes","1994","Brandenburg","lower secondary degree","","","",""
"Yes","1994","Brandenburg","secondary school degree","","","",""
"Yes","1994","Brandenburg","college entrance qualification","","","",""
"Yes","1994","Brandenburg","Other degree","","","",""
"Yes","1994","Brandenburg","no degree/no degree yet","","","",""
"Yes","1994","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1994","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1994","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1994","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1994","Saxony","lower secondary degree","","","",""
"Yes","1994","Saxony","secondary school degree","","","",""
"Yes","1994","Saxony","college entrance qualification","","","",""
"Yes","1994","Saxony","Other degree","","","",""
"Yes","1994","Saxony","no degree/no degree yet","","","",""
"Yes","1994","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1994","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1994","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1994","Saxony-Anhalt","Other degree","","","",""
"Yes","1994","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1994","Thuringia","lower secondary degree","","","",""
"Yes","1994","Thuringia","secondary school degree","","","",""
"Yes","1994","Thuringia","college entrance qualification","","","",""
"Yes","1994","Thuringia","Other degree","","","",""
"Yes","1994","Thuringia","no degree/no degree yet","","","",""
"No","1994","Schleswig-Holstein","lower secondary degree","43","1","1","1"
"No","1994","Schleswig-Holstein","secondary school degree","30","1","1","1"
"No","1994","Schleswig-Holstein","college entrance qualification","24","","",""
"No","1994","Schleswig-Holstein","Other degree","5","","",""
"No","1994","Schleswig-Holstein","no degree/no degree yet","4","","",""
"No","1994","Hamburg","lower secondary degree","19","","",""
"No","1994","Hamburg","secondary school degree","7","","",""
"No","1994","Hamburg","college entrance qualification","10","","",""
"No","1994","Hamburg","Other degree","5","","",""
"No","1994","Hamburg","no degree/no degree yet","3","","",""
"No","1994","Lower Saxony","lower secondary degree","155","1","1","1"
"No","1994","Lower Saxony","secondary school degree","92","1","1","1"
"No","1994","Lower Saxony","college entrance qualification","51","1","1","1"
"No","1994","Lower Saxony","Other degree","15","","",""
"No","1994","Lower Saxony","no degree/no degree yet","17","","",""
"No","1994","Bremen","lower secondary degree","10","","",""
"No","1994","Bremen","secondary school degree","6","","",""
"No","1994","Bremen","college entrance qualification","","","",""
"No","1994","Bremen","Other degree","4","","",""
"No","1994","Bremen","no degree/no degree yet","1","","",""
"No","1994","North Rhine-Westphalia","lower secondary degree","360","1","1","1"
"No","1994","North Rhine-Westphalia","secondary school degree","189","1","1","1"
"No","1994","North Rhine-Westphalia","college entrance qualification","156","1","1","1"
"No","1994","North Rhine-Westphalia","Other degree","109","1","1","1"
"No","1994","North Rhine-Westphalia","no degree/no degree yet","70","1","1","1"
"No","1994","Hesse","lower secondary degree","145","1","1","1"
"No","1994","Hesse","secondary school degree","64","1","1","1"
"No","1994","Hesse","college entrance qualification","56","1","1","1"
"No","1994","Hesse","Other degree","59","1","1","1"
"No","1994","Hesse","no degree/no degree yet","28","","",""
"No","1994","Rhineland-Palatinate,Saarland","lower secondary degree","108","1","1","1"
"No","1994","Rhineland-Palatinate,Saarland","secondary school degree","42","1","1","1"
"No","1994","Rhineland-Palatinate,Saarland","college entrance qualification","27","","",""
"No","1994","Rhineland-Palatinate,Saarland","Other degree","18","","",""
"No","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","11","","",""
"No","1994","Baden-Württemberg","lower secondary degree","294","1","1","1"
"No","1994","Baden-Württemberg","secondary school degree","92","1","1","1"
"No","1994","Baden-Württemberg","college entrance qualification","76","1","1","1"
"No","1994","Baden-Württemberg","Other degree","113","1","1","1"
"No","1994","Baden-Württemberg","no degree/no degree yet","76","1","1","1"
"No","1994","Bavaria","lower secondary degree","289","1","1","1"
"No","1994","Bavaria","secondary school degree","121","1","1","1"
"No","1994","Bavaria","college entrance qualification","84","1","1","1"
"No","1994","Bavaria","Other degree","75","1","1","1"
"No","1994","Bavaria","no degree/no degree yet","30","1","1","1"
"No","1994","Berlin","lower secondary degree","49","1","1","1"
"No","1994","Berlin","secondary school degree","71","1","1","1"
"No","1994","Berlin","college entrance qualification","41","1","1","1"
"No","1994","Berlin","Other degree","18","","",""
"No","1994","Berlin","no degree/no degree yet","3","","",""
"No","1994","Brandenburg","lower secondary degree","48","1","1","1"
"No","1994","Brandenburg","secondary school degree","115","1","1","1"
"No","1994","Brandenburg","college entrance qualification","28","","",""
"No","1994","Brandenburg","Other degree","5","","",""
"No","1994","Brandenburg","no degree/no degree yet","","","",""
"No","1994","Mecklenburg-Western Pomerania","lower secondary degree","36","1","1","1"
"No","1994","Mecklenburg-Western Pomerania","secondary school degree","74","1","1","1"
"No","1994","Mecklenburg-Western Pomerania","college entrance qualification","19","","",""
"No","1994","Mecklenburg-Western Pomerania","Other degree","2","","",""
"No","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"No","1994","Saxony","lower secondary degree","83","1","1","1"
"No","1994","Saxony","secondary school degree","201","1","1","1"
"No","1994","Saxony","college entrance qualification","42","1","1","1"
"No","1994","Saxony","Other degree","1","","",""
"No","1994","Saxony","no degree/no degree yet","1","","",""
"No","1994","Saxony-Anhalt","lower secondary degree","57","1","1","1"
"No","1994","Saxony-Anhalt","secondary school degree","123","1","1","1"
"No","1994","Saxony-Anhalt","college entrance qualification","31","1","1","1"
"No","1994","Saxony-Anhalt","Other degree","2","","",""
"No","1994","Saxony-Anhalt","no degree/no degree yet","2","","",""
"No","1994","Thuringia","lower secondary degree","58","1","1","1"
"No","1994","Thuringia","secondary school degree","125","1","1","1"
"No","1994","Thuringia","college entrance qualification","18","","",""
"No","1994","Thuringia","Other degree","","","",""
"No","1994","Thuringia","no degree/no degree yet","","","",""
"Yes","1995","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","1995","Schleswig-Holstein","secondary school degree","","","",""
"Yes","1995","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","1995","Schleswig-Holstein","Other degree","","","",""
"Yes","1995","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","1995","Hamburg","lower secondary degree","","","",""
"Yes","1995","Hamburg","secondary school degree","","","",""
"Yes","1995","Hamburg","college entrance qualification","","","",""
"Yes","1995","Hamburg","Other degree","","","",""
"Yes","1995","Hamburg","no degree/no degree yet","","","",""
"Yes","1995","Lower Saxony","lower secondary degree","","","",""
"Yes","1995","Lower Saxony","secondary school degree","","","",""
"Yes","1995","Lower Saxony","college entrance qualification","","","",""
"Yes","1995","Lower Saxony","Other degree","","","",""
"Yes","1995","Lower Saxony","no degree/no degree yet","","","",""
"Yes","1995","Bremen","lower secondary degree","","","",""
"Yes","1995","Bremen","secondary school degree","","","",""
"Yes","1995","Bremen","college entrance qualification","","","",""
"Yes","1995","Bremen","Other degree","","","",""
"Yes","1995","Bremen","no degree/no degree yet","","","",""
"Yes","1995","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","1995","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","1995","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","1995","North Rhine-Westphalia","Other degree","","","",""
"Yes","1995","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","1995","Hesse","lower secondary degree","","","",""
"Yes","1995","Hesse","secondary school degree","","","",""
"Yes","1995","Hesse","college entrance qualification","","","",""
"Yes","1995","Hesse","Other degree","","","",""
"Yes","1995","Hesse","no degree/no degree yet","","","",""
"Yes","1995","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","1995","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","1995","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1995","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1995","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1995","Baden-Württemberg","lower secondary degree","","","",""
"Yes","1995","Baden-Württemberg","secondary school degree","","","",""
"Yes","1995","Baden-Württemberg","college entrance qualification","","","",""
"Yes","1995","Baden-Württemberg","Other degree","","","",""
"Yes","1995","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1995","Bavaria","lower secondary degree","","","",""
"Yes","1995","Bavaria","secondary school degree","","","",""
"Yes","1995","Bavaria","college entrance qualification","","","",""
"Yes","1995","Bavaria","Other degree","","","",""
"Yes","1995","Bavaria","no degree/no degree yet","","","",""
"Yes","1995","Berlin","lower secondary degree","","","",""
"Yes","1995","Berlin","secondary school degree","","","",""
"Yes","1995","Berlin","college entrance qualification","","","",""
"Yes","1995","Berlin","Other degree","","","",""
"Yes","1995","Berlin","no degree/no degree yet","","","",""
"Yes","1995","Brandenburg","lower secondary degree","","","",""
"Yes","1995","Brandenburg","secondary school degree","","","",""
"Yes","1995","Brandenburg","college entrance qualification","","","",""
"Yes","1995","Brandenburg","Other degree","","","",""
"Yes","1995","Brandenburg","no degree/no degree yet","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1995","Saxony","lower secondary degree","","","",""
"Yes","1995","Saxony","secondary school degree","","","",""
"Yes","1995","Saxony","college entrance qualification","","","",""
"Yes","1995","Saxony","Other degree","","","",""
"Yes","1995","Saxony","no degree/no degree yet","","","",""
"Yes","1995","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1995","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1995","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1995","Saxony-Anhalt","Other degree","","","",""
"Yes","1995","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1995","Thuringia","lower secondary degree","","","",""
"Yes","1995","Thuringia","secondary school degree","","","",""
"Yes","1995","Thuringia","college entrance qualification","","","",""
"Yes","1995","Thuringia","Other degree","","","",""
"Yes","1995","Thuringia","no degree/no degree yet","","","",""
"No","1995","Schleswig-Holstein","lower secondary degree","37","1","1","1"
"No","1995","Schleswig-Holstein","secondary school degree","23","","",""
"No","1995","Schleswig-Holstein","college entrance qualification","17","","",""
"No","1995","Schleswig-Holstein","Other degree","6","","",""
"No","1995","Schleswig-Holstein","no degree/no degree yet","4","","",""
"No","1995","Hamburg","lower secondary degree","14","","",""
"No","1995","Hamburg","secondary school degree","10","","",""
"No","1995","Hamburg","college entrance qualification","9","","",""
"No","1995","Hamburg","Other degree","5","","",""
"No","1995","Hamburg","no degree/no degree yet","3","","",""
"No","1995","Lower Saxony","lower secondary degree","132","1","1","1"
"No","1995","Lower Saxony","secondary school degree","98","1","1","1"
"No","1995","Lower Saxony","college entrance qualification","52","1","1","1"
"No","1995","Lower Saxony","Other degree","35","1","1","1"
