"plb0196_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Baden-Württemberg","Female","254","0.693333248269363","0.646221573663269","0.740444922875456","1"
"Yes","2002","Bavaria","Male","479","0.680458530382585","0.645255294286859","0.715661766478311","1"
"Yes","2002","Bavaria","Female","325","0.661957157763644","0.619814082499432","0.704100233027855","1"
"Yes","2002","Berlin","Male","107","0.655996874049553","0.580969489012917","0.731024259086189","1"
"Yes","2002","Berlin","Female","88","0.651489246790928","0.567956877120768","0.735021616461089","1"
"Yes","2002","Brandenburg","Male","113","0.681714383266967","0.61250209592466","0.750926670609273","1"
"Yes","2002","Brandenburg","Female","102","0.647703319424612","0.572502152645682","0.722904486203541","1"
"Yes","2002","Mecklenburg-Western Pomerania","Male","59","0.548031200689648","0.452380470158476","0.64368193122082","1"
"Yes","2002","Mecklenburg-Western Pomerania","Female","51","0.564918962281336","0.463613623897465","0.666224300665207","1"
"Yes","2002","Saxony","Male","246","0.713361977487812","0.664721153045915","0.762002801929708","1"
"Yes","2002","Saxony-Anhalt","Female","110","0.604947447592969","0.530580439854856","0.679314455331081","1"
"Yes","2002","Saxony","Female","212","0.731403439939504","0.679945264480214","0.782861615398793","1"
"Yes","2002","Saxony-Anhalt","Male","111","0.562803091638065","0.490737297733264","0.634868885542866","1"
"Yes","2002","North Rhine-Westphalia","Male","673","0.723358337591069","0.694561568591278","0.75215510659086","1"
"Yes","2002","Thuringia","Female","104","0.689372390801348","0.614819548853934","0.763925232748763","1"
"Yes","2002","Thuringia","Male","131","0.667868261046533","0.601932557044873","0.733803965048194","1"
"Yes","2002","North Rhine-Westphalia","Female","452","0.708695335369665","0.673102348774265","0.744288321965066","1"
"No","2003","Brandenburg","Male","51","0.359973266543165","0.284651590788272","0.435294942298057","2"
"No","2003","Schleswig-Holstein","Female","27","","","","2"
"No","2003","Schleswig-Holstein","Male","25","","","","2"
"No","2003","Brandenburg","Female","54","0.310849247541324","0.236532450412006","0.385166044670642","2"
"No","2003","Hamburg","Female","14","","","","2"
"No","2003","Lower Saxony","Male","112","0.287479531192204","0.242153171536336","0.332805890848072","2"
"No","2003","Hamburg","Male","9","","","","2"
"No","2003","Lower Saxony","Female","109","0.324912595329183","0.273192884219574","0.376632306438793","2"
"No","2003","Bremen","Male","8","","","","2"
"No","2003","Bremen","Female","14","","","","2"
"No","2003","North Rhine-Westphalia","Male","228","0.291371737609963","0.260860400501025","0.3218830747189","2"
"No","2003","North Rhine-Westphalia","Female","181","0.28311287426538","0.247594011392559","0.318631737138201","2"
"No","2003","Hesse","Male","88","0.283463232127547","0.234314260254982","0.332612204000112","2"
"No","2003","Hesse","Female","82","0.31347073414352","0.254284580428193","0.372656887858847","2"
"No","2003","Rhineland-Palatinate,Saarland","Male","75","0.41636478580496","0.354384625678586","0.478344945931335","2"
"No","2003","Rhineland-Palatinate,Saarland","Female","59","0.368417228434842","0.297353733783812","0.439480723085872","2"
"No","2003","Baden-Württemberg","Male","132","0.19443823742355","0.16250357389291","0.22637290095419","2"
"No","2003","Baden-Württemberg","Female","131","0.349438427317317","0.300048758709162","0.398828095925471","2"
"No","2003","Bavaria","Male","186","0.298781445038738","0.263095840098403","0.334467049979073","2"
"No","2003","Bavaria","Female","158","0.311696210293957","0.270558562859907","0.352833857728007","2"
"No","2003","Berlin","Male","27","","","","2"
"No","2003","Berlin","Female","30","0.232034043190115","0.156819426948624","0.307248659431606","2"
"No","2003","Mecklenburg-Western Pomerania","Male","39","0.519142836125146","0.41591939942378","0.622366272826512","2"
"No","2003","Mecklenburg-Western Pomerania","Female","25","","","","2"
"No","2003","Saxony","Male","95","0.337140595887476","0.285100906464489","0.389180285310462","2"
"No","2003","Saxony","Female","83","0.339979653604639","0.284195180957343","0.395764126251934","2"
"No","2003","Saxony-Anhalt","Male","48","0.368209136304912","0.293239832178569","0.443178440431255","2"
"No","2003","Saxony-Anhalt","Female","57","0.436136326779872","0.356510648345857","0.515762005213887","2"
"No","2003","Thuringia","Male","55","0.27764510393466","0.214299308093233","0.340990899776086","2"
"No","2003","Thuringia","Female","61","0.373461595023954","0.298036412473513","0.448886777574396","2"
"Yes","2003","Schleswig-Holstein","Male","86","0.787944758616196","0.711901802255052","0.86398771497734","1"
"Yes","2003","Schleswig-Holstein","Female","60","0.650177286686639","0.549963294436444","0.750391278936834","1"
"Yes","2003","Hamburg","Male","47","0.754707361894248","0.642017297322743","0.867397426465754","1"
"Yes","2003","Hamburg","Female","37","0.726427672838079","0.604080123311278","0.848775222364881","1"
"Yes","2003","Lower Saxony","Male","271","0.712520468807796","0.667194109151928","0.757846828463664","1"
"Yes","2003","Lower Saxony","Female","206","0.675087404670817","0.623367693561207","0.726807115780426","1"
"Yes","2003","Bremen","Male","19","","","","1"
"Yes","2003","Hesse","Male","235","0.716536767872453","0.667387795999888","0.765685739745018","1"
"Yes","2003","Bremen","Female","17","","","","1"
"Yes","2003","Hesse","Female","154","0.68652926585648","0.627343112141153","0.745715419571807","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Male","168","0.58363521419504","0.521655054068665","0.645615374321414","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Female","118","0.631582771565158","0.560519276914128","0.702646266216188","1"
"Yes","2003","Baden-Württemberg","Male","458","0.80556176257645","0.77362709904581","0.83749642610709","1"
"Yes","2003","Baden-Württemberg","Female","227","0.650561572682683","0.601171904074528","0.699951241290838","1"
"Yes","2003","Bavaria","Male","446","0.701218554961262","0.665532950020927","0.736904159901597","1"
"Yes","2003","Bavaria","Female","329","0.688303789706043","0.647166142271993","0.729441437140093","1"
"Yes","2003","Berlin","Male","116","0.750079182207874","0.67911571198347","0.821042652432277","1"
"Yes","2003","Berlin","Female","91","0.767965956809885","0.692751340568394","0.843180573051376","1"
"Yes","2003","Brandenburg","Male","105","0.640026733456835","0.564705057701943","0.715348409211727","1"
"Yes","2003","Brandenburg","Female","95","0.689150752458676","0.614833955329358","0.763467549587994","1"
"Yes","2003","Mecklenburg-Western Pomerania","Male","51","0.480857163874854","0.377633727173489","0.58408060057622","1"
"Yes","2003","Mecklenburg-Western Pomerania","Female","67","0.743678114892141","0.654462777517519","0.832893452266763","1"
"Yes","2003","Saxony","Male","222","0.662859404112524","0.610819714689538","0.714899093535511","1"
"Yes","2003","Saxony","Female","194","0.660020346395361","0.604235873748066","0.715804819042657","1"
"Yes","2003","Saxony-Anhalt","Male","111","0.631790863695088","0.556821559568745","0.706760167821431","1"
"Yes","2003","Thuringia","Male","137","0.72235489606534","0.659009100223914","0.785700691906767","1"
"Yes","2003","Saxony-Anhalt","Female","92","0.563863673220128","0.484237994786113","0.643489351654143","1"
"Yes","2003","North Rhine-Westphalia","Female","437","0.71688712573462","0.681368262861799","0.752405988607441","1"
"Yes","2003","North Rhine-Westphalia","Male","624","0.708628262390037","0.6781169252811","0.739139599498975","1"
"Yes","2003","Thuringia","Female","97","0.626538404976046","0.551113222425604","0.701963587526487","1"
"No","2004","Schleswig-Holstein","Male","23","","","","2"
"No","2004","Brandenburg","Male","44","0.337323957160299","0.261152640681454","0.413495273639144","2"
"No","2004","Brandenburg","Female","41","0.348332243834204","0.267054604617184","0.429609883051225","2"
"No","2004","Schleswig-Holstein","Female","18","","","","2"
"No","2004","Hamburg","Male","14","","","","2"
"No","2004","Hamburg","Female","13","","","","2"
"No","2004","Lower Saxony","Male","93","0.275136161336861","0.228940315760062","0.321332006913661","2"
"No","2004","Lower Saxony","Female","98","0.414121127957843","0.355691330615752","0.472550925299935","2"
"No","2004","Bremen","Female","7","","","","2"
"No","2004","North Rhine-Westphalia","Male","213","0.281799847598418","0.251340597622475","0.312259097574362","2"
"No","2004","Bremen","Male","9","","","","2"
"No","2004","North Rhine-Westphalia","Female","183","0.29794544110185","0.26113470106019","0.33475618114351","2"
"No","2004","Hesse","Male","82","0.270344620225128","0.220170172195418","0.320519068254839","2"
"No","2004","Hesse","Female","58","0.235594805539368","0.180389625240357","0.290799985838378","2"
"No","2004","Rhineland-Palatinate,Saarland","Male","62","0.313305750281722","0.25201391315273","0.374597587410714","2"
"No","2004","Rhineland-Palatinate,Saarland","Female","54","0.394383129426861","0.320038056163457","0.468728202690266","2"
"No","2004","Baden-Württemberg","Male","148","0.245159656866242","0.210059242893529","0.280260070838955","2"
"No","2004","Baden-Württemberg","Female","114","0.351071294043438","0.300995074986079","0.401147513100797","2"
"No","2004","Bavaria","Male","160","0.267733380104966","0.233020235173476","0.302446525036456","2"
"No","2004","Bavaria","Female","157","0.329677512760793","0.286857760287732","0.372497265233854","2"
"No","2004","Berlin","Male","36","0.270994229142692","0.19545583031049","0.346532627974895","2"
"No","2004","Berlin","Female","46","0.383238267769879","0.29966458141996","0.466811954119799","2"
"No","2004","Mecklenburg-Western Pomerania","Male","39","0.511212942614758","0.407361183624354","0.615064701605163","2"
"No","2004","Mecklenburg-Western Pomerania","Female","30","0.3355254336448","0.233944792601108","0.437106074688493","2"
"No","2004","Saxony","Male","75","0.264481823283248","0.214065746667227","0.31489789989927","2"
"No","2004","Saxony","Female","78","0.311467084544874","0.2574175486666","0.365516620423147","2"
"No","2004","Saxony-Anhalt","Male","58","0.307852518624818","0.238051119620423","0.377653917629212","2"
"No","2004","Saxony-Anhalt","Female","55","0.298860922767759","0.228152393199252","0.369569452336265","2"
"No","2004","Thuringia","Male","62","0.311750150252719","0.244638341387914","0.378861959117523","2"
"No","2004","Thuringia","Female","46","0.327146658919846","0.252560584815859","0.401732733023832","2"
"Yes","2004","Schleswig-Holstein","Male","90","0.756561354279648","0.677434170744869","0.835688537814427","1"
"Yes","2004","Schleswig-Holstein","Female","69","0.77186567695058","0.683688813892726","0.860042540008435","1"
"Yes","2004","Hamburg","Male","38","0.759354029700365","0.643166941722976","0.875541117677755","1"
"Yes","2004","Hamburg","Female","31","0.637818827120249","0.495804109211969","0.779833545028529","1"
"Yes","2004","Lower Saxony","Male","266","0.724863838663139","0.67866799308634","0.771059684239938","1"
"Yes","2004","Lower Saxony","Female","175","0.585878872042157","0.527449074700065","0.644308669384248","1"
"Yes","2004","Bremen","Male","22","","","","1"
"Yes","2004","Bremen","Female","18","","","","1"
"Yes","2004","Hesse","Male","219","0.729655379774872","0.679480931745161","0.779829827804582","1"
"Yes","2004","Hesse","Female","169","0.764405194460632","0.709200014161622","0.819610374759643","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Male","158","0.686694249718278","0.625402412589286","0.74798608684727","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Female","112","0.605616870573139","0.531271797309734","0.679961943836543","1"
"Yes","2004","Baden-Württemberg","Male","429","0.754840343133758","0.719739929161044","0.789940757106471","1"
"Yes","2004","Baden-Württemberg","Female","235","0.648928705956562","0.598852486899203","0.699004925013921","1"
"Yes","2004","Bavaria","Male","465","0.732266619895034","0.697553474963544","0.766979764826524","1"
"Yes","2004","Bavaria","Female","306","0.670322487239207","0.627502734766146","0.713142239712268","1"
"Yes","2004","Berlin","Male","97","0.729005770857308","0.653467372025105","0.80454416968951","1"
"Yes","2004","Berlin","Female","84","0.616761732230121","0.533188045880202","0.70033541858004","1"
"Yes","2004","Mecklenburg-Western Pomerania","Male","50","0.488787057385242","0.384935298394837","0.592638816375646","1"
"Yes","2004","Brandenburg","Male","104","0.662676042839701","0.586504726360856","0.738847359318546","1"
"Yes","2004","Brandenburg","Female","91","0.651667756165795","0.570390116948775","0.732945395382816","1"
"Yes","2004","Mecklenburg-Western Pomerania","Female","53","0.6644745663552","0.562893925311508","0.766055207398892","1"
"Yes","2004","Saxony","Male","219","0.735518176716752","0.68510210010073","0.785934253332773","1"
"Yes","2004","Saxony","Female","204","0.688532915455126","0.634483379576853","0.7425824513334","1"
"Yes","2004","Saxony-Anhalt","Male","110","0.692147481375182","0.622346082370788","0.761948880379577","1"
"Yes","2004","Saxony-Anhalt","Female","106","0.701139077232241","0.630430547663735","0.771847606800748","1"
"Yes","2004","North Rhine-Westphalia","Male","625","0.718200152401582","0.687740902425638","0.748659402377525","1"
"Yes","2004","Thuringia","Male","121","0.688249849747281","0.621138040882477","0.755361658612086","1"
"Yes","2004","Thuringia","Female","106","0.672853341080154","0.598267266976168","0.747439415184141","1"
"Yes","2004","North Rhine-Westphalia","Female","410","0.70205455889815","0.66524381885649","0.73886529893981","1"
"No","2005","Brandenburg","Male","47","0.360560353151669","0.281305238244911","0.439815468058427","2"
"No","2005","Schleswig-Holstein","Male","30","0.302458357918343","0.205381272228285","0.399535443608402","2"
"No","2005","Schleswig-Holstein","Female","24","","","","2"
"No","2005","Brandenburg","Female","39","0.275827166961099","0.19958402958744","0.352070304334757","2"
"No","2005","Hamburg","Male","10","","","","2"
"No","2005","Hamburg","Female","12","","","","2"
"No","2005","Lower Saxony","Male","81","0.284340181803558","0.234205261168468","0.334475102438649","2"
"No","2005","Lower Saxony","Female","87","0.33976264815081","0.280934350784005","0.398590945517615","2"
"No","2005","Bremen","Male","4","","","","2"
"No","2005","Bremen","Female","6","","","","2"
"No","2005","North Rhine-Westphalia","Male","161","0.220682242864144","0.191275806849717","0.25008867887857","2"
"No","2005","North Rhine-Westphalia","Female","174","0.317856799457231","0.279082251895572","0.35663134701889","2"
"No","2005","Hesse","Male","79","0.312918362019022","0.258509995847891","0.367326728190153","2"
"No","2005","Hesse","Female","70","0.297773423211871","0.238804431927594","0.356742414496147","2"
"No","2005","Rhineland-Palatinate,Saarland","Male","52","0.329978845907646","0.264975251890626","0.394982439924666","2"
"No","2005","Rhineland-Palatinate,Saarland","Female","52","0.403092953474672","0.326119362479604","0.480066544469739","2"
"No","2005","Baden-Württemberg","Male","107","0.209217970277845","0.17516259269609","0.243273347859599","2"
"No","2005","Baden-Württemberg","Female","97","0.29045819791804","0.240483604151141","0.340432791684939","2"
"No","2005","Bavaria","Male","177","0.311843984137348","0.274176018511292","0.349511949763404","2"
"No","2005","Bavaria","Female","157","0.328404832973328","0.285205333435877","0.37160433251078","2"
"No","2005","Berlin","Male","33","0.266944600083989","0.190902275686034","0.342986924481945","2"
"No","2005","Berlin","Female","32","0.312567415826525","0.229283426791537","0.395851404861514","2"
"No","2005","Mecklenburg-Western Pomerania","Male","32","0.499319733587979","0.38975451742137","0.608884949754588","2"
"No","2005","Mecklenburg-Western Pomerania","Female","25","","","","2"
"No","2005","Saxony","Male","89","0.318186912025272","0.264579737827192","0.371794086223353","2"
"No","2005","Saxony","Female","68","0.302544837319073","0.244428867432403","0.360660807205742","2"
"No","2005","Saxony-Anhalt","Male","54","0.387999909330722","0.312729078751617","0.463270739909827","2"
"No","2005","Saxony-Anhalt","Female","54","0.340480903565201","0.263615355153958","0.417346451976444","2"
"No","2005","Thuringia","Male","58","0.394118098322824","0.31863628371012","0.469599912935528","2"
"No","2005","Thuringia","Female","44","0.345830727966766","0.26559679775449","0.426064658179042","2"
"Yes","2005","Schleswig-Holstein","Male","56","0.697541642081657","0.600464556391598","0.794618727771715","1"
"Yes","2005","Schleswig-Holstein","Female","57","0.632486126859415","0.527491287733782","0.737480965985048","1"
"Yes","2005","Hamburg","Male","39","0.711258759799249","0.584371425439239","0.838146094159259","1"
"Yes","2005","Hamburg","Female","29","","","","1"
"Yes","2005","Lower Saxony","Male","230","0.715659818196442","0.665524897561351","0.765794738831532","1"
"Yes","2005","Lower Saxony","Female","162","0.66023735184919","0.601409054482385","0.719065649215995","1"
"Yes","2005","Bremen","Male","19","","","","1"
"Yes","2005","Bremen","Female","20","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Male","149","0.670021154092354","0.605017560075334","0.735024748109374","1"
"Yes","2005","North Rhine-Westphalia","Male","603","0.779317757135856","0.74991132112143","0.808724193150283","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Female","104","0.596907046525328","0.519933455530261","0.673880637520396","1"
"Yes","2005","Baden-Württemberg","Male","441","0.790782029722155","0.7567266521404","0.82483740730391","1"
"Yes","2005","Baden-Württemberg","Female","220","0.70954180208196","0.659567208315061","0.759516395848859","1"
"Yes","2005","North Rhine-Westphalia","Female","380","0.682143200542769","0.64336865298111","0.720917748104428","1"
"Yes","2005","Hesse","Male","200","0.687081637980978","0.632673271809847","0.741490004152109","1"
"Yes","2005","Hesse","Female","161","0.702226576788129","0.643257585503853","0.761195568072406","1"
"Yes","2005","Bavaria","Male","404","0.688156015862652","0.650488050236596","0.725823981488708","1"
"Yes","2005","Bavaria","Female","297","0.671595167026672","0.62839566748922","0.714794666564123","1"
"Yes","2005","Berlin","Male","97","0.733055399916011","0.657013075518055","0.809097724313966","1"
"Yes","2005","Berlin","Female","87","0.687432584173475","0.604148595138486","0.770716573208463","1"
"Yes","2005","Brandenburg","Male","94","0.639439646848331","0.560184531941573","0.718694761755089","1"
"Yes","2005","Mecklenburg-Western Pomerania","Female","56","0.527904427764684","0.419187243072941","0.636621612456427","1"
"Yes","2005","Mecklenburg-Western Pomerania","Male","48","0.500680266412021","0.391115050245412","0.61024548257863","1"
"Yes","2005","Brandenburg","Female","93","0.724172833038901","0.647929695665243","0.800415970412559","1"
"Yes","2005","Saxony-Anhalt","Male","107","0.612000090669278","0.536729260090173","0.687270921248383","1"
"Yes","2005","Saxony","Male","201","0.681813087974728","0.628205913776646","0.735420262172809","1"
"Yes","2005","Saxony","Female","172","0.697455162680927","0.639339192794258","0.755571132567597","1"
"Yes","2005","Saxony-Anhalt","Female","92","0.659519096434799","0.582653548023556","0.736384644846042","1"
"Yes","2005","Thuringia","Female","91","0.654169272033234","0.573935341820958","0.734403202245511","1"
"Yes","2005","Thuringia","Male","103","0.605881901677176","0.530400087064472","0.68136371628988","1"
"No","2006","Schleswig-Holstein","Male","42","0.305256859936728","0.223872606268689","0.386641113604767","2"
"No","2006","Brandenburg","Female","47","0.349119045641832","0.274074385585545","0.424163705698119","2"
"No","2006","Brandenburg","Male","38","0.258986326715197","0.188880520133676","0.329092133296717","2"
"No","2006","Schleswig-Holstein","Female","32","0.306217632394365","0.21401587462159","0.398419390167141","2"
"No","2006","Hamburg","Male","12","","","","2"
"No","2006","Hamburg","Female","10","","","","2"
"No","2006","Lower Saxony","Male","89","0.277085704788815","0.22937232208566","0.324799087491971","2"
"No","2006","Lower Saxony","Female","97","0.375020498723591","0.317058802811143","0.43298219463604","2"
"No","2006","Bremen","Male","2","","","","2"
"No","2006","Bremen","Female","5","","","","2"
"No","2006","North Rhine-Westphalia","Male","161","0.211732761531006","0.183702072005249","0.239763451056763","2"
"No","2006","North Rhine-Westphalia","Female","194","0.295457908077127","0.260302088071871","0.330613728082382","2"
"No","2006","Hesse","Male","72","0.300013145845653","0.248156723827038","0.351869567864268","2"
"No","2006","Hesse","Female","75","0.256057644647289","0.203803684483331","0.308311604811246","2"
"No","2006","Rhineland-Palatinate,Saarland","Male","52","0.228305429657419","0.173091018342159","0.283519840972679","2"
"No","2006","Rhineland-Palatinate,Saarland","Female","52","0.278921242177732","0.215486143034957","0.342356341320507","2"
"No","2006","Baden-Württemberg","Male","113","0.223508132225603","0.189545660307504","0.257470604143702","2"
"No","2006","Baden-Württemberg","Female","107","0.293668751498871","0.247876776896558","0.339460726101184","2"
"No","2006","Bavaria","Male","176","0.276438691476265","0.241404023467281","0.311473359485249","2"
"No","2006","Bavaria","Female","152","0.300047685330631","0.260390784077918","0.339704586583344","2"
"No","2006","Berlin","Male","32","0.347134375703005","0.261958191478452","0.432310559927557","2"
"No","2006","Berlin","Female","35","0.228336652092057","0.158047297043847","0.298626007140267","2"
"No","2006","Mecklenburg-Western Pomerania","Male","30","0.358013072847645","0.257847313013495","0.458178832681795","2"
"No","2006","Mecklenburg-Western Pomerania","Female","28","","","","2"
"No","2006","Saxony","Male","85","0.300238274645485","0.247665029485474","0.352811519805496","2"
"No","2006","Saxony","Female","73","0.235831282885732","0.186018440528345","0.285644125243119","2"
"No","2006","Saxony-Anhalt","Male","52","0.383849968159633","0.309191636482805","0.458508299836462","2"
"No","2006","Saxony-Anhalt","Female","45","0.310537513760691","0.236978033266853","0.384096994254529","2"
"No","2006","Thuringia","Male","50","0.27229050312631","0.206712720721289","0.33786828553133","2"
"No","2006","Thuringia","Female","53","0.382856120615655","0.305325969997792","0.460386271233518","2"
"Yes","2006","Hamburg","Male","37","0.620715503306634","0.484859481591061","0.756571525022207","1"
"Yes","2006","Hamburg","Female","34","0.718293617768279","0.585379504040429","0.851207731496128","1"
"Yes","2006","Schleswig-Holstein","Male","81","0.694743140063272","0.613358886395233","0.776127393731311","1"
"Yes","2006","Schleswig-Holstein","Female","64","0.693782367605635","0.601580609832859","0.78598412537841","1"
"Yes","2006","Lower Saxony","Male","249","0.722914295211185","0.675200912508029","0.770627677914341","1"
"Yes","2006","Lower Saxony","Female","171","0.624979501276409","0.56701780536396","0.682941197188858","1"
"Yes","2006","Bremen","Male","17","","","","1"
"Yes","2006","Bremen","Female","22","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Male","170","0.771694570342581","0.716480159027321","0.826908981657841","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Female","140","0.721078757822268","0.657643658679493","0.784513856965043","1"
"Yes","2006","Baden-Württemberg","Male","465","0.776491867774397","0.742529395856298","0.810454339692496","1"
"Yes","2006","Bavaria","Male","450","0.723561308523735","0.688526640514751","0.758595976532719","1"
"Yes","2006","North Rhine-Westphalia","Male","655","0.788267238468994","0.760236548943237","0.816297927994751","1"
"Yes","2006","North Rhine-Westphalia","Female","453","0.704542091922873","0.669386271917618","0.739697911928129","1"
"Yes","2006","Hesse","Male","228","0.699986854154347","0.648130432135732","0.751843276172962","1"
"Yes","2006","Baden-Württemberg","Female","273","0.706331248501129","0.660539273898816","0.752123223103442","1"
"Yes","2006","Hesse","Female","193","0.743942355352711","0.691688395188754","0.796196315516669","1"
"Yes","2006","Bavaria","Female","361","0.699952314669369","0.660295413416656","0.739609215922082","1"
"Yes","2006","Berlin","Male","88","0.652865624296995","0.567689440072443","0.738041808521548","1"
"Yes","2006","Berlin","Female","102","0.771663347907943","0.701373992859733","0.841952702956152","1"
"Yes","2006","Mecklenburg-Western Pomerania","Male","58","0.641986927152355","0.541821167318205","0.742152686986505","1"
"Yes","2006","Brandenburg","Female","108","0.650880954358168","0.575836294301881","0.725925614414455","1"
"Yes","2006","Brandenburg","Male","112","0.741013673284803","0.670907866703283","0.811119479866324","1"
"Yes","2006","Saxony","Male","207","0.699761725354515","0.647188480194504","0.752334970514526","1"
"Yes","2006","Mecklenburg-Western Pomerania","Female","68","0.770891793518791","0.686824027172809","0.854959559864774","1"
"Yes","2006","Saxony-Anhalt","Female","107","0.689462486239309","0.615903005745471","0.763021966733147","1"
"Yes","2006","Saxony","Female","206","0.764168717114268","0.714355874756881","0.813981559471655","1"
"Yes","2006","Saxony-Anhalt","Male","111","0.616150031840367","0.541491700163538","0.690808363517195","1"
"Yes","2006","Thuringia","Male","127","0.72770949687369","0.66213171446867","0.793287279278711","1"
"Yes","2006","Thuringia","Female","98","0.617143879384345","0.539613728766482","0.694674030002208","1"
"No","2007","Brandenburg","Male","46","0.475759476083109","0.393327150413946","0.558191801752273","2"
"No","2007","Schleswig-Holstein","Male","28","","","","2"
"No","2007","Schleswig-Holstein","Female","28","","","","2"
"No","2007","Brandenburg","Female","44","0.335234617794516","0.259179952268622","0.411289283320411","2"
"No","2007","Mecklenburg-Western Pomerania","Male","31","0.391336733232953","0.286340698278701","0.496332768187205","2"
"No","2007","Hamburg","Male","13","","","","2"
"No","2007","Hamburg","Female","14","","","","2"
"No","2007","Lower Saxony","Male","83","0.236972295682149","0.192360026001694","0.281584565362603","2"
"No","2007","Mecklenburg-Western Pomerania","Female","25","","","","2"
"No","2007","Saxony","Male","83","0.280308465475818","0.228791773341213","0.331825157610424","2"
"No","2007","Saxony","Female","81","0.304088251168796","0.248171964619309","0.360004537718282","2"
"No","2007","Lower Saxony","Female","73","0.244892624938668","0.191693628532999","0.298091621344337","2"
"No","2007","Bremen","Male","5","","","","2"
"No","2007","Bremen","Female","6","","","","2"
"No","2007","North Rhine-Westphalia","Male","134","0.171719140414317","0.144710336749548","0.198727944079085","2"
"No","2007","North Rhine-Westphalia","Female","151","0.278370847782919","0.241989169897759","0.314752525668079","2"
"No","2007","Hesse","Male","63","0.231927191726198","0.181952532723043","0.281901850729353","2"
"No","2007","Hesse","Female","53","0.242177906175253","0.185568624773567","0.29878718757694","2"
"No","2007","Rhineland-Palatinate,Saarland","Male","58","0.288664710508662","0.225226038981823","0.3521033820355","2"
"No","2007","Rhineland-Palatinate,Saarland","Female","56","0.388440305685204","0.314296372957857","0.462584238412551","2"
"No","2007","Baden-Württemberg","Male","98","0.177456089616008","0.145202451580973","0.209709727651042","2"
"No","2007","Baden-Württemberg","Female","95","0.257465981512844","0.21119388938618","0.303738073639508","2"
"No","2007","Bavaria","Male","133","0.233320270635123","0.19919270493604","0.267447836334207","2"
"No","2007","Bavaria","Female","139","0.296215509698377","0.254671075963402","0.337759943433353","2"
"No","2007","Berlin","Male","33","0.298013504568501","0.214418269778169","0.381608739358833","2"
"No","2007","Berlin","Female","33","0.228030584566163","0.156456183437352","0.299604985694974","2"
"No","2007","Saxony-Anhalt","Male","48","0.30779905187759","0.237792354616411","0.377805749138768","2"
"No","2007","Saxony-Anhalt","Female","53","0.296619894079986","0.224711859258058","0.368527928901913","2"
"No","2007","Thuringia","Male","45","0.290738684835217","0.223071269731207","0.358406099939228","2"
"No","2007","Thuringia","Female","49","0.284711518469939","0.212970187165724","0.356452849774154","2"
"Yes","2007","Hamburg","Male","40","0.683732021053022","0.558538824711008","0.808925217395037","1"
"Yes","2007","Hamburg","Female","37","0.689024633906645","0.561983789608733","0.816065478204558","1"
"Yes","2007","Schleswig-Holstein","Male","66","0.712959527129295","0.621508587721935","0.804410466536655","1"
"Yes","2007","Schleswig-Holstein","Female","50","0.660100783495541","0.554981838013773","0.76521972897731","1"
"Yes","2007","Lower Saxony","Male","266","0.763027704317851","0.718415434637397","0.807639973998306","1"
"Yes","2007","Lower Saxony","Female","178","0.755107375061332","0.701908378655663","0.808306371467001","1"
"Yes","2007","Bremen","Male","16","","","","1"
"Yes","2007","Bremen","Female","21","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Male","138","0.711335289491338","0.6478966179645","0.774773961018177","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Female","110","0.611559694314796","0.537415761587449","0.685703627042143","1"
"Yes","2007","Baden-Württemberg","Male","441","0.822543910383992","0.790290272348958","0.854797548419027","1"
"Yes","2007","Baden-Württemberg","Female","248","0.742534018487156","0.696261926360492","0.78880611061382","1"
"Yes","2007","North Rhine-Westphalia","Male","615","0.828280859585683","0.801272055920915","0.855289663250452","1"
"Yes","2007","Bavaria","Male","457","0.766679729364877","0.732552163665793","0.80080729506396","1"
"Yes","2007","Bavaria","Female","325","0.703784490301623","0.662240056566647","0.745328924036598","1"
"Yes","2007","Berlin","Male","82","0.701986495431499","0.618391260641167","0.785581730221831","1"
"Yes","2007","North Rhine-Westphalia","Female","432","0.721629152217081","0.685247474331921","0.758010830102241","1"
"Yes","2007","Hesse","Male","211","0.768072808273802","0.718098149270647","0.818047467276957","1"
"Yes","2007","Hesse","Female","167","0.757822093824747","0.70121281242306","0.814431375226433","1"
"Yes","2007","Brandenburg","Male","95","0.524240523916891","0.441808198247727","0.606672849586054","1"
"Yes","2007","Berlin","Female","99","0.771969415433837","0.700395014305026","0.843543816562648","1"
"Yes","2007","Mecklenburg-Western Pomerania","Male","52","0.608663266767047","0.503667231812795","0.713659301721299","1"
"Yes","2007","Mecklenburg-Western Pomerania","Female","66","0.783345570257134","0.69870318814039","0.867987952373877","1"
"Yes","2007","Brandenburg","Female","104","0.664765382205484","0.588710716679589","0.740820047731378","1"
