"plb0196_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2019","Full Time","Urban Area","752","0.196942670541302","0.184088488013995","0.209796853068608","2"
"No","2019","Full Time","Rural Area","473","0.232143610357231","0.214565119740894","0.249722100973568","2"
"No","2019","Part Time","Urban Area","495","0.250721748661289","0.229915304818644","0.271528192503934","2"
"No","2019","Part Time","Rural Area","290","0.32039106098073","0.290336365340782","0.350445756620678","2"
"No","2019","Not Working","Urban Area","58","0.383828498579481","0.310938247140997","0.456718750017966","2"
"No","2019","Not Working","Rural Area","35","0.460293615933975","0.362112775110863","0.558474456757087","2"
"Yes","2019","Full Time","Urban Area","2925","0.803057329458698","0.790203146931392","0.815911511986005","1"
"Yes","2019","Full Time","Rural Area","1743","0.767856389642769","0.750277899026432","0.785434880259106","1"
"Yes","2019","Part Time","Rural Area","636","0.67960893901927","0.649554243379322","0.709663634659218","1"
"Yes","2019","Part Time","Urban Area","1172","0.749278251338711","0.728471807496066","0.770084695181356","1"
"Yes","2019","Not Working","Urban Area","113","0.616171501420519","0.543281249982034","0.689061752859004","1"
"Yes","2019","Not Working","Rural Area","64","0.539706384066025","0.441525543242913","0.637887224889137","1"
