"plb0196_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2000","Full Time","in school","","","",""
"Yes","2000","Full Time","inadequately","","","",""
"Yes","2000","Full Time","general elemantary","","","",""
"Yes","2000","Full Time","middle vocational","","","",""
"Yes","2000","Full Time","vocational + Abi","","","",""
"Yes","2000","Full Time","higher vocational","","","",""
"Yes","2000","Full Time","higher education","","","",""
"Yes","2000","Part Time","in school","","","",""
"Yes","2000","Part Time","inadequately","","","",""
"Yes","2000","Part Time","general elemantary","","","",""
"Yes","2000","Part Time","middle vocational","","","",""
"Yes","2000","Part Time","vocational + Abi","","","",""
"Yes","2000","Part Time","higher vocational","","","",""
"Yes","2000","Part Time","higher education","","","",""
"Yes","2000","Not Working","in school","","","",""
"Yes","2000","Not Working","inadequately","","","",""
"Yes","2000","Not Working","general elemantary","","","",""
"Yes","2000","Not Working","middle vocational","","","",""
"Yes","2000","Not Working","vocational + Abi","","","",""
"Yes","2000","Not Working","higher vocational","","","",""
"Yes","2000","Not Working","higher education","","","",""
"No","2000","Full Time","in school","","","",""
"No","2000","Full Time","inadequately","9","","",""
"No","2000","Full Time","general elemantary","175","1","1","1"
"No","2000","Full Time","middle vocational","1062","1","1","1"
"No","2000","Full Time","vocational + Abi","102","1","1","1"
"No","2000","Full Time","higher vocational","158","1","1","1"
"No","2000","Full Time","higher education","334","1","1","1"
"No","2000","Part Time","in school","3","","",""
"No","2000","Part Time","inadequately","9","","",""
"No","2000","Part Time","general elemantary","73","1","1","1"
"No","2000","Part Time","middle vocational","359","1","1","1"
"No","2000","Part Time","vocational + Abi","34","1","1","1"
"No","2000","Part Time","higher vocational","70","1","1","1"
"No","2000","Part Time","higher education","94","1","1","1"
"No","2000","Not Working","in school","","","",""
"No","2000","Not Working","inadequately","","","",""
"No","2000","Not Working","general elemantary","4","","",""
"No","2000","Not Working","middle vocational","28","","",""
"No","2000","Not Working","vocational + Abi","1","","",""
"No","2000","Not Working","higher vocational","2","","",""
"No","2000","Not Working","higher education","3","","",""
"Yes","2001","Full Time","in school","","","",""
"Yes","2001","Full Time","inadequately","","","",""
"Yes","2001","Full Time","general elemantary","","","",""
"Yes","2001","Full Time","middle vocational","","","",""
"Yes","2001","Full Time","vocational + Abi","","","",""
"Yes","2001","Full Time","higher vocational","","","",""
"Yes","2001","Full Time","higher education","","","",""
"Yes","2001","Part Time","in school","","","",""
"Yes","2001","Part Time","inadequately","","","",""
"Yes","2001","Part Time","general elemantary","","","",""
"Yes","2001","Part Time","middle vocational","","","",""
"Yes","2001","Part Time","vocational + Abi","","","",""
"Yes","2001","Part Time","higher vocational","","","",""
"Yes","2001","Part Time","higher education","","","",""
"Yes","2001","Not Working","in school","","","",""
"Yes","2001","Not Working","inadequately","","","",""
"Yes","2001","Not Working","general elemantary","","","",""
"Yes","2001","Not Working","middle vocational","","","",""
"Yes","2001","Not Working","vocational + Abi","","","",""
"Yes","2001","Not Working","higher vocational","","","",""
"Yes","2001","Not Working","higher education","","","",""
"No","2001","Full Time","in school","","","",""
"No","2001","Full Time","inadequately","11","","",""
"No","2001","Full Time","general elemantary","144","1","1","1"
"No","2001","Full Time","middle vocational","939","1","1","1"
"No","2001","Full Time","vocational + Abi","98","1","1","1"
"No","2001","Full Time","higher vocational","161","1","1","1"
"No","2001","Full Time","higher education","303","1","1","1"
"No","2001","Part Time","in school","6","","",""
"No","2001","Part Time","inadequately","4","","",""
"No","2001","Part Time","general elemantary","69","1","1","1"
"No","2001","Part Time","middle vocational","383","1","1","1"
"No","2001","Part Time","vocational + Abi","45","1","1","1"
"No","2001","Part Time","higher vocational","50","1","1","1"
"No","2001","Part Time","higher education","110","1","1","1"
"No","2001","Not Working","in school","1","","",""
"No","2001","Not Working","inadequately","","","",""
"No","2001","Not Working","general elemantary","2","","",""
"No","2001","Not Working","middle vocational","19","","",""
"No","2001","Not Working","vocational + Abi","1","","",""
"No","2001","Not Working","higher vocational","3","","",""
"No","2001","Not Working","higher education","4","","",""
"Yes","2002","Full Time","in school","1","","",""
"Yes","2002","Full Time","inadequately","15","","",""
"Yes","2002","Full Time","general elemantary","185","0.565706025318375","0.510794535541947","0.620617515094803"
"Yes","2002","Full Time","middle vocational","2087","0.685543772986413","0.668978974075703","0.702108571897123"
"Yes","2002","Full Time","vocational + Abi","304","0.757206921009473","0.715082689227551","0.799331152791395"
"Yes","2002","Full Time","higher vocational","440","0.761770880941361","0.727191005881815","0.796350756000908"
"Yes","2002","Full Time","higher education","1472","0.816195423699319","0.798371443648767","0.834019403749871"
"Yes","2002","Part Time","in school","13","","",""
"Yes","2002","Part Time","inadequately","3","","",""
"Yes","2002","Part Time","general elemantary","89","0.571233543684749","0.489546009515261","0.652921077854237"
"Yes","2002","Part Time","middle vocational","524","0.600002182582094","0.567798729936389","0.6322056352278"
"Yes","2002","Part Time","vocational + Abi","63","0.508216543283259","0.414791543601672","0.601641542964846"
"Yes","2002","Part Time","higher vocational","106","0.553014504972252","0.476453864107806","0.629575145836698"
"Yes","2002","Part Time","higher education","268","0.664873301387453","0.617599267186459","0.712147335588447"
"Yes","2002","Not Working","in school","","","",""
"Yes","2002","Not Working","inadequately","","","",""
"Yes","2002","Not Working","general elemantary","2","","",""
"Yes","2002","Not Working","middle vocational","16","","",""
"Yes","2002","Not Working","vocational + Abi","3","","",""
"Yes","2002","Not Working","higher vocational","2","","",""
"Yes","2002","Not Working","higher education","1","","",""
"No","2002","Full Time","in school","","","",""
"No","2002","Full Time","inadequately","8","","",""
"No","2002","Full Time","general elemantary","128","0.434293974681625","0.379382484905197","0.489205464458053"
"No","2002","Full Time","middle vocational","931","0.314456227013587","0.297891428102877","0.331021025924297"
"No","2002","Full Time","vocational + Abi","94","0.242793078990527","0.200668847208605","0.284917310772449"
"No","2002","Full Time","higher vocational","143","0.238229119058639","0.203649243999092","0.272808994118185"
"No","2002","Full Time","higher education","342","0.183804576300681","0.165980596250129","0.201628556351233"
"No","2002","Part Time","in school","11","","",""
"No","2002","Part Time","inadequately","3","","",""
"No","2002","Part Time","general elemantary","52","0.428766456315251","0.347078922145763","0.510453990484739"
"No","2002","Part Time","middle vocational","365","0.399997817417906","0.3677943647722","0.432201270063611"
"No","2002","Part Time","vocational + Abi","47","0.491783456716741","0.398358457035154","0.585208456398328"
"No","2002","Part Time","higher vocational","56","0.446985495027748","0.370424854163302","0.523546135892195"
"No","2002","Part Time","higher education","115","0.335126698612547","0.287852664411553","0.382400732813541"
"No","2002","Not Working","in school","1","","",""
"No","2002","Not Working","inadequately","","","",""
"No","2002","Not Working","general elemantary","9","","",""
"No","2002","Not Working","middle vocational","12","","",""
"No","2002","Not Working","vocational + Abi","1","","",""
"No","2002","Not Working","higher vocational","2","","",""
"No","2002","Not Working","higher education","7","","",""
"Yes","2003","Full Time","in school","","","",""
"Yes","2003","Full Time","inadequately","17","","",""
"Yes","2003","Full Time","general elemantary","185","0.617843285852706","0.562487611176156","0.673198960529255"
"Yes","2003","Full Time","middle vocational","1939","0.687253021624127","0.670187229564872","0.704318813683383"
"Yes","2003","Full Time","vocational + Abi","301","0.720694847569823","0.676616862115487","0.764772833024158"
"Yes","2003","Full Time","higher vocational","418","0.771729163764983","0.736810366973427","0.806647960556538"
"Yes","2003","Full Time","higher education","1348","0.810298332880748","0.791528122931643","0.829068542829852"
"Yes","2003","Part Time","in school","1","","",""
"Yes","2003","Part Time","inadequately","2","","",""
"Yes","2003","Part Time","general elemantary","83","0.567199030224575","0.485992318573518","0.648405741875631"
"Yes","2003","Part Time","middle vocational","555","0.600184704016351","0.568198856713542","0.63217055131916"
"Yes","2003","Part Time","vocational + Abi","70","0.611337834587219","0.523758552571409","0.698917116603029"
"Yes","2003","Part Time","higher vocational","110","0.651224390602186","0.578942710684856","0.723506070519516"
"Yes","2003","Part Time","higher education","224","0.704819155918579","0.656548414921484","0.753089896915675"
"Yes","2003","Not Working","in school","1","","",""
"Yes","2003","Not Working","inadequately","","","",""
"Yes","2003","Not Working","general elemantary","4","","",""
"Yes","2003","Not Working","middle vocational","14","","",""
"Yes","2003","Not Working","vocational + Abi","3","","",""
"Yes","2003","Not Working","higher vocational","2","","",""
"Yes","2003","Not Working","higher education","6","","",""
"No","2003","Full Time","in school","","","",""
"No","2003","Full Time","inadequately","7","","",""
"No","2003","Full Time","general elemantary","111","0.382156714147295","0.326801039470745","0.437512388823844"
"No","2003","Full Time","middle vocational","896","0.312746978375872","0.295681186316616","0.329812770435128"
"No","2003","Full Time","vocational + Abi","97","0.279305152430177","0.235227166975842","0.323383137884513"
"No","2003","Full Time","higher vocational","137","0.228270836235017","0.193352039443462","0.263189633026573"
"No","2003","Full Time","higher education","328","0.189701667119252","0.170931457170148","0.208471877068357"
"No","2003","Part Time","in school","2","","",""
"No","2003","Part Time","inadequately","4","","",""
"No","2003","Part Time","general elemantary","60","0.432800969775425","0.351594258124369","0.514007681426482"
"No","2003","Part Time","middle vocational","346","0.399815295983649","0.367829448680839","0.431801143286458"
"No","2003","Part Time","vocational + Abi","49","0.388662165412781","0.301082883396971","0.476241447428591"
"No","2003","Part Time","higher vocational","57","0.348775609397814","0.276493929480484","0.421057289315144"
"No","2003","Part Time","higher education","119","0.295180844081421","0.246910103084325","0.343451585078516"
"No","2003","Not Working","in school","","","",""
"No","2003","Not Working","inadequately","","","",""
"No","2003","Not Working","general elemantary","7","","",""
"No","2003","Not Working","middle vocational","16","","",""
"No","2003","Not Working","vocational + Abi","2","","",""
"No","2003","Not Working","higher vocational","4","","",""
"No","2003","Not Working","higher education","5","","",""
"Yes","2004","Full Time","in school","1","","",""
"Yes","2004","Full Time","inadequately","10","","",""
"Yes","2004","Full Time","general elemantary","191","0.59975371478423","0.545036641341198","0.654470788227262"
"Yes","2004","Full Time","middle vocational","1908","0.702941606367269","0.685605389026969","0.720277823707568"
"Yes","2004","Full Time","vocational + Abi","284","0.746224085195795","0.702527707640294","0.789920462751295"
"Yes","2004","Full Time","higher vocational","436","0.81388085775562","0.781500806066113","0.846260909445128"
"Yes","2004","Full Time","higher education","1295","0.780951467193159","0.760897317064948","0.801005617321371"
"Yes","2004","Part Time","in school","2","","",""
"Yes","2004","Part Time","inadequately","6","","",""
"Yes","2004","Part Time","general elemantary","68","0.58219963699","0.493212453957034","0.671186820022966"
"Yes","2004","Part Time","middle vocational","530","0.564368024823171","0.531681930230627","0.597054119415715"
"Yes","2004","Part Time","vocational + Abi","69","0.638669936827798","0.553426988766059","0.723912884889537"
"Yes","2004","Part Time","higher vocational","109","0.692641307155157","0.621148056504253","0.76413455780606"
"Yes","2004","Part Time","higher education","216","0.624689991482208","0.573670351629152","0.675709631335264"
"Yes","2004","Not Working","in school","1","","",""
"Yes","2004","Not Working","inadequately","","","",""
"Yes","2004","Not Working","general elemantary","5","","",""
"Yes","2004","Not Working","middle vocational","10","","",""
"Yes","2004","Not Working","vocational + Abi","1","","",""
"Yes","2004","Not Working","higher vocational","1","","",""
"Yes","2004","Not Working","higher education","4","","",""
"No","2004","Full Time","in school","","","",""
"No","2004","Full Time","inadequately","6","","",""
"No","2004","Full Time","general elemantary","117","0.40024628521577","0.345529211772738","0.454963358658801"
"No","2004","Full Time","middle vocational","761","0.297058393632731","0.279722176292432","0.314394610973031"
"No","2004","Full Time","vocational + Abi","97","0.253775914804205","0.210079537248705","0.297472292359706"
"No","2004","Full Time","higher vocational","119","0.18611914224438","0.153739090554872","0.218499193933887"
"No","2004","Full Time","higher education","339","0.219048532806841","0.198994382678629","0.239102682935052"
"No","2004","Part Time","in school","3","","",""
"No","2004","Part Time","inadequately","2","","",""
"No","2004","Part Time","general elemantary","50","0.41780036301","0.328813179977034","0.506787546042966"
"No","2004","Part Time","middle vocational","354","0.435631975176829","0.402945880584285","0.468318069769373"
"No","2004","Part Time","vocational + Abi","53","0.361330063172202","0.276087115110463","0.446573011233941"
"No","2004","Part Time","higher vocational","51","0.307358692844843","0.23586544219394","0.378851943495747"
"No","2004","Part Time","higher education","130","0.375310008517792","0.324290368664736","0.426329648370848"
"No","2004","Not Working","in school","","","",""
"No","2004","Not Working","inadequately","","","",""
"No","2004","Not Working","general elemantary","2","","",""
"No","2004","Not Working","middle vocational","7","","",""
"No","2004","Not Working","vocational + Abi","2","","",""
"No","2004","Not Working","higher vocational","2","","",""
"No","2004","Not Working","higher education","8","","",""
"Yes","2005","Full Time","in school","","","",""
"Yes","2005","Full Time","inadequately","16","","",""
"Yes","2005","Full Time","general elemantary","181","0.670578921765719","0.615329678456111","0.725828165075326"
"Yes","2005","Full Time","middle vocational","1741","0.702731872308312","0.684688877307885","0.720774867308739"
"Yes","2005","Full Time","vocational + Abi","288","0.699847690070242","0.653886737483055","0.745808642657428"
"Yes","2005","Full Time","higher vocational","393","0.745240933631908","0.707498814123277","0.78298305314054"
"Yes","2005","Full Time","higher education","1180","0.797859142525428","0.777336564314437","0.818381720736419"
"Yes","2005","Part Time","in school","2","","",""
"Yes","2005","Part Time","inadequately","3","","",""
"Yes","2005","Part Time","general elemantary","77","0.609793197410781","0.526891967005835","0.692694427815727"
"Yes","2005","Part Time","middle vocational","513","0.615638561472717","0.5822419734591","0.649035149486334"
"Yes","2005","Part Time","vocational + Abi","68","0.564980544090577","0.47514954149098","0.654811546690174"
"Yes","2005","Part Time","higher vocational","79","0.636865477886702","0.552896195539799","0.720834760233606"
"Yes","2005","Part Time","higher education","217","0.665635423772083","0.615781744764716","0.715489102779449"
"Yes","2005","Not Working","in school","","","",""
"Yes","2005","Not Working","inadequately","1","","",""
"Yes","2005","Not Working","general elemantary","2","","",""
"Yes","2005","Not Working","middle vocational","11","","",""
"Yes","2005","Not Working","vocational + Abi","3","","",""
"Yes","2005","Not Working","higher vocational","","","",""
"Yes","2005","Not Working","higher education","6","","",""
"No","2005","Full Time","in school","1","","",""
"No","2005","Full Time","inadequately","3","","",""
"No","2005","Full Time","general elemantary","97","0.329421078234281","0.274171834924674","0.384670321543889"
"No","2005","Full Time","middle vocational","724","0.297268127691688","0.279225132691261","0.315311122692115"
"No","2005","Full Time","vocational + Abi","94","0.300152309929758","0.254191357342572","0.346113262516945"
"No","2005","Full Time","higher vocational","119","0.254759066368092","0.21701694685946","0.292501185876723"
"No","2005","Full Time","higher education","291","0.202140857474572","0.181618279263581","0.222663435685563"
"No","2005","Part Time","in school","4","","",""
"No","2005","Part Time","inadequately","4","","",""
"No","2005","Part Time","general elemantary","56","0.390206802589219","0.307305572184273","0.473108032994165"
"No","2005","Part Time","middle vocational","302","0.384361438527283","0.350964850513667","0.4177580265409"
"No","2005","Part Time","vocational + Abi","49","0.435019455909423","0.345188453309826","0.52485045850902"
"No","2005","Part Time","higher vocational","47","0.363134522113298","0.279165239766394","0.447103804460201"
"No","2005","Part Time","higher education","127","0.334364576227918","0.284510897220551","0.384218255235284"
"No","2005","Not Working","in school","","","",""
"No","2005","Not Working","inadequately","","","",""
"No","2005","Not Working","general elemantary","3","","",""
"No","2005","Not Working","middle vocational","6","","",""
"No","2005","Not Working","vocational + Abi","","","",""
"No","2005","Not Working","higher vocational","1","","",""
"No","2005","Not Working","higher education","6","","",""
"Yes","2006","Full Time","in school","","","",""
"Yes","2006","Full Time","inadequately","13","","",""
"Yes","2006","Full Time","general elemantary","167","0.686627575973152","0.628779272936997","0.744475879009307"
"Yes","2006","Full Time","middle vocational","1988","0.726209983287441","0.709346977135638","0.743072989439243"
"Yes","2006","Full Time","vocational + Abi","330","0.7841520991141","0.744899724500263","0.823404473727938"
"Yes","2006","Full Time","higher vocational","427","0.814977613194475","0.782011369429765","0.847943856959184"
"Yes","2006","Full Time","higher education","1367","0.836206058220286","0.818381306188972","0.854030810251601"
"Yes","2006","Part Time","in school","3","","",""
"Yes","2006","Part Time","inadequately","2","","",""
"Yes","2006","Part Time","general elemantary","77","0.572014780425768","0.489462978256222","0.654566582595313"
"Yes","2006","Part Time","middle vocational","562","0.587160777322985","0.555819772478266","0.618501782167703"
"Yes","2006","Part Time","vocational + Abi","87","0.529890719673958","0.44920772809573","0.610573711252186"
"Yes","2006","Part Time","higher vocational","101","0.615229527459626","0.539364957326877","0.691094097592374"
"Yes","2006","Part Time","higher education","248","0.63140886460859","0.582516609352228","0.680301119864952"
"Yes","2006","Not Working","in school","","","",""
"Yes","2006","Not Working","inadequately","1","","",""
"Yes","2006","Not Working","general elemantary","5","","",""
"Yes","2006","Not Working","middle vocational","27","","",""
"Yes","2006","Not Working","vocational + Abi","2","","",""
"Yes","2006","Not Working","higher vocational","1","","",""
"Yes","2006","Not Working","higher education","4","","",""
"No","2006","Full Time","in school","2","","",""
"No","2006","Full Time","inadequately","9","","",""
"No","2006","Full Time","general elemantary","80","0.313372424026848","0.255524120990693","0.371220727063003"
"No","2006","Full Time","middle vocational","698","0.273790016712559","0.256927010560757","0.290653022864362"
"No","2006","Full Time","vocational + Abi","92","0.2158479008859","0.176595526272062","0.255100275499737"
"No","2006","Full Time","higher vocational","106","0.185022386805525","0.152056143040816","0.217988630570235"
"No","2006","Full Time","higher education","289","0.163793941779714","0.145969189748399","0.181618693811028"
"No","2006","Part Time","in school","3","","",""
"No","2006","Part Time","inadequately","2","","",""
"No","2006","Part Time","general elemantary","61","0.427985219574232","0.345433417404687","0.510537021743778"
"No","2006","Part Time","middle vocational","386","0.412839222677015","0.381498217832297","0.444180227521734"
"No","2006","Part Time","vocational + Abi","60","0.470109280326042","0.389426288747814","0.55079227190427"
"No","2006","Part Time","higher vocational","57","0.384770472540374","0.308905902407626","0.460635042673123"
"No","2006","Part Time","higher education","126","0.36859113539141","0.319698880135048","0.417483390647772"
"No","2006","Not Working","in school","","","",""
"No","2006","Not Working","inadequately","","","",""
"No","2006","Not Working","general elemantary","3","","",""
"No","2006","Not Working","middle vocational","16","","",""
"No","2006","Not Working","vocational + Abi","1","","",""
"No","2006","Not Working","higher vocational","1","","",""
"No","2006","Not Working","higher education","3","","",""
"Yes","2007","Full Time","in school","","","",""
"Yes","2007","Full Time","inadequately","5","","",""
"Yes","2007","Full Time","general elemantary","146","0.674513605907343","0.610989768615765","0.738037443198922"
"Yes","2007","Full Time","middle vocational","1895","0.75505464185675","0.738320183690579","0.771789100022922"
"Yes","2007","Full Time","vocational + Abi","321","0.795123065012257","0.755766143699466","0.834479986325049"
"Yes","2007","Full Time","higher vocational","379","0.794302352279066","0.758365706128549","0.830238998429583"
"Yes","2007","Full Time","higher education","1270","0.829902546605851","0.811228202859425","0.848576890352278"
"Yes","2007","Part Time","in school","2","","",""
"Yes","2007","Part Time","inadequately","3","","",""
"Yes","2007","Part Time","general elemantary","50","0.544987269931939","0.445888748111324","0.644085791752554"
"Yes","2007","Part Time","middle vocational","571","0.658121318706671","0.626583823866014","0.689658813547328"
"Yes","2007","Part Time","vocational + Abi","94","0.747265476506328","0.67422755909688","0.820303393915776"
"Yes","2007","Part Time","higher vocational","109","0.693051032369848","0.618743484619249","0.767358580120447"
"Yes","2007","Part Time","higher education","235","0.60294345211766","0.552540232538953","0.653346671696366"
"Yes","2007","Not Working","in school","","","",""
"Yes","2007","Not Working","inadequately","","","",""
"Yes","2007","Not Working","general elemantary","5","","",""
"Yes","2007","Not Working","middle vocational","20","","",""
"Yes","2007","Not Working","vocational + Abi","2","","",""
"Yes","2007","Not Working","higher vocational","4","","",""
"Yes","2007","Not Working","higher education","9","","",""
"No","2007","Full Time","in school","","","",""
"No","2007","Full Time","inadequately","6","","",""
"No","2007","Full Time","general elemantary","63","0.325486394092656","0.261962556801078","0.389010231384235"
"No","2007","Full Time","middle vocational","642","0.244945358143249","0.228210899977078","0.261679816309421"
"No","2007","Full Time","vocational + Abi","83","0.204876934987743","0.165520013674951","0.244233856300534"
"No","2007","Full Time","higher vocational","107","0.205697647720934","0.169761001570417","0.241634293871451"
"No","2007","Full Time","higher education","285","0.170097453394149","0.151423109647722","0.188771797140576"
"No","2007","Part Time","in school","3","","",""
"No","2007","Part Time","inadequately","3","","",""
"No","2007","Part Time","general elemantary","47","0.455012730068061","0.355914208247446","0.554111251888676"
"No","2007","Part Time","middle vocational","298","0.341878681293329","0.310341186452672","0.373416176133986"
"No","2007","Part Time","vocational + Abi","42","0.252734523493672","0.179696606084224","0.32577244090312"
"No","2007","Part Time","higher vocational","39","0.306948967630152","0.232641419879553","0.381256515380751"
"No","2007","Part Time","higher education","127","0.39705654788234","0.346653328303634","0.447459767461047"
"No","2007","Not Working","in school","","","",""
"No","2007","Not Working","inadequately","","","",""
"No","2007","Not Working","general elemantary","3","","",""
"No","2007","Not Working","middle vocational","14","","",""
"No","2007","Not Working","vocational + Abi","1","","",""
"No","2007","Not Working","higher vocational","1","","",""
"No","2007","Not Working","higher education","7","","",""
"Yes","2008","Full Time","in school","","","",""
"Yes","2008","Full Time","inadequately","10","","",""
"Yes","2008","Full Time","general elemantary","157","0.660837831319332","0.600308578867299","0.721367083771365"
"Yes","2008","Full Time","middle vocational","1807","0.713303210132561","0.695675006421217","0.730931413843906"
"Yes","2008","Full Time","vocational + Abi","300","0.789509432675512","0.748359190371793","0.830659674979231"
"Yes","2008","Full Time","higher vocational","377","0.825224095178982","0.790290209534536","0.860157980823429"
"Yes","2008","Full Time","higher education","1194","0.814362881557002","0.794398323102838","0.834327440011167"
"Yes","2008","Part Time","in school","4","","",""
"Yes","2008","Part Time","inadequately","1","","",""
"Yes","2008","Part Time","general elemantary","67","0.584045294395643","0.491515600057872","0.676574988733413"
"Yes","2008","Part Time","middle vocational","540","0.63775001383224","0.605380527105065","0.670119500559416"
"Yes","2008","Part Time","vocational + Abi","95","0.643727051379077","0.568090793372315","0.719363309385838"
"Yes","2008","Part Time","higher vocational","92","0.704393410053006","0.628806120740401","0.779980699365611"
"Yes","2008","Part Time","higher education","246","0.642835614603435","0.594658550472462","0.691012678734408"
"Yes","2008","Not Working","in school","","","",""
"Yes","2008","Not Working","inadequately","","","",""
"Yes","2008","Not Working","general elemantary","3","","",""
"Yes","2008","Not Working","middle vocational","13","","",""
"Yes","2008","Not Working","vocational + Abi","4","","",""
"Yes","2008","Not Working","higher vocational","2","","",""
"Yes","2008","Not Working","higher education","15","","",""
"No","2008","Full Time","in school","","","",""
"No","2008","Full Time","inadequately","8","","",""
"No","2008","Full Time","general elemantary","78","0.339162168680668","0.278632916228635","0.399691421132701"
"No","2008","Full Time","middle vocational","721","0.286696789867438","0.269068586156094","0.304324993578783"
"No","2008","Full Time","vocational + Abi","77","0.210490567324488","0.169340325020769","0.251640809628207"
"No","2008","Full Time","higher vocational","77","0.174775904821018","0.139842019176571","0.209709790465464"
"No","2008","Full Time","higher education","263","0.185637118442998","0.165672559988833","0.205601676897162"
"No","2008","Part Time","in school","4","","",""
"No","2008","Part Time","inadequately","1","","",""
"No","2008","Part Time","general elemantary","42","0.415954705604357","0.323425011266587","0.508484399942128"
"No","2008","Part Time","middle vocational","307","0.36224998616776","0.329880499440585","0.394619472894935"
"No","2008","Part Time","vocational + Abi","59","0.356272948620923","0.280636690614162","0.431909206627685"
"No","2008","Part Time","higher vocational","48","0.295606589946994","0.220019300634389","0.371193879259599"
"No","2008","Part Time","higher education","134","0.357164385396565","0.308987321265592","0.405341449527538"
"No","2008","Not Working","in school","1","","",""
"No","2008","Not Working","inadequately","","","",""
"No","2008","Not Working","general elemantary","3","","",""
"No","2008","Not Working","middle vocational","12","","",""
"No","2008","Not Working","vocational + Abi","2","","",""
"No","2008","Not Working","higher vocational","1","","",""
"No","2008","Not Working","higher education","7","","",""
"Yes","2009","Full Time","in school","","","",""
"Yes","2009","Full Time","inadequately","11","","",""
"Yes","2009","Full Time","general elemantary","113","0.66104885940458","0.593564594913635","0.728533123895524"
"Yes","2009","Full Time","middle vocational","1507","0.686062051885271","0.666540165273766","0.705583938496775"
"Yes","2009","Full Time","vocational + Abi","270","0.772674328289987","0.72851397646285","0.816834680117125"
"Yes","2009","Full Time","higher vocational","324","0.770280030829171","0.730050298772049","0.810509762886293"
"Yes","2009","Full Time","higher education","1103","0.803184350604649","0.782153818789588","0.82421488241971"
"Yes","2009","Part Time","in school","3","","",""
"Yes","2009","Part Time","inadequately","2","","",""
"Yes","2009","Part Time","general elemantary","42","0.555184746939794","0.442717501671216","0.667651992208371"
"Yes","2009","Part Time","middle vocational","474","0.628231134539433","0.59422842963991","0.662233839438956"
"Yes","2009","Part Time","vocational + Abi","80","0.622155774954388","0.537159665465993","0.707151884442782"
"Yes","2009","Part Time","higher vocational","77","0.658781697326154","0.575666583095753","0.741896811556554"
"Yes","2009","Part Time","higher education","228","0.67782730826786","0.627860415194967","0.727794201340753"
"Yes","2009","Not Working","in school","","","",""
"Yes","2009","Not Working","inadequately","","","",""
"Yes","2009","Not Working","general elemantary","1","","",""
"Yes","2009","Not Working","middle vocational","5","","",""
"Yes","2009","Not Working","vocational + Abi","2","","",""
"Yes","2009","Not Working","higher vocational","1","","",""
"Yes","2009","Not Working","higher education","4","","",""
"No","2009","Full Time","in school","1","","",""
"No","2009","Full Time","inadequately","7","","",""
"No","2009","Full Time","general elemantary","76","0.33895114059542","0.271466876104476","0.406435405086364"
"No","2009","Full Time","middle vocational","664","0.313937948114729","0.294416061503225","0.333459834726234"
"No","2009","Full Time","vocational + Abi","76","0.227325671710013","0.183165319882875","0.27148602353715"
"No","2009","Full Time","higher vocational","96","0.229719969170829","0.189490237113707","0.269949701227951"
"No","2009","Full Time","higher education","270","0.196815649395351","0.17578511758029","0.217846181210412"
"No","2009","Part Time","in school","1","","",""
"No","2009","Part Time","inadequately","2","","",""
"No","2009","Part Time","general elemantary","33","0.444815253060206","0.332348007791629","0.557282498328784"
"No","2009","Part Time","middle vocational","302","0.371768865460567","0.337766160561044","0.40577157036009"
"No","2009","Part Time","vocational + Abi","45","0.377844225045612","0.292848115557218","0.462840334534007"
"No","2009","Part Time","higher vocational","48","0.341218302673846","0.258103188443446","0.424333416904247"
"No","2009","Part Time","higher education","108","0.32217269173214","0.272205798659247","0.372139584805033"
"No","2009","Not Working","in school","","","",""
"No","2009","Not Working","inadequately","1","","",""
"No","2009","Not Working","general elemantary","","","",""
"No","2009","Not Working","middle vocational","10","","",""
"No","2009","Not Working","vocational + Abi","1","","",""
"No","2009","Not Working","higher vocational","1","","",""
"No","2009","Not Working","higher education","4","","",""
"Yes","2010","Full Time","in school","1","","",""
"Yes","2010","Full Time","inadequately","19","","",""
"Yes","2010","Full Time","general elemantary","186","0.590636885034236","0.533348113436916","0.647925656631555"
"Yes","2010","Full Time","middle vocational","1920","0.671643039838852","0.654377568983","0.688908510694703"
"Yes","2010","Full Time","vocational + Abi","355","0.74373905785528","0.704561225331374","0.782916890379187"
"Yes","2010","Full Time","higher vocational","386","0.723837703208727","0.685223482912308","0.762451923505147"
"Yes","2010","Full Time","higher education","1395","0.78547858864614","0.766257254064958","0.804699923227323"
"Yes","2010","Part Time","in school","4","","",""
"Yes","2010","Part Time","inadequately","8","","",""
"Yes","2010","Part Time","general elemantary","83","0.523308506066239","0.441159650595628","0.60545736153685"
"Yes","2010","Part Time","middle vocational","681","0.572481956038517","0.544024890947984","0.600939021129051"
"Yes","2010","Part Time","vocational + Abi","162","0.570637773641162","0.508530086983044","0.632745460299279"
"Yes","2010","Part Time","higher vocational","118","0.752075607161982","0.685786118428464","0.818365095895499"
"Yes","2010","Part Time","higher education","354","0.663118703038483","0.623510192006052","0.702727214070915"
"Yes","2010","Not Working","in school","","","",""
"Yes","2010","Not Working","inadequately","1","","",""
"Yes","2010","Not Working","general elemantary","4","","",""
"Yes","2010","Not Working","middle vocational","33","0.38501178816376","0.265797444241409","0.504226132086111"
"Yes","2010","Not Working","vocational + Abi","7","","",""
"Yes","2010","Not Working","higher vocational","6","","",""
"Yes","2010","Not Working","higher education","18","","",""
"No","2010","Full Time","in school","","","",""
