"plb0196_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","1997","(3b) higher tertiary education","West Germany","","","",""
"Yes","1997","(3b) higher tertiary education","East Germany","","","",""
"No","1997","(0) in school","West Germany","1","","",""
"No","1997","(0) in school","East Germany","","","",""
"No","1997","(1a) inadequately completed","West Germany","43","1","1","1"
"No","1997","(1a) inadequately completed","East Germany","2","","",""
"No","1997","(1b) general elementary school","West Germany","141","1","1","1"
"No","1997","(1b) general elementary school","East Germany","8","","",""
"No","1997","(1c) basic vocational qualification","West Germany","362","1","1","1"
"No","1997","(1c) basic vocational qualification","East Germany","79","1","1","1"
"No","1997","(2b) intermediate general qualification","West Germany","29","","",""
"No","1997","(2b) intermediate general qualification","East Germany","27","","",""
"No","1997","(2a) intermediate vocational","West Germany","175","1","1","1"
"No","1997","(2a) intermediate vocational","East Germany","210","1","1","1"
"No","1997","(2c_gen) general maturity certificate","West Germany","27","","",""
"No","1997","(2c_gen) general maturity certificate","East Germany","5","","",""
"No","1997","(2c_voc) vocational maturity certificate","West Germany","68","1","1","1"
"No","1997","(2c_voc) vocational maturity certificate","East Germany","11","","",""
"No","1997","(3a) lower tertiary education","West Germany","44","1","1","1"
"No","1997","(3a) lower tertiary education","East Germany","61","1","1","1"
"No","1997","(3b) higher tertiary education","West Germany","57","1","1","1"
"No","1997","(3b) higher tertiary education","East Germany","32","1","1","1"
"Yes","1998","(0) in school","West Germany","","","",""
"Yes","1998","(0) in school","East Germany","","","",""
"Yes","1998","(1a) inadequately completed","West Germany","","","",""
"Yes","1998","(1a) inadequately completed","East Germany","","","",""
"Yes","1998","(1b) general elementary school","West Germany","","","",""
"Yes","1998","(1b) general elementary school","East Germany","","","",""
"Yes","1998","(1c) basic vocational qualification","West Germany","","","",""
"Yes","1998","(1c) basic vocational qualification","East Germany","","","",""
"Yes","1998","(2b) intermediate general qualification","West Germany","","","",""
"Yes","1998","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1998","(2a) intermediate vocational","West Germany","","","",""
"Yes","1998","(2a) intermediate vocational","East Germany","","","",""
"Yes","1998","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","1998","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1998","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","1998","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1998","(3a) lower tertiary education","West Germany","","","",""
"Yes","1998","(3a) lower tertiary education","East Germany","","","",""
"Yes","1998","(3b) higher tertiary education","West Germany","","","",""
"Yes","1998","(3b) higher tertiary education","East Germany","","","",""
"No","1998","(0) in school","West Germany","","","",""
"No","1998","(0) in school","East Germany","","","",""
"No","1998","(1a) inadequately completed","West Germany","34","1","1","1"
"No","1998","(1a) inadequately completed","East Germany","4","","",""
"No","1998","(1b) general elementary school","West Germany","159","1","1","1"
"No","1998","(1b) general elementary school","East Germany","7","","",""
"No","1998","(1c) basic vocational qualification","West Germany","348","1","1","1"
"No","1998","(1c) basic vocational qualification","East Germany","86","1","1","1"
"No","1998","(2b) intermediate general qualification","West Germany","31","1","1","1"
"No","1998","(2b) intermediate general qualification","East Germany","28","","",""
"No","1998","(2a) intermediate vocational","West Germany","195","1","1","1"
"No","1998","(2a) intermediate vocational","East Germany","230","1","1","1"
"No","1998","(2c_gen) general maturity certificate","West Germany","30","1","1","1"
"No","1998","(2c_gen) general maturity certificate","East Germany","10","","",""
"No","1998","(2c_voc) vocational maturity certificate","West Germany","54","1","1","1"
"No","1998","(2c_voc) vocational maturity certificate","East Germany","11","","",""
"No","1998","(3a) lower tertiary education","West Germany","39","1","1","1"
"No","1998","(3a) lower tertiary education","East Germany","66","1","1","1"
"No","1998","(3b) higher tertiary education","West Germany","73","1","1","1"
"No","1998","(3b) higher tertiary education","East Germany","37","1","1","1"
"Yes","1999","(0) in school","West Germany","","","",""
"Yes","1999","(0) in school","East Germany","","","",""
"Yes","1999","(1a) inadequately completed","West Germany","","","",""
"Yes","1999","(1a) inadequately completed","East Germany","","","",""
"Yes","1999","(1b) general elementary school","West Germany","","","",""
"Yes","1999","(1b) general elementary school","East Germany","","","",""
"Yes","1999","(1c) basic vocational qualification","West Germany","","","",""
"Yes","1999","(1c) basic vocational qualification","East Germany","","","",""
"Yes","1999","(2b) intermediate general qualification","West Germany","","","",""
"Yes","1999","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1999","(2a) intermediate vocational","West Germany","","","",""
"Yes","1999","(2a) intermediate vocational","East Germany","","","",""
"Yes","1999","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","1999","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1999","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","1999","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1999","(3a) lower tertiary education","West Germany","","","",""
"Yes","1999","(3a) lower tertiary education","East Germany","","","",""
"Yes","1999","(3b) higher tertiary education","West Germany","","","",""
"Yes","1999","(3b) higher tertiary education","East Germany","","","",""
"No","1999","(0) in school","West Germany","1","","",""
"No","1999","(0) in school","East Germany","","","",""
"No","1999","(1a) inadequately completed","West Germany","31","1","1","1"
"No","1999","(1a) inadequately completed","East Germany","3","","",""
"No","1999","(1b) general elementary school","West Germany","110","1","1","1"
"No","1999","(1b) general elementary school","East Germany","6","","",""
"No","1999","(1c) basic vocational qualification","West Germany","351","1","1","1"
"No","1999","(1c) basic vocational qualification","East Germany","71","1","1","1"
"No","1999","(2b) intermediate general qualification","West Germany","34","1","1","1"
"No","1999","(2b) intermediate general qualification","East Germany","31","1","1","1"
"No","1999","(2a) intermediate vocational","West Germany","211","1","1","1"
"No","1999","(2a) intermediate vocational","East Germany","223","1","1","1"
"No","1999","(2c_gen) general maturity certificate","West Germany","20","","",""
"No","1999","(2c_gen) general maturity certificate","East Germany","11","","",""
"No","1999","(2c_voc) vocational maturity certificate","West Germany","48","1","1","1"
"No","1999","(2c_voc) vocational maturity certificate","East Germany","16","","",""
"No","1999","(3a) lower tertiary education","West Germany","46","1","1","1"
"No","1999","(3a) lower tertiary education","East Germany","59","1","1","1"
"No","1999","(3b) higher tertiary education","West Germany","65","1","1","1"
"No","1999","(3b) higher tertiary education","East Germany","37","1","1","1"
"Yes","2000","(0) in school","West Germany","","","",""
"Yes","2000","(0) in school","East Germany","","","",""
"Yes","2000","(1a) inadequately completed","West Germany","","","",""
"Yes","2000","(1a) inadequately completed","East Germany","","","",""
"Yes","2000","(1b) general elementary school","West Germany","","","",""
"Yes","2000","(1b) general elementary school","East Germany","","","",""
"Yes","2000","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2000","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2000","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2000","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2000","(2a) intermediate vocational","West Germany","","","",""
"Yes","2000","(2a) intermediate vocational","East Germany","","","",""
"Yes","2000","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2000","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2000","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2000","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2000","(3a) lower tertiary education","West Germany","","","",""
"Yes","2000","(3a) lower tertiary education","East Germany","","","",""
"Yes","2000","(3b) higher tertiary education","West Germany","","","",""
"Yes","2000","(3b) higher tertiary education","East Germany","","","",""
"No","2000","(0) in school","West Germany","2","","",""
"No","2000","(0) in school","East Germany","1","","",""
"No","2000","(1a) inadequately completed","West Germany","26","","",""
"No","2000","(1a) inadequately completed","East Germany","","","",""
"No","2000","(1b) general elementary school","West Germany","166","1","1","1"
"No","2000","(1b) general elementary school","East Germany","9","","",""
"No","2000","(1c) basic vocational qualification","West Germany","669","1","1","1"
"No","2000","(1c) basic vocational qualification","East Germany","80","1","1","1"
"No","2000","(2b) intermediate general qualification","West Germany","51","1","1","1"
"No","2000","(2b) intermediate general qualification","East Germany","28","","",""
"No","2000","(2a) intermediate vocational","West Germany","442","1","1","1"
"No","2000","(2a) intermediate vocational","East Germany","366","1","1","1"
"No","2000","(2c_gen) general maturity certificate","West Germany","35","1","1","1"
"No","2000","(2c_gen) general maturity certificate","East Germany","15","","",""
"No","2000","(2c_voc) vocational maturity certificate","West Germany","174","1","1","1"
"No","2000","(2c_voc) vocational maturity certificate","East Germany","24","","",""
"No","2000","(3a) lower tertiary education","West Germany","111","1","1","1"
"No","2000","(3a) lower tertiary education","East Germany","84","1","1","1"
"No","2000","(3b) higher tertiary education","West Germany","162","1","1","1"
"No","2000","(3b) higher tertiary education","East Germany","74","1","1","1"
"Yes","2001","(0) in school","West Germany","","","",""
"Yes","2001","(0) in school","East Germany","","","",""
"Yes","2001","(1a) inadequately completed","West Germany","","","",""
"Yes","2001","(1a) inadequately completed","East Germany","","","",""
"Yes","2001","(1b) general elementary school","West Germany","","","",""
"Yes","2001","(1b) general elementary school","East Germany","","","",""
"Yes","2001","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2001","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2001","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2001","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2001","(2a) intermediate vocational","West Germany","","","",""
"Yes","2001","(2a) intermediate vocational","East Germany","","","",""
"Yes","2001","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2001","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2001","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2001","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2001","(3a) lower tertiary education","West Germany","","","",""
"Yes","2001","(3a) lower tertiary education","East Germany","","","",""
"Yes","2001","(3b) higher tertiary education","West Germany","","","",""
"Yes","2001","(3b) higher tertiary education","East Germany","","","",""
"No","2001","(0) in school","West Germany","4","","",""
"No","2001","(0) in school","East Germany","3","","",""
"No","2001","(1a) inadequately completed","West Germany","14","","",""
"No","2001","(1a) inadequately completed","East Germany","","","",""
"No","2001","(1b) general elementary school","West Germany","141","1","1","1"
"No","2001","(1b) general elementary school","East Germany","8","","",""
"No","2001","(1c) basic vocational qualification","West Germany","625","1","1","1"
"No","2001","(1c) basic vocational qualification","East Germany","81","1","1","1"
"No","2001","(2b) intermediate general qualification","West Germany","44","1","1","1"
"No","2001","(2b) intermediate general qualification","East Germany","24","","",""
"No","2001","(2a) intermediate vocational","West Germany","398","1","1","1"
"No","2001","(2a) intermediate vocational","East Germany","327","1","1","1"
"No","2001","(2c_gen) general maturity certificate","West Germany","49","1","1","1"
"No","2001","(2c_gen) general maturity certificate","East Germany","19","","",""
"No","2001","(2c_voc) vocational maturity certificate","West Germany","173","1","1","1"
"No","2001","(2c_voc) vocational maturity certificate","East Germany","24","","",""
"No","2001","(3a) lower tertiary education","West Germany","111","1","1","1"
"No","2001","(3a) lower tertiary education","East Germany","93","1","1","1"
"No","2001","(3b) higher tertiary education","West Germany","158","1","1","1"
"No","2001","(3b) higher tertiary education","East Germany","55","1","1","1"
"Yes","2002","(0) in school","West Germany","13","","",""
"Yes","2002","(0) in school","East Germany","1","","",""
"Yes","2002","(1a) inadequately completed","West Germany","22","","",""
"Yes","2002","(1a) inadequately completed","East Germany","1","","",""
"Yes","2002","(1b) general elementary school","West Germany","168","0.526282451597595","0.468211612415465","0.584353290779724"
"Yes","2002","(1b) general elementary school","East Germany","8","","",""
"Yes","2002","(1c) basic vocational qualification","West Germany","1057","0.638531630138012","0.615151386958996","0.661911873317028"
"Yes","2002","(1c) basic vocational qualification","East Germany","87","0.511703998070993","0.43589149343723","0.587516502704756"
"Yes","2002","(2b) intermediate general qualification","West Germany","74","0.616182076291189","0.526910578404532","0.705453574177846"
"Yes","2002","(2b) intermediate general qualification","East Germany","29","","",""
"Yes","2002","(2a) intermediate vocational","West Germany","1123","0.733201223006177","0.711125780810497","0.755276665201856"
"Yes","2002","(2a) intermediate vocational","East Germany","611","0.647476221031782","0.616902183667564","0.678050258396001"
"Yes","2002","(2c_gen) general maturity certificate","West Germany","94","0.663452160492339","0.585179105798418","0.74172521518626"
"Yes","2002","(2c_gen) general maturity certificate","East Germany","29","","",""
"Yes","2002","(2c_voc) vocational maturity certificate","West Germany","468","0.730448341113733","0.69599001848932","0.764906663738146"
"Yes","2002","(2c_voc) vocational maturity certificate","East Germany","63","0.67786199268943","0.580228600027208","0.775495385351653"
"Yes","2002","(3a) lower tertiary education","West Germany","446","0.79047528336371","0.756708260646498","0.824242306080922"
"Yes","2002","(3a) lower tertiary education","East Germany","237","0.725425322160387","0.676217839659878","0.774632804660895"
"Yes","2002","(3b) higher tertiary education","West Germany","797","0.808036902352209","0.783638829457955","0.832434975246463"
"Yes","2002","(3b) higher tertiary education","East Germany","261","0.774684048084907","0.729607630063827","0.819760466105988"
"No","2002","(0) in school","West Germany","8","","",""
"No","2002","(0) in school","East Germany","4","","",""
"No","2002","(1a) inadequately completed","West Germany","12","","",""
"No","2002","(1a) inadequately completed","East Germany","3","","",""
"No","2002","(1b) general elementary school","West Germany","116","0.473717548402405","0.415646709220276","0.531788387584535"
"No","2002","(1b) general elementary school","East Germany","10","","",""
"No","2002","(1c) basic vocational qualification","West Germany","565","0.361468369861988","0.338088126682972","0.384848613041004"
"No","2002","(1c) basic vocational qualification","East Germany","80","0.488296001929007","0.412483497295244","0.56410850656277"
"No","2002","(2b) intermediate general qualification","West Germany","40","0.383817923708811","0.294546425822154","0.473089421595468"
"No","2002","(2b) intermediate general qualification","East Germany","24","","",""
"No","2002","(2a) intermediate vocational","West Germany","419","0.266798776993823","0.244723334798144","0.288874219189503"
"No","2002","(2a) intermediate vocational","East Germany","327","0.352523778968218","0.321949741603999","0.383097816332436"
"No","2002","(2c_gen) general maturity certificate","West Germany","46","0.336547839507661","0.25827478481374","0.414820894201582"
"No","2002","(2c_gen) general maturity certificate","East Germany","13","","",""
"No","2002","(2c_voc) vocational maturity certificate","West Germany","169","0.269551658886267","0.235093336261854","0.30400998151068"
"No","2002","(2c_voc) vocational maturity certificate","East Germany","25","","",""
"No","2002","(3a) lower tertiary education","West Germany","112","0.20952471663629","0.175757693919077","0.243291739353502"
"No","2002","(3a) lower tertiary education","East Germany","79","0.274574677839613","0.225367195339105","0.323782160340122"
"No","2002","(3b) higher tertiary education","West Germany","204","0.191963097647791","0.167565024753537","0.216361170542045"
"No","2002","(3b) higher tertiary education","East Germany","69","0.225315951915093","0.180239533894012","0.270392369936173"
"Yes","2003","(0) in school","West Germany","2","","",""
"Yes","2003","(0) in school","East Germany","","","",""
"Yes","2003","(1a) inadequately completed","West Germany","22","","",""
"Yes","2003","(1a) inadequately completed","East Germany","3","","",""
"Yes","2003","(1b) general elementary school","West Germany","144","0.581439007581718","0.52040910334787","0.642468911815566"
"Yes","2003","(1b) general elementary school","East Germany","13","","",""
"Yes","2003","(1c) basic vocational qualification","West Germany","997","0.638775588779487","0.61486970006234","0.662681477496633"
"Yes","2003","(1c) basic vocational qualification","East Germany","82","0.567752407078002","0.484494704901775","0.651010109254228"
"Yes","2003","(2b) intermediate general qualification","West Germany","89","0.645562141005649","0.563016847753363","0.728107434257935"
"Yes","2003","(2b) intermediate general qualification","East Germany","29","","",""
"Yes","2003","(2a) intermediate vocational","West Germany","1069","0.73325219388228","0.71082629260784","0.755678095156721"
"Yes","2003","(2a) intermediate vocational","East Germany","589","0.646129159725672","0.614749536620485","0.677508782830858"
"Yes","2003","(2c_gen) general maturity certificate","West Germany","98","0.643607550414827","0.566963707167938","0.720251393661715"
"Yes","2003","(2c_gen) general maturity certificate","East Germany","29","","",""
"Yes","2003","(2c_voc) vocational maturity certificate","West Germany","473","0.717515856601154","0.682554267542796","0.752477445659511"
"Yes","2003","(2c_voc) vocational maturity certificate","East Germany","60","0.727673622940257","0.635189696791219","0.820157549089294"
"Yes","2003","(3a) lower tertiary education","West Germany","396","0.792878732454677","0.757179307251115","0.828578157658238"
"Yes","2003","(3a) lower tertiary education","East Germany","226","0.715318718787386","0.664757605420686","0.765879832154087"
"Yes","2003","(3b) higher tertiary education","West Germany","718","0.810548523457046","0.785309002698384","0.835788044215708"
"Yes","2003","(3b) higher tertiary education","East Germany","238","0.791721288190544","0.745998218521622","0.837444357859467"
"No","2003","(0) in school","West Germany","1","","",""
"No","2003","(0) in school","East Germany","1","","",""
"No","2003","(1a) inadequately completed","West Germany","13","","",""
"No","2003","(1a) inadequately completed","East Germany","","","",""
"No","2003","(1b) general elementary school","West Germany","107","0.418560992418282","0.357531088184434","0.47959089665213"
"No","2003","(1b) general elementary school","East Germany","11","","",""
"No","2003","(1c) basic vocational qualification","West Germany","554","0.361224411220513","0.337318522503367","0.38513029993766"
"No","2003","(1c) basic vocational qualification","East Germany","54","0.432247592921998","0.348989890745772","0.515505295098225"
"No","2003","(2b) intermediate general qualification","West Germany","40","0.354437858994351","0.271892565742065","0.436983152246637"
"No","2003","(2b) intermediate general qualification","East Germany","21","","",""
"No","2003","(2a) intermediate vocational","West Germany","425","0.26674780611772","0.244321904843279","0.28917370739216"
"No","2003","(2a) intermediate vocational","East Germany","303","0.353870840274328","0.322491217169142","0.385250463379515"
"No","2003","(2c_gen) general maturity certificate","West Germany","52","0.356392449585173","0.279748606338285","0.433036292832062"
"No","2003","(2c_gen) general maturity certificate","East Germany","16","","",""
"No","2003","(2c_voc) vocational maturity certificate","West Germany","164","0.282484143398846","0.247522554340489","0.317445732457204"
"No","2003","(2c_voc) vocational maturity certificate","East Germany","29","","",""
"No","2003","(3a) lower tertiary education","West Germany","99","0.207121267545323","0.171421842341762","0.242820692748884"
"No","2003","(3a) lower tertiary education","East Germany","80","0.284681281212614","0.234120167845913","0.335242394579314"
"No","2003","(3b) higher tertiary education","West Germany","208","0.189451476542953","0.164211955784291","0.214690997301616"
"No","2003","(3b) higher tertiary education","East Germany","65","0.208278711809456","0.162555642140533","0.254001781478379"
"Yes","2004","(0) in school","West Germany","4","","",""
"Yes","2004","(0) in school","East Germany","","","",""
"Yes","2004","(1a) inadequately completed","West Germany","19","","",""
"Yes","2004","(1a) inadequately completed","East Germany","2","","",""
"Yes","2004","(1b) general elementary school","West Germany","154","0.580088901962209","0.519273471470079","0.640904332454338"
"Yes","2004","(1b) general elementary school","East Germany","3","","",""
"Yes","2004","(1c) basic vocational qualification","West Germany","945","0.646173593344949","0.621206825759314","0.671140360930584"
"Yes","2004","(1c) basic vocational qualification","East Germany","82","0.568510628705012","0.489250128836339","0.647771128573686"
"Yes","2004","(2b) intermediate general qualification","West Germany","81","0.646261209795114","0.562776256951746","0.729746162638481"
"Yes","2004","(2b) intermediate general qualification","East Germany","29","","",""
"Yes","2004","(2a) intermediate vocational","West Germany","1073","0.729903941051692","0.707105230069638","0.752702652033747"
"Yes","2004","(2a) intermediate vocational","East Germany","598","0.683801694495755","0.652814312013961","0.714789076977549"
"Yes","2004","(2c_gen) general maturity certificate","West Germany","104","0.778875480116071","0.711092710152994","0.846658250079148"
"Yes","2004","(2c_gen) general maturity certificate","East Germany","22","","",""
"Yes","2004","(2c_voc) vocational maturity certificate","West Germany","441","0.761558635141846","0.727574822973346","0.795542447310346"
"Yes","2004","(2c_voc) vocational maturity certificate","East Germany","62","0.560900803223356","0.462139553650775","0.659662052795937"
"Yes","2004","(3a) lower tertiary education","West Germany","381","0.759206081635358","0.721729006881714","0.796683156389003"
"Yes","2004","(3a) lower tertiary education","East Germany","219","0.765254024453463","0.716556881123472","0.813951167783453"
"Yes","2004","(3b) higher tertiary education","West Germany","682","0.744031846534744","0.715552268361122","0.772511424708366"
"Yes","2004","(3b) higher tertiary education","East Germany","233","0.758489599068449","0.709976923081854","0.807002275055043"
"No","2004","(0) in school","West Germany","2","","",""
"No","2004","(0) in school","East Germany","1","","",""
"No","2004","(1a) inadequately completed","West Germany","9","","",""
"No","2004","(1a) inadequately completed","East Germany","","","",""
"No","2004","(1b) general elementary school","West Germany","99","0.419911098037791","0.359095667545662","0.480726528529921"
"No","2004","(1b) general elementary school","East Germany","10","","",""
"No","2004","(1c) basic vocational qualification","West Germany","464","0.353826406655051","0.328859639069416","0.378793174240686"
"No","2004","(1c) basic vocational qualification","East Germany","68","0.431489371294988","0.352228871426314","0.510749871163661"
"No","2004","(2b) intermediate general qualification","West Germany","45","0.353738790204886","0.270253837361519","0.437223743048254"
"No","2004","(2b) intermediate general qualification","East Germany","16","","",""
"No","2004","(2a) intermediate vocational","West Germany","384","0.270096058948307","0.247297347966253","0.292894769930362"
"No","2004","(2a) intermediate vocational","East Germany","267","0.316198305504245","0.285210923022451","0.34718568798604"
"No","2004","(2c_gen) general maturity certificate","West Germany","40","0.221124519883929","0.153341749920853","0.288907289847005"
"No","2004","(2c_gen) general maturity certificate","East Germany","16","","",""
"No","2004","(2c_voc) vocational maturity certificate","West Germany","163","0.238441364858154","0.204457552689654","0.272425177026654"
"No","2004","(2c_voc) vocational maturity certificate","East Germany","35","0.439099196776644","0.340337947204063","0.537860446349225"
"No","2004","(3a) lower tertiary education","West Germany","119","0.240793918364641","0.203316843610997","0.278270993118286"
"No","2004","(3a) lower tertiary education","East Germany","72","0.234745975546537","0.186048832216547","0.283443118876528"
"No","2004","(3b) higher tertiary education","West Germany","220","0.255968153465256","0.227488575291634","0.284447731638878"
"No","2004","(3b) higher tertiary education","East Germany","66","0.241510400931551","0.192997724944956","0.290023076918146"
"Yes","2005","(0) in school","West Germany","1","","",""
"Yes","2005","(0) in school","East Germany","1","","",""
"Yes","2005","(1a) inadequately completed","West Germany","20","","",""
"Yes","2005","(1a) inadequately completed","East Germany","2","","",""
"Yes","2005","(1b) general elementary school","West Germany","133","0.661473257353169","0.599084750640242","0.723861764066095"
"Yes","2005","(1b) general elementary school","East Germany","7","","",""
"Yes","2005","(1c) basic vocational qualification","West Germany","900","0.678868530521329","0.653506917549985","0.704230143492673"
"Yes","2005","(1c) basic vocational qualification","East Germany","59","0.446968647103619","0.35570263544237","0.538234658764867"
"Yes","2005","(2b) intermediate general qualification","West Germany","89","0.670805923111228","0.589713983843566","0.75189786237889"
"Yes","2005","(2b) intermediate general qualification","East Germany","34","0.611750215203497","0.476665638544063","0.746834791862932"
"Yes","2005","(2a) intermediate vocational","West Germany","974","0.733071061098409","0.709430498012211","0.756711624184607"
"Yes","2005","(2a) intermediate vocational","East Germany","535","0.664477389649504","0.631758082600354","0.697196696698655"
"Yes","2005","(2c_gen) general maturity certificate","West Germany","93","0.620164264226972","0.537052266256093","0.703276262197851"
"Yes","2005","(2c_gen) general maturity certificate","East Germany","19","","",""
"Yes","2005","(2c_voc) vocational maturity certificate","West Germany","421","0.673013298390015","0.63470316029977","0.71132343648026"
"Yes","2005","(2c_voc) vocational maturity certificate","East Germany","71","0.744118800693424","0.661439550449406","0.826798050937442"
"Yes","2005","(3a) lower tertiary education","West Germany","345","0.780653857446457","0.742797745790416","0.818509969102498"
"Yes","2005","(3a) lower tertiary education","East Germany","183","0.667752955284198","0.610827214682043","0.724678695886354"
"Yes","2005","(3b) higher tertiary education","West Germany","640","0.786322681651308","0.758129136412224","0.814516226890392"
"Yes","2005","(3b) higher tertiary education","East Germany","235","0.793250421396243","0.746879924138987","0.8396209186535"
"No","2005","(0) in school","West Germany","5","","",""
"No","2005","(0) in school","East Germany","","","",""
"No","2005","(1a) inadequately completed","West Germany","10","","",""
"No","2005","(1a) inadequately completed","East Germany","1","","",""
"No","2005","(1b) general elementary school","West Germany","88","0.338526742646831","0.276138235933905","0.400915249359758"
"No","2005","(1b) general elementary school","East Germany","12","","",""
"No","2005","(1c) basic vocational qualification","West Germany","402","0.321131469478671","0.295769856507327","0.346493082450015"
"No","2005","(1c) basic vocational qualification","East Germany","55","0.553031352896381","0.461765341235133","0.64429736455763"
"No","2005","(2b) intermediate general qualification","West Germany","40","0.329194076888772","0.24810213762111","0.410286016156434"
"No","2005","(2b) intermediate general qualification","East Germany","16","","",""
"No","2005","(2a) intermediate vocational","West Germany","371","0.266928938901591","0.243288375815393","0.290569501987789"
"No","2005","(2a) intermediate vocational","East Germany","265","0.335522610350496","0.302803303301345","0.368241917399646"
"No","2005","(2c_gen) general maturity certificate","West Germany","38","0.379835735773028","0.296723737802149","0.462947733743907"
"No","2005","(2c_gen) general maturity certificate","East Germany","9","","",""
"No","2005","(2c_voc) vocational maturity certificate","West Germany","155","0.326986701609985","0.28867656351974","0.36529683970023"
"No","2005","(2c_voc) vocational maturity certificate","East Germany","36","0.255881199306576","0.173201949062558","0.338560449550594"
"No","2005","(3a) lower tertiary education","West Germany","114","0.219346142553543","0.181490030897502","0.257202254209583"
"No","2005","(3a) lower tertiary education","East Germany","80","0.332247044715802","0.275321304113646","0.389172785317957"
"No","2005","(3b) higher tertiary education","West Germany","172","0.213677318348692","0.185483773109608","0.241870863587776"
"No","2005","(3b) higher tertiary education","East Germany","58","0.206749578603757","0.1603790813465","0.253120075861013"
"Yes","2006","(0) in school","West Germany","4","","",""
"Yes","2006","(0) in school","East Germany","","","",""
"Yes","2006","(1a) inadequately completed","West Germany","13","","",""
"Yes","2006","(1a) inadequately completed","East Germany","1","","",""
"Yes","2006","(1b) general elementary school","West Germany","123","0.618160875716434","0.551816295464365","0.684505455968502"
"Yes","2006","(1b) general elementary school","East Germany","11","","",""
"Yes","2006","(1c) basic vocational qualification","West Germany","1017","0.686074516298558","0.662244889257512","0.709904143339603"
"Yes","2006","(1c) basic vocational qualification","East Germany","73","0.612776601675227","0.526339527366695","0.699213675983758"
"Yes","2006","(2b) intermediate general qualification","West Germany","83","0.686618734553969","0.605623930709937","0.767613538398001"
"Yes","2006","(2b) intermediate general qualification","East Germany","38","0.810313203331947","0.70164359599885","0.918982810665044"
"Yes","2006","(2a) intermediate vocational","West Germany","1108","0.732477977346126","0.710068881706312","0.754887072985941"
"Yes","2006","(2a) intermediate vocational","East Germany","601","0.693156657016555","0.662423010680948","0.723890303352163"
"Yes","2006","(2c_gen) general maturity certificate","West Germany","99","0.666050404967434","0.588751368368565","0.743349441566302"
"Yes","2006","(2c_gen) general maturity certificate","East Germany","13","","",""
"Yes","2006","(2c_voc) vocational maturity certificate","West Germany","492","0.73384990873314","0.700184334370176","0.767515483096103"
"Yes","2006","(2c_voc) vocational maturity certificate","East Germany","84","0.683172677337319","0.598509287234449","0.76783606744019"
"Yes","2006","(3a) lower tertiary education","West Germany","433","0.845720107305693","0.814880362505669","0.876559852105717"
"Yes","2006","(3a) lower tertiary education","East Germany","218","0.741010433190669","0.690415719442364","0.791605146938973"
"Yes","2006","(3b) higher tertiary education","West Germany","733","0.796506878748813","0.770363691439404","0.822650066058223"
"Yes","2006","(3b) higher tertiary education","East Germany","235","0.726532948645064","0.676993854867753","0.776072042422374"
"No","2006","(0) in school","West Germany","5","","",""
"No","2006","(0) in school","East Germany","","","",""
"No","2006","(1a) inadequately completed","West Germany","9","","",""
"No","2006","(1a) inadequately completed","East Germany","1","","",""
"No","2006","(1b) general elementary school","West Germany","83","0.381839124283566","0.315494544031497","0.448183704535635"
"No","2006","(1b) general elementary school","East Germany","9","","",""
"No","2006","(1c) basic vocational qualification","West Germany","440","0.313925483701442","0.290095856660397","0.337755110742488"
"No","2006","(1c) basic vocational qualification","East Germany","49","0.387223398324773","0.300786324016242","0.473660472633305"
"No","2006","(2b) intermediate general qualification","West Germany","43","0.313381265446031","0.232386461601999","0.394376069290063"
"No","2006","(2b) intermediate general qualification","East Germany","12","","",""
"No","2006","(2a) intermediate vocational","West Germany","391","0.267522022653874","0.245112927014059","0.289931118293688"
"No","2006","(2a) intermediate vocational","East Germany","264","0.306843342983445","0.276109696647838","0.337576989319053"
