"plb0196_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1997","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1997","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","1997","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","35-65 y.","1-pers.-HH","","","","","1"
"Yes","1997","35-65 y.","(Married) couple without C. ","","","","","1"
"No","1998","16-34 y.","1-pers.-HH","83","1","1","1","2"
"No","1998","16-34 y.","(Married) couple without C. ","138","1","1","1","2"
"No","1998","16-34 y.","Single parent ","30","1","1","1","2"
"No","1998","16-34 y.","Couple + C. LE 16 ","175","1","1","1","2"
"No","1998","16-34 y.","Couple + C. GT 16 ","116","1","1","1","2"
"No","1998","35-65 y.","(Married) couple without C. ","220","1","1","1","2"
"No","1998","35-65 y.","Single parent ","44","1","1","1","2"
"No","1998","35-65 y.","Couple + C. LE 16 ","219","1","1","1","2"
"No","1998","16-34 y.","Couple + C. LE and GT 16","34","1","1","1","2"
"No","1998","35-65 y.","1-pers.-HH","63","1","1","1","2"
"No","1998","35-65 y.","Couple + C. GT 16 ","178","1","1","1","2"
"No","1998","35-65 y.","Couple + C. LE and GT 16","129","1","1","1","2"
"No","1998","66 and older","1-pers.-HH","1","","","","2"
"No","1998","66 and older","(Married) couple without C. ","1","","","","2"
"No","1998","66 and older","Single parent ","","","","","2"
"No","1998","66 and older","Couple + C. LE 16 ","","","","","2"
"No","1998","66 and older","Couple + C. GT 16 ","","","","","2"
"No","1998","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","1998","16-34 y.","1-pers.-HH","","","","","1"
"Yes","1998","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","1998","16-34 y.","Single parent ","","","","","1"
"Yes","1998","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","1998","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","1998","35-65 y.","Single parent ","","","","","1"
"Yes","1998","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","1998","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","1998","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","1998","66 and older","1-pers.-HH","","","","","1"
"Yes","1998","66 and older","(Married) couple without C. ","","","","","1"
"Yes","1998","66 and older","Single parent ","","","","","1"
"Yes","1998","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1998","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","1998","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","1998","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","1998","35-65 y.","1-pers.-HH","","","","","1"
"Yes","1998","35-65 y.","(Married) couple without C. ","","","","","1"
"No","1999","16-34 y.","1-pers.-HH","60","1","1","1","2"
"No","1999","16-34 y.","(Married) couple without C. ","146","1","1","1","2"
"No","1999","16-34 y.","Single parent ","32","1","1","1","2"
"No","1999","16-34 y.","Couple + C. LE 16 ","170","1","1","1","2"
"No","1999","16-34 y.","Couple + C. GT 16 ","110","1","1","1","2"
"No","1999","35-65 y.","(Married) couple without C. ","194","1","1","1","2"
"No","1999","35-65 y.","Single parent ","43","1","1","1","2"
"No","1999","35-65 y.","Couple + C. LE 16 ","245","1","1","1","2"
"No","1999","35-65 y.","Couple + C. GT 16 ","158","1","1","1","2"
"No","1999","35-65 y.","Couple + C. LE and GT 16","114","1","1","1","2"
"No","1999","66 and older","1-pers.-HH","","","","","2"
"No","1999","66 and older","(Married) couple without C. ","2","","","","2"
"No","1999","16-34 y.","Couple + C. LE and GT 16","30","1","1","1","2"
"No","1999","35-65 y.","1-pers.-HH","66","1","1","1","2"
"No","1999","66 and older","Single parent ","","","","","2"
"No","1999","66 and older","Couple + C. LE 16 ","","","","","2"
"No","1999","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","1999","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","1999","16-34 y.","1-pers.-HH","","","","","1"
"Yes","1999","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","1999","16-34 y.","Single parent ","","","","","1"
"Yes","1999","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","1999","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","1999","35-65 y.","Single parent ","","","","","1"
"Yes","1999","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","1999","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","1999","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","1999","66 and older","1-pers.-HH","","","","","1"
"Yes","1999","66 and older","(Married) couple without C. ","","","","","1"
"Yes","1999","66 and older","Single parent ","","","","","1"
"Yes","1999","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1999","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","1999","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","1999","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","1999","35-65 y.","1-pers.-HH","","","","","1"
"Yes","1999","35-65 y.","(Married) couple without C. ","","","","","1"
"No","2000","16-34 y.","1-pers.-HH","144","1","1","1","2"
"No","2000","16-34 y.","(Married) couple without C. ","189","1","1","1","2"
"No","2000","16-34 y.","Single parent ","60","1","1","1","2"
"No","2000","16-34 y.","Couple + C. LE 16 ","220","1","1","1","2"
"No","2000","16-34 y.","Couple + C. GT 16 ","158","1","1","1","2"
"No","2000","35-65 y.","(Married) couple without C. ","431","1","1","1","2"
"No","2000","35-65 y.","Single parent ","83","1","1","1","2"
"No","2000","35-65 y.","Couple + C. LE 16 ","471","1","1","1","2"
"No","2000","35-65 y.","Couple + C. GT 16 ","296","1","1","1","2"
"No","2000","35-65 y.","Couple + C. LE and GT 16","177","1","1","1","2"
"No","2000","66 and older","1-pers.-HH","1","","","","2"
"No","2000","66 and older","(Married) couple without C. ","","","","","2"
"No","2000","16-34 y.","Couple + C. LE and GT 16","44","1","1","1","2"
"No","2000","35-65 y.","1-pers.-HH","166","1","1","1","2"
"No","2000","66 and older","Single parent ","","","","","2"
"No","2000","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2000","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2000","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2000","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2000","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2000","16-34 y.","Single parent ","","","","","1"
"Yes","2000","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2000","35-65 y.","Single parent ","","","","","1"
"Yes","2000","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2000","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2000","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2000","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2000","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2000","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2000","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2000","66 and older","1-pers.-HH","","","","","1"
"Yes","2000","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2000","66 and older","Single parent ","","","","","1"
"Yes","2000","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2000","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2000","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2001","16-34 y.","1-pers.-HH","","","","","2"
"No","2001","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2001","16-34 y.","Single parent ","","","","","2"
"No","2001","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2001","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2001","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2001","35-65 y.","Single parent ","","","","","2"
"No","2001","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2001","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2001","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2001","66 and older","1-pers.-HH","","","","","2"
"No","2001","66 and older","(Married) couple without C. ","","","","","2"
"No","2001","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2001","35-65 y.","1-pers.-HH","","","","","2"
"No","2001","66 and older","Single parent ","","","","","2"
"No","2001","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2001","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2001","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2001","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2001","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2001","16-34 y.","Single parent ","","","","","1"
"Yes","2001","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2001","35-65 y.","Single parent ","","","","","1"
"Yes","2001","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2001","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2001","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2001","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2001","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2001","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2001","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2001","66 and older","1-pers.-HH","","","","","1"
"Yes","2001","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2001","66 and older","Single parent ","","","","","1"
"Yes","2001","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2001","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2001","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2002","16-34 y.","1-pers.-HH","122","0.286761740068999","0.243197931610358","0.330325548527639","2"
"No","2002","16-34 y.","(Married) couple without C. ","161","0.237197327251412","0.204060781481067","0.270333873021757","2"
"No","2002","16-34 y.","Single parent ","43","0.324356562047412","0.241626059751881","0.407087064342942","2"
"No","2002","16-34 y.","Couple + C. LE 16 ","179","0.313051733182515","0.275048534781401","0.35105493158363","2"
"No","2002","16-34 y.","Couple + C. GT 16 ","147","0.334709618105153","0.290567257984514","0.378851978225793","2"
"No","2002","35-65 y.","(Married) couple without C. ","409","0.290448676458441","0.267218118430701","0.31367923448618","2"
"No","2002","35-65 y.","Single parent ","74","0.334609920330497","0.274409481557751","0.394810359103242","2"
"No","2002","35-65 y.","Couple + C. LE 16 ","443","0.297726610069868","0.275535294815457","0.319917925324278","2"
"No","2002","35-65 y.","Couple + C. GT 16 ","317","0.347015229927077","0.318236440141815","0.375794019712339","2"
"No","2002","35-65 y.","Couple + C. LE and GT 16","171","0.357143907468133","0.317634331185824","0.396653483750441","2"
"No","2002","66 and older","1-pers.-HH","1","","","","2"
"No","2002","66 and older","(Married) couple without C. ","1","","","","2"
"No","2002","16-34 y.","Couple + C. LE and GT 16","46","0.358344683232441","0.278049556362435","0.438639810102447","2"
"No","2002","35-65 y.","1-pers.-HH","152","0.31947107115907","0.277539575756903","0.361402566561236","2"
"No","2002","66 and older","Single parent ","","","","","2"
"No","2002","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2002","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2002","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2002","16-34 y.","1-pers.-HH","292","0.713238259931001","0.669674451472361","0.756802068389642","1"
"Yes","2002","16-34 y.","(Married) couple without C. ","472","0.762802672748588","0.729666126978243","0.795939218518933","1"
"Yes","2002","16-34 y.","Single parent ","80","0.675643437952588","0.592912935657058","0.758373940248119","1"
"Yes","2002","16-34 y.","Couple + C. LE 16 ","393","0.686948266817485","0.64894506841637","0.724951465218599","1"
"Yes","2002","35-65 y.","Single parent ","162","0.665390079669503","0.605189640896758","0.725590518442249","1"
"Yes","2002","16-34 y.","Couple + C. GT 16 ","292","0.665290381894847","0.621148021774207","0.709432742015486","1"
"Yes","2002","16-34 y.","Couple + C. LE and GT 16","91","0.641655316767559","0.561360189897553","0.721950443637565","1"
"Yes","2002","35-65 y.","1-pers.-HH","323","0.68052892884093","0.638597433438764","0.722460424243097","1"
"Yes","2002","35-65 y.","(Married) couple without C. ","1058","0.709551323541559","0.68632076551382","0.732781881569299","1"
"Yes","2002","35-65 y.","Couple + C. LE 16 ","1188","0.702273389930132","0.680082074675722","0.724464705184543","1"
"Yes","2002","35-65 y.","Couple + C. GT 16 ","734","0.652984770072923","0.624205980287661","0.681763559858185","1"
"Yes","2002","35-65 y.","Couple + C. LE and GT 16","394","0.642856092531867","0.603346516249559","0.682365668814176","1"
"Yes","2002","66 and older","1-pers.-HH","1","","","","1"
"Yes","2002","66 and older","(Married) couple without C. ","4","","","","1"
"Yes","2002","66 and older","Single parent ","","","","","1"
"Yes","2002","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2002","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2002","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2003","16-34 y.","1-pers.-HH","114","0.274975900563295","0.230490639220484","0.319461161906105","2"
"No","2003","16-34 y.","(Married) couple without C. ","190","0.291489902250229","0.256845574330216","0.326134230170242","2"
"No","2003","16-34 y.","Single parent ","39","0.256444113724958","0.178638921260568","0.334249306189347","2"
"No","2003","16-34 y.","Couple + C. LE 16 ","168","0.315337253620634","0.275515238223315","0.355159269017954","2"
"No","2003","16-34 y.","Couple + C. GT 16 ","156","0.376194070190471","0.330246253928918","0.422141886452024","2"
"No","2003","16-34 y.","Couple + C. LE and GT 16","35","0.285872048651167","0.204692155890886","0.367051941411447","2"
"No","2003","35-65 y.","1-pers.-HH","125","0.254488532280917","0.215399927045295","0.293577137516539","2"
"No","2003","35-65 y.","(Married) couple without C. ","404","0.314988023971664","0.290345915300431","0.339630132642897","2"
"No","2003","35-65 y.","Single parent ","80","0.356450015997484","0.296477052433152","0.416422979561815","2"
"No","2003","35-65 y.","Couple + C. GT 16 ","332","0.349373349833876","0.320480321736759","0.378266377930993","2"
"No","2003","35-65 y.","Couple + C. LE and GT 16","171","0.308931507565432","0.270662629881072","0.347200385249793","2"
"No","2003","66 and older","1-pers.-HH","1","","","","2"
"No","2003","66 and older","(Married) couple without C. ","3","","","","2"
"No","2003","35-65 y.","Couple + C. LE 16 ","390","0.283701718417883","0.260680693473447","0.306722743362318","2"
"No","2003","66 and older","Single parent ","","","","","2"
"No","2003","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2003","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2003","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2003","16-34 y.","1-pers.-HH","273","0.725024099436705","0.680538838093894","0.769509360779516","1"
"Yes","2003","16-34 y.","(Married) couple without C. ","471","0.708510097749771","0.673865769829758","0.743154425669784","1"
"Yes","2003","16-34 y.","Single parent ","82","0.743555886275042","0.665750693810653","0.821361078739432","1"
"Yes","2003","16-34 y.","Couple + C. LE 16 ","355","0.684662746379366","0.644840730982046","0.724484761776685","1"
"Yes","2003","35-65 y.","Couple + C. LE and GT 16","389","0.691068492434567","0.652799614750207","0.729337370118928","1"
"Yes","2003","66 and older","1-pers.-HH","2","","","","1"
"Yes","2003","16-34 y.","Couple + C. GT 16 ","271","0.623805929809529","0.577858113547976","0.669753746071082","1"
"Yes","2003","16-34 y.","Couple + C. LE and GT 16","84","0.714127951348833","0.632948058588553","0.795307844109114","1"
"Yes","2003","35-65 y.","1-pers.-HH","352","0.745511467719083","0.706422862483461","0.784600072954705","1"
"Yes","2003","35-65 y.","(Married) couple without C. ","961","0.685011976028336","0.660369867357103","0.709654084699569","1"
"Yes","2003","35-65 y.","Single parent ","165","0.643549984002516","0.583577020438185","0.703522947566848","1"
"Yes","2003","35-65 y.","Couple + C. LE 16 ","1083","0.716298281582118","0.693277256637682","0.739319306526553","1"
"Yes","2003","35-65 y.","Couple + C. GT 16 ","714","0.650626650166124","0.621733622069007","0.679519678263241","1"
"Yes","2003","66 and older","(Married) couple without C. ","2","","","","1"
"Yes","2003","66 and older","Single parent ","","","","","1"
"Yes","2003","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2003","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2003","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2004","16-34 y.","1-pers.-HH","100","0.295752592303191","0.247384167234797","0.344121017371585","2"
"No","2004","16-34 y.","(Married) couple without C. ","171","0.272941972654555","0.238184106115555","0.307699839193555","2"
"No","2004","16-34 y.","Single parent ","33","0.26024093520266","0.178246439013626","0.342235431391694","2"
"No","2004","16-34 y.","Couple + C. LE 16 ","157","0.343406366488106","0.29948484001604","0.387327892960171","2"
"No","2004","16-34 y.","Couple + C. GT 16 ","139","0.356911212253744","0.310136499138478","0.403685925369009","2"
"No","2004","16-34 y.","Couple + C. LE and GT 16","29","","","","2"
"No","2004","35-65 y.","1-pers.-HH","117","0.253541589215126","0.214169443687233","0.292913734743018","2"
"No","2004","35-65 y.","(Married) couple without C. ","414","0.303289416398224","0.279514132981538","0.327064699814909","2"
"No","2004","35-65 y.","Single parent ","80","0.372068367555461","0.310916457682249","0.433220277428674","2"
"No","2004","35-65 y.","Couple + C. GT 16 ","315","0.317924740765512","0.289825138516249","0.346024343014775","2"
"No","2004","35-65 y.","Couple + C. LE and GT 16","137","0.265716684050524","0.227604443360474","0.303828924740573","2"
"No","2004","66 and older","1-pers.-HH","","","","","2"
"No","2004","66 and older","(Married) couple without C. ","4","","","","2"
"No","2004","35-65 y.","Couple + C. LE 16 ","375","0.28249950836823","0.258771736911048","0.306227279825412","2"
"No","2004","66 and older","Single parent ","","","","","2"
"No","2004","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2004","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2004","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2004","16-34 y.","1-pers.-HH","242","0.704247407696809","0.655878982628415","0.752615832765203","1"
"Yes","2004","16-34 y.","(Married) couple without C. ","460","0.727058027345445","0.692300160806445","0.761815893884445","1"
"Yes","2004","16-34 y.","Single parent ","77","0.73975906479734","0.657764568608306","0.821753560986374","1"
"Yes","2004","16-34 y.","Couple + C. LE 16 ","292","0.656593633511894","0.612672107039829","0.70051515998396","1"
"Yes","2004","35-65 y.","Couple + C. LE and GT 16","379","0.734283315949476","0.696171075259427","0.772395556639526","1"
"Yes","2004","66 and older","1-pers.-HH","2","","","","1"
"Yes","2004","16-34 y.","Couple + C. GT 16 ","264","0.643088787746256","0.596314074630991","0.689863500861522","1"
"Yes","2004","16-34 y.","Couple + C. LE and GT 16","75","0.701321967274044","0.613360638036756","0.789283296511332","1"
"Yes","2004","35-65 y.","1-pers.-HH","352","0.746458410784875","0.707086265256982","0.785830556312767","1"
"Yes","2004","35-65 y.","(Married) couple without C. ","1022","0.696710583601776","0.672935300185091","0.720485867018462","1"
"Yes","2004","35-65 y.","Single parent ","160","0.627931632444539","0.566779722571326","0.689083542317751","1"
"Yes","2004","35-65 y.","Couple + C. LE 16 ","1008","0.71750049163177","0.693772720174588","0.741228263088952","1"
"Yes","2004","35-65 y.","Couple + C. GT 16 ","740","0.682075259234488","0.653975656985225","0.710174861483751","1"
"Yes","2004","66 and older","(Married) couple without C. ","5","","","","1"
"Yes","2004","66 and older","Single parent ","","","","","1"
"Yes","2004","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2004","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2004","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2005","16-34 y.","1-pers.-HH","99","0.279170580424282","0.233023327317183","0.325317833531381","2"
"No","2005","16-34 y.","(Married) couple without C. ","149","0.255117994667894","0.220031899905395","0.290204089430392","2"
"No","2005","16-34 y.","Single parent ","35","0.421406850516421","0.324626869997261","0.518186831035581","2"
"No","2005","16-34 y.","Couple + C. LE 16 ","125","0.308274068187002","0.263245002706315","0.353303133667689","2"
"No","2005","16-34 y.","Couple + C. GT 16 ","119","0.357602537170359","0.306953513989459","0.408251560351259","2"
"No","2005","16-34 y.","Couple + C. LE and GT 16","40","0.407802309726557","0.312433535575114","0.503171083878","2"
"No","2005","35-65 y.","1-pers.-HH","127","0.245166440471234","0.206920436355188","0.28341244458728","2"
"No","2005","35-65 y.","(Married) couple without C. ","372","0.315674126729444","0.29046676018627","0.340881493272617","2"
"No","2005","35-65 y.","Single parent ","85","0.369824380345643","0.307569891908901","0.432078868782386","2"
"No","2005","35-65 y.","Couple + C. GT 16 ","275","0.333550291968636","0.303377810764612","0.36372277317266","2"
"No","2005","35-65 y.","Couple + C. LE and GT 16","132","0.299288276560522","0.258062061478367","0.340514491642676","2"
"No","2005","66 and older","1-pers.-HH","","","","","2"
"No","2005","66 and older","(Married) couple without C. ","2","","","","2"
"No","2005","35-65 y.","Couple + C. LE 16 ","335","0.275465761976809","0.250866444709597","0.300065079244021","2"
"No","2005","66 and older","Single parent ","","","","","2"
"No","2005","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2005","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2005","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2005","16-34 y.","1-pers.-HH","264","0.720829419575718","0.674682166468619","0.766976672682817","1"
"Yes","2005","16-34 y.","(Married) couple without C. ","444","0.744882005332106","0.709795910569608","0.779968100094605","1"
"Yes","2005","16-34 y.","Single parent ","65","0.578593149483579","0.481813168964419","0.675373130002739","1"
"Yes","2005","16-34 y.","Couple + C. LE 16 ","279","0.691725931812998","0.646696866332311","0.736754997293685","1"
"Yes","2005","35-65 y.","Couple + C. LE and GT 16","342","0.700711723439478","0.659485508357324","0.741937938521633","1"
"Yes","2005","66 and older","1-pers.-HH","3","","","","1"
"Yes","2005","16-34 y.","Couple + C. GT 16 ","225","0.642397462829641","0.591748439648741","0.693046486010541","1"
"Yes","2005","16-34 y.","Couple + C. LE and GT 16","62","0.592197690273443","0.496828916122","0.687566464424886","1"
"Yes","2005","35-65 y.","1-pers.-HH","359","0.754833559528766","0.71658755541272","0.793079563644812","1"
"Yes","2005","35-65 y.","(Married) couple without C. ","934","0.684325873270556","0.659118506727383","0.70953323981373","1"
"Yes","2005","35-65 y.","Single parent ","146","0.630175619654356","0.567921131217614","0.692430108091099","1"
"Yes","2005","35-65 y.","Couple + C. LE 16 ","932","0.724534238023191","0.699934920755979","0.749133555290402","1"
"Yes","2005","35-65 y.","Couple + C. GT 16 ","663","0.666449708031364","0.63627722682734","0.696622189235388","1"
"Yes","2005","66 and older","(Married) couple without C. ","3","","","","1"
"Yes","2005","66 and older","Single parent ","","","","","1"
"Yes","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2005","66 and older","Couple + C. GT 16 ","2","","","","1"
"Yes","2005","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2006","35-65 y.","Couple + C. GT 16 ","298","0.306526000178631","0.278585704400389","0.334466295956874","2"
"No","2006","35-65 y.","Couple + C. LE and GT 16","142","0.268250923545837","0.229532666127585","0.306969180964089","2"
"No","2006","66 and older","1-pers.-HH","3","","","","2"
"No","2006","16-34 y.","1-pers.-HH","100","0.284289461242299","0.239055408935414","0.329523513549184","2"
"No","2006","16-34 y.","(Married) couple without C. ","141","0.276027552436937","0.240376951226049","0.311678153647825","2"
"No","2006","16-34 y.","Single parent ","36","0.445398612536209","0.347495747886011","0.543301477186408","2"
"No","2006","16-34 y.","Couple + C. LE 16 ","115","0.274609124206479","0.231460127113772","0.317758121299185","2"
"No","2006","16-34 y.","Couple + C. GT 16 ","117","0.324319033001814","0.276939637195759","0.371698428807868","2"
"No","2006","16-34 y.","Couple + C. LE and GT 16","22","","","","2"
"No","2006","35-65 y.","1-pers.-HH","142","0.234695627233124","0.200055158092353","0.269336096373895","2"
"No","2006","35-65 y.","(Married) couple without C. ","411","0.280885311645357","0.258475023349442","0.303295599941272","2"
"No","2006","35-65 y.","Single parent ","84","0.300231632580499","0.246351200438684","0.354112064722314","2"
"No","2006","35-65 y.","Couple + C. LE 16 ","352","0.258752265946746","0.235745676444492","0.281758855449","2"
"No","2006","66 and older","(Married) couple without C. ","5","","","","2"
"No","2006","66 and older","Single parent ","","","","","2"
"No","2006","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2006","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2006","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2006","16-34 y.","1-pers.-HH","282","0.715710538757701","0.670476486450816","0.760944591064586","1"
"Yes","2006","16-34 y.","(Married) couple without C. ","463","0.723972447563063","0.688321846352175","0.759623048773951","1"
"Yes","2006","16-34 y.","Single parent ","63","0.554601387463791","0.456698522813592","0.652504252113989","1"
"Yes","2006","16-34 y.","Couple + C. LE 16 ","296","0.725390875793521","0.682241878700815","0.768539872886227","1"
"Yes","2006","35-65 y.","Couple + C. LE and GT 16","361","0.731749076454163","0.693030819035911","0.770467333872415","1"
"Yes","2006","66 and older","1-pers.-HH","3","","","","1"
"Yes","2006","16-34 y.","Couple + C. GT 16 ","258","0.675680966998186","0.628301571192132","0.723060362804241","1"
"Yes","2006","16-34 y.","Couple + C. LE and GT 16","65","0.796092130690362","0.71143040365703","0.880753857723694","1"
"Yes","2006","35-65 y.","1-pers.-HH","433","0.765304372766876","0.730663903626105","0.799944841907647","1"
"Yes","2006","35-65 y.","(Married) couple without C. ","1134","0.719114688354643","0.696704400058728","0.741524976650558","1"
"Yes","2006","35-65 y.","Single parent ","194","0.699768367419501","0.645887935277686","0.753648799561316","1"
"Yes","2006","35-65 y.","Couple + C. LE 16 ","1040","0.741247734053254","0.718241144551","0.764254323555507","1"
"Yes","2006","35-65 y.","Couple + C. GT 16 ","748","0.693473999821369","0.665533704043127","0.721414295599611","1"
"Yes","2006","66 and older","(Married) couple without C. ","8","","","","1"
"Yes","2006","66 and older","Single parent ","1","","","","1"
"Yes","2006","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2006","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2006","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2007","35-65 y.","Couple + C. GT 16 ","282","0.294713579835953","0.266596498387424","0.322830661284483","2"
"No","2007","35-65 y.","Couple + C. LE and GT 16","106","0.226884568972432","0.187884005791661","0.265885132153203","2"
"No","2007","66 and older","1-pers.-HH","2","","","","2"
"No","2007","16-34 y.","1-pers.-HH","75","0.215147720573519","0.172280722158075","0.258014718988963","2"
"No","2007","16-34 y.","(Married) couple without C. ","115","0.221128615858468","0.186027873957459","0.256229357759478","2"
"No","2007","16-34 y.","Single parent ","36","0.350925783915026","0.257384589913548","0.444466977916505","2"
"No","2007","16-34 y.","Couple + C. LE 16 ","105","0.246847530651213","0.2048026373991","0.288892423903326","2"
"No","2007","16-34 y.","Couple + C. GT 16 ","114","0.333963927223158","0.28419741572591","0.383730438720407","2"
"No","2007","16-34 y.","Couple + C. LE and GT 16","29","","","","2"
"No","2007","35-65 y.","1-pers.-HH","140","0.24459580166562","0.209400476956931","0.279791126374308","2"
"No","2007","35-65 y.","(Married) couple without C. ","386","0.265004256771449","0.242193616011071","0.287814897531828","2"
"No","2007","35-65 y.","Single parent ","66","0.287726154067981","0.231832694705271","0.343619613430692","2"
"No","2007","35-65 y.","Couple + C. LE 16 ","300","0.227134365205577","0.204208370642554","0.250060359768601","2"
"No","2007","66 and older","(Married) couple without C. ","6","","","","2"
"No","2007","66 and older","Single parent ","","","","","2"
"No","2007","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2007","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2007","66 and older","Couple + C. LE and GT 16","","","","","2"
