"plb0196_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2004","(Married) couple without C. ","West Germany","1151","0.707245569989219","0.684914753478178","0.72957638650026"
"Yes","2004","(Married) couple without C. ","East Germany","336","0.685022492305907","0.64351105796993","0.726533926641885"
"Yes","2004","Single parent ","West Germany","173","0.648918274922414","0.591232420305868","0.706604129538959"
"Yes","2004","Single parent ","East Germany","64","0.720789989674025","0.626523283954496","0.815056695393555"
"Yes","2004","Couple + C. LE 16 ","West Germany","1039","0.702794527436938","0.67928697739118","0.726302077482696"
"Yes","2004","Couple + C. LE 16 ","East Germany","261","0.692467198341565","0.646068946474237","0.738865450208893"
"Yes","2004","Couple + C. GT 16 ","West Germany","657","0.671302240013282","0.641447365302743","0.701157114723821"
"Yes","2004","Couple + C. GT 16 ","East Germany","347","0.669488038106617","0.628542261440807","0.710433814772428"
"Yes","2004","Couple + C. LE and GT 16","West Germany","342","0.733196867956902","0.692866436740147","0.773527299173657"
"Yes","2004","Couple + C. LE and GT 16","East Germany","112","0.699020424710125","0.627499521088765","0.770541328331485"
"No","2004","1-pers.-HH","West Germany","166","0.258397053830298","0.224795930613331","0.291998177047265"
"No","2004","1-pers.-HH","East Germany","51","0.339145580547298","0.266018012036363","0.412273149058234"
"No","2004","(Married) couple without C. ","West Germany","444","0.292754430010781","0.27042361349974","0.315085246521822"
"No","2004","(Married) couple without C. ","East Germany","145","0.314977507694093","0.273466073358115","0.35648894203007"
"No","2004","Single parent ","West Germany","90","0.351081725077586","0.293395870461041","0.408767579694132"
"No","2004","Single parent ","East Germany","23","","",""
"No","2004","Couple + C. LE 16 ","West Germany","413","0.297205472563062","0.273697922517304","0.32071302260882"
"No","2004","Couple + C. LE 16 ","East Germany","119","0.307532801658435","0.261134549791107","0.353931053525763"
"No","2004","Couple + C. GT 16 ","West Germany","294","0.328697759986718","0.298842885276179","0.358552634697257"
"No","2004","Couple + C. GT 16 ","East Germany","160","0.330511961893383","0.289566185227572","0.371457738559193"
"No","2004","Couple + C. LE and GT 16","West Germany","120","0.266803132043098","0.226472700826343","0.307133563259853"
"No","2004","Couple + C. LE and GT 16","East Germany","46","0.300979575289875","0.229458671668515","0.372500478911235"
"Yes","2005","1-pers.-HH","West Germany","505","0.76151827808507","0.729345700412553","0.793690855757586"
"Yes","2005","1-pers.-HH","East Germany","121","0.644440376622121","0.574119272666503","0.714761480577739"
"Yes","2005","(Married) couple without C. ","West Germany","1063","0.699333660147364","0.675852805502703","0.722814514792026"
"Yes","2005","(Married) couple without C. ","East Germany","318","0.719125099135987","0.677083955607708","0.761166242664267"
"Yes","2005","Single parent ","West Germany","151","0.609438532214467","0.548222830856806","0.670654233572128"
"Yes","2005","Single parent ","East Germany","60","0.635910071212027","0.53480087700866","0.737019265415394"
"Yes","2005","Couple + C. LE 16 ","West Germany","1001","0.723338319759278","0.699413133565477","0.747263505953078"
"Yes","2005","Couple + C. LE 16 ","East Germany","210","0.668512382587112","0.617567618882756","0.719457146291468"
"Yes","2005","Couple + C. GT 16 ","West Germany","569","0.654863393514758","0.622204102091226","0.687522684938291"
"Yes","2005","Couple + C. GT 16 ","East Germany","321","0.674470272714872","0.632108327357984","0.71683221807176"
"Yes","2005","Couple + C. LE and GT 16","West Germany","307","0.716442938146093","0.673439527381242","0.759446348910943"
"Yes","2005","Couple + C. LE and GT 16","East Germany","97","0.510305167306554","0.431352742218791","0.589257592394316"
"No","2005","1-pers.-HH","West Germany","169","0.23848172191493","0.206309144242414","0.270654299587447"
"No","2005","1-pers.-HH","East Germany","57","0.355559623377879","0.285238519422261","0.425880727333497"
"No","2005","(Married) couple without C. ","West Germany","402","0.300666339852636","0.277185485207974","0.324147194497297"
"No","2005","(Married) couple without C. ","East Germany","121","0.280874900864013","0.238833757335733","0.322916044392292"
"No","2005","Single parent ","West Germany","93","0.390561467785533","0.329345766427872","0.451777169143194"
"No","2005","Single parent ","East Germany","27","","",""
"No","2005","Couple + C. LE 16 ","West Germany","342","0.276661680240722","0.252736494046922","0.300586866434523"
"No","2005","Couple + C. LE 16 ","East Germany","118","0.331487617412888","0.280542853708532","0.382432381117244"
"No","2005","Couple + C. GT 16 ","West Germany","245","0.345136606485242","0.312477315061709","0.377795897908774"
"No","2005","Couple + C. GT 16 ","East Germany","149","0.325529727285128","0.28316778192824","0.367891672642016"
"No","2005","Couple + C. LE and GT 16","West Germany","115","0.283557061853908","0.240553651089057","0.326560472618758"
"No","2005","Couple + C. LE and GT 16","East Germany","57","0.489694832693446","0.410742407605684","0.568647257781209"
"Yes","2006","1-pers.-HH","West Germany","564","0.750975531236922","0.72000553969777","0.781945522776073"
"Yes","2006","1-pers.-HH","East Germany","154","0.725701089780174","0.66592436264832","0.785477816912027"
"Yes","2006","(Married) couple without C. ","West Germany","1246","0.725455085074221","0.704044334636703","0.746865835511739"
"Yes","2006","(Married) couple without C. ","East Germany","359","0.689271884779588","0.648420179619253","0.730123589939923"
"Yes","2006","Single parent ","West Germany","204","0.660809496932237","0.606692410642053","0.714926583222421"
"Yes","2006","Single parent ","East Germany","54","0.635977219390719","0.533082400015224","0.738872038766215"
"Yes","2006","Couple + C. LE 16 ","West Germany","1078","0.740718221509222","0.718145895050513","0.76329054796793"
"Yes","2006","Couple + C. LE 16 ","East Germany","258","0.7173013638994","0.67045815915037","0.76414456864843"
"Yes","2006","Couple + C. GT 16 ","West Germany","660","0.696440540952155","0.666761727248923","0.726119354655387"
"Yes","2006","Couple + C. GT 16 ","East Germany","347","0.665492158138614","0.62413623574339","0.706848080533837"
"Yes","2006","Couple + C. LE and GT 16","West Germany","334","0.752640972981235","0.71299489752081","0.79228704844166"
"Yes","2006","Couple + C. LE and GT 16","East Germany","92","0.690728639208971","0.612762722248928","0.768694556169015"
"No","2006","1-pers.-HH","West Germany","185","0.249024468763078","0.218054477223927","0.27999446030223"
"No","2006","1-pers.-HH","East Germany","60","0.274298910219826","0.214522183087973","0.33407563735168"
"No","2006","(Married) couple without C. ","West Germany","423","0.274544914925779","0.253134164488261","0.295955665363297"
"No","2006","(Married) couple without C. ","East Germany","134","0.310728115220412","0.269876410060077","0.351579820380747"
"No","2006","Single parent ","West Germany","90","0.339190503067763","0.285073416777579","0.393307589357946"
"No","2006","Single parent ","East Germany","30","0.364022780609281","0.261127961233785","0.466917599984776"
"No","2006","Couple + C. LE 16 ","West Germany","370","0.259281778490779","0.23670945203207","0.281854104949487"
"No","2006","Couple + C. LE 16 ","East Germany","97","0.2826986361006","0.23585543135157","0.32954184084963"
"No","2006","Couple + C. GT 16 ","West Germany","262","0.303559459047845","0.273880645344613","0.333238272751077"
"No","2006","Couple + C. GT 16 ","East Germany","153","0.334507841861386","0.293151919466163","0.37586376425661"
"No","2006","Couple + C. LE and GT 16","West Germany","121","0.247359027018765","0.20771295155834","0.28700510247919"
"No","2006","Couple + C. LE and GT 16","East Germany","43","0.309271360791029","0.231305443830985","0.387237277751072"
"Yes","2007","1-pers.-HH","West Germany","575","0.790109889920047","0.760548553528299","0.819671226311794"
"Yes","2007","1-pers.-HH","East Germany","140","0.658822100382761","0.593603031030326","0.724041169735196"
"Yes","2007","(Married) couple without C. ","West Germany","1126","0.756429004872761","0.734604944308932","0.77825306543659"
"Yes","2007","(Married) couple without C. ","East Germany","356","0.709734947340138","0.670069754586603","0.749400140093674"
"Yes","2007","Single parent ","West Germany","189","0.713937451022528","0.65900588235116","0.768869019693897"
"Yes","2007","Single parent ","East Germany","61","0.604940702624378","0.50504616890649","0.704835236342266"
"Yes","2007","Couple + C. LE 16 ","West Germany","1044","0.779349879402631","0.757237334014352","0.80146242479091"
"Yes","2007","Couple + C. LE 16 ","East Germany","238","0.698850466436631","0.649797906237093","0.747903026636169"
"Yes","2007","Couple + C. GT 16 ","West Germany","628","0.708371409554395","0.67815215379194","0.738590665316851"
"Yes","2007","Couple + C. GT 16 ","East Germany","334","0.652410156689056","0.610202858065332","0.694617455312781"
"Yes","2007","Couple + C. LE and GT 16","West Germany","290","0.731939101573179","0.688145967722891","0.775732235423466"
"Yes","2007","Couple + C. LE and GT 16","East Germany","90","0.805958842843879","0.735785601721918","0.876132083965839"
"No","2007","1-pers.-HH","West Germany","154","0.209890110079953","0.180328773688206","0.239451446471701"
"No","2007","1-pers.-HH","East Germany","63","0.341177899617239","0.275958830264804","0.406396968969674"
"No","2007","(Married) couple without C. ","West Germany","360","0.243570995127239","0.22174693456341","0.265395055691068"
"No","2007","(Married) couple without C. ","East Germany","147","0.290265052659862","0.250599859906326","0.329930245413397"
"No","2007","Single parent ","West Germany","71","0.286062548977471","0.231130980306103","0.34099411764884"
"No","2007","Single parent ","East Germany","31","0.395059297375622","0.295164763657734","0.49495383109351"
"No","2007","Couple + C. LE 16 ","West Germany","307","0.220650120597369","0.19853757520909","0.242762665985648"
"No","2007","Couple + C. LE 16 ","East Germany","98","0.301149533563369","0.252096973363831","0.350202093762908"
"No","2007","Couple + C. GT 16 ","West Germany","241","0.291628590445605","0.261409334683149","0.32184784620806"
"No","2007","Couple + C. GT 16 ","East Germany","155","0.347589843310944","0.305382544687219","0.389797141934668"
"No","2007","Couple + C. LE and GT 16","West Germany","103","0.268060898426821","0.224267764576534","0.311854032277108"
"No","2007","Couple + C. LE and GT 16","East Germany","32","0.194041157156121","0.123867916034161","0.264214398278082"
"Yes","2008","1-pers.-HH","West Germany","526","0.739608607113591","0.707168317768592","0.772048896458591"
"Yes","2008","1-pers.-HH","East Germany","129","0.639228456034905","0.5721691329241","0.706287779145711"
"Yes","2008","(Married) couple without C. ","West Germany","1088","0.728039994166678","0.70540840744269","0.750671580890666"
"Yes","2008","(Married) couple without C. ","East Germany","366","0.68974907138804","0.649679451944539","0.729818690831542"
"Yes","2008","Single parent ","West Germany","207","0.741206552534132","0.690358781021444","0.792054324046821"
"Yes","2008","Single parent ","East Germany","58","0.654253683802962","0.554313456283306","0.754193911322619"
"Yes","2008","Couple + C. LE 16 ","West Germany","951","0.731792412006981","0.707465170966417","0.756119653047545"
"Yes","2008","Couple + C. LE 16 ","East Germany","259","0.75219802098625","0.706902646354373","0.797493395618127"
"Yes","2008","Couple + C. GT 16 ","West Germany","663","0.711315606661009","0.681985999580877","0.740645213741141"
"Yes","2008","Couple + C. GT 16 ","East Germany","309","0.628113855112273","0.583656425407368","0.672571284817178"
"Yes","2008","Couple + C. LE and GT 16","West Germany","266","0.722187777527571","0.676172913755953","0.768202641299188"
"Yes","2008","Couple + C. LE and GT 16","East Germany","74","0.672878569117302","0.583564884755937","0.762192253478668"
"No","2008","1-pers.-HH","West Germany","177","0.260391392886409","0.227951103541409","0.292831682231408"
"No","2008","1-pers.-HH","East Germany","68","0.360771543965095","0.293712220854289","0.4278308670759"
"No","2008","(Married) couple without C. ","West Germany","397","0.271960005833322","0.249328419109334","0.29459159255731"
"No","2008","(Married) couple without C. ","East Germany","146","0.31025092861196","0.270181309168458","0.350320548055461"
"No","2008","Single parent ","West Germany","78","0.258793447465868","0.207945675953179","0.309641218978556"
"No","2008","Single parent ","East Germany","29","","",""
"No","2008","Couple + C. LE 16 ","West Germany","323","0.268207587993019","0.243880346952455","0.292534829033583"
"No","2008","Couple + C. LE 16 ","East Germany","90","0.24780197901375","0.202506604381873","0.293097353645626"
"No","2008","Couple + C. GT 16 ","West Germany","254","0.288684393338991","0.259354786258859","0.318014000419123"
"No","2008","Couple + C. GT 16 ","East Germany","145","0.371886144887727","0.327428715182822","0.416343574592632"
"No","2008","Couple + C. LE and GT 16","West Germany","98","0.277812222472429","0.231797358700812","0.323827086244047"
"No","2008","Couple + C. LE and GT 16","East Germany","32","0.327121430882698","0.237807746521332","0.416435115244063"
"Yes","2009","1-pers.-HH","West Germany","477","0.728981964038683","0.694890238066961","0.763073690010405"
"Yes","2009","1-pers.-HH","East Germany","126","0.676483958323347","0.607758957895717","0.745208958750977"
"Yes","2009","(Married) couple without C. ","West Germany","978","0.704613836430795","0.680187049197556","0.729040623664034"
"Yes","2009","(Married) couple without C. ","East Germany","321","0.669018920639506","0.626431390516326","0.711606450762687"
"Yes","2009","Single parent ","West Germany","171","0.67875736868802","0.620758131267937","0.736756606108103"
"Yes","2009","Single parent ","East Germany","65","0.649330833796211","0.549632348927446","0.749029318664975"
"Yes","2009","Couple + C. LE 16 ","West Germany","719","0.730999029972563","0.703678245947901","0.758319813997225"
"Yes","2009","Couple + C. LE 16 ","East Germany","242","0.741720424578324","0.694425417688535","0.789015431468113"
"Yes","2009","Couple + C. GT 16 ","West Germany","572","0.711709545743664","0.680687340503409","0.74273175098392"
"Yes","2009","Couple + C. GT 16 ","East Germany","251","0.624705753587705","0.576402304243167","0.673009202932243"
"Yes","2009","Couple + C. LE and GT 16","West Germany","245","0.704319017527228","0.656303705280607","0.752334329773849"
"Yes","2009","Couple + C. LE and GT 16","East Germany","64","0.714648034215616","0.62478134130436","0.804514727126871"
"No","2009","1-pers.-HH","West Germany","176","0.271018035961317","0.236926309989595","0.305109761933039"
"No","2009","1-pers.-HH","East Germany","52","0.323516041676653","0.254791041249023","0.392241042104283"
"No","2009","(Married) couple without C. ","West Germany","362","0.295386163569205","0.270959376335966","0.319812950802444"
"No","2009","(Married) couple without C. ","East Germany","148","0.330981079360494","0.288393549237313","0.373568609483675"
"No","2009","Single parent ","West Germany","78","0.32124263131198","0.263243393891897","0.379241868732063"
"No","2009","Single parent ","East Germany","23","","",""
"No","2009","Couple + C. LE 16 ","West Germany","293","0.269000970027437","0.241680186002775","0.296321754052099"
"No","2009","Couple + C. LE 16 ","East Germany","87","0.258279575421676","0.210984568531887","0.305574582311465"
"No","2009","Couple + C. GT 16 ","West Germany","247","0.288290454256336","0.25726824901608","0.319312659496591"
"No","2009","Couple + C. GT 16 ","East Germany","135","0.375294246412295","0.326990797067757","0.423597695756833"
"No","2009","Couple + C. LE and GT 16","West Germany","102","0.295680982472772","0.247665670226151","0.343696294719393"
"No","2009","Couple + C. LE and GT 16","East Germany","33","0.285351965784385","0.195485272873129","0.37521865869564"
"Yes","2010","1-pers.-HH","West Germany","413","0.700575749049841","0.663365923451742","0.73778557464794"
"Yes","2010","1-pers.-HH","East Germany","106","0.605815352390371","0.531024900495423","0.680605804285319"
"Yes","2010","(Married) couple without C. ","West Germany","942","0.714662127515238","0.690076817807391","0.739247437223085"
"Yes","2010","(Married) couple without C. ","East Germany","305","0.651224230999353","0.607719543180969","0.694728918817737"
"Yes","2010","Single parent ","West Germany","432","0.637627198466091","0.600588376575788","0.674666020356394"
"Yes","2010","Single parent ","East Germany","138","0.774554549213758","0.713338074221283","0.835771024206233"
"Yes","2010","Couple + C. LE 16 ","West Germany","1775","0.693460079236867","0.675634822972285","0.711285335501449"
"Yes","2010","Couple + C. LE 16 ","East Germany","473","0.75055972556195","0.718227932672601","0.782891518451299"
"Yes","2010","Couple + C. GT 16 ","West Germany","531","0.650809217248248","0.617354372177831","0.684264062318666"
"Yes","2010","Couple + C. GT 16 ","East Germany","210","0.602111950766042","0.548650686319334","0.65557321521275"
"Yes","2010","Couple + C. LE and GT 16","West Germany","329","0.647677034276405","0.605163525793873","0.690190542758937"
"Yes","2010","Couple + C. LE and GT 16","East Germany","63","0.578829749912772","0.480061640671193","0.677597859154352"
"No","2010","1-pers.-HH","West Germany","169","0.299424250950159","0.26221442535206","0.336634076548258"
"No","2010","1-pers.-HH","East Germany","58","0.394184647609629","0.319394195714681","0.468975099504577"
"No","2010","(Married) couple without C. ","West Germany","354","0.285337872484762","0.260752562776915","0.309923182192609"
"No","2010","(Married) couple without C. ","East Germany","156","0.348775769000647","0.305271081182263","0.392280456819031"
"No","2010","Single parent ","West Germany","215","0.362372801533909","0.325333979643606","0.399411623424212"
"No","2010","Single parent ","East Germany","41","0.225445450786242","0.164228975793767","0.286661925778717"
"No","2010","Couple + C. LE 16 ","West Germany","795","0.306539920763133","0.288714664498552","0.324365177027715"
"No","2010","Couple + C. LE 16 ","East Germany","215","0.24944027443805","0.217108481548701","0.281772067327399"
"No","2010","Couple + C. GT 16 ","West Germany","249","0.349190782751752","0.315735937681335","0.382645627822169"
"No","2010","Couple + C. GT 16 ","East Germany","112","0.397888049233958","0.34442678478725","0.451349313680666"
"No","2010","Couple + C. LE and GT 16","West Germany","156","0.352322965723595","0.309809457241063","0.394836474206127"
"No","2010","Couple + C. LE and GT 16","East Germany","33","0.421170250087228","0.322402140845648","0.519938359328807"
"Yes","2011","1-pers.-HH","West Germany","523","0.729562531532136","0.69704981893951","0.762075244124762"
"Yes","2011","1-pers.-HH","East Germany","149","0.69503750809237","0.634062289132666","0.756012727052074"
"Yes","2011","(Married) couple without C. ","West Germany","1236","0.758275129890151","0.737548309306583","0.779001950473718"
"Yes","2011","(Married) couple without C. ","East Germany","390","0.707658004195078","0.669366205848361","0.745949802541794"
"Yes","2011","Single parent ","West Germany","600","0.69078813940733","0.65966331614753","0.72191296266713"
"Yes","2011","Single parent ","East Germany","159","0.698615276179759","0.639442525551202","0.757788026808316"
"Yes","2011","Couple + C. LE 16 ","West Germany","2306","0.782194645556346","0.767347783016721","0.797041508095971"
"Yes","2011","Couple + C. LE 16 ","East Germany","560","0.726590855351813","0.695411671377646","0.75777003932598"
"Yes","2011","Couple + C. GT 16 ","West Germany","677","0.747997573122502","0.720033846117705","0.775961300127299"
"Yes","2011","Couple + C. GT 16 ","East Germany","242","0.685905128088175","0.637621892863044","0.734188363313305"
"Yes","2011","Couple + C. LE and GT 16","West Germany","481","0.723458954847046","0.689126011142374","0.757791898551718"
"Yes","2011","Couple + C. LE and GT 16","East Germany","80","0.696543257059606","0.612515724059359","0.780570790059853"
"No","2011","1-pers.-HH","West Germany","194","0.270437468467864","0.237924755875238","0.30295018106049"
"No","2011","1-pers.-HH","East Germany","70","0.30496249190763","0.243987272947926","0.365937710867334"
"No","2011","(Married) couple without C. ","West Germany","403","0.241724870109849","0.220998049526282","0.262451690693417"
"No","2011","(Married) couple without C. ","East Germany","152","0.292341995804922","0.254050197458206","0.330633794151639"
"No","2011","Single parent ","West Germany","247","0.30921186059267","0.27808703733287","0.340336683852471"
"No","2011","Single parent ","East Germany","72","0.301384723820241","0.242211973191684","0.360557474448798"
"No","2011","Couple + C. LE 16 ","West Germany","663","0.217805354443654","0.20295849190403","0.232652216983279"
"No","2011","Couple + C. LE 16 ","East Germany","225","0.273409144648187","0.24222996067402","0.304588328622354"
"No","2011","Couple + C. GT 16 ","West Germany","249","0.252002426877498","0.224038699872701","0.279966153882295"
"No","2011","Couple + C. GT 16 ","East Germany","113","0.314094871911825","0.265811636686695","0.362378107136955"
"No","2011","Couple + C. LE and GT 16","West Germany","171","0.276541045152954","0.242208101448282","0.310873988857626"
"No","2011","Couple + C. LE and GT 16","East Germany","35","0.303456742940394","0.219429209940147","0.387484275940641"
"Yes","2012","1-pers.-HH","West Germany","616","0.7361026432143","0.70620812476588","0.76599716166272"
"Yes","2012","1-pers.-HH","East Germany","162","0.682423111259711","0.623279080298117","0.741567142221304"
"Yes","2012","(Married) couple without C. ","West Germany","1269","0.752252073688684","0.73183235972441","0.772671787652959"
"Yes","2012","(Married) couple without C. ","East Germany","352","0.617152509447868","0.5764921633683","0.657812855527437"
"Yes","2012","Single parent ","West Germany","609","0.628843538822005","0.597139435258876","0.660547642385134"
"Yes","2012","Single parent ","East Germany","170","0.734572506974379","0.677875462812323","0.791269551136436"
"Yes","2012","Couple + C. LE 16 ","West Germany","2122","0.728095669384325","0.711884993824239","0.744306344944411"
"Yes","2012","Couple + C. LE 16 ","East Germany","544","0.774040116449128","0.744009284716278","0.804070948181979"
"Yes","2012","Couple + C. GT 16 ","West Germany","677","0.696761515735164","0.667714950039035","0.725808081431293"
"Yes","2012","Couple + C. GT 16 ","East Germany","225","0.594284405895291","0.542090878349573","0.646477933441008"
"Yes","2012","Couple + C. LE and GT 16","West Germany","498","0.742931285569179","0.710370567022184","0.775492004116174"
"Yes","2012","Couple + C. LE and GT 16","East Germany","92","0.757378793418507","0.681622889465158","0.833134697371856"
"No","2012","1-pers.-HH","West Germany","219","0.2638973567857","0.23400283833728","0.29379187523412"
"No","2012","1-pers.-HH","East Germany","76","0.317576888740289","0.258432857778696","0.376720919701883"
"No","2012","(Married) couple without C. ","West Germany","448","0.247747926311316","0.227328212347041","0.26816764027559"
"No","2012","(Married) couple without C. ","East Germany","197","0.382847490552132","0.342187144472563","0.4235078366317"
"No","2012","Single parent ","West Germany","283","0.371156461177995","0.339452357614866","0.402860564741124"
"No","2012","Single parent ","East Germany","63","0.265427493025621","0.208730448863564","0.322124537187677"
"No","2012","Couple + C. LE 16 ","West Germany","772","0.271904330615675","0.255693655055589","0.288115006175761"
"No","2012","Couple + C. LE 16 ","East Germany","201","0.225959883550872","0.195929051818021","0.255990715283722"
"No","2012","Couple + C. GT 16 ","West Germany","285","0.303238484264836","0.274191918568707","0.332285049960965"
"No","2012","Couple + C. GT 16 ","East Germany","115","0.405715594104709","0.353522066558992","0.457909121650427"
"No","2012","Couple + C. LE and GT 16","West Germany","194","0.257068714430821","0.224507995883826","0.289629432977816"
"No","2012","Couple + C. LE and GT 16","East Germany","31","0.242621206581493","0.166865302628144","0.318377110534841"
"Yes","2013","1-pers.-HH","West Germany","696","0.744708399314829","0.716548592883074","0.772868205746585"
"Yes","2013","1-pers.-HH","East Germany","159","0.667719526138856","0.607108233330091","0.728330818947622"
"Yes","2013","(Married) couple without C. ","West Germany","1325","0.744412924215486","0.724189149831841","0.76463669859913"
"Yes","2013","(Married) couple without C. ","East Germany","377","0.698611261819763","0.659765199956482","0.737457323683043"
"Yes","2013","Single parent ","West Germany","623","0.694140632997929","0.663522895791938","0.724758370203921"
"Yes","2013","Single parent ","East Germany","160","0.610009070079397","0.547246676475277","0.672771463683516"
"Yes","2013","Couple + C. LE 16 ","West Germany","2283","0.736379101972489","0.720891706970955","0.751866496974023"
"Yes","2013","Couple + C. LE 16 ","East Germany","529","0.762763045100674","0.731734209054538","0.79379188114681"
"Yes","2013","Couple + C. GT 16 ","West Germany","731","0.705108553543269","0.677696565220622","0.732520541865916"
"Yes","2013","Couple + C. GT 16 ","East Germany","185","0.751251237246272","0.699399235723407","0.803103238769136"
"Yes","2013","Couple + C. LE and GT 16","West Germany","598","0.713024509731931","0.681987659235735","0.744061360228127"
"Yes","2013","Couple + C. LE and GT 16","East Germany","93","0.682910986390719","0.602918524673586","0.762903448107853"
"No","2013","1-pers.-HH","West Germany","225","0.255291600685171","0.227131794253416","0.283451407116926"
"No","2013","1-pers.-HH","East Germany","73","0.332280473861144","0.271669181052378","0.392891766669909"
"No","2013","(Married) couple without C. ","West Germany","462","0.255587075784514","0.23536330140087","0.275810850168159"
"No","2013","(Married) couple without C. ","East Germany","159","0.301388738180237","0.262542676316957","0.340234800043518"
"No","2013","Single parent ","West Germany","247","0.305859367002071","0.275241629796079","0.336477104208062"
"No","2013","Single parent ","East Germany","72","0.389990929920603","0.327228536316484","0.452753323524723"
"No","2013","Couple + C. LE 16 ","West Germany","826","0.263620898027511","0.248133503025977","0.279108293029045"
"No","2013","Couple + C. LE 16 ","East Germany","193","0.237236954899326","0.20620811885319","0.268265790945462"
"No","2013","Couple + C. GT 16 ","West Germany","332","0.294891446456731","0.267479458134083","0.322303434779378"
"No","2013","Couple + C. GT 16 ","East Germany","82","0.248748762753728","0.196896761230864","0.300600764276593"
"No","2013","Couple + C. LE and GT 16","West Germany","218","0.286975490268069","0.255938639771873","0.318012340764265"
"No","2013","Couple + C. LE and GT 16","East Germany","37","0.31708901360928","0.237096551892147","0.397081475326414"
"Yes","2014","1-pers.-HH","West Germany","601","0.721229963274495","0.690780088075071","0.751679838473918"
"Yes","2014","1-pers.-HH","East Germany","163","0.731969336946219","0.67330627625815","0.790632397634288"
"Yes","2014","(Married) couple without C. ","West Germany","1270","0.755344416314848","0.735151512201819","0.775537320427877"
"Yes","2014","(Married) couple without C. ","East Germany","370","0.645282979465924","0.605371790009222","0.685194168922626"
"Yes","2014","Single parent ","West Germany","532","0.692381354401452","0.659868386108969","0.724894322693936"
"Yes","2014","Single parent ","East Germany","124","0.687103533795625","0.617809588671397","0.756397478919853"
"Yes","2014","Couple + C. LE 16 ","West Germany","2003","0.773720542271067","0.75788498567875","0.789556098863383"
"Yes","2014","Couple + C. LE 16 ","East Germany","485","0.724599693222112","0.690749097589765","0.758450288854459"
"Yes","2014","Couple + C. GT 16 ","West Germany","647","0.696351263137738","0.667095265781026","0.72560726049445"
"Yes","2014","Couple + C. GT 16 ","East Germany","162","0.667270393097877","0.606242693318415","0.728298092877338"
"Yes","2014","Couple + C. LE and GT 16","West Germany","561","0.733032356546899","0.701867258523541","0.764197454570257"
"Yes","2014","Couple + C. LE and GT 16","East Germany","101","0.878817382658078","0.821608618260567","0.936026147055588"
"No","2014","1-pers.-HH","West Germany","232","0.278770036725505","0.248320161526082","0.309219911924929"
"No","2014","1-pers.-HH","East Germany","56","0.268030663053781","0.209367602365712","0.326693723741851"
"No","2014","(Married) couple without C. ","West Germany","471","0.244655583685152","0.224462679572123","0.264848487798181"
"No","2014","(Married) couple without C. ","East Germany","182","0.354717020534076","0.314805831077374","0.394628209990778"
"No","2014","Single parent ","West Germany","242","0.307618645598548","0.275105677306064","0.340131613891031"
"No","2014","Single parent ","East Germany","48","0.312896466204375","0.243602521080147","0.382190411328603"
"No","2014","Couple + C. LE 16 ","West Germany","679","0.226279457728933","0.210443901136617","0.24211501432125"
"No","2014","Couple + C. LE 16 ","East Germany","184","0.275400306777888","0.241549711145542","0.309250902410235"
"No","2014","Couple + C. GT 16 ","West Germany","302","0.303648736862262","0.27439273950555","0.332904734218974"
"No","2014","Couple + C. GT 16 ","East Germany","67","0.332729606902123","0.271701907122661","0.393757306681585"
"No","2014","Couple + C. LE and GT 16","West Germany","213","0.266967643453101","0.235802545429743","0.298132741476459"
"No","2014","Couple + C. LE and GT 16","East Germany","24","","",""
"Yes","2015","1-pers.-HH","West Germany","638","0.742240783686537","0.712835990016825","0.771645577356249"
"Yes","2015","1-pers.-HH","East Germany","176","0.703483977305755","0.645337272757721","0.761630681853789"
"Yes","2015","(Married) couple without C. ","West Germany","1318","0.782465810661975","0.762905600949308","0.802026020374641"
"Yes","2015","(Married) couple without C. ","East Germany","363","0.699359290500538","0.65924766142659","0.739470919574486"
"Yes","2015","Single parent ","West Germany","525","0.768174172179246","0.73650281574901","0.799845528609483"
"Yes","2015","Single parent ","East Germany","131","0.773652407107156","0.711829042372292","0.835475771842021"
"Yes","2015","Couple + C. LE 16 ","West Germany","2006","0.792975880905053","0.777215845010582","0.808735916799524"
"Yes","2015","Couple + C. LE 16 ","East Germany","455","0.790999441283112","0.758301780767002","0.823697101799222"
"Yes","2015","Couple + C. GT 16 ","West Germany","670","0.764665592456975","0.737134137665173","0.792197047248777"
"Yes","2015","Couple + C. GT 16 ","East Germany","148","0.718623243899973","0.655830462954732","0.781416024845213"
"Yes","2015","Couple + C. LE and GT 16","West Germany","583","0.783093661503177","0.753597844150185","0.812589478856169"
"Yes","2015","Couple + C. LE and GT 16","East Germany","94","0.745811183144246","0.671814042899968","0.819808323388524"
"No","2015","1-pers.-HH","West Germany","212","0.257759216313463","0.228354422643751","0.287164009983175"
"No","2015","1-pers.-HH","East Germany","61","0.296516022694245","0.238369318146211","0.354662727242279"
"No","2015","(Married) couple without C. ","West Germany","391","0.217534189338025","0.197973979625359","0.237094399050692"
"No","2015","(Married) couple without C. ","East Germany","139","0.300640709499462","0.260529080425514","0.34075233857341"
"No","2015","Single parent ","West Germany","157","0.231825827820753","0.200154471390517","0.26349718425099"
"No","2015","Single parent ","East Germany","45","0.226347592892844","0.164524228157979","0.288170957627708"
