"plb0196_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2015","Saxony-Anhalt","(1b) general elementary school","1","","",""
"No","2015","Saxony-Anhalt","(1c) basic vocational qualification","8","","",""
"No","2015","Saxony-Anhalt","(2b) intermediate general qualification","1","","",""
"No","2015","Saxony-Anhalt","(2a) intermediate vocational","40","0.227393619419618","0.161407813649327","0.293379425189908"
"No","2015","Saxony-Anhalt","(2c_gen) general maturity certificate","1","","",""
"No","2015","Saxony-Anhalt","(2c_voc) vocational maturity certificate","7","","",""
"No","2015","Saxony-Anhalt","(3a) lower tertiary education","7","","",""
"No","2015","Saxony-Anhalt","(3b) higher tertiary education","9","","",""
"No","2015","Thuringia","(0) in school","1","","",""
"No","2015","Thuringia","(1a) inadequately completed","","","",""
"No","2015","Thuringia","(1b) general elementary school","1","","",""
"No","2015","Thuringia","(1c) basic vocational qualification","11","","",""
"No","2015","Thuringia","(2b) intermediate general qualification","","","",""
"No","2015","Thuringia","(2a) intermediate vocational","40","0.244614010463187","0.177159511841924","0.312068509084451"
"No","2015","Thuringia","(2c_gen) general maturity certificate","3","","",""
"No","2015","Thuringia","(2c_voc) vocational maturity certificate","5","","",""
"No","2015","Thuringia","(3a) lower tertiary education","8","","",""
"No","2015","Thuringia","(3b) higher tertiary education","17","","",""
"Yes","2016","Schleswig-Holstein","(0) in school","","","",""
"Yes","2016","Schleswig-Holstein","(1a) inadequately completed","2","","",""
"Yes","2016","Schleswig-Holstein","(1b) general elementary school","9","","",""
"Yes","2016","Schleswig-Holstein","(1c) basic vocational qualification","32","0.761105681645124","0.632147518558149","0.8900638447321"
"Yes","2016","Schleswig-Holstein","(2b) intermediate general qualification","9","","",""
"Yes","2016","Schleswig-Holstein","(2a) intermediate vocational","59","0.70893468201765","0.611209297845191","0.806660066190108"
"Yes","2016","Schleswig-Holstein","(2c_gen) general maturity certificate","12","","",""
"Yes","2016","Schleswig-Holstein","(2c_voc) vocational maturity certificate","39","0.783973514343502","0.669904606206511","0.898042422480493"
"Yes","2016","Schleswig-Holstein","(3a) lower tertiary education","23","","",""
"Yes","2016","Schleswig-Holstein","(3b) higher tertiary education","25","","",""
"Yes","2016","Hamburg","(0) in school","","","",""
"Yes","2016","Hamburg","(1a) inadequately completed","","","",""
"Yes","2016","Hamburg","(1b) general elementary school","3","","",""
"Yes","2016","Hamburg","(1c) basic vocational qualification","9","","",""
"Yes","2016","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2016","Hamburg","(2a) intermediate vocational","14","","",""
"Yes","2016","Hamburg","(2c_gen) general maturity certificate","7","","",""
"Yes","2016","Hamburg","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2016","Hamburg","(3a) lower tertiary education","5","","",""
"Yes","2016","Hamburg","(3b) higher tertiary education","32","0.675977057965205","0.530942346879182","0.821011769051228"
"Yes","2016","Lower Saxony","(0) in school","","","",""
"Yes","2016","Lower Saxony","(1a) inadequately completed","14","","",""
"Yes","2016","Lower Saxony","(1b) general elementary school","32","0.423680083376441","0.285323162070373","0.56203700468251"
"Yes","2016","Lower Saxony","(1c) basic vocational qualification","94","0.630190562732435","0.549056433521946","0.711324691942924"
"Yes","2016","Lower Saxony","(2b) intermediate general qualification","18","","",""
"Yes","2016","Lower Saxony","(2a) intermediate vocational","202","0.748613600469355","0.696868890825613","0.800358310113097"
"Yes","2016","Lower Saxony","(2c_gen) general maturity certificate","36","0.917446618508259","0.835189839597354","0.999703397419163"
"Yes","2016","Lower Saxony","(2c_voc) vocational maturity certificate","101","0.813495250080625","0.7457515849186","0.88123891524265"
"Yes","2016","Lower Saxony","(3a) lower tertiary education","63","0.81483672494844","0.723842926388513","0.905830523508366"
"Yes","2016","Lower Saxony","(3b) higher tertiary education","125","0.67991513194597","0.607403203719547","0.752427060172392"
"Yes","2016","Bremen","(0) in school","","","",""
"Yes","2016","Bremen","(1a) inadequately completed","1","","",""
"Yes","2016","Bremen","(1b) general elementary school","4","","",""
"Yes","2016","Bremen","(1c) basic vocational qualification","8","","",""
"Yes","2016","Bremen","(2b) intermediate general qualification","1","","",""
"Yes","2016","Bremen","(2a) intermediate vocational","12","","",""
"Yes","2016","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2016","Bremen","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2016","Bremen","(3a) lower tertiary education","2","","",""
"Yes","2016","Bremen","(3b) higher tertiary education","11","","",""
"Yes","2016","North Rhine-Westphalia","(0) in school","3","","",""
"Yes","2016","North Rhine-Westphalia","(1a) inadequately completed","23","","",""
"Yes","2016","North Rhine-Westphalia","(1b) general elementary school","60","0.732947455133121","0.638336107388162","0.82755880287808"
"Yes","2016","North Rhine-Westphalia","(1c) basic vocational qualification","197","0.764404724989322","0.71311679319654","0.815692656782105"
"Yes","2016","North Rhine-Westphalia","(2b) intermediate general qualification","30","0.710808129349968","0.576843241118741","0.844773017581196"
"Yes","2016","North Rhine-Westphalia","(2a) intermediate vocational","272","0.810549618306993","0.769957275009867","0.85114196160412"
"Yes","2016","North Rhine-Westphalia","(2c_gen) general maturity certificate","57","0.649996256891541","0.547996245491379","0.751996268291704"
"Yes","2016","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","241","0.77555851968694","0.729263993586221","0.821853045787659"
"Yes","2016","North Rhine-Westphalia","(3a) lower tertiary education","106","0.846915498489621","0.785256268680921","0.908574728298321"
"Yes","2016","North Rhine-Westphalia","(3b) higher tertiary education","245","0.822525616845374","0.780466416256394","0.864584817434353"
"Yes","2016","Hesse","(0) in school","","","",""
"Yes","2016","Hesse","(1a) inadequately completed","4","","",""
"Yes","2016","Hesse","(1b) general elementary school","19","","",""
"Yes","2016","Hesse","(1c) basic vocational qualification","67","0.774257230891499","0.688360437029072","0.860154024753926"
"Yes","2016","Hesse","(2b) intermediate general qualification","15","","",""
"Yes","2016","Hesse","(2a) intermediate vocational","111","0.776962512156665","0.708493685778405","0.845431338534925"
"Yes","2016","Hesse","(2c_gen) general maturity certificate","30","0.750316029709106","0.616183060452991","0.884448998965222"
"Yes","2016","Hesse","(2c_voc) vocational maturity certificate","76","0.80158909687825","0.720097496843249","0.883080696913251"
"Yes","2016","Hesse","(3a) lower tertiary education","47","0.783480494919016","0.67748273151004","0.889478258327992"
"Yes","2016","Hesse","(3b) higher tertiary education","147","0.845499633413008","0.793276773888732","0.897722492937284"
"Yes","2016","Rhineland-Palatinate,Saarland","(0) in school","2","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(1b) general elementary school","29","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","87","0.608118723222534","0.521494446718433","0.694742999726635"
"Yes","2016","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","7","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","89","0.818728987704869","0.745734432623371","0.891723542786367"
"Yes","2016","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","13","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","61","0.725584430952436","0.627187195479912","0.82398166642496"
"Yes","2016","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","31","0.828612965527068","0.707186858001253","0.950039073052883"
"Yes","2016","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","56","0.825734993937287","0.739884480430258","0.911585507444317"
"Yes","2016","Baden-Württemberg","(0) in school","1","","",""
"Yes","2016","Baden-Württemberg","(1a) inadequately completed","3","","",""
"Yes","2016","Baden-Württemberg","(1b) general elementary school","40","0.821529943301556","0.719401763760157","0.923658122842956"
"Yes","2016","Baden-Württemberg","(1c) basic vocational qualification","172","0.735146360329001","0.67683856387392","0.793454156784082"
"Yes","2016","Baden-Württemberg","(2b) intermediate general qualification","22","","",""
"Yes","2016","Baden-Württemberg","(2a) intermediate vocational","226","0.833121195548756","0.789524897529105","0.876717493568407"
"Yes","2016","Baden-Württemberg","(2c_gen) general maturity certificate","30","0.7121741487085","0.568223278639815","0.856125018777185"
"Yes","2016","Baden-Württemberg","(2c_voc) vocational maturity certificate","124","0.800533023891035","0.739187989127119","0.86187805865495"
"Yes","2016","Baden-Württemberg","(3a) lower tertiary education","107","0.835037686114189","0.771481496639207","0.898593875589171"
"Yes","2016","Baden-Württemberg","(3b) higher tertiary education","219","0.847283069006464","0.804296794372439","0.890269343640489"
"Yes","2016","Bavaria","(0) in school","1","","",""
"Yes","2016","Bavaria","(1a) inadequately completed","7","","",""
"Yes","2016","Bavaria","(1b) general elementary school","41","0.543605954925723","0.424338273378844","0.662873636472602"
"Yes","2016","Bavaria","(1c) basic vocational qualification","301","0.752338338972416","0.7105560575135","0.794120620431332"
"Yes","2016","Bavaria","(2b) intermediate general qualification","21","","",""
"Yes","2016","Bavaria","(2a) intermediate vocational","300","0.762953926809245","0.720747233705379","0.805160619913111"
"Yes","2016","Bavaria","(2c_gen) general maturity certificate","34","0.765027164016076","0.639750837491679","0.890303490540473"
"Yes","2016","Bavaria","(2c_voc) vocational maturity certificate","127","0.786422400791446","0.72388902028913","0.848955781293761"
"Yes","2016","Bavaria","(3a) lower tertiary education","110","0.84914152066038","0.790273583139165","0.908009458181596"
"Yes","2016","Bavaria","(3b) higher tertiary education","226","0.857435690995299","0.816701315865777","0.898170066124822"
"Yes","2016","Berlin","(0) in school","","","",""
"Yes","2016","Berlin","(1a) inadequately completed","2","","",""
"Yes","2016","Berlin","(1b) general elementary school","2","","",""
"Yes","2016","Berlin","(1c) basic vocational qualification","15","","",""
"Yes","2016","Berlin","(2b) intermediate general qualification","7","","",""
"Yes","2016","Berlin","(2a) intermediate vocational","57","0.754394981374903","0.658251301165114","0.850538661584692"
"Yes","2016","Berlin","(2c_gen) general maturity certificate","10","","",""
"Yes","2016","Berlin","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2016","Berlin","(3a) lower tertiary education","33","0.830370119248221","0.714063313043289","0.946676925453154"
"Yes","2016","Berlin","(3b) higher tertiary education","102","0.832128832468009","0.764976987245769","0.89928067769025"
"Yes","2016","Brandenburg","(0) in school","","","",""
"Yes","2016","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2016","Brandenburg","(1b) general elementary school","3","","",""
"Yes","2016","Brandenburg","(1c) basic vocational qualification","12","","",""
"Yes","2016","Brandenburg","(2b) intermediate general qualification","3","","",""
"Yes","2016","Brandenburg","(2a) intermediate vocational","85","0.65021610746849","0.565242477532705","0.735189737404275"
"Yes","2016","Brandenburg","(2c_gen) general maturity certificate","5","","",""
"Yes","2016","Brandenburg","(2c_voc) vocational maturity certificate","36","0.81461905360519","0.698467855847164","0.930770251363217"
"Yes","2016","Brandenburg","(3a) lower tertiary education","33","0.928033461769602","0.844762351906194","1.01130457163301"
"Yes","2016","Brandenburg","(3b) higher tertiary education","45","0.878884246569267","0.794185531706765","0.963582961431769"
"Yes","2016","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","13","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","2","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(2a) intermediate vocational","49","0.662241055033715","0.557283846922062","0.767198263145368"
"Yes","2016","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(3a) lower tertiary education","14","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(3b) higher tertiary education","26","","",""
"Yes","2016","Saxony","(0) in school","","","",""
"Yes","2016","Saxony","(1a) inadequately completed","","","",""
"Yes","2016","Saxony","(1b) general elementary school","3","","",""
"Yes","2016","Saxony","(1c) basic vocational qualification","14","","",""
"Yes","2016","Saxony","(2b) intermediate general qualification","7","","",""
"Yes","2016","Saxony","(2a) intermediate vocational","200","0.675936776893171","0.622070494455395","0.729803059330946"
"Yes","2016","Saxony","(2c_gen) general maturity certificate","9","","",""
"Yes","2016","Saxony","(2c_voc) vocational maturity certificate","43","0.863726915037658","0.770478879867129","0.956974950208188"
"Yes","2016","Saxony","(3a) lower tertiary education","46","0.774537942736841","0.667907756738929","0.881168128734753"
"Yes","2016","Saxony","(3b) higher tertiary education","73","0.796808458427946","0.718336013382949","0.875280903472943"
"Yes","2016","Saxony-Anhalt","(0) in school","","","",""
"Yes","2016","Saxony-Anhalt","(1a) inadequately completed","2","","",""
"Yes","2016","Saxony-Anhalt","(1b) general elementary school","3","","",""
"Yes","2016","Saxony-Anhalt","(1c) basic vocational qualification","14","","",""
"Yes","2016","Saxony-Anhalt","(2b) intermediate general qualification","2","","",""
"Yes","2016","Saxony-Anhalt","(2a) intermediate vocational","109","0.78430076893928","0.716887452796225","0.851714085082336"
"Yes","2016","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","2016","Saxony-Anhalt","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2016","Saxony-Anhalt","(3a) lower tertiary education","28","","",""
"Yes","2016","Saxony-Anhalt","(3b) higher tertiary education","41","0.640929673411068","0.511776493365032","0.770082853457105"
"Yes","2016","Thuringia","(0) in school","","","",""
"Yes","2016","Thuringia","(1a) inadequately completed","1","","",""
"Yes","2016","Thuringia","(1b) general elementary school","5","","",""
"Yes","2016","Thuringia","(1c) basic vocational qualification","26","","",""
"Yes","2016","Thuringia","(2b) intermediate general qualification","1","","",""
"Yes","2016","Thuringia","(2a) intermediate vocational","105","0.664153021155548","0.58754460874698","0.740761433564116"
"Yes","2016","Thuringia","(2c_gen) general maturity certificate","5","","",""
"Yes","2016","Thuringia","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2016","Thuringia","(3a) lower tertiary education","23","","",""
"Yes","2016","Thuringia","(3b) higher tertiary education","50","0.531909980498312","0.411528443619306","0.652291517377318"
"No","2016","Schleswig-Holstein","(0) in school","","","",""
"No","2016","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"No","2016","Schleswig-Holstein","(1b) general elementary school","3","","",""
"No","2016","Schleswig-Holstein","(1c) basic vocational qualification","10","","",""
"No","2016","Schleswig-Holstein","(2b) intermediate general qualification","5","","",""
"No","2016","Schleswig-Holstein","(2a) intermediate vocational","24","","",""
"No","2016","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"No","2016","Schleswig-Holstein","(2c_voc) vocational maturity certificate","11","","",""
"No","2016","Schleswig-Holstein","(3a) lower tertiary education","8","","",""
"No","2016","Schleswig-Holstein","(3b) higher tertiary education","6","","",""
"No","2016","Hamburg","(0) in school","","","",""
"No","2016","Hamburg","(1a) inadequately completed","","","",""
"No","2016","Hamburg","(1b) general elementary school","","","",""
"No","2016","Hamburg","(1c) basic vocational qualification","1","","",""
"No","2016","Hamburg","(2b) intermediate general qualification","","","",""
"No","2016","Hamburg","(2a) intermediate vocational","7","","",""
"No","2016","Hamburg","(2c_gen) general maturity certificate","2","","",""
"No","2016","Hamburg","(2c_voc) vocational maturity certificate","3","","",""
"No","2016","Hamburg","(3a) lower tertiary education","3","","",""
"No","2016","Hamburg","(3b) higher tertiary education","8","","",""
"No","2016","Lower Saxony","(0) in school","","","",""
"No","2016","Lower Saxony","(1a) inadequately completed","4","","",""
"No","2016","Lower Saxony","(1b) general elementary school","17","","",""
"No","2016","Lower Saxony","(1c) basic vocational qualification","42","0.369809437267565","0.288675308057076","0.450943566478053"
"No","2016","Lower Saxony","(2b) intermediate general qualification","7","","",""
"No","2016","Lower Saxony","(2a) intermediate vocational","68","0.251386399530645","0.199641689886903","0.303131109174387"
"No","2016","Lower Saxony","(2c_gen) general maturity certificate","7","","",""
"No","2016","Lower Saxony","(2c_voc) vocational maturity certificate","26","","",""
"No","2016","Lower Saxony","(3a) lower tertiary education","7","","",""
"No","2016","Lower Saxony","(3b) higher tertiary education","34","0.32008486805403","0.247572939827608","0.392596796280453"
"No","2016","Bremen","(0) in school","","","",""
"No","2016","Bremen","(1a) inadequately completed","","","",""
"No","2016","Bremen","(1b) general elementary school","","","",""
"No","2016","Bremen","(1c) basic vocational qualification","3","","",""
"No","2016","Bremen","(2b) intermediate general qualification","","","",""
"No","2016","Bremen","(2a) intermediate vocational","1","","",""
"No","2016","Bremen","(2c_gen) general maturity certificate","","","",""
"No","2016","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","2016","Bremen","(3a) lower tertiary education","","","",""
"No","2016","Bremen","(3b) higher tertiary education","3","","",""
"No","2016","North Rhine-Westphalia","(0) in school","","","",""
"No","2016","North Rhine-Westphalia","(1a) inadequately completed","9","","",""
"No","2016","North Rhine-Westphalia","(1b) general elementary school","24","","",""
"No","2016","North Rhine-Westphalia","(1c) basic vocational qualification","66","0.235595275010678","0.184307343217895","0.286883206803461"
"No","2016","North Rhine-Westphalia","(2b) intermediate general qualification","14","","",""
"No","2016","North Rhine-Westphalia","(2a) intermediate vocational","86","0.189450381693006","0.14885803839588","0.230042724990133"
"No","2016","North Rhine-Westphalia","(2c_gen) general maturity certificate","27","","",""
"No","2016","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","71","0.22444148031306","0.178146954212341","0.270736006413779"
"No","2016","North Rhine-Westphalia","(3a) lower tertiary education","25","","",""
"No","2016","North Rhine-Westphalia","(3b) higher tertiary education","72","0.177474383154626","0.135415182565647","0.219533583743606"
"No","2016","Hesse","(0) in school","","","",""
"No","2016","Hesse","(1a) inadequately completed","2","","",""
"No","2016","Hesse","(1b) general elementary school","10","","",""
"No","2016","Hesse","(1c) basic vocational qualification","24","","",""
"No","2016","Hesse","(2b) intermediate general qualification","4","","",""
"No","2016","Hesse","(2a) intermediate vocational","31","0.223037487843335","0.154568661465075","0.291506314221595"
"No","2016","Hesse","(2c_gen) general maturity certificate","10","","",""
"No","2016","Hesse","(2c_voc) vocational maturity certificate","16","","",""
"No","2016","Hesse","(3a) lower tertiary education","11","","",""
"No","2016","Hesse","(3b) higher tertiary education","37","0.154500366586992","0.102277507062716","0.206723226111268"
"No","2016","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"No","2016","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","2016","Rhineland-Palatinate,Saarland","(1b) general elementary school","11","","",""
"No","2016","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","35","0.391881276777466","0.305257000273365","0.478505553281567"
"No","2016","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"No","2016","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","18","","",""
"No","2016","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","8","","",""
"No","2016","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","18","","",""
"No","2016","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","6","","",""
"No","2016","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","19","","",""
"No","2016","Baden-Württemberg","(0) in school","1","","",""
"No","2016","Baden-Württemberg","(1a) inadequately completed","2","","",""
"No","2016","Baden-Württemberg","(1b) general elementary school","14","","",""
"No","2016","Baden-Württemberg","(1c) basic vocational qualification","48","0.264853639670999","0.206545843215918","0.32316143612608"
"No","2016","Baden-Württemberg","(2b) intermediate general qualification","8","","",""
"No","2016","Baden-Württemberg","(2a) intermediate vocational","55","0.166878804451244","0.123282506431593","0.210475102470895"
"No","2016","Baden-Württemberg","(2c_gen) general maturity certificate","8","","",""
"No","2016","Baden-Württemberg","(2c_voc) vocational maturity certificate","39","0.199466976108965","0.13812194134505","0.260812010872881"
"No","2016","Baden-Württemberg","(3a) lower tertiary education","24","","",""
"No","2016","Baden-Württemberg","(3b) higher tertiary education","50","0.152716930993536","0.109730656359511","0.195703205627561"
"No","2016","Bavaria","(0) in school","2","","",""
"No","2016","Bavaria","(1a) inadequately completed","6","","",""
"No","2016","Bavaria","(1b) general elementary school","26","","",""
"No","2016","Bavaria","(1c) basic vocational qualification","109","0.247661661027584","0.205879379568668","0.2894439424865"
"No","2016","Bavaria","(2b) intermediate general qualification","8","","",""
"No","2016","Bavaria","(2a) intermediate vocational","90","0.237046073190755","0.194839380086889","0.279252766294621"
"No","2016","Bavaria","(2c_gen) general maturity certificate","10","","",""
"No","2016","Bavaria","(2c_voc) vocational maturity certificate","38","0.213577599208554","0.151044218706239","0.27611097971087"
"No","2016","Bavaria","(3a) lower tertiary education","32","0.15085847933962","0.0919905418184045","0.209726416860835"
"No","2016","Bavaria","(3b) higher tertiary education","57","0.142564309004701","0.101829933875178","0.183298684134223"
"No","2016","Berlin","(0) in school","","","",""
"No","2016","Berlin","(1a) inadequately completed","2","","",""
"No","2016","Berlin","(1b) general elementary school","1","","",""
"No","2016","Berlin","(1c) basic vocational qualification","3","","",""
"No","2016","Berlin","(2b) intermediate general qualification","1","","",""
"No","2016","Berlin","(2a) intermediate vocational","20","","",""
"No","2016","Berlin","(2c_gen) general maturity certificate","5","","",""
"No","2016","Berlin","(2c_voc) vocational maturity certificate","9","","",""
"No","2016","Berlin","(3a) lower tertiary education","7","","",""
"No","2016","Berlin","(3b) higher tertiary education","17","","",""
"No","2016","Brandenburg","(0) in school","","","",""
"No","2016","Brandenburg","(1a) inadequately completed","1","","",""
"No","2016","Brandenburg","(1b) general elementary school","4","","",""
"No","2016","Brandenburg","(1c) basic vocational qualification","5","","",""
"No","2016","Brandenburg","(2b) intermediate general qualification","2","","",""
"No","2016","Brandenburg","(2a) intermediate vocational","36","0.34978389253151","0.264810262595725","0.434757522467295"
"No","2016","Brandenburg","(2c_gen) general maturity certificate","2","","",""
"No","2016","Brandenburg","(2c_voc) vocational maturity certificate","7","","",""
"No","2016","Brandenburg","(3a) lower tertiary education","4","","",""
"No","2016","Brandenburg","(3b) higher tertiary education","12","","",""
"No","2016","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","2016","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","2016","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"No","2016","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","3","","",""
"No","2016","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","2016","Mecklenburg-Western Pomerania","(2a) intermediate vocational","29","","",""
"No","2016","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"No","2016","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","2","","",""
"No","2016","Mecklenburg-Western Pomerania","(3a) lower tertiary education","4","","",""
"No","2016","Mecklenburg-Western Pomerania","(3b) higher tertiary education","7","","",""
"No","2016","Saxony","(0) in school","","","",""
"No","2016","Saxony","(1a) inadequately completed","","","",""
"No","2016","Saxony","(1b) general elementary school","4","","",""
"No","2016","Saxony","(1c) basic vocational qualification","7","","",""
"No","2016","Saxony","(2b) intermediate general qualification","6","","",""
"No","2016","Saxony","(2a) intermediate vocational","90","0.324063223106829","0.270196940669054","0.377929505544605"
"No","2016","Saxony","(2c_gen) general maturity certificate","4","","",""
"No","2016","Saxony","(2c_voc) vocational maturity certificate","9","","",""
"No","2016","Saxony","(3a) lower tertiary education","13","","",""
"No","2016","Saxony","(3b) higher tertiary education","28","","",""
"No","2016","Saxony-Anhalt","(0) in school","","","",""
"No","2016","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","2016","Saxony-Anhalt","(1b) general elementary school","1","","",""
"No","2016","Saxony-Anhalt","(1c) basic vocational qualification","7","","",""
"No","2016","Saxony-Anhalt","(2b) intermediate general qualification","2","","",""
"No","2016","Saxony-Anhalt","(2a) intermediate vocational","34","0.21569923106072","0.148285914917664","0.283112547203775"
"No","2016","Saxony-Anhalt","(2c_gen) general maturity certificate","1","","",""
"No","2016","Saxony-Anhalt","(2c_voc) vocational maturity certificate","5","","",""
"No","2016","Saxony-Anhalt","(3a) lower tertiary education","9","","",""
"No","2016","Saxony-Anhalt","(3b) higher tertiary education","12","","",""
"No","2016","Thuringia","(0) in school","","","",""
"No","2016","Thuringia","(1a) inadequately completed","","","",""
"No","2016","Thuringia","(1b) general elementary school","1","","",""
"No","2016","Thuringia","(1c) basic vocational qualification","13","","",""
"No","2016","Thuringia","(2b) intermediate general qualification","3","","",""
"No","2016","Thuringia","(2a) intermediate vocational","41","0.335846978844452","0.259238566435883","0.41245539125302"
"No","2016","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","2016","Thuringia","(2c_voc) vocational maturity certificate","10","","",""
"No","2016","Thuringia","(3a) lower tertiary education","5","","",""
"No","2016","Thuringia","(3b) higher tertiary education","16","","",""
"Yes","2017","Schleswig-Holstein","(0) in school","","","",""
"Yes","2017","Schleswig-Holstein","(1a) inadequately completed","4","","",""
"Yes","2017","Schleswig-Holstein","(1b) general elementary school","13","","",""
"Yes","2017","Schleswig-Holstein","(1c) basic vocational qualification","34","0.487905722612638","0.346498891606114","0.629312553619162"
"Yes","2017","Schleswig-Holstein","(2b) intermediate general qualification","10","","",""
"Yes","2017","Schleswig-Holstein","(2a) intermediate vocational","82","0.8039411858827","0.727639041028398","0.880243330737003"
"Yes","2017","Schleswig-Holstein","(2c_gen) general maturity certificate","14","","",""
"Yes","2017","Schleswig-Holstein","(2c_voc) vocational maturity certificate","40","0.754416950861739","0.636284853258743","0.872549048464736"
"Yes","2017","Schleswig-Holstein","(3a) lower tertiary education","30","0.792202044685967","0.661468859212814","0.922935230159119"
"Yes","2017","Schleswig-Holstein","(3b) higher tertiary education","48","0.830653559048564","0.734130273538518","0.92717684455861"
"Yes","2017","Hamburg","(0) in school","","","",""
"Yes","2017","Hamburg","(1a) inadequately completed","","","",""
"Yes","2017","Hamburg","(1b) general elementary school","3","","",""
"Yes","2017","Hamburg","(1c) basic vocational qualification","8","","",""
"Yes","2017","Hamburg","(2b) intermediate general qualification","1","","",""
"Yes","2017","Hamburg","(2a) intermediate vocational","16","","",""
"Yes","2017","Hamburg","(2c_gen) general maturity certificate","5","","",""
"Yes","2017","Hamburg","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2017","Hamburg","(3a) lower tertiary education","8","","",""
"Yes","2017","Hamburg","(3b) higher tertiary education","36","0.758294518772407","0.635900168843377","0.880688868701438"
"Yes","2017","Lower Saxony","(0) in school","","","",""
"Yes","2017","Lower Saxony","(1a) inadequately completed","7","","",""
"Yes","2017","Lower Saxony","(1b) general elementary school","34","0.658795790189489","0.524670686589796","0.792920893789182"
"Yes","2017","Lower Saxony","(1c) basic vocational qualification","98","0.630224241413514","0.551102316810677","0.70934616601635"
"Yes","2017","Lower Saxony","(2b) intermediate general qualification","22","","",""
"Yes","2017","Lower Saxony","(2a) intermediate vocational","224","0.747817108964618","0.699239692753352","0.796394525175885"
"Yes","2017","Lower Saxony","(2c_gen) general maturity certificate","35","0.878503588715796","0.778501364928354","0.978505812503238"
"Yes","2017","Lower Saxony","(2c_voc) vocational maturity certificate","118","0.873847926514757","0.818849634853845","0.928846218175668"
"Yes","2017","Lower Saxony","(3a) lower tertiary education","70","0.906357667819613","0.843301571324425","0.969413764314802"
"Yes","2017","Lower Saxony","(3b) higher tertiary education","140","0.825622873204538","0.768417034718462","0.882828711690613"
"Yes","2017","Bremen","(0) in school","","","",""
"Yes","2017","Bremen","(1a) inadequately completed","1","","",""
"Yes","2017","Bremen","(1b) general elementary school","2","","",""
"Yes","2017","Bremen","(1c) basic vocational qualification","9","","",""
"Yes","2017","Bremen","(2b) intermediate general qualification","1","","",""
"Yes","2017","Bremen","(2a) intermediate vocational","17","","",""
