"plb0196_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1995","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Yes","1995","Bavaria","(0) in school","","","",""
"Yes","1995","Bavaria","(1a) inadequately completed","","","",""
"Yes","1995","Bavaria","(1b) general elementary school","","","",""
"Yes","1995","Bavaria","(1c) basic vocational qualification","","","",""
"Yes","1995","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","1995","Bavaria","(2a) intermediate vocational","","","",""
"Yes","1995","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Bavaria","(3a) lower tertiary education","","","",""
"Yes","1995","Bavaria","(3b) higher tertiary education","","","",""
"Yes","1995","Berlin","(0) in school","","","",""
"Yes","1995","Berlin","(1a) inadequately completed","","","",""
"Yes","1995","Berlin","(1b) general elementary school","","","",""
"Yes","1995","Berlin","(1c) basic vocational qualification","","","",""
"Yes","1995","Berlin","(2b) intermediate general qualification","","","",""
"Yes","1995","Berlin","(2a) intermediate vocational","","","",""
"Yes","1995","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Berlin","(3a) lower tertiary education","","","",""
"Yes","1995","Berlin","(3b) higher tertiary education","","","",""
"Yes","1995","Brandenburg","(0) in school","","","",""
"Yes","1995","Brandenburg","(1a) inadequately completed","","","",""
"Yes","1995","Brandenburg","(1b) general elementary school","","","",""
"Yes","1995","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","1995","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","1995","Brandenburg","(2a) intermediate vocational","","","",""
"Yes","1995","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Brandenburg","(3a) lower tertiary education","","","",""
"Yes","1995","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","1995","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","1995","Saxony","(0) in school","","","",""
"Yes","1995","Saxony","(1a) inadequately completed","","","",""
"Yes","1995","Saxony","(1b) general elementary school","","","",""
"Yes","1995","Saxony","(1c) basic vocational qualification","","","",""
"Yes","1995","Saxony","(2b) intermediate general qualification","","","",""
"Yes","1995","Saxony","(2a) intermediate vocational","","","",""
"Yes","1995","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Saxony","(3a) lower tertiary education","","","",""
"Yes","1995","Saxony","(3b) higher tertiary education","","","",""
"Yes","1995","Saxony-Anhalt","(0) in school","","","",""
"Yes","1995","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","1995","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","1995","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","1995","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","1995","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Yes","1995","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Yes","1995","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","1995","Thuringia","(0) in school","","","",""
"Yes","1995","Thuringia","(1a) inadequately completed","","","",""
"Yes","1995","Thuringia","(1b) general elementary school","","","",""
"Yes","1995","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","1995","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","1995","Thuringia","(2a) intermediate vocational","","","",""
"Yes","1995","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Thuringia","(3a) lower tertiary education","","","",""
"Yes","1995","Thuringia","(3b) higher tertiary education","","","",""
"No","1995","Schleswig-Holstein","(0) in school","","","",""
"No","1995","Schleswig-Holstein","(1a) inadequately completed","4","","",""
"No","1995","Schleswig-Holstein","(1b) general elementary school","10","","",""
"No","1995","Schleswig-Holstein","(1c) basic vocational qualification","28","","",""
"No","1995","Schleswig-Holstein","(2b) intermediate general qualification","2","","",""
"No","1995","Schleswig-Holstein","(2a) intermediate vocational","20","","",""
"No","1995","Schleswig-Holstein","(2c_gen) general maturity certificate","4","","",""
"No","1995","Schleswig-Holstein","(2c_voc) vocational maturity certificate","9","","",""
"No","1995","Schleswig-Holstein","(3a) lower tertiary education","4","","",""
"No","1995","Schleswig-Holstein","(3b) higher tertiary education","6","","",""
"No","1995","Hamburg","(0) in school","","","",""
"No","1995","Hamburg","(1a) inadequately completed","4","","",""
"No","1995","Hamburg","(1b) general elementary school","5","","",""
"No","1995","Hamburg","(1c) basic vocational qualification","12","","",""
"No","1995","Hamburg","(2b) intermediate general qualification","2","","",""
"No","1995","Hamburg","(2a) intermediate vocational","6","","",""
"No","1995","Hamburg","(2c_gen) general maturity certificate","3","","",""
"No","1995","Hamburg","(2c_voc) vocational maturity certificate","1","","",""
"No","1995","Hamburg","(3a) lower tertiary education","4","","",""
"No","1995","Hamburg","(3b) higher tertiary education","5","","",""
"No","1995","Lower Saxony","(0) in school","","","",""
"No","1995","Lower Saxony","(1a) inadequately completed","8","","",""
"No","1995","Lower Saxony","(1b) general elementary school","47","1","1","1"
"No","1995","Lower Saxony","(1c) basic vocational qualification","107","1","1","1"
"No","1995","Lower Saxony","(2b) intermediate general qualification","13","","",""
"No","1995","Lower Saxony","(2a) intermediate vocational","74","1","1","1"
"No","1995","Lower Saxony","(2c_gen) general maturity certificate","12","","",""
"No","1995","Lower Saxony","(2c_voc) vocational maturity certificate","21","","",""
"No","1995","Lower Saxony","(3a) lower tertiary education","13","","",""
"No","1995","Lower Saxony","(3b) higher tertiary education","30","1","1","1"
"No","1995","Bremen","(0) in school","","","",""
"No","1995","Bremen","(1a) inadequately completed","1","","",""
"No","1995","Bremen","(1b) general elementary school","2","","",""
"No","1995","Bremen","(1c) basic vocational qualification","7","","",""
"No","1995","Bremen","(2b) intermediate general qualification","","","",""
"No","1995","Bremen","(2a) intermediate vocational","5","","",""
"No","1995","Bremen","(2c_gen) general maturity certificate","1","","",""
"No","1995","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","1995","Bremen","(3a) lower tertiary education","","","",""
"No","1995","Bremen","(3b) higher tertiary education","2","","",""
"No","1995","North Rhine-Westphalia","(0) in school","1","","",""
"No","1995","North Rhine-Westphalia","(1a) inadequately completed","52","1","1","1"
"No","1995","North Rhine-Westphalia","(1b) general elementary school","135","1","1","1"
"No","1995","North Rhine-Westphalia","(1c) basic vocational qualification","290","1","1","1"
"No","1995","North Rhine-Westphalia","(2b) intermediate general qualification","33","1","1","1"
"No","1995","North Rhine-Westphalia","(2a) intermediate vocational","137","1","1","1"
"No","1995","North Rhine-Westphalia","(2c_gen) general maturity certificate","43","1","1","1"
"No","1995","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","63","1","1","1"
"No","1995","North Rhine-Westphalia","(3a) lower tertiary education","40","1","1","1"
"No","1995","North Rhine-Westphalia","(3b) higher tertiary education","73","1","1","1"
"No","1995","Hesse","(0) in school","1","","",""
"No","1995","Hesse","(1a) inadequately completed","24","","",""
"No","1995","Hesse","(1b) general elementary school","70","1","1","1"
"No","1995","Hesse","(1c) basic vocational qualification","120","1","1","1"
"No","1995","Hesse","(2b) intermediate general qualification","14","","",""
"No","1995","Hesse","(2a) intermediate vocational","47","1","1","1"
"No","1995","Hesse","(2c_gen) general maturity certificate","16","","",""
"No","1995","Hesse","(2c_voc) vocational maturity certificate","18","","",""
"No","1995","Hesse","(3a) lower tertiary education","15","","",""
"No","1995","Hesse","(3b) higher tertiary education","31","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"No","1995","Rhineland-Palatinate,Saarland","(1a) inadequately completed","11","","",""
"No","1995","Rhineland-Palatinate,Saarland","(1b) general elementary school","55","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","91","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","11","","",""
"No","1995","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","34","1","1","1"
"No","1995","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","12","","",""
"No","1995","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","6","","",""
"No","1995","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","10","","",""
"No","1995","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","10","","",""
"No","1995","Baden-Württemberg","(0) in school","2","","",""
"No","1995","Baden-Württemberg","(1a) inadequately completed","66","1","1","1"
"No","1995","Baden-Württemberg","(1b) general elementary school","151","1","1","1"
"No","1995","Baden-Württemberg","(1c) basic vocational qualification","232","1","1","1"
"No","1995","Baden-Württemberg","(2b) intermediate general qualification","14","","",""
"No","1995","Baden-Württemberg","(2a) intermediate vocational","82","1","1","1"
"No","1995","Baden-Württemberg","(2c_gen) general maturity certificate","19","","",""
"No","1995","Baden-Württemberg","(2c_voc) vocational maturity certificate","33","1","1","1"
"No","1995","Baden-Württemberg","(3a) lower tertiary education","14","","",""
"No","1995","Baden-Württemberg","(3b) higher tertiary education","29","","",""
"No","1995","Bavaria","(0) in school","","","",""
"No","1995","Bavaria","(1a) inadequately completed","23","","",""
"No","1995","Bavaria","(1b) general elementary school","112","1","1","1"
"No","1995","Bavaria","(1c) basic vocational qualification","243","1","1","1"
"No","1995","Bavaria","(2b) intermediate general qualification","23","","",""
"No","1995","Bavaria","(2a) intermediate vocational","111","1","1","1"
"No","1995","Bavaria","(2c_gen) general maturity certificate","20","","",""
"No","1995","Bavaria","(2c_voc) vocational maturity certificate","28","","",""
"No","1995","Bavaria","(3a) lower tertiary education","25","","",""
"No","1995","Bavaria","(3b) higher tertiary education","33","1","1","1"
"No","1995","Berlin","(0) in school","","","",""
"No","1995","Berlin","(1a) inadequately completed","4","","",""
"No","1995","Berlin","(1b) general elementary school","12","","",""
"No","1995","Berlin","(1c) basic vocational qualification","42","1","1","1"
"No","1995","Berlin","(2b) intermediate general qualification","5","","",""
"No","1995","Berlin","(2a) intermediate vocational","45","1","1","1"
"No","1995","Berlin","(2c_gen) general maturity certificate","8","","",""
"No","1995","Berlin","(2c_voc) vocational maturity certificate","6","","",""
"No","1995","Berlin","(3a) lower tertiary education","23","","",""
"No","1995","Berlin","(3b) higher tertiary education","27","","",""
"No","1995","Brandenburg","(0) in school","","","",""
"No","1995","Brandenburg","(1a) inadequately completed","2","","",""
"No","1995","Brandenburg","(1b) general elementary school","3","","",""
"No","1995","Brandenburg","(1c) basic vocational qualification","49","1","1","1"
"No","1995","Brandenburg","(2b) intermediate general qualification","17","","",""
"No","1995","Brandenburg","(2a) intermediate vocational","91","1","1","1"
"No","1995","Brandenburg","(2c_gen) general maturity certificate","4","","",""
"No","1995","Brandenburg","(2c_voc) vocational maturity certificate","4","","",""
"No","1995","Brandenburg","(3a) lower tertiary education","33","1","1","1"
"No","1995","Brandenburg","(3b) higher tertiary education","11","","",""
"No","1995","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","1995","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"No","1995","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"No","1995","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","26","","",""
"No","1995","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","6","","",""
"No","1995","Mecklenburg-Western Pomerania","(2a) intermediate vocational","58","1","1","1"
"No","1995","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"No","1995","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","5","","",""
"No","1995","Mecklenburg-Western Pomerania","(3a) lower tertiary education","23","","",""
"No","1995","Mecklenburg-Western Pomerania","(3b) higher tertiary education","11","","",""
"No","1995","Saxony","(0) in school","","","",""
"No","1995","Saxony","(1a) inadequately completed","3","","",""
"No","1995","Saxony","(1b) general elementary school","11","","",""
"No","1995","Saxony","(1c) basic vocational qualification","62","1","1","1"
"No","1995","Saxony","(2b) intermediate general qualification","23","","",""
"No","1995","Saxony","(2a) intermediate vocational","130","1","1","1"
"No","1995","Saxony","(2c_gen) general maturity certificate","8","","",""
"No","1995","Saxony","(2c_voc) vocational maturity certificate","8","","",""
"No","1995","Saxony","(3a) lower tertiary education","38","1","1","1"
"No","1995","Saxony","(3b) higher tertiary education","31","1","1","1"
"No","1995","Saxony-Anhalt","(0) in school","","","",""
"No","1995","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"No","1995","Saxony-Anhalt","(1b) general elementary school","11","","",""
"No","1995","Saxony-Anhalt","(1c) basic vocational qualification","50","1","1","1"
"No","1995","Saxony-Anhalt","(2b) intermediate general qualification","12","","",""
"No","1995","Saxony-Anhalt","(2a) intermediate vocational","89","1","1","1"
"No","1995","Saxony-Anhalt","(2c_gen) general maturity certificate","7","","",""
"No","1995","Saxony-Anhalt","(2c_voc) vocational maturity certificate","5","","",""
"No","1995","Saxony-Anhalt","(3a) lower tertiary education","40","1","1","1"
"No","1995","Saxony-Anhalt","(3b) higher tertiary education","16","","",""
"No","1995","Thuringia","(0) in school","","","",""
"No","1995","Thuringia","(1a) inadequately completed","3","","",""
"No","1995","Thuringia","(1b) general elementary school","3","","",""
"No","1995","Thuringia","(1c) basic vocational qualification","43","1","1","1"
"No","1995","Thuringia","(2b) intermediate general qualification","16","","",""
"No","1995","Thuringia","(2a) intermediate vocational","90","1","1","1"
"No","1995","Thuringia","(2c_gen) general maturity certificate","4","","",""
"No","1995","Thuringia","(2c_voc) vocational maturity certificate","4","","",""
"No","1995","Thuringia","(3a) lower tertiary education","31","1","1","1"
"No","1995","Thuringia","(3b) higher tertiary education","9","","",""
"Yes","1996","Schleswig-Holstein","(0) in school","","","",""
"Yes","1996","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","1996","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","1996","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","1996","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","1996","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","1996","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","1996","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","1996","Hamburg","(0) in school","","","",""
"Yes","1996","Hamburg","(1a) inadequately completed","","","",""
"Yes","1996","Hamburg","(1b) general elementary school","","","",""
"Yes","1996","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","1996","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","1996","Hamburg","(2a) intermediate vocational","","","",""
"Yes","1996","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Hamburg","(3a) lower tertiary education","","","",""
"Yes","1996","Hamburg","(3b) higher tertiary education","","","",""
"Yes","1996","Lower Saxony","(0) in school","","","",""
"Yes","1996","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","1996","Lower Saxony","(1b) general elementary school","","","",""
"Yes","1996","Lower Saxony","(1c) basic vocational qualification","","","",""
"Yes","1996","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","1996","Lower Saxony","(2a) intermediate vocational","","","",""
"Yes","1996","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","1996","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes","1996","Bremen","(0) in school","","","",""
"Yes","1996","Bremen","(1a) inadequately completed","","","",""
"Yes","1996","Bremen","(1b) general elementary school","","","",""
"Yes","1996","Bremen","(1c) basic vocational qualification","","","",""
"Yes","1996","Bremen","(2b) intermediate general qualification","","","",""
"Yes","1996","Bremen","(2a) intermediate vocational","","","",""
"Yes","1996","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Bremen","(3a) lower tertiary education","","","",""
"Yes","1996","Bremen","(3b) higher tertiary education","","","",""
"Yes","1996","North Rhine-Westphalia","(0) in school","","","",""
"Yes","1996","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","1996","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes","1996","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Yes","1996","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","1996","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Yes","1996","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","1996","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Yes","1996","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Yes","1996","Hesse","(0) in school","","","",""
"Yes","1996","Hesse","(1a) inadequately completed","","","",""
"Yes","1996","Hesse","(1b) general elementary school","","","",""
"Yes","1996","Hesse","(1c) basic vocational qualification","","","",""
"Yes","1996","Hesse","(2b) intermediate general qualification","","","",""
"Yes","1996","Hesse","(2a) intermediate vocational","","","",""
"Yes","1996","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Hesse","(3a) lower tertiary education","","","",""
"Yes","1996","Hesse","(3b) higher tertiary education","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","1996","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","1996","Baden-Württemberg","(0) in school","","","",""
"Yes","1996","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","1996","Baden-Württemberg","(1b) general elementary school","","","",""
"Yes","1996","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Yes","1996","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Yes","1996","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Yes","1996","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","1996","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Yes","1996","Bavaria","(0) in school","","","",""
"Yes","1996","Bavaria","(1a) inadequately completed","","","",""
"Yes","1996","Bavaria","(1b) general elementary school","","","",""
"Yes","1996","Bavaria","(1c) basic vocational qualification","","","",""
"Yes","1996","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","1996","Bavaria","(2a) intermediate vocational","","","",""
"Yes","1996","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Bavaria","(3a) lower tertiary education","","","",""
"Yes","1996","Bavaria","(3b) higher tertiary education","","","",""
"Yes","1996","Berlin","(0) in school","","","",""
"Yes","1996","Berlin","(1a) inadequately completed","","","",""
"Yes","1996","Berlin","(1b) general elementary school","","","",""
"Yes","1996","Berlin","(1c) basic vocational qualification","","","",""
"Yes","1996","Berlin","(2b) intermediate general qualification","","","",""
"Yes","1996","Berlin","(2a) intermediate vocational","","","",""
"Yes","1996","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Berlin","(3a) lower tertiary education","","","",""
"Yes","1996","Berlin","(3b) higher tertiary education","","","",""
"Yes","1996","Brandenburg","(0) in school","","","",""
"Yes","1996","Brandenburg","(1a) inadequately completed","","","",""
"Yes","1996","Brandenburg","(1b) general elementary school","","","",""
"Yes","1996","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","1996","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","1996","Brandenburg","(2a) intermediate vocational","","","",""
"Yes","1996","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Brandenburg","(3a) lower tertiary education","","","",""
"Yes","1996","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","1996","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","1996","Saxony","(0) in school","","","",""
"Yes","1996","Saxony","(1a) inadequately completed","","","",""
"Yes","1996","Saxony","(1b) general elementary school","","","",""
"Yes","1996","Saxony","(1c) basic vocational qualification","","","",""
"Yes","1996","Saxony","(2b) intermediate general qualification","","","",""
"Yes","1996","Saxony","(2a) intermediate vocational","","","",""
"Yes","1996","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Saxony","(3a) lower tertiary education","","","",""
"Yes","1996","Saxony","(3b) higher tertiary education","","","",""
"Yes","1996","Saxony-Anhalt","(0) in school","","","",""
"Yes","1996","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","1996","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","1996","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","1996","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","1996","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Yes","1996","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Yes","1996","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","1996","Thuringia","(0) in school","","","",""
"Yes","1996","Thuringia","(1a) inadequately completed","","","",""
"Yes","1996","Thuringia","(1b) general elementary school","","","",""
"Yes","1996","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","1996","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","1996","Thuringia","(2a) intermediate vocational","","","",""
"Yes","1996","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Thuringia","(3a) lower tertiary education","","","",""
"Yes","1996","Thuringia","(3b) higher tertiary education","","","",""
"No","1996","Schleswig-Holstein","(0) in school","","","",""
"No","1996","Schleswig-Holstein","(1a) inadequately completed","3","","",""
"No","1996","Schleswig-Holstein","(1b) general elementary school","10","","",""
"No","1996","Schleswig-Holstein","(1c) basic vocational qualification","36","1","1","1"
"No","1996","Schleswig-Holstein","(2b) intermediate general qualification","3","","",""
"No","1996","Schleswig-Holstein","(2a) intermediate vocational","21","","",""
"No","1996","Schleswig-Holstein","(2c_gen) general maturity certificate","4","","",""
"No","1996","Schleswig-Holstein","(2c_voc) vocational maturity certificate","10","","",""
"No","1996","Schleswig-Holstein","(3a) lower tertiary education","4","","",""
"No","1996","Schleswig-Holstein","(3b) higher tertiary education","4","","",""
"No","1996","Hamburg","(0) in school","","","",""
"No","1996","Hamburg","(1a) inadequately completed","4","","",""
"No","1996","Hamburg","(1b) general elementary school","8","","",""
"No","1996","Hamburg","(1c) basic vocational qualification","14","","",""
"No","1996","Hamburg","(2b) intermediate general qualification","2","","",""
"No","1996","Hamburg","(2a) intermediate vocational","3","","",""
"No","1996","Hamburg","(2c_gen) general maturity certificate","3","","",""
"No","1996","Hamburg","(2c_voc) vocational maturity certificate","1","","",""
"No","1996","Hamburg","(3a) lower tertiary education","5","","",""
"No","1996","Hamburg","(3b) higher tertiary education","5","","",""
"No","1996","Lower Saxony","(0) in school","","","",""
"No","1996","Lower Saxony","(1a) inadequately completed","11","","",""
"No","1996","Lower Saxony","(1b) general elementary school","47","1","1","1"
"No","1996","Lower Saxony","(1c) basic vocational qualification","123","1","1","1"
"No","1996","Lower Saxony","(2b) intermediate general qualification","15","","",""
"No","1996","Lower Saxony","(2a) intermediate vocational","65","1","1","1"
"No","1996","Lower Saxony","(2c_gen) general maturity certificate","10","","",""
"No","1996","Lower Saxony","(2c_voc) vocational maturity certificate","20","","",""
"No","1996","Lower Saxony","(3a) lower tertiary education","13","","",""
"No","1996","Lower Saxony","(3b) higher tertiary education","30","1","1","1"
"No","1996","Bremen","(0) in school","","","",""
"No","1996","Bremen","(1a) inadequately completed","1","","",""
"No","1996","Bremen","(1b) general elementary school","4","","",""
"No","1996","Bremen","(1c) basic vocational qualification","6","","",""
"No","1996","Bremen","(2b) intermediate general qualification","2","","",""
"No","1996","Bremen","(2a) intermediate vocational","6","","",""
"No","1996","Bremen","(2c_gen) general maturity certificate","1","","",""
"No","1996","Bremen","(2c_voc) vocational maturity certificate","1","","",""
"No","1996","Bremen","(3a) lower tertiary education","","","",""
"No","1996","Bremen","(3b) higher tertiary education","","","",""
"No","1996","North Rhine-Westphalia","(0) in school","1","","",""
"No","1996","North Rhine-Westphalia","(1a) inadequately completed","51","1","1","1"
"No","1996","North Rhine-Westphalia","(1b) general elementary school","137","1","1","1"
"No","1996","North Rhine-Westphalia","(1c) basic vocational qualification","286","1","1","1"
"No","1996","North Rhine-Westphalia","(2b) intermediate general qualification","32","1","1","1"
"No","1996","North Rhine-Westphalia","(2a) intermediate vocational","150","1","1","1"
