"plb0196_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2017","Couple + C. LE and GT 16","224","0.237594777586669","0.209819641291101","0.265369913882237","2"
"Yes","2017","1-pers.-HH","937","0.759356756859926","0.735418649330619","0.783294864389234","1"
"Yes","2017","(Married) couple without C. ","1819","0.751527548537909","0.734409511598941","0.768645585476877","1"
"Yes","2017","Single parent ","582","0.700752089775146","0.669216326602252","0.73228785294804","1"
"Yes","2017","Couple + C. LE 16 ","2292","0.791847225206739","0.777116733322008","0.80657771709147","1"
"Yes","2017","Couple + C. GT 16 ","938","0.761927204055702","0.738354416135023","0.785499991976381","1"
"Yes","2017","Couple + C. LE and GT 16","678","0.762405222413331","0.734630086117763","0.790180358708899","1"
"No","2018","1-pers.-HH","394","0.26356458922686","0.240674024723414","0.286455153730307","2"
"No","2018","(Married) couple without C. ","675","0.253148016646035","0.236123997792214","0.270172035499855","2"
"No","2018","Single parent ","236","0.237101984864264","0.208660494744997","0.26554347498353","2"
"No","2018","Couple + C. LE 16 ","743","0.235623008766698","0.220396114461265","0.250849903072132","2"
"No","2018","Couple + C. GT 16 ","355","0.232833977792504","0.209725869935981","0.255942085649027","2"
"No","2018","Couple + C. LE and GT 16","250","0.293899947318271","0.264622076326542","0.323177818309999","2"
"Yes","2018","1-pers.-HH","1029","0.73643541077314","0.713544846269693","0.759325975276586","1"
"Yes","2018","(Married) couple without C. ","1831","0.746851983353965","0.729827964500145","0.763876002207786","1"
"Yes","2018","Couple + C. LE 16 ","2241","0.764376991233302","0.749150096927868","0.779603885538735","1"
"Yes","2018","Single parent ","623","0.762898015135736","0.73445652501647","0.791339505255003","1"
"Yes","2018","Couple + C. GT 16 ","930","0.767166022207496","0.744057914350973","0.790274130064019","1"
"Yes","2018","Couple + C. LE and GT 16","680","0.706100052681729","0.676822181690001","0.735377923673457","1"
"No","2019","1-pers.-HH","368","0.266857485320941","0.243461210213173","0.290253760428709","2"
"No","2019","(Married) couple without C. ","527","0.208282077049826","0.191977960991514","0.224586193108139","2"
"No","2019","Single parent ","195","0.219640114729875","0.190341053315779","0.248939176143971","2"
"No","2019","Couple + C. LE 16 ","591","0.217751873854709","0.201764345615157","0.23373940209426","2"
"No","2019","Couple + C. GT 16 ","302","0.262197719073587","0.236587246782223","0.28780819136495","2"
"No","2019","Couple + C. LE and GT 16","197","0.221426083051216","0.193529717527571","0.249322448574861","2"
"Yes","2019","1-pers.-HH","1005","0.733142514679059","0.709746239571291","0.756538789786827","1"
"Yes","2019","(Married) couple without C. ","1856","0.791717922950174","0.775413806891861","0.808022039008486","1"
"Yes","2019","Couple + C. LE 16 ","1969","0.782248126145291","0.76626059790574","0.798235654384843","1"
"Yes","2019","Single parent ","572","0.780359885270125","0.751060823856029","0.809658946684221","1"
"Yes","2019","Couple + C. GT 16 ","831","0.737802280926413","0.712191808635049","0.763412753217777","1"
"Yes","2019","Couple + C. LE and GT 16","654","0.778573916948784","0.750677551425139","0.806470282472429","1"
