"plb0196_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1994","Bavaria","East Germany","","","","","2"
"No","1994","North Rhine-Westphalia","East Germany","","","","","2"
"No","1994","Hesse","West Germany","359","1","1","1","2"
"No","1994","Hesse","East Germany","","","","","2"
"No","1994","Rhineland-Palatinate,Saarland","West Germany","211","1","1","1","2"
"No","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1994","Berlin","West Germany","98","1","1","1","2"
"No","1994","Baden-Württemberg","West Germany","681","1","1","1","2"
"No","1994","Berlin","East Germany","91","1","1","1","2"
"No","1994","Brandenburg","West Germany","","","","","2"
"No","1994","Brandenburg","East Germany","199","1","1","1","2"
"No","1994","Baden-Württemberg","East Germany","","","","","2"
"No","1994","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1994","Mecklenburg-Western Pomerania","East Germany","133","1","1","1","2"
"No","1994","Saxony","West Germany","","","","","2"
"No","1994","Saxony","East Germany","330","1","1","1","2"
"No","1994","Saxony-Anhalt","West Germany","","","","","2"
"No","1994","Saxony-Anhalt","East Germany","221","1","1","1","2"
"No","1994","Thuringia","West Germany","","","","","2"
"No","1994","Thuringia","East Germany","203","1","1","1","2"
"Yes","1994","Schleswig-Holstein","West Germany","","","","","1"
"Yes","1994","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1994","Hamburg","West Germany","","","","","1"
"Yes","1994","Hamburg","East Germany","","","","","1"
"Yes","1994","Hesse","West Germany","","","","","1"
"Yes","1994","Hesse","East Germany","","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1994","Baden-Württemberg","West Germany","","","","","1"
"Yes","1994","Baden-Württemberg","East Germany","","","","","1"
"Yes","1994","Bavaria","West Germany","","","","","1"
"Yes","1994","Bavaria","East Germany","","","","","1"
"Yes","1994","Berlin","West Germany","","","","","1"
"Yes","1994","Berlin","East Germany","","","","","1"
"Yes","1994","Brandenburg","West Germany","","","","","1"
"Yes","1994","Brandenburg","East Germany","","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","1994","Saxony","West Germany","","","","","1"
"Yes","1994","Lower Saxony","West Germany","","","","","1"
"Yes","1994","Lower Saxony","East Germany","","","","","1"
"Yes","1994","Bremen","West Germany","","","","","1"
"Yes","1994","Saxony","East Germany","","","","","1"
"Yes","1994","Saxony-Anhalt","West Germany","","","","","1"
"Yes","1994","Saxony-Anhalt","East Germany","","","","","1"
"Yes","1994","Bremen","East Germany","","","","","1"
"Yes","1994","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","1994","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","1994","Thuringia","West Germany","","","","","1"
"Yes","1994","Thuringia","East Germany","","","","","1"
"No","1995","Schleswig-Holstein","West Germany","90","1","1","1","2"
"No","1995","Schleswig-Holstein","East Germany","","","","","2"
"No","1995","Hamburg","West Germany","43","1","1","1","2"
"No","1995","Hamburg","East Germany","","","","","2"
"No","1995","Lower Saxony","West Germany","337","1","1","1","2"
"No","1995","Lower Saxony","East Germany","","","","","2"
"No","1995","Bremen","West Germany","19","","","","2"
"No","1995","Bremen","East Germany","","","","","2"
"No","1995","North Rhine-Westphalia","West Germany","905","1","1","1","2"
"No","1995","North Rhine-Westphalia","East Germany","","","","","2"
"No","1995","Berlin","West Germany","94","1","1","1","2"
"No","1995","Berlin","East Germany","84","1","1","1","2"
"No","1995","Brandenburg","West Germany","","","","","2"
"No","1995","Hesse","West Germany","370","1","1","1","2"
"No","1995","Brandenburg","East Germany","215","1","1","1","2"
"No","1995","Hesse","East Germany","","","","","2"
"No","1995","Rhineland-Palatinate,Saarland","West Germany","247","1","1","1","2"
"No","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1995","Baden-Württemberg","West Germany","672","1","1","1","2"
"No","1995","Baden-Württemberg","East Germany","","","","","2"
"No","1995","Bavaria","West Germany","638","1","1","1","2"
"No","1995","Bavaria","East Germany","","","","","2"
"No","1995","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1995","Mecklenburg-Western Pomerania","East Germany","135","1","1","1","2"
"No","1995","Saxony","West Germany","","","","","2"
"No","1995","Saxony","East Germany","315","1","1","1","2"
"No","1995","Thuringia","West Germany","","","","","2"
"No","1995","Thuringia","East Germany","203","1","1","1","2"
"No","1995","Saxony-Anhalt","West Germany","","","","","2"
"No","1995","Saxony-Anhalt","East Germany","233","1","1","1","2"
"Yes","1995","Schleswig-Holstein","West Germany","","","","","1"
"Yes","1995","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1995","Hamburg","West Germany","","","","","1"
"Yes","1995","Hamburg","East Germany","","","","","1"
"Yes","1995","Hesse","West Germany","","","","","1"
"Yes","1995","Hesse","East Germany","","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1995","Baden-Württemberg","West Germany","","","","","1"
"Yes","1995","Baden-Württemberg","East Germany","","","","","1"
"Yes","1995","Bavaria","West Germany","","","","","1"
"Yes","1995","Bavaria","East Germany","","","","","1"
"Yes","1995","Berlin","West Germany","","","","","1"
"Yes","1995","Berlin","East Germany","","","","","1"
"Yes","1995","Brandenburg","West Germany","","","","","1"
"Yes","1995","Brandenburg","East Germany","","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","1995","Lower Saxony","West Germany","","","","","1"
"Yes","1995","Saxony","West Germany","","","","","1"
"Yes","1995","Saxony","East Germany","","","","","1"
"Yes","1995","Saxony-Anhalt","West Germany","","","","","1"
"Yes","1995","Lower Saxony","East Germany","","","","","1"
"Yes","1995","Bremen","West Germany","","","","","1"
"Yes","1995","Bremen","East Germany","","","","","1"
"Yes","1995","Saxony-Anhalt","East Germany","","","","","1"
"Yes","1995","Thuringia","West Germany","","","","","1"
"Yes","1995","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","1995","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","1995","Thuringia","East Germany","","","","","1"
"No","1996","Schleswig-Holstein","West Germany","99","1","1","1","2"
"No","1996","Schleswig-Holstein","East Germany","","","","","2"
"No","1996","Hamburg","West Germany","46","1","1","1","2"
"No","1996","Hamburg","East Germany","","","","","2"
"No","1996","Lower Saxony","West Germany","345","1","1","1","2"
"No","1996","Lower Saxony","East Germany","","","","","2"
"No","1996","Bremen","West Germany","22","","","","2"
"No","1996","Bremen","East Germany","","","","","2"
"No","1996","North Rhine-Westphalia","West Germany","902","1","1","1","2"
"No","1996","North Rhine-Westphalia","East Germany","","","","","2"
"No","1996","Hesse","West Germany","337","1","1","1","2"
"No","1996","Brandenburg","West Germany","","","","","2"
"No","1996","Berlin","West Germany","93","1","1","1","2"
"No","1996","Berlin","East Germany","79","1","1","1","2"
"No","1996","Brandenburg","East Germany","201","1","1","1","2"
"No","1996","Hesse","East Germany","","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","West Germany","244","1","1","1","2"
"No","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1996","Baden-Württemberg","West Germany","618","1","1","1","2"
"No","1996","Baden-Württemberg","East Germany","","","","","2"
"No","1996","Bavaria","West Germany","597","1","1","1","2"
"No","1996","Bavaria","East Germany","","","","","2"
"No","1996","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1996","Mecklenburg-Western Pomerania","East Germany","131","1","1","1","2"
"No","1996","Saxony","West Germany","","","","","2"
"No","1996","Saxony","East Germany","333","1","1","1","2"
"No","1996","Thuringia","West Germany","","","","","2"
"No","1996","Thuringia","East Germany","195","1","1","1","2"
"No","1996","Saxony-Anhalt","West Germany","","","","","2"
"No","1996","Saxony-Anhalt","East Germany","223","1","1","1","2"
"Yes","1996","Schleswig-Holstein","West Germany","","","","","1"
"Yes","1996","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1996","Hamburg","West Germany","","","","","1"
"Yes","1996","Hamburg","East Germany","","","","","1"
"Yes","1996","Hesse","West Germany","","","","","1"
"Yes","1996","Hesse","East Germany","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1996","Baden-Württemberg","West Germany","","","","","1"
"Yes","1996","Baden-Württemberg","East Germany","","","","","1"
"Yes","1996","Bavaria","West Germany","","","","","1"
"Yes","1996","Bavaria","East Germany","","","","","1"
"Yes","1996","Berlin","West Germany","","","","","1"
"Yes","1996","Berlin","East Germany","","","","","1"
"Yes","1996","Brandenburg","West Germany","","","","","1"
"Yes","1996","Brandenburg","East Germany","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","1996","Saxony","West Germany","","","","","1"
"Yes","1996","Lower Saxony","West Germany","","","","","1"
"Yes","1996","Lower Saxony","East Germany","","","","","1"
"Yes","1996","Bremen","West Germany","","","","","1"
"Yes","1996","Saxony","East Germany","","","","","1"
"Yes","1996","Saxony-Anhalt","West Germany","","","","","1"
"Yes","1996","Saxony-Anhalt","East Germany","","","","","1"
"Yes","1996","Bremen","East Germany","","","","","1"
"Yes","1996","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","1996","Thuringia","West Germany","","","","","1"
"Yes","1996","Thuringia","East Germany","","","","","1"
"Yes","1996","North Rhine-Westphalia","East Germany","","","","","1"
"No","1997","Schleswig-Holstein","East Germany","","","","","2"
"No","1997","Hamburg","West Germany","18","","","","2"
"No","1997","Hamburg","East Germany","","","","","2"
"No","1997","Lower Saxony","West Germany","120","1","1","1","2"
"No","1997","Schleswig-Holstein","West Germany","37","1","1","1","2"
"No","1997","Lower Saxony","East Germany","","","","","2"
"No","1997","Bremen","West Germany","11","","","","2"
"No","1997","Bremen","East Germany","","","","","2"
"No","1997","North Rhine-Westphalia","East Germany","","","","","2"
"No","1997","North Rhine-Westphalia","West Germany","239","1","1","1","2"
"No","1997","Berlin","West Germany","21","","","","2"
"No","1997","Hesse","West Germany","84","1","1","1","2"
"No","1997","Berlin","East Germany","23","","","","2"
"No","1997","Hesse","East Germany","","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","West Germany","72","1","1","1","2"
"No","1997","Brandenburg","West Germany","","","","","2"
"No","1997","Brandenburg","East Germany","80","1","1","1","2"
"No","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1997","Baden-Württemberg","West Germany","169","1","1","1","2"
"No","1997","Baden-Württemberg","East Germany","","","","","2"
"No","1997","Bavaria","West Germany","214","1","1","1","2"
"No","1997","Bavaria","East Germany","","","","","2"
"No","1997","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1997","Mecklenburg-Western Pomerania","East Germany","47","1","1","1","2"
"No","1997","Saxony","West Germany","","","","","2"
"No","1997","Saxony","East Germany","132","1","1","1","2"
"No","1997","Thuringia","West Germany","","","","","2"
"No","1997","Thuringia","East Germany","74","1","1","1","2"
"No","1997","Saxony-Anhalt","West Germany","","","","","2"
"No","1997","Saxony-Anhalt","East Germany","85","1","1","1","2"
"Yes","1997","Schleswig-Holstein","West Germany","","","","","1"
"Yes","1997","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1997","Hamburg","West Germany","","","","","1"
"Yes","1997","Hamburg","East Germany","","","","","1"
"Yes","1997","Hesse","West Germany","","","","","1"
"Yes","1997","Hesse","East Germany","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1997","Baden-Württemberg","West Germany","","","","","1"
"Yes","1997","Baden-Württemberg","East Germany","","","","","1"
"Yes","1997","Bavaria","West Germany","","","","","1"
"Yes","1997","Bavaria","East Germany","","","","","1"
"Yes","1997","Berlin","West Germany","","","","","1"
"Yes","1997","Berlin","East Germany","","","","","1"
"Yes","1997","Brandenburg","West Germany","","","","","1"
"Yes","1997","Brandenburg","East Germany","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","1997","Lower Saxony","West Germany","","","","","1"
"Yes","1997","Saxony","West Germany","","","","","1"
"Yes","1997","Saxony","East Germany","","","","","1"
"Yes","1997","Saxony-Anhalt","West Germany","","","","","1"
"Yes","1997","Lower Saxony","East Germany","","","","","1"
"Yes","1997","Bremen","West Germany","","","","","1"
"Yes","1997","Bremen","East Germany","","","","","1"
"Yes","1997","Saxony-Anhalt","East Germany","","","","","1"
"Yes","1997","Thuringia","West Germany","","","","","1"
"Yes","1997","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","1997","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","1997","Thuringia","East Germany","","","","","1"
"No","1998","Schleswig-Holstein","West Germany","37","1","1","1","2"
"No","1998","Hamburg","West Germany","14","","","","2"
"No","1998","Schleswig-Holstein","East Germany","","","","","2"
"No","1998","Hamburg","East Germany","","","","","2"
"No","1998","Lower Saxony","East Germany","","","","","2"
"No","1998","Lower Saxony","West Germany","139","1","1","1","2"
"No","1998","North Rhine-Westphalia","West Germany","251","1","1","1","2"
"No","1998","Bremen","West Germany","7","","","","2"
"No","1998","Bremen","East Germany","","","","","2"
"No","1998","Hesse","West Germany","95","1","1","1","2"
"No","1998","North Rhine-Westphalia","East Germany","","","","","2"
"No","1998","Berlin","West Germany","31","1","1","1","2"
"No","1998","Berlin","East Germany","22","","","","2"
"No","1998","Brandenburg","West Germany","","","","","2"
"No","1998","Hesse","East Germany","","","","","2"
"No","1998","Rhineland-Palatinate,Saarland","West Germany","77","1","1","1","2"
"No","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1998","Brandenburg","East Germany","80","1","1","1","2"
"No","1998","Baden-Württemberg","West Germany","177","1","1","1","2"
"No","1998","Baden-Württemberg","East Germany","","","","","2"
"No","1998","Bavaria","West Germany","186","1","1","1","2"
"No","1998","Bavaria","East Germany","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","East Germany","55","1","1","1","2"
"No","1998","Saxony","West Germany","","","","","2"
"No","1998","Saxony","East Germany","153","1","1","1","2"
"No","1998","Thuringia","West Germany","","","","","2"
"No","1998","Thuringia","East Germany","97","1","1","1","2"
"No","1998","Saxony-Anhalt","West Germany","","","","","2"
"No","1998","Saxony-Anhalt","East Germany","84","1","1","1","2"
"Yes","1998","Schleswig-Holstein","West Germany","","","","","1"
"Yes","1998","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1998","Hamburg","West Germany","","","","","1"
"Yes","1998","Hamburg","East Germany","","","","","1"
"Yes","1998","Hesse","West Germany","","","","","1"
"Yes","1998","Hesse","East Germany","","","","","1"
"Yes","1998","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1998","Baden-Württemberg","West Germany","","","","","1"
"Yes","1998","Baden-Württemberg","East Germany","","","","","1"
"Yes","1998","Bavaria","West Germany","","","","","1"
"Yes","1998","Bavaria","East Germany","","","","","1"
"Yes","1998","Berlin","West Germany","","","","","1"
"Yes","1998","Berlin","East Germany","","","","","1"
"Yes","1998","Brandenburg","West Germany","","","","","1"
"Yes","1998","Brandenburg","East Germany","","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","1998","Saxony","West Germany","","","","","1"
"Yes","1998","Lower Saxony","West Germany","","","","","1"
"Yes","1998","Lower Saxony","East Germany","","","","","1"
"Yes","1998","Bremen","West Germany","","","","","1"
"Yes","1998","Saxony","East Germany","","","","","1"
"Yes","1998","Saxony-Anhalt","West Germany","","","","","1"
"Yes","1998","Saxony-Anhalt","East Germany","","","","","1"
"Yes","1998","Bremen","East Germany","","","","","1"
"Yes","1998","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","1998","Thuringia","West Germany","","","","","1"
"Yes","1998","Thuringia","East Germany","","","","","1"
"Yes","1998","North Rhine-Westphalia","East Germany","","","","","1"
"No","1999","Schleswig-Holstein","West Germany","39","1","1","1","2"
"No","1999","Schleswig-Holstein","East Germany","","","","","2"
"No","1999","Hamburg","East Germany","","","","","2"
"No","1999","Lower Saxony","West Germany","141","1","1","1","2"
"No","1999","Hamburg","West Germany","10","","","","2"
"No","1999","Bremen","West Germany","7","","","","2"
"No","1999","Lower Saxony","East Germany","","","","","2"
"No","1999","North Rhine-Westphalia","East Germany","","","","","2"
"No","1999","North Rhine-Westphalia","West Germany","221","1","1","1","2"
"No","1999","Bremen","East Germany","","","","","2"
"No","1999","Hesse","West Germany","84","1","1","1","2"
"No","1999","Hesse","East Germany","","","","","2"
"No","1999","Rhineland-Palatinate,Saarland","West Germany","83","1","1","1","2"
"No","1999","Berlin","West Germany","20","","","","2"
"No","1999","Baden-Württemberg","West Germany","143","1","1","1","2"
"No","1999","Berlin","East Germany","29","","","","2"
"No","1999","Brandenburg","West Germany","","","","","2"
"No","1999","Brandenburg","East Germany","73","1","1","1","2"
"No","1999","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1999","Baden-Württemberg","East Germany","","","","","2"
"No","1999","Bavaria","West Germany","199","1","1","1","2"
"No","1999","Bavaria","East Germany","","","","","2"
"No","1999","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1999","Mecklenburg-Western Pomerania","East Germany","58","1","1","1","2"
"No","1999","Saxony","West Germany","","","","","2"
"No","1999","Saxony","East Germany","132","1","1","1","2"
"No","1999","Thuringia","West Germany","","","","","2"
"No","1999","Thuringia","East Germany","91","1","1","1","2"
"No","1999","Saxony-Anhalt","West Germany","","","","","2"
"No","1999","Saxony-Anhalt","East Germany","83","1","1","1","2"
"Yes","1999","Schleswig-Holstein","West Germany","","","","","1"
"Yes","1999","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1999","Hamburg","West Germany","","","","","1"
"Yes","1999","Hamburg","East Germany","","","","","1"
"Yes","1999","Lower Saxony","West Germany","","","","","1"
"Yes","1999","Lower Saxony","East Germany","","","","","1"
"Yes","1999","Bremen","West Germany","","","","","1"
"Yes","1999","Bremen","East Germany","","","","","1"
"Yes","1999","Hesse","West Germany","","","","","1"
"Yes","1999","Hesse","East Germany","","","","","1"
"Yes","1999","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","1999","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1999","Baden-Württemberg","West Germany","","","","","1"
"Yes","1999","Baden-Württemberg","East Germany","","","","","1"
"Yes","1999","Bavaria","West Germany","","","","","1"
"Yes","1999","Bavaria","East Germany","","","","","1"
"Yes","1999","Berlin","West Germany","","","","","1"
"Yes","1999","Berlin","East Germany","","","","","1"
"Yes","1999","Brandenburg","West Germany","","","","","1"
"Yes","1999","Brandenburg","East Germany","","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","1999","Saxony","West Germany","","","","","1"
"Yes","1999","Saxony","East Germany","","","","","1"
"Yes","1999","Saxony-Anhalt","West Germany","","","","","1"
"Yes","1999","Saxony-Anhalt","East Germany","","","","","1"
"Yes","1999","Thuringia","West Germany","","","","","1"
"Yes","1999","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","1999","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","1999","Thuringia","East Germany","","","","","1"
"No","2000","Schleswig-Holstein","East Germany","","","","","2"
"No","2000","Schleswig-Holstein","West Germany","59","1","1","1","2"
"No","2000","Hamburg","West Germany","48","1","1","1","2"
"No","2000","Lower Saxony","West Germany","249","1","1","1","2"
"No","2000","Lower Saxony","East Germany","","","","","2"
"No","2000","Hamburg","East Germany","","","","","2"
"No","2000","North Rhine-Westphalia","West Germany","506","1","1","1","2"
"No","2000","Bremen","East Germany","","","","","2"
"No","2000","Bremen","West Germany","22","","","","2"
"No","2000","North Rhine-Westphalia","East Germany","","","","","2"
"No","2000","Hesse","West Germany","159","1","1","1","2"
"No","2000","Hesse","East Germany","","","","","2"
"No","2000","Rhineland-Palatinate,Saarland","West Germany","145","1","1","1","2"
"No","2000","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2000","Berlin","West Germany","48","1","1","1","2"
"No","2000","Berlin","East Germany","47","1","1","1","2"
"No","2000","Brandenburg","West Germany","","","","","2"
"No","2000","Baden-Württemberg","West Germany","255","1","1","1","2"
"No","2000","Baden-Württemberg","East Germany","","","","","2"
"No","2000","Bavaria","West Germany","350","1","1","1","2"
"No","2000","Brandenburg","East Germany","114","1","1","1","2"
"No","2000","Bavaria","East Germany","","","","","2"
"No","2000","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2000","Mecklenburg-Western Pomerania","East Germany","73","1","1","1","2"
"No","2000","Saxony","West Germany","","","","","2"
"No","2000","Saxony","East Germany","187","1","1","1","2"
"No","2000","Saxony-Anhalt","West Germany","","","","","2"
"No","2000","Saxony-Anhalt","East Germany","120","1","1","1","2"
"No","2000","Thuringia","West Germany","","","","","2"
"No","2000","Thuringia","East Germany","140","1","1","1","2"
"Yes","2000","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2000","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2000","Hamburg","West Germany","","","","","1"
"Yes","2000","Hamburg","East Germany","","","","","1"
"Yes","2000","Lower Saxony","West Germany","","","","","1"
"Yes","2000","Lower Saxony","East Germany","","","","","1"
"Yes","2000","Bremen","West Germany","","","","","1"
"Yes","2000","Bremen","East Germany","","","","","1"
"Yes","2000","Hesse","West Germany","","","","","1"
"Yes","2000","Hesse","East Germany","","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2000","Baden-Württemberg","West Germany","","","","","1"
"Yes","2000","Baden-Württemberg","East Germany","","","","","1"
"Yes","2000","Bavaria","West Germany","","","","","1"
"Yes","2000","Bavaria","East Germany","","","","","1"
"Yes","2000","Berlin","West Germany","","","","","1"
"Yes","2000","Berlin","East Germany","","","","","1"
"Yes","2000","Brandenburg","West Germany","","","","","1"
"Yes","2000","Brandenburg","East Germany","","","","","1"
"Yes","2000","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2000","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2000","Saxony","West Germany","","","","","1"
"Yes","2000","Saxony","East Germany","","","","","1"
"Yes","2000","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2000","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2000","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2000","Thuringia","West Germany","","","","","1"
"Yes","2000","Thuringia","East Germany","","","","","1"
"Yes","2000","North Rhine-Westphalia","East Germany","","","","","1"
"No","2001","Brandenburg","West Germany","","","","","2"
"No","2001","Schleswig-Holstein","West Germany","","","","","2"
"No","2001","Schleswig-Holstein","East Germany","","","","","2"
"No","2001","Brandenburg","East Germany","","","","","2"
"No","2001","Hamburg","West Germany","","","","","2"
"No","2001","Hamburg","East Germany","","","","","2"
"No","2001","Lower Saxony","West Germany","","","","","2"
"No","2001","Lower Saxony","East Germany","","","","","2"
"No","2001","Bremen","West Germany","","","","","2"
"No","2001","North Rhine-Westphalia","West Germany","","","","","2"
"No","2001","North Rhine-Westphalia","East Germany","","","","","2"
"No","2001","Bremen","East Germany","","","","","2"
"No","2001","Hesse","West Germany","","","","","2"
"No","2001","Hesse","East Germany","","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2001","Baden-Württemberg","West Germany","","","","","2"
"No","2001","Baden-Württemberg","East Germany","","","","","2"
"No","2001","Bavaria","West Germany","","","","","2"
"No","2001","Bavaria","East Germany","","","","","2"
"No","2001","Berlin","West Germany","","","","","2"
"No","2001","Berlin","East Germany","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2001","Saxony","West Germany","","","","","2"
"No","2001","Saxony","East Germany","","","","","2"
"No","2001","Saxony-Anhalt","West Germany","","","","","2"
"No","2001","Saxony-Anhalt","East Germany","","","","","2"
"No","2001","Thuringia","West Germany","","","","","2"
"No","2001","Thuringia","East Germany","","","","","2"
"Yes","2001","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2001","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2001","Hamburg","West Germany","","","","","1"
"Yes","2001","Hamburg","East Germany","","","","","1"
"Yes","2001","Lower Saxony","West Germany","","","","","1"
"Yes","2001","Lower Saxony","East Germany","","","","","1"
"Yes","2001","Bremen","West Germany","","","","","1"
"Yes","2001","Bremen","East Germany","","","","","1"
"Yes","2001","Hesse","West Germany","","","","","1"
"Yes","2001","Hesse","East Germany","","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2001","Baden-Württemberg","West Germany","","","","","1"
"Yes","2001","Baden-Württemberg","East Germany","","","","","1"
"Yes","2001","Bavaria","West Germany","","","","","1"
"Yes","2001","Bavaria","East Germany","","","","","1"
"Yes","2001","Berlin","West Germany","","","","","1"
"Yes","2001","Berlin","East Germany","","","","","1"
"Yes","2001","Brandenburg","West Germany","","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2001","Brandenburg","East Germany","","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2001","Saxony","West Germany","","","","","1"
"Yes","2001","Saxony","East Germany","","","","","1"
"Yes","2001","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2001","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2001","Thuringia","West Germany","","","","","1"
"Yes","2001","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2001","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2001","Thuringia","East Germany","","","","","1"
"No","2002","Schleswig-Holstein","West Germany","59","0.29472055938917","0.235799573984989","0.353641544793351","2"
"No","2002","Brandenburg","East Germany","114","0.333352946188874","0.282413962836256","0.384291929541492","2"
"No","2002","Brandenburg","West Germany","","","","","2"
"No","2002","Hamburg","West Germany","28","","","","2"
"No","2002","Schleswig-Holstein","East Germany","","","","","2"
"No","2002","Hamburg","East Germany","","","","","2"
"No","2002","Lower Saxony","West Germany","207","0.311365317142296","0.276964161292666","0.345766472991925","2"
"No","2002","Lower Saxony","East Germany","","","","","2"
"No","2002","Bremen","West Germany","21","","","","2"
"No","2002","Bremen","East Germany","","","","","2"
"No","2002","North Rhine-Westphalia","West Germany","428","0.28228670507782","0.259900366337675","0.304673043817965","2"
"No","2002","North Rhine-Westphalia","East Germany","","","","","2"
"No","2002","Hesse","West Germany","176","0.294931593421686","0.258321466278511","0.331541720564861","2"
"No","2002","Hesse","East Germany","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","West Germany","119","0.313840840069964","0.269825778368761","0.357855901771167","2"
