"plj0046","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2019","secondary school degree","higher vocational","253","0.319351597309633","0.286399665341169","0.352303529278097"
"Big worries","2019","secondary school degree","higher education","180","0.253519095339959","0.221497743462019","0.285540447217899"
"Big worries","2019","college entrance qualification","in school","","","",""
"Big worries","2019","college entrance qualification","inadequately","","","",""
"Big worries","2019","college entrance qualification","general elemantary","","","",""
"Big worries","2019","college entrance qualification","middle vocational","179","0.153156037696688","0.132939117487257","0.173372957906119"
"Big worries","2019","college entrance qualification","vocational + Abi","336","0.191684083564792","0.173097950419356","0.210270216710229"
"Big worries","2019","college entrance qualification","higher vocational","94","0.175504683628314","0.1411142530045","0.209895114252128"
"Big worries","2019","college entrance qualification","higher education","655","0.13910746643856","0.129632160932255","0.148582771944864"
"Big worries","2019","Other degree","in school","","","",""
"Big worries","2019","Other degree","inadequately","","","",""
"Big worries","2019","Other degree","general elemantary","92","0.2700294921611","0.226629133215331","0.313429851106868"
"Big worries","2019","Other degree","middle vocational","233","0.257130977604445","0.225976496796083","0.288285458412806"
"Big worries","2019","Other degree","vocational + Abi","137","0.294260254713503","0.250729606470009","0.337790902956996"
"Big worries","2019","Other degree","higher vocational","","","",""
"Big worries","2019","Other degree","higher education","195","0.179519283478743","0.154133499775845","0.20490506718164"
"Big worries","2019","no degree/no degree yet","in school","31","0.106028207459178","0.0726077870746809","0.139448627843675"
"Big worries","2019","no degree/no degree yet","inadequately","123","0.36978284057952","0.317299085565672","0.422266595593368"
"Big worries","2019","no degree/no degree yet","general elemantary","","","",""
"Big worries","2019","no degree/no degree yet","middle vocational","41","0.364127026103538","0.269816594683144","0.458437457523933"
"Big worries","2019","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2019","no degree/no degree yet","higher vocational","","","",""
"Big worries","2019","no degree/no degree yet","higher education","","","",""
"Some worries","2019","lower secondary degree","in school","","","",""
"Some worries","2019","lower secondary degree","inadequately","","","",""
"Some worries","2019","lower secondary degree","general elemantary","504","0.432921589101683","0.405015292985969","0.460827885217397"
"Some worries","2019","lower secondary degree","middle vocational","1503","0.430610866988079","0.414478396497603","0.446743337478556"
"Some worries","2019","lower secondary degree","vocational + Abi","","","",""
"Some worries","2019","lower secondary degree","higher vocational","156","0.44767807865963","0.395433945978237","0.499922211341023"
"Some worries","2019","lower secondary degree","higher education","39","0.284776682820797","0.204028917206734","0.365524448434861"
"Some worries","2019","secondary school degree","in school","","","",""
"Some worries","2019","secondary school degree","inadequately","","","",""
"Some worries","2019","secondary school degree","general elemantary","324","0.430408795917884","0.395727971238135","0.465089620597633"
"Some worries","2019","secondary school degree","middle vocational","2268","0.443724946608447","0.430137517273228","0.457312375943666"
"Some worries","2019","secondary school degree","vocational + Abi","","","",""
"Some worries","2019","secondary school degree","higher vocational","346","0.464520633051453","0.429270659426481","0.499770606676425"
"Some worries","2019","secondary school degree","higher education","319","0.472798642594194","0.436049150276271","0.509548134912117"
"Some worries","2019","college entrance qualification","in school","","","",""
"Some worries","2019","college entrance qualification","inadequately","","","",""
"Some worries","2019","college entrance qualification","general elemantary","","","",""
"Some worries","2019","college entrance qualification","middle vocational","491","0.404565604647966","0.377013316239544","0.432117893056388"
"Some worries","2019","college entrance qualification","vocational + Abi","776","0.456514469533159","0.432995043500829","0.480033895565489"
"Some worries","2019","college entrance qualification","higher vocational","205","0.462929627526408","0.417850837769743","0.508008417283072"
"Some worries","2019","college entrance qualification","higher education","2174","0.419086094175358","0.405576228153251","0.432595960197466"
"Some worries","2019","Other degree","in school","","","",""
"Some worries","2019","Other degree","inadequately","","","",""
"Some worries","2019","Other degree","general elemantary","205","0.509583868512874","0.460715788780557","0.558451948245191"
"Some worries","2019","Other degree","middle vocational","364","0.481398669794916","0.445781742528304","0.517015597061527"
"Some worries","2019","Other degree","vocational + Abi","190","0.409250331827868","0.362282197830254","0.456218465825483"
"Some worries","2019","Other degree","higher vocational","","","",""
"Some worries","2019","Other degree","higher education","386","0.46014207062644","0.427174530260667","0.493109610992213"
"Some worries","2019","no degree/no degree yet","in school","134","0.408863162961497","0.355496223799201","0.462230102123792"
"Some worries","2019","no degree/no degree yet","inadequately","134","0.451397907043341","0.397295708834285","0.505500105252398"
"Some worries","2019","no degree/no degree yet","general elemantary","","","",""
"Some worries","2019","no degree/no degree yet","middle vocational","34","0.290228958467078","0.201272476167941","0.379185440766216"
"Some worries","2019","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2019","no degree/no degree yet","higher vocational","","","",""
"Some worries","2019","no degree/no degree yet","higher education","","","",""
"No worries","2019","lower secondary degree","in school","","","",""
"No worries","2019","lower secondary degree","inadequately","","","",""
"No worries","2019","lower secondary degree","general elemantary","192","0.138678472332127","0.119213078503969","0.158143866160284"
"No worries","2019","lower secondary degree","middle vocational","562","0.154059109181142","0.142297479544117","0.165820738818168"
"No worries","2019","lower secondary degree","vocational + Abi","","","",""
"No worries","2019","lower secondary degree","higher vocational","73","0.189764901500262","0.148567299285311","0.230962503715212"
"No worries","2019","lower secondary degree","higher education","40","0.400401978547549","0.312735074252315","0.488068882842784"
"No worries","2019","secondary school degree","in school","","","",""
"No worries","2019","secondary school degree","inadequately","","","",""
"No worries","2019","secondary school degree","general elemantary","195","0.255081842082566","0.224549419638527","0.285614264526604"
