"plj0046","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2003","no degree/no degree yet","general elemantary","","","",""
"Big worries","2003","no degree/no degree yet","middle vocational","","","",""
"Big worries","2003","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2003","no degree/no degree yet","higher vocational","","","",""
"Big worries","2003","no degree/no degree yet","higher education","","","",""
"Some worries","2003","lower secondary degree","in school","","","",""
"Some worries","2003","lower secondary degree","inadequately","","","",""
"Some worries","2003","lower secondary degree","general elemantary","827","0.478445309371683","0.454865215012289","0.502025403731076"
"Some worries","2003","lower secondary degree","middle vocational","2697","0.488031570687619","0.474751072361742","0.501312069013496"
"Some worries","2003","lower secondary degree","vocational + Abi","","","",""
"Some worries","2003","lower secondary degree","higher vocational","241","0.456426605245826","0.412591523115323","0.500261687376328"
"Some worries","2003","lower secondary degree","higher education","92","0.505508721477477","0.434604016894316","0.576413426060638"
"Some worries","2003","secondary school degree","in school","","","",""
"Some worries","2003","secondary school degree","inadequately","","","",""
"Some worries","2003","secondary school degree","general elemantary","285","0.467684077206922","0.42862919419381","0.506738960220033"
"Some worries","2003","secondary school degree","middle vocational","2103","0.476149469268467","0.46134362987038","0.490955308666555"
"Some worries","2003","secondary school degree","vocational + Abi","","","",""
"Some worries","2003","secondary school degree","higher vocational","375","0.484568102915421","0.448825088235111","0.52031111759573"
"Some worries","2003","secondary school degree","higher education","333","0.506222299384791","0.467638534164605","0.544806064604978"
"Some worries","2003","college entrance qualification","in school","","","",""
"Some worries","2003","college entrance qualification","inadequately","","","",""
"Some worries","2003","college entrance qualification","general elemantary","","","",""
"Some worries","2003","college entrance qualification","middle vocational","302","0.371488991142442","0.337643826690703","0.405334155594181"
"Some worries","2003","college entrance qualification","vocational + Abi","461","0.47416008307673","0.442557101503519","0.50576306464994"
"Some worries","2003","college entrance qualification","higher vocational","165","0.432007417356028","0.381465485035145","0.482549349676912"
"Some worries","2003","college entrance qualification","higher education","1402","0.43737117547907","0.420451359919106","0.454290991039034"
"Some worries","2003","Other degree","in school","","","",""
"Some worries","2003","Other degree","inadequately","","","",""
"Some worries","2003","Other degree","general elemantary","186","0.503683213768081","0.452737758259044","0.554628669277119"
"Some worries","2003","Other degree","middle vocational","195","0.414993751035762","0.368530750917129","0.461456751154395"
"Some worries","2003","Other degree","vocational + Abi","57","0.430224035748304","0.345762198771936","0.514685872724672"
"Some worries","2003","Other degree","higher vocational","33","0.484310721154206","0.360905393598693","0.60771604870972"
"Some worries","2003","Other degree","higher education","95","0.490524022857174","0.420358659034508","0.56068938667984"
"Some worries","2003","no degree/no degree yet","in school","248","0.406950133708932","0.368123768342576","0.445776499075289"
"Some worries","2003","no degree/no degree yet","inadequately","87","0.350617655441622","0.288130434405844","0.413104876477401"
"Some worries","2003","no degree/no degree yet","general elemantary","","","",""
"Some worries","2003","no degree/no degree yet","middle vocational","","","",""
"Some worries","2003","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2003","no degree/no degree yet","higher vocational","","","",""
"Some worries","2003","no degree/no degree yet","higher education","","","",""
"No worries","2003","lower secondary degree","in school","","","",""
"No worries","2003","lower secondary degree","inadequately","","","",""
"No worries","2003","lower secondary degree","general elemantary","367","0.194444310021392","0.175762245631919","0.213126374410865"
"No worries","2003","lower secondary degree","middle vocational","984","0.17135256089531","0.16134106397099","0.18136405781963"
"No worries","2003","lower secondary degree","vocational + Abi","","","",""
"No worries","2003","lower secondary degree","higher vocational","92","0.199882264360539","0.164688045395207","0.235076483325871"
"No worries","2003","lower secondary degree","higher education","51","0.244929492714902","0.1839413086247","0.305917676805104"
"No worries","2003","secondary school degree","in school","","","",""
"No worries","2003","secondary school degree","inadequately","","","",""
"No worries","2003","secondary school degree","general elemantary","185","0.268880026716588","0.234175356956289","0.303584696476886"
"No worries","2003","secondary school degree","middle vocational","949","0.214490606487715","0.202322093279468","0.226659119695963"
"No worries","2003","secondary school degree","vocational + Abi","","","",""
"No worries","2003","secondary school degree","higher vocational","171","0.240423130837113","0.209859699388925","0.270986562285301"
"No worries","2003","secondary school degree","higher education","172","0.251964737239574","0.218460545006002","0.285468929473146"
"No worries","2003","college entrance qualification","in school","","","",""
"No worries","2003","college entrance qualification","inadequately","","","",""
"No worries","2003","college entrance qualification","general elemantary","","","",""
"No worries","2003","college entrance qualification","middle vocational","376","0.495357469771638","0.4603372801947","0.530377659348576"
"No worries","2003","college entrance qualification","vocational + Abi","322","0.337684944298608","0.307753549856172","0.367616338741044"
"No worries","2003","college entrance qualification","higher vocational","125","0.328319732009675","0.28040548192248","0.376233982096869"
"No worries","2003","college entrance qualification","higher education","1476","0.428365089285616","0.411486895713529","0.445243282857703"
"No worries","2003","Other degree","in school","","","",""
"No worries","2003","Other degree","inadequately","","","",""
"No worries","2003","Other degree","general elemantary","132","0.367319576963522","0.318199225578418","0.416439928348625"
"No worries","2003","Other degree","middle vocational","167","0.429059599266473","0.382387168862303","0.475732029670642"
"No worries","2003","Other degree","vocational + Abi","47","0.300937995740759","0.222692835115073","0.379183156366446"
"No worries","2003","Other degree","higher vocational","","","",""
"No worries","2003","Other degree","higher education","79","0.367162043063733","0.29950610279835","0.434817983329117"
"No worries","2003","no degree/no degree yet","in school","278","0.410837957823672","0.371954650898137","0.449721264749207"
"No worries","2003","no degree/no degree yet","inadequately","84","0.395590618404099","0.33155631756249","0.459624919245708"
"No worries","2003","no degree/no degree yet","general elemantary","","","",""
"No worries","2003","no degree/no degree yet","middle vocational","","","",""
"No worries","2003","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2003","no degree/no degree yet","higher vocational","","","",""
"No worries","2003","no degree/no degree yet","higher education","","","",""
"Big worries","2004","lower secondary degree","in school","","","",""
"Big worries","2004","lower secondary degree","inadequately","","","",""
"Big worries","2004","lower secondary degree","general elemantary","560","0.361798864244333","0.338297790432982","0.385299938055685"
"Big worries","2004","lower secondary degree","middle vocational","2074","0.4042836329628","0.390982102417051","0.417585163508549"
"Big worries","2004","lower secondary degree","vocational + Abi","","","",""
"Big worries","2004","lower secondary degree","higher vocational","186","0.386348754525884","0.342561082704832","0.430136426346936"
"Big worries","2004","lower secondary degree","higher education","64","0.371147504029501","0.302453480077857","0.439841527981144"
"Big worries","2004","secondary school degree","in school","","","",""
"Big worries","2004","secondary school degree","inadequately","","","",""
"Big worries","2004","secondary school degree","general elemantary","213","0.386768424509511","0.348025579824699","0.425511269194323"
"Big worries","2004","secondary school degree","middle vocational","1589","0.377526131897252","0.362962109014289","0.392090154780216"
"Big worries","2004","secondary school degree","vocational + Abi","","","",""
"Big worries","2004","secondary school degree","higher vocational","235","0.344631032591564","0.31013219564214","0.379129869540989"
"Big worries","2004","secondary school degree","higher education","197","0.318399121345783","0.282447437596343","0.354350805095223"
"Big worries","2004","college entrance qualification","in school","","","",""
"Big worries","2004","college entrance qualification","inadequately","","","",""
"Big worries","2004","college entrance qualification","general elemantary","","","",""
"Big worries","2004","college entrance qualification","middle vocational","128","0.179714668985645","0.15263061460547","0.20679872336582"
"Big worries","2004","college entrance qualification","vocational + Abi","236","0.247550904235867","0.220376688225707","0.274725120246027"
"Big worries","2004","college entrance qualification","higher vocational","87","0.274117037459327","0.228355250488198","0.319878824430457"
"Big worries","2004","college entrance qualification","higher education","582","0.215296587307147","0.201180622877212","0.229412551737083"
"Big worries","2004","Other degree","in school","","","",""
"Big worries","2004","Other degree","inadequately","","","",""
"Big worries","2004","Other degree","general elemantary","60","0.157238463810779","0.118658058386463","0.195818869235096"
"Big worries","2004","Other degree","middle vocational","91","0.20735289886524","0.168672863807446","0.246032933923034"
"Big worries","2004","Other degree","vocational + Abi","","","",""
"Big worries","2004","Other degree","higher vocational","","","",""
"Big worries","2004","Other degree","higher education","33","0.204516586898634","0.147314583455487","0.261718590341782"
"Big worries","2004","no degree/no degree yet","in school","120","0.211075632614125","0.179311266210202","0.242839999018048"
"Big worries","2004","no degree/no degree yet","inadequately","53","0.344306954079185","0.279579860818036","0.409034047340333"
"Big worries","2004","no degree/no degree yet","general elemantary","","","",""
"Big worries","2004","no degree/no degree yet","middle vocational","","","",""
"Big worries","2004","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2004","no degree/no degree yet","higher vocational","","","",""
"Big worries","2004","no degree/no degree yet","higher education","","","",""
"Some worries","2004","lower secondary degree","in school","","","",""
"Some worries","2004","lower secondary degree","inadequately","","","",""
"Some worries","2004","lower secondary degree","general elemantary","731","0.447092710555883","0.422776254894729","0.471409166217036"
"Some worries","2004","lower secondary degree","middle vocational","2395","0.448934430648726","0.435453127769917","0.462415733527535"
"Some worries","2004","lower secondary degree","vocational + Abi","","","",""
"Some worries","2004","lower secondary degree","higher vocational","218","0.466839780922593","0.421974118597034","0.511705443248151"
"Some worries","2004","lower secondary degree","higher education","88","0.460644511919328","0.389769720742988","0.531519303095669"
"Some worries","2004","secondary school degree","in school","","","",""
"Some worries","2004","secondary school degree","inadequately","","","",""
"Some worries","2004","secondary school degree","general elemantary","238","0.401440450859156","0.362444636593418","0.440436265124894"
"Some worries","2004","secondary school degree","middle vocational","1913","0.452236863608203","0.437283921138225","0.467189806078181"
"Some worries","2004","secondary school degree","vocational + Abi","","","",""
"Some worries","2004","secondary school degree","higher vocational","346","0.453376504917251","0.417239015350702","0.4895139944838"
"Some worries","2004","secondary school degree","higher education","309","0.457521532196247","0.419074284551762","0.495968779840732"
"Some worries","2004","college entrance qualification","in school","","","",""
"Some worries","2004","college entrance qualification","inadequately","","","",""
"Some worries","2004","college entrance qualification","general elemantary","","","",""
"Some worries","2004","college entrance qualification","middle vocational","329","0.402623502245651","0.368028523494863","0.43721848099644"
"Some worries","2004","college entrance qualification","vocational + Abi","452","0.434366015314795","0.403156870425654","0.465575160203935"
"Some worries","2004","college entrance qualification","higher vocational","171","0.495586081241315","0.444293478146586","0.546878684336043"
"Some worries","2004","college entrance qualification","higher education","1455","0.411557039624779","0.394656272607438","0.428457806642119"
"Some worries","2004","Other degree","in school","","","",""
"Some worries","2004","Other degree","inadequately","","","",""
"Some worries","2004","Other degree","general elemantary","176","0.505766477333878","0.452778644459733","0.558754310208022"
"Some worries","2004","Other degree","middle vocational","211","0.489464790014574","0.441770603777013","0.537158976252135"
"Some worries","2004","Other degree","vocational + Abi","63","0.539336167415993","0.45052302505066","0.628149309781325"
"Some worries","2004","Other degree","higher vocational","","","",""
"Some worries","2004","Other degree","higher education","90","0.46212097794391","0.391415745792667","0.532826210095152"
"Some worries","2004","no degree/no degree yet","in school","274","0.43098867312093","0.392441117285217","0.469536228956643"
"Some worries","2004","no degree/no degree yet","inadequately","80","0.331708830250864","0.267569518401932","0.395848142099796"
"Some worries","2004","no degree/no degree yet","general elemantary","","","",""
"Some worries","2004","no degree/no degree yet","middle vocational","","","",""
"Some worries","2004","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2004","no degree/no degree yet","higher vocational","","","",""
"Some worries","2004","no degree/no degree yet","higher education","","","",""
"No worries","2004","lower secondary degree","in school","","","",""
"No worries","2004","lower secondary degree","inadequately","","","",""
"No worries","2004","lower secondary degree","general elemantary","315","0.191108425199784","0.171879261643335","0.210337588756233"
"No worries","2004","lower secondary degree","middle vocational","760","0.146781936388474","0.137190026344228","0.15637384643272"
"No worries","2004","lower secondary degree","vocational + Abi","","","",""
"No worries","2004","lower secondary degree","higher vocational","71","0.146811464551523","0.114983872909627","0.17863905619342"
"No worries","2004","lower secondary degree","higher education","38","0.168207984051171","0.115021416058003","0.221394552044339"
"No worries","2004","secondary school degree","in school","","","",""
"No worries","2004","secondary school degree","inadequately","","","",""
"No worries","2004","secondary school degree","general elemantary","156","0.211791124631333","0.179287762677689","0.244294486584978"
"No worries","2004","secondary school degree","middle vocational","754","0.170237004494544","0.158945513376686","0.181528495612403"
"No worries","2004","secondary school degree","vocational + Abi","","","",""
"No worries","2004","secondary school degree","higher vocational","148","0.201992462491185","0.172848043259502","0.231136881722867"
"No worries","2004","secondary school degree","higher education","139","0.224079346457969","0.191899956673324","0.256258736242615"
"No worries","2004","college entrance qualification","in school","","","",""
"No worries","2004","college entrance qualification","inadequately","","","",""
"No worries","2004","college entrance qualification","general elemantary","","","",""
"No worries","2004","college entrance qualification","middle vocational","315","0.417661828768704","0.382873027619389","0.452450629918018"
"No worries","2004","college entrance qualification","vocational + Abi","281","0.318083080449338","0.288759147358137","0.34740701354054"
"No worries","2004","college entrance qualification","higher vocational","107","0.230296881299358","0.187104483899493","0.273489278699224"
"No worries","2004","college entrance qualification","higher education","1220","0.373146373068074","0.356536668969084","0.389756077167064"
"No worries","2004","Other degree","in school","","","",""
"No worries","2004","Other degree","inadequately","","","",""
"No worries","2004","Other degree","general elemantary","106","0.336995058855343","0.28689881237223","0.387091305338456"
"No worries","2004","Other degree","middle vocational","120","0.303182311120186","0.259328900191289","0.347035722049083"
"No worries","2004","Other degree","vocational + Abi","31","0.230664646079506","0.155605474167738","0.305723817991274"
"No worries","2004","Other degree","higher vocational","","","",""
"No worries","2004","Other degree","higher education","68","0.333362435157456","0.266507321949835","0.400217548365077"
"No worries","2004","no degree/no degree yet","in school","240","0.357935694264945","0.320619681731967","0.395251706797924"
"No worries","2004","no degree/no degree yet","inadequately","74","0.323984215669951","0.260230828630325","0.387737602709578"
"No worries","2004","no degree/no degree yet","general elemantary","","","",""
"No worries","2004","no degree/no degree yet","middle vocational","","","",""
"No worries","2004","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2004","no degree/no degree yet","higher vocational","","","",""
"No worries","2004","no degree/no degree yet","higher education","","","",""
"Big worries","2005","lower secondary degree","in school","","","",""
"Big worries","2005","lower secondary degree","inadequately","","","",""
"Big worries","2005","lower secondary degree","general elemantary","647","0.45552040353743","0.430216277177795","0.480824529897065"
"Big worries","2005","lower secondary degree","middle vocational","2401","0.497076894813949","0.483107294166125","0.511046495461773"
"Big worries","2005","lower secondary degree","vocational + Abi","","","",""
"Big worries","2005","lower secondary degree","higher vocational","211","0.4554676003045","0.409607014583168","0.501328186025832"
"Big worries","2005","lower secondary degree","higher education","75","0.436277891819756","0.364426252229175","0.508129531410336"
"Big worries","2005","secondary school degree","in school","","","",""
"Big worries","2005","secondary school degree","inadequately","","","",""
"Big worries","2005","secondary school degree","general elemantary","223","0.409647487662957","0.369382123078475","0.449912852247438"
"Big worries","2005","secondary school degree","middle vocational","1793","0.452459667992946","0.43719444270718","0.467724893278711"
"Big worries","2005","secondary school degree","vocational + Abi","","","",""
"Big worries","2005","secondary school degree","higher vocational","294","0.433086415359156","0.396274434811902","0.469898395906411"
"Big worries","2005","secondary school degree","higher education","216","0.350139968252672","0.312561980179678","0.387717956325666"
"Big worries","2005","college entrance qualification","in school","","","",""
"Big worries","2005","college entrance qualification","inadequately","","","",""
"Big worries","2005","college entrance qualification","general elemantary","","","",""
"Big worries","2005","college entrance qualification","middle vocational","138","0.200909315036309","0.171843351022775","0.229975279049843"
"Big worries","2005","college entrance qualification","vocational + Abi","262","0.259773545092295","0.231903504948996","0.287643585235595"
"Big worries","2005","college entrance qualification","higher vocational","98","0.284614097027456","0.23706870484205","0.332159489212863"
"Big worries","2005","college entrance qualification","higher education","681","0.209869649820118","0.195646822028812","0.224092477611424"
"Big worries","2005","Other degree","in school","","","",""
"Big worries","2005","Other degree","inadequately","","","",""
"Big worries","2005","Other degree","general elemantary","83","0.267935125246251","0.219710906960427","0.316159343532075"
"Big worries","2005","Other degree","middle vocational","114","0.304935458080136","0.259185592646624","0.350685323513649"
"Big worries","2005","Other degree","vocational + Abi","34","0.294607663171242","0.2137156648862","0.375499661456283"
"Big worries","2005","Other degree","higher vocational","","","",""
"Big worries","2005","Other degree","higher education","30","0.162754955071645","0.109847034792928","0.215662875350362"
"Big worries","2005","no degree/no degree yet","in school","125","0.230285394720268","0.197794154074246","0.262776635366291"
"Big worries","2005","no degree/no degree yet","inadequately","60","0.327630820054924","0.262255809899931","0.393005830209917"
"Big worries","2005","no degree/no degree yet","general elemantary","","","",""
"Big worries","2005","no degree/no degree yet","middle vocational","","","",""
"Big worries","2005","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2005","no degree/no degree yet","higher vocational","","","",""
"Big worries","2005","no degree/no degree yet","higher education","","","",""
"Some worries","2005","lower secondary degree","in school","","","",""
"Some worries","2005","lower secondary degree","inadequately","","","",""
"Some worries","2005","lower secondary degree","general elemantary","619","0.407863868011037","0.38289407033305","0.432833665689025"
"Some worries","2005","lower secondary degree","middle vocational","1985","0.389045246409684","0.375423713335972","0.402666779483395"
"Some worries","2005","lower secondary degree","vocational + Abi","","","",""
"Some worries","2005","lower secondary degree","higher vocational","191","0.435539121819412","0.389879795529781","0.481198448109044"
"Some worries","2005","lower secondary degree","higher education","78","0.419273712309795","0.347781768413663","0.490765656205926"
"Some worries","2005","secondary school degree","in school","","","",""
"Some worries","2005","secondary school degree","inadequately","","","",""
"Some worries","2005","secondary school degree","general elemantary","222","0.36347037792751","0.324086851470815","0.402853904384204"
"Some worries","2005","secondary school degree","middle vocational","1759","0.418621354030239","0.403491126766189","0.43375158129429"
"Some worries","2005","secondary school degree","vocational + Abi","","","",""
"Some worries","2005","secondary school degree","higher vocational","301","0.444859806250064","0.407940256862027","0.4817793556381"
"Some worries","2005","secondary school degree","higher education","288","0.471252990777927","0.431929343842329","0.510576637713525"
"Some worries","2005","college entrance qualification","in school","","","",""
"Some worries","2005","college entrance qualification","inadequately","","","",""
"Some worries","2005","college entrance qualification","general elemantary","","","",""
"Some worries","2005","college entrance qualification","middle vocational","318","0.414875670740246","0.379134421924583","0.450616919555909"
"Some worries","2005","college entrance qualification","vocational + Abi","456","0.466854136217231","0.435145945615506","0.498562326818956"
"Some worries","2005","college entrance qualification","higher vocational","171","0.495938263094881","0.443255843164796","0.548620683024965"
"Some worries","2005","college entrance qualification","higher education","1469","0.474450964428216","0.457010258905379","0.491891669951054"
"Some worries","2005","Other degree","in school","","","",""
"Some worries","2005","Other degree","inadequately","","","",""
"Some worries","2005","Other degree","general elemantary","152","0.442388800539615","0.388307965120791","0.496469635958439"
"Some worries","2005","Other degree","middle vocational","179","0.439355318377177","0.390035089008816","0.488675547745538"
"Some worries","2005","Other degree","vocational + Abi","58","0.45315132340435","0.364818241158664","0.541484405650035"
"Some worries","2005","Other degree","higher vocational","","","",""
"Some worries","2005","Other degree","higher education","100","0.483594896358186","0.411970099198355","0.555219693518018"
"Some worries","2005","no degree/no degree yet","in school","295","0.445765684562065","0.407406598070397","0.484124771053733"
"Some worries","2005","no degree/no degree yet","inadequately","84","0.422926267651125","0.354114378849253","0.491738156452997"
"Some worries","2005","no degree/no degree yet","general elemantary","","","",""
"Some worries","2005","no degree/no degree yet","middle vocational","","","",""
"Some worries","2005","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2005","no degree/no degree yet","higher vocational","","","",""
"Some worries","2005","no degree/no degree yet","higher education","","","",""
"No worries","2005","lower secondary degree","in school","","","",""
"No worries","2005","lower secondary degree","inadequately","","","",""
"No worries","2005","lower secondary degree","general elemantary","222","0.136615728451533","0.119165583336969","0.154065873566097"
"No worries","2005","lower secondary degree","middle vocational","535","0.113877858776367","0.105002460537832","0.122753257014902"
"No worries","2005","lower secondary degree","vocational + Abi","","","",""
"No worries","2005","lower secondary degree","higher vocational","51","0.108993277876088","0.0802960902515641","0.137690465500611"
"No worries","2005","lower secondary degree","higher education","30","0.14444839587045","0.0935150727131303","0.195381719027769"
"No worries","2005","secondary school degree","in school","","","",""
"No worries","2005","secondary school degree","inadequately","","","",""
"No worries","2005","secondary school degree","general elemantary","128","0.226882134409534","0.192590057880393","0.261174210938674"
"No worries","2005","secondary school degree","middle vocational","532","0.128918977976815","0.118641349196264","0.139196606757367"
"No worries","2005","secondary school degree","vocational + Abi","","","",""
"No worries","2005","secondary school degree","higher vocational","101","0.12205377839078","0.09773436794931","0.14637318883225"
"No worries","2005","secondary school degree","higher education","115","0.178607040969401","0.148433412250396","0.208780669688407"
"No worries","2005","college entrance qualification","in school","","","",""
"No worries","2005","college entrance qualification","inadequately","","","",""
"No worries","2005","college entrance qualification","general elemantary","","","",""
"No worries","2005","college entrance qualification","middle vocational","274","0.384215014223445","0.348930156158397","0.419499872288493"
"No worries","2005","college entrance qualification","vocational + Abi","233","0.273372318690474","0.24504593914184","0.301698698239107"
"No worries","2005","college entrance qualification","higher vocational","77","0.219447639877663","0.17583860056626","0.263056679189065"
"No worries","2005","college entrance qualification","higher education","999","0.315679385751666","0.299445791625333","0.331912979877999"
"No worries","2005","Other degree","in school","","","",""
"No worries","2005","Other degree","inadequately","","","",""
"No worries","2005","Other degree","general elemantary","89","0.289676074214133","0.240283675197312","0.339068473230955"
"No worries","2005","Other degree","middle vocational","96","0.255709223542687","0.212356358315602","0.299062088769772"
"No worries","2005","Other degree","vocational + Abi","30","0.252241013424409","0.175176072908234","0.329305953940583"
"No worries","2005","Other degree","higher vocational","","","",""
"No worries","2005","Other degree","higher education","57","0.353650148570169","0.28512530751707","0.422174989623267"
"No worries","2005","no degree/no degree yet","in school","225","0.323948920717667","0.287833202358048","0.360064639077285"
"No worries","2005","no degree/no degree yet","inadequately","54","0.249442912293951","0.189174056660481","0.309711767927421"
"No worries","2005","no degree/no degree yet","general elemantary","","","",""
"No worries","2005","no degree/no degree yet","middle vocational","","","",""
"No worries","2005","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2005","no degree/no degree yet","higher vocational","","","",""
"No worries","2005","no degree/no degree yet","higher education","","","",""
"Big worries","2006","lower secondary degree","in school","","","",""
"Big worries","2006","lower secondary degree","inadequately","","","",""
"Big worries","2006","lower secondary degree","general elemantary","588","0.382741908386227","0.358637638510513","0.406846178261942"
"Big worries","2006","lower secondary degree","middle vocational","2238","0.430191533975407","0.416857256712831","0.443525811237982"
"Big worries","2006","lower secondary degree","vocational + Abi","","","",""
"Big worries","2006","lower secondary degree","higher vocational","188","0.399085210429643","0.355275867890362","0.442894552968923"
"Big worries","2006","lower secondary degree","higher education","59","0.320906829700647","0.255552522267216","0.386261137134077"
"Big worries","2006","secondary school degree","in school","","","",""
"Big worries","2006","secondary school degree","inadequately","","","",""
"Big worries","2006","secondary school degree","general elemantary","182","0.358900610860796","0.319659442897918","0.398141778823673"
"Big worries","2006","secondary school degree","middle vocational","1774","0.407119423162285","0.392620889381002","0.421617956943567"
"Big worries","2006","secondary school degree","vocational + Abi","","","",""
"Big worries","2006","secondary school degree","higher vocational","258","0.390462818571118","0.354975782792488","0.425949854349747"
"Big worries","2006","secondary school degree","higher education","212","0.327961513652655","0.293033260234004","0.362889767071306"
"Big worries","2006","college entrance qualification","in school","","","",""
"Big worries","2006","college entrance qualification","inadequately","","","",""
"Big worries","2006","college entrance qualification","general elemantary","","","",""
"Big worries","2006","college entrance qualification","middle vocational","128","0.191305574320315","0.163267819708932","0.219343328931698"
"Big worries","2006","college entrance qualification","vocational + Abi","243","0.22428188446989","0.198746922026186","0.249816846913593"
"Big worries","2006","college entrance qualification","higher vocational","100","0.246387014666862","0.20248036256411","0.290293666769615"
"Big worries","2006","college entrance qualification","higher education","650","0.1929303285997","0.179763102011474","0.206097555187925"
"Big worries","2006","Other degree","in school","","","",""
"Big worries","2006","Other degree","inadequately","","","",""
"Big worries","2006","Other degree","general elemantary","74","0.231510690043951","0.185582426496373","0.277438953591528"
"Big worries","2006","Other degree","middle vocational","117","0.281524842116317","0.23851303536747","0.324536648865165"
"Big worries","2006","Other degree","vocational + Abi","34","0.270701107942153","0.194322065667985","0.347080150216321"
"Big worries","2006","Other degree","higher vocational","","","",""
"Big worries","2006","Other degree","higher education","40","0.214161743249055","0.15786665065838","0.270456835839729"
"Big worries","2006","no degree/no degree yet","in school","74","0.192597333433274","0.153758093469969","0.23143657339658"
"Big worries","2006","no degree/no degree yet","inadequately","49","0.287716421448885","0.222832651061529","0.352600191836241"
"Big worries","2006","no degree/no degree yet","general elemantary","","","",""
"Big worries","2006","no degree/no degree yet","middle vocational","","","",""
"Big worries","2006","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2006","no degree/no degree yet","higher vocational","","","",""
"Big worries","2006","no degree/no degree yet","higher education","","","",""
"Some worries","2006","lower secondary degree","in school","","","",""
"Some worries","2006","lower secondary degree","inadequately","","","",""
"Some worries","2006","lower secondary degree","general elemantary","694","0.433106099390501","0.408533244368702","0.4576789544123"
"Some worries","2006","lower secondary degree","middle vocational","2369","0.441306753984034","0.427933684518967","0.454679823449102"
"Some worries","2006","lower secondary degree","vocational + Abi","","","",""
"Some worries","2006","lower secondary degree","higher vocational","216","0.428401586894379","0.384132708883182","0.472670464905576"
"Some worries","2006","lower secondary degree","higher education","101","0.498952325668489","0.428953765599272","0.568950885737707"
"Some worries","2006","secondary school degree","in school","","","",""
"Some worries","2006","secondary school degree","inadequately","","","",""
"Some worries","2006","secondary school degree","general elemantary","248","0.41813372904805","0.377782075399131","0.458485382696969"
"Some worries","2006","secondary school degree","middle vocational","1934","0.426707054659506","0.412111091032452","0.441303018286559"
"Some worries","2006","secondary school degree","vocational + Abi","","","",""
"Some worries","2006","secondary school degree","higher vocational","319","0.408206095973616","0.372453731644102","0.44395846030313"
"Some worries","2006","secondary school degree","higher education","336","0.478591475156591","0.44142598209704","0.515756968216141"
"Some worries","2006","college entrance qualification","in school","","","",""
"Some worries","2006","college entrance qualification","inadequately","","","",""
"Some worries","2006","college entrance qualification","general elemantary","","","",""
"Some worries","2006","college entrance qualification","middle vocational","344","0.437335859974259","0.401975281866047","0.472696438082471"
"Some worries","2006","college entrance qualification","vocational + Abi","501","0.487492003777942","0.456892088122738","0.518091919433146"
"Some worries","2006","college entrance qualification","higher vocational","184","0.527829894041146","0.476962034391256","0.578697753691036"
"Some worries","2006","college entrance qualification","higher education","1551","0.430854182754377","0.414330171790809","0.447378193717945"
"Some worries","2006","Other degree","in school","","","",""
"Some worries","2006","Other degree","inadequately","","","",""
"Some worries","2006","Other degree","general elemantary","133","0.405828061387968","0.352358983893401","0.459297138882535"
"Some worries","2006","Other degree","middle vocational","186","0.455635298453162","0.408005679737263","0.503264917169061"
"Some worries","2006","Other degree","vocational + Abi","63","0.504424698939884","0.418477957951701","0.590371439928067"
"Some worries","2006","Other degree","higher vocational","","","",""
"Some worries","2006","Other degree","higher education","91","0.404496724425027","0.337147501502291","0.471845947347764"
"Some worries","2006","no degree/no degree yet","in school","174","0.464446478036952","0.415325186753325","0.513567769320579"
"Some worries","2006","no degree/no degree yet","inadequately","74","0.399401722436156","0.329203794078579","0.469599650793732"
"Some worries","2006","no degree/no degree yet","general elemantary","","","",""
"Some worries","2006","no degree/no degree yet","middle vocational","","","",""
"Some worries","2006","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","2006","no degree/no degree yet","higher vocational","","","",""
"Some worries","2006","no degree/no degree yet","higher education","","","",""
"No worries","2006","lower secondary degree","in school","","","",""
"No worries","2006","lower secondary degree","inadequately","","","",""
"No worries","2006","lower secondary degree","general elemantary","280","0.184151992223272","0.164929910660071","0.203374073786473"
"No worries","2006","lower secondary degree","middle vocational","689","0.128501712040559","0.11948886856385","0.137514555517267"
"No worries","2006","lower secondary degree","vocational + Abi","","","",""
"No worries","2006","lower secondary degree","higher vocational","76","0.172513202675978","0.138713009849452","0.206313395502505"
"No worries","2006","lower secondary degree","higher education","36","0.180140844630864","0.126339171936931","0.233942517324797"
"No worries","2006","secondary school degree","in school","","","",""
"No worries","2006","secondary school degree","inadequately","","","",""
"No worries","2006","secondary school degree","general elemantary","144","0.222965660091155","0.188914552630181","0.257016767552129"
"No worries","2006","secondary school degree","middle vocational","703","0.16617352217821","0.155188566331407","0.177158478025013"
"No worries","2006","secondary school degree","vocational + Abi","","","",""
