"plj0046","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2003","no degree/no degree yet","1-pers.-HH","7","","",""
"Big worries","2003","no degree/no degree yet","Couple + C. GT 16 ","48","0.17946993303678","0.138620000640354","0.220319865433206"
"Big worries","2003","no degree/no degree yet","Couple + C. LE 16 ","14","","",""
"Big worries","2003","no degree/no degree yet","Couple + C. LE and GT 16","47","0.200217253970336","0.151762743419011","0.248671764521662"
"Big worries","2003","no degree/no degree yet","Single parent ","16","","",""
"Big worries","2003","Other degree","(Married) couple without C. ","65","0.205769059704896","0.164239164380409","0.247298955029383"
"Big worries","2003","Other degree","1-pers.-HH","16","","",""
"Big worries","2003","Other degree","Couple + C. GT 16 ","36","0.203636212123328","0.151249828460365","0.256022595786291"
"Big worries","2003","Other degree","Couple + C. LE 16 ","41","0.124017758241611","0.0853422901420851","0.162693226341137"
"Big worries","2003","Other degree","Couple + C. LE and GT 16","15","","",""
"Big worries","2003","Other degree","Single parent ","13","","",""
"Big worries","2003","secondary school degree","(Married) couple without C. ","576","0.312914053136914","0.291582236434321","0.334245869839507"
"Big worries","2003","secondary school degree","1-pers.-HH","198","0.276818927022559","0.245175107628432","0.308462746416686"
"Big worries","2003","secondary school degree","Couple + C. GT 16 ","358","0.321512731430893","0.295075958649866","0.347949504211921"
"Big worries","2003","secondary school degree","Couple + C. LE 16 ","412","0.274199448923219","0.252111492928248","0.29628740491819"
"Big worries","2003","secondary school degree","Couple + C. LE and GT 16","147","0.282564554189653","0.245471710354179","0.319657398025127"
"Big worries","2003","secondary school degree","Single parent ","105","0.299230914369328","0.252697243017719","0.345764585720937"
"No worries","2003","college entrance qualification","(Married) couple without C. ","695","0.391385752110342","0.368205704136604","0.414565800084081"
"No worries","2003","college entrance qualification","1-pers.-HH","342","0.432583171669594","0.397521200746915","0.467645142592272"
"No worries","2003","college entrance qualification","Couple + C. GT 16 ","361","0.326117418449589","0.296676745965905","0.355558090933274"
"No worries","2003","college entrance qualification","Couple + C. LE 16 ","616","0.453399191305665","0.426368858761394","0.480429523849936"
"No worries","2003","college entrance qualification","Couple + C. LE and GT 16","152","0.349190007240002","0.300217153826206","0.398162860653798"
"No worries","2003","college entrance qualification","Single parent ","82","0.419712163473314","0.347815900862482","0.491608426084146"
"No worries","2003","lower secondary degree","(Married) couple without C. ","534","0.154013420541206","0.141643445056819","0.166383396025593"
"No worries","2003","lower secondary degree","1-pers.-HH","272","0.203439075857104","0.181420345894366","0.225457805819843"
"No worries","2003","lower secondary degree","Couple + C. GT 16 ","242","0.191575118558145","0.168434207727765","0.214716029388526"
"No worries","2003","lower secondary degree","Couple + C. LE 16 ","199","0.168694072943279","0.146927091394459","0.190461054492099"
"No worries","2003","lower secondary degree","Couple + C. LE and GT 16","113","0.256825696801285","0.216142899415705","0.297508494186864"
"No worries","2003","lower secondary degree","Single parent ","70","0.20485044587781","0.16338939879275","0.246311492962869"
"No worries","2003","no degree/no degree yet","(Married) couple without C. ","28","","",""
"No worries","2003","no degree/no degree yet","1-pers.-HH","10","","",""
"No worries","2003","no degree/no degree yet","Couple + C. GT 16 ","160","0.432730233970671","0.379988830739138","0.485471637202205"
"No worries","2003","no degree/no degree yet","Couple + C. LE 16 ","18","","",""
"No worries","2003","no degree/no degree yet","Couple + C. LE and GT 16","103","0.355027484718795","0.297084743530611","0.41297022590698"
"No worries","2003","no degree/no degree yet","Single parent ","38","0.414924816602016","0.309559180820142","0.520290452383889"
"No worries","2003","Other degree","(Married) couple without C. ","123","0.349514410794167","0.300531027072428","0.398497794515906"
"No worries","2003","Other degree","1-pers.-HH","40","0.439263202908449","0.341500672495368","0.53702573332153"
"No worries","2003","Other degree","Couple + C. GT 16 ","84","0.389272173640575","0.325843490277683","0.452700857003468"
"No worries","2003","Other degree","Couple + C. LE 16 ","105","0.365961093923077","0.309438588793078","0.422483599053076"
"No worries","2003","Other degree","Couple + C. LE and GT 16","55","0.356091930381118","0.274404708684973","0.437779152077264"
"No worries","2003","Other degree","Single parent ","27","","",""
"No worries","2003","secondary school degree","(Married) couple without C. ","401","0.208553084518427","0.189862237601999","0.227243931434854"
"No worries","2003","secondary school degree","1-pers.-HH","212","0.262418142515981","0.231303162785733","0.293533122246228"
"No worries","2003","secondary school degree","Couple + C. GT 16 ","275","0.223913417789703","0.200317675376974","0.247509160202432"
"No worries","2003","secondary school degree","Couple + C. LE 16 ","343","0.216167131472161","0.195786381650007","0.236547881294315"
"No worries","2003","secondary school degree","Couple + C. LE and GT 16","136","0.225998984829696","0.191543062105671","0.26045490755372"
"No worries","2003","secondary school degree","Single parent ","96","0.240920845363338","0.19746408542826","0.284377605298416"
"Some worries","2003","college entrance qualification","(Married) couple without C. ","731","0.433185288509454","0.409651157139175","0.456719419879733"
"Some worries","2003","college entrance qualification","1-pers.-HH","326","0.430514957535057","0.395473215158978","0.465556699911135"
"Some worries","2003","college entrance qualification","Couple + C. GT 16 ","453","0.477201083370503","0.44583309541514","0.508569071325867"
"Some worries","2003","college entrance qualification","Couple + C. LE 16 ","537","0.41479266151389","0.388041274949973","0.441544048077807"
"Some worries","2003","college entrance qualification","Couple + C. LE and GT 16","145","0.48241442395273","0.431081190161654","0.533747657743806"
"Some worries","2003","college entrance qualification","Single parent ","81","0.462085105038244","0.389453344132403","0.534716865944084"
"Some worries","2003","lower secondary degree","(Married) couple without C. ","1626","0.483893943938254","0.466768083917832","0.501019803958677"
"Some worries","2003","lower secondary degree","1-pers.-HH","612","0.474683557964932","0.447370006662901","0.501997109266962"
"Some worries","2003","lower secondary degree","Couple + C. GT 16 ","527","0.456629895509715","0.427339778784321","0.48592001223511"
"Some worries","2003","lower secondary degree","Couple + C. LE 16 ","594","0.513913264395924","0.484861691055663","0.542964837736185"
"Some worries","2003","lower secondary degree","Couple + C. LE and GT 16","210","0.50783923227943","0.461284605664677","0.554393858894184"
"Some worries","2003","lower secondary degree","Single parent ","179","0.476011411570837","0.424705548728351","0.527317274413324"
"Some worries","2003","no degree/no degree yet","(Married) couple without C. ","39","0.392646246566093","0.290031435534224","0.495261057597961"
"Some worries","2003","no degree/no degree yet","1-pers.-HH","19","","",""
"Some worries","2003","no degree/no degree yet","Couple + C. GT 16 ","131","0.387799832992549","0.335931920120623","0.439667745864474"
"Some worries","2003","no degree/no degree yet","Couple + C. LE 16 ","14","","",""
"Some worries","2003","no degree/no degree yet","Couple + C. LE and GT 16","112","0.444755261310868","0.384582461628804","0.504928060992933"
"Some worries","2003","no degree/no degree yet","Single parent ","30","0.353902657047951","0.251644176064227","0.456161138031676"
"Some worries","2003","Other degree","(Married) couple without C. ","176","0.444716529500937","0.393666451734879","0.495766607266996"
"Some worries","2003","Other degree","1-pers.-HH","43","0.406862689591329","0.310094626492097","0.503630752690562"
"Some worries","2003","Other degree","Couple + C. GT 16 ","107","0.407091614236096","0.343180698985926","0.471002529486267"
"Some worries","2003","Other degree","Couple + C. LE 16 ","133","0.510021147835312","0.451362945464408","0.568679350206216"
"Some worries","2003","Other degree","Couple + C. LE and GT 16","62","0.523486350515746","0.438284018991821","0.608688682039671"
"Some worries","2003","Other degree","Single parent ","29","","",""
"Some worries","2003","secondary school degree","(Married) couple without C. ","838","0.478532862344659","0.455551322082424","0.501514402606895"
"Some worries","2003","secondary school degree","1-pers.-HH","358","0.46076293046146","0.42550992755365","0.49601593336927"
"Some worries","2003","secondary school degree","Couple + C. GT 16 ","566","0.454573850779403","0.42638945674674","0.482758244812067"
"Some worries","2003","secondary school degree","Couple + C. LE 16 ","812","0.50963341960462","0.484881836888935","0.534385002320306"
"Some worries","2003","secondary school degree","Couple + C. LE and GT 16","283","0.491436460980652","0.45025078740067","0.532622134560633"
"Some worries","2003","secondary school degree","Single parent ","171","0.459848240267335","0.409202632971095","0.510493847563574"
"Big worries","2004","college entrance qualification","(Married) couple without C. ","383","0.243104670134024","0.22289125929292","0.263318080975127"
"Big worries","2004","college entrance qualification","1-pers.-HH","137","0.219721655978076","0.190475826935075","0.248967485021077"
"Big worries","2004","college entrance qualification","Couple + C. GT 16 ","213","0.261549573528224","0.234351677737198","0.28874746931925"
"Big worries","2004","college entrance qualification","Couple + C. LE 16 ","179","0.162912753468427","0.142241550059507","0.183583956877347"
"Big worries","2004","college entrance qualification","Couple + C. LE and GT 16","68","0.204410123944005","0.161290568257598","0.247529679630412"
"Big worries","2004","college entrance qualification","Single parent ","34","0.305488503325107","0.238569486443334","0.37240752020688"
"Big worries","2004","lower secondary degree","(Married) couple without C. ","1291","0.424814507891954","0.407609550491322","0.442019465292586"
"Big worries","2004","lower secondary degree","1-pers.-HH","455","0.368594013274059","0.341677487846855","0.395510538701262"
"Big worries","2004","lower secondary degree","Couple + C. GT 16 ","421","0.386961397813509","0.357682198808518","0.416240596818499"
"Big worries","2004","lower secondary degree","Couple + C. LE 16 ","397","0.388748836502271","0.359036813531653","0.418460859472888"
"Big worries","2004","lower secondary degree","Couple + C. LE and GT 16","151","0.37766600790628","0.331356224115956","0.423975791696604"
"Big worries","2004","lower secondary degree","Single parent ","105","0.301347466990537","0.254339449039486","0.348355484941588"
"Big worries","2004","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Big worries","2004","no degree/no degree yet","1-pers.-HH","10","","",""
"Big worries","2004","no degree/no degree yet","Couple + C. GT 16 ","74","0.269278746603977","0.221563633529812","0.316993859678141"
"Big worries","2004","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"Big worries","2004","no degree/no degree yet","Couple + C. LE and GT 16","54","0.217087104072085","0.169801341063204","0.264372867080966"
"Big worries","2004","no degree/no degree yet","Single parent ","21","","",""
"Big worries","2004","Other degree","(Married) couple without C. ","76","0.216523201431306","0.17391765333353","0.259128749529082"
"Big worries","2004","Other degree","1-pers.-HH","22","","",""
"Big worries","2004","Other degree","Couple + C. GT 16 ","51","0.280316430313695","0.218681334100514","0.341951526526876"
"Big worries","2004","Other degree","Couple + C. LE 16 ","44","0.163852894644113","0.117504632655998","0.210201156632228"
"Big worries","2004","Other degree","Couple + C. LE and GT 16","29","","",""
"Big worries","2004","Other degree","Single parent ","6","","",""
"Big worries","2004","secondary school degree","(Married) couple without C. ","720","0.397766609921482","0.375469865332686","0.420063354510277"
"Big worries","2004","secondary school degree","1-pers.-HH","254","0.344417623071664","0.310296267809712","0.378538978333617"
"Big worries","2004","secondary school degree","Couple + C. GT 16 ","418","0.370529945816207","0.343032768804732","0.398027122827682"
"Big worries","2004","secondary school degree","Couple + C. LE 16 ","505","0.340554142222537","0.316426957734689","0.364681326710384"
"Big worries","2004","secondary school degree","Couple + C. LE and GT 16","172","0.377185310528807","0.335406157791091","0.418964463266523"
"Big worries","2004","secondary school degree","Single parent ","128","0.384134419548935","0.33360926275301","0.43465957634486"
"No worries","2004","college entrance qualification","(Married) couple without C. ","573","0.312840518062979","0.290992335834452","0.334688700291506"
"No worries","2004","college entrance qualification","1-pers.-HH","299","0.39867189049542","0.364088601881925","0.433255179108916"
"No worries","2004","college entrance qualification","Couple + C. GT 16 ","316","0.302585965337832","0.274156587454376","0.331015343221289"
"No worries","2004","college entrance qualification","Couple + C. LE 16 ","491","0.3864045755687","0.359148392198334","0.413660758939066"
"No worries","2004","college entrance qualification","Couple + C. LE and GT 16","127","0.375136610302881","0.323368094086956","0.426905126518806"
"No worries","2004","college entrance qualification","Single parent ","68","0.335514963388319","0.266917043499122","0.404112883277516"
"No worries","2004","lower secondary degree","(Married) couple without C. ","430","0.137753939750112","0.125758460782821","0.149749418717403"
"No worries","2004","lower secondary degree","1-pers.-HH","223","0.172796438951361","0.151702188264255","0.193890689638467"
"No worries","2004","lower secondary degree","Couple + C. GT 16 ","147","0.149846274279293","0.128390056696851","0.171302491861735"
"No worries","2004","lower secondary degree","Couple + C. LE 16 ","175","0.147118056727951","0.125527428890994","0.168708684564907"
"No worries","2004","lower secondary degree","Couple + C. LE and GT 16","84","0.18540778779585","0.148284951001574","0.222530624590126"
"No worries","2004","lower secondary degree","Single parent ","77","0.24611411743888","0.201984657073233","0.290243577804528"
"No worries","2004","no degree/no degree yet","(Married) couple without C. ","32","0.373357777111819","0.267365181958586","0.479350372265052"
"No worries","2004","no degree/no degree yet","1-pers.-HH","10","","",""
"No worries","2004","no degree/no degree yet","Couple + C. GT 16 ","109","0.326062565224191","0.275638331180154","0.376486799268227"
"No worries","2004","no degree/no degree yet","Couple + C. LE 16 ","13","","",""
"No worries","2004","no degree/no degree yet","Couple + C. LE and GT 16","116","0.298170072772335","0.245700849808163","0.350639295736507"
"No worries","2004","no degree/no degree yet","Single parent ","34","0.372877924116555","0.275121896635229","0.470633951597882"
"No worries","2004","Other degree","(Married) couple without C. ","112","0.317539471066287","0.269384791815769","0.365694150316805"
"No worries","2004","Other degree","1-pers.-HH","39","0.43442166568349","0.336780576746509","0.532062754620471"
"No worries","2004","Other degree","Couple + C. GT 16 ","52","0.268435115498097","0.207624542362397","0.329245688633797"
"No worries","2004","Other degree","Couple + C. LE 16 ","71","0.273520550896119","0.217702881795297","0.329338219996941"
"No worries","2004","Other degree","Couple + C. LE and GT 16","31","0.239539420621739","0.168070922140307","0.311007919103171"
"No worries","2004","Other degree","Single parent ","24","","",""
"No worries","2004","secondary school degree","(Married) couple without C. ","313","0.156236515270488","0.139696095889358","0.172776934651617"
"No worries","2004","secondary school degree","1-pers.-HH","160","0.212888638800994","0.183494259920413","0.242283017681575"
"No worries","2004","secondary school degree","Couple + C. GT 16 ","239","0.175548745889945","0.153888156338371","0.197209335441519"
"No worries","2004","secondary school degree","Couple + C. LE 16 ","283","0.184323254485612","0.16458207511219","0.204064433859034"
"No worries","2004","secondary school degree","Couple + C. LE and GT 16","100","0.174807725828214","0.142069080312718","0.20754637134371"
"No worries","2004","secondary school degree","Single parent ","80","0.214075984328271","0.171467376281771","0.256684592374771"
"Some worries","2004","college entrance qualification","(Married) couple without C. ","774","0.444054811802998","0.420641690374594","0.467467933231401"
"Some worries","2004","college entrance qualification","1-pers.-HH","334","0.381606453526504","0.347294688580689","0.415918218472318"
"Some worries","2004","college entrance qualification","Couple + C. GT 16 ","474","0.435864461133944","0.405176708537467","0.466552213730421"
"Some worries","2004","college entrance qualification","Couple + C. LE 16 ","556","0.450682670962873","0.422831084671188","0.478534257254559"
"Some worries","2004","college entrance qualification","Couple + C. LE and GT 16","141","0.420453265753114","0.367671787564342","0.473234743941886"
"Some worries","2004","college entrance qualification","Single parent ","80","0.358996533286574","0.289303765327609","0.428689301245539"
"Some worries","2004","lower secondary degree","(Married) couple without C. ","1450","0.437431552357935","0.420165513727893","0.454697590987976"
"Some worries","2004","lower secondary degree","1-pers.-HH","556","0.45860954777458","0.430808103789742","0.486410991759418"
"Some worries","2004","lower secondary degree","Couple + C. GT 16 ","495","0.463192327907199","0.433216478760076","0.493168177054321"
"Some worries","2004","lower secondary degree","Couple + C. LE 16 ","462","0.464133106769778","0.433735628351029","0.494530585188528"
"Some worries","2004","lower secondary degree","Couple + C. LE and GT 16","186","0.43692620429787","0.389546347103729","0.48430606149201"
"Some worries","2004","lower secondary degree","Single parent ","184","0.452538415570582","0.401545235179958","0.503531595961206"
"Some worries","2004","no degree/no degree yet","(Married) couple without C. ","27","","",""
"Some worries","2004","no degree/no degree yet","1-pers.-HH","8","","",""
"Some worries","2004","no degree/no degree yet","Couple + C. GT 16 ","149","0.404658688171832","0.351862022748609","0.457455353595056"
"Some worries","2004","no degree/no degree yet","Couple + C. LE 16 ","17","","",""
"Some worries","2004","no degree/no degree yet","Couple + C. LE and GT 16","122","0.48474282315558","0.427420420686864","0.542065225624295"
"Some worries","2004","no degree/no degree yet","Single parent ","39","0.341213995257572","0.245368928459568","0.437059062055576"
"Some worries","2004","Other degree","(Married) couple without C. ","171","0.465937327502407","0.414336017019694","0.517538637985121"
"Some worries","2004","Other degree","1-pers.-HH","38","0.378284477906386","0.282755394763512","0.47381356104926"
"Some worries","2004","Other degree","Couple + C. GT 16 ","101","0.451248454188208","0.382962914019392","0.519533994357024"
"Some worries","2004","Other degree","Couple + C. LE 16 ","130","0.562626554459768","0.50051085675233","0.624742252167206"
"Some worries","2004","Other degree","Couple + C. LE and GT 16","77","0.525920192364118","0.442307259137135","0.609533125591101"
"Some worries","2004","Other degree","Single parent ","30","0.402467154685485","0.278382356449221","0.52655195292175"
"Some worries","2004","secondary school degree","(Married) couple without C. ","818","0.445996874808031","0.423352157848395","0.468641591767666"
"Some worries","2004","secondary school degree","1-pers.-HH","331","0.442693738127341","0.40702657192377","0.478360904330913"
"Some worries","2004","secondary school degree","Couple + C. GT 16 ","528","0.453921308293848","0.425574327062331","0.482268289525365"
"Some worries","2004","secondary school degree","Couple + C. LE 16 ","694","0.475122603291851","0.4496979071936","0.500547299390103"
"Some worries","2004","secondary school degree","Couple + C. LE and GT 16","245","0.448006963642979","0.40514105823995","0.490872869046007"
"Some worries","2004","secondary school degree","Single parent ","148","0.401789596122794","0.350862440995159","0.452716751250428"
"Big worries","2005","college entrance qualification","(Married) couple without C. ","436","0.236327421235545","0.216297147783498","0.256357694687592"
"Big worries","2005","college entrance qualification","1-pers.-HH","162","0.206890756538283","0.178535922527492","0.235245590549074"
"Big worries","2005","college entrance qualification","Couple + C. GT 16 ","208","0.241841129583222","0.213772285815137","0.269909973351307"
"Big worries","2005","college entrance qualification","Couple + C. LE 16 ","226","0.205204226444882","0.181812284744783","0.228596168144981"
"Big worries","2005","college entrance qualification","Couple + C. LE and GT 16","80","0.242204126610279","0.196189822186785","0.288218431033774"
"Big worries","2005","college entrance qualification","Single parent ","38","0.25152320219898","0.189335360333082","0.313711044064878"
"Big worries","2005","lower secondary degree","(Married) couple without C. ","1474","0.502943768413328","0.485043184543203","0.520844352283453"
"Big worries","2005","lower secondary degree","1-pers.-HH","570","0.462654119727086","0.434789654408624","0.490518585045548"
"Big worries","2005","lower secondary degree","Couple + C. GT 16 ","459","0.49318283336454","0.461720432663532","0.524645234065548"
"Big worries","2005","lower secondary degree","Couple + C. LE 16 ","433","0.471951868071258","0.439867593318921","0.504036142823595"
"Big worries","2005","lower secondary degree","Couple + C. LE and GT 16","181","0.52272712568449","0.473091421791997","0.572362829576984"
"Big worries","2005","lower secondary degree","Single parent ","138","0.422389187146651","0.37019250201028","0.474585872283023"
"Big worries","2005","no degree/no degree yet","(Married) couple without C. ","22","","",""
"Big worries","2005","no degree/no degree yet","1-pers.-HH","13","","",""
"Big worries","2005","no degree/no degree yet","Couple + C. GT 16 ","61","0.248431358515481","0.199937615785297","0.296925101245664"
"Big worries","2005","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"Big worries","2005","no degree/no degree yet","Couple + C. LE and GT 16","60","0.260308333707761","0.208726700129227","0.311889967286295"
"Big worries","2005","no degree/no degree yet","Single parent ","27","","",""
"Big worries","2005","Other degree","(Married) couple without C. ","86","0.231751298443756","0.187291033425054","0.276211563462458"
"Big worries","2005","Other degree","1-pers.-HH","29","","",""
"Big worries","2005","Other degree","Couple + C. GT 16 ","61","0.284777912123881","0.225005656724555","0.344550167523207"
"Big worries","2005","Other degree","Couple + C. LE 16 ","57","0.276947459531165","0.216424234088297","0.337470684974033"
"Big worries","2005","Other degree","Couple + C. LE and GT 16","29","","",""
"Big worries","2005","Other degree","Single parent ","18","","",""
"Big worries","2005","secondary school degree","(Married) couple without C. ","834","0.4542431742181","0.431209688936463","0.477276659499737"
"Big worries","2005","secondary school degree","1-pers.-HH","294","0.420101744959003","0.385239458097671","0.454964031820335"
"Big worries","2005","secondary school degree","Couple + C. GT 16 ","462","0.432826697870876","0.403639715818099","0.462013679923653"
"Big worries","2005","secondary school degree","Couple + C. LE 16 ","553","0.418397741890301","0.392190172979483","0.444605310801118"
"Big worries","2005","secondary school degree","Couple + C. LE and GT 16","199","0.465509293916947","0.421831219377502","0.509187368456392"
"Big worries","2005","secondary school degree","Single parent ","149","0.466974310475853","0.414481005269224","0.519467615682483"
"No worries","2005","college entrance qualification","(Married) couple without C. ","469","0.266740655090389","0.24588856311316","0.287592747067618"
"No worries","2005","college entrance qualification","1-pers.-HH","284","0.373424335876653","0.339565023829804","0.407283647923502"
"No worries","2005","college entrance qualification","Couple + C. GT 16 ","242","0.237960145875717","0.210046260713725","0.265874031037708"
"No worries","2005","college entrance qualification","Couple + C. LE 16 ","386","0.33784742011912","0.310451575845783","0.365243264392457"
"No worries","2005","college entrance qualification","Couple + C. LE and GT 16","108","0.285359333588721","0.23685663770363","0.333862029473811"
"No worries","2005","college entrance qualification","Single parent ","61","0.28285097043997","0.218298802572315","0.347403138307626"
"No worries","2005","lower secondary degree","(Married) couple without C. ","288","0.0922026294795325","0.0818447504846481","0.102560508474417"
"No worries","2005","lower secondary degree","1-pers.-HH","174","0.146938682849107","0.127152877554098","0.166724488144117"
"No worries","2005","lower secondary degree","Couple + C. GT 16 ","127","0.133946481507353","0.112512628690552","0.155380334324154"
"No worries","2005","lower secondary degree","Couple + C. LE 16 ","116","0.119196336340948","0.0983716903935889","0.140020982288306"
"No worries","2005","lower secondary degree","Couple + C. LE and GT 16","48","0.118155647255356","0.0860784436190382","0.150232850891673"
"No worries","2005","lower secondary degree","Single parent ","56","0.167047922810413","0.127629484222049","0.206466361398777"
"No worries","2005","no degree/no degree yet","(Married) couple without C. ","24","","",""
"No worries","2005","no degree/no degree yet","1-pers.-HH","6","","",""
"No worries","2005","no degree/no degree yet","Couple + C. GT 16 ","106","0.333936185068573","0.281007898820302","0.386864471316844"
"No worries","2005","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"No worries","2005","no degree/no degree yet","Couple + C. LE and GT 16","93","0.276759068826562","0.224167258341462","0.329350879311662"
"No worries","2005","no degree/no degree yet","Single parent ","39","0.322442042940442","0.238107374012192","0.406776711868692"
"No worries","2005","Other degree","(Married) couple without C. ","95","0.337369580495519","0.287550158241355","0.387189002749684"
"No worries","2005","Other degree","1-pers.-HH","26","","",""
"No worries","2005","Other degree","Couple + C. GT 16 ","50","0.241845293926782","0.18513344955195","0.298557138301615"
"No worries","2005","Other degree","Couple + C. LE 16 ","55","0.248463020413262","0.190018405512746","0.306907635313778"
"No worries","2005","Other degree","Couple + C. LE and GT 16","33","0.26450432145501","0.184239444357953","0.344769198552068"
"No worries","2005","Other degree","Single parent ","12","","",""
"No worries","2005","secondary school degree","(Married) couple without C. ","234","0.1281358146637","0.112673462841692","0.143598166485708"
"No worries","2005","secondary school degree","1-pers.-HH","138","0.161387611550483","0.13540286635802","0.187372356742946"
"No worries","2005","secondary school degree","Couple + C. GT 16 ","154","0.124151781321265","0.104726595422872","0.143576967219658"
"No worries","2005","secondary school degree","Couple + C. LE 16 ","190","0.14657466784059","0.127784474330757","0.165364861350424"
"No worries","2005","secondary school degree","Couple + C. LE and GT 16","90","0.165416334462297","0.132881143154275","0.197951525770319"
"No worries","2005","secondary school degree","Single parent ","59","0.159266234064299","0.120765017357361","0.197767450771236"
"Some worries","2005","college entrance qualification","(Married) couple without C. ","823","0.496931923674066","0.473357664706699","0.520506182641433"
"Some worries","2005","college entrance qualification","1-pers.-HH","338","0.419684907585064","0.385140029184236","0.454229785985893"
"Some worries","2005","college entrance qualification","Couple + C. GT 16 ","444","0.520198724541062","0.487449978740413","0.55294747034171"
"Some worries","2005","college entrance qualification","Couple + C. LE 16 ","533","0.456948353435998","0.428094788871837","0.48580191800016"
"Some worries","2005","college entrance qualification","Couple + C. LE and GT 16","145","0.472436539801","0.418815520139841","0.526057559462159"
"Some worries","2005","college entrance qualification","Single parent ","88","0.46562582736105","0.394131999802212","0.537119654919888"
"Some worries","2005","lower secondary degree","(Married) couple without C. ","1235","0.404853602107139","0.387279804190693","0.422427400023586"
"Some worries","2005","lower secondary degree","1-pers.-HH","486","0.390407197423807","0.363144152547935","0.417670242299678"
"Some worries","2005","lower secondary degree","Couple + C. GT 16 ","384","0.372870685128107","0.342439427880388","0.403301942375826"
"Some worries","2005","lower secondary degree","Couple + C. LE 16 ","381","0.408851795587795","0.377255384265526","0.440448206910064"
"Some worries","2005","lower secondary degree","Couple + C. LE and GT 16","160","0.359117227060154","0.311443324032321","0.406791130087987"
"Some worries","2005","lower secondary degree","Single parent ","150","0.410562890042936","0.358577961296102","0.46254781878977"
"Some worries","2005","no degree/no degree yet","(Married) couple without C. ","35","0.474268914966655","0.365526308091253","0.583011521842058"
"Some worries","2005","no degree/no degree yet","1-pers.-HH","18","","",""
"Some worries","2005","no degree/no degree yet","Couple + C. GT 16 ","138","0.417632456415947","0.362285483363641","0.472979429468252"
"Some worries","2005","no degree/no degree yet","Couple + C. LE 16 ","16","","",""
"Some worries","2005","no degree/no degree yet","Couple + C. LE and GT 16","125","0.462932597465678","0.40431891986212","0.521546275069235"
"Some worries","2005","no degree/no degree yet","Single parent ","52","0.472782642799064","0.382701746392472","0.562863539205656"
"Some worries","2005","Other degree","(Married) couple without C. ","165","0.430879121060725","0.378700808978781","0.483057433142669"
"Some worries","2005","Other degree","1-pers.-HH","42","0.463659626047034","0.364420687732293","0.562898564361774"
"Some worries","2005","Other degree","Couple + C. GT 16 ","108","0.473376793949337","0.40724968865418","0.539503899244493"
"Some worries","2005","Other degree","Couple + C. LE 16 ","98","0.474589520055573","0.407051724497456","0.54212731561369"
"Some worries","2005","Other degree","Couple + C. LE and GT 16","54","0.482193764946524","0.391262437858683","0.573125092034365"
"Some worries","2005","Other degree","Single parent ","32","0.387732428521823","0.266452498462578","0.509012358581068"
"Some worries","2005","secondary school degree","(Married) couple without C. ","727","0.4176210111182","0.394806567401248","0.440435454835152"
"Some worries","2005","secondary school degree","1-pers.-HH","338","0.418510643490514","0.383666734794227","0.453354552186801"
"Some worries","2005","secondary school degree","Couple + C. GT 16 ","491","0.443021520807859","0.413759393198821","0.472283648416896"
"Some worries","2005","secondary school degree","Couple + C. LE 16 ","618","0.435027590269109","0.40868908959144","0.461366090946778"
"Some worries","2005","secondary school degree","Couple + C. LE and GT 16","212","0.369074371620756","0.326819648814179","0.411329094427334"
"Some worries","2005","secondary school degree","Single parent ","139","0.373759455459848","0.322855674832949","0.424663236086747"
"Big worries","2006","college entrance qualification","(Married) couple without C. ","419","0.206944142536388","0.188689808948552","0.225198476124223"
"Big worries","2006","college entrance qualification","1-pers.-HH","172","0.218620948462911","0.191235438446901","0.24600645847892"
"Big worries","2006","college entrance qualification","Couple + C. GT 16 ","198","0.227310214408774","0.200273164549519","0.254347264268029"
"Big worries","2006","college entrance qualification","Couple + C. LE 16 ","216","0.169834480673463","0.149240138618543","0.190428822728384"
"Big worries","2006","college entrance qualification","Couple + C. LE and GT 16","57","0.184208625660387","0.141055547507317","0.227361703813457"
"Big worries","2006","college entrance qualification","Single parent ","41","0.200855918882097","0.148737645080002","0.252974192684192"
"Big worries","2006","lower secondary degree","(Married) couple without C. ","1375","0.432204349259929","0.415333244421654","0.449075454098204"
"Big worries","2006","lower secondary degree","1-pers.-HH","508","0.366066010994882","0.340425896013979","0.391706125975784"
"Big worries","2006","lower secondary degree","Couple + C. GT 16 ","452","0.454730223024286","0.424171821831333","0.485288624217239"
"Big worries","2006","lower secondary degree","Couple + C. LE 16 ","381","0.427735019649693","0.395988709237584","0.459481330061803"
"Big worries","2006","lower secondary degree","Couple + C. LE and GT 16","148","0.451856670564915","0.40058927901106","0.50312406211877"
"Big worries","2006","lower secondary degree","Single parent ","122","0.353012091007169","0.303086911863639","0.402937270150699"
"Big worries","2006","no degree/no degree yet","(Married) couple without C. ","29","","",""
"Big worries","2006","no degree/no degree yet","1-pers.-HH","14","","",""
"Big worries","2006","no degree/no degree yet","Couple + C. GT 16 ","40","0.211321350047535","0.156236953785479","0.266405746309591"
"Big worries","2006","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
