"plj0046","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2015","no degree/no degree yet","Couple + C. LE and GT 16","36","0.232582780936991","0.172667726719682","0.2924978351543"
"Big worries","2015","no degree/no degree yet","Single parent ","54","0.340730907988547","0.269274387998519","0.412187427978576"
"Big worries","2015","Other degree","(Married) couple without C. ","212","0.314940075493605","0.279583550687132","0.350296600300077"
"Big worries","2015","Other degree","1-pers.-HH","72","0.297830437151368","0.241591543022846","0.35406933127989"
"Big worries","2015","Other degree","Couple + C. GT 16 ","83","0.287328415947095","0.235864375817834","0.338792456076357"
"Big worries","2015","Other degree","Couple + C. LE 16 ","260","0.284379001746684","0.255945840078876","0.312812163414492"
"Big worries","2015","Other degree","Couple + C. LE and GT 16","87","0.293507564531394","0.241892567784799","0.34512256127799"
"Big worries","2015","Other degree","Single parent ","49","0.2863274371957","0.215841816111441","0.356813058279959"
"Big worries","2015","secondary school degree","(Married) couple without C. ","795","0.39235659157616","0.371722148205167","0.412991034947153"
"Big worries","2015","secondary school degree","1-pers.-HH","335","0.376910671353814","0.34526749519011","0.408553847517518"
"Big worries","2015","secondary school degree","Couple + C. GT 16 ","312","0.392227337637504","0.35936566418682","0.425089011088187"
"Big worries","2015","secondary school degree","Couple + C. LE 16 ","669","0.343967868195806","0.321768701912912","0.3661670344787"
"Big worries","2015","secondary school degree","Couple + C. LE and GT 16","205","0.383415527303709","0.342743758606479","0.424087296000939"
"Big worries","2015","secondary school degree","Single parent ","311","0.449648022799618","0.413733429181404","0.485562616417833"
"No worries","2015","college entrance qualification","(Married) couple without C. ","745","0.390995240671077","0.369468880835318","0.412521600506835"
"No worries","2015","college entrance qualification","1-pers.-HH","430","0.438272640612768","0.40708015903155","0.469465122193986"
"No worries","2015","college entrance qualification","Couple + C. GT 16 ","317","0.428436466604502","0.394230998567124","0.46264193464188"
"No worries","2015","college entrance qualification","Couple + C. LE 16 ","895","0.464690505051724","0.443246312801038","0.48613469730241"
"No worries","2015","college entrance qualification","Couple + C. LE and GT 16","228","0.423873945059624","0.383234193690449","0.4645136964288"
"No worries","2015","college entrance qualification","Single parent ","200","0.311550375427503","0.273827131459252","0.349273619395754"
"No worries","2015","lower secondary degree","(Married) couple without C. ","355","0.136149250988493","0.122586090673788","0.149712411303197"
"No worries","2015","lower secondary degree","1-pers.-HH","194","0.155586787852883","0.134905815469403","0.176267760236362"
"No worries","2015","lower secondary degree","Couple + C. GT 16 ","87","0.117791023568851","0.0919541872986628","0.14362785983904"
"No worries","2015","lower secondary degree","Couple + C. LE 16 ","152","0.139721444701763","0.118114118544835","0.16132877085869"
"No worries","2015","lower secondary degree","Couple + C. LE and GT 16","56","0.16395101146679","0.126175720257353","0.201726302676228"
"No worries","2015","lower secondary degree","Single parent ","67","0.144096193320179","0.113646959168538","0.17454542747182"
"No worries","2015","no degree/no degree yet","(Married) couple without C. ","15","","",""
"No worries","2015","no degree/no degree yet","1-pers.-HH","24","","",""
"No worries","2015","no degree/no degree yet","Couple + C. GT 16 ","58","0.412978074863377","0.329921911515987","0.496034238210766"
"No worries","2015","no degree/no degree yet","Couple + C. LE 16 ","22","","",""
"No worries","2015","no degree/no degree yet","Couple + C. LE and GT 16","80","0.326926537789958","0.260401101899992","0.393451973679924"
"No worries","2015","no degree/no degree yet","Single parent ","56","0.302527510644287","0.233272577120441","0.371782444168133"
"No worries","2015","Other degree","(Married) couple without C. ","157","0.241027606144489","0.208471106099818","0.27358410618916"
"No worries","2015","Other degree","1-pers.-HH","71","0.283860035263745","0.228412491270096","0.339307579257394"
"No worries","2015","Other degree","Couple + C. GT 16 ","86","0.295154564905048","0.24328154116209","0.347027588648006"
"No worries","2015","Other degree","Couple + C. LE 16 ","256","0.266150238722881","0.238295322112253","0.294005155333508"
"No worries","2015","Other degree","Couple + C. LE and GT 16","77","0.312420238650061","0.259885857676712","0.364954619623411"
"No worries","2015","Other degree","Single parent ","42","0.29307294914351","0.222099695516173","0.364046202770846"
"No worries","2015","secondary school degree","(Married) couple without C. ","400","0.176159783082328","0.160060639872275","0.192258926292381"
"No worries","2015","secondary school degree","1-pers.-HH","204","0.228280743291015","0.200874468797898","0.255687017784132"
"No worries","2015","secondary school degree","Couple + C. GT 16 ","154","0.175503618338711","0.149900811523883","0.201106425153539"
"No worries","2015","secondary school degree","Couple + C. LE 16 ","350","0.209421905584488","0.190406805610243","0.228437005558734"
"No worries","2015","secondary school degree","Couple + C. LE and GT 16","105","0.17962286070414","0.147512181040631","0.211733540367648"
"No worries","2015","secondary school degree","Single parent ","137","0.193077366602605","0.164580574167998","0.221574159037211"
"Some worries","2015","college entrance qualification","(Married) couple without C. ","849","0.421373301530625","0.399590824806231","0.44315577825502"
"Some worries","2015","college entrance qualification","1-pers.-HH","380","0.384196540650054","0.353618282290446","0.414774799009661"
"Some worries","2015","college entrance qualification","Couple + C. GT 16 ","336","0.377269770513829","0.34376581797468","0.410773723052978"
"Some worries","2015","college entrance qualification","Couple + C. LE 16 ","879","0.394730994825916","0.373714990388876","0.415746999262955"
"Some worries","2015","college entrance qualification","Couple + C. LE and GT 16","228","0.410067549695112","0.369619017381245","0.450516082008978"
"Some worries","2015","college entrance qualification","Single parent ","242","0.459914663635108","0.419319094868972","0.500510232401243"
"Some worries","2015","lower secondary degree","(Married) couple without C. ","1098","0.430457365297783","0.410875137365153","0.450039593230413"
"Some worries","2015","lower secondary degree","1-pers.-HH","522","0.449324581846135","0.420943102945909","0.47770606074636"
"Some worries","2015","lower secondary degree","Couple + C. GT 16 ","265","0.442590933935125","0.402781521301671","0.482400346568578"
"Some worries","2015","lower secondary degree","Couple + C. LE 16 ","380","0.416898772764117","0.386170564949437","0.447626980578798"
"Some worries","2015","lower secondary degree","Couple + C. LE and GT 16","155","0.457180308471907","0.406351905655848","0.508008711287966"
"Some worries","2015","lower secondary degree","Single parent ","215","0.457643645859359","0.414447626646931","0.500839665071787"
"Some worries","2015","no degree/no degree yet","(Married) couple without C. ","30","0.272652990527918","0.17626628724172","0.369039693814117"
"Some worries","2015","no degree/no degree yet","1-pers.-HH","23","","",""
"Some worries","2015","no degree/no degree yet","Couple + C. GT 16 ","48","0.376767324316721","0.295025762810975","0.458508885822468"
"Some worries","2015","no degree/no degree yet","Couple + C. LE 16 ","51","0.314283236973233","0.235973782471064","0.392592691475402"
"Some worries","2015","no degree/no degree yet","Couple + C. LE and GT 16","75","0.440490681273051","0.37008569274104","0.510895669805062"
"Some worries","2015","no degree/no degree yet","Single parent ","59","0.356741581367166","0.284518777525282","0.428964385209049"
"Some worries","2015","Other degree","(Married) couple without C. ","294","0.444032318361906","0.40621215585036","0.481852480873453"
"Some worries","2015","Other degree","1-pers.-HH","111","0.418309527584887","0.357646219972893","0.478972835196881"
"Some worries","2015","Other degree","Couple + C. GT 16 ","128","0.417517019147857","0.361431779716031","0.473602258579682"
"Some worries","2015","Other degree","Couple + C. LE 16 ","451","0.449470759530435","0.418118000017778","0.480823519043092"
"Some worries","2015","Other degree","Couple + C. LE and GT 16","135","0.394072196818544","0.338684815217195","0.449459578419894"
"Some worries","2015","Other degree","Single parent ","67","0.42059961366079","0.343625734721076","0.497573492600504"
"Some worries","2015","secondary school degree","(Married) couple without C. ","956","0.431483625341512","0.410553032269849","0.452414218413175"
"Some worries","2015","secondary school degree","1-pers.-HH","362","0.394808585355171","0.362891342451382","0.426725828258959"
"Some worries","2015","secondary school degree","Couple + C. GT 16 ","382","0.432269044023786","0.398926516352992","0.46561157169458"
"Some worries","2015","secondary school degree","Couple + C. LE 16 ","740","0.446610226219706","0.423377773202588","0.469842679236824"
"Some worries","2015","secondary school degree","Couple + C. LE and GT 16","239","0.436961611992151","0.395470739803892","0.47845248418041"
"Some worries","2015","secondary school degree","Single parent ","289","0.357274610597777","0.322678430249681","0.391870790945873"
"Big worries","2016","college entrance qualification","(Married) couple without C. ","607","0.294199715502035","0.273974515539481","0.31442491546459"
"Big worries","2016","college entrance qualification","1-pers.-HH","270","0.276629541969027","0.248376539298106","0.304882544639948"
"Big worries","2016","college entrance qualification","Couple + C. GT 16 ","265","0.370875938375916","0.336846084238798","0.404905792513033"
"Big worries","2016","college entrance qualification","Couple + C. LE 16 ","523","0.270587787633361","0.250616887329319","0.290558687937404"
"Big worries","2016","college entrance qualification","Couple + C. LE and GT 16","116","0.237460169610764","0.201402483516942","0.273517855704586"
"Big worries","2016","college entrance qualification","Single parent ","151","0.262180422394497","0.225556198908916","0.298804645880078"
"Big worries","2016","lower secondary degree","(Married) couple without C. ","1355","0.608633828009257","0.588613793538691","0.628653862479823"
"Big worries","2016","lower secondary degree","1-pers.-HH","684","0.578649999914046","0.549834708298856","0.607465291529236"
"Big worries","2016","lower secondary degree","Couple + C. GT 16 ","358","0.599160474339022","0.559481893487334","0.63883905519071"
"Big worries","2016","lower secondary degree","Couple + C. LE 16 ","526","0.57399523401799","0.541598745032832","0.606391723003147"
"Big worries","2016","lower secondary degree","Couple + C. LE and GT 16","171","0.514541643949598","0.460454079653623","0.568629208245572"
"Big worries","2016","lower secondary degree","Single parent ","284","0.614252894334511","0.569769889213992","0.65873589945503"
"Big worries","2016","no degree/no degree yet","(Married) couple without C. ","38","0.456515990051128","0.342252353070943","0.570779627031312"
"Big worries","2016","no degree/no degree yet","1-pers.-HH","21","","",""
"Big worries","2016","no degree/no degree yet","Couple + C. GT 16 ","50","0.323464318076373","0.247322606783429","0.399606029369316"
"Big worries","2016","no degree/no degree yet","Couple + C. LE 16 ","92","0.629986272272607","0.553232318090662","0.706740226454552"
"Big worries","2016","no degree/no degree yet","Couple + C. LE and GT 16","58","0.26618662418058","0.205538282074018","0.326834966287141"
"Big worries","2016","no degree/no degree yet","Single parent ","51","0.352266359973204","0.271688631727844","0.432844088218564"
"Big worries","2016","Other degree","(Married) couple without C. ","372","0.439942143157888","0.405779466218237","0.47410482009754"
"Big worries","2016","Other degree","1-pers.-HH","138","0.416642390628227","0.364392642790991","0.468892138465464"
"Big worries","2016","Other degree","Couple + C. GT 16 ","136","0.456117014679256","0.398891136046488","0.513342893312024"
"Big worries","2016","Other degree","Couple + C. LE 16 ","439","0.373453386312485","0.345580861805947","0.401325910819023"
"Big worries","2016","Other degree","Couple + C. LE and GT 16","124","0.389483522197021","0.334757811437534","0.444209232956508"
"Big worries","2016","Other degree","Single parent ","80","0.466252748846259","0.391262955178831","0.541242542513688"
"Big worries","2016","secondary school degree","(Married) couple without C. ","1130","0.536095967927464","0.514756642174769","0.557435293680159"
"Big worries","2016","secondary school degree","1-pers.-HH","461","0.526962051538126","0.493747691404901","0.560176411671351"
"Big worries","2016","secondary school degree","Couple + C. GT 16 ","384","0.538618032402611","0.50319982999092","0.574036234814301"
"Big worries","2016","secondary school degree","Couple + C. LE 16 ","782","0.511463287056387","0.486465111201247","0.536461462911527"
"Big worries","2016","secondary school degree","Couple + C. LE and GT 16","237","0.433636377749449","0.391914967763442","0.475357787735455"
"Big worries","2016","secondary school degree","Single parent ","340","0.530433662675639","0.492473499743725","0.568393825607553"
"No worries","2016","college entrance qualification","(Married) couple without C. ","431","0.221326747585611","0.202900989506382","0.239752505664839"
"No worries","2016","college entrance qualification","1-pers.-HH","255","0.263476201769509","0.235653516913871","0.291298886625146"
"No worries","2016","college entrance qualification","Couple + C. GT 16 ","167","0.207726275495465","0.179146359080733","0.236306191910196"
"No worries","2016","college entrance qualification","Couple + C. LE 16 ","476","0.250033328575466","0.230567317519731","0.2694993396312"
"No worries","2016","college entrance qualification","Couple + C. LE and GT 16","183","0.288290496585948","0.249907600025759","0.326673393146137"
"No worries","2016","college entrance qualification","Single parent ","148","0.240376373319425","0.204793719946104","0.275959026692746"
"No worries","2016","lower secondary degree","(Married) couple without C. ","183","0.0732462587958552","0.0625589087848549","0.0839336088068556"
"No worries","2016","lower secondary degree","1-pers.-HH","102","0.0921884824066358","0.0753062560774369","0.109070708735835"
"No worries","2016","lower secondary degree","Couple + C. GT 16 ","51","0.065055496389434","0.0450875134515116","0.0850234793273564"
"No worries","2016","lower secondary degree","Couple + C. LE 16 ","103","0.102687200710195","0.0828003202983154","0.122574081122075"
"No worries","2016","lower secondary degree","Couple + C. LE and GT 16","43","0.161180103484569","0.121387601563586","0.200972605405551"
"No worries","2016","lower secondary degree","Single parent ","43","0.0927806138581788","0.0662679139009327","0.119293313815425"
"No worries","2016","no degree/no degree yet","(Married) couple without C. ","7","","",""
"No worries","2016","no degree/no degree yet","1-pers.-HH","12","","",""
"No worries","2016","no degree/no degree yet","Couple + C. GT 16 ","37","0.231282951512177","0.162652136418695","0.299913766605658"
"No worries","2016","no degree/no degree yet","Couple + C. LE 16 ","20","","",""
"No worries","2016","no degree/no degree yet","Couple + C. LE and GT 16","51","0.243334376171289","0.184451808131817","0.302216944210761"
"No worries","2016","no degree/no degree yet","Single parent ","31","0.335320787679653","0.255683310458317","0.41495826490099"
"No worries","2016","Other degree","(Married) couple without C. ","117","0.145002002637598","0.120769000933871","0.169235004341324"
"No worries","2016","Other degree","1-pers.-HH","69","0.207896502401188","0.164888467948921","0.250904536853455"
"No worries","2016","Other degree","Couple + C. GT 16 ","44","0.147778869759339","0.107004813681847","0.188552925836831"
"No worries","2016","Other degree","Couple + C. LE 16 ","193","0.178817369267658","0.156737009790375","0.20089772874494"
"No worries","2016","Other degree","Couple + C. LE and GT 16","47","0.183473789257471","0.140035746174297","0.226911832340646"
"No worries","2016","Other degree","Single parent ","24","","",""
"No worries","2016","secondary school degree","(Married) couple without C. ","203","0.108564783326854","0.0952530463587429","0.121876520294965"
"No worries","2016","secondary school degree","1-pers.-HH","106","0.111737289284635","0.0907788948497299","0.13269568371954"
"No worries","2016","secondary school degree","Couple + C. GT 16 ","81","0.0946792123077078","0.0738782068954093","0.115480217720006"
"No worries","2016","secondary school degree","Couple + C. LE 16 ","182","0.119886680048253","0.103642146441438","0.136131213655068"
"No worries","2016","secondary school degree","Couple + C. LE and GT 16","96","0.170119018102343","0.138486571215566","0.20175146498912"
"No worries","2016","secondary school degree","Single parent ","88","0.112900770101213","0.088829522252985","0.136972017949441"
"Some worries","2016","college entrance qualification","(Married) couple without C. ","912","0.484473536912354","0.462292017223381","0.506655056601327"
"Some worries","2016","college entrance qualification","1-pers.-HH","438","0.459894256261465","0.428416531171623","0.491371981351306"
"Some worries","2016","college entrance qualification","Couple + C. GT 16 ","342","0.421397786128619","0.386611042141135","0.456184530116103"
"Some worries","2016","college entrance qualification","Couple + C. LE 16 ","902","0.479378883791173","0.456921592511929","0.501836175070417"
"Some worries","2016","college entrance qualification","Couple + C. LE and GT 16","236","0.474249333803288","0.431937243529499","0.516561424077076"
"Some worries","2016","college entrance qualification","Single parent ","255","0.497443204286078","0.455808303434712","0.539078105137444"
"Some worries","2016","lower secondary degree","(Married) couple without C. ","745","0.318119913194887","0.299015022082039","0.337224804307736"
"Some worries","2016","lower secondary degree","1-pers.-HH","342","0.329161517679318","0.301739017177363","0.356584018181273"
"Some worries","2016","lower secondary degree","Couple + C. GT 16 ","177","0.335784029271544","0.297547016335182","0.374021042207906"
"Some worries","2016","lower secondary degree","Couple + C. LE 16 ","266","0.323317565271815","0.292673690786569","0.353961439757062"
"Some worries","2016","lower secondary degree","Couple + C. LE and GT 16","114","0.324278252565834","0.273619553886044","0.374936951245623"
"Some worries","2016","lower secondary degree","Single parent ","133","0.292966491807311","0.251375608043671","0.33455737557095"
"Some worries","2016","no degree/no degree yet","(Married) couple without C. ","28","","",""
"Some worries","2016","no degree/no degree yet","1-pers.-HH","17","","",""
"Some worries","2016","no degree/no degree yet","Couple + C. GT 16 ","58","0.44525273041145","0.364358979714743","0.526146481108158"
"Some worries","2016","no degree/no degree yet","Couple + C. LE 16 ","40","0.273663008834748","0.202786318881503","0.344539698787992"
"Some worries","2016","no degree/no degree yet","Couple + C. LE and GT 16","95","0.490478999648131","0.421878976815678","0.559079022480584"
"Some worries","2016","no degree/no degree yet","Single parent ","53","0.312412852347142","0.234230356956725","0.39059534773756"
"Some worries","2016","Other degree","(Married) couple without C. ","322","0.415055854204514","0.381144265580321","0.448967442828707"
"Some worries","2016","Other degree","1-pers.-HH","135","0.375461106970584","0.324139852832675","0.426782361108494"
"Some worries","2016","Other degree","Couple + C. GT 16 ","111","0.396104115561404","0.339910456929407","0.452297774193401"
"Some worries","2016","Other degree","Couple + C. LE 16 ","525","0.447729244419857","0.4190765699321","0.476381918907614"
"Some worries","2016","Other degree","Couple + C. LE and GT 16","134","0.427042688545508","0.371529656369594","0.482555720721421"
"Some worries","2016","Other degree","Single parent ","66","0.388769418447556","0.315491653343724","0.462047183551387"
"Some worries","2016","secondary school degree","(Married) couple without C. ","765","0.355339248745682","0.334859126058041","0.375819371433323"
"Some worries","2016","secondary school degree","1-pers.-HH","301","0.361300659177239","0.32934330327304","0.393258015081438"
"Some worries","2016","secondary school degree","Couple + C. GT 16 ","296","0.366702755289682","0.332464104029994","0.400941406549369"
"Some worries","2016","secondary school degree","Couple + C. LE 16 ","572","0.36865003289536","0.344523511850971","0.392776553939749"
"Some worries","2016","secondary school degree","Couple + C. LE and GT 16","209","0.396244604148208","0.355067041087876","0.43742216720854"
"Some worries","2016","secondary school degree","Single parent ","236","0.356665567223148","0.320231048118306","0.393100086327989"
"Big worries","2017","college entrance qualification","(Married) couple without C. ","555","0.226482204596268","0.209365514406179","0.243598894786357"
"Big worries","2017","college entrance qualification","1-pers.-HH","239","0.204350756572451","0.181304872007902","0.227396641136999"
"Big worries","2017","college entrance qualification","Couple + C. GT 16 ","219","0.242622223309521","0.215659730394319","0.269584716224724"
"Big worries","2017","college entrance qualification","Couple + C. LE 16 ","443","0.214333947037448","0.196799595937399","0.231868298137497"
"Big worries","2017","college entrance qualification","Couple + C. LE and GT 16","112","0.192177905473482","0.160807410553638","0.223548400393326"
"Big worries","2017","college entrance qualification","Single parent ","128","0.213659403022594","0.181131989736938","0.24618681630825"
"Big worries","2017","lower secondary degree","(Married) couple without C. ","1242","0.537280091614551","0.517252539974374","0.557307643254729"
"Big worries","2017","lower secondary degree","1-pers.-HH","588","0.477894048400376","0.449357266733556","0.506430830067195"
"Big worries","2017","lower secondary degree","Couple + C. GT 16 ","321","0.512801565661771","0.474376110024982","0.55122702129856"
"Big worries","2017","lower secondary degree","Couple + C. LE 16 ","436","0.518997887791368","0.485249865119412","0.552745910463324"
"Big worries","2017","lower secondary degree","Couple + C. LE and GT 16","178","0.493750985214108","0.441146904344019","0.546355066084198"
"Big worries","2017","lower secondary degree","Single parent ","235","0.488888241949273","0.443404955994666","0.53437152790388"
"Big worries","2017","no degree/no degree yet","(Married) couple without C. ","49","0.415987038004137","0.318895442914405","0.513078633093869"
"Big worries","2017","no degree/no degree yet","1-pers.-HH","18","","",""
"Big worries","2017","no degree/no degree yet","Couple + C. GT 16 ","42","0.263140172222858","0.199858545254169","0.326421799191547"
"Big worries","2017","no degree/no degree yet","Couple + C. LE 16 ","70","0.474409304885922","0.39449898029232","0.554319629479523"
"Big worries","2017","no degree/no degree yet","Couple + C. LE and GT 16","51","0.167071920409772","0.11843687167699","0.215706969142555"
"Big worries","2017","no degree/no degree yet","Single parent ","49","0.344568405910855","0.271836062623177","0.417300749198532"
"Big worries","2017","Other degree","(Married) couple without C. ","329","0.362416003584402","0.328681589076108","0.396150418092696"
"Big worries","2017","Other degree","1-pers.-HH","122","0.327099616843183","0.276785452600986","0.37741378108538"
"Big worries","2017","Other degree","Couple + C. GT 16 ","120","0.414492913951208","0.361660617252041","0.467325210650374"
"Big worries","2017","Other degree","Couple + C. LE 16 ","381","0.297134762168177","0.270079261319334","0.32419026301702"
"Big worries","2017","Other degree","Couple + C. LE and GT 16","104","0.443877677524561","0.384941280305153","0.502814074743969"
"Big worries","2017","Other degree","Single parent ","51","0.28352470895799","0.211873691395044","0.355175726520935"
"Big worries","2017","secondary school degree","(Married) couple without C. ","1193","0.463505817612941","0.444078532152422","0.482933103073459"
"Big worries","2017","secondary school degree","1-pers.-HH","454","0.430227020650647","0.399990678927275","0.460463362374019"
"Big worries","2017","secondary school degree","Couple + C. GT 16 ","351","0.366689336192097","0.335170696669318","0.398207975714877"
"Big worries","2017","secondary school degree","Couple + C. LE 16 ","677","0.459294175405643","0.434989612193317","0.483598738617969"
"Big worries","2017","secondary school degree","Couple + C. LE and GT 16","234","0.359890721873888","0.322351898532441","0.397429545215336"
"Big worries","2017","secondary school degree","Single parent ","306","0.486001699094709","0.448380470033301","0.523622928156117"
"No worries","2017","college entrance qualification","(Married) couple without C. ","640","0.291418695549386","0.272835468072626","0.310001923026145"
"No worries","2017","college entrance qualification","1-pers.-HH","392","0.334930297154125","0.307955683724918","0.361904910583332"
"No worries","2017","college entrance qualification","Couple + C. GT 16 ","282","0.296580829826793","0.267852054428591","0.325309605224996"
"No worries","2017","college entrance qualification","Couple + C. LE 16 ","675","0.325516333205046","0.3054947998813","0.345537866528792"
"No worries","2017","college entrance qualification","Couple + C. LE and GT 16","196","0.294581856626551","0.258287584661409","0.330876128591693"
"No worries","2017","college entrance qualification","Single parent ","173","0.259162548968411","0.224390461829435","0.293934636107388"
"No worries","2017","lower secondary degree","(Married) couple without C. ","212","0.0839547531829298","0.0728156686256728","0.0950938377401868"
"No worries","2017","lower secondary degree","1-pers.-HH","139","0.116770476635723","0.0984235563145176","0.135117396956928"
"No worries","2017","lower secondary degree","Couple + C. GT 16 ","86","0.0965521271171057","0.0738470027241722","0.119257251510039"
"No worries","2017","lower secondary degree","Couple + C. LE 16 ","88","0.070886748463526","0.0535523450118188","0.0882211519152332"
"No worries","2017","lower secondary degree","Couple + C. LE and GT 16","39","0.0800395445427574","0.0514886159563707","0.108590473129144"
"No worries","2017","lower secondary degree","Single parent ","58","0.141755360808114","0.110018468636591","0.173492252979637"
"No worries","2017","no degree/no degree yet","(Married) couple without C. ","15","","",""
"No worries","2017","no degree/no degree yet","1-pers.-HH","18","","",""
"No worries","2017","no degree/no degree yet","Couple + C. GT 16 ","64","0.292850149102919","0.227451305255666","0.358248992950172"
"No worries","2017","no degree/no degree yet","Couple + C. LE 16 ","25","","",""
"No worries","2017","no degree/no degree yet","Couple + C. LE and GT 16","83","0.348428672321956","0.286308622272404","0.410548722371508"
"No worries","2017","no degree/no degree yet","Single parent ","50","0.270631475591078","0.202634620213028","0.338628330969127"
"No worries","2017","Other degree","(Married) couple without C. ","120","0.169590637061921","0.143254756490163","0.195926517633679"
"No worries","2017","Other degree","1-pers.-HH","77","0.254872052187752","0.208136068073688","0.301608036301816"
"No worries","2017","Other degree","Couple + C. GT 16 ","63","0.146922751006669","0.108955114481274","0.184890387532063"
"No worries","2017","Other degree","Couple + C. LE 16 ","215","0.252909325143904","0.227175052778866","0.278643597508941"
"No worries","2017","Other degree","Couple + C. LE and GT 16","45","0.161422266206756","0.117778707998729","0.205065824414782"
"No worries","2017","Other degree","Single parent ","25","","",""
"No worries","2017","secondary school degree","(Married) couple without C. ","323","0.135039550834663","0.121724873828304","0.148354227841021"
"No worries","2017","secondary school degree","1-pers.-HH","154","0.151174755224235","0.129298234141881","0.173051276306589"
"No worries","2017","secondary school degree","Couple + C. GT 16 ","135","0.163685242319708","0.139486122733267","0.187884361906149"
"No worries","2017","secondary school degree","Couple + C. LE 16 ","246","0.153615528279829","0.136029683704628","0.17120137285503"
"No worries","2017","secondary school degree","Couple + C. LE and GT 16","142","0.21550218742675","0.183344117219456","0.247660257634043"
"No worries","2017","secondary school degree","Single parent ","112","0.149364377919558","0.122533891627185","0.176194864211932"
"Some worries","2017","college entrance qualification","(Married) couple without C. ","1102","0.482099099854346","0.461664831774628","0.502533367934065"
"Some worries","2017","college entrance qualification","1-pers.-HH","545","0.460718946273425","0.432230415795886","0.489207476750963"
"Some worries","2017","college entrance qualification","Couple + C. GT 16 ","470","0.460796946863685","0.429444644140658","0.492149249586713"
"Some worries","2017","college entrance qualification","Couple + C. LE 16 ","986","0.460149719757506","0.438853061114429","0.481446378400583"
"Some worries","2017","college entrance qualification","Couple + C. LE and GT 16","298","0.513240237899967","0.473445150502648","0.553035325297286"
"Some worries","2017","college entrance qualification","Single parent ","309","0.527178048008995","0.487558396777635","0.566797699240354"
"Some worries","2017","lower secondary degree","(Married) couple without C. ","927","0.378765155202519","0.359281012291895","0.398249298113142"
"Some worries","2017","lower secondary degree","1-pers.-HH","450","0.405335474963901","0.377287392045468","0.433383557882335"
"Some worries","2017","lower secondary degree","Couple + C. GT 16 ","243","0.390646307221124","0.353138817577621","0.428153796864626"
"Some worries","2017","lower secondary degree","Couple + C. LE 16 ","318","0.410115363745106","0.376893146997173","0.443337580493038"
"Some worries","2017","lower secondary degree","Couple + C. LE and GT 16","130","0.426209470243134","0.374177342076125","0.478241598410144"
"Some worries","2017","lower secondary degree","Single parent ","171","0.369356397242613","0.325442304903477","0.413270489581749"
"Some worries","2017","no degree/no degree yet","(Married) couple without C. ","35","0.367829482869239","0.272841015420932","0.462817950317546"
"Some worries","2017","no degree/no degree yet","1-pers.-HH","24","","",""
"Some worries","2017","no degree/no degree yet","Couple + C. GT 16 ","80","0.444009678674223","0.372605857576146","0.515413499772301"
"Some worries","2017","no degree/no degree yet","Couple + C. LE 16 ","55","0.274607343824333","0.203183188598163","0.346031499050504"
"Some worries","2017","no degree/no degree yet","Couple + C. LE and GT 16","92","0.484499407268271","0.419343307298306","0.549655507238237"
"Some worries","2017","no degree/no degree yet","Single parent ","65","0.384800118498068","0.310335171089293","0.459265065906843"
"Some worries","2017","Other degree","(Married) couple without C. ","331","0.467993359353677","0.432976341173382","0.503010377533971"
"Some worries","2017","Other degree","1-pers.-HH","135","0.418028330969065","0.365131623877179","0.470925038060951"
"Some worries","2017","Other degree","Couple + C. GT 16 ","151","0.438584335042124","0.385368157217184","0.491800512867063"
"Some worries","2017","Other degree","Couple + C. LE 16 ","500","0.449955912687919","0.420503115572295","0.479408709803544"
"Some worries","2017","Other degree","Couple + C. LE and GT 16","124","0.394700056268683","0.336719059332483","0.452681053204883"
"Some worries","2017","Other degree","Single parent ","76","0.508623830596831","0.429148618715837","0.588099042477825"
"Some worries","2017","secondary school degree","(Married) couple without C. ","1015","0.401454631552397","0.382357471316791","0.420551791788003"
"Some worries","2017","secondary school degree","1-pers.-HH","422","0.418598224125118","0.3884704985777","0.448725949672536"
"Some worries","2017","secondary school degree","Couple + C. GT 16 ","412","0.469625421488195","0.436983398114301","0.502267444862088"
"Some worries","2017","secondary school degree","Couple + C. LE 16 ","692","0.387090296314528","0.363334684578033","0.410845908051022"
"Some worries","2017","secondary school degree","Couple + C. LE and GT 16","252","0.424607090699362","0.385948666865239","0.463265514533485"
"Some worries","2017","secondary school degree","Single parent ","260","0.364633922985733","0.328403467761867","0.400864378209599"
"Big worries","2018","college entrance qualification","(Married) couple without C. ","401","0.18184753785522","0.165806050059408","0.197889025651031"
"Big worries","2018","college entrance qualification","1-pers.-HH","176","0.145669605869856","0.126010641187242","0.165328570552471"
"Big worries","2018","college entrance qualification","Couple + C. GT 16 ","131","0.174749740769412","0.149842623452021","0.199656858086804"
"Big worries","2018","college entrance qualification","Couple + C. LE 16 ","269","0.137503971339019","0.122131958129076","0.152875984548962"
"Big worries","2018","college entrance qualification","Couple + C. LE and GT 16","84","0.163400767397791","0.134575368315806","0.192226166479777"
"Big worries","2018","college entrance qualification","Single parent ","99","0.160366089776613","0.131053708545566","0.189678471007659"
"Big worries","2018","lower secondary degree","(Married) couple without C. ","988","0.457537494169411","0.436966006358558","0.478108981980264"
"Big worries","2018","lower secondary degree","1-pers.-HH","515","0.413148937564271","0.385219435351279","0.441078439777263"
"Big worries","2018","lower secondary degree","Couple + C. GT 16 ","249","0.426293298145662","0.386115529576659","0.466471066714666"
