"plj0046","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2014","16-34 y.","Employed","1835","0.376586071594103","0.362581043488944","0.390591099699262","2"
"Some worries","2014","16-34 y.","Not Employed","715","0.368916957798711","0.347467934287606","0.390365981309815","2"
"Some worries","2014","66 and older","Employed","197","0.394294761479587","0.350346423610584","0.43824309934859","2"
"Some worries","2014","66 and older","Not Employed","2121","0.464304146344123","0.449737568267166","0.47887072442108","2"
"Some worries","2014","35-65 y.","Employed","5254","0.413533891585416","0.404947989538986","0.422119793631846","2"
"Some worries","2014","35-65 y.","Not Employed","1223","0.409326822677139","0.39134685092366","0.427306794430617","2"
"Big worries","2015","16-34 y.","Not Employed","440","0.269338121109887","0.247587741491429","0.291088500728345","1"
"Big worries","2015","35-65 y.","Employed","3679","0.314593914713095","0.306257887952878","0.322929941473311","1"
"Big worries","2015","35-65 y.","Not Employed","913","0.401336034122879","0.381850996523192","0.420821071722567","1"
"Big worries","2015","66 and older","Employed","154","0.315818902473162","0.275594092220832","0.356043712725491","1"
"Big worries","2015","66 and older","Not Employed","1418","0.339172863358997","0.325169870872267","0.353175855845728","1"
"Big worries","2015","16-34 y.","Employed","1301","0.306252376081465","0.29216225126117","0.320342500901759","1"
"No worries","2015","16-34 y.","Not Employed","581","0.361637145941929","0.338079601236243","0.385194690647615","3"
"No worries","2015","66 and older","Not Employed","897","0.198241742571619","0.186449792097606","0.210033693045632","3"
"No worries","2015","16-34 y.","Employed","1230","0.323007975240709","0.308713350737746","0.337302599743673","3"
"No worries","2015","35-65 y.","Employed","3100","0.263238007008636","0.255332169801041","0.271143844216232","3"
"No worries","2015","66 and older","Employed","137","0.2520948135389","0.214520190150251","0.28966943692755","3"
"No worries","2015","35-65 y.","Not Employed","547","0.214182657897228","0.197874362554828","0.230490953239628","3"
"Some worries","2015","16-34 y.","Employed","1580","0.370739648677826","0.355974968165357","0.385504329190295","2"
"Some worries","2015","16-34 y.","Not Employed","577","0.369024732948185","0.345365884140693","0.392683581755676","2"
"Some worries","2015","66 and older","Employed","222","0.432086283987938","0.389220000917436","0.47495256705844","2"
"Some worries","2015","66 and older","Not Employed","2076","0.462585394069384","0.447837939626155","0.477332848512613","2"
"Some worries","2015","35-65 y.","Employed","5141","0.422168078278269","0.413301553659638","0.4310346028969","2"
"Some worries","2015","35-65 y.","Not Employed","971","0.384481307979893","0.365143205825009","0.403819410134777","2"
"Big worries","2016","16-34 y.","Not Employed","496","0.324669351198128","0.301051602680776","0.348287099715479","1"
"Big worries","2016","35-65 y.","Employed","5120","0.464670571267004","0.455570056322183","0.473771086211826","1"
"Big worries","2016","35-65 y.","Not Employed","1187","0.520996896440658","0.500611881902004","0.541381910979312","1"
"Big worries","2016","66 and older","Employed","235","0.462720508566034","0.419060005637255","0.506381011494812","1"
"Big worries","2016","66 and older","Not Employed","2188","0.517829720075086","0.502826446478056","0.532832993672116","1"
"Big worries","2016","16-34 y.","Employed","1544","0.371520743521097","0.356648048604926","0.386393438437267","1"
"No worries","2016","16-34 y.","Not Employed","400","0.254952955844144","0.232970232660364","0.276935679027924","3"
"No worries","2016","66 and older","Not Employed","455","0.108261532171451","0.0989322514936386","0.117590812849264","3"
"No worries","2016","16-34 y.","Employed","831","0.21665345826418","0.203973657200824","0.229333259327535","3"
"No worries","2016","35-65 y.","Employed","1877","0.146283250612755","0.139835072487771","0.15273142873774","3"
"No worries","2016","66 and older","Employed","74","0.135798535534071","0.105801090218806","0.165795980849336","3"
"No worries","2016","35-65 y.","Not Employed","306","0.125536567857611","0.112016457212128","0.139056678503094","3"
"Some worries","2016","16-34 y.","Employed","1680","0.411825798214723","0.396677549674302","0.426974046755145","2"
"Some worries","2016","16-34 y.","Not Employed","614","0.420377692957728","0.39548040775983","0.445274978155626","2"
"Some worries","2016","66 and older","Employed","192","0.401480955899895","0.358556906139057","0.444405005660734","2"
"Some worries","2016","66 and older","Not Employed","1618","0.373908747753463","0.359381145038137","0.388436350468788","2"
"Some worries","2016","35-65 y.","Employed","4541","0.38904617812024","0.380150325211647","0.397942031028834","2"
"Some worries","2016","35-65 y.","Not Employed","814","0.353466535701731","0.333959380027082","0.372973691376381","2"
"Big worries","2017","16-34 y.","Not Employed","453","0.24217474915786","0.221964267648828","0.262385230666891","1"
"Big worries","2017","35-65 y.","Employed","4770","0.38183774009015","0.373462966240632","0.390212513939669","1"
"Big worries","2017","35-65 y.","Not Employed","1119","0.467000818553867","0.447200859926551","0.486800777181183","1"
"Big worries","2017","66 and older","Employed","246","0.394090500245462","0.355023261291941","0.433157739198983","1"
"Big worries","2017","66 and older","Not Employed","1921","0.435279500161008","0.420620007227906","0.449938993094111","1"
"Big worries","2017","16-34 y.","Employed","1331","0.288217887730902","0.274932587917343","0.301503187544462","1"
"No worries","2017","16-34 y.","Not Employed","523","0.297459189227082","0.275892813406396","0.319025565047768","3"
"No worries","2017","66 and older","Not Employed","584","0.138035602519017","0.127836586206046","0.148234618831989","3"
"No worries","2017","16-34 y.","Employed","1196","0.274547754857268","0.261457421022257","0.28763808869228","3"
"No worries","2017","35-65 y.","Employed","2545","0.188209974266632","0.181472058266573","0.19494789026669","3"
"No worries","2017","35-65 y.","Not Employed","381","0.156080620874003","0.141677149867119","0.170484091880886","3"
"No worries","2017","66 and older","Employed","103","0.174679649939162","0.14432373771749","0.205035562160834","3"
"Some worries","2017","16-34 y.","Employed","1938","0.437234357411829","0.422684515063477","0.451784199760182","2"
"Some worries","2017","16-34 y.","Not Employed","750","0.460366061615058","0.436851928477446","0.483880194752671","2"
"Some worries","2017","35-65 y.","Employed","5613","0.429952285643218","0.421418373751966","0.438486197534469","2"
"Some worries","2017","35-65 y.","Not Employed","939","0.37691856057213","0.357685944592045","0.396151176552216","2"
"Some worries","2017","66 and older","Employed","252","0.431229849815376","0.391635459444214","0.470824240186538","2"
"Some worries","2017","66 and older","Not Employed","1889","0.426684897319975","0.412060822797936","0.441308971842013","2"
"Big worries","2018","16-34 y.","Not Employed","307","0.184084598594176","0.164956863991826","0.203212333196526","1"
"Big worries","2018","35-65 y.","Employed","3793","0.318760384914706","0.310546460321454","0.326974309507959","1"
"Big worries","2018","66 and older","Not Employed","1581","0.353045878626722","0.338967726787273","0.36712403046617","1"
"Big worries","2018","16-34 y.","Employed","1005","0.225633551354121","0.21333430557892","0.237932797129323","1"
"Big worries","2018","35-65 y.","Not Employed","890","0.414255152606994","0.393905896321044","0.434604408892945","1"
"Big worries","2018","66 and older","Employed","195","0.32394889546266","0.287022788437349","0.360875002487972","1"
"No worries","2018","16-34 y.","Not Employed","616","0.405926668026279","0.381689824169129","0.430163511883428","3"
"No worries","2018","66 and older","Not Employed","800","0.186933124421343","0.175448954848185","0.198417293994501","3"
"No worries","2018","16-34 y.","Employed","1527","0.342249580698405","0.328288938202089","0.356210223194721","3"
"No worries","2018","66 and older","Employed","136","0.242979342516684","0.209138275296465","0.276820409736903","3"
"No worries","2018","35-65 y.","Employed","3179","0.250438239513147","0.24280124242174","0.258075236604553","3"
"No worries","2018","35-65 y.","Not Employed","465","0.191857347381246","0.175590867673723","0.20812382708877","3"
"Some worries","2018","16-34 y.","Employed","1905","0.432116867947474","0.417541032023478","0.44669270387147","2"
"Some worries","2018","16-34 y.","Not Employed","654","0.409988733379545","0.385714341548029","0.434263125211061","2"
"Some worries","2018","35-65 y.","Employed","5392","0.430801375572147","0.422072886863596","0.439529864280698","2"
"Some worries","2018","35-65 y.","Not Employed","896","0.393887500011759","0.373702764493006","0.414072235530512","2"
"Some worries","2018","66 and older","Employed","286","0.433071762020656","0.393974217120216","0.472169306921096","2"
"Some worries","2018","66 and older","Not Employed","2046","0.460020996951935","0.445339491395815","0.474702502508055","2"
"Big worries","2019","16-34 y.","Not Employed","276","0.180261079939479","0.160203739495801","0.200318420383156","1"
"Big worries","2019","66 and older","Not Employed","1446","0.318322961077847","0.304538569881988","0.332107352273707","1"
"Big worries","2019","35-65 y.","Employed","3547","0.297125917958507","0.28922264511152","0.305029190805495","1"
"Big worries","2019","16-34 y.","Employed","857","0.209754900636581","0.197120546767343","0.222389254505818","1"
"Big worries","2019","35-65 y.","Not Employed","840","0.385045518220585","0.364970320407196","0.405120716033973","1"
"Big worries","2019","66 and older","Employed","236","0.31152081637911","0.2801277386513","0.34291389410692","1"
"No worries","2019","16-34 y.","Not Employed","577","0.418750663032144","0.393008586731848","0.444492739332439","3"
"No worries","2019","66 and older","Not Employed","919","0.215549299896058","0.203381266035186","0.227717333756929","3"
"No worries","2019","16-34 y.","Employed","1425","0.354306437932712","0.339463535835649","0.369149340029776","3"
"No worries","2019","66 and older","Employed","225","0.236475984152024","0.20767218167801","0.265279786626037","3"
"No worries","2019","35-65 y.","Employed","3823","0.279217343757917","0.271458959203504","0.286975728312329","3"
"No worries","2019","35-65 y.","Not Employed","468","0.175302067603977","0.159615667664424","0.19098846754353","3"
"Some worries","2019","16-34 y.","Employed","1707","0.435938661430707","0.420550315777219","0.451327007084196","2"
"Some worries","2019","16-34 y.","Not Employed","558","0.400988257028377","0.375416057784746","0.426560456272009","2"
"Some worries","2019","35-65 y.","Employed","5474","0.423656738283576","0.415111078247273","0.432202398319879","2"
"Some worries","2019","35-65 y.","Not Employed","949","0.439652414175438","0.419175439404913","0.460129388945963","2"
"Some worries","2019","66 and older","Employed","375","0.452003199468866","0.418266334863703","0.485740064074029","2"
"Some worries","2019","66 and older","Not Employed","2022","0.466127739026095","0.451366071277001","0.480889406775189","2"
