"plj0046","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2003","North Rhine-Westphalia","indirect migration background","44","0.218253096296157","0.164160556462078","0.272345636130237","1"
"Big worries","2003","Hesse","no migration background","288","0.248292226883731","0.223642439947926","0.272942013819536","1"
"Big worries","2003","Hesse","direct migration background","48","0.205576844090296","0.155076587811314","0.256077100369279","1"
"Big worries","2003","Hesse","indirect migration background","13","","","","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","no migration background","272","0.260443536726089","0.234566805641158","0.28632026781102","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","direct migration background","32","0.155791448527575","0.104494189754467","0.207088707300682","1"
"Big worries","2003","Rhineland-Palatinate,Saarland","indirect migration background","7","","","","1"
"Big worries","2003","Baden-Württemberg","no migration background","480","0.287437438217506","0.267082547466447","0.307792328968566","1"
"Big worries","2003","Baden-Württemberg","direct migration background","81","0.148569563441978","0.119846553219991","0.177292573663964","1"
"Big worries","2003","Baden-Württemberg","indirect migration background","23","","","","1"
"Big worries","2003","Bavaria","no migration background","710","0.320840688178181","0.30289781587089","0.338783560485471","1"
"Big worries","2003","Bavaria","direct migration background","68","0.150370428899291","0.115076824854237","0.185664032944345","1"
"Big worries","2003","Bavaria","indirect migration background","23","","","","1"
"Big worries","2003","Berlin","no migration background","232","0.323064907768669","0.288977235186822","0.357152580350515","1"
"Big worries","2003","Berlin","direct migration background","8","","","","1"
"Big worries","2003","Berlin","indirect migration background","6","","","","1"
"Big worries","2003","Brandenburg","no migration background","257","0.291048539018297","0.261822829351614","0.320274248684979","1"
"Big worries","2003","Brandenburg","direct migration background","5","","","","1"
"Big worries","2003","Brandenburg","indirect migration background","1","","","","1"
"Big worries","2003","Mecklenburg-Western Pomerania","no migration background","127","0.281103259498526","0.241778830032766","0.320427688964286","1"
"Big worries","2003","Mecklenburg-Western Pomerania","direct migration background","5","","","","1"
"Big worries","2003","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Big worries","2003","Saxony","no migration background","431","0.283327991216353","0.261087867087888","0.305568115344818","1"
"Big worries","2003","Saxony","direct migration background","4","","","","1"
"Big worries","2003","Saxony","indirect migration background","2","","","","1"
"Big worries","2003","Saxony-Anhalt","no migration background","231","0.283841121852691","0.254418107089774","0.313264136615608","1"
"Big worries","2003","Saxony-Anhalt","direct migration background","11","","","","1"
"Big worries","2003","Saxony-Anhalt","indirect migration background","1","","","","1"
"Big worries","2003","Thuringia","no migration background","270","0.286578352253845","0.257580256128431","0.315576448379259","1"
"Big worries","2003","Thuringia","direct migration background","3","","","","1"
"Big worries","2003","Thuringia","indirect migration background","1","","","","1"
"Big worries","2003","Schleswig-Holstein","no migration background","92","0.187600676456429","0.156152952820136","0.219048400092722","1"
"Big worries","2003","Schleswig-Holstein","direct migration background","6","","","","1"
"Big worries","2003","Schleswig-Holstein","indirect migration background","1","","","","1"
"Big worries","2003","Hamburg","no migration background","54","0.294709465912781","0.239609505476672","0.349809426348889","1"
"No worries","2003","Brandenburg","no migration background","218","0.21471416028441","0.188295041379885","0.241133279188934","3"
"No worries","2003","Berlin","indirect migration background","13","","","","3"
"No worries","2003","Brandenburg","direct migration background","3","","","","3"
"No worries","2003","Thuringia","indirect migration background","1","","","","3"
"No worries","2003","Thuringia","direct migration background","3","","","","3"
"No worries","2003","Brandenburg","indirect migration background","2","","","","3"
"No worries","2003","Saxony-Anhalt","indirect migration background","","","","","3"
"No worries","2003","Thuringia","no migration background","207","0.203426044303925","0.177609923691187","0.229242164916664","3"
"No worries","2003","Schleswig-Holstein","no migration background","266","0.378807100663262","0.339731151615401","0.417883049711123","3"
"No worries","2003","Schleswig-Holstein","direct migration background","35","0.503962415559605","0.383338758937246","0.624586072181965","3"
"No worries","2003","Schleswig-Holstein","indirect migration background","4","","","","3"
"No worries","2003","Hamburg","no migration background","116","0.343247978399191","0.285866078969617","0.400629877828764","3"
"No worries","2003","Hamburg","direct migration background","13","","","","3"
"No worries","2003","Hamburg","indirect migration background","1","","","","3"
"No worries","2003","Lower Saxony","no migration background","437","0.237022440606969","0.216528241384536","0.257516639829403","3"
"No worries","2003","Lower Saxony","direct migration background","78","0.437094312723092","0.368520948206415","0.505667677239768","3"
"No worries","2003","Lower Saxony","indirect migration background","16","","","","3"
"No worries","2003","Bremen","no migration background","41","0.247962007118211","0.177674757043649","0.318249257192774","3"
"No worries","2003","Bremen","direct migration background","7","","","","3"
"No worries","2003","Bremen","indirect migration background","3","","","","3"
"No worries","2003","North Rhine-Westphalia","no migration background","987","0.241825124523764","0.228081942339698","0.255568306707829","3"
"No worries","2003","North Rhine-Westphalia","direct migration background","254","0.376806288152406","0.340908336100787","0.412704240204024","3"
"No worries","2003","North Rhine-Westphalia","indirect migration background","76","0.320849117922073","0.259718661101748","0.381979574742398","3"
"No worries","2003","Hesse","no migration background","299","0.22354418353784","0.199773200161145","0.247315166914536","3"
"No worries","2003","Hesse","direct migration background","81","0.346203547926226","0.286751396629247","0.405655699223204","3"
"No worries","2003","Hesse","indirect migration background","31","0.377006948359976","0.260085980447426","0.493927916272527","3"
"No worries","2003","Rhineland-Palatinate,Saarland","no migration background","311","0.268113401929754","0.241994909183427","0.294231894676082","3"
"No worries","2003","Rhineland-Palatinate,Saarland","direct migration background","79","0.432066519468609","0.361998229308166","0.502134809629051","3"
"No worries","2003","Rhineland-Palatinate,Saarland","indirect migration background","16","","","","3"
"No worries","2003","Baden-Württemberg","no migration background","472","0.225380014868529","0.206587380721995","0.244172649015063","3"
"No worries","2003","Baden-Württemberg","direct migration background","199","0.30393159861222","0.266786259259447","0.341076937964993","3"
"No worries","2003","Baden-Württemberg","indirect migration background","77","0.41191126682245","0.342473986605167","0.481348547039733","3"
"No worries","2003","Bavaria","no migration background","720","0.226092105994964","0.210013486600037","0.242170725389891","3"
"No worries","2003","Bavaria","direct migration background","160","0.41002016723729","0.361455415547046","0.458584918927533","3"
"No worries","2003","Bavaria","indirect migration background","45","0.310105160852868","0.228029550556323","0.392180771149414","3"
"No worries","2003","Berlin","no migration background","177","0.255097853998734","0.223323117504673","0.286872590492795","3"
"No worries","2003","Berlin","direct migration background","25","","","","3"
"No worries","2003","Mecklenburg-Western Pomerania","no migration background","114","0.214942701440993","0.179008478190223","0.250876924691763","3"
"No worries","2003","Mecklenburg-Western Pomerania","direct migration background","6","","","","3"
"No worries","2003","Mecklenburg-Western Pomerania","indirect migration background","1","","","","3"
"No worries","2003","Saxony","no migration background","392","0.248513902041959","0.227185021394828","0.269842782689089","3"
"No worries","2003","Saxony","direct migration background","7","","","","3"
"No worries","2003","Saxony","indirect migration background","2","","","","3"
"No worries","2003","Saxony-Anhalt","no migration background","208","0.198943630987444","0.172891612290346","0.224995649684542","3"
"No worries","2003","Saxony-Anhalt","direct migration background","8","","","","3"
"Some worries","2003","Hamburg","direct migration background","7","","","","2"
"Some worries","2003","Hamburg","indirect migration background","7","","","","2"
"Some worries","2003","Lower Saxony","no migration background","791","0.481335574462096","0.457256069768274","0.505415079155918","2"
"Some worries","2003","Lower Saxony","direct migration background","104","0.460164499430855","0.391261625236044","0.529067373625665","2"
"Some worries","2003","Lower Saxony","indirect migration background","24","","","","2"
"Some worries","2003","Brandenburg","no migration background","453","0.494237300697294","0.462069952464074","0.526404648930513","2"
"Some worries","2003","Mecklenburg-Western Pomerania","direct migration background","5","","","","2"
"Some worries","2003","Brandenburg","direct migration background","6","","","","2"
"Some worries","2003","Brandenburg","indirect migration background","","","","","2"
"Some worries","2003","Mecklenburg-Western Pomerania","no migration background","261","0.503954039060482","0.46021666988379","0.547691408237174","2"
"Some worries","2003","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Some worries","2003","Saxony","no migration background","754","0.468158106741688","0.443530637217592","0.492785576265784","2"
"Some worries","2003","Thuringia","direct migration background","9","","","","2"
"Some worries","2003","Thuringia","indirect migration background","4","","","","2"
"Some worries","2003","Bremen","no migration background","66","0.411765891483319","0.331660015099787","0.49187176786685","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","no migration background","522","0.471443061344156","0.442010540156509","0.500875582531804","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","direct migration background","81","0.412142032003816","0.342518326227825","0.481765737779808","2"
"Some worries","2003","Rhineland-Palatinate,Saarland","indirect migration background","18","","","","2"
"Some worries","2003","Baden-Württemberg","no migration background","947","0.487182546913965","0.464701689653978","0.509663404173951","2"
"Some worries","2003","Baden-Württemberg","direct migration background","309","0.547498837945802","0.507301999728265","0.587695676163339","2"
"Some worries","2003","Baden-Württemberg","indirect migration background","93","0.410237566858762","0.34084296266824","0.479632171049284","2"
"Some worries","2003","Hesse","indirect migration background","22","","","","2"
"Some worries","2003","Bavaria","no migration background","1170","0.453067205826856","0.433933032078144","0.472201379575568","2"
"Some worries","2003","Berlin","indirect migration background","17","","","","2"
"Some worries","2003","North Rhine-Westphalia","indirect migration background","104","0.46089778578177","0.395620520701682","0.526175050861857","2"
"Some worries","2003","Bremen","direct migration background","14","","","","2"
"Some worries","2003","Hesse","no migration background","593","0.528163589578429","0.499680503503316","0.556646675653541","2"
"Some worries","2003","Hesse","direct migration background","117","0.448219607983478","0.386074192647853","0.510365023319104","2"
"Some worries","2003","Saxony-Anhalt","indirect migration background","5","","","","2"
"Some worries","2003","Thuringia","no migration background","457","0.50999560344223","0.4779360213144","0.542055185570059","2"
"Some worries","2003","Bremen","indirect migration background","1","","","","2"
"Some worries","2003","North Rhine-Westphalia","no migration background","1678","0.449245555654982","0.433280413156797","0.465210698153166","2"
"Some worries","2003","North Rhine-Westphalia","direct migration background","305","0.418543089567121","0.381998092859396","0.455088086274845","2"
"Some worries","2003","Schleswig-Holstein","no migration background","234","0.433592222880309","0.393672034361937","0.473512411398681","2"
"Some worries","2003","Schleswig-Holstein","direct migration background","25","","","","2"
"Some worries","2003","Schleswig-Holstein","indirect migration background","5","","","","2"
"Some worries","2003","Hamburg","no migration background","93","0.362042555688029","0.303959977925791","0.420125133450267","2"
"Some worries","2003","Bavaria","direct migration background","166","0.439609403863419","0.390600060191224","0.488618747535614","2"
"Some worries","2003","Bavaria","indirect migration background","54","0.423584029600182","0.335902934170015","0.511265125030349","2"
"Some worries","2003","Berlin","no migration background","314","0.421837238232597","0.385839396932385","0.45783507953281","2"
"Some worries","2003","Berlin","direct migration background","36","0.550872718622475","0.43350899060997","0.668236446634981","2"
"Some worries","2003","Saxony","direct migration background","17","","","","2"
"Some worries","2003","Saxony","indirect migration background","3","","","","2"
"Some worries","2003","Saxony-Anhalt","no migration background","463","0.517215247159865","0.484604762397104","0.549825731922626","2"
"Some worries","2003","Saxony-Anhalt","direct migration background","7","","","","2"
"Big worries","2004","Hamburg","direct migration background","2","","","","1"
"Big worries","2004","Hamburg","indirect migration background","","","","","1"
"Big worries","2004","Lower Saxony","no migration background","527","0.357357084396794","0.334092765140086","0.380621403653502","1"
"Big worries","2004","Lower Saxony","direct migration background","25","","","","1"
"Big worries","2004","Lower Saxony","indirect migration background","10","","","","1"
"Big worries","2004","Bremen","no migration background","43","0.393067020037307","0.312731503485509","0.473402536589104","1"
"Big worries","2004","Bremen","direct migration background","5","","","","1"
"Big worries","2004","Bremen","indirect migration background","","","","","1"
"Big worries","2004","North Rhine-Westphalia","no migration background","1286","0.373020295855641","0.35727948271133","0.388761108999952","1"
"Big worries","2004","North Rhine-Westphalia","direct migration background","157","0.235895133362079","0.20393789679507","0.267852369929088","1"
"Big worries","2004","North Rhine-Westphalia","indirect migration background","60","0.321765020339344","0.2603137152505","0.383216325428188","1"
"Big worries","2004","Hesse","no migration background","356","0.326256698719134","0.2987373845601","0.353776012878168","1"
"Big worries","2004","Hesse","direct migration background","59","0.276393217746244","0.219093145747043","0.333693289745446","1"
"Big worries","2004","Hesse","indirect migration background","11","","","","1"
"Big worries","2004","Rhineland-Palatinate,Saarland","no migration background","286","0.295848591026458","0.268371994445692","0.323325187607223","1"
"Big worries","2004","Rhineland-Palatinate,Saarland","direct migration background","33","0.191155124787753","0.134028575819195","0.24828167375631","1"
"Big worries","2004","Rhineland-Palatinate,Saarland","indirect migration background","10","","","","1"
"Big worries","2004","Baden-Württemberg","no migration background","567","0.342177323215106","0.32049932320695","0.363855323223262","1"
"Big worries","2004","Baden-Württemberg","direct migration background","115","0.200296506954646","0.16723709853364","0.233355915375653","1"
"Big worries","2004","Baden-Württemberg","indirect migration background","49","0.296091377081229","0.232978048565451","0.359204705597008","1"
"Big worries","2004","Bavaria","no migration background","836","0.382123018062771","0.363196581727252","0.40104945439829","1"
"Big worries","2004","Bavaria","direct migration background","86","0.237631570505039","0.194379077764491","0.280884063245586","1"
"Big worries","2004","Bavaria","indirect migration background","30","0.234360087798686","0.160688447597354","0.308031728000018","1"
"Big worries","2004","Berlin","no migration background","264","0.38909501331815","0.353182472740415","0.425007553895884","1"
"Big worries","2004","Berlin","direct migration background","13","","","","1"
"Big worries","2004","Berlin","indirect migration background","7","","","","1"
"Big worries","2004","Brandenburg","no migration background","289","0.333703336510077","0.30284546522079","0.364561207799364","1"
"Big worries","2004","Brandenburg","direct migration background","4","","","","1"
"Big worries","2004","Brandenburg","indirect migration background","2","","","","1"
"Big worries","2004","Mecklenburg-Western Pomerania","no migration background","157","0.399485303774251","0.356337597339286","0.442633010209216","1"
"Big worries","2004","Mecklenburg-Western Pomerania","direct migration background","7","","","","1"
"Big worries","2004","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Big worries","2004","Saxony","no migration background","527","0.348015439520816","0.324186110563402","0.371844768478231","1"
"Big worries","2004","Saxony","direct migration background","6","","","","1"
"Big worries","2004","Saxony","indirect migration background","1","","","","1"
"Big worries","2004","Saxony-Anhalt","no migration background","308","0.387651945330152","0.355660829070237","0.419643061590067","1"
"Big worries","2004","Saxony-Anhalt","direct migration background","9","","","","1"
"Big worries","2004","Saxony-Anhalt","indirect migration background","2","","","","1"
"Big worries","2004","Thuringia","no migration background","327","0.369803160707597","0.338557706455808","0.401048614959386","1"
"Big worries","2004","Thuringia","direct migration background","4","","","","1"
"Big worries","2004","Thuringia","indirect migration background","2","","","","1"
"Big worries","2004","Schleswig-Holstein","no migration background","116","0.210755899627904","0.177957669337865","0.243554129917944","1"
"Big worries","2004","Schleswig-Holstein","direct migration background","10","","","","1"
"Big worries","2004","Schleswig-Holstein","indirect migration background","7","","","","1"
"Big worries","2004","Hamburg","no migration background","71","0.310303332684745","0.254709123558818","0.365897541810671","1"
"No worries","2004","Thuringia","indirect migration background","2","","","","3"
"No worries","2004","Thuringia","direct migration background","1","","","","3"
"No worries","2004","Berlin","indirect migration background","14","","","","3"
"No worries","2004","Brandenburg","no migration background","207","0.213792092797737","0.186962357219835","0.240621828375639","3"
"No worries","2004","Brandenburg","direct migration background","3","","","","3"
"No worries","2004","Brandenburg","indirect migration background","1","","","","3"
"No worries","2004","Saxony-Anhalt","indirect migration background","1","","","","3"
"No worries","2004","Thuringia","no migration background","155","0.166335203309067","0.142233305468749","0.190437101149385","3"
"No worries","2004","Schleswig-Holstein","no migration background","260","0.384512324773472","0.345390447949135","0.423634201597808","3"
"No worries","2004","Schleswig-Holstein","direct migration background","29","","","","3"
"No worries","2004","Schleswig-Holstein","indirect migration background","4","","","","3"
"No worries","2004","Hamburg","no migration background","84","0.254575768403198","0.202225663352641","0.306925873453754","3"
"No worries","2004","Hamburg","direct migration background","11","","","","3"
"No worries","2004","Hamburg","indirect migration background","5","","","","3"
"No worries","2004","Lower Saxony","no migration background","359","0.194261226415582","0.175054892128497","0.213467560702667","3"
"No worries","2004","Lower Saxony","direct migration background","70","0.342972558170584","0.278148543870367","0.4077965724708","3"
"No worries","2004","Lower Saxony","indirect migration background","14","","","","3"
"No worries","2004","Bremen","no migration background","38","0.205801845375117","0.139306233296693","0.272297457453541","3"
"No worries","2004","Bremen","direct migration background","5","","","","3"
"No worries","2004","Bremen","indirect migration background","2","","","","3"
"No worries","2004","North Rhine-Westphalia","no migration background","722","0.187218342704832","0.174521511781841","0.199915173627823","3"
"No worries","2004","North Rhine-Westphalia","direct migration background","197","0.304518638747574","0.269878236080144","0.339159041415004","3"
"No worries","2004","North Rhine-Westphalia","indirect migration background","64","0.240088633269827","0.183901241330804","0.29627602520885","3"
"No worries","2004","Hesse","no migration background","255","0.213774726231794","0.189711029979336","0.237838422484252","3"
"No worries","2004","Hesse","direct migration background","76","0.315948906154237","0.256383670920162","0.375514141388312","3"
"No worries","2004","Hesse","indirect migration background","36","0.468472849006837","0.352401814177974","0.5845438838357","3"
"No worries","2004","Rhineland-Palatinate,Saarland","no migration background","262","0.229641720646375","0.204321532308143","0.254961908984608","3"
"No worries","2004","Rhineland-Palatinate,Saarland","direct migration background","54","0.336625305837734","0.267971403524872","0.405279208150596","3"
"No worries","2004","Rhineland-Palatinate,Saarland","indirect migration background","14","","","","3"
"No worries","2004","Baden-Württemberg","no migration background","414","0.204005719750411","0.185593110995341","0.222418328505482","3"
"No worries","2004","Baden-Württemberg","direct migration background","164","0.264842612973255","0.228394253274387","0.301290972672124","3"
"No worries","2004","Baden-Württemberg","indirect migration background","65","0.248034468745358","0.188330246104367","0.307738691386349","3"
"No worries","2004","Bavaria","no migration background","562","0.19233331129969","0.176981501527352","0.207685121072029","3"
"No worries","2004","Bavaria","direct migration background","97","0.281920880749408","0.236198757295843","0.327643004202972","3"
"No worries","2004","Bavaria","indirect migration background","35","0.305732801080191","0.225605489464379","0.385860112696004","3"
"No worries","2004","Berlin","no migration background","168","0.238236054654851","0.206856598458096","0.269615510851606","3"
"No worries","2004","Berlin","direct migration background","19","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","no migration background","86","0.144706289949579","0.113714487494364","0.175698092404795","3"
"No worries","2004","Mecklenburg-Western Pomerania","direct migration background","4","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","indirect migration background","1","","","","3"
"No worries","2004","Saxony","no migration background","351","0.221857963777043","0.201072445830142","0.242643481723944","3"
"No worries","2004","Saxony","direct migration background","6","","","","3"
"No worries","2004","Saxony","indirect migration background","1","","","","3"
"No worries","2004","Saxony-Anhalt","no migration background","171","0.183337938844462","0.157930750823608","0.208745126865316","3"
"No worries","2004","Saxony-Anhalt","direct migration background","4","","","","3"
"Some worries","2004","Hamburg","direct migration background","10","","","","2"
"Some worries","2004","Hamburg","indirect migration background","3","","","","2"
"Some worries","2004","Lower Saxony","no migration background","744","0.448381689187624","0.42423833752395","0.472525040851298","2"
"Some worries","2004","Lower Saxony","direct migration background","111","0.507296420400828","0.439025110041443","0.575567730760214","2"
"Some worries","2004","Lower Saxony","indirect migration background","27","","","","2"
"Some worries","2004","Hesse","no migration background","504","0.459968575049072","0.430714642580224","0.48922250751792","2"
"Some worries","2004","Hesse","direct migration background","99","0.407657876099518","0.344696474099599","0.470619278099437","2"
"Some worries","2004","Hesse","indirect migration background","24","","","","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","no migration background","512","0.474509688327167","0.444448921344245","0.504570455310089","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","direct migration background","95","0.472219569374513","0.39969067970059","0.544748459048436","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","indirect migration background","20","","","","2"
"Some worries","2004","Baden-Württemberg","no migration background","859","0.453816957034483","0.431068672822828","0.476565241246138","2"
"Some worries","2004","Baden-Württemberg","direct migration background","284","0.534860880072098","0.493660071016849","0.576061689127348","2"
"Some worries","2004","Baden-Württemberg","indirect migration background","87","0.455874154173412","0.387021256031831","0.524727052314994","2"
"Some worries","2004","Berlin","indirect migration background","14","","","","2"
"Some worries","2004","Brandenburg","no migration background","401","0.452504570692186","0.419931882376095","0.485077259008276","2"
"Some worries","2004","Brandenburg","direct migration background","6","","","","2"
"Some worries","2004","Brandenburg","indirect migration background","","","","","2"
"Some worries","2004","Mecklenburg-Western Pomerania","no migration background","252","0.455808406276169","0.411933866779629","0.49968294577271","2"
"Some worries","2004","Mecklenburg-Western Pomerania","direct migration background","5","","","","2"
"Some worries","2004","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Some worries","2004","Saxony","no migration background","657","0.430126596702141","0.40535914959429","0.454894043809991","2"
"Some worries","2004","Thuringia","direct migration background","11","","","","2"
"Some worries","2004","Thuringia","indirect migration background","3","","","","2"
"Some worries","2004","Bremen","no migration background","61","0.401131134587576","0.320516670286742","0.481745598888411","2"
"Some worries","2004","Bremen","direct migration background","13","","","","2"
"Some worries","2004","Bremen","indirect migration background","1","","","","2"
"Some worries","2004","North Rhine-Westphalia","indirect migration background","98","0.438146346390829","0.372879473388142","0.503413219393516","2"
"Some worries","2004","Bavaria","no migration background","1134","0.425543670637539","0.406285420757735","0.444801920517342","2"
"Some worries","2004","North Rhine-Westphalia","no migration background","1618","0.439761361439527","0.423605532194446","0.455917190684608","2"
"Some worries","2004","North Rhine-Westphalia","direct migration background","324","0.459586227890347","0.422073387329794","0.497099068450901","2"
"Some worries","2004","Saxony-Anhalt","indirect migration background","4","","","","2"
"Some worries","2004","Thuringia","no migration background","435","0.463861635983336","0.431584418146964","0.496138853819708","2"
"Some worries","2004","Schleswig-Holstein","no migration background","218","0.404731775598624","0.365259254105925","0.444204297091323","2"
"Some worries","2004","Schleswig-Holstein","direct migration background","24","","","","2"
"Some worries","2004","Schleswig-Holstein","indirect migration background","2","","","","2"
"Some worries","2004","Hamburg","no migration background","111","0.435120898912058","0.375542339503081","0.494699458321034","2"
"Some worries","2004","Bavaria","direct migration background","189","0.480447548745554","0.4296767131528","0.531218384338308","2"
"Some worries","2004","Bavaria","indirect migration background","62","0.459907111121123","0.373227785755994","0.546586436486251","2"
"Some worries","2004","Berlin","no migration background","276","0.372668932027","0.33705323447703","0.408284629576969","2"
"Some worries","2004","Berlin","direct migration background","30","0.505833289235714","0.381383921966962","0.630282656504466","2"
"Some worries","2004","Saxony","direct migration background","17","","","","2"
"Some worries","2004","Saxony","indirect migration background","5","","","","2"
"Some worries","2004","Saxony-Anhalt","no migration background","412","0.429010115825386","0.396512072563595","0.461508159087177","2"
"Some worries","2004","Saxony-Anhalt","direct migration background","9","","","","2"
"Big worries","2005","Hamburg","direct migration background","4","","","","1"
"Big worries","2005","Hamburg","indirect migration background","","","","","1"
"Big worries","2005","Lower Saxony","no migration background","590","0.413517777755822","0.388913914774134","0.43812164073751","1"
"Big worries","2005","Lower Saxony","direct migration background","30","0.185944341818095","0.131752485317293","0.240136198318897","1"
"Big worries","2005","Lower Saxony","indirect migration background","11","","","","1"
"Big worries","2005","Bremen","no migration background","46","0.404439937620131","0.31908354915321","0.489796326087052","1"
"Big worries","2005","Bremen","direct migration background","5","","","","1"
"Big worries","2005","Bremen","indirect migration background","","","","","1"
"Big worries","2005","North Rhine-Westphalia","no migration background","1410","0.413523617750201","0.397100245090906","0.429946990409496","1"
"Big worries","2005","North Rhine-Westphalia","direct migration background","196","0.288980988578322","0.253999081930631","0.323962895226014","1"
"Big worries","2005","North Rhine-Westphalia","indirect migration background","81","0.335036515644645","0.274944207120833","0.395128824168457","1"
"Big worries","2005","Hesse","no migration background","403","0.397166196006304","0.367902384705706","0.426430007306903","1"
"Big worries","2005","Hesse","direct migration background","56","0.24620838109385","0.188354119127829","0.304062643059872","1"
"Big worries","2005","Hesse","indirect migration background","19","","","","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","no migration background","394","0.404356085309854","0.374029434761023","0.434682735858685","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","direct migration background","32","0.167467440487322","0.111502526468305","0.22343235450634","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","indirect migration background","11","","","","1"
"Big worries","2005","Baden-Württemberg","no migration background","655","0.370801660638284","0.34829940382242","0.393303917454148","1"
"Big worries","2005","Baden-Württemberg","direct migration background","158","0.34813565261591","0.307956194406332","0.388315110825488","1"
"Big worries","2005","Baden-Württemberg","indirect migration background","56","0.266736665145808","0.207344435056513","0.326128895235103","1"
"Big worries","2005","Bavaria","no migration background","991","0.47366303798914","0.453822944268959","0.493503131709322","1"
"Big worries","2005","Bavaria","direct migration background","89","0.306791694147435","0.25755523440183","0.356028153893041","1"
"Big worries","2005","Bavaria","indirect migration background","34","0.324463538331834","0.241387548781109","0.40753952788256","1"
"Big worries","2005","Berlin","no migration background","251","0.381587540189023","0.344666538372773","0.418508542005274","1"
"Big worries","2005","Berlin","direct migration background","10","","","","1"
"Big worries","2005","Berlin","indirect migration background","8","","","","1"
"Big worries","2005","Brandenburg","no migration background","328","0.416833213305451","0.384052699861088","0.449613726749814","1"
"Big worries","2005","Brandenburg","direct migration background","7","","","","1"
"Big worries","2005","Brandenburg","indirect migration background","2","","","","1"
"Big worries","2005","Mecklenburg-Western Pomerania","no migration background","168","0.408700004981849","0.364949458621998","0.452450551341701","1"
"Big worries","2005","Mecklenburg-Western Pomerania","direct migration background","8","","","","1"
"Big worries","2005","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Big worries","2005","Saxony","no migration background","614","0.417434671094898","0.392378586805447","0.442490755384349","1"
"Big worries","2005","Saxony","direct migration background","11","","","","1"
"Big worries","2005","Saxony","indirect migration background","2","","","","1"
"Big worries","2005","Saxony-Anhalt","no migration background","342","0.454320266935017","0.421081536640127","0.487558997229906","1"
"Big worries","2005","Saxony-Anhalt","direct migration background","12","","","","1"
"Big worries","2005","Saxony-Anhalt","indirect migration background","3","","","","1"
"Big worries","2005","Thuringia","no migration background","406","0.489182990700606","0.455889640884545","0.522476340516666","1"
"Big worries","2005","Thuringia","direct migration background","7","","","","1"
"Big worries","2005","Thuringia","indirect migration background","2","","","","1"
"Big worries","2005","Schleswig-Holstein","no migration background","123","0.257793411025628","0.222040411930303","0.293546410120954","1"
"Big worries","2005","Schleswig-Holstein","direct migration background","15","","","","1"
"Big worries","2005","Schleswig-Holstein","indirect migration background","3","","","","1"
"Big worries","2005","Hamburg","no migration background","85","0.372042704594081","0.313290675721676","0.430794733466486","1"
"No worries","2005","Berlin","indirect migration background","10","","","","3"
"No worries","2005","Brandenburg","no migration background","162","0.163073153387019","0.138510618358029","0.187635688416008","3"
"No worries","2005","Brandenburg","direct migration background","","","","","3"
"No worries","2005","Brandenburg","indirect migration background","1","","","","3"
"No worries","2005","Saxony-Anhalt","indirect migration background","","","","","3"
"No worries","2005","Thuringia","no migration background","112","0.112461909931812","0.0914199895641793","0.133503830299445","3"
"No worries","2005","Thuringia","direct migration background","3","","","","3"
"No worries","2005","Thuringia","indirect migration background","1","","","","3"
"No worries","2005","Schleswig-Holstein","no migration background","234","0.359368222270158","0.320149969343216","0.398586475197099","3"
"No worries","2005","Schleswig-Holstein","direct migration background","26","","","","3"
"No worries","2005","Schleswig-Holstein","indirect migration background","4","","","","3"
"No worries","2005","Hamburg","no migration background","59","0.206764852466875","0.157538149462404","0.255991555471345","3"
"No worries","2005","Hamburg","direct migration background","11","","","","3"
"No worries","2005","Hamburg","indirect migration background","5","","","","3"
"No worries","2005","Lower Saxony","no migration background","274","0.162021832527595","0.143612760246742","0.180430904808449","3"
"No worries","2005","Lower Saxony","direct migration background","51","0.267167673600464","0.205535177126054","0.328800170074874","3"
"No worries","2005","Lower Saxony","indirect migration background","15","","","","3"
"No worries","2005","Bremen","no migration background","22","","","","3"
"No worries","2005","Bremen","direct migration background","4","","","","3"
"No worries","2005","Bremen","indirect migration background","3","","","","3"
"No worries","2005","North Rhine-Westphalia","no migration background","575","0.149089627207081","0.137211374850796","0.160967879563366","3"
"No worries","2005","North Rhine-Westphalia","direct migration background","152","0.246613546750689","0.213348694279016","0.279878399222363","3"
"No worries","2005","North Rhine-Westphalia","indirect migration background","50","0.184177786436949","0.134827428642766","0.233528144231132","3"
