"plj0046","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No worries","2014","(Married) couple without C. ","(1c) basic vocational qualification","453","0.194494362465533","0.178559008345349","0.210429716585717"
"No worries","2014","(Married) couple without C. ","(2b) intermediate general qualification","33","0.200611681948146","0.126447179427695","0.274776184468598"
"No worries","2014","(Married) couple without C. ","(2a) intermediate vocational","393","0.225824657522979","0.206416792325744","0.245232522720214"
"No worries","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","106","0.490998779670228","0.425965631137908","0.556031928202549"
"No worries","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","198","0.353786074060391","0.315138881469664","0.392433266651118"
"No worries","2014","(Married) couple without C. ","(3a) lower tertiary education","284","0.39192939530177","0.357290283669216","0.426568506934323"
"No worries","2014","(Married) couple without C. ","(3b) higher tertiary education","692","0.56152535088494","0.535221413484779","0.5878292882851"
"No worries","2014","Single parent ","(0) in school","59","0.60539141115524","0.517203616576783","0.693579205733697"
"No worries","2014","Single parent ","(1a) inadequately completed","12","","",""
"No worries","2014","Single parent ","(1b) general elementary school","59","0.217675116366943","0.165357601632478","0.269992631101409"
"No worries","2014","Single parent ","(1c) basic vocational qualification","80","0.24334186427828","0.20014156509564","0.286542163460919"
"No worries","2014","Single parent ","(2b) intermediate general qualification","48","0.291235208962433","0.218038721639854","0.364431696285011"
"No worries","2014","Single parent ","(2a) intermediate vocational","136","0.223062746493773","0.189752414480816","0.256373078506731"
"No worries","2014","Single parent ","(2c_gen) general maturity certificate","65","0.476954859781615","0.395658272542198","0.558251447021031"
"No worries","2014","Single parent ","(2c_voc) vocational maturity certificate","74","0.416566203146863","0.351124039173696","0.48200836712003"
"No worries","2014","Single parent ","(3a) lower tertiary education","60","0.445356501516219","0.360247929300361","0.530465073732078"
"No worries","2014","Single parent ","(3b) higher tertiary education","122","0.50044669212284","0.436923919832392","0.563969464413288"
"No worries","2014","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","2014","Couple + C. LE 16 ","(1a) inadequately completed","43","0.188650315479779","0.128404985500194","0.248895645459364"
"No worries","2014","Couple + C. LE 16 ","(1b) general elementary school","129","0.249996503125797","0.212921511753244","0.28707149449835"
"No worries","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","210","0.192016248975751","0.168203088577432","0.21582940937407"
"No worries","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","24","","",""
"No worries","2014","Couple + C. LE 16 ","(2a) intermediate vocational","460","0.265268014341454","0.244654499248476","0.285881529434431"
"No worries","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","110","0.403906052279285","0.346838866316716","0.460973238241854"
"No worries","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","368","0.449297695319468","0.416943492085649","0.481651898553287"
"No worries","2014","Couple + C. LE 16 ","(3a) lower tertiary education","275","0.560714638940722","0.517851024551657","0.603578253329788"
"No worries","2014","Couple + C. LE 16 ","(3b) higher tertiary education","800","0.603092078071811","0.57725057228928","0.628933583854342"
"No worries","2014","Couple + C. GT 16 ","(0) in school","71","0.506034654982261","0.42261912404843","0.589450185916093"
"No worries","2014","Couple + C. GT 16 ","(1a) inadequately completed","14","","",""
"No worries","2014","Couple + C. GT 16 ","(1b) general elementary school","63","0.253856979432766","0.198448081456758","0.309265877408773"
"No worries","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","118","0.17108939172033","0.140728135241723","0.201450648198937"
"No worries","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","47","0.2860967697521","0.214485969616754","0.357707569887445"
"No worries","2014","Couple + C. GT 16 ","(2a) intermediate vocational","157","0.240335947195881","0.207860329284532","0.27281156510723"
"No worries","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","128","0.421991703458794","0.36505161178233","0.478931795135258"
"No worries","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","79","0.329552931447547","0.270452616956857","0.388653245938237"
"No worries","2014","Couple + C. GT 16 ","(3a) lower tertiary education","81","0.408210681086578","0.337385454912361","0.479035907260795"
"No worries","2014","Couple + C. GT 16 ","(3b) higher tertiary education","173","0.525188011277954","0.472946855979098","0.57742916657681"
"No worries","2014","Couple + C. LE and GT 16","(0) in school","81","0.521596684020129","0.444194609419616","0.598998758620643"
"No worries","2014","Couple + C. LE and GT 16","(1a) inadequately completed","24","","",""
"No worries","2014","Couple + C. LE and GT 16","(1b) general elementary school","57","0.232349220717014","0.177165714668177","0.287532726765852"
"No worries","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","67","0.216829191918818","0.173408457697973","0.260249926139664"
"No worries","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","53","0.447223926929049","0.363351667948964","0.531096185909134"
"No worries","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","116","0.237481844165832","0.195302481508105","0.279661206823558"
"No worries","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","90","0.444846177268218","0.378264795614634","0.511427558921801"
"No worries","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","78","0.357562006471528","0.291792543055125","0.423331469887932"
"No worries","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","58","0.521445826514541","0.430540517307081","0.612351135722002"
"No worries","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","116","0.567088203295033","0.501615274693971","0.632561131896094"
"Big worries","2015","1-pers.-HH","(0) in school","","","",""
"Big worries","2015","1-pers.-HH","(1a) inadequately completed","11","","",""
"Big worries","2015","1-pers.-HH","(1b) general elementary school","130","0.409163174432353","0.358160138188684","0.460166210676022"
"Big worries","2015","1-pers.-HH","(1c) basic vocational qualification","363","0.390626621047836","0.358892401346487","0.422360840749184"
"Big worries","2015","1-pers.-HH","(2b) intermediate general qualification","19","","",""
"Big worries","2015","1-pers.-HH","(2a) intermediate vocational","291","0.404486985224521","0.36876159406998","0.440212376379063"
"Big worries","2015","1-pers.-HH","(2c_gen) general maturity certificate","21","","",""
"Big worries","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","61","0.248275539087505","0.197763925874669","0.298787152300341"
"Big worries","2015","1-pers.-HH","(3a) lower tertiary education","64","0.188659913377502","0.144239638531175","0.233080188223829"
"Big worries","2015","1-pers.-HH","(3b) higher tertiary education","88","0.164011961589337","0.132457698069818","0.195566225108856"
"Big worries","2015","(Married) couple without C. ","(0) in school","1","","",""
"Big worries","2015","(Married) couple without C. ","(1a) inadequately completed","35","0.441212042718405","0.331720205464341","0.550703879972469"
"Big worries","2015","(Married) couple without C. ","(1b) general elementary school","192","0.43469747472487","0.391203225408133","0.478191724041607"
"Big worries","2015","(Married) couple without C. ","(1c) basic vocational qualification","887","0.425444705322012","0.404685680266818","0.446203730377206"
"Big worries","2015","(Married) couple without C. ","(2b) intermediate general qualification","38","0.391044177541748","0.301466155028543","0.480622200054952"
"Big worries","2015","(Married) couple without C. ","(2a) intermediate vocational","654","0.401071332162131","0.377976043204801","0.424166621119461"
"Big worries","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","46","0.270370929070788","0.203800539685205","0.33694131845637"
"Big worries","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","162","0.243004184923583","0.207544608052586","0.278463761794579"
"Big worries","2015","(Married) couple without C. ","(3a) lower tertiary education","188","0.25228997640848","0.220718311476148","0.283861641340812"
"Big worries","2015","(Married) couple without C. ","(3b) higher tertiary education","229","0.170168541340899","0.149662217038904","0.190674865642894"
"Big worries","2015","Single parent ","(0) in school","28","","",""
"Big worries","2015","Single parent ","(1a) inadequately completed","26","","",""
"Big worries","2015","Single parent ","(1b) general elementary school","101","0.40967944043925","0.344398577969674","0.474960302908825"
"Big worries","2015","Single parent ","(1c) basic vocational qualification","154","0.38073137800198","0.33050293226259","0.43095982374137"
"Big worries","2015","Single parent ","(2b) intermediate general qualification","46","0.425129332576711","0.344939875453753","0.505318789699669"
"Big worries","2015","Single parent ","(2a) intermediate vocational","250","0.459424873769475","0.417964149827784","0.500885597711167"
"Big worries","2015","Single parent ","(2c_gen) general maturity certificate","48","0.256297778276238","0.19086098689858","0.321734569653895"
"Big worries","2015","Single parent ","(2c_voc) vocational maturity certificate","66","0.322233869673955","0.259177002822717","0.385290736525192"
"Big worries","2015","Single parent ","(3a) lower tertiary education","25","","",""
"Big worries","2015","Single parent ","(3b) higher tertiary education","38","0.152565949378695","0.104502977153247","0.200628921604143"
"Big worries","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","2015","Couple + C. LE 16 ","(1a) inadequately completed","62","0.547761064304697","0.463490627239753","0.632031501369641"
"Big worries","2015","Couple + C. LE 16 ","(1b) general elementary school","170","0.466645168024567","0.41805794443148","0.515232391617654"
"Big worries","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","386","0.398460902678641","0.366961748656002","0.42996005670128"
"Big worries","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","44","0.376517953799678","0.283399395740273","0.469636511859083"
"Big worries","2015","Couple + C. LE 16 ","(2a) intermediate vocational","607","0.353130218300209","0.32948123402424","0.376779202576178"
"Big worries","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","45","0.147925068836654","0.101535897350152","0.194314240323155"
"Big worries","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","204","0.259312938205425","0.22918757507946","0.289438301331391"
"Big worries","2015","Couple + C. LE 16 ","(3a) lower tertiary education","71","0.123579669238395","0.0943507103490199","0.15280862812777"
"Big worries","2015","Couple + C. LE 16 ","(3b) higher tertiary education","167","0.110819418858252","0.0936628465223064","0.127975991194197"
"Big worries","2015","Couple + C. GT 16 ","(0) in school","12","","",""
"Big worries","2015","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"Big worries","2015","Couple + C. GT 16 ","(1b) general elementary school","72","0.471500456076535","0.399175877266477","0.543825034886594"
"Big worries","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","216","0.412948777912405","0.37202301480598","0.453874541018831"
"Big worries","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","36","0.325172938039721","0.243379914754441","0.406965961325"
"Big worries","2015","Couple + C. GT 16 ","(2a) intermediate vocational","257","0.401604447821889","0.364261161741269","0.438947733902509"
"Big worries","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","48","0.215040812795981","0.16538681717071","0.264694808421251"
"Big worries","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","69","0.222925002402469","0.172431128026727","0.273418876778212"
"Big worries","2015","Couple + C. GT 16 ","(3a) lower tertiary education","43","0.274779016848144","0.210625778726871","0.338932254969418"
"Big worries","2015","Couple + C. GT 16 ","(3b) higher tertiary education","55","0.170469215912393","0.129835234504257","0.211103197320529"
"Big worries","2015","Couple + C. LE and GT 16","(0) in school","18","","",""
"Big worries","2015","Couple + C. LE and GT 16","(1a) inadequately completed","18","","",""
"Big worries","2015","Couple + C. LE and GT 16","(1b) general elementary school","71","0.334430702381361","0.26920785226049","0.399653552502232"
"Big worries","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","130","0.392511226595035","0.338240821142257","0.446781632047813"
"Big worries","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","48","0.326506990950414","0.247109188899881","0.405904793000947"
"Big worries","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","152","0.41185848958127","0.363012297266987","0.460704681895554"
"Big worries","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","49","0.21278814324853","0.158582368076584","0.266993918420476"
"Big worries","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","60","0.188665685895887","0.13649006848266","0.240841303309113"
"Big worries","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","18","","",""
"Big worries","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","36","0.126006576430584","0.0818526924145467","0.170160460446621"
"Some worries","2015","1-pers.-HH","(0) in school","","","",""
"Some worries","2015","1-pers.-HH","(1a) inadequately completed","22","","",""
"Some worries","2015","1-pers.-HH","(1b) general elementary school","162","0.431885050948159","0.380502438955295","0.483267662941022"
"Some worries","2015","1-pers.-HH","(1c) basic vocational qualification","403","0.457377851032071","0.424974383273362","0.489781318790781"
"Some worries","2015","1-pers.-HH","(2b) intermediate general qualification","29","","",""
"Some worries","2015","1-pers.-HH","(2a) intermediate vocational","285","0.381895012551086","0.346529316913661","0.417260708188512"
"Some worries","2015","1-pers.-HH","(2c_gen) general maturity certificate","59","0.442836255304476","0.3653842695916","0.520288241017353"
"Some worries","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","123","0.392577314831189","0.335481663081575","0.449672966580802"
"Some worries","2015","1-pers.-HH","(3a) lower tertiary education","119","0.401957400069392","0.34629062865305","0.457624171485735"
"Some worries","2015","1-pers.-HH","(3b) higher tertiary education","201","0.360384689207261","0.319471545956073","0.401297832458449"
"Some worries","2015","(Married) couple without C. ","(0) in school","","","",""
"Some worries","2015","(Married) couple without C. ","(1a) inadequately completed","29","","",""
"Some worries","2015","(Married) couple without C. ","(1b) general elementary school","217","0.402970976891544","0.35993492483279","0.446007028950297"
"Some worries","2015","(Married) couple without C. ","(1c) basic vocational qualification","975","0.435756905275871","0.414937192140601","0.456576618411141"
"Some worries","2015","(Married) couple without C. ","(2b) intermediate general qualification","52","0.447204923590611","0.355934296034286","0.538475551146936"
"Some worries","2015","(Married) couple without C. ","(2a) intermediate vocational","767","0.427977493986029","0.404662137327872","0.451292850644186"
"Some worries","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","62","0.355470231666626","0.283728286992878","0.427212176340374"
"Some worries","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","248","0.492072456924527","0.450739607738182","0.533405306110873"
"Some worries","2015","(Married) couple without C. ","(3a) lower tertiary education","331","0.42917557531059","0.393196528089354","0.465154622531827"
"Some worries","2015","(Married) couple without C. ","(3b) higher tertiary education","554","0.397877059081088","0.371167281439345","0.424586836722831"
"Some worries","2015","Single parent ","(0) in school","39","0.408783936435332","0.316493889784596","0.501073983086067"
"Some worries","2015","Single parent ","(1a) inadequately completed","20","","",""
"Some worries","2015","Single parent ","(1b) general elementary school","80","0.367423601338583","0.303426565193105","0.431420637484062"
"Some worries","2015","Single parent ","(1c) basic vocational qualification","156","0.497651963752434","0.445931062707538","0.549372864797331"
"Some worries","2015","Single parent ","(2b) intermediate general qualification","55","0.280022701479587","0.207189787646464","0.35285561531271"
"Some worries","2015","Single parent ","(2a) intermediate vocational","223","0.384387957500113","0.343917320563939","0.424858594436287"
"Some worries","2015","Single parent ","(2c_gen) general maturity certificate","71","0.465582637198045","0.390819295708394","0.540345978687696"
"Some worries","2015","Single parent ","(2c_voc) vocational maturity certificate","93","0.420359926793325","0.353756477908653","0.486963375677997"
"Some worries","2015","Single parent ","(3a) lower tertiary education","53","0.446076241211275","0.356005299574881","0.536147182847668"
"Some worries","2015","Single parent ","(3b) higher tertiary education","85","0.475070102200858","0.408319011650814","0.541821192750902"
"Some worries","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Some worries","2015","Couple + C. LE 16 ","(1a) inadequately completed","50","0.311646026262178","0.233225021818405","0.39006703070595"
"Some worries","2015","Couple + C. LE 16 ","(1b) general elementary school","142","0.345381877411349","0.299072988139267","0.39169076668343"
"Some worries","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","404","0.466639004258741","0.434541205658403","0.498736802859079"
"Some worries","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","45","0.405047698323693","0.310701244694267","0.499394151953119"
"Some worries","2015","Couple + C. LE 16 ","(2a) intermediate vocational","654","0.450025997848437","0.425409486700611","0.474642508996262"
"Some worries","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","103","0.414112375411744","0.349751328630197","0.478473422193291"
"Some worries","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","374","0.468538386912019","0.434237025460876","0.502839748363163"
"Some worries","2015","Couple + C. LE 16 ","(3a) lower tertiary education","227","0.424784249521881","0.380882361497687","0.468686137546075"
"Some worries","2015","Couple + C. LE 16 ","(3b) higher tertiary education","511","0.335330754542494","0.309527939345393","0.361133569739594"
"Some worries","2015","Couple + C. GT 16 ","(0) in school","36","0.428673918828811","0.329677831484483","0.527670006173139"
"Some worries","2015","Couple + C. GT 16 ","(1a) inadequately completed","12","","",""
"Some worries","2015","Couple + C. GT 16 ","(1b) general elementary school","77","0.357640393376927","0.288196359569229","0.427084427184626"
"Some worries","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","249","0.4617398239417","0.420301184638583","0.503178463244817"
"Some worries","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","53","0.400256350902392","0.314707385214715","0.485805316590069"
"Some worries","2015","Couple + C. GT 16 ","(2a) intermediate vocational","299","0.437728596731236","0.399937059809781","0.475520133652691"
"Some worries","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","94","0.349021278624181","0.291413707346035","0.406628849902326"
"Some worries","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","116","0.417598260075142","0.357768328041664","0.47742819210862"
"Some worries","2015","Couple + C. GT 16 ","(3a) lower tertiary education","78","0.341643698461684","0.27348695609022","0.409800440833147"
"Some worries","2015","Couple + C. GT 16 ","(3b) higher tertiary education","153","0.41711518755261","0.363834537671226","0.470395837433994"
"Some worries","2015","Couple + C. LE and GT 16","(0) in school","45","0.4414896074276","0.356779155791634","0.526200059063566"
"Some worries","2015","Couple + C. LE and GT 16","(1a) inadequately completed","30","0.43805752919496","0.311457563450648","0.564657494939272"
"Some worries","2015","Couple + C. LE and GT 16","(1b) general elementary school","84","0.440293563686224","0.371665557570735","0.508921569801714"
"Some worries","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","136","0.440963325480013","0.385782361639625","0.496144289320402"
"Some worries","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","57","0.401982118032365","0.318967199860625","0.484997036204105"
"Some worries","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","171","0.460603917702289","0.411134876256371","0.510072959148207"
"Some worries","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","86","0.420927219856592","0.355539511853429","0.486314927859754"
"Some worries","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","89","0.462553048445134","0.396060987980186","0.529045108910082"
"Some worries","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","42","0.33207987316569","0.239773511433952","0.424386234897428"
"Some worries","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","92","0.347234179088627","0.283889788697302","0.410578569479952"
"No worries","2015","1-pers.-HH","(0) in school","4","","",""
"No worries","2015","1-pers.-HH","(1a) inadequately completed","20","","",""
"No worries","2015","1-pers.-HH","(1b) general elementary school","65","0.158951774619488","0.121024020849851","0.196879528389126"
"No worries","2015","1-pers.-HH","(1c) basic vocational qualification","142","0.151995527920093","0.128643766596569","0.175347289243617"
"No worries","2015","1-pers.-HH","(2b) intermediate general qualification","24","","",""
"No worries","2015","1-pers.-HH","(2a) intermediate vocational","149","0.213618002224392","0.183783774954103","0.243452229494681"
"No worries","2015","1-pers.-HH","(2c_gen) general maturity certificate","78","0.437017630014444","0.359675447406564","0.514359812622323"
"No worries","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","97","0.359147146081306","0.303053934977732","0.41524035718488"
"No worries","2015","1-pers.-HH","(3a) lower tertiary education","115","0.409382686553106","0.353553952290065","0.465211420816147"
"No worries","2015","1-pers.-HH","(3b) higher tertiary education","240","0.475603349203402","0.433046186887473","0.518160511519331"
"No worries","2015","(Married) couple without C. ","(0) in school","","","",""
"No worries","2015","(Married) couple without C. ","(1a) inadequately completed","15","","",""
"No worries","2015","(Married) couple without C. ","(1b) general elementary school","90","0.162331548383587","0.129976998415685","0.194686098351488"
"No worries","2015","(Married) couple without C. ","(1c) basic vocational qualification","317","0.138798389402117","0.124281816284804","0.153314962519431"
"No worries","2015","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"No worries","2015","(Married) couple without C. ","(2a) intermediate vocational","309","0.17095117385184","0.153211275074485","0.188691072629195"
"No worries","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","63","0.374158839262586","0.301630104405005","0.446687574120168"
"No worries","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","152","0.26492335815189","0.228439028568854","0.301407687734926"
"No worries","2015","(Married) couple without C. ","(3a) lower tertiary education","208","0.31853444828093","0.28466711182068","0.352401784741179"
"No worries","2015","(Married) couple without C. ","(3b) higher tertiary education","507","0.431954399578013","0.404923295355396","0.45898550380063"
"No worries","2015","Single parent ","(0) in school","42","0.354745145368245","0.264928110653164","0.444562180083325"
"No worries","2015","Single parent ","(1a) inadequately completed","14","","",""
"No worries","2015","Single parent ","(1b) general elementary school","37","0.222896958222167","0.167649637713439","0.278144278730895"
"No worries","2015","Single parent ","(1c) basic vocational qualification","49","0.121616658245586","0.0878071039882602","0.155426212502912"
"No worries","2015","Single parent ","(2b) intermediate general qualification","45","0.294847965943702","0.220885375617708","0.368810556269696"
"No worries","2015","Single parent ","(2a) intermediate vocational","82","0.156187168730412","0.125984359593685","0.186389977867139"
"No worries","2015","Single parent ","(2c_gen) general maturity certificate","52","0.278119584525717","0.210961476673063","0.345277692378372"
"No worries","2015","Single parent ","(2c_voc) vocational maturity certificate","52","0.25740620353272","0.198414352111392","0.316398054954049"
"No worries","2015","Single parent ","(3a) lower tertiary education","39","0.289630616054333","0.207440515464863","0.371820716643803"
"No worries","2015","Single parent ","(3b) higher tertiary education","92","0.372363948420447","0.307743998775806","0.436983898065087"
"No worries","2015","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","2015","Couple + C. LE 16 ","(1a) inadequately completed","22","","",""
"No worries","2015","Couple + C. LE 16 ","(1b) general elementary school","93","0.187972954564084","0.149923055386374","0.226022853741794"
"No worries","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","138","0.134900093062618","0.112920818196904","0.156879367928331"
"No worries","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","15","","",""
"No worries","2015","Couple + C. LE 16 ","(2a) intermediate vocational","308","0.196843783851354","0.177169565633601","0.216518002069107"
"No worries","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","77","0.437962555751602","0.373135253689241","0.502789857813963"
"No worries","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","235","0.272148674882556","0.241555308432969","0.302742041332142"
"No worries","2015","Couple + C. LE 16 ","(3a) lower tertiary education","189","0.451636081239724","0.407437089610596","0.495835072868852"
"No worries","2015","Couple + C. LE 16 ","(3b) higher tertiary education","608","0.553849826599255","0.526681421025408","0.581018232173102"
"No worries","2015","Couple + C. GT 16 ","(0) in school","48","0.47121439982027","0.371361297767774","0.571067501872765"
"No worries","2015","Couple + C. GT 16 ","(1a) inadequately completed","10","","",""
"No worries","2015","Couple + C. GT 16 ","(1b) general elementary school","34","0.170859150546538","0.116326598357953","0.225391702735122"
"No worries","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","91","0.125311398145895","0.0977923938107127","0.152830402481077"
"No worries","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","37","0.274570711057887","0.196643799262368","0.352497622853407"
"No worries","2015","Couple + C. GT 16 ","(2a) intermediate vocational","106","0.160666955446875","0.132693279528378","0.188640631365372"
"No worries","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","121","0.435937908579839","0.376007672069753","0.495868145089924"
"No worries","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","76","0.359476737522388","0.301262302539784","0.417691172504993"
"No worries","2015","Couple + C. GT 16 ","(3a) lower tertiary education","65","0.383577284690172","0.31369656384305","0.453458005537294"
"No worries","2015","Couple + C. GT 16 ","(3b) higher tertiary education","121","0.412415596534997","0.359222801354886","0.465608391715108"
"No worries","2015","Couple + C. LE and GT 16","(0) in school","69","0.404486607636125","0.320760873320273","0.488212341951976"
"No worries","2015","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"No worries","2015","Couple + C. LE and GT 16","(1b) general elementary school","46","0.225275733932415","0.167521896167308","0.283029571697521"
"No worries","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","45","0.166525447924952","0.125120296817541","0.207930599032363"
"No worries","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","29","","",""
"No worries","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","67","0.12753759271644","0.094431474862285","0.160643710570596"
"No worries","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","84","0.366284636894878","0.302475553926639","0.430093719863118"
"No worries","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","67","0.348781265658979","0.285224581255069","0.41233795006289"
"No worries","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","40","0.375200122845196","0.280303655673323","0.470096590017069"
"No worries","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","89","0.526759244480789","0.460329072519388","0.59318941644219"
"Big worries","2016","1-pers.-HH","(0) in school","","","",""
"Big worries","2016","1-pers.-HH","(1a) inadequately completed","21","","",""
"Big worries","2016","1-pers.-HH","(1b) general elementary school","213","0.582028279079448","0.53013288115051","0.633923677008387"
"Big worries","2016","1-pers.-HH","(1c) basic vocational qualification","518","0.569675866168926","0.537073960058089","0.602277772279762"
"Big worries","2016","1-pers.-HH","(2b) intermediate general qualification","30","0.331482188521642","0.22494430877811","0.438020068265173"
"Big worries","2016","1-pers.-HH","(2a) intermediate vocational","391","0.559016393061754","0.522076821815821","0.595955964307686"
"Big worries","2016","1-pers.-HH","(2c_gen) general maturity certificate","30","0.176903639329483","0.117961095179205","0.235846183479761"
"Big worries","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","104","0.331965311362292","0.278676832522277","0.385253790202306"
"Big worries","2016","1-pers.-HH","(3a) lower tertiary education","99","0.347735676413569","0.291137807826314","0.404333545000824"
"Big worries","2016","1-pers.-HH","(3b) higher tertiary education","174","0.293412018744961","0.256640419666141","0.33018361782378"
"Big worries","2016","(Married) couple without C. ","(0) in school","","","",""
"Big worries","2016","(Married) couple without C. ","(1a) inadequately completed","38","0.460732675672303","0.345597400621916","0.575867950722691"
"Big worries","2016","(Married) couple without C. ","(1b) general elementary school","259","0.58155816173496","0.537007745534216","0.626108577935705"
"Big worries","2016","(Married) couple without C. ","(1c) basic vocational qualification","1212","0.592897616189874","0.571635478038896","0.614159754340853"
"Big worries","2016","(Married) couple without C. ","(2b) intermediate general qualification","49","0.519846464724034","0.426055186444248","0.61363774300382"
"Big worries","2016","(Married) couple without C. ","(2a) intermediate vocational","926","0.538200279253348","0.514431683134781","0.561968875371915"
"Big worries","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","63","0.292682012494451","0.226213309254735","0.359150715734168"
"Big worries","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","252","0.382724678787978","0.344089849993082","0.421359507582874"
"Big worries","2016","(Married) couple without C. ","(3a) lower tertiary education","296","0.419357864388359","0.383163108226936","0.455552620549782"
"Big worries","2016","(Married) couple without C. ","(3b) higher tertiary education","415","0.282260588011579","0.2582150732213","0.306306102801858"
"Big worries","2016","Single parent ","(0) in school","19","","",""
"Big worries","2016","Single parent ","(1a) inadequately completed","32","0.591388179148693","0.461473409036653","0.721302949260734"
"Big worries","2016","Single parent ","(1b) general elementary school","114","0.523310008040144","0.453916460498209","0.592703555582079"
"Big worries","2016","Single parent ","(1c) basic vocational qualification","199","0.637125943968867","0.584850586041625","0.68940130189611"
"Big worries","2016","Single parent ","(2b) intermediate general qualification","62","0.560747472900799","0.47409047981561","0.647404465985988"
"Big worries","2016","Single parent ","(2a) intermediate vocational","264","0.528059078361033","0.484432698817525","0.571685457904541"
"Big worries","2016","Single parent ","(2c_gen) general maturity certificate","49","0.287423043522266","0.220751864287984","0.354094222756549"
