"plj0046","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2003","Single parent ","(2c_gen) general maturity certificate","6","","",""
"Big worries","2003","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"Big worries","2003","Single parent ","(3a) lower tertiary education","4","","",""
"Big worries","2003","Single parent ","(3b) higher tertiary education","7","","",""
"Big worries","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","2003","Couple + C. LE 16 ","(1a) inadequately completed","14","","",""
"Big worries","2003","Couple + C. LE 16 ","(1b) general elementary school","76","0.331447194400624","0.273783410183217","0.389110978618032"
"Big worries","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","290","0.29007423318315","0.261948157758855","0.318200308607444"
"Big worries","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","16","","",""
"Big worries","2003","Couple + C. LE 16 ","(2a) intermediate vocational","379","0.282149008294253","0.258557759988077","0.305740256600429"
"Big worries","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"Big worries","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","76","0.163071670961635","0.129918711971992","0.196224629951278"
"Big worries","2003","Couple + C. LE 16 ","(3a) lower tertiary education","51","0.182930887827496","0.143049762190103","0.222812013464889"
"Big worries","2003","Couple + C. LE 16 ","(3b) higher tertiary education","48","0.0712611066808868","0.0515294023911202","0.0909928109706534"
"Big worries","2003","Couple + C. GT 16 ","(0) in school","35","0.169353424796146","0.126407751880091","0.212299097712201"
"Big worries","2003","Couple + C. GT 16 ","(1a) inadequately completed","13","","",""
"Big worries","2003","Couple + C. GT 16 ","(1b) general elementary school","85","0.358435861820066","0.306300525692279","0.410571197947854"
"Big worries","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","275","0.337147509075431","0.306415951419398","0.367879066731464"
"Big worries","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","57","0.262377254036074","0.204507472170741","0.320247035901408"
"Big worries","2003","Couple + C. GT 16 ","(2a) intermediate vocational","269","0.347633366786947","0.315656574867767","0.379610158706127"
"Big worries","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","47","0.170007387704739","0.129230854324047","0.210783921085431"
"Big worries","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","50","0.22021626947006","0.165080935490714","0.275351603449407"
"Big worries","2003","Couple + C. GT 16 ","(3a) lower tertiary education","57","0.21712846838172","0.166917124669699","0.267339812093742"
"Big worries","2003","Couple + C. GT 16 ","(3b) higher tertiary education","56","0.174213220261436","0.137089591425056","0.211336849097816"
"Big worries","2003","Couple + C. LE and GT 16","(0) in school","38","0.18517765893888","0.135723857959203","0.234631459918557"
"Big worries","2003","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Big worries","2003","Couple + C. LE and GT 16","(1b) general elementary school","37","0.157092428059763","0.104656394763589","0.209528461355938"
"Big worries","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","91","0.239790582600978","0.193864253534636","0.285716911667321"
"Big worries","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","27","","",""
"Big worries","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","109","0.28877554219896","0.243797625796573","0.333753458601346"
"Big worries","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","24","","",""
"Big worries","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","16","","",""
"Big worries","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","24","","",""
"Big worries","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","21","","",""
"Some worries","2003","1-pers.-HH","(0) in school","2","","",""
"Some worries","2003","1-pers.-HH","(1a) inadequately completed","17","","",""
"Some worries","2003","1-pers.-HH","(1b) general elementary school","195","0.500527034196213","0.450386821416779","0.550667246975647"
"Some worries","2003","1-pers.-HH","(1c) basic vocational qualification","435","0.458702540988203","0.426797312236695","0.490607769739712"
"Some worries","2003","1-pers.-HH","(2b) intermediate general qualification","18","","",""
"Some worries","2003","1-pers.-HH","(2a) intermediate vocational","310","0.471218331647243","0.432695560761412","0.509741102533073"
"Some worries","2003","1-pers.-HH","(2c_gen) general maturity certificate","40","0.320785177454122","0.241156069749876","0.400414285158368"
"Some worries","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","116","0.483856713648659","0.419963065340135","0.547750361957183"
"Some worries","2003","1-pers.-HH","(3a) lower tertiary education","101","0.465977810564949","0.399910245156569","0.532045375973328"
"Some worries","2003","1-pers.-HH","(3b) higher tertiary education","124","0.404741568238639","0.350878085301817","0.45860505117546"
"Some worries","2003","(Married) couple without C. ","(0) in school","","","",""
"Some worries","2003","(Married) couple without C. ","(1a) inadequately completed","39","0.397166583394394","0.293144957467878","0.501188209320909"
"Some worries","2003","(Married) couple without C. ","(1b) general elementary school","343","0.497168515404575","0.460049645762051","0.534287385047099"
"Some worries","2003","(Married) couple without C. ","(1c) basic vocational qualification","1338","0.477621998468549","0.458746146989048","0.49649784994805"
"Some worries","2003","(Married) couple without C. ","(2b) intermediate general qualification","36","0.470497713178378","0.360433223606334","0.580562202750421"
"Some worries","2003","(Married) couple without C. ","(2a) intermediate vocational","666","0.475539788670809","0.44993196409289","0.501147613248729"
"Some worries","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","47","0.35694288280223","0.272954886088651","0.440930879515808"
"Some worries","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","204","0.42153126309535","0.376405556383881","0.46665696980682"
"Some worries","2003","(Married) couple without C. ","(3a) lower tertiary education","325","0.501331584596836","0.463861169487016","0.538801999706656"
"Some worries","2003","(Married) couple without C. ","(3b) higher tertiary education","414","0.423215795018513","0.391994697316042","0.454436892720984"
"Some worries","2003","Single parent ","(0) in school","25","","",""
"Some worries","2003","Single parent ","(1a) inadequately completed","5","","",""
"Some worries","2003","Single parent ","(1b) general elementary school","83","0.504681533161391","0.427451518042787","0.581911548279995"
"Some worries","2003","Single parent ","(1c) basic vocational qualification","111","0.417563479502028","0.355685128574789","0.479441830429268"
"Some worries","2003","Single parent ","(2b) intermediate general qualification","42","0.611283013552306","0.501690921281734","0.720875105822879"
"Some worries","2003","Single parent ","(2a) intermediate vocational","115","0.420975896337206","0.36251711652695","0.479434676147463"
"Some worries","2003","Single parent ","(2c_gen) general maturity certificate","24","","",""
"Some worries","2003","Single parent ","(2c_voc) vocational maturity certificate","21","","",""
"Some worries","2003","Single parent ","(3a) lower tertiary education","28","","",""
"Some worries","2003","Single parent ","(3b) higher tertiary education","38","0.574321689830618","0.459311244075912","0.689332135585323"
"Some worries","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Some worries","2003","Couple + C. LE 16 ","(1a) inadequately completed","14","","",""
"Some worries","2003","Couple + C. LE 16 ","(1b) general elementary school","120","0.470976386227128","0.409830787227889","0.532121985226367"
"Some worries","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","531","0.52784083821692","0.496899164970361","0.55878251146348"
"Some worries","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","31","0.470936021423114","0.347678659502588","0.59419338334364"
"Some worries","2003","Couple + C. LE 16 ","(2a) intermediate vocational","721","0.511945859061735","0.485743492164427","0.538148225959043"
"Some worries","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","26","","",""
"Some worries","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","229","0.492079661732422","0.447214998631117","0.536944324833728"
"Some worries","2003","Couple + C. LE 16 ","(3a) lower tertiary education","161","0.436951070168629","0.385784776112809","0.488117364224448"
"Some worries","2003","Couple + C. LE 16 ","(3b) higher tertiary education","257","0.410909319873598","0.373173345165137","0.448645294582059"
"Some worries","2003","Couple + C. GT 16 ","(0) in school","114","0.387549163871314","0.331764695458692","0.443333632283936"
"Some worries","2003","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"Some worries","2003","Couple + C. GT 16 ","(1b) general elementary school","145","0.377120992081821","0.324428515438262","0.42981346872538"
"Some worries","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","443","0.478000519939333","0.445528046583631","0.510472993295034"
"Some worries","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","92","0.44160782098204","0.376285795107729","0.506929846856352"
"Some worries","2003","Couple + C. GT 16 ","(2a) intermediate vocational","413","0.453565385752716","0.420136850567817","0.486993920937615"
"Some worries","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","141","0.449000604655168","0.395007498196153","0.502993711114183"
"Some worries","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","109","0.489756170017298","0.423244620912819","0.556267719121777"
"Some worries","2003","Couple + C. GT 16 ","(3a) lower tertiary education","120","0.459660807906159","0.398966190024803","0.520355425787514"
"Some worries","2003","Couple + C. GT 16 ","(3b) higher tertiary education","190","0.497472094748288","0.448534754867437","0.546409434629139"
"Some worries","2003","Couple + C. LE and GT 16","(0) in school","102","0.443391831230656","0.380144449774125","0.506639212687187"
"Some worries","2003","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Some worries","2003","Couple + C. LE and GT 16","(1b) general elementary school","80","0.437107877082291","0.365630414163346","0.508585340001236"
"Some worries","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","165","0.555913687026664","0.502467536972047","0.60935983708128"
"Some worries","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","53","0.437115591112085","0.347235621169359","0.526995561054811"
"Some worries","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","199","0.51508593147366","0.465485206564095","0.564686656383225"
"Some worries","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","46","0.471484801814707","0.379035918664701","0.563933684964712"
"Some worries","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","36","0.420480566189297","0.317924806973785","0.523036325404809"
"Some worries","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","49","0.559696055740533","0.466071746948161","0.653320364532905"
"Some worries","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","72","0.493894917147682","0.419177561120169","0.568612273175195"
"No worries","2003","1-pers.-HH","(0) in school","2","","",""
"No worries","2003","1-pers.-HH","(1a) inadequately completed","8","","",""
"No worries","2003","1-pers.-HH","(1b) general elementary school","78","0.200415515967653","0.160272106144324","0.240558925790983"
"No worries","2003","1-pers.-HH","(1c) basic vocational qualification","211","0.216804759962432","0.19042032963204","0.243189190292824"
"No worries","2003","1-pers.-HH","(2b) intermediate general qualification","15","","",""
"No worries","2003","1-pers.-HH","(2a) intermediate vocational","166","0.2466879926812","0.213419763533646","0.279956221828754"
"No worries","2003","1-pers.-HH","(2c_gen) general maturity certificate","80","0.593227606471012","0.509426927484152","0.677028285457873"
"No worries","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","78","0.329084254175663","0.26900815803767","0.389160350313656"
"No worries","2003","1-pers.-HH","(3a) lower tertiary education","92","0.428567083364656","0.363025328370766","0.494108838358547"
"No worries","2003","1-pers.-HH","(3b) higher tertiary education","146","0.432688624426044","0.37831963830897","0.487057610543117"
"No worries","2003","(Married) couple without C. ","(0) in school","1","","",""
"No worries","2003","(Married) couple without C. ","(1a) inadequately completed","27","","",""
"No worries","2003","(Married) couple without C. ","(1b) general elementary school","131","0.162442910594444","0.135059389386959","0.189826431801929"
"No worries","2003","(Married) couple without C. ","(1c) basic vocational qualification","457","0.165887350387962","0.151830405568805","0.179944295207118"
"No worries","2003","(Married) couple without C. ","(2b) intermediate general qualification","17","","",""
"No worries","2003","(Married) couple without C. ","(2a) intermediate vocational","310","0.204967409271346","0.184268004603463","0.225666813939229"
"No worries","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","67","0.591185768796967","0.505003470257604","0.677368067336331"
"No worries","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","148","0.318228042725987","0.275662520509429","0.360793564942546"
"No worries","2003","(Married) couple without C. ","(3a) lower tertiary education","214","0.282163432402653","0.248436006714476","0.315890858090831"
"No worries","2003","(Married) couple without C. ","(3b) higher tertiary education","411","0.413532036582889","0.382412201864699","0.444651871301079"
"No worries","2003","Single parent ","(0) in school","32","0.420555257223616","0.30322468701327","0.537885827433963"
"No worries","2003","Single parent ","(1a) inadequately completed","6","","",""
"No worries","2003","Single parent ","(1b) general elementary school","35","0.248135286840423","0.181416326712709","0.314854246968138"
"No worries","2003","Single parent ","(1c) basic vocational qualification","53","0.229181098809187","0.176443694033011","0.281918503585362"
"No worries","2003","Single parent ","(2b) intermediate general qualification","21","","",""
"No worries","2003","Single parent ","(2a) intermediate vocational","70","0.258769876919186","0.206913018911034","0.310626734927337"
"No worries","2003","Single parent ","(2c_gen) general maturity certificate","25","","",""
"No worries","2003","Single parent ","(2c_voc) vocational maturity certificate","26","","",""
"No worries","2003","Single parent ","(3a) lower tertiary education","19","","",""
"No worries","2003","Single parent ","(3b) higher tertiary education","26","","",""
"No worries","2003","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","2003","Couple + C. LE 16 ","(1a) inadequately completed","17","","",""
"No worries","2003","Couple + C. LE 16 ","(1b) general elementary school","60","0.197576419372247","0.14880139388609","0.246351444858405"
"No worries","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","179","0.18208492859993","0.158166139113352","0.206003718086508"
"No worries","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","16","","",""
"No worries","2003","Couple + C. LE 16 ","(2a) intermediate vocational","298","0.205905132644012","0.184708626269743","0.22710163901828"
"No worries","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","43","0.66658685096772","0.563281496910892","0.769892205024548"
"No worries","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","172","0.344848667305943","0.302193269959831","0.387504064652055"
"No worries","2003","Couple + C. LE 16 ","(3a) lower tertiary education","149","0.380118042003875","0.330044509551424","0.430191574456326"
"No worries","2003","Couple + C. LE 16 ","(3b) higher tertiary education","348","0.517829573445515","0.479504304597842","0.556154842293188"
"No worries","2003","Couple + C. GT 16 ","(0) in school","144","0.44309741133254","0.38621820791367","0.49997661475141"
"No worries","2003","Couple + C. GT 16 ","(1a) inadequately completed","16","","",""
"No worries","2003","Couple + C. GT 16 ","(1b) general elementary school","95","0.264443146098113","0.216494020530072","0.312392271666155"
"No worries","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","191","0.184851970985236","0.159617370486162","0.21008657148431"
"No worries","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","73","0.296014924981885","0.235965322880347","0.356064527083423"
"No worries","2003","Couple + C. GT 16 ","(2a) intermediate vocational","170","0.198801247460337","0.172002902178338","0.225599592742336"
"No worries","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","138","0.380992007640093","0.328275655320448","0.433708359959738"
"No worries","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","58","0.290027560512641","0.22965235751447","0.350402763510812"
"No worries","2003","Couple + C. GT 16 ","(3a) lower tertiary education","82","0.323210723712121","0.266251006543226","0.380170440881017"
"No worries","2003","Couple + C. GT 16 ","(3b) higher tertiary education","155","0.328314684990276","0.282352148711295","0.374277221269256"
"No worries","2003","Couple + C. LE and GT 16","(0) in school","97","0.371430509830464","0.309914330568659","0.432946689092269"
"No worries","2003","Couple + C. LE and GT 16","(1a) inadequately completed","6","","",""
"No worries","2003","Couple + C. LE and GT 16","(1b) general elementary school","68","0.405799694857946","0.33504023319732","0.476559156518572"
"No worries","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","76","0.204295730372358","0.160926218063021","0.247665242681695"
"No worries","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","37","0.273012562588536","0.192287214022462","0.353737911154609"
"No worries","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","82","0.19613852632738","0.156730212869587","0.235546839785174"
"No worries","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","42","0.338550855065138","0.250911481043882","0.426190229086393"
"No worries","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","37","0.343141994212328","0.244508192701979","0.441775795722677"
"No worries","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","35","0.235546770175483","0.155517243190066","0.3155762971609"
"No worries","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","79","0.418345364632548","0.344625599157771","0.492065130107325"
"Big worries","2004","1-pers.-HH","(0) in school","1","","",""
"Big worries","2004","1-pers.-HH","(1a) inadequately completed","9","","",""
"Big worries","2004","1-pers.-HH","(1b) general elementary school","110","0.288820852053865","0.242578630770606","0.335063073337124"
"Big worries","2004","1-pers.-HH","(1c) basic vocational qualification","344","0.384951621669867","0.353144383505064","0.416758859834669"
"Big worries","2004","1-pers.-HH","(2b) intermediate general qualification","19","","",""
"Big worries","2004","1-pers.-HH","(2a) intermediate vocational","217","0.350056856761208","0.312541483784251","0.387572229738165"
"Big worries","2004","1-pers.-HH","(2c_gen) general maturity certificate","17","","",""
"Big worries","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","56","0.251074625223303","0.194288169148161","0.307861081298445"
"Big worries","2004","1-pers.-HH","(3a) lower tertiary education","48","0.261637586469567","0.204207206527074","0.31906796641206"
"Big worries","2004","1-pers.-HH","(3b) higher tertiary education","57","0.216551491165012","0.171422157593261","0.261680824736763"
"Big worries","2004","(Married) couple without C. ","(0) in school","1","","",""
"Big worries","2004","(Married) couple without C. ","(1a) inadequately completed","20","","",""
"Big worries","2004","(Married) couple without C. ","(1b) general elementary school","243","0.397480702920341","0.360060261071636","0.434901144769047"
"Big worries","2004","(Married) couple without C. ","(1c) basic vocational qualification","1053","0.41311586340964","0.394283151994937","0.431948574824344"
"Big worries","2004","(Married) couple without C. ","(2b) intermediate general qualification","42","0.498137257619497","0.393671551195393","0.602602964043601"
"Big worries","2004","(Married) couple without C. ","(2a) intermediate vocational","585","0.398615990707734","0.373696979128497","0.42353500228697"
"Big worries","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","18","","",""
"Big worries","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","129","0.294083674041896","0.252803907235241","0.335363440848551"
"Big worries","2004","(Married) couple without C. ","(3a) lower tertiary education","207","0.325509235764762","0.290748413502904","0.36027005802662"
"Big worries","2004","(Married) couple without C. ","(3b) higher tertiary education","194","0.216349189140627","0.190370133270015","0.242328245011239"
"Big worries","2004","Single parent ","(0) in school","15","","",""
"Big worries","2004","Single parent ","(1a) inadequately completed","6","","",""
"Big worries","2004","Single parent ","(1b) general elementary school","43","0.314812491783604","0.241931128355217","0.387693855211991"
"Big worries","2004","Single parent ","(1c) basic vocational qualification","65","0.270355412805932","0.214512486119683","0.326198339492181"
"Big worries","2004","Single parent ","(2b) intermediate general qualification","22","","",""
"Big worries","2004","Single parent ","(2a) intermediate vocational","101","0.40479176755374","0.345356017759684","0.464227517347797"
"Big worries","2004","Single parent ","(2c_gen) general maturity certificate","11","","",""
"Big worries","2004","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"Big worries","2004","Single parent ","(3a) lower tertiary education","10","","",""
"Big worries","2004","Single parent ","(3b) higher tertiary education","11","","",""
"Big worries","2004","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","2004","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"Big worries","2004","Couple + C. LE 16 ","(1b) general elementary school","85","0.322558923726394","0.263295132004726","0.381822715448062"
"Big worries","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","333","0.380916068853568","0.349154690935777","0.412677446771359"
"Big worries","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","27","","",""
"Big worries","2004","Couple + C. LE 16 ","(2a) intermediate vocational","447","0.337002217956623","0.31154115587601","0.362463280037236"
"Big worries","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","15","","",""
"Big worries","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","84","0.189570267904792","0.153751390556924","0.225389145252659"
"Big worries","2004","Couple + C. LE 16 ","(3a) lower tertiary education","68","0.246450928802232","0.199742504819673","0.29315935278479"
"Big worries","2004","Couple + C. LE 16 ","(3b) higher tertiary education","66","0.11314281906654","0.0877330179042362","0.138552620228844"
"Big worries","2004","Couple + C. GT 16 ","(0) in school","54","0.239560722281201","0.189388218968487","0.289733225593916"
"Big worries","2004","Couple + C. GT 16 ","(1a) inadequately completed","20","","",""
"Big worries","2004","Couple + C. GT 16 ","(1b) general elementary school","88","0.332975335007196","0.279104785601081","0.386845884413311"
"Big worries","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","356","0.396567287815953","0.364135921691767","0.428998653940139"
"Big worries","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","65","0.384044881721781","0.31713879994934","0.450950963494221"
"Big worries","2004","Couple + C. GT 16 ","(2a) intermediate vocational","314","0.382360272209218","0.349555404086297","0.415165140332139"
"Big worries","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","58","0.186922476210653","0.144603414337163","0.229241538084142"
"Big worries","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","73","0.333630503099416","0.273601055393411","0.393659950805422"
"Big worries","2004","Couple + C. GT 16 ","(3a) lower tertiary education","72","0.314703596071051","0.258790282138545","0.370616910003558"
"Big worries","2004","Couple + C. GT 16 ","(3b) higher tertiary education","77","0.21412857783906","0.174565859007633","0.253691296670487"
"Big worries","2004","Couple + C. LE and GT 16","(0) in school","49","0.200350487026723","0.152159014818222","0.248541959235224"
"Big worries","2004","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"Big worries","2004","Couple + C. LE and GT 16","(1b) general elementary school","41","0.307451456278554","0.235041350940322","0.379861561616786"
"Big worries","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","128","0.365636564121943","0.314816825803044","0.416456302440841"
"Big worries","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","32","0.329992207528776","0.241311738296761","0.418672676760791"
"Big worries","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","128","0.415189212415519","0.363639618214766","0.466738806616273"
"Big worries","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","20","","",""
"Big worries","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","20","","",""
"Big worries","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","28","","",""
"Big worries","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","23","","",""
"Some worries","2004","1-pers.-HH","(0) in school","","","",""
"Some worries","2004","1-pers.-HH","(1a) inadequately completed","8","","",""
"Some worries","2004","1-pers.-HH","(1b) general elementary school","182","0.499948312987014","0.448932488487629","0.550964137486398"
"Some worries","2004","1-pers.-HH","(1c) basic vocational qualification","390","0.439199521433711","0.406757839500059","0.471641203367364"
"Some worries","2004","1-pers.-HH","(2b) intermediate general qualification","20","","",""
"Some worries","2004","1-pers.-HH","(2a) intermediate vocational","278","0.443295998394917","0.404224382939887","0.482367613849947"
"Some worries","2004","1-pers.-HH","(2c_gen) general maturity certificate","54","0.33562327010146","0.256261403220039","0.414985136982881"
"Some worries","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","97","0.390778386709648","0.326881896864126","0.454674876555171"
"Some worries","2004","1-pers.-HH","(3a) lower tertiary education","107","0.420926838310822","0.356416865452587","0.485436811169057"
"Some worries","2004","1-pers.-HH","(3b) higher tertiary education","131","0.378146855644299","0.325015944226802","0.431277767061797"
"Some worries","2004","(Married) couple without C. ","(0) in school","1","","",""
"Some worries","2004","(Married) couple without C. ","(1a) inadequately completed","26","","",""
"Some worries","2004","(Married) couple without C. ","(1b) general elementary school","301","0.434900198142617","0.39699290388466","0.472807492400574"
"Some worries","2004","(Married) couple without C. ","(1c) basic vocational qualification","1207","0.441423750450025","0.422431789389839","0.460415711510211"
"Some worries","2004","(Married) couple without C. ","(2b) intermediate general qualification","30","0.379119036125658","0.277751539090089","0.480486533161228"
"Some worries","2004","(Married) couple without C. ","(2a) intermediate vocational","656","0.451810596060888","0.426481421335314","0.477139770786461"
"Some worries","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","55","0.403049420125278","0.319371772058497","0.486727068192058"
"Some worries","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","217","0.463700838388424","0.418520688846398","0.508880987930451"
"Some worries","2004","(Married) couple without C. ","(3a) lower tertiary education","330","0.466217093138904","0.429208991597553","0.503225194680255"
"Some worries","2004","(Married) couple without C. ","(3b) higher tertiary education","419","0.418162625462901","0.387041316960716","0.449283933965086"
"Some worries","2004","Single parent ","(0) in school","34","0.408131997573109","0.299059930687853","0.517204064458365"
"Some worries","2004","Single parent ","(1a) inadequately completed","5","","",""
"Some worries","2004","Single parent ","(1b) general elementary school","70","0.349474310910241","0.274652942603432","0.42429567921705"
"Some worries","2004","Single parent ","(1c) basic vocational qualification","130","0.508157844836861","0.445300338780662","0.57101535089306"
"Some worries","2004","Single parent ","(2b) intermediate general qualification","33","0.497292255666178","0.383373333569659","0.611211177762697"
"Some worries","2004","Single parent ","(2a) intermediate vocational","104","0.372078724714969","0.313550215351025","0.430607234078913"
"Some worries","2004","Single parent ","(2c_gen) general maturity certificate","22","","",""
"Some worries","2004","Single parent ","(2c_voc) vocational maturity certificate","31","0.403613212648693","0.276246084286813","0.530980341010572"
"Some worries","2004","Single parent ","(3a) lower tertiary education","23","","",""
"Some worries","2004","Single parent ","(3b) higher tertiary education","31","0.446957133908964","0.327010391595576","0.566903876222351"
"Some worries","2004","Couple + C. LE 16 ","(0) in school","","","",""
"Some worries","2004","Couple + C. LE 16 ","(1a) inadequately completed","16","","",""
"Some worries","2004","Couple + C. LE 16 ","(1b) general elementary school","96","0.447753435155732","0.384710690095195","0.510796180216268"
"Some worries","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","418","0.475018635437661","0.442357055407499","0.507680215467822"
"Some worries","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","25","","",""
"Some worries","2004","Couple + C. LE 16 ","(2a) intermediate vocational","635","0.492010793941602","0.465081891315027","0.518939696568177"
"Some worries","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","28","","",""
"Some worries","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","239","0.558036138442108","0.512653084502178","0.603419192382037"
"Some worries","2004","Couple + C. LE 16 ","(3a) lower tertiary education","144","0.385992659120355","0.33322710308246","0.438758215158251"
"Some worries","2004","Couple + C. LE 16 ","(3b) higher tertiary education","259","0.423102649109577","0.383471828045624","0.46273347017353"
"Some worries","2004","Couple + C. GT 16 ","(0) in school","126","0.392267474390086","0.334872603560988","0.449662345219184"
"Some worries","2004","Couple + C. GT 16 ","(1a) inadequately completed","23","","",""
"Some worries","2004","Couple + C. GT 16 ","(1b) general elementary school","142","0.453605567708022","0.396698429402706","0.510512706013337"
"Some worries","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","409","0.467663670845109","0.434584680555632","0.500742661134587"
"Some worries","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","83","0.424564470941446","0.356570527042901","0.49255841483999"
"Some worries","2004","Couple + C. GT 16 ","(2a) intermediate vocational","373","0.455529419053497","0.421910810992763","0.489148027114232"
"Some worries","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","150","0.458493809150877","0.404404959878883","0.512582658422871"
"Some worries","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","106","0.39124040278704","0.329107924432736","0.453372881141344"
"Some worries","2004","Couple + C. GT 16 ","(3a) lower tertiary education","122","0.382090325930787","0.323588331470941","0.440592320390634"
"Some worries","2004","Couple + C. GT 16 ","(3b) higher tertiary education","213","0.524134830826281","0.475969279615039","0.572300382037522"
"Some worries","2004","Couple + C. LE and GT 16","(0) in school","108","0.487145042988329","0.426965127062843","0.547324958913814"
"Some worries","2004","Couple + C. LE and GT 16","(1a) inadequately completed","14","","",""
