"plj0046","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","2006","vocational + Abi","Rural Area","72","0.285520822188949","0.233537650592497","0.337503993785401"
"Big worries","2006","vocational + Abi","Urban Area","222","0.21995924547101","0.193222263206244","0.246696227735777"
"No worries","2006","general elemantary","Rural Area","164","0.196151033760039","0.169120578821618","0.223181488698461"
"No worries","2006","general elemantary","Urban Area","377","0.223103487280733","0.202898625870729","0.243308348690738"
"No worries","2006","higher education","Rural Area","345","0.280162135852076","0.255880805825065","0.304443465879087"
"No worries","2006","higher education","Urban Area","1169","0.36581739389568","0.349275754439605","0.382359033351755"
"No worries","2006","higher vocational","Rural Area","113","0.180611618061166","0.150033268293191","0.21118996782914"
"No worries","2006","higher vocational","Urban Area","219","0.215084053576382","0.19011241135805","0.240055695794715"
"No worries","2006","in school","Rural Area","42","0.363155147571946","0.277467478411437","0.448842816732455"
"No worries","2006","in school","Urban Area","106","0.335959081271883","0.280134900627667","0.391783261916098"
"No worries","2006","inadequately","Rural Area","21","","",""
"No worries","2006","inadequately","Urban Area","54","0.295496002973503","0.226502056684921","0.364489949262084"
"No worries","2006","middle vocational","Rural Area","563","0.142494909832919","0.131697260116715","0.153292559549123"
"No worries","2006","middle vocational","Urban Area","1268","0.17585334365506","0.166940882978014","0.184765804332106"
"No worries","2006","vocational + Abi","Rural Area","80","0.238651396706619","0.189591925821392","0.287710867591846"
"No worries","2006","vocational + Abi","Urban Area","248","0.292384220778329","0.263024065342941","0.321744376213716"
"Some worries","2006","general elemantary","Rural Area","385","0.437122138298366","0.403356162038558","0.470888114558175"
"Some worries","2006","general elemantary","Urban Area","690","0.421687304209781","0.397721183814053","0.445653424605508"
"Some worries","2006","higher education","Rural Area","661","0.466105562749443","0.439133121898851","0.493078003600036"
"Some worries","2006","higher education","Urban Area","1428","0.428273324014001","0.411279389045666","0.445267258982337"
"Some worries","2006","higher vocational","Rural Area","273","0.422787921096411","0.38352114081604","0.462054701376782"
"Some worries","2006","higher vocational","Urban Area","475","0.445450493887303","0.415243931407088","0.475657056367517"
"Some worries","2006","in school","Rural Area","60","0.495936058594179","0.406849729347314","0.585022387841043"
"Some worries","2006","in school","Urban Area","114","0.453538194486057","0.394698747284179","0.512377641687935"
"Some worries","2006","inadequately","Rural Area","20","","",""
"Some worries","2006","inadequately","Urban Area","70","0.432356799068138","0.357444639552187","0.507268958584088"
"Some worries","2006","middle vocational","Rural Area","1830","0.443421719842154","0.428076157283738","0.458767282400571"
"Some worries","2006","middle vocational","Urban Area","3071","0.433771601841913","0.422169239014148","0.445373964669679"
"Some worries","2006","vocational + Abi","Rural Area","138","0.475827781104433","0.41834854480808","0.533307017400785"
"Some worries","2006","vocational + Abi","Urban Area","452","0.487656533750661","0.455392381732007","0.519920685769315"
"Big worries","2007","general elemantary","Rural Area","273","0.374232832468267","0.33934265313642","0.409123011800114"
"Big worries","2007","general elemantary","Urban Area","454","0.325978775713117","0.301852208256819","0.350105343169414"
"Big worries","2007","higher education","Rural Area","272","0.220974875677564","0.198029221039762","0.243920530315365"
"Big worries","2007","higher education","Urban Area","582","0.183236326070372","0.169668317987166","0.196804334153577"
"Big worries","2007","higher vocational","Rural Area","181","0.343302847327919","0.304560899334703","0.382044795321136"
"Big worries","2007","higher vocational","Urban Area","298","0.325993340511674","0.296123082032606","0.355863598990741"
"Big worries","2007","in school","Rural Area","24","","",""
"Big worries","2007","in school","Urban Area","39","0.143240170547458","0.0973641176929755","0.18911622340194"
"Big worries","2007","inadequately","Rural Area","20","","",""
"Big worries","2007","inadequately","Urban Area","33","0.192328728782496","0.129672291715202","0.25498516584979"
"Big worries","2007","middle vocational","Rural Area","1329","0.348075637008917","0.332877772721483","0.36327350129635"
"Big worries","2007","middle vocational","Urban Area","2188","0.352682655489944","0.341082203701002","0.364283107278887"
"Big worries","2007","vocational + Abi","Rural Area","49","0.208854126764409","0.162069959238828","0.25563829428999"
"Big worries","2007","vocational + Abi","Urban Area","177","0.184285772196281","0.158683703480183","0.20988784091238"
"No worries","2007","general elemantary","Rural Area","146","0.216971723553241","0.187253957192229","0.246689489914252"
"No worries","2007","general elemantary","Urban Area","350","0.240734028349965","0.218728601374203","0.262739455325728"
"No worries","2007","higher education","Rural Area","405","0.331764517441712","0.305724995575649","0.357804039307775"
"No worries","2007","higher education","Urban Area","1285","0.409783548846126","0.392535299821363","0.427031797870888"
"No worries","2007","higher vocational","Rural Area","120","0.218678835114214","0.184951785245511","0.252405884982917"
"No worries","2007","higher vocational","Urban Area","217","0.238234224226333","0.211087631519963","0.265380816932703"
"No worries","2007","in school","Rural Area","51","0.460986009779807","0.369482119841752","0.552489899717862"
"No worries","2007","in school","Urban Area","86","0.37966510077514","0.316111885343966","0.443218316206313"
"No worries","2007","inadequately","Rural Area","20","","",""
"No worries","2007","inadequately","Urban Area","50","0.286092948689868","0.214247260392212","0.357938636987525"
"No worries","2007","middle vocational","Rural Area","656","0.169832799966987","0.157853244212117","0.181812355721858"
"No worries","2007","middle vocational","Urban Area","1440","0.215715367355111","0.205729135944531","0.225701598765691"
"No worries","2007","vocational + Abi","Rural Area","89","0.280165128245677","0.228479170031764","0.331851086459589"
"No worries","2007","vocational + Abi","Urban Area","258","0.317868076792167","0.28712001244355","0.348616141140785"
"Some worries","2007","general elemantary","Rural Area","320","0.408795443978493","0.373351031544023","0.444239856412963"
"Some worries","2007","general elemantary","Urban Area","646","0.433287195936918","0.407781714235905","0.458792677637931"
"Some worries","2007","higher education","Rural Area","579","0.447260606880724","0.419763069293031","0.474758144468417"
"Some worries","2007","higher education","Urban Area","1256","0.406980125083503","0.389750202591086","0.424210047575919"
"Some worries","2007","higher vocational","Rural Area","276","0.438018317557866","0.397535810443222","0.478500824672511"
"Some worries","2007","higher vocational","Urban Area","431","0.435772435261993","0.40417443850011","0.467370432023877"
"Some worries","2007","in school","Rural Area","39","0.390538674245232","0.300981420987985","0.480095927502479"
"Some worries","2007","in school","Urban Area","99","0.477094728677402","0.411685669732655","0.54250378762215"
"Some worries","2007","inadequately","Rural Area","24","","",""
"Some worries","2007","inadequately","Urban Area","69","0.521578322527636","0.442165343435505","0.600991301619767"
"Some worries","2007","middle vocational","Rural Area","1789","0.482091563024096","0.466149724654687","0.498033401393506"
"Some worries","2007","middle vocational","Urban Area","2889","0.431601977154945","0.419576779525546","0.443627174784344"
"Some worries","2007","vocational + Abi","Rural Area","152","0.510980744989914","0.453448100148404","0.568513389831425"
"Some worries","2007","vocational + Abi","Urban Area","446","0.497846151011551","0.46483002513366","0.530862276889443"
"Big worries","2008","general elemantary","Rural Area","201","0.30383988501761","0.269322899203887","0.338356870831332"
"Big worries","2008","general elemantary","Urban Area","371","0.29816998288624","0.273658591536562","0.322681374235917"
"Big worries","2008","higher education","Rural Area","210","0.174485044970947","0.153029604505813","0.195940485436082"
"Big worries","2008","higher education","Urban Area","436","0.141803589398008","0.129301665716325","0.15430551307969"
"Big worries","2008","higher vocational","Rural Area","150","0.292696401051518","0.253923180086284","0.331469622016752"
"Big worries","2008","higher vocational","Urban Area","239","0.248663904127619","0.220202604264411","0.277125203990826"
"Big worries","2008","in school","Rural Area","23","","",""
"Big worries","2008","in school","Urban Area","49","0.205146974711121","0.153627898898585","0.256666050523657"
"Big worries","2008","inadequately","Rural Area","16","","",""
"Big worries","2008","inadequately","Urban Area","27","","",""
"Big worries","2008","middle vocational","Rural Area","1119","0.323733818819285","0.308393877900819","0.339073759737751"
"Big worries","2008","middle vocational","Urban Area","1828","0.304786609242137","0.293282114799169","0.316291103685105"
"Big worries","2008","vocational + Abi","Rural Area","48","0.175722254272746","0.130576497456794","0.220868011088697"
"Big worries","2008","vocational + Abi","Urban Area","137","0.154847970170582","0.130177453486801","0.179518486854364"
"No worries","2008","general elemantary","Rural Area","137","0.201681747233341","0.171567138093161","0.231796356373522"
"No worries","2008","general elemantary","Urban Area","405","0.282363203867373","0.258243252148652","0.306483155586094"
"No worries","2008","higher education","Rural Area","440","0.37012380710746","0.342827935640055","0.397419678574866"
"No worries","2008","higher education","Urban Area","1357","0.464050005115068","0.44617754193785","0.481922468292285"
"No worries","2008","higher vocational","Rural Area","125","0.259851428513226","0.22247977945005","0.297223077576403"
"No worries","2008","higher vocational","Urban Area","242","0.288461305455582","0.258629861614623","0.318292749296542"
"No worries","2008","in school","Rural Area","52","0.404743679349748","0.315421123391429","0.494066235308066"
"No worries","2008","in school","Urban Area","97","0.455431791060665","0.391894323183249","0.518969258938082"
"No worries","2008","inadequately","Rural Area","15","","",""
"No worries","2008","inadequately","Urban Area","55","0.371135000568173","0.28964095545507","0.452629045681276"
"No worries","2008","middle vocational","Rural Area","717","0.19782579979039","0.184765696040084","0.210885903540696"
"No worries","2008","middle vocational","Urban Area","1551","0.237844316182496","0.227203406225225","0.248485226139767"
"No worries","2008","vocational + Abi","Rural Area","97","0.380280875413236","0.322694935552302","0.437866815274169"
"No worries","2008","vocational + Abi","Urban Area","310","0.404225382755686","0.370758839546486","0.437691925964886"
"Some worries","2008","general elemantary","Rural Area","344","0.494478367749049","0.456955206081688","0.53200152941641"
"Some worries","2008","general elemantary","Urban Area","562","0.419466813246388","0.393025540046416","0.44590808644636"
"Some worries","2008","higher education","Rural Area","552","0.455391147921592","0.427237770828062","0.483544525015122"
"Some worries","2008","higher education","Urban Area","1198","0.394146405486925","0.376633729439913","0.411659081533937"
"Some worries","2008","higher vocational","Rural Area","254","0.447452170435255","0.405080215357226","0.489824125513284"
"Some worries","2008","higher vocational","Urban Area","405","0.462874790416799","0.43004253162224","0.495707049211359"
"Some worries","2008","in school","Rural Area","41","0.392678720546658","0.303810388471504","0.481547052621812"
"Some worries","2008","in school","Urban Area","90","0.339421234228214","0.279009138997824","0.399833329458604"
"Some worries","2008","inadequately","Rural Area","19","","",""
"Some worries","2008","inadequately","Urban Area","53","0.393880208725859","0.311458328225182","0.476302089226537"
"Some worries","2008","middle vocational","Rural Area","1738","0.478440381390325","0.462063292342899","0.494817470437751"
"Some worries","2008","middle vocational","Urban Area","2771","0.457369074575367","0.44491830482715","0.469819844323583"
"Some worries","2008","vocational + Abi","Rural Area","128","0.443996870314019","0.385058877699457","0.50293486292858"
"Some worries","2008","vocational + Abi","Urban Area","379","0.440926647073731","0.407067529395735","0.474785764751728"
"Big worries","2009","general elemantary","Rural Area","157","0.269816641021295","0.234181761699679","0.30545152034291"
"Big worries","2009","general elemantary","Urban Area","307","0.287294848201312","0.261660641377646","0.312929055024979"
"Big worries","2009","higher education","Rural Area","152","0.112170925711005","0.0942635187805495","0.13007833264146"
"Big worries","2009","higher education","Urban Area","298","0.100334978055053","0.089281257187911","0.111388698922196"
"Big worries","2009","higher vocational","Rural Area","120","0.249454116375312","0.211974333037445","0.286933899713179"
"Big worries","2009","higher vocational","Urban Area","174","0.228359631402246","0.199504706071801","0.257214556732691"
"Big worries","2009","in school","Rural Area","12","","",""
"Big worries","2009","in school","Urban Area","31","0.171713813959354","0.121536079310564","0.221891548608144"
"Big worries","2009","inadequately","Rural Area","14","","",""
"Big worries","2009","inadequately","Urban Area","25","","",""
"Big worries","2009","middle vocational","Rural Area","904","0.267498679352949","0.252643692955842","0.282353665750056"
"Big worries","2009","middle vocational","Urban Area","1438","0.259674515844292","0.248238751110822","0.271110280577762"
"Big worries","2009","vocational + Abi","Rural Area","36","0.156395820031914","0.111987590239197","0.200804049824631"
"Big worries","2009","vocational + Abi","Urban Area","111","0.160841649779329","0.134442931398263","0.187240368160395"
"No worries","2009","general elemantary","Rural Area","148","0.252771975634917","0.217880768236477","0.287663183033357"
"No worries","2009","general elemantary","Urban Area","378","0.301155903866034","0.275167066172153","0.327144741559915"
"No worries","2009","higher education","Rural Area","528","0.461541503074483","0.433253039099612","0.489829967049354"
"No worries","2009","higher education","Urban Area","1528","0.542813112564482","0.524485160364293","0.56114106476467"
"No worries","2009","higher vocational","Rural Area","140","0.281202125418368","0.242259448453456","0.32014480238328"
"No worries","2009","higher vocational","Urban Area","297","0.365332360270258","0.332232964396409","0.398431756144106"
"No worries","2009","in school","Rural Area","44","0.525770253474723","0.423735861922932","0.627804645026514"
"No worries","2009","in school","Urban Area","110","0.496593930573499","0.430069961738206","0.563117899408791"
"No worries","2009","inadequately","Rural Area","14","","",""
"No worries","2009","inadequately","Urban Area","54","0.506988983466348","0.419345292731695","0.594632674201002"
"No worries","2009","middle vocational","Rural Area","844","0.241737120613249","0.227369369324709","0.256104871901788"
"No worries","2009","middle vocational","Urban Area","1690","0.286369802293791","0.274579106985749","0.298160497601833"
"No worries","2009","vocational + Abi","Rural Area","98","0.371988506452957","0.312896316378649","0.431080696527264"
"No worries","2009","vocational + Abi","Urban Area","334","0.45051146919218","0.414760002345491","0.48626293603887"
"Some worries","2009","general elemantary","Rural Area","291","0.477411383343789","0.437310741963637","0.51751202472394"
"Some worries","2009","general elemantary","Urban Area","512","0.411549247932654","0.3836709032624","0.439427592602907"
"Some worries","2009","higher education","Rural Area","513","0.426287571214512","0.398225072806604","0.45435006962242"
"Some worries","2009","higher education","Urban Area","1012","0.356851909380465","0.339226411235035","0.374477407525895"
"Some worries","2009","higher vocational","Rural Area","252","0.46934375820632","0.42611574531726","0.51257177109538"
"Some worries","2009","higher vocational","Urban Area","342","0.406308008327496","0.372547334602931","0.440068682052062"
"Some worries","2009","in school","Rural Area","36","0.365221684779638","0.266833375808729","0.463609993750547"
"Some worries","2009","in school","Urban Area","76","0.331692255467147","0.269049026313636","0.394335484620658"
"Some worries","2009","inadequately","Rural Area","14","","",""
"Some worries","2009","inadequately","Urban Area","46","0.346039881580195","0.262646459857187","0.429433303303204"
"Some worries","2009","middle vocational","Rural Area","1663","0.490764200033802","0.473987631614051","0.507540768453554"
"Some worries","2009","middle vocational","Urban Area","2519","0.453955681861917","0.440970146133851","0.466941217589983"
"Some worries","2009","vocational + Abi","Rural Area","123","0.471615673515129","0.4105846564253","0.532646690604958"
"Some worries","2009","vocational + Abi","Urban Area","299","0.388646881028491","0.353621305295858","0.423672456761124"
"Big worries","2010","general elemantary","Rural Area","230","0.309959861428989","0.277689822055041","0.342229900802937"
"Big worries","2010","general elemantary","Urban Area","443","0.269311675249355","0.247946247133399","0.290677103365311"
"Big worries","2010","higher education","Rural Area","182","0.148419210499858","0.130107800088846","0.16673062091087"
"Big worries","2010","higher education","Urban Area","370","0.108713701047413","0.0989530869797064","0.11847431511512"
"Big worries","2010","higher vocational","Rural Area","134","0.254242941637658","0.2199957132838","0.288490169991516"
"Big worries","2010","higher vocational","Urban Area","188","0.202530286648019","0.177508786062586","0.227551787233453"
"Big worries","2010","in school","Rural Area","9","","",""
"Big worries","2010","in school","Urban Area","53","0.14597379462503","0.10519589105572","0.186751698194339"
"Big worries","2010","inadequately","Rural Area","30","0.342684218587126","0.24408189037922","0.441286546795032"
"Big worries","2010","inadequately","Urban Area","67","0.241188007372191","0.187836761924408","0.294539252819974"
"Big worries","2010","middle vocational","Rural Area","1277","0.285096648583281","0.272000384540102","0.29819291262646"
"Big worries","2010","middle vocational","Urban Area","1802","0.251494177211054","0.241440262843351","0.261548091578757"
"Big worries","2010","vocational + Abi","Rural Area","75","0.153368669849767","0.120038278427731","0.186699061271802"
"Big worries","2010","vocational + Abi","Urban Area","189","0.148743640403282","0.129041112853862","0.168446167952701"
"No worries","2010","general elemantary","Rural Area","216","0.254839022619806","0.224432440428356","0.285245604811257"
"No worries","2010","general elemantary","Urban Area","536","0.319752786994039","0.297290266848079","0.342215307139998"
"No worries","2010","higher education","Rural Area","697","0.454688170774665","0.429040785411411","0.480335556137918"
"No worries","2010","higher education","Urban Area","2270","0.566868574598552","0.551331207616123","0.58240594158098"
"No worries","2010","higher vocational","Rural Area","205","0.301550391162269","0.265455164092232","0.337645618232307"
"No worries","2010","higher vocational","Urban Area","356","0.373078458124099","0.342967959534346","0.403188956713852"
"No worries","2010","in school","Rural Area","67","0.484751841672134","0.39714035650394","0.572363326840329"
"No worries","2010","in school","Urban Area","132","0.396874443095077","0.340370041542094","0.45337884464806"
"No worries","2010","inadequately","Rural Area","25","","",""
"No worries","2010","inadequately","Urban Area","85","0.354563724491963","0.29490507059233","0.414222378391597"
"No worries","2010","middle vocational","Rural Area","1175","0.249233729919716","0.23668547060665","0.261781989232781"
"No worries","2010","middle vocational","Urban Area","2276","0.300269992161458","0.289648272402206","0.310891711920709"
"No worries","2010","vocational + Abi","Rural Area","184","0.417803571935814","0.372184571715559","0.46342257215607"
"No worries","2010","vocational + Abi","Urban Area","559","0.460297266540148","0.432699809734015","0.487894723346282"
"Some worries","2010","general elemantary","Rural Area","343","0.435201115951205","0.400607058322813","0.469795173579596"
"Some worries","2010","general elemantary","Urban Area","677","0.410935537756606","0.387238929630821","0.434632145882391"
"Some worries","2010","higher education","Rural Area","569","0.396892618725477","0.371692786868514","0.42209245058244"
"Some worries","2010","higher education","Urban Area","1267","0.324417724354035","0.309738003550676","0.339097445157395"
"Some worries","2010","higher vocational","Rural Area","282","0.444206667200073","0.405126942678854","0.483286391721292"
"Some worries","2010","higher vocational","Urban Area","447","0.424391255227882","0.393619081996384","0.455163428459379"
"Some worries","2010","in school","Rural Area","49","0.402107367077297","0.316151465367974","0.488063268786619"
"Some worries","2010","in school","Urban Area","103","0.457151762279893","0.399618200324912","0.514685324234875"
"Some worries","2010","inadequately","Rural Area","34","0.351909027486418","0.252691984896126","0.45112607007671"
"Some worries","2010","inadequately","Urban Area","95","0.404248268135846","0.343047572981712","0.46544896328998"
"Some worries","2010","middle vocational","Rural Area","2113","0.465669621497004","0.451199519690825","0.480139723303182"
"Some worries","2010","middle vocational","Urban Area","3076","0.448235830627488","0.4367118198608","0.459759841394177"
"Some worries","2010","vocational + Abi","Rural Area","190","0.428827758214419","0.3830504858264","0.474605030602437"
"Some worries","2010","vocational + Abi","Urban Area","505","0.39095909305657","0.363940579858387","0.417977606254753"
"Big worries","2011","general elemantary","Rural Area","211","0.301807216414611","0.268136568544308","0.335477864284914"
"Big worries","2011","general elemantary","Urban Area","360","0.273593346380988","0.250332406619897","0.29685428614208"
"Big worries","2011","higher education","Rural Area","207","0.158562050738827","0.138909301890892","0.178214799586763"
"Big worries","2011","higher education","Urban Area","402","0.114746198591972","0.103771852820931","0.125720544363013"
"Big worries","2011","higher vocational","Rural Area","149","0.285094593527576","0.248097393459061","0.322091793596092"
"Big worries","2011","higher vocational","Urban Area","187","0.216378354858491","0.188984802952407","0.243771906764576"
"Big worries","2011","in school","Rural Area","12","","",""
"Big worries","2011","in school","Urban Area","30","0.118818507188302","0.0774481863162269","0.160188828060377"
"Big worries","2011","inadequately","Rural Area","14","","",""
"Big worries","2011","inadequately","Urban Area","41","0.242944927987283","0.175211136633229","0.310678719341337"
"Big worries","2011","middle vocational","Rural Area","1146","0.300446474252611","0.286171186006431","0.31472176249879"
"Big worries","2011","middle vocational","Urban Area","1799","0.279437904310578","0.268479437272563","0.290396371348592"
"Big worries","2011","vocational + Abi","Rural Area","61","0.1893764294705","0.146177088096212","0.232575770844788"
"Big worries","2011","vocational + Abi","Urban Area","141","0.156197242003673","0.132210906398361","0.180183577608984"
"No worries","2011","general elemantary","Rural Area","194","0.252446364490598","0.220582039384488","0.284310689596708"
"No worries","2011","general elemantary","Urban Area","416","0.289006965551172","0.265354772657668","0.312659158444676"
"No worries","2011","higher education","Rural Area","545","0.436347894069574","0.4096648951447","0.463030892994448"
"No worries","2011","higher education","Urban Area","1725","0.549178403753565","0.532045354344317","0.566311453162813"
"No worries","2011","higher vocational","Rural Area","167","0.296630468556788","0.25919789115124","0.334063045962337"
"No worries","2011","higher vocational","Urban Area","293","0.327664257926975","0.296439731275752","0.358888784578198"
"No worries","2011","in school","Rural Area","36","0.508202817636493","0.3958063021948","0.620599333078186"
"No worries","2011","in school","Urban Area","107","0.48386181445271","0.419968145080589","0.547755483824831"
"No worries","2011","inadequately","Rural Area","26","","",""
"No worries","2011","inadequately","Urban Area","60","0.433738986437055","0.355466290627864","0.512011682246247"
"No worries","2011","middle vocational","Rural Area","970","0.236913585051972","0.223674051067297","0.250153119036647"
"No worries","2011","middle vocational","Urban Area","1797","0.275744152153802","0.264830487571784","0.286657816735819"
"No worries","2011","vocational + Abi","Rural Area","113","0.313139061154971","0.262005318445893","0.364272803864049"
"No worries","2011","vocational + Abi","Urban Area","370","0.429914712221538","0.397205670156396","0.462623754286679"
"Some worries","2011","general elemantary","Rural Area","309","0.445746419094791","0.409288055612604","0.482204782576977"
"Some worries","2011","general elemantary","Urban Area","635","0.437399688067839","0.411516140321694","0.463283235813985"
"Some worries","2011","higher education","Rural Area","575","0.405090055191599","0.378677280009223","0.431502830373975"
"Some worries","2011","higher education","Urban Area","1113","0.336075397654463","0.319810425370354","0.352340369938573"
"Some worries","2011","higher vocational","Rural Area","256","0.418274937915635","0.377850882028798","0.458698993802473"
"Some worries","2011","higher vocational","Urban Area","388","0.455957387214533","0.422823925270607","0.48909084915846"
"Some worries","2011","in school","Rural Area","28","","",""
"Some worries","2011","in school","Urban Area","98","0.397319678358988","0.334755217969224","0.459884138748753"
"Some worries","2011","inadequately","Rural Area","22","","",""
"Some worries","2011","inadequately","Urban Area","53","0.323316085575662","0.249441626635004","0.39719054451632"
"Some worries","2011","middle vocational","Rural Area","1846","0.462639940695417","0.447114458095121","0.478165423295714"
"Some worries","2011","middle vocational","Urban Area","2845","0.444817943535621","0.432681811267877","0.456954075803364"
"Some worries","2011","vocational + Abi","Rural Area","142","0.497484509374529","0.442356912917376","0.552612105831682"
"Some worries","2011","vocational + Abi","Urban Area","369","0.41388804577479","0.38134647697478","0.4464296145748"
"Big worries","2012","general elemantary","Rural Area","178","0.257955363650594","0.226217772778312","0.289692954522876"
"Big worries","2012","general elemantary","Urban Area","301","0.221193257447101","0.199247250201446","0.243139264692757"
"Big worries","2012","higher education","Rural Area","135","0.110929428649759","0.0942019584643677","0.127656898835151"
"Big worries","2012","higher education","Urban Area","292","0.0858002540592521","0.0762330945949942","0.0953674135235101"
"Big worries","2012","higher vocational","Rural Area","108","0.228632929937911","0.194485347423451","0.26278051245237"
"Big worries","2012","higher vocational","Urban Area","137","0.161234410740054","0.136713285827704","0.185755535652405"
"Big worries","2012","in school","Rural Area","7","","",""
"Big worries","2012","in school","Urban Area","21","","",""
"Big worries","2012","inadequately","Rural Area","16","","",""
"Big worries","2012","inadequately","Urban Area","40","0.208914003530763","0.146118177544631","0.271709829516895"
"Big worries","2012","middle vocational","Rural Area","910","0.228726385416229","0.215744331004868","0.241708439827589"
"Big worries","2012","middle vocational","Urban Area","1425","0.228745782036217","0.218329267494442","0.239162296577991"
"Big worries","2012","vocational + Abi","Rural Area","44","0.111286833226008","0.0774584105297789","0.145115255922238"
"Big worries","2012","vocational + Abi","Urban Area","117","0.139482130026022","0.116513684331442","0.162450575720602"
"No worries","2012","general elemantary","Rural Area","209","0.249551901527862","0.218159290896791","0.280944512158933"
"No worries","2012","general elemantary","Urban Area","471","0.334638818073531","0.309688756975594","0.359588879171469"
"No worries","2012","higher education","Rural Area","717","0.538336318631443","0.511782410146199","0.564890227116687"
"No worries","2012","higher education","Urban Area","2048","0.635851788550225","0.619414309323979","0.652289267776471"
"No worries","2012","higher vocational","Rural Area","221","0.381559044678672","0.342059687999635","0.421058401357709"
"No worries","2012","higher vocational","Urban Area","381","0.459924850490985","0.426692446788214","0.493157254193756"
"No worries","2012","in school","Rural Area","47","0.611404979993191","0.501090998255605","0.721718961730777"
"No worries","2012","in school","Urban Area","118","0.553709891533572","0.485326624796538","0.622093158270605"
"No worries","2012","inadequately","Rural Area","29","","",""
"No worries","2012","inadequately","Urban Area","60","0.468287171533852","0.391209275280184","0.545365067787519"
"No worries","2012","middle vocational","Rural Area","1235","0.302301831046949","0.288106836339642","0.316496825754256"
"No worries","2012","middle vocational","Urban Area","2108","0.333812877094003","0.322117970408495","0.34550778377951"
"No worries","2012","vocational + Abi","Rural Area","152","0.478651779173974","0.424917325730612","0.532386232617337"
"No worries","2012","vocational + Abi","Urban Area","442","0.496092994329949","0.462945620982727","0.529240367677171"
"Some worries","2012","general elemantary","Rural Area","343","0.492492734821544","0.456226062618118","0.52875940702497"
"Some worries","2012","general elemantary","Urban Area","602","0.444167924479367","0.417895501736372","0.470440347222362"
"Some worries","2012","higher education","Rural Area","502","0.350734252718798","0.325316386162241","0.376152119275355"
"Some worries","2012","higher education","Urban Area","952","0.278347957390523","0.263037924641267","0.293657990139779"
"Some worries","2012","higher vocational","Rural Area","252","0.389808025383417","0.350151134841283","0.42946491592555"
"Some worries","2012","higher vocational","Urban Area","346","0.37884073876896","0.346494704704092","0.411186772833829"
"Some worries","2012","in school","Rural Area","21","","",""
"Some worries","2012","in school","Urban Area","64","0.351232281462947","0.285566079138218","0.416898483787675"
"Some worries","2012","inadequately","Rural Area","22","","",""
"Some worries","2012","inadequately","Urban Area","61","0.322798824935386","0.250578410369819","0.395019239500952"
"Some worries","2012","middle vocational","Rural Area","1876","0.468971783536823","0.45354720840505","0.484396358668596"
"Some worries","2012","middle vocational","Urban Area","2713","0.437441340869781","0.42513891037468","0.449743771364881"
"Some worries","2012","vocational + Abi","Rural Area","136","0.410061387600017","0.357155147463179","0.462967627736855"
"Some worries","2012","vocational + Abi","Urban Area","315","0.364424875644028","0.332518327101469","0.396331424186588"
"Big worries","2013","general elemantary","Rural Area","141","0.261534596325252","0.226997760287796","0.296071432362708"
"Big worries","2013","general elemantary","Urban Area","346","0.308553821789618","0.282656363436508","0.334451280142729"
"Big worries","2013","higher education","Rural Area","153","0.131422551374697","0.112935230267817","0.149909872481577"
"Big worries","2013","higher education","Urban Area","349","0.104935187278576","0.0942766978881046","0.115593676669047"
"Big worries","2013","higher vocational","Rural Area","101","0.19577270590556","0.161959548136442","0.229585863674677"
"Big worries","2013","higher vocational","Urban Area","176","0.218611890594937","0.189935998699243","0.24728778249063"
"Big worries","2013","in school","Rural Area","12","","",""
"Big worries","2013","in school","Urban Area","21","","",""
"Big worries","2013","inadequately","Rural Area","19","","",""
"Big worries","2013","inadequately","Urban Area","36","0.225605784677056","0.152623242981842","0.298588326372271"
"Big worries","2013","middle vocational","Rural Area","929","0.247530400981072","0.233607336953657","0.261453465008487"
"Big worries","2013","middle vocational","Urban Area","1537","0.269208179928257","0.257705608035899","0.280710751820615"
"Big worries","2013","vocational + Abi","Rural Area","43","0.141324695481999","0.101839343623148","0.180810047340849"
"Big worries","2013","vocational + Abi","Urban Area","122","0.165355431005244","0.139628270813009","0.191082591197479"
"No worries","2013","general elemantary","Rural Area","190","0.28709710712496","0.251543596080942","0.322650618168979"
"No worries","2013","general elemantary","Urban Area","371","0.299499135339091","0.273817976773061","0.325180293905122"
"No worries","2013","higher education","Rural Area","639","0.506462480920418","0.479105479770418","0.533819482070418"
"No worries","2013","higher education","Urban Area","1775","0.571617744083203","0.554407919972309","0.588827568194096"
"No worries","2013","higher vocational","Rural Area","182","0.340601846368376","0.300217076042585","0.380986616694166"
"No worries","2013","higher vocational","Urban Area","287","0.3622567989239","0.328908181264547","0.395605416583254"
"No worries","2013","in school","Rural Area","42","0.537770649781932","0.424935407322515","0.650605892241348"
"No worries","2013","in school","Urban Area","109","0.579234320248187","0.508095030576855","0.650373609919519"
"No worries","2013","inadequately","Rural Area","25","","",""
"No worries","2013","inadequately","Urban Area","46","0.448962279807898","0.36211456207703","0.535809997538766"
"No worries","2013","middle vocational","Rural Area","1055","0.28873273627693","0.274112967901338","0.303352504652523"
"No worries","2013","middle vocational","Urban Area","1692","0.28275358417696","0.271074944901509","0.294432223452411"
"No worries","2013","vocational + Abi","Rural Area","143","0.508664157948605","0.451998845407978","0.565329470489232"
