"hgowner","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"2","2005","Not Employed","Male","1415","0.495750775760392","0.478405908909863","0.51309564261092"
"2","2005","Not Employed","Female","2153","0.498335292996784","0.484096800985821","0.512573785007748"
"2","2005","Employed","Male","2893","0.513429381953113","0.501509255512387","0.52534950839384"
"2","2005","Employed","Female","2791","0.534431223142364","0.521942255290851","0.546920190993877"
"3","2005","Not Employed","Male","47","0.0182724184351412","0.0136260872564803","0.022918749613802"
"3","2005","Not Employed","Female","90","0.0244828543784975","0.0200819201630098","0.0288837885939853"
"3","2005","Employed","Male","124","0.025768937732468","0.021990199505156","0.0295476759597799"
"3","2005","Employed","Female","130","0.0287676041174335","0.0245825397732825","0.0329526684615845"
"4","2005","Not Employed","Male","","","",""
"4","2005","Not Employed","Female","","","",""
"4","2005","Employed","Male","1","","",""
"4","2005","Employed","Female","1","","",""
"5","2005","Not Employed","Male","5","","",""
"5","2005","Not Employed","Female","32","0.0121465146442567","0.00902713304532622","0.0152658962431871"
"5","2005","Employed","Male","","","",""
"5","2005","Employed","Female","","","",""
"1","2006","Not Employed","Male","2036","0.485745857755959","0.469502721303315","0.501988994208603"
"1","2006","Not Employed","Female","2764","0.451783815365627","0.438337170658342","0.465230460072913"
"1","2006","Employed","Male","3944","0.465819634469683","0.454165599541666","0.477473669397701"
"1","2006","Employed","Female","3412","0.438291203307072","0.426174772109696","0.450407634504448"
"2","2006","Not Employed","Male","1548","0.49538774038589","0.47913869070191","0.511636790069871"
"2","2006","Not Employed","Female","2386","0.51828092470295","0.504780351636518","0.531781497769382"
"2","2006","Employed","Male","2968","0.512784390079593","0.501106847622825","0.524461932536361"
"2","2006","Employed","Female","2904","0.532439029143612","0.520254975622001","0.544623082665223"
"3","2006","Not Employed","Male","45","0.015656241786294","0.0116217057750783","0.0196907777975096"
"3","2006","Not Employed","Female","75","0.0198335156798959","0.016066282997101","0.0236007483626909"
"3","2006","Employed","Male","124","0.0208878284523883","0.0175467526386906","0.0242289042660861"
"3","2006","Employed","Female","125","0.0292320214648294","0.0251183947811604","0.0333456481484985"
"4","2006","Not Employed","Male","","","",""
"4","2006","Not Employed","Female","","","",""
"4","2006","Employed","Male","1","","",""
"4","2006","Employed","Female","1","","",""
"5","2006","Not Employed","Male","8","","",""
"5","2006","Not Employed","Female","37","0.0101017442515271","0.00739986377457542","0.0128036247284787"
"5","2006","Employed","Male","1","","",""
"5","2006","Employed","Female","","","",""
"1","2007","Not Employed","Male","1942","0.493275194800225","0.476602045273788","0.509948344326662"
"1","2007","Not Employed","Female","2576","0.461589988314489","0.447630190602852","0.475549786026126"
"1","2007","Employed","Male","3676","0.472178907301247","0.460082503026241","0.484275311576254"
"1","2007","Employed","Female","3213","0.441039105354546","0.428547484783379","0.453530725925713"
"2","2007","Not Employed","Male","1453","0.483699782777071","0.467033988197508","0.500365577356634"
"2","2007","Not Employed","Female","2209","0.508067127922029","0.494067778882017","0.52206647696204"
"2","2007","Employed","Male","2757","0.503052405347398","0.490937457685858","0.515167353008939"
"2","2007","Employed","Female","2738","0.528716006728788","0.516157381618056","0.54127463183952"
"3","2007","Not Employed","Male","51","0.019673441327283","0.0150420393588219","0.024304843295744"
"3","2007","Not Employed","Female","75","0.0186185243471726","0.0148333496539248","0.0224036990404203"
"3","2007","Employed","Male","107","0.023612618798581","0.0199335086712437","0.0272917289259183"
"3","2007","Employed","Female","116","0.0297744569243961","0.0254983574583903","0.0340505563904019"
"4","2007","Not Employed","Male","","","",""
"4","2007","Not Employed","Female","","","",""
"4","2007","Employed","Male","1","","",""
"4","2007","Employed","Female","1","","",""
"5","2007","Not Employed","Male","8","","",""
"5","2007","Not Employed","Female","39","0.0117243594163095","0.00871011837746853","0.0147386004551504"
"5","2007","Employed","Male","2","","",""
"5","2007","Employed","Female","1","","",""
"1","2008","Not Employed","Male","1823","0.495006408702828","0.477699692339076","0.51231312506658"
"1","2008","Not Employed","Female","2432","0.466492409750451","0.451998442842221","0.48098637665868"
"1","2008","Employed","Male","3512","0.483181328875986","0.470721468867332","0.495641188884641"
"1","2008","Employed","Female","3076","0.457648774994613","0.44477159893531","0.470525951053916"
"2","2008","Not Employed","Male","1318","0.469758158069672","0.452482265480395","0.487034050658949"
"2","2008","Not Employed","Female","2003","0.495994995834833","0.481468838460416","0.51052115320925"
"2","2008","Employed","Male","2572","0.496974061020844","0.484507374344794","0.509440747696894"
"2","2008","Employed","Female","2567","0.518495931764901","0.505581157319814","0.531410706209989"
"3","2008","Not Employed","Male","56","0.0306135845018439","0.024650487302225","0.0365766817014627"
"3","2008","Not Employed","Female","79","0.0248088312058817","0.0202898274191065","0.0293278349926569"
"3","2008","Employed","Male","93","0.0190420673078705","0.0156342897921867","0.0224498448235543"
"3","2008","Employed","Female","106","0.0238205652152937","0.0198791242432899","0.0277620061872976"
"4","2008","Not Employed","Male","","","",""
"4","2008","Not Employed","Female","","","",""
"4","2008","Employed","Male","1","","",""
"4","2008","Employed","Female","1","","",""
"5","2008","Not Employed","Male","9","","",""
"5","2008","Not Employed","Female","37","0.0127037632088344","0.00945001000188852","0.0159575164157804"
"5","2008","Employed","Male","1","","",""
"5","2008","Employed","Female","","","",""
"1","2009","Not Employed","Male","1716","0.503299294164314","0.485434519345632","0.521164068982996"
"1","2009","Not Employed","Female","2228","0.484568404951101","0.469285850964213","0.499850958937989"
"1","2009","Employed","Male","3308","0.491022471058307","0.478118874969137","0.503926067147476"
"1","2009","Employed","Female","2889","0.446658943476384","0.433496325511054","0.459821561441715"
"2","2009","Not Employed","Male","1228","0.466445567287379","0.448620677697619","0.48427045687714"
"2","2009","Not Employed","Female","1776","0.48380501296256","0.468523197645171","0.499086828279949"
"2","2009","Employed","Male","2356","0.485571312108813","0.472671010267701","0.498471613949926"
"2","2009","Employed","Female","2473","0.525012766951977","0.51179117613949","0.538234357764465"
"3","2009","Not Employed","Male","56","0.025532362349267","0.0198964243464859","0.031168300352048"
"3","2009","Not Employed","Female","74","0.0206258896084421","0.0162796513769031","0.0249721278399811"
"3","2009","Employed","Male","100","0.0225675511180002","0.0187340431898965","0.0264010590461039"
"3","2009","Employed","Female","117","0.0282939682081799","0.0239038906619581","0.0326840457544017"
"4","2009","Not Employed","Male","","","",""
"4","2009","Not Employed","Female","","","",""
"4","2009","Employed","Male","1","","",""
"4","2009","Employed","Female","1","","",""
"5","2009","Not Employed","Male","9","","",""
"5","2009","Not Employed","Female","30","0.0110006924778967","0.00781105827682067","0.0141903266789727"
"5","2009","Employed","Male","1","","",""
"5","2009","Employed","Female","","","",""
"1","2010","Not Employed","Male","1755","0.508549318287365","0.491306010603901","0.525792625970829"
"1","2010","Not Employed","Female","2622","0.484264972260787","0.47116302402992","0.497366920491655"
"1","2010","Employed","Male","4264","0.50054806402451","0.489524504704085","0.511571623344934"
"1","2010","Employed","Female","3760","0.45913032749523","0.448007708901889","0.470252946088571"
"2","2010","Not Employed","Male","1419","0.463144396979646","0.445945483143048","0.480343310816243"
"2","2010","Not Employed","Female","2849","0.484851864853829","0.471749441212516","0.497954288495141"
"2","2010","Employed","Male","3523","0.477283989815765","0.466271806447058","0.488296173184472"
"2","2010","Employed","Female","3817","0.516165762367683","0.505011634081852","0.527319890653514"
"3","2010","Not Employed","Male","46","0.0223145603876081","0.017219987149711","0.0274091336255053"
"3","2010","Not Employed","Female","87","0.0200632391104699","0.0163871960864831","0.0237392821344568"
"3","2010","Employed","Male","110","0.0208027596540862","0.0176561152554228","0.0239494040527497"
"3","2010","Employed","Female","132","0.0246421916791924","0.0211818866200287","0.0281024967383562"
"4","2010","Not Employed","Male","1","","",""
"4","2010","Not Employed","Female","2","","",""
"4","2010","Employed","Male","3","","",""
"4","2010","Employed","Female","1","","",""
"5","2010","Not Employed","Male","8","","",""
"5","2010","Not Employed","Female","29","","",""
"5","2010","Employed","Male","3","","",""
"5","2010","Employed","Female","1","","",""
"1","2011","Not Employed","Male","2184","0.519031592095058","0.503632408758366","0.53443077543175"
"1","2011","Not Employed","Female","3219","0.48692387515972","0.474910675194242","0.498937075125198"
"1","2011","Employed","Male","5058","0.507513858189125","0.497262273459199","0.51776544291905"
"1","2011","Employed","Female","4527","0.473539274702168","0.463328245883872","0.483750303520463"
"2","2011","Not Employed","Male","1785","0.448846481542836","0.433516990985901","0.46417597209977"
"2","2011","Not Employed","Female","3331","0.490273780017741","0.478258743663513","0.502288816371969"
"2","2011","Employed","Male","3960","0.474396600010481","0.464157308382939","0.484635891638024"
"2","2011","Employed","Female","4524","0.504383873902474","0.49415890910372","0.514608838701227"
"3","2011","Not Employed","Male","59","0.0264850002216285","0.0215360414967376","0.0314339589465194"
"3","2011","Not Employed","Female","63","0.0128598062387296","0.010151835927342","0.0155677765501172"
"3","2011","Employed","Male","113","0.0171005276063171","0.0144420723726239","0.0197589828400103"
"3","2011","Employed","Female","133","0.0220519625136163","0.0190487226273047","0.0250552023999279"
"4","2011","Not Employed","Male","1","","",""
"4","2011","Not Employed","Female","2","","",""
"4","2011","Employed","Male","3","","",""
"4","2011","Employed","Female","1","","",""
"5","2011","Not Employed","Male","15","","",""
"5","2011","Not Employed","Female","35","0.00977752178851638","0.00741259307141875","0.012142450505614"
"5","2011","Employed","Male","2","","",""
"5","2011","Employed","Female","","","",""
"1","2012","Not Employed","Male","2248","0.531806090745708","0.516543503770867","0.547068677720549"
"1","2012","Not Employed","Female","3023","0.486143519604931","0.473755352753131","0.498531686456731"
"1","2012","Employed","Male","4814","0.501051258009234","0.490577226783714","0.511525289234754"
"1","2012","Employed","Female","4549","0.470633706461038","0.460413753330257","0.480853659591819"
"2","2012","Not Employed","Male","1792","0.443463109519045","0.428267632221388","0.458658586816701"
"2","2012","Not Employed","Female","3135","0.490587506245744","0.478196775643451","0.502978236848036"
"2","2012","Employed","Male","3838","0.482722490334103","0.472254691094654","0.493190289573552"
"2","2012","Employed","Female","4477","0.505995252799968","0.495758362953995","0.516232142645942"
"3","2012","Not Employed","Male","56","0.0212748761389852","0.0168611792253436","0.0256885730526268"
"3","2012","Not Employed","Female","67","0.0159038264109079","0.012803028507989","0.0190046243138269"
"3","2012","Employed","Male","98","0.0155814691194531","0.0129870573149055","0.0181758809240006"
"3","2012","Employed","Female","136","0.0233481806507745","0.0202562791370085","0.0264400821645405"
"4","2012","Not Employed","Male","1","","",""
"4","2012","Not Employed","Female","1","","",""
"4","2012","Employed","Male","3","","",""
"4","2012","Employed","Female","1","","",""
"5","2012","Not Employed","Male","9","","",""
"5","2012","Not Employed","Female","27","","",""
"5","2012","Employed","Male","1","","",""
"5","2012","Employed","Female","","","",""
"1","2013","Not Employed","Male","2645","0.482716901851952","0.470256428636899","0.495177375067004"
"1","2013","Not Employed","Female","3339","0.459435271908645","0.448665915311164","0.470204628506127"
"1","2013","Employed","Male","4508","0.535960905956485","0.525121138838968","0.546800673074002"
"1","2013","Employed","Female","4381","0.50568354939904","0.49522628600143","0.51614081279665"
"2","2013","Not Employed","Male","3437","0.495934243002781","0.483466731292916","0.508401754712646"
"2","2013","Not Employed","Female","4754","0.516128100226499","0.505328748361777","0.526927452091222"
"2","2013","Employed","Male","3527","0.448997259351038","0.438186036113626","0.459808482588451"
"2","2013","Employed","Female","4288","0.476154557410676","0.465708517996894","0.486600596824459"
"3","2013","Not Employed","Male","82","0.0175167315461791","0.0142454851461371","0.0207879779462211"
"3","2013","Not Employed","Female","101","0.0166199198491558","0.013857250532091","0.0193825891662205"
"3","2013","Employed","Male","95","0.0150186681937126","0.0123750068452263","0.017662329542199"
"3","2013","Employed","Female","111","0.0181392905400027","0.0153479604855134","0.0209306205944921"
"4","2013","Not Employed","Male","1","","",""
"4","2013","Not Employed","Female","","","",""
"4","2013","Employed","Male","1","","",""
"4","2013","Employed","Female","1","","",""
"5","2013","Not Employed","Male","13","","",""
"5","2013","Not Employed","Female","32","0.00781670801569946","0.00591360788987279","0.00971980814152613"
"5","2013","Employed","Male","","","",""
"5","2013","Employed","Female","","","",""
"1","2014","Not Employed","Male","2070","0.522319538328977","0.507041222150723","0.537597854507231"
"1","2014","Not Employed","Female","2659","0.492445366179216","0.47964835438923","0.505242377969202"
"1","2014","Employed","Male","4451","0.497598884153085","0.487077973900893","0.508119794405277"
"1","2014","Employed","Female","4354","0.472676664266156","0.4624420421345","0.482911286397812"
"2","2014","Not Employed","Male","1975","0.458547541802334","0.443306629357306","0.473788454247363"
"2","2014","Not Employed","Female","3105","0.483022714467338","0.470231621602345","0.49581380733233"
"2","2014","Employed","Male","4122","0.487170569926415","0.476653002331903","0.497688137520927"
"2","2014","Employed","Female","4653","0.504366614928324","0.494117067755699","0.514616162100949"
"3","2014","Not Employed","Male","47","0.0141683612951526","0.0105534320110505","0.0177832905792546"
"3","2014","Not Employed","Female","70","0.0165924103995014","0.0133226971863277","0.0198621236126751"
"3","2014","Employed","Male","102","0.0152055146161434","0.0126306068041658","0.0177804224281209"
"3","2014","Employed","Female","133","0.0229289362778082","0.0198605766059891","0.0259972959496272"
"4","2014","Not Employed","Male","2","","",""
"4","2014","Not Employed","Female","1","","",""
"4","2014","Employed","Male","","","",""
"4","2014","Employed","Female","","","",""
"5","2014","Not Employed","Male","12","","",""
"5","2014","Not Employed","Female","28","","",""
"5","2014","Employed","Male","1","","",""
"5","2014","Employed","Female","1","","",""
"1","2015","Not Employed","Male","1975","0.49006675240231","0.475607979530495","0.504525525274125"
"1","2015","Not Employed","Female","2524","0.479700920650188","0.467322169904157","0.492079671396218"
"1","2015","Employed","Male","4233","0.510726887236939","0.499824540954419","0.521629233519459"
"1","2015","Employed","Female","4209","0.487526338721135","0.47695421647792","0.49809846096435"
"2","2015","Not Employed","Male","2510","0.484327343143108","0.469872822376981","0.498781863909236"
"2","2015","Not Employed","Female","3610","0.497657701403201","0.485268872577331","0.51004653022907"
"2","2015","Employed","Male","3743","0.472196563007068","0.461308579516191","0.483084546497945"
"2","2015","Employed","Female","4267","0.493144780035345","0.482570360385189","0.5037191996855"
"3","2015","Not Employed","Male","90","0.0196253703344021","0.01561345172643","0.0236372889423742"
"3","2015","Not Employed","Female","92","0.0145487414577322","0.0115818934295878","0.0175155894858766"
"3","2015","Employed","Male","100","0.0170765497559925","0.0142509551812327","0.0199021443307523"
"3","2015","Employed","Female","111","0.01932888124352","0.016416874267041","0.022240888219999"
"4","2015","Not Employed","Male","","","",""
"4","2015","Not Employed","Female","","","",""
"4","2015","Employed","Male","","","",""
"4","2015","Employed","Female","","","",""
"5","2015","Not Employed","Male","17","","",""
"5","2015","Not Employed","Female","31","0.00809263648887913","0.00587267425070265","0.0103125987270556"
"5","2015","Employed","Male","","","",""
"5","2015","Employed","Female","","","",""
"1","2016","Not Employed","Male","1843","0.511256612903908","0.495066538769057","0.527446687038759"
"1","2016","Not Employed","Female","2301","0.491959999873381","0.478276791744582","0.505643208002179"
"1","2016","Employed","Male","3951","0.502022651337778","0.490918085830561","0.513127216844995"
"1","2016","Employed","Female","3976","0.47713152964576","0.466436224046797","0.487826835244723"
"2","2016","Not Employed","Male","1749","0.460976404156851","0.444831623188983","0.47712118512472"
"2","2016","Not Employed","Female","2734","0.480397167784774","0.466722711829338","0.49407162374021"
"2","2016","Employed","Male","3730","0.4774994336676","0.466406027028014","0.488592840307185"
"2","2016","Employed","Female","4269","0.500170550433525","0.489464041293718","0.510877059573332"
"3","2016","Not Employed","Male","57","0.0219463339190925","0.0172011696109362","0.0266914982272488"
"3","2016","Not Employed","Female","61","0.0163370072451529","0.0128673745633147","0.0198066399269911"
"3","2016","Employed","Male","107","0.0204779149946223","0.0173324482084591","0.0236233817807856"
"3","2016","Employed","Female","132","0.0226715487902484","0.0194841325673309","0.0258589650131659"
"4","2016","Not Employed","Male","","","",""
"4","2016","Not Employed","Female","","","",""
"4","2016","Employed","Male","","","",""
"4","2016","Employed","Female","","","",""
"5","2016","Not Employed","Male","13","","",""
"5","2016","Not Employed","Female","32","0.0113058250966927","0.00841210712343434","0.014199543069951"
"5","2016","Employed","Male","","","",""
"5","2016","Employed","Female","1","","",""
"1","2017","Not Employed","Male","1969","0.502321255288415","0.489310364742886","0.515332145833944"
"1","2017","Not Employed","Female","2415","0.477463543821455","0.465466562299908","0.489460525343002"
"1","2017","Employed","Male","4470","0.493543085429528","0.483185796281109","0.503900374577947"
"1","2017","Employed","Female","4553","0.491371689140833","0.481249826199513","0.501493552082153"
"2","2017","Not Employed","Male","3153","0.457672368998395","0.444708043932106","0.470636694064683"
"2","2017","Not Employed","Female","3908","0.489824439811772","0.477817740520784","0.501831139102759"
"2","2017","Employed","Male","4255","0.47884530566604","0.46849642791912","0.48919418341296"
"2","2017","Employed","Female","4668","0.487519690377622","0.477399474085605","0.49763990666964"
"3","2017","Not Employed","Male","145","0.0227457011144035","0.0188660277961777","0.0266253744326293"
"3","2017","Not Employed","Female","125","0.019712160010053","0.0163733823480459","0.0230509376720601"
"3","2017","Employed","Male","178","0.0262187738716875","0.0229086122424947","0.0295289355008803"
"3","2017","Employed","Female","145","0.0206103959365814","0.0177338187329594","0.0234869731402035"
"4","2017","Not Employed","Male","","","",""
"4","2017","Not Employed","Female","","","",""
"4","2017","Employed","Male","","","",""
"4","2017","Employed","Female","","","",""
"5","2017","Not Employed","Male","406","0.0172606745987872","0.0138715327241667","0.0206498164734077"
"5","2017","Not Employed","Female","211","0.0129998563567207","0.0102792139177244","0.0157204987957169"
"5","2017","Employed","Male","48","0.00139283503274472","0.000620226514295455","0.00216544355119398"
"5","2017","Employed","Female","5","","",""
"1","2018","Not Employed","Male","1920","0.524482207076561","0.511775790608407","0.537188623544716"
"1","2018","Not Employed","Female","2248","0.481802751276245","0.469878275291667","0.493727227260822"
"1","2018","Employed","Male","4163","0.491496669133415","0.481086964173139","0.501906374093691"
"1","2018","Employed","Female","4345","0.488032968003238","0.477785966150177","0.4982799698563"
"2","2018","Not Employed","Male","3454","0.437127472135253","0.424506773485058","0.449748170785447"
"2","2018","Not Employed","Female","4137","0.489650490306685","0.477720665614084","0.501580314999287"
"2","2018","Employed","Male","4438","0.484742945488206","0.474336582944215","0.495149308032196"
"2","2018","Employed","Female","4671","0.494080254652502","0.483831035004831","0.504329474300172"
"3","2018","Not Employed","Male","106","0.0162573646275038","0.0130397047118022","0.0194750245432054"
"3","2018","Not Employed","Female","115","0.0148892715381146","0.0119990151910736","0.0177795278851556"
"3","2018","Employed","Male","152","0.0213425203710796","0.0183331929516634","0.0243518477904958"
"3","2018","Employed","Female","124","0.0178850871185764","0.0151681604336423","0.0206020138035104"
"4","2018","Not Employed","Male","","","",""
"4","2018","Not Employed","Female","1","","",""
"4","2018","Employed","Male","","","",""
"4","2018","Employed","Female","","","",""
"5","2018","Not Employed","Male","454","0.0221329561606823","0.0183898345532834","0.0258760777680811"
"5","2018","Not Employed","Female","244","0.0130985641100554","0.0103852139122853","0.0158119143078254"
"5","2018","Employed","Male","107","0.00241786500729942","0.00139522780783106","0.00344050220676778"
"5","2018","Employed","Female","1","","",""
"1","2019","Not Employed","Male","1981","0.537108732131663","0.523696152020073","0.550521312243252"
"1","2019","Not Employed","Female","2265","0.485822099078383","0.473453919457762","0.498190278699004"
"1","2019","Employed","Male","4894","0.491123280483684","0.481130761113134","0.501115799854235"
"1","2019","Employed","Female","4524","0.492032071742931","0.481709199607055","0.502354943878807"
"2","2019","Not Employed","Male","2948","0.429157691096639","0.415843700207342","0.442471681985937"
"2","2019","Not Employed","Female","3692","0.479283455354344","0.466920925471549","0.49164598523714"
"2","2019","Employed","Male","4427","0.484339257544048","0.474350066540295","0.494328448547801"
"2","2019","Employed","Female","4353","0.489868606663237","0.479546543194965","0.50019067013151"
"3","2019","Not Employed","Male","135","0.0169166498887335","0.0134477315260156","0.0203855682514515"
"3","2019","Not Employed","Female","147","0.0204194811442118","0.0169196034463332","0.0239193588420904"
"3","2019","Employed","Male","178","0.0220603087935563","0.0191244492330632","0.0249961683540494"
"3","2019","Employed","Female","128","0.0180649779744876","0.0153148950549226","0.0208150608940526"
"4","2019","Not Employed","Male","","","",""
"4","2019","Not Employed","Female","","","",""
"4","2019","Employed","Male","","","",""
"4","2019","Employed","Female","","","",""
"5","2019","Not Employed","Male","245","0.0168169268829643","0.013358072785868","0.0202757809800606"
"5","2019","Not Employed","Female","169","0.0144749644230608","0.0115193142490242","0.0174306145970975"
"5","2019","Employed","Male","116","0.00247715317871145","0.00148355381717096","0.00347075254025194"
"5","2019","Employed","Female","5","","",""
