"hgowner","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"3","1998","general elemantary","84","0.0384666286775196","0.0310181505775195","0.0459151067775198"
"3","1998","middle vocational","214","0.032223287528536","0.0281034530198813","0.0363431220371906"
"3","1998","vocational + Abi","20","","",""
"3","1998","higher vocational","19","","",""
"3","1998","higher education","42","0.0279816125125598","0.0207155554655062","0.0352476695596134"
"4","1998","in school","","","",""
"4","1998","inadequately","","","",""
"4","1998","general elemantary","8","","",""
"4","1998","middle vocational","9","","",""
"4","1998","vocational + Abi","","","",""
"4","1998","higher vocational","1","","",""
"4","1998","higher education","1","","",""
"5","1998","in school","","","",""
"5","1998","inadequately","","","",""
"5","1998","general elemantary","","","",""
"5","1998","middle vocational","","","",""
"5","1998","vocational + Abi","","","",""
"5","1998","higher vocational","","","",""
"5","1998","higher education","","","",""
"1","1999","in school","175","0.550086753419375","0.495664620551176","0.604508886287573"
"1","1999","inadequately","79","0.236822775892318","0.196546376323936","0.277099175460701"
"1","1999","general elemantary","937","0.40630904387124","0.386904620331058","0.425713467411422"
"1","1999","middle vocational","3189","0.472569909333667","0.460847699154488","0.484292119512846"
"1","1999","vocational + Abi","206","0.432420910396216","0.38942476331014","0.475417057482292"
"1","1999","higher vocational","450","0.533842774259767","0.4997610884854","0.567924460034133"
"1","1999","higher education","968","0.517110883423386","0.495050130700348","0.539171636146424"
"2","1999","in school","140","0.415471995752859","0.361562022762922","0.469381968742797"
"2","1999","inadequately","335","0.722954054064702","0.680554874306324","0.76535323382308"
"2","1999","general elemantary","1439","0.549172768095617","0.529514201334745","0.568831334856489"
"2","1999","middle vocational","3600","0.499251244583821","0.487511367837626","0.510991121330017"
"2","1999","vocational + Abi","289","0.543954526146824","0.500728195089278","0.587180857204371"
"2","1999","higher vocational","356","0.438212658489511","0.404314460856499","0.472110856122523"
"2","1999","higher education","971","0.463584135138206","0.441569075394949","0.485599194881463"
"3","1999","in school","6","","",""
"3","1999","inadequately","14","","",""
"3","1999","general elemantary","77","0.0362183801055596","0.0288368547627218","0.0435999054483974"
"3","1999","middle vocational","165","0.0246004074655552","0.02096329730441","0.0282375176267004"
"3","1999","vocational + Abi","15","","",""
"3","1999","higher vocational","14","","",""
"3","1999","higher education","31","0.0183559753532575","0.0124298542058471","0.0242820965006678"
"4","1999","in school","","","",""
"4","1999","inadequately","","","",""
"4","1999","general elemantary","","","",""
"4","1999","middle vocational","","","",""
"4","1999","vocational + Abi","","","",""
"4","1999","higher vocational","","","",""
"4","1999","higher education","","","",""
"5","1999","in school","","","",""
"5","1999","inadequately","","","",""
"5","1999","general elemantary","8","","",""
"5","1999","middle vocational","14","","",""
"5","1999","vocational + Abi","","","",""
"5","1999","higher vocational","3","","",""
"5","1999","higher education","1","","",""
"1","2000","in school","287","0.571019533530861","0.527550732585498","0.614488334476224"
"1","2000","inadequately","80","0.195399118041186","0.156830273710511","0.233967962371861"
"1","2000","general elemantary","1538","0.412304711753787","0.396177752257936","0.428431671249637"
"1","2000","middle vocational","6508","0.478274446779978","0.469646975469486","0.486901918090471"
"1","2000","vocational + Abi","484","0.410384901875952","0.381704260801436","0.439065542950467"
"1","2000","higher vocational","1058","0.523207020042158","0.500713376367545","0.545700663716772"
"1","2000","higher education","2074","0.50984322754197","0.494031900925621","0.525654554158319"
"2","2000","in school","205","0.421716901637743","0.378344429889462","0.465089373386024"
"2","2000","inadequately","317","0.770347988035724","0.729434766467287","0.811261209604161"
"2","2000","general elemantary","1967","0.560615610929005","0.544355550821147","0.576875671036863"
"2","2000","middle vocational","6159","0.501961217203241","0.493325656447058","0.510596777959423"
"2","2000","vocational + Abi","624","0.565643352287123","0.536742979196525","0.594543725377721"
"2","2000","higher vocational","809","0.458786834683493","0.436345548020993","0.481228121345993"
"2","2000","higher education","1733","0.47890485767114","0.463104547509065","0.494705167833215"
"3","2000","in school","6","","",""
"3","2000","inadequately","8","","",""
"3","2000","general elemantary","62","0.0198731993128617","0.0153008198196892","0.0244455788060343"
"3","2000","middle vocational","196","0.0178780272854005","0.0155894457363061","0.0201666088344948"
"3","2000","vocational + Abi","22","","",""
"3","2000","higher vocational","24","","",""
"3","2000","higher education","31","0.0100483187943644","0.0068937777668569","0.0132028598218719"
"4","2000","in school","","","",""
"4","2000","inadequately","","","",""
"4","2000","general elemantary","","","",""
"4","2000","middle vocational","","","",""
"4","2000","vocational + Abi","","","",""
"4","2000","higher vocational","","","",""
"4","2000","higher education","","","",""
"5","2000","in school","","","",""
"5","2000","inadequately","1","","",""
"5","2000","general elemantary","12","","",""
"5","2000","middle vocational","15","","",""
"5","2000","vocational + Abi","","","",""
"5","2000","higher vocational","3","","",""
"5","2000","higher education","2","","",""
"1","2001","in school","319","0.549944545459808","0.508404711540157","0.591484379379459"
"1","2001","inadequately","64","0.192112499467931","0.148398147000771","0.235826851935092"
"1","2001","general elemantary","1311","0.401052775787883","0.383860764675352","0.418244786900413"
"1","2001","middle vocational","5934","0.483390638900421","0.474317849338715","0.492463428462128"
"1","2001","vocational + Abi","478","0.42026416043015","0.390812239815618","0.449716081044682"
"1","2001","higher vocational","955","0.531560310810475","0.507713065966389","0.55540755565456"
"1","2001","higher education","1926","0.506541774735632","0.49013706697107","0.522946482500193"
"2","2001","in school","226","0.437734739902684","0.396311084085847","0.479158395719521"
"2","2001","inadequately","243","0.778327707723833","0.732237597605388","0.824417817842277"
"2","2001","general elemantary","1733","0.563479492068862","0.546082545692533","0.580876438445191"
"2","2001","middle vocational","5538","0.497525880789707","0.488448192380412","0.506603569199002"
"2","2001","vocational + Abi","582","0.561408745054645","0.53180089045171","0.591016599657581"
"2","2001","higher vocational","704","0.449825925063115","0.426051643758016","0.473600206368214"
"2","2001","higher education","1594","0.47583009083327","0.459443158419471","0.492217023247069"
"3","2001","in school","6","","",""
"3","2001","inadequately","4","","",""
"3","2001","general elemantary","63","0.0262057054064034","0.0206021563053308","0.031809254507476"
"3","2001","middle vocational","164","0.0164360128006789","0.0141276177792926","0.0187444078220652"
"3","2001","vocational + Abi","19","","",""
"3","2001","higher vocational","21","","",""
"3","2001","higher education","46","0.0164170488144912","0.0122475033943748","0.0205865942346076"
"4","2001","in school","","","",""
"4","2001","inadequately","","","",""
"4","2001","general elemantary","","","",""
"4","2001","middle vocational","1","","",""
"4","2001","vocational + Abi","","","",""
"4","2001","higher vocational","","","",""
"4","2001","higher education","","","",""
"5","2001","in school","","","",""
"5","2001","inadequately","1","","",""
"5","2001","general elemantary","15","","",""
"5","2001","middle vocational","17","","",""
"5","2001","vocational + Abi","","","",""
"5","2001","higher vocational","2","","",""
"5","2001","higher education","2","","",""
"1","2002","in school","384","0.543302778899453","0.503998425439505","0.582607132359402"
"1","2002","inadequately","58","0.178386762450898","0.133939943228581","0.222833581673216"
"1","2002","general elemantary","1270","0.411393743975123","0.393557611666253","0.429229876283992"
"1","2002","middle vocational","6128","0.486342412014045","0.477267999659376","0.495416824368714"
"1","2002","vocational + Abi","563","0.403937301048452","0.37594039502484","0.431934207072064"
"1","2002","higher vocational","1033","0.547160249402986","0.52383863516835","0.570481863637623"
"1","2002","higher education","2787","0.516061260093472","0.501578683474118","0.530543836712825"
"2","2002","in school","227","0.439210184774883","0.400050267203573","0.478370102346194"
"2","2002","inadequately","222","0.806923986966108","0.761098600637669","0.852749373294546"
"2","2002","general elemantary","1582","0.552588273222971","0.534565819441232","0.570610727004711"
"2","2002","middle vocational","5337","0.49645183775039","0.487374266777148","0.505529408723633"
"2","2002","vocational + Abi","589","0.571658446868563","0.543424570841888","0.599892322895237"
"2","2002","higher vocational","691","0.426950417860391","0.403775730272629","0.450125105448152"
"2","2002","higher education","1737","0.468300111700666","0.453839208263879","0.482761015137452"
"3","2002","in school","6","","",""
"3","2002","inadequately","5","","",""
"3","2002","general elemantary","60","0.0284984707403727","0.0224674346253964","0.034529506855349"
"3","2002","middle vocational","174","0.0148383178320967","0.0126432058791523","0.017033429785041"
"3","2002","vocational + Abi","26","","",""
"3","2002","higher vocational","24","","",""
"3","2002","higher education","47","0.0138614637887662","0.0104732287954494","0.017249698782083"
"4","2002","in school","","","",""
"4","2002","inadequately","","","",""
"4","2002","general elemantary","","","",""
"4","2002","middle vocational","1","","",""
"4","2002","vocational + Abi","","","",""
"4","2002","higher vocational","","","",""
"4","2002","higher education","","","",""
"5","2002","in school","","","",""
"5","2002","inadequately","","","",""
"5","2002","general elemantary","12","","",""
"5","2002","middle vocational","14","","",""
"5","2002","vocational + Abi","2","","",""
"5","2002","higher vocational","2","","",""
"5","2002","higher education","3","","",""
"1","2003","in school","411","0.588489805653041","0.549691422757687","0.627288188548394"
"1","2003","inadequately","51","0.162689892987207","0.118747176692173","0.206632609282241"
"1","2003","general elemantary","1211","0.40793766240942","0.389626153581639","0.4262491712372"
"1","2003","middle vocational","5898","0.483702871286192","0.474438314382036","0.492967428190348"
"1","2003","vocational + Abi","575","0.429287066428666","0.400851992590564","0.457722140266768"
"1","2003","higher vocational","1000","0.538457661611628","0.514718086514138","0.562197236709119"
"1","2003","higher education","2676","0.511333267602746","0.496510971658786","0.526155563546705"
"2","2003","in school","201","0.395130685064631","0.356586842492472","0.433674527636789"
"2","2003","inadequately","211","0.786899092887326","0.738144490706054","0.835653695068598"
"2","2003","general elemantary","1481","0.551833683608476","0.533304033416084","0.570363333800868"
"2","2003","middle vocational","5055","0.492562972259242","0.483294515599761","0.501831428918723"
"2","2003","vocational + Abi","554","0.53822361109875","0.509583886639579","0.566863335557921"
"2","2003","higher vocational","673","0.441411629966928","0.417765546491494","0.465057713442361"
"2","2003","higher education","1642","0.472433065916028","0.457629511793211","0.487236620038846"
"3","2003","in school","6","","",""
"3","2003","inadequately","9","","",""
"3","2003","general elemantary","65","0.0344554764719639","0.0276593915992919","0.0412515613446359"
"3","2003","middle vocational","206","0.0209814225147866","0.0183243806532733","0.0236384643762999"
"3","2003","vocational + Abi","34","0.0308328178102468","0.0209021704774528","0.0407634651430408"
"3","2003","higher vocational","19","","",""
"3","2003","higher education","48","0.0144506740184264","0.0109120020695542","0.0179893459672986"
"4","2003","in school","","","",""
"4","2003","inadequately","","","",""
"4","2003","general elemantary","","","",""
"4","2003","middle vocational","1","","",""
"4","2003","vocational + Abi","","","",""
"4","2003","higher vocational","","","",""
"4","2003","higher education","","","",""
"5","2003","in school","","","",""
"5","2003","inadequately","","","",""
"5","2003","general elemantary","10","","",""
"5","2003","middle vocational","17","","",""
"5","2003","vocational + Abi","1","","",""
"5","2003","higher vocational","2","","",""
"5","2003","higher education","3","","",""
"1","2004","in school","434","0.597193315533699","0.559165317271476","0.635221313795922"
"1","2004","inadequately","56","0.213207681126669","0.163035892092145","0.263379470161194"
"1","2004","general elemantary","1132","0.392367936087697","0.373606695989773","0.411129176185621"
"1","2004","middle vocational","5694","0.47641247708832","0.467013090787006","0.485811863389635"
"1","2004","vocational + Abi","577","0.424221846408312","0.395866381694249","0.452577311122375"
"1","2004","higher vocational","992","0.55966520285878","0.535697570002445","0.583632835715114"
"1","2004","higher education","2654","0.504302640219095","0.489377686146052","0.519227594292138"
"2","2004","in school","202","0.392922923213244","0.355054845278175","0.430791001148313"
"2","2004","inadequately","197","0.773818177985827","0.722570236990188","0.825066118981466"
"2","2004","general elemantary","1401","0.570002101985014","0.550979678766122","0.589024525203906"
"2","2004","middle vocational","4932","0.497665054301539","0.488255294019161","0.507074814583916"
"2","2004","vocational + Abi","568","0.554670031998167","0.526155189647312","0.583184874349022"
"2","2004","higher vocational","632","0.421567585145512","0.39772631418561","0.445408856105414"
"2","2004","higher education","1603","0.478478174330534","0.463566500694775","0.493389847966292"
"3","2004","in school","3","","",""
"3","2004","inadequately","3","","",""
"3","2004","general elemantary","57","0.0295943060914451","0.0230828938202721","0.036105718362618"
"3","2004","middle vocational","198","0.0225160773055444","0.0197240833868127","0.025308071224276"
"3","2004","vocational + Abi","22","","",""
"3","2004","higher vocational","22","","",""
"3","2004","higher education","50","0.0148371080949964","0.011228101028485","0.0184461151615078"
"4","2004","in school","","","",""
"4","2004","inadequately","","","",""
"4","2004","general elemantary","","","",""
"4","2004","middle vocational","3","","",""
"4","2004","vocational + Abi","","","",""
"4","2004","higher vocational","","","",""
"4","2004","higher education","","","",""
"5","2004","in school","","","",""
"5","2004","inadequately","","","",""
"5","2004","general elemantary","12","","",""
"5","2004","middle vocational","19","","",""
"5","2004","vocational + Abi","","","",""
"5","2004","higher vocational","2","","",""
"5","2004","higher education","4","","",""
"1","2005","in school","405","0.502058873419269","0.463650676541783","0.540467070296754"
"1","2005","inadequately","48","0.174612498124372","0.127172228949469","0.222052767299275"
"1","2005","general elemantary","1051","0.3867426843602","0.367323452436583","0.406161916283817"
"1","2005","middle vocational","5442","0.468969232294901","0.459335069718587","0.478603394871214"
"1","2005","vocational + Abi","555","0.418626364930921","0.389951009254144","0.447301720607697"
"1","2005","higher vocational","948","0.543758995528794","0.519105673618482","0.568412317439107"
"1","2005","higher education","2541","0.48561178741388","0.470460481598824","0.500763093228936"
"2","2005","in school","237","0.474738318995424","0.436378848806457","0.513097789184392"
"2","2005","inadequately","191","0.773345822050375","0.721028046094503","0.825663598006247"
"2","2005","general elemantary","1276","0.570819775237091","0.551083327787323","0.590556222686858"
"2","2005","middle vocational","4662","0.503601589689607","0.49394907013346","0.513254109245755"
"2","2005","vocational + Abi","554","0.547625019277975","0.518694329512634","0.576555709043316"
"2","2005","higher vocational","598","0.435970942088694","0.4114264203976","0.460515463779787"
"2","2005","higher education","1577","0.494276717766045","0.479120127820386","0.509433307711703"
"3","2005","in school","9","","",""
"3","2005","inadequately","7","","",""
"3","2005","general elemantary","76","0.0337364759918061","0.0265370598649919","0.0409358921186204"
"3","2005","middle vocational","187","0.0248652682999582","0.0218591169618386","0.0278714196380778"
"3","2005","vocational + Abi","27","","",""
"3","2005","higher vocational","19","","",""
"3","2005","higher education","56","0.0177371273319636","0.0137356951883532","0.0217385594755739"
"4","2005","in school","","","",""
"4","2005","inadequately","","","",""
"4","2005","general elemantary","","","",""
"4","2005","middle vocational","","","",""
"4","2005","vocational + Abi","","","",""
"4","2005","higher vocational","","","",""
"4","2005","higher education","2","","",""
"5","2005","in school","","","",""
"5","2005","inadequately","","","",""
"5","2005","general elemantary","13","","",""
"5","2005","middle vocational","16","","",""
"5","2005","vocational + Abi","1","","",""
"5","2005","higher vocational","3","","",""
"5","2005","higher education","4","","",""
"1","2006","in school","419","0.52447881812053","0.485757817463965","0.563199818777095"
"1","2006","inadequately","43","0.140715168846503","0.096994783114485","0.18443555457852"
"1","2006","general elemantary","1140","0.388843917259633","0.369952630299129","0.407735204220136"
"1","2006","middle vocational","5936","0.460391931101993","0.451137076859693","0.469646785344294"
"1","2006","vocational + Abi","613","0.428941073898173","0.401169054802282","0.456713092994063"
"1","2006","higher vocational","1016","0.543710665731039","0.519742820983308","0.56767851047877"
"1","2006","higher education","2842","0.50909352652809","0.494631141643252","0.523555911412928"
"2","2006","in school","214","0.446405064511416","0.407860932271954","0.484949196750878"
"2","2006","inadequately","193","0.825296595502425","0.777554589268601","0.873038601736249"
"2","2006","general elemantary","1344","0.570575466506577","0.551393293915796","0.589757639097358"
"2","2006","middle vocational","4994","0.514688942917333","0.505408920480501","0.523968965354165"
"2","2006","vocational + Abi","581","0.549477160532146","0.521558061149023","0.577396259915268"
"2","2006","higher vocational","617","0.435317028030846","0.41145924571517","0.459174810346522"
"2","2006","higher education","1692","0.476813690106203","0.462364473816738","0.491262906395667"
"3","2006","in school","6","","",""
"3","2006","inadequately","6","","",""
"3","2006","general elemantary","61","0.0335349344895593","0.0265584018201725","0.0405114671589461"
"3","2006","middle vocational","191","0.0223462115872263","0.0196017256422816","0.0250906975321709"
"3","2006","vocational + Abi","26","","",""
"3","2006","higher vocational","21","","",""
"3","2006","higher education","48","0.0117102239371358","0.00859803109397382","0.0148224167802978"
"4","2006","in school","","","",""
"4","2006","inadequately","","","",""
"4","2006","general elemantary","","","",""
"4","2006","middle vocational","","","",""
"4","2006","vocational + Abi","","","",""
"4","2006","higher vocational","","","",""
"4","2006","higher education","2","","",""
"5","2006","in school","","","",""
"5","2006","inadequately","1","","",""
"5","2006","general elemantary","13","","",""
"5","2006","middle vocational","21","","",""
"5","2006","vocational + Abi","","","",""
"5","2006","higher vocational","5","","",""
"5","2006","higher education","6","","",""
"1","2007","in school","409","0.531503302757201","0.492506498471063","0.570500107043339"
"1","2007","inadequately","43","0.16931431524106","0.119644649652919","0.218983980829202"
"1","2007","general elemantary","995","0.373662768402516","0.353800906581711","0.393524630223322"
"1","2007","middle vocational","5539","0.472025442059621","0.46242405357819","0.481626830541052"
"1","2007","vocational + Abi","581","0.430581254784043","0.402269121299536","0.45889338826855"
"1","2007","higher vocational","962","0.553390102326717","0.528552558494603","0.57822764615883"
"1","2007","higher education","2725","0.511103788306573","0.496337003095884","0.525870573517262"
"2","2007","in school","217","0.465611866282167","0.426629949393169","0.504593783171166"
"2","2007","inadequately","168","0.787821567574872","0.733672549599169","0.841970585550575"
"2","2007","general elemantary","1219","0.590479248382582","0.570290183441992","0.610668313323173"
"2","2007","middle vocational","4633","0.499053671128716","0.489437236867724","0.508670105389709"
"2","2007","vocational + Abi","568","0.547657573065081","0.519198721638118","0.576116424492045"
"2","2007","higher vocational","557","0.424462230534002","0.399768584318684","0.449155876749319"
"2","2007","higher education","1623","0.470415417909073","0.455670868265333","0.485159967552814"
"3","2007","in school","3","","",""
"3","2007","inadequately","6","","",""
"3","2007","general elemantary","51","0.0276473207420323","0.0209157818163411","0.0343788596677235"
"3","2007","middle vocational","190","0.0256692844717772","0.0226276647257535","0.028710904217801"
"3","2007","vocational + Abi","26","","",""
"3","2007","higher vocational","17","","",""
"3","2007","higher education","44","0.0145378601145579","0.011002014560672","0.0180737056684437"
"4","2007","in school","","","",""
"4","2007","inadequately","","","",""
"4","2007","general elemantary","","","",""
"4","2007","middle vocational","","","",""
"4","2007","vocational + Abi","","","",""
"4","2007","higher vocational","","","",""
"4","2007","higher education","2","","",""
"5","2007","in school","","","",""
"5","2007","inadequately","2","","",""
"5","2007","general elemantary","14","","",""
"5","2007","middle vocational","23","","",""
"5","2007","vocational + Abi","","","",""
"5","2007","higher vocational","3","","",""
"5","2007","higher education","8","","",""
"1","2008","in school","378","0.592431510814893","0.551513681773865","0.633349339855921"
"1","2008","inadequately","40","0.203637688214862","0.145919629435248","0.261355746994476"
"1","2008","general elemantary","913","0.375381521895078","0.354626894837797","0.396136148952359"
"1","2008","middle vocational","5309","0.480642025799283","0.470743567229836","0.49054048436873"
"1","2008","vocational + Abi","566","0.462839442238083","0.433373591316387","0.492305293159778"
"1","2008","higher vocational","893","0.547277660437301","0.521406368546711","0.573148952327892"
"1","2008","higher education","2591","0.512650809418151","0.49754857616272","0.527753042673581"
"2","2008","in school","172","0.39503594245219","0.354328267222642","0.435743617681738"
"2","2008","inadequately","143","0.770220326285835","0.709924037855477","0.830516614716192"
"2","2008","general elemantary","1115","0.589040505119028","0.567952127775025","0.61012888246303"
"2","2008","middle vocational","4273","0.488370174103805","0.478466968623251","0.498273379584358"
"2","2008","vocational + Abi","515","0.513160278599266","0.483622946417554","0.542697610780979"
"2","2008","higher vocational","514","0.435720639943209","0.409948561663275","0.461492718223143"
"2","2008","higher education","1554","0.468685347492137","0.453607935222814","0.483762759761459"
"3","2008","in school","4","","",""
"3","2008","inadequately","2","","",""
"3","2008","general elemantary","44","0.0238213763004626","0.0172852694087279","0.0303574831921974"
"3","2008","middle vocational","189","0.0279176344212485","0.0246539050699801","0.0311813637725168"
"3","2008","vocational + Abi","19","","",""
"3","2008","higher vocational","12","","",""
"3","2008","higher education","54","0.0157739627342948","0.0120092828311641","0.0195386426374256"
"4","2008","in school","","","",""
"4","2008","inadequately","","","",""
"4","2008","general elemantary","","","",""
"4","2008","middle vocational","","","",""
"4","2008","vocational + Abi","","","",""
"4","2008","higher vocational","","","",""
"4","2008","higher education","2","","",""
"5","2008","in school","","","",""
"5","2008","inadequately","2","","",""
"5","2008","general elemantary","19","","",""
"5","2008","middle vocational","16","","",""
"5","2008","vocational + Abi","","","",""
"5","2008","higher vocational","3","","",""
"5","2008","higher education","7","","",""
"1","2009","in school","349","0.564736833735883","0.521580640689461","0.607893026782305"
"1","2009","inadequately","30","0.181082816647811","0.123024645502161","0.23914098779346"
"1","2009","general elemantary","802","0.377018746455708","0.354958407157334","0.399079085754082"
"1","2009","middle vocational","4929","0.484944566742398","0.474682985901623","0.495206147583174"
"1","2009","vocational + Abi","536","0.471530894871111","0.440637722855492","0.50242406688673"
"1","2009","higher vocational","850","0.561781571613745","0.535195810556341","0.588367332671149"
"1","2009","higher education","2498","0.51521070706257","0.499817002321864","0.530604411803276"
"2","2009","in school","156","0.433246942046327","0.39011402795283","0.476379856139825"
"2","2009","inadequately","133","0.778570121342532","0.715970498550573","0.841169744134491"
"2","2009","general elemantary","990","0.586634929715959","0.564219654625158","0.609050204806761"
"2","2009","middle vocational","3975","0.483164300621701","0.472903886101016","0.493424715142386"
"2","2009","vocational + Abi","446","0.507117610507718","0.476177374554998","0.538057846460439"
"2","2009","higher vocational","474","0.428705549976071","0.402188232405044","0.455222867547098"
"2","2009","higher education","1487","0.463185312033088","0.447826282082017","0.478544341984159"
"3","2009","in school","2","","",""
"3","2009","inadequately","5","","",""
"3","2009","general elemantary","46","0.0254845920686218","0.0183111693436005","0.032658014793643"
"3","2009","middle vocational","195","0.0294858426747169","0.0260124895012624","0.0329591958481714"
"3","2009","vocational + Abi","21","","",""
"3","2009","higher vocational","11","","",""
"3","2009","higher education","55","0.0181605869178495","0.0140475806299304","0.0222735932057687"
"4","2009","in school","","","",""
"4","2009","inadequately","","","",""
"4","2009","general elemantary","","","",""
"4","2009","middle vocational","","","",""
"4","2009","vocational + Abi","","","",""
"4","2009","higher vocational","","","",""
"4","2009","higher education","2","","",""
"5","2009","in school","","","",""
"5","2009","inadequately","1","","",""
"5","2009","general elemantary","16","","",""
"5","2009","middle vocational","13","","",""
"5","2009","vocational + Abi","","","",""
"5","2009","higher vocational","3","","",""
"5","2009","higher education","7","","",""
"1","2010","in school","432","0.620311565080044","0.584588920959666","0.656034209200423"
"1","2010","inadequately","44","0.139465465682665","0.102962551772763","0.175968379592567"
"1","2010","general elemantary","924","0.388221200844905","0.369253691702623","0.407188709987188"
"1","2010","middle vocational","5907","0.494329753314714","0.485309250180024","0.503350256449404"
"1","2010","vocational + Abi","836","0.491397851636089","0.467737469711124","0.515058233561053"
"1","2010","higher vocational","1019","0.555266263813361","0.531060134551462","0.57947239307526"
"1","2010","higher education","3093","0.513050313602246","0.499701676069986","0.526398951134507"
"2","2010","in school","269","0.365728671343393","0.330276567099992","0.401180775586795"
"2","2010","inadequately","295","0.836871050233212","0.797939218824409","0.875802881642014"
"2","2010","general elemantary","1547","0.579888723641524","0.560678696979948","0.599098750303099"
"2","2010","middle vocational","5660","0.477076509062111","0.4680649117236","0.486088106400622"
"2","2010","vocational + Abi","851","0.485329448011252","0.461675752033046","0.508983143989457"
"2","2010","higher vocational","578","0.422989988176801","0.398925236472001","0.447054739881602"
"2","2010","higher education","2241","0.466709908935202","0.453386351928793","0.480033465941611"
"3","2010","in school","7","","",""
"3","2010","inadequately","6","","",""
"3","2010","general elemantary","48","0.0195104927171133","0.0141274347040556","0.0248935507301711"
"3","2010","middle vocational","214","0.0252850287086287","0.0224525984208828","0.0281174589963746"
"3","2010","vocational + Abi","28","","",""
"3","2010","higher vocational","20","","",""
"3","2010","higher education","46","0.0181484132244023","0.0145834326373556","0.0217133938114489"
"4","2010","in school","","","",""
"4","2010","inadequately","","","",""
"4","2010","general elemantary","1","","",""
"4","2010","middle vocational","4","","",""
"4","2010","vocational + Abi","","","",""
"4","2010","higher vocational","","","",""
"4","2010","higher education","2","","",""
"5","2010","in school","1","","",""
"5","2010","inadequately","1","","",""
"5","2010","general elemantary","16","","",""
"5","2010","middle vocational","16","","",""
"5","2010","vocational + Abi","","","",""
"5","2010","higher vocational","2","","",""
"5","2010","higher education","4","","",""
"1","2011","in school","523","0.602023224321725","0.56993728049089","0.63410916815256"
"1","2011","inadequately","63","0.199257499450136","0.160640283746515","0.237874715153756"
"1","2011","general elemantary","1226","0.414975120096064","0.397557277676225","0.432392962515902"
"1","2011","middle vocational","7106","0.499918110306179","0.491624487635117","0.508211732977242"
"1","2011","vocational + Abi","1005","0.489186184529261","0.467332811890457","0.511039557168065"
"1","2011","higher vocational","1173","0.557643450343032","0.535078237293796","0.580208663392268"
"1","2011","higher education","3668","0.529713463717666","0.517314648384444","0.542112279050888"
"2","2011","in school","365","0.383083179870874","0.351216326711035","0.414950033030713"
"2","2011","inadequately","336","0.769938218562571","0.729249186546868","0.810627250578274"
"2","2011","general elemantary","1785","0.554289685923562","0.536718911622725","0.571860460224398"
"2","2011","middle vocational","6641","0.477402216089598","0.469117068077368","0.485687364101829"
"2","2011","vocational + Abi","973","0.488446546431093","0.466593897213238","0.510299195648949"
"2","2011","higher vocational","668","0.428087045771646","0.405606548466551","0.450567543076742"
"2","2011","higher education","2492","0.450075691248416","0.437716995221524","0.462434387275308"
"3","2011","in school","6","","",""
"3","2011","inadequately","10","","",""
"3","2011","general elemantary","45","0.0196715718045036","0.0147624762113828","0.0245806673976244"
"3","2011","middle vocational","188","0.0199507997467477","0.0176313852447701","0.0222702142487252"
"3","2011","vocational + Abi","30","0.0201690437793902","0.0140233871064966","0.0263147004522837"
"3","2011","higher vocational","18","","",""
"3","2011","higher education","57","0.0183202181958251","0.0149888038057264","0.0216516325859238"
"4","2011","in school","","","",""
"4","2011","inadequately","","","",""
"4","2011","general elemantary","1","","",""
"4","2011","middle vocational","4","","",""
"4","2011","vocational + Abi","","","",""
"4","2011","higher vocational","","","",""
"4","2011","higher education","2","","",""
"5","2011","in school","","","",""
"5","2011","inadequately","2","","",""
"5","2011","general elemantary","17","","",""
"5","2011","middle vocational","23","","",""
"5","2011","vocational + Abi","2","","",""
"5","2011","higher vocational","2","","",""
"5","2011","higher education","6","","",""
"1","2012","in school","524","0.588522681444811","0.556567340500089","0.620478022389533"
"1","2012","inadequately","69","0.213102907192482","0.17235682228223","0.253848992102733"
"1","2012","general elemantary","1179","0.411308833384592","0.393706488537333","0.428911178231851"
"1","2012","middle vocational","6908","0.499814803482641","0.4914127633054","0.508216843659882"
"1","2012","vocational + Abi","996","0.484727154885503","0.462663773016087","0.506790536754919"
"1","2012","higher vocational","1140","0.550746363137429","0.52786239174934","0.573630334525518"
"1","2012","higher education","3639","0.525231460960832","0.51276326623905","0.537699655682614"
"2","2012","in school","381","0.399970390681709","0.368158523207634","0.431782258155783"
"2","2012","inadequately","312","0.770127729783286","0.728262170118909","0.811993289447664"
"2","2012","general elemantary","1763","0.559012363040279","0.54125139386336","0.576773332217197"
"2","2012","middle vocational","6488","0.478155651912167","0.469761633485194","0.486549670339139"
"2","2012","vocational + Abi","947","0.496798069072148","0.474724839613691","0.518871298530605"
"2","2012","higher vocational","656","0.437258806056432","0.414437872187562","0.460079739925302"
"2","2012","higher education","2463","0.456592782793012","0.444155816240936","0.469029749345087"
"3","2012","in school","6","","",""
"3","2012","inadequately","6","","",""
"3","2012","general elemantary","49","0.022817830353158","0.017476275562738","0.028159385143578"
"3","2012","middle vocational","187","0.0198168145410862","0.0174748229794158","0.0221588061027566"
"3","2012","vocational + Abi","27","","",""
"3","2012","higher vocational","17","","",""
"3","2012","higher education","53","0.0166593102212788","0.0134635973129275","0.0198550231296301"
"4","2012","in school","","","",""
"4","2012","inadequately","","","",""
"4","2012","general elemantary","","","",""
"4","2012","middle vocational","4","","",""
"4","2012","vocational + Abi","","","",""
"4","2012","higher vocational","","","",""
"4","2012","higher education","2","","",""
"5","2012","in school","","","",""
