"hgowner","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","2002","Part Time","vocational + Abi","160","0.445175214724287","0.38949116750443","0.500859261944144"
"1","2002","Part Time","higher vocational","218","0.556883799661524","0.506403987855734","0.607363611467315"
"1","2002","Part Time","higher education","546","0.485097249346607","0.452571938229359","0.517622560463855"
"1","2002","Not Working","in school","296","0.533231025457322","0.489012693331173","0.57744935758347"
"1","2002","Not Working","inadequately","31","0.180603627015148","0.121727881482867","0.239479372547429"
"1","2002","Not Working","general elemantary","729","0.452237577569376","0.427641651978215","0.476833503160537"
"1","2002","Not Working","middle vocational","2309","0.510863946925139","0.495868739479004","0.525859154371275"
"1","2002","Not Working","vocational + Abi","169","0.506455248400969","0.450979317182731","0.561931179619207"
"1","2002","Not Working","higher vocational","272","0.534236232864789","0.489796142822391","0.578676322907186"
"1","2002","Not Working","higher education","572","0.522699240101432","0.490937207613378","0.554461272589486"
"2","2002","Full Time","in school","1","","",""
"2","2002","Full Time","inadequately","47","0.77155113399566","0.667880757308769","0.875221510682551"
"2","2002","Full Time","general elemantary","401","0.603679449319381","0.567522072052733","0.639836826586029"
"2","2002","Full Time","middle vocational","2191","0.518468687398852","0.504040475303911","0.532896899493793"
"2","2002","Full Time","vocational + Abi","314","0.654677272265433","0.615366991403988","0.693987553126878"
"2","2002","Full Time","higher vocational","341","0.42732026382725","0.394892874659076","0.459747652995423"
"2","2002","Full Time","higher education","1027","0.465853354500858","0.447096580830059","0.484610128171658"
"2","2002","Part Time","in school","38","0.38348394594284","0.297901826571207","0.469066065314473"
"2","2002","Part Time","inadequately","46","0.84603606314446","0.753152677810752","0.938919448478168"
"2","2002","Part Time","general elemantary","381","0.613347338854568","0.575852254712267","0.650842422996868"
"2","2002","Part Time","middle vocational","1248","0.505303882939321","0.48671182180091","0.523895944077732"
"2","2002","Part Time","vocational + Abi","137","0.52398799951087","0.468030667577586","0.579945331444154"
"2","2002","Part Time","higher vocational","146","0.403722413905822","0.353863559679361","0.453581268132283"
"2","2002","Part Time","higher education","345","0.487774225441516","0.455244186334221","0.520304264548811"
"2","2002","Not Working","in school","188","0.453888459219942","0.409761001366078","0.498015917073806"
"2","2002","Not Working","inadequately","129","0.807957953934273","0.747671642942791","0.868244264925755"
"2","2002","Not Working","general elemantary","800","0.510054877675574","0.485350956015214","0.534758799335933"
"2","2002","Not Working","middle vocational","1898","0.470362558934053","0.455390182928886","0.48533493493922"
"2","2002","Not Working","vocational + Abi","138","0.483959207637122","0.42850721087377","0.539411204400474"
"2","2002","Not Working","higher vocational","204","0.438918377521571","0.394707379902166","0.483129375140977"
"2","2002","Not Working","higher education","365","0.458990865956871","0.427303173918956","0.490678557994787"
"3","2002","Full Time","in school","1","","",""
"3","2002","Full Time","inadequately","1","","",""
"3","2002","Full Time","general elemantary","14","","",""
"3","2002","Full Time","middle vocational","76","0.0142295452905175","0.0108095745162697","0.0176495160647653"
"3","2002","Full Time","vocational + Abi","13","","",""
"3","2002","Full Time","higher vocational","10","","",""
"3","2002","Full Time","higher education","21","","",""
"3","2002","Part Time","in school","","","",""
"3","2002","Part Time","inadequately","","","",""
"3","2002","Part Time","general elemantary","13","","",""
"3","2002","Part Time","middle vocational","49","0.0184673594134418","0.0134608303186841","0.0234738885081996"
"3","2002","Part Time","vocational + Abi","9","","",""
"3","2002","Part Time","higher vocational","8","","",""
"3","2002","Part Time","higher education","16","","",""
"3","2002","Not Working","in school","5","","",""
"3","2002","Not Working","inadequately","4","","",""
"3","2002","Not Working","general elemantary","33","0.0255632146447166","0.0177636870629675","0.0333627422264657"
"3","2002","Not Working","middle vocational","49","0.0133413478587371","0.0098996849458626","0.0167830107716116"
"3","2002","Not Working","vocational + Abi","4","","",""
"3","2002","Not Working","higher vocational","6","","",""
"3","2002","Not Working","higher education","10","","",""
"4","2002","Full Time","in school","","","",""
"4","2002","Full Time","inadequately","","","",""
"4","2002","Full Time","general elemantary","","","",""
"4","2002","Full Time","middle vocational","","","",""
"4","2002","Full Time","vocational + Abi","","","",""
"4","2002","Full Time","higher vocational","","","",""
"4","2002","Full Time","higher education","","","",""
"4","2002","Part Time","in school","","","",""
"4","2002","Part Time","inadequately","","","",""
"4","2002","Part Time","general elemantary","","","",""
"4","2002","Part Time","middle vocational","","","",""
"4","2002","Part Time","vocational + Abi","","","",""
"4","2002","Part Time","higher vocational","","","",""
"4","2002","Part Time","higher education","","","",""
"4","2002","Not Working","in school","","","",""
"4","2002","Not Working","inadequately","","","",""
"4","2002","Not Working","general elemantary","","","",""
"4","2002","Not Working","middle vocational","1","","",""
"4","2002","Not Working","vocational + Abi","","","",""
"4","2002","Not Working","higher vocational","","","",""
"4","2002","Not Working","higher education","","","",""
"5","2002","Full Time","in school","","","",""
"5","2002","Full Time","inadequately","","","",""
"5","2002","Full Time","general elemantary","1","","",""
"5","2002","Full Time","middle vocational","1","","",""
"5","2002","Full Time","vocational + Abi","1","","",""
"5","2002","Full Time","higher vocational","","","",""
"5","2002","Full Time","higher education","","","",""
"5","2002","Part Time","in school","","","",""
"5","2002","Part Time","inadequately","","","",""
"5","2002","Part Time","general elemantary","","","",""
"5","2002","Part Time","middle vocational","1","","",""
"5","2002","Part Time","vocational + Abi","","","",""
"5","2002","Part Time","higher vocational","","","",""
"5","2002","Part Time","higher education","","","",""
"5","2002","Not Working","in school","","","",""
"5","2002","Not Working","inadequately","","","",""
"5","2002","Not Working","general elemantary","11","","",""
"5","2002","Not Working","middle vocational","12","","",""
"5","2002","Not Working","vocational + Abi","1","","",""
"5","2002","Not Working","higher vocational","2","","",""
"5","2002","Not Working","higher education","3","","",""
"1","2003","Full Time","in school","1","","",""
"1","2003","Full Time","inadequately","14","","",""
"1","2003","Full Time","general elemantary","260","0.335421195970526","0.299069131278364","0.371773260662688"
"1","2003","Full Time","middle vocational","2182","0.459049529116944","0.444101169463044","0.473997888770844"
"1","2003","Full Time","vocational + Abi","240","0.348601118982171","0.308703617063313","0.388498620901029"
"1","2003","Full Time","higher vocational","505","0.535907165479524","0.501835341227413","0.569978989731636"
"1","2003","Full Time","higher education","1544","0.503655194348463","0.484095159258064","0.523215229438862"
"1","2003","Part Time","in school","78","0.630579165126323","0.542747807104895","0.718410523147751"
"1","2003","Part Time","inadequately","11","","",""
"1","2003","Part Time","general elemantary","251","0.351512011795691","0.31383932784165","0.389184695749731"
"1","2003","Part Time","middle vocational","1453","0.494109834518127","0.475268818288275","0.512950850747979"
"1","2003","Part Time","vocational + Abi","171","0.48032753044182","0.425926242633205","0.534728818250435"
"1","2003","Part Time","higher vocational","223","0.561044497981209","0.511409114543963","0.610679881418454"
"1","2003","Part Time","higher education","539","0.51462859375659","0.481738104674922","0.547519082838257"
"1","2003","Not Working","in school","332","0.579458861693694","0.536232888927641","0.622684834459747"
"1","2003","Not Working","inadequately","26","","",""
"1","2003","Not Working","general elemantary","700","0.45460353430591","0.429421797049691","0.479785271562129"
"1","2003","Not Working","middle vocational","2263","0.500260970525913","0.485144919780508","0.515377021271319"
"1","2003","Not Working","vocational + Abi","164","0.508859150520429","0.451519044961325","0.566199256079534"
"1","2003","Not Working","higher vocational","272","0.528958282374808","0.484625600216041","0.573290964533576"
"1","2003","Not Working","higher education","593","0.523650836029699","0.492253083447808","0.555048588611589"
"2","2003","Full Time","in school","","","",""
"2","2003","Full Time","inadequately","49","0.691099244297054","0.579629804721071","0.802568683873037"
"2","2003","Full Time","general elemantary","371","0.617806294501711","0.58039277902821","0.655219809975213"
"2","2003","Full Time","middle vocational","1983","0.516839847848041","0.501849608637188","0.531830087058894"
"2","2003","Full Time","vocational + Abi","293","0.621437420520454","0.580828134542151","0.662046706498756"
"2","2003","Full Time","higher vocational","314","0.455749972407351","0.421723985638198","0.489775959176504"
"2","2003","Full Time","higher education","944","0.482426009328482","0.462877537656172","0.501974481000793"
"2","2003","Part Time","in school","38","0.369420834873677","0.281589476852249","0.457252192895105"
"2","2003","Part Time","inadequately","32","0.854841924143578","0.749554288984337","0.960129559302819"
"2","2003","Part Time","general elemantary","356","0.630310338683296","0.592221180263722","0.668399497102869"
"2","2003","Part Time","middle vocational","1205","0.480604155009411","0.461776013557779","0.499432296461043"
"2","2003","Part Time","vocational + Abi","139","0.464479032938917","0.410173149553298","0.518784916324536"
"2","2003","Part Time","higher vocational","152","0.408902288903236","0.359729834254627","0.458074743551844"
"2","2003","Part Time","higher education","333","0.465741350790324","0.432914103919119","0.498568597661529"
"2","2003","Not Working","in school","163","0.401033249312885","0.358117097187296","0.443949401438474"
"2","2003","Not Working","inadequately","130","0.806814416199584","0.746019849720448","0.86760898267872"
"2","2003","Not Working","general elemantary","754","0.499706817584557","0.474420647528112","0.524992987641001"
"2","2003","Not Working","middle vocational","1867","0.477208677203416","0.462108336462624","0.492309017944209"
"2","2003","Not Working","vocational + Abi","122","0.475609363572944","0.418328530240536","0.532890196905352"
"2","2003","Not Working","higher vocational","207","0.440704265794396","0.396610418773647","0.484798112815145"
"2","2003","Not Working","higher education","365","0.458150114180056","0.426827474744197","0.489472753615915"
"3","2003","Full Time","in school","","","",""
"3","2003","Full Time","inadequately","3","","",""
"3","2003","Full Time","general elemantary","17","","",""
"3","2003","Full Time","middle vocational","103","0.0240895356893422","0.0194901035491535","0.028688967829531"
"3","2003","Full Time","vocational + Abi","15","","",""
"3","2003","Full Time","higher vocational","4","","",""
"3","2003","Full Time","higher education","22","","",""
"3","2003","Part Time","in school","","","",""
"3","2003","Part Time","inadequately","","","",""
"3","2003","Part Time","general elemantary","10","","",""
"3","2003","Part Time","middle vocational","47","0.0252860104724617","0.0193698054924075","0.0312022154525158"
"3","2003","Part Time","vocational + Abi","14","","",""
"3","2003","Part Time","higher vocational","9","","",""
"3","2003","Part Time","higher education","15","","",""
"3","2003","Not Working","in school","6","","",""
"3","2003","Not Working","inadequately","6","","",""
"3","2003","Not Working","general elemantary","38","0.0357448290446903","0.0263559071743771","0.0451337509150034"
"3","2003","Not Working","middle vocational","56","0.0157718258864482","0.0120051584333932","0.0195384933395031"
"3","2003","Not Working","vocational + Abi","5","","",""
"3","2003","Not Working","higher vocational","6","","",""
"3","2003","Not Working","higher education","11","","",""
"4","2003","Full Time","in school","","","",""
"4","2003","Full Time","inadequately","","","",""
"4","2003","Full Time","general elemantary","","","",""
"4","2003","Full Time","middle vocational","","","",""
"4","2003","Full Time","vocational + Abi","","","",""
"4","2003","Full Time","higher vocational","","","",""
"4","2003","Full Time","higher education","","","",""
"4","2003","Part Time","in school","","","",""
"4","2003","Part Time","inadequately","","","",""
"4","2003","Part Time","general elemantary","","","",""
"4","2003","Part Time","middle vocational","","","",""
"4","2003","Part Time","vocational + Abi","","","",""
"4","2003","Part Time","higher vocational","","","",""
"4","2003","Part Time","higher education","","","",""
"4","2003","Not Working","in school","","","",""
"4","2003","Not Working","inadequately","","","",""
"4","2003","Not Working","general elemantary","","","",""
"4","2003","Not Working","middle vocational","1","","",""
"4","2003","Not Working","vocational + Abi","","","",""
"4","2003","Not Working","higher vocational","","","",""
"4","2003","Not Working","higher education","","","",""
"5","2003","Full Time","in school","","","",""
"5","2003","Full Time","inadequately","","","",""
"5","2003","Full Time","general elemantary","","","",""
"5","2003","Full Time","middle vocational","1","","",""
"5","2003","Full Time","vocational + Abi","","","",""
"5","2003","Full Time","higher vocational","","","",""
"5","2003","Full Time","higher education","","","",""
"5","2003","Part Time","in school","","","",""
"5","2003","Part Time","inadequately","","","",""
"5","2003","Part Time","general elemantary","","","",""
"5","2003","Part Time","middle vocational","","","",""
"5","2003","Part Time","vocational + Abi","","","",""
"5","2003","Part Time","higher vocational","","","",""
"5","2003","Part Time","higher education","","","",""
"5","2003","Not Working","in school","","","",""
"5","2003","Not Working","inadequately","","","",""
"5","2003","Not Working","general elemantary","10","","",""
"5","2003","Not Working","middle vocational","16","","",""
"5","2003","Not Working","vocational + Abi","1","","",""
"5","2003","Not Working","higher vocational","2","","",""
"5","2003","Not Working","higher education","3","","",""
"1","2004","Full Time","in school","1","","",""
"1","2004","Full Time","inadequately","16","","",""
"1","2004","Full Time","general elemantary","258","0.363252459617607","0.324929563357364","0.40157535587785"
"1","2004","Full Time","middle vocational","2028","0.454672547002542","0.439256881379238","0.470088212625845"
"1","2004","Full Time","vocational + Abi","239","0.363589112494778","0.322979584301653","0.404198640687903"
"1","2004","Full Time","higher vocational","506","0.56213967737694","0.528036665630506","0.596242689123374"
"1","2004","Full Time","higher education","1481","0.505981633325614","0.485920669471562","0.526042597179666"
"1","2004","Part Time","in school","69","0.611247130434099","0.511637942875216","0.710856317992981"
"1","2004","Part Time","inadequately","11","","",""
"1","2004","Part Time","general elemantary","222","0.32291195716943","0.284010467246058","0.361813447092802"
"1","2004","Part Time","middle vocational","1407","0.477788009603822","0.458777122878335","0.496798896329309"
"1","2004","Part Time","vocational + Abi","179","0.451132860527468","0.398317925739394","0.503947795315541"
"1","2004","Part Time","higher vocational","207","0.549582344317261","0.496852179710259","0.602312508924263"
"1","2004","Part Time","higher education","568","0.492696211165813","0.46051281374817","0.524879608583455"
"1","2004","Not Working","in school","364","0.594985418569962","0.553809787837522","0.636161049302402"
"1","2004","Not Working","inadequately","29","","",""
"1","2004","Not Working","general elemantary","652","0.426873850852014","0.401344466095751","0.452403235608277"
"1","2004","Not Working","middle vocational","2259","0.494532772828891","0.479386962314063","0.50967858334372"
"1","2004","Not Working","vocational + Abi","159","0.491530309630647","0.433692101565159","0.549368517696135"
"1","2004","Not Working","higher vocational","279","0.561505525348207","0.517704557083701","0.605306493612713"
"1","2004","Not Working","higher education","605","0.510256509774133","0.479242249056925","0.541270770491341"
"2","2004","Full Time","in school","","","",""
"2","2004","Full Time","inadequately","36","0.726467438440946","0.60530750890421","0.847627367977681"
"2","2004","Full Time","general elemantary","335","0.602027059880048","0.563023416076769","0.641030703683328"
"2","2004","Full Time","middle vocational","1895","0.516892547739564","0.501421980475353","0.532363115003774"
"2","2004","Full Time","vocational + Abi","287","0.607163955724353","0.565934047896422","0.648393863552284"
"2","2004","Full Time","higher vocational","296","0.420541426246966","0.386608727113759","0.454474125380173"
"2","2004","Full Time","higher education","873","0.475526729969651","0.455488377197832","0.495565082741469"
"2","2004","Part Time","in school","22","","",""
"2","2004","Part Time","inadequately","38","0.842655235316326","0.741726646926763","0.943583823705889"
"2","2004","Part Time","general elemantary","315","0.648292592046368","0.608566313178779","0.688018870913957"
"2","2004","Part Time","middle vocational","1191","0.502823770413927","0.48379440045469","0.521853140373163"
"2","2004","Part Time","vocational + Abi","155","0.526899083386336","0.473906936106907","0.579891230665764"
"2","2004","Part Time","higher vocational","127","0.425417173787925","0.373018672231521","0.477815675344328"
"2","2004","Part Time","higher education","347","0.493307074550309","0.461123126678655","0.525491022421964"
"2","2004","Not Working","in school","180","0.402412660752391","0.361279860024082","0.443545461480699"
"2","2004","Not Working","inadequately","123","0.766780206396993","0.699991061888692","0.833569350905294"
"2","2004","Not Working","general elemantary","751","0.531404203546409","0.505648278783474","0.557160128309343"
"2","2004","Not Working","middle vocational","1846","0.478166227296073","0.463033959449046","0.4932984951431"
"2","2004","Not Working","vocational + Abi","126","0.501129191147359","0.443282830689344","0.558975551605373"
"2","2004","Not Working","higher vocational","209","0.420975479352035","0.37739404603801","0.46455691266606"
"2","2004","Not Working","higher education","383","0.472337837184767","0.441364559557454","0.50331111481208"
"3","2004","Full Time","in school","","","",""
"3","2004","Full Time","inadequately","","","",""
"3","2004","Full Time","general elemantary","12","","",""
"3","2004","Full Time","middle vocational","84","0.0284113893841521","0.0232677361983477","0.0335550425699565"
"3","2004","Full Time","vocational + Abi","13","","",""
"3","2004","Full Time","higher vocational","11","","",""
"3","2004","Full Time","higher education","32","0.0184916367047352","0.0130859913489214","0.023897282060549"
"3","2004","Part Time","in school","1","","",""
"3","2004","Part Time","inadequately","1","","",""
"3","2004","Part Time","general elemantary","18","","",""
"3","2004","Part Time","middle vocational","52","0.019210672157601","0.0139864639492991","0.0244348803659029"
"3","2004","Part Time","vocational + Abi","7","","",""
"3","2004","Part Time","higher vocational","8","","",""
"3","2004","Part Time","higher education","12","","",""
"3","2004","Not Working","in school","2","","",""
"3","2004","Not Working","inadequately","2","","",""
"3","2004","Not Working","general elemantary","27","","",""
"3","2004","Not Working","middle vocational","62","0.0191996112959745","0.0150425635578483","0.0233566590341007"
"3","2004","Not Working","vocational + Abi","2","","",""
"3","2004","Not Working","higher vocational","3","","",""
"3","2004","Not Working","higher education","6","","",""
"4","2004","Full Time","in school","","","",""
"4","2004","Full Time","inadequately","","","",""
"4","2004","Full Time","general elemantary","","","",""
"4","2004","Full Time","middle vocational","1","","",""
"4","2004","Full Time","vocational + Abi","","","",""
"4","2004","Full Time","higher vocational","","","",""
"4","2004","Full Time","higher education","","","",""
"4","2004","Part Time","in school","","","",""
"4","2004","Part Time","inadequately","","","",""
"4","2004","Part Time","general elemantary","","","",""
"4","2004","Part Time","middle vocational","","","",""
"4","2004","Part Time","vocational + Abi","","","",""
"4","2004","Part Time","higher vocational","","","",""
"4","2004","Part Time","higher education","","","",""
"4","2004","Not Working","in school","","","",""
"4","2004","Not Working","inadequately","","","",""
"4","2004","Not Working","general elemantary","","","",""
"4","2004","Not Working","middle vocational","2","","",""
"4","2004","Not Working","vocational + Abi","","","",""
"4","2004","Not Working","higher vocational","","","",""
"4","2004","Not Working","higher education","","","",""
"5","2004","Full Time","in school","","","",""
"5","2004","Full Time","inadequately","","","",""
"5","2004","Full Time","general elemantary","","","",""
"5","2004","Full Time","middle vocational","","","",""
"5","2004","Full Time","vocational + Abi","","","",""
"5","2004","Full Time","higher vocational","","","",""
"5","2004","Full Time","higher education","","","",""
"5","2004","Part Time","in school","","","",""
"5","2004","Part Time","inadequately","","","",""
"5","2004","Part Time","general elemantary","","","",""
"5","2004","Part Time","middle vocational","2","","",""
"5","2004","Part Time","vocational + Abi","","","",""
"5","2004","Part Time","higher vocational","","","",""
"5","2004","Part Time","higher education","","","",""
"5","2004","Not Working","in school","","","",""
"5","2004","Not Working","inadequately","","","",""
"5","2004","Not Working","general elemantary","12","","",""
"5","2004","Not Working","middle vocational","17","","",""
"5","2004","Not Working","vocational + Abi","","","",""
"5","2004","Not Working","higher vocational","2","","",""
"5","2004","Not Working","higher education","4","","",""
"1","2005","Full Time","in school","2","","",""
"1","2005","Full Time","inadequately","16","","",""
"1","2005","Full Time","general elemantary","241","0.375125275465432","0.334881813130565","0.415368737800298"
"1","2005","Full Time","middle vocational","1955","0.445063940726684","0.429304199325034","0.460823682128333"
"1","2005","Full Time","vocational + Abi","237","0.339738383909573","0.299416530186494","0.380060237632652"
"1","2005","Full Time","higher vocational","487","0.557697130032257","0.522752832550224","0.592641427514289"
"1","2005","Full Time","higher education","1368","0.489339186620204","0.468637994969751","0.510040378270657"
"1","2005","Part Time","in school","72","0.652006581886209","0.556721704519257","0.747291459253161"
"1","2005","Part Time","inadequately","7","","",""
"1","2005","Part Time","general elemantary","205","0.325734364835292","0.284656260730579","0.366812468940005"
"1","2005","Part Time","middle vocational","1343","0.466865690643852","0.4473636637932","0.486367717494504"
"1","2005","Part Time","vocational + Abi","165","0.471664128552994","0.417139636510287","0.526188620595702"
"1","2005","Part Time","higher vocational","203","0.518090909954501","0.464503791658139","0.571678028250862"
"1","2005","Part Time","higher education","569","0.46270296778768","0.430709182010029","0.494696753565332"
"1","2005","Not Working","in school","331","0.474229201122018","0.432573837550636","0.5158845646934"
"1","2005","Not Working","inadequately","25","","",""
"1","2005","Not Working","general elemantary","605","0.414957220575336","0.388770922222362","0.441143518928311"
"1","2005","Not Working","middle vocational","2144","0.492268736318597","0.476723157790185","0.507814314847009"
"1","2005","Not Working","vocational + Abi","153","0.489317616811295","0.431281743344208","0.547353490278382"
"1","2005","Not Working","higher vocational","258","0.537217082106065","0.49155255980223","0.582881604409901"
"1","2005","Not Working","higher education","604","0.498042997957182","0.46716138088449","0.528924615029875"
"2","2005","Full Time","in school","1","","",""
"2","2005","Full Time","inadequately","38","0.608211200458144","0.480359269255911","0.736063131660378"
"2","2005","Full Time","general elemantary","291","0.590610385565145","0.54973803209376","0.63148273903653"
"2","2005","Full Time","middle vocational","1780","0.523326992587612","0.507488521457215","0.539165463718008"
"2","2005","Full Time","vocational + Abi","278","0.62007952778792","0.578757635531704","0.661401420044136"
"2","2005","Full Time","higher vocational","282","0.431799477374196","0.396948970337319","0.466649984411073"
"2","2005","Full Time","higher education","839","0.494760254083423","0.474055492314834","0.515465015852012"
"2","2005","Part Time","in school","24","","",""
"2","2005","Part Time","inadequately","28","","",""
"2","2005","Part Time","general elemantary","279","0.629052701846919","0.586711545848073","0.671393857845764"
"2","2005","Part Time","middle vocational","1131","0.511421836951347","0.491881946956323","0.53096172694637"
"2","2005","Part Time","vocational + Abi","150","0.510985636117105","0.45638655808171","0.5655847141525"
"2","2005","Part Time","higher vocational","123","0.438182891481673","0.384972059898263","0.491393723065083"
"2","2005","Part Time","higher education","352","0.512664911434996","0.48059203529369","0.544737787576301"
"2","2005","Not Working","in school","212","0.498329818127834","0.456619247286389","0.540040388969279"
"2","2005","Not Working","inadequately","125","0.816974636500757","0.755901861108746","0.878047411892768"
"2","2005","Not Working","general elemantary","706","0.540472004488139","0.513985708636984","0.566958300339293"
"2","2005","Not Working","middle vocational","1751","0.480965736765381","0.465429569365806","0.496501904164957"
"2","2005","Not Working","vocational + Abi","126","0.469737111915753","0.411794413835724","0.527679809995782"
"2","2005","Not Working","higher vocational","193","0.441177239930446","0.395703681035869","0.486650798825023"
"2","2005","Not Working","higher education","386","0.478160823759892","0.447308442380238","0.509013205139546"
"3","2005","Full Time","in school","","","",""
"3","2005","Full Time","inadequately","2","","",""
"3","2005","Full Time","general elemantary","24","","",""
"3","2005","Full Time","middle vocational","85","0.0316090666857046","0.0260609242347513","0.0371572091366578"
"3","2005","Full Time","vocational + Abi","15","","",""
"3","2005","Full Time","higher vocational","7","","",""
"3","2005","Full Time","higher education","32","0.0157480937660554","0.0105923513676761","0.0209038361644347"
"3","2005","Part Time","in school","","","",""
"3","2005","Part Time","inadequately","1","","",""
"3","2005","Part Time","general elemantary","16","","",""
"3","2005","Part Time","middle vocational","40","0.0217124724048014","0.0160153788351256","0.0274095659744772"
"3","2005","Part Time","vocational + Abi","7","","",""
"3","2005","Part Time","higher vocational","8","","",""
"3","2005","Part Time","higher education","11","","",""
"3","2005","Not Working","in school","9","","",""
"3","2005","Not Working","inadequately","4","","",""
"3","2005","Not Working","general elemantary","36","0.0290797907030635","0.0201494907674449","0.0380100906386821"
"3","2005","Not Working","middle vocational","62","0.0203920847705966","0.0159972174826195","0.0247869520585737"
"3","2005","Not Working","vocational + Abi","5","","",""
"3","2005","Not Working","higher vocational","4","","",""
"3","2005","Not Working","higher education","13","","",""
"4","2005","Full Time","in school","","","",""
"4","2005","Full Time","inadequately","","","",""
"4","2005","Full Time","general elemantary","","","",""
"4","2005","Full Time","middle vocational","","","",""
"4","2005","Full Time","vocational + Abi","","","",""
"4","2005","Full Time","higher vocational","","","",""
"4","2005","Full Time","higher education","1","","",""
"4","2005","Part Time","in school","","","",""
"4","2005","Part Time","inadequately","","","",""
"4","2005","Part Time","general elemantary","","","",""
"4","2005","Part Time","middle vocational","","","",""
"4","2005","Part Time","vocational + Abi","","","",""
"4","2005","Part Time","higher vocational","","","",""
"4","2005","Part Time","higher education","1","","",""
"4","2005","Not Working","in school","","","",""
"4","2005","Not Working","inadequately","","","",""
"4","2005","Not Working","general elemantary","","","",""
"4","2005","Not Working","middle vocational","","","",""
"4","2005","Not Working","vocational + Abi","","","",""
"4","2005","Not Working","higher vocational","","","",""
"4","2005","Not Working","higher education","","","",""
"5","2005","Full Time","in school","","","",""
"5","2005","Full Time","inadequately","","","",""
"5","2005","Full Time","general elemantary","","","",""
"5","2005","Full Time","middle vocational","","","",""
"5","2005","Full Time","vocational + Abi","","","",""
"5","2005","Full Time","higher vocational","","","",""
"5","2005","Full Time","higher education","","","",""
"5","2005","Part Time","in school","","","",""
"5","2005","Part Time","inadequately","","","",""
"5","2005","Part Time","general elemantary","","","",""
"5","2005","Part Time","middle vocational","","","",""
"5","2005","Part Time","vocational + Abi","","","",""
"5","2005","Part Time","higher vocational","","","",""
"5","2005","Part Time","higher education","","","",""
"5","2005","Not Working","in school","","","",""
"5","2005","Not Working","inadequately","","","",""
"5","2005","Not Working","general elemantary","13","","",""
"5","2005","Not Working","middle vocational","16","","",""
"5","2005","Not Working","vocational + Abi","1","","",""
"5","2005","Not Working","higher vocational","3","","",""
"5","2005","Not Working","higher education","4","","",""
"1","2006","Full Time","in school","1","","",""
"1","2006","Full Time","inadequately","18","","",""
"1","2006","Full Time","general elemantary","219","0.350682678633949","0.30942999717521","0.391935360092688"
"1","2006","Full Time","middle vocational","2062","0.435513534463142","0.420117246653716","0.450909822272568"
"1","2006","Full Time","vocational + Abi","254","0.380437692768293","0.340298910102501","0.420576475434086"
"1","2006","Full Time","higher vocational","481","0.527875574713212","0.493368027976352","0.562383121450072"
"1","2006","Full Time","higher education","1515","0.508810827875095","0.488966618295254","0.528655037454935"
"1","2006","Part Time","in school","46","0.596210273050431","0.476001693787259","0.716418852313603"
"1","2006","Part Time","inadequately","6","","",""
"1","2006","Part Time","general elemantary","213","0.353760778734188","0.312223245982473","0.395298311485903"
"1","2006","Part Time","middle vocational","1455","0.475297201589223","0.456276417337098","0.494317985841349"
"1","2006","Part Time","vocational + Abi","185","0.436073624265384","0.38470502880715","0.487442219723619"
"1","2006","Part Time","higher vocational","231","0.599423501902633","0.547028716203618","0.651818287601649"
"1","2006","Part Time","higher education","584","0.472290984577343","0.44103471543819","0.503547253716496"
"1","2006","Not Working","in school","372","0.523312592291752","0.482346223598058","0.564278960985447"
"1","2006","Not Working","inadequately","19","","",""
"1","2006","Not Working","general elemantary","708","0.41263215402384","0.388004076111666","0.437260231936014"
"1","2006","Not Working","middle vocational","2419","0.474048217672033","0.459475382771502","0.488621052572565"
"1","2006","Not Working","vocational + Abi","174","0.502343750181873","0.445765085080185","0.558922415283562"
"1","2006","Not Working","higher vocational","304","0.536580206319757","0.493679047235067","0.579481365404446"
"1","2006","Not Working","higher education","743","0.536368912603683","0.507819159372181","0.564918665835185"
"2","2006","Full Time","in school","2","","",""
"2","2006","Full Time","inadequately","36","0.706672934656406","0.586348994760019","0.826996874552792"
"2","2006","Full Time","general elemantary","275","0.603078203531918","0.560781568103829","0.645374838960006"
"2","2006","Full Time","middle vocational","1837","0.534626350260179","0.519137666923736","0.550115033596622"
"2","2006","Full Time","vocational + Abi","294","0.602175431342319","0.561709713430626","0.642641149254013"
"2","2006","Full Time","higher vocational","314","0.463390521763608","0.42892198800198","0.497859055525237"
"2","2006","Full Time","higher education","891","0.478052774204804","0.45822461220179","0.497880936207818"
"2","2006","Part Time","in school","18","","",""
"2","2006","Part Time","inadequately","29","","",""
"2","2006","Part Time","general elemantary","285","0.610766504638318","0.56840884962976","0.653124159646875"
"2","2006","Part Time","middle vocational","1146","0.501824764236924","0.482780850185596","0.520868678288251"
"2","2006","Part Time","vocational + Abi","164","0.529477968375683","0.47777440131507","0.581181535436295"
"2","2006","Part Time","higher vocational","98","0.354103193774212","0.302967406953225","0.405238980595199"
"2","2006","Part Time","higher education","386","0.514088117362297","0.482796169655831","0.545380065068762"
"2","2006","Not Working","in school","194","0.456146087923547","0.415293164252134","0.49699901159496"
"2","2006","Not Working","inadequately","128","0.870410037924295","0.816841814397829","0.923978261450761"
"2","2006","Not Working","general elemantary","784","0.547108795484604","0.52220717025564","0.572010420713568"
"2","2006","Not Working","middle vocational","2011","0.504252425532139","0.4896604491839","0.518844401880379"
"2","2006","Not Working","vocational + Abi","123","0.483602294346606","0.427053442443252","0.540151146249959"
