"hgowner","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1998","inadequately","West Germany","","","","","4"
"Tenant","1998","inadequately","East Germany","","","","","4"
"Tenant","1998","general elemantary","West Germany","4","","","","4"
"Tenant","1998","general elemantary","East Germany","4","","","","4"
"Tenant","1998","middle vocational","West Germany","6","","","","4"
"Tenant","1998","middle vocational","East Germany","3","","","","4"
"Tenant","1998","vocational + Abi","West Germany","","","","","4"
"Main tenant","1999","in school","West Germany","96","0.399136421480887","0.333827902530229","0.464444940431545","2"
"Main tenant","1999","in school","East Germany","44","0.478191600642159","0.3826461647678","0.573737036516519","2"
"Main tenant","1999","inadequately","West Germany","324","0.729329099195093","0.686426654714227","0.772231543675958","2"
"Main tenant","1999","inadequately","East Germany","11","","","","2"
"Main tenant","1999","general elemantary","West Germany","1207","0.535955588520804","0.514569909395077","0.557341267646531","2"
"Main tenant","1999","general elemantary","East Germany","232","0.669121265502485","0.621306341993281","0.716936189011688","2"
"Main tenant","1999","middle vocational","West Germany","2394","0.466892509265395","0.452897762348052","0.480887256182739","2"
"Main tenant","1999","middle vocational","East Germany","1206","0.62544085775368","0.604670486262966","0.646211229244394","2"
"Main tenant","1999","vocational + Abi","West Germany","243","0.526639817109688","0.479773853167604","0.573505781051772","2"
"Main tenant","1999","vocational + Abi","East Germany","46","0.712663183382083","0.609560485200295","0.815765881563871","2"
"Main tenant","1999","higher vocational","West Germany","232","0.410294474282668","0.370193991203428","0.450394957361909","2"
"Main tenant","1999","higher vocational","East Germany","124","0.553873751673169","0.491629488676435","0.616118014669904","2"
"Main tenant","1999","higher education","West Germany","505","0.41984515488101","0.390811404659595","0.448878905102426","2"
"Main tenant","1999","higher education","East Germany","466","0.570248053813281","0.5371816209073","0.603314486719261","2"
"Owner","1999","in school","West Germany","116","0.567523555963602","0.501455064557604","0.6335920473696","1"
"Owner","1999","in school","East Germany","59","0.483139038701867","0.387556981753454","0.57872109565028","1"
"Owner","1999","inadequately","West Germany","74","0.228949479196697","0.188378944602375","0.269520013791019","1"
"Owner","1999","inadequately","East Germany","5","","","","1"
"Owner","1999","general elemantary","West Germany","811","0.419063472032277","0.397905057725946","0.440221886338608","1"
"Owner","1999","general elemantary","East Germany","126","0.29056010632063","0.244422780660441","0.336697431980818","1"
"Owner","1999","middle vocational","West Germany","2370","0.505405175297959","0.491380467237619","0.5194298833583","1"
"Owner","1999","middle vocational","East Germany","819","0.344521965877605","0.32412909034317","0.364914841412041","1"
"Owner","1999","vocational + Abi","West Germany","179","0.447860584642195","0.401183831008404","0.494537338275987","1"
"Owner","1999","vocational + Abi","East Germany","27","","","","1"
"Owner","1999","higher vocational","West Germany","331","0.555736434053026","0.515228606176016","0.596244261930035","1"
"Owner","1999","higher vocational","East Germany","119","0.443140434640604","0.380937828562001","0.505343040719207","1"
"Owner","1999","higher education","West Germany","585","0.559511406343672","0.530306325860976","0.588716486826368","1"
"Owner","1999","higher education","East Germany","383","0.413710989279625","0.380814396349293","0.446607582209957","1"
"Resident or shared accommodation","1999","in school","West Germany","","","","","5"
"Resident or shared accommodation","1999","in school","East Germany","","","","","5"
"Resident or shared accommodation","1999","inadequately","West Germany","","","","","5"
"Resident or shared accommodation","1999","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","1999","general elemantary","West Germany","6","","","","5"
"Resident or shared accommodation","1999","general elemantary","East Germany","2","","","","5"
"Resident or shared accommodation","1999","middle vocational","West Germany","10","","","","5"
"Resident or shared accommodation","1999","middle vocational","East Germany","4","","","","5"
"Resident or shared accommodation","1999","vocational + Abi","West Germany","","","","","5"
"Resident or shared accommodation","1999","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","1999","higher vocational","West Germany","2","","","","5"
"Resident or shared accommodation","1999","higher vocational","East Germany","1","","","","5"
"Resident or shared accommodation","1999","higher education","West Germany","1","","","","5"
"Resident or shared accommodation","1999","higher education","East Germany","","","","","5"
"Subtenant","1999","general elemantary","West Germany","65","0.0373870991356595","0.0292519485811283","0.0455222496901907","3"
"Subtenant","1999","general elemantary","East Germany","12","","","","3"
"Subtenant","1999","middle vocational","West Germany","108","0.0240713420078736","0.0197719366753124","0.0283707473404348","3"
"Subtenant","1999","middle vocational","East Germany","57","0.0266636081682218","0.0197503642704819","0.0335768520659617","3"
"Subtenant","1999","vocational + Abi","West Germany","14","","","","3"
"Subtenant","1999","vocational + Abi","East Germany","1","","","","3"
"Subtenant","1999","higher vocational","West Germany","13","","","","3"
"Subtenant","1999","higher vocational","East Germany","1","","","","3"
"Subtenant","1999","higher education","West Germany","19","","","","3"
"Subtenant","1999","higher education","East Germany","12","","","","3"
"Subtenant","1999","in school","West Germany","4","","","","3"
"Subtenant","1999","in school","East Germany","2","","","","3"
"Subtenant","1999","inadequately","West Germany","14","","","","3"
"Subtenant","1999","inadequately","East Germany","","","","","3"
"Tenant","1999","in school","West Germany","","","","","4"
"Tenant","1999","in school","East Germany","","","","","4"
"Tenant","1999","inadequately","West Germany","","","","","4"
"Tenant","1999","inadequately","East Germany","","","","","4"
"Tenant","1999","general elemantary","West Germany","","","","","4"
"Tenant","1999","general elemantary","East Germany","","","","","4"
"Tenant","1999","middle vocational","West Germany","","","","","4"
"Tenant","1999","middle vocational","East Germany","","","","","4"
"Tenant","1999","vocational + Abi","West Germany","","","","","4"
"Tenant","1999","vocational + Abi","East Germany","","","","","4"
"Tenant","1999","higher vocational","West Germany","","","","","4"
"Tenant","1999","higher vocational","East Germany","","","","","4"
"Tenant","1999","higher education","West Germany","","","","","4"
"Tenant","1999","higher education","East Germany","","","","","4"
"Main tenant","2000","higher education","East Germany","655","0.556968358767174","0.529913464504052","0.584023253030295","2"
"Main tenant","2000","higher vocational","West Germany","556","0.431954706064848","0.405876538956671","0.458032873173026","2"
"Main tenant","2000","higher vocational","East Germany","253","0.555988440547959","0.512782222364493","0.599194658731424","2"
"Main tenant","2000","higher education","West Germany","1078","0.452082052925904","0.432745876770367","0.47141822908144","2"
"Main tenant","2000","inadequately","West Germany","303","0.775299477812489","0.733661346999814","0.816937608625165","2"
"Main tenant","2000","inadequately","East Germany","14","","","","2"
"Main tenant","2000","general elemantary","West Germany","1654","0.548098297673959","0.53047343231893","0.565723163028988","2"
"Main tenant","2000","general elemantary","East Germany","313","0.657045574153119","0.61608753156526","0.698003616740978","2"
"Main tenant","2000","middle vocational","West Germany","4366","0.475544893461988","0.465560163642568","0.485529623281408","2"
"Main tenant","2000","middle vocational","East Germany","1793","0.60723609878574","0.590492390831836","0.623979806739643","2"
"Main tenant","2000","vocational + Abi","West Germany","544","0.558708190891194","0.528009453582915","0.589406928199472","2"
"Main tenant","2000","vocational + Abi","East Germany","80","0.645698000248212","0.56184963360833","0.729546366888093","2"
"Main tenant","2000","in school","West Germany","139","0.382680674795533","0.332049306763122","0.433312042827945","2"
"Main tenant","2000","in school","East Germany","66","0.546631126159199","0.465321891374461","0.627940360943937","2"
"Owner","2000","in school","West Germany","212","0.611507571912681","0.560733889895772","0.662281253929589","1"
"Owner","2000","in school","East Germany","75","0.441459575359103","0.360356070778174","0.522563079940032","1"
"Owner","2000","inadequately","West Germany","75","0.191967254002995","0.152677211777801","0.231257296228188","1"
"Owner","2000","inadequately","East Germany","5","","","","1"
"Owner","2000","general elemantary","West Germany","1344","0.423490752751258","0.405992298060341","0.440989207442174","1"
"Owner","2000","general elemantary","East Germany","194","0.326130506472574","0.285681593886834","0.366579419058313","1"
"Owner","2000","middle vocational","West Germany","5110","0.505998880771241","0.496002906221178","0.515994855321303","1"
"Owner","2000","middle vocational","East Germany","1398","0.367786457082382","0.351254021806342","0.384318892358423","1"
"Owner","2000","vocational + Abi","West Germany","443","0.419976625641973","0.389462539506266","0.450490711777681","1"
"Owner","2000","vocational + Abi","East Germany","41","0.299664757730565","0.219355814623831","0.379973700837299","1"
