"hgowner","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","1990","Single parent ","no migration background","323","0.537404150863176","0.495847848319403","0.57896045340695","2"
"Main tenant","1990","Single parent ","direct migration background","77","0.675606609977402","0.578346214577399","0.772867005377404","2"
"Main tenant","1990","1-pers.-HH","no migration background","872","0.733222671772478","0.708062411260225","0.758382932284732","2"
"Main tenant","1990","Couple + C. LE 16 ","indirect migration background","23","","","","2"
"Main tenant","1990","Couple + C. GT 16 ","indirect migration background","104","0.742651174321106","0.666916172939235","0.818386175702977","2"
"Main tenant","1990","Couple + C. LE and GT 16","no migration background","308","0.381726614705135","0.345941867089527","0.417511362320743","2"
"Main tenant","1990","Couple + C. LE 16 ","direct migration background","609","0.792143257981533","0.762358968167136","0.821927547795929","2"
"Main tenant","1990","(Married) couple without C. ","direct migration background","370","0.665502396192252","0.623117030751828","0.707887761632676","2"
"Main tenant","1990","(Married) couple without C. ","indirect migration background","19","","","","2"
"Main tenant","1990","Couple + C. GT 16 ","no migration background","793","0.314069429108236","0.294835499996216","0.333303358220256","2"
"Main tenant","1990","Couple + C. GT 16 ","direct migration background","393","0.578500894377989","0.536261392754279","0.620740396001699","2"
"Main tenant","1990","Single parent ","indirect migration background","15","","","","2"
"Main tenant","1990","Couple + C. LE 16 ","no migration background","1645","0.53798409799442","0.519619080873353","0.556349115115487","2"
"Main tenant","1990","Couple + C. LE and GT 16","direct migration background","365","0.769203886089624","0.729471815494469","0.808935956684779","2"
"Main tenant","1990","Couple + C. LE and GT 16","indirect migration background","59","0.845163426446408","0.761018867131213","0.929307985761602","2"
"Owner","1990","1-pers.-HH","no migration background","256","0.210534683509395","0.187341995550319","0.233727371468471","1"
"Owner","1990","1-pers.-HH","direct migration background","16","","","","1"
"Owner","1990","1-pers.-HH","indirect migration background","","","","","1"
"Owner","1990","(Married) couple without C. ","no migration background","1098","0.427115393545275","0.408681028151542","0.445549758939008","1"
"Owner","1990","(Married) couple without C. ","direct migration background","95","0.309811715915682","0.268270679784141","0.351352752047223","1"
"Owner","1990","(Married) couple without C. ","indirect migration background","7","","","","1"
"Owner","1990","Single parent ","no migration background","212","0.424029740226844","0.382840506372239","0.46521897408145","1"
"Owner","1990","Single parent ","direct migration background","11","","","","1"
"Owner","1990","Single parent ","indirect migration background","","","","","1"
"Owner","1990","Couple + C. LE 16 ","no migration background","1090","0.433493283732357","0.415238702502248","0.451747864962467","1"
"Owner","1990","Couple + C. LE 16 ","direct migration background","90","0.188140571505965","0.159453581975671","0.216827561036258","1"
"Owner","1990","Couple + C. LE 16 ","indirect migration background","6","","","","1"
"Owner","1990","Couple + C. GT 16 ","no migration background","1417","0.678243378785206","0.658884882177976","0.697601875392437","1"
"Owner","1990","Couple + C. GT 16 ","direct migration background","126","0.413605462487812","0.371478850727944","0.45573207424768","1"
"Owner","1990","Couple + C. GT 16 ","indirect migration background","24","","","","1"
"Owner","1990","Couple + C. LE and GT 16","no migration background","400","0.618273385294865","0.582488637679257","0.654058132910473","1"
"Owner","1990","Couple + C. LE and GT 16","direct migration background","58","0.212571797622825","0.173991593343064","0.251152001902586","1"
"Owner","1990","Couple + C. LE and GT 16","indirect migration background","11","","","","1"
"Resident or shared accommodation","1990","1-pers.-HH","no migration background","","","","","5"
"Resident or shared accommodation","1990","1-pers.-HH","direct migration background","","","","","5"
"Resident or shared accommodation","1990","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1990","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","1990","(Married) couple without C. ","no migration background","","","","","5"
"Resident or shared accommodation","1990","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","1990","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","1990","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","1990","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","1990","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","1990","1-pers.-HH","no migration background","58","0.0544861397937247","0.0415739559336259","0.0673983236538235","3"
"Subtenant","1990","1-pers.-HH","indirect migration background","1","","","","3"
"Subtenant","1990","1-pers.-HH","direct migration background","19","","","","3"
"Subtenant","1990","(Married) couple without C. ","no migration background","86","0.025661627578188","0.0197688641603237","0.0315543909960523","3"
"Subtenant","1990","(Married) couple without C. ","direct migration background","11","","","","3"
"Subtenant","1990","(Married) couple without C. ","indirect migration background","","","","","3"
"Subtenant","1990","Couple + C. LE and GT 16","direct migration background","9","","","","3"
"Subtenant","1990","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Subtenant","1990","Single parent ","no migration background","17","","","","3"
"Subtenant","1990","Single parent ","direct migration background","1","","","","3"
"Subtenant","1990","Couple + C. LE 16 ","direct migration background","12","","","","3"
"Subtenant","1990","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Subtenant","1990","Couple + C. GT 16 ","no migration background","24","","","","3"
"Subtenant","1990","Couple + C. GT 16 ","direct migration background","6","","","","3"
"Subtenant","1990","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Subtenant","1990","Couple + C. LE and GT 16","no migration background","","","","","3"
"Subtenant","1990","Single parent ","indirect migration background","","","","","3"
"Subtenant","1990","Couple + C. LE 16 ","no migration background","96","0.0285226182732222","0.0223908010916853","0.0346544354547592","3"
"Tenant","1990","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","1990","(Married) couple without C. ","no migration background","4","","","","4"
"Tenant","1990","1-pers.-HH","direct migration background","","","","","4"
"Tenant","1990","1-pers.-HH","no migration background","1","","","","4"
"Tenant","1990","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","1990","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","1990","Single parent ","no migration background","1","","","","4"
"Tenant","1990","Single parent ","direct migration background","","","","","4"
"Tenant","1990","Single parent ","indirect migration background","","","","","4"
"Tenant","1990","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","1990","Couple + C. LE 16 ","direct migration background","2","","","","4"
"Tenant","1990","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","1990","Couple + C. GT 16 ","no migration background","3","","","","4"
"Tenant","1990","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","1990","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","1990","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","1990","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Tenant","1990","Couple + C. GT 16 ","direct migration background","","","","","4"
"Main tenant","1991","Couple + C. LE 16 ","direct migration background","613","0.774408838129643","0.743772189123459","0.805045487135828","2"
"Main tenant","1991","1-pers.-HH","indirect migration background","16","","","","2"
"Main tenant","1991","(Married) couple without C. ","no migration background","1547","0.539498377001604","0.520739194770332","0.558257559232877","2"
"Main tenant","1991","Single parent ","no migration background","312","0.529012985722228","0.487144292837005","0.570881678607451","2"
"Main tenant","1991","Single parent ","direct migration background","75","0.665645776533794","0.568180070435052","0.763111482632536","2"
"Main tenant","1991","Couple + C. LE 16 ","indirect migration background","25","","","","2"
"Main tenant","1991","Couple + C. GT 16 ","indirect migration background","113","0.763480159573499","0.692061564388974","0.834898754758024","2"
"Main tenant","1991","1-pers.-HH","no migration background","842","0.741924408637865","0.716667119696481","0.767181697579249","2"
"Main tenant","1991","1-pers.-HH","direct migration background","135","0.77531510460252","0.713827507824154","0.836802701380885","2"
"Main tenant","1991","(Married) couple without C. ","direct migration background","366","0.628152571292506","0.585316599515736","0.670988543069275","2"
"Main tenant","1991","(Married) couple without C. ","indirect migration background","21","","","","2"
"Main tenant","1991","Single parent ","indirect migration background","20","","","","2"
"Main tenant","1991","Couple + C. LE 16 ","no migration background","1544","0.525132824824802","0.506338622124074","0.543927027525529","2"
"Main tenant","1991","Couple + C. GT 16 ","direct migration background","387","0.628038960966086","0.585631737622003","0.670446184310169","2"
"Main tenant","1991","Couple + C. LE and GT 16","no migration background","310","0.374096104815524","0.339042073463009","0.409150136168038","2"
"Main tenant","1991","Couple + C. GT 16 ","no migration background","746","0.298543676195467","0.279316172606637","0.317771179784298","2"
"Main tenant","1991","Couple + C. LE and GT 16","direct migration background","321","0.761838382611261","0.719671415260638","0.804005349961884","2"
"Main tenant","1991","Couple + C. LE and GT 16","indirect migration background","76","0.84328384564846","0.770181710518157","0.916385980778763","2"
"Owner","1991","1-pers.-HH","no migration background","247","0.203865350604412","0.180611310911566","0.227119390297258","1"
"Owner","1991","1-pers.-HH","direct migration background","17","","","","1"
"Owner","1991","1-pers.-HH","indirect migration background","1","","","","1"
"Owner","1991","(Married) couple without C. ","no migration background","1082","0.429355166773068","0.410725952419481","0.447984381126656","1"
"Owner","1991","(Married) couple without C. ","direct migration background","111","0.347483252789682","0.305278978986841","0.389687526592523","1"
"Owner","1991","(Married) couple without C. ","indirect migration background","7","","","","1"
"Owner","1991","Single parent ","no migration background","214","0.42397029213686","0.382518632459109","0.465421951814611","1"
"Owner","1991","Single parent ","direct migration background","14","","","","1"
"Owner","1991","Single parent ","indirect migration background","2","","","","1"
"Owner","1991","Couple + C. LE 16 ","no migration background","1058","0.440314690162337","0.421631252387323","0.458998127937351","1"
"Owner","1991","Couple + C. LE 16 ","direct migration background","90","0.19828090159677","0.169056432703056","0.227505370490485","1"
"Owner","1991","Couple + C. LE 16 ","indirect migration background","6","","","","1"
"Owner","1991","Couple + C. GT 16 ","no migration background","1377","0.682131052781426","0.662566198956509","0.701695906606343","1"
"Owner","1991","Couple + C. GT 16 ","direct migration background","101","0.358689906294297","0.316608384801309","0.400771427787284","1"
"Owner","1991","Couple + C. GT 16 ","indirect migration background","23","","","","1"
"Owner","1991","Couple + C. LE and GT 16","no migration background","414","0.620234786679984","0.58507645968108","0.655393113678888","1"
"Owner","1991","Couple + C. LE and GT 16","direct migration background","68","0.233283511000802","0.191417220687868","0.275149801313735","1"
"Owner","1991","Couple + C. LE and GT 16","indirect migration background","19","","","","1"
"Resident or shared accommodation","1991","1-pers.-HH","no migration background","","","","","5"
"Resident or shared accommodation","1991","1-pers.-HH","direct migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1991","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","1991","(Married) couple without C. ","no migration background","","","","","5"
"Resident or shared accommodation","1991","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","1991","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","1991","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","1991","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","1991","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","1991","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","1991","1-pers.-HH","no migration background","59","0.0482174495074843","0.0358521561608634","0.0605827428541053","3"
"Subtenant","1991","1-pers.-HH","direct migration background","24","","","","3"
"Subtenant","1991","1-pers.-HH","indirect migration background","2","","","","3"
"Subtenant","1991","(Married) couple without C. ","no migration background","79","0.0298029921942775","0.0234032401406206","0.0362027442479345","3"
"Subtenant","1991","(Married) couple without C. ","direct migration background","8","","","","3"
"Subtenant","1991","(Married) couple without C. ","indirect migration background","2","","","","3"
"Subtenant","1991","Couple + C. LE and GT 16","direct migration background","3","","","","3"
"Subtenant","1991","Single parent ","no migration background","19","","","","3"
"Subtenant","1991","Couple + C. LE 16 ","direct migration background","12","","","","3"
"Subtenant","1991","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Subtenant","1991","Couple + C. GT 16 ","direct migration background","11","","","","3"
"Subtenant","1991","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Subtenant","1991","Couple + C. LE and GT 16","no migration background","8","","","","3"
"Subtenant","1991","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Subtenant","1991","Single parent ","direct migration background","1","","","","3"
"Subtenant","1991","Single parent ","indirect migration background","","","","","3"
"Subtenant","1991","Couple + C. LE 16 ","no migration background","108","0.034088625261033","0.0272593183224369","0.0409179321996292","3"
"Subtenant","1991","Couple + C. GT 16 ","no migration background","50","0.0170124781311392","0.0115790185852501","0.0224459376770282","3"
"Tenant","1991","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","1991","(Married) couple without C. ","no migration background","4","","","","4"
"Tenant","1991","1-pers.-HH","no migration background","5","","","","4"
"Tenant","1991","1-pers.-HH","direct migration background","1","","","","4"
"Tenant","1991","(Married) couple without C. ","direct migration background","4","","","","4"
"Tenant","1991","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","1991","Single parent ","direct migration background","","","","","4"
"Tenant","1991","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","1991","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","1991","Couple + C. GT 16 ","no migration background","3","","","","4"
"Tenant","1991","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","1991","Single parent ","no migration background","1","","","","4"
"Tenant","1991","Single parent ","indirect migration background","","","","","4"
"Tenant","1991","Couple + C. LE 16 ","no migration background","2","","","","4"
"Tenant","1991","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","1991","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","1991","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","1991","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","1992","1-pers.-HH","no migration background","842","0.738606295853851","0.713233056540108","0.763979535167593","2"
"Main tenant","1992","1-pers.-HH","direct migration background","141","0.798730067824406","0.739828404803566","0.857631730845246","2"
"Main tenant","1992","1-pers.-HH","indirect migration background","17","","","","2"
"Main tenant","1992","Single parent ","no migration background","302","0.562884832614718","0.519579584208512","0.606190081020923","2"
"Main tenant","1992","Single parent ","direct migration background","88","0.703423310774632","0.616472818944689","0.790373802604575","2"
"Main tenant","1992","Couple + C. LE 16 ","direct migration background","518","0.74619593404234","0.712480105952789","0.779911762131891","2"
"Main tenant","1992","Couple + C. GT 16 ","indirect migration background","128","0.692634883064415","0.622655626515129","0.762614139613701","2"
"Main tenant","1992","(Married) couple without C. ","no migration background","1591","0.529952639301568","0.51131561256016","0.548589666042977","2"
"Main tenant","1992","Couple + C. LE 16 ","indirect migration background","28","","","","2"
"Main tenant","1992","(Married) couple without C. ","direct migration background","379","0.617439346110707","0.574881804810962","0.659996887410452","2"
"Main tenant","1992","(Married) couple without C. ","indirect migration background","24","","","","2"
"Main tenant","1992","Single parent ","indirect migration background","31","0.989331853411243","0.953736887178244","1.02492681964424","2"
"Main tenant","1992","Couple + C. LE 16 ","no migration background","1498","0.52095274370728","0.501827678527257","0.540077808887304","2"
"Main tenant","1992","Couple + C. GT 16 ","no migration background","730","0.299807024025287","0.279987948484826","0.319626099565749","2"
"Main tenant","1992","Couple + C. GT 16 ","direct migration background","377","0.597199617331938","0.555003828551266","0.639395406112609","2"
"Main tenant","1992","Couple + C. LE and GT 16","no migration background","309","0.403552634968472","0.36691945361978","0.440185816317164","2"
"Main tenant","1992","Couple + C. LE and GT 16","direct migration background","305","0.825484686574577","0.786914840787171","0.864054532361983","2"
"Main tenant","1992","Couple + C. LE and GT 16","indirect migration background","81","0.80078611017984","0.723274621374408","0.878297598985273","2"
"Owner","1992","1-pers.-HH","no migration background","244","0.207360253825248","0.18394911543092","0.230771392219575","1"
"Owner","1992","1-pers.-HH","direct migration background","19","","","","1"
"Owner","1992","1-pers.-HH","indirect migration background","1","","","","1"
"Owner","1992","(Married) couple without C. ","no migration background","1098","0.441961523580293","0.423417174554612","0.460505872605974","1"
"Owner","1992","(Married) couple without C. ","direct migration background","111","0.367416298767868","0.325201236323025","0.40963136121271","1"
"Owner","1992","(Married) couple without C. ","indirect migration background","5","","","","1"
"Owner","1992","Single parent ","no migration background","186","0.402653733300557","0.359837174010933","0.44547029259018","1"
"Owner","1992","Single parent ","direct migration background","15","","","","1"
"Owner","1992","Single parent ","indirect migration background","1","","","","1"
"Owner","1992","Couple + C. LE 16 ","no migration background","1049","0.452109674219445","0.433055799882596","0.471163548556294","1"
"Owner","1992","Couple + C. LE 16 ","direct migration background","104","0.210630450656771","0.179039778461653","0.24222112285189","1"
"Owner","1992","Couple + C. LE 16 ","indirect migration background","8","","","","1"
"Owner","1992","Couple + C. GT 16 ","no migration background","1294","0.687073479029623","0.667015997783951","0.707130960275294","1"
"Owner","1992","Couple + C. GT 16 ","direct migration background","131","0.385715036202468","0.343837353776425","0.427592718628512","1"
"Owner","1992","Couple + C. GT 16 ","indirect migration background","39","0.307365116935585","0.237385860386299","0.377344373484871","1"
"Owner","1992","Couple + C. LE and GT 16","no migration background","380","0.596447365031528","0.559814183682836","0.63308054638022","1"
"Owner","1992","Couple + C. LE and GT 16","direct migration background","61","0.164342487069277","0.126683753617145","0.202001220521409","1"
"Owner","1992","Couple + C. LE and GT 16","indirect migration background","21","","","","1"
"Resident or shared accommodation","1992","1-pers.-HH","no migration background","","","","","5"
"Resident or shared accommodation","1992","1-pers.-HH","direct migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1992","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","1992","(Married) couple without C. ","no migration background","","","","","5"
"Resident or shared accommodation","1992","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","1992","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","1992","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","1992","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","1992","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","1992","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","1992","1-pers.-HH","no migration background","64","0.0509362645591784","0.038239791741078","0.0636327373772788","3"
"Subtenant","1992","1-pers.-HH","direct migration background","18","","","","3"
"Subtenant","1992","1-pers.-HH","indirect migration background","3","","","","3"
"Subtenant","1992","(Married) couple without C. ","no migration background","62","0.0262360306404642","0.0202675580378548","0.0322045032430736","3"
"Subtenant","1992","(Married) couple without C. ","direct migration background","11","","","","3"
"Subtenant","1992","(Married) couple without C. ","indirect migration background","","","","","3"
"Subtenant","1992","Couple + C. LE and GT 16","direct migration background","6","","","","3"
"Subtenant","1992","Single parent ","no migration background","16","","","","3"
"Subtenant","1992","Couple + C. LE 16 ","direct migration background","17","","","","3"
"Subtenant","1992","Couple + C. LE 16 ","indirect migration background","1","","","","3"
"Subtenant","1992","Couple + C. GT 16 ","direct migration background","11","","","","3"
"Subtenant","1992","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Subtenant","1992","Couple + C. LE and GT 16","no migration background","","","","","3"
"Subtenant","1992","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Subtenant","1992","Single parent ","direct migration background","3","","","","3"
"Subtenant","1992","Single parent ","indirect migration background","","","","","3"
"Subtenant","1992","Couple + C. LE 16 ","no migration background","73","0.0264078902042214","0.0202692814246342","0.0325464989838086","3"
"Subtenant","1992","Couple + C. GT 16 ","no migration background","29","","","","3"
"Tenant","1992","1-pers.-HH","direct migration background","","","","","4"
"Tenant","1992","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","1992","(Married) couple without C. ","no migration background","4","","","","4"
"Tenant","1992","1-pers.-HH","no migration background","2","","","","4"
"Tenant","1992","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","1992","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","1992","Single parent ","no migration background","","","","","4"
"Tenant","1992","Single parent ","direct migration background","","","","","4"
"Tenant","1992","Single parent ","indirect migration background","","","","","4"
"Tenant","1992","Couple + C. LE 16 ","direct migration background","1","","","","4"
"Tenant","1992","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","1992","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","1992","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","1992","Couple + C. LE 16 ","no migration background","1","","","","4"
"Tenant","1992","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","1992","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","1992","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","1992","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","1993","1-pers.-HH","no migration background","882","0.728895151581116","0.703816993886308","0.753973309275923","2"
"Main tenant","1993","1-pers.-HH","direct migration background","140","0.760713859019372","0.697860152267052","0.823567565771692","2"
"Main tenant","1993","1-pers.-HH","indirect migration background","27","","","","2"
"Main tenant","1993","(Married) couple without C. ","no migration background","1579","0.517027634841342","0.498475340505061","0.535579929177622","2"
"Main tenant","1993","(Married) couple without C. ","direct migration background","369","0.577779986461661","0.534787281912457","0.620772691010864","2"
"Main tenant","1993","(Married) couple without C. ","indirect migration background","34","0.82510391636693","0.710217730247335","0.939990102486525","2"
"Main tenant","1993","Single parent ","no migration background","303","0.591804694481289","0.548062514062516","0.635546874900062","2"
"Main tenant","1993","Single parent ","direct migration background","79","0.695981382826825","0.603965801238076","0.787996964415574","2"
"Main tenant","1993","Couple + C. LE 16 ","direct migration background","494","0.766935987060204","0.733022059062469","0.80084991505794","2"
"Main tenant","1993","Couple + C. LE 16 ","indirect migration background","36","0.632333285590573","0.488216674213478","0.776449896967669","2"
"Main tenant","1993","Couple + C. GT 16 ","indirect migration background","131","0.656004002051927","0.585622423023171","0.726385581080683","2"
"Main tenant","1993","Single parent ","indirect migration background","25","","","","2"
"Main tenant","1993","Couple + C. LE 16 ","no migration background","1392","0.500394768364981","0.480724192629549","0.520065344100413","2"
"Main tenant","1993","Couple + C. GT 16 ","no migration background","694","0.297579941476639","0.277043986738338","0.318115896214939","2"
"Main tenant","1993","Couple + C. GT 16 ","direct migration background","384","0.610996147576902","0.568971990934733","0.653020304219071","2"
"Main tenant","1993","Couple + C. LE and GT 16","no migration background","330","0.401367875787895","0.365563743170743","0.437172008405048","2"
"Main tenant","1993","Couple + C. LE and GT 16","direct migration background","285","0.807232738946991","0.765547250783745","0.848918227110237","2"
"Main tenant","1993","Couple + C. LE and GT 16","indirect migration background","100","0.718168081400403","0.639923482475276","0.79641268032553","2"
"Owner","1993","1-pers.-HH","no migration background","258","0.213850337301996","0.190718930736546","0.236981743867445","1"
"Owner","1993","1-pers.-HH","direct migration background","20","","","","1"
"Owner","1993","1-pers.-HH","indirect migration background","1","","","","1"
"Owner","1993","(Married) couple without C. ","no migration background","1137","0.463196711839898","0.444684004984014","0.481709418695783","1"
"Owner","1993","(Married) couple without C. ","direct migration background","118","0.3827318357648","0.340423265938631","0.425040405590968","1"
"Owner","1993","(Married) couple without C. ","indirect migration background","6","","","","1"
"Owner","1993","Single parent ","no migration background","167","0.373455250962772","0.330405310604157","0.416505191321387","1"
"Owner","1993","Single parent ","direct migration background","15","","","","1"
"Owner","1993","Single parent ","indirect migration background","","","","","1"
"Owner","1993","Couple + C. LE 16 ","no migration background","1019","0.469668256219273","0.450033902161862","0.489302610276684","1"
"Owner","1993","Couple + C. LE 16 ","direct migration background","88","0.191707400063074","0.160130850970839","0.223283949155308","1"
"Owner","1993","Couple + C. GT 16 ","direct migration background","117","0.368340296469587","0.326761776873976","0.409918816065198","1"
"Owner","1993","Couple + C. GT 16 ","indirect migration background","41","0.327721505605084","0.25817806923952","0.397264941970648","1"
"Owner","1993","Couple + C. LE and GT 16","no migration background","390","0.598632124212105","0.562827991594952","0.634436256829257","1"
"Owner","1993","Couple + C. LE 16 ","indirect migration background","6","","","","1"
"Owner","1993","Couple + C. GT 16 ","no migration background","1191","0.689401598529016","0.668616582193666","0.710186614864367","1"
"Owner","1993","Couple + C. LE and GT 16","direct migration background","55","0.184943692907059","0.143915495299074","0.225971890515043","1"
"Owner","1993","Couple + C. LE and GT 16","indirect migration background","27","","","","1"
"Resident or shared accommodation","1993","1-pers.-HH","no migration background","","","","","5"
"Resident or shared accommodation","1993","1-pers.-HH","direct migration background","","","","","5"
"Resident or shared accommodation","1993","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","1993","(Married) couple without C. ","no migration background","","","","","5"
"Resident or shared accommodation","1993","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","1993","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1993","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","1993","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","1993","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","1993","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","1993","1-pers.-HH","direct migration background","17","","","","3"
"Subtenant","1993","1-pers.-HH","no migration background","67","0.057254511116889","0.0441477150307159","0.0703613072030621","3"
"Subtenant","1993","1-pers.-HH","indirect migration background","4","","","","3"
"Subtenant","1993","(Married) couple without C. ","no migration background","71","0.0197756533187598","0.0146066385944873","0.0249446680430324","3"
"Subtenant","1993","(Married) couple without C. ","direct migration background","20","","","","3"
"Subtenant","1993","(Married) couple without C. ","indirect migration background","2","","","","3"
"Subtenant","1993","Single parent ","no migration background","15","","","","3"
"Subtenant","1993","Couple + C. LE and GT 16","direct migration background","4","","","","3"
"Subtenant","1993","Single parent ","direct migration background","2","","","","3"
