"hgowner","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Subtenant","1987","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Subtenant","1987","Couple + C. GT 16 ","no migration background","3","","","","3"
"Subtenant","1987","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Subtenant","1987","Couple + C. LE and GT 16","no migration background","8","","","","3"
"Subtenant","1987","(Married) couple without C. ","direct migration background","9","","","","3"
"Subtenant","1987","(Married) couple without C. ","indirect migration background","","","","","3"
"Subtenant","1987","Single parent ","no migration background","5","","","","3"
"Subtenant","1987","Couple + C. LE 16 ","no migration background","32","0.0210905127712149","0.013750293658844","0.0284307318835858","3"
"Tenant","1987","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","1987","1-pers.-HH","no migration background","1","","","","4"
"Tenant","1987","Couple + C. LE 16 ","no migration background","1","","","","4"
"Tenant","1987","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","1987","(Married) couple without C. ","no migration background","1","","","","4"
"Tenant","1987","(Married) couple without C. ","direct migration background","1","","","","4"
"Tenant","1987","Single parent ","direct migration background","","","","","4"
"Tenant","1987","1-pers.-HH","direct migration background","","","","","4"
"Tenant","1987","Single parent ","indirect migration background","","","","","4"
"Tenant","1987","Couple + C. LE 16 ","direct migration background","1","","","","4"
"Tenant","1987","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","1987","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","1987","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","1987","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","1987","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","1987","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","1987","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Tenant","1987","Single parent ","no migration background","","","","","4"
"Main tenant","1988","1-pers.-HH","no migration background","626","0.72175406732177","0.692279282690871","0.751228851952669","2"
"Main tenant","1988","Single parent ","direct migration background","85","0.625097126664112","0.531607674590926","0.718586578737299","2"
"Main tenant","1988","(Married) couple without C. ","no migration background","1003","0.523931824343888","0.501204511045046","0.546659137642731","2"
"Main tenant","1988","(Married) couple without C. ","direct migration background","349","0.67162755394812","0.626607339780312","0.716647768115927","2"
"Main tenant","1988","Single parent ","indirect migration background","11","","","","2"
"Main tenant","1988","Couple + C. LE 16 ","indirect migration background","19","","","","2"
"Main tenant","1988","1-pers.-HH","direct migration background","136","0.754019718114112","0.689844620424893","0.81819481580333","2"
"Main tenant","1988","1-pers.-HH","indirect migration background","12","","","","2"
"Main tenant","1988","(Married) couple without C. ","indirect migration background","11","","","","2"
"Main tenant","1988","Single parent ","no migration background","202","0.512306104856912","0.462950281039318","0.561661928674507","2"
"Main tenant","1988","Couple + C. LE 16 ","direct migration background","684","0.801812822351066","0.773783547859039","0.829842096843093","2"
"Main tenant","1988","Couple + C. GT 16 ","no migration background","462","0.28399268945166","0.262121756600113","0.305863622303207","2"
"Main tenant","1988","Couple + C. LE and GT 16","no migration background","125","0.233827760760442","0.198128234538793","0.269527286982091","2"
"Main tenant","1988","Couple + C. LE and GT 16","direct migration background","442","0.794321910734869","0.75867869310708","0.829965128362659","2"
"Main tenant","1988","Couple + C. LE 16 ","no migration background","711","0.498984602027336","0.473042497000057","0.524926707054614","2"
"Main tenant","1988","Couple + C. GT 16 ","direct migration background","383","0.567508713754859","0.523508117828256","0.611509309681462","2"
"Main tenant","1988","Couple + C. GT 16 ","indirect migration background","70","0.589294808096181","0.487086901884485","0.691502714307877","2"
"Main tenant","1988","Couple + C. LE and GT 16","indirect migration background","46","0.751495361669519","0.639308741315247","0.863681982023791","2"
"Owner","1988","1-pers.-HH","no migration background","214","0.224366589526709","0.196928810418277","0.251804368635142","1"
"Owner","1988","1-pers.-HH","direct migration background","12","","","","1"
"Owner","1988","1-pers.-HH","indirect migration background","","","","","1"
"Owner","1988","(Married) couple without C. ","no migration background","813","0.452862485167429","0.430210432979002","0.475514537355857","1"
"Owner","1988","(Married) couple without C. ","direct migration background","64","0.312210070511719","0.267786720081307","0.35663342094213","1"
"Owner","1988","(Married) couple without C. ","indirect migration background","6","","","","1"
"Owner","1988","Single parent ","no migration background","182","0.462060197541231","0.412831754619596","0.511288640462866","1"
"Owner","1988","Single parent ","direct migration background","17","","","","1"
"Owner","1988","Single parent ","indirect migration background","1","","","","1"
"Owner","1988","Couple + C. LE 16 ","no migration background","688","0.481043804702214","0.455120296857212","0.506967312547215","1"
"Owner","1988","Couple + C. LE 16 ","direct migration background","81","0.182269718504588","0.15512409112955","0.209415345879627","1"
"Owner","1988","Couple + C. LE 16 ","indirect migration background","8","","","","1"
"Owner","1988","Couple + C. GT 16 ","no migration background","1163","0.713787468957895","0.691865286883927","0.735709651031863","1"
"Owner","1988","Couple + C. GT 16 ","direct migration background","103","0.431794288121622","0.38780217184915","0.475786404394094","1"
"Owner","1988","Couple + C. GT 16 ","indirect migration background","19","","","","1"
"Owner","1988","Couple + C. LE and GT 16","no migration background","403","0.74792634933143","0.711304155788871","0.784548542873988","1"
"Owner","1988","Couple + C. LE and GT 16","direct migration background","52","0.20567808926513","0.170034871637341","0.24132130689292","1"
"Owner","1988","Couple + C. LE and GT 16","indirect migration background","11","","","","1"
"Resident or shared accommodation","1988","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1988","1-pers.-HH","no migration background","","","","","5"
"Resident or shared accommodation","1988","1-pers.-HH","direct migration background","","","","","5"
"Resident or shared accommodation","1988","(Married) couple without C. ","no migration background","","","","","5"
"Resident or shared accommodation","1988","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","1988","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","1988","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","1988","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","1988","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","1988","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","1988","1-pers.-HH","direct migration background","25","","","","3"
"Subtenant","1988","1-pers.-HH","indirect migration background","","","","","3"
"Subtenant","1988","Couple + C. GT 16 ","direct migration background","1","","","","3"
"Subtenant","1988","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Subtenant","1988","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Subtenant","1988","1-pers.-HH","no migration background","47","0.0522087521363696","0.0375779003219936","0.0668396039507455","3"
"Subtenant","1988","(Married) couple without C. ","no migration background","37","0.0226791450926645","0.0159041644781011","0.0294541257072279","3"
