"hgowner","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"2","2003","Couple + C. LE and GT 16","Female","280","0.342495015448082","0.311611900355885","0.37337813054028"
"3","2003","1-pers.-HH","Male","64","0.057162523942188","0.0444196579757432","0.0699053899086327"
"3","2003","1-pers.-HH","Female","64","0.0372501420200153","0.0283031231375683","0.0461971609024623"
"3","2003","(Married) couple without C. ","Male","64","0.01698224893388","0.0127894990298485","0.0211749988379115"
"3","2003","(Married) couple without C. ","Female","69","0.019432759535116","0.0149758350763943","0.0238896839938377"
"3","2003","Single parent ","Male","3","","",""
"3","2003","Single parent ","Female","12","","",""
"3","2003","Couple + C. LE 16 ","Male","24","","",""
"3","2003","Couple + C. LE 16 ","Female","29","","",""
"3","2003","Couple + C. GT 16 ","Male","17","","",""
"3","2003","Couple + C. GT 16 ","Female","19","","",""
"3","2003","Couple + C. LE and GT 16","Male","9","","",""
"3","2003","Couple + C. LE and GT 16","Female","11","","",""
"4","2003","1-pers.-HH","Male","","","",""
"4","2003","1-pers.-HH","Female","1","","",""
"4","2003","(Married) couple without C. ","Male","","","",""
"4","2003","(Married) couple without C. ","Female","","","",""
"4","2003","Single parent ","Male","","","",""
"4","2003","Single parent ","Female","","","",""
"4","2003","Couple + C. LE 16 ","Male","","","",""
"4","2003","Couple + C. LE 16 ","Female","","","",""
"4","2003","Couple + C. GT 16 ","Male","","","",""
"4","2003","Couple + C. GT 16 ","Female","","","",""
"4","2003","Couple + C. LE and GT 16","Male","","","",""
"4","2003","Couple + C. LE and GT 16","Female","","","",""
"5","2003","1-pers.-HH","Male","3","","",""
"5","2003","1-pers.-HH","Female","27","","",""
"5","2003","(Married) couple without C. ","Male","1","","",""
"5","2003","(Married) couple without C. ","Female","2","","",""
"5","2003","Single parent ","Male","","","",""
"5","2003","Single parent ","Female","","","",""
"5","2003","Couple + C. LE 16 ","Male","","","",""
"5","2003","Couple + C. LE 16 ","Female","","","",""
"5","2003","Couple + C. GT 16 ","Male","","","",""
"5","2003","Couple + C. GT 16 ","Female","","","",""
"5","2003","Couple + C. LE and GT 16","Male","","","",""
"5","2003","Couple + C. LE and GT 16","Female","","","",""
"1","2004","1-pers.-HH","Male","317","0.231516410090455","0.208010805291803","0.255022014889106"
"1","2004","1-pers.-HH","Female","486","0.288231300129738","0.266712981872338","0.309749618387139"
"1","2004","(Married) couple without C. ","Male","1912","0.512799514755328","0.496501234961436","0.52909779454922"
"1","2004","(Married) couple without C. ","Female","1938","0.516859929413671","0.50071678456991","0.533003074257431"
"1","2004","Single parent ","Male","137","0.324719905993191","0.275661831426713","0.37377798055967"
"1","2004","Single parent ","Female","200","0.228730488163786","0.198630771840749","0.258830204486822"
"1","2004","Couple + C. LE 16 ","Male","1110","0.509020503758124","0.487138342271204","0.530902665245043"
"1","2004","Couple + C. LE 16 ","Female","1146","0.506675006610782","0.485106278055977","0.528243735165586"
"1","2004","Couple + C. GT 16 ","Male","1466","0.64668099610045","0.625999213875201","0.6673627783257"
"1","2004","Couple + C. GT 16 ","Female","1333","0.67042692921852","0.649144809485067","0.691709048951974"
"1","2004","Couple + C. LE and GT 16","Male","594","0.587502467834422","0.555500132299474","0.619504803369369"
"1","2004","Couple + C. LE and GT 16","Female","589","0.605939726696022","0.573782223493476","0.638097229898568"
"2","2004","1-pers.-HH","Male","860","0.719341410980929","0.694302240264403","0.744380581697456"
"2","2004","1-pers.-HH","Female","1120","0.650778974025947","0.628130692148873","0.673427255903021"
"2","2004","(Married) couple without C. ","Male","1641","0.468316549165077","0.452045691945626","0.484587406384528"
"2","2004","(Married) couple without C. ","Female","1673","0.459174266452967","0.443075869694719","0.475272663211214"
"2","2004","Single parent ","Male","207","0.658384052137219","0.608699338785203","0.708068765489234"
"2","2004","Single parent ","Female","537","0.757515912614328","0.726802024760041","0.788229800468616"
"2","2004","Couple + C. LE 16 ","Male","870","0.479904998466032","0.458036957480235","0.501773039451828"
"2","2004","Couple + C. LE 16 ","Female","892","0.482098917393376","0.46054209557092","0.503655739215832"
"2","2004","Couple + C. GT 16 ","Male","573","0.345047525513741","0.324478971331515","0.365616079695967"
"2","2004","Couple + C. GT 16 ","Female","526","0.315051627443918","0.294019506015753","0.336083748872082"
"2","2004","Couple + C. LE and GT 16","Male","309","0.404514521232328","0.37260878317363","0.436420259291025"
"2","2004","Couple + C. LE and GT 16","Female","293","0.389340277003291","0.357251690563656","0.421428863442926"
"3","2004","1-pers.-HH","Male","56","0.0446998506541926","0.0331842604901702","0.0562154408182151"
"3","2004","1-pers.-HH","Female","65","0.0377231493648224","0.0286716129316568","0.0467746857979881"
"3","2004","(Married) couple without C. ","Male","59","0.018489777465092","0.0140971197250421","0.0228824352051419"
"3","2004","(Married) couple without C. ","Female","68","0.0235277668216165","0.0186312699080378","0.0284242637351952"
"3","2004","Single parent ","Male","6","","",""
"3","2004","Single parent ","Female","11","","",""
"3","2004","Couple + C. LE 16 ","Male","24","","",""
"3","2004","Couple + C. LE 16 ","Female","25","","",""
"3","2004","Couple + C. GT 16 ","Male","13","","",""
"3","2004","Couple + C. GT 16 ","Female","15","","",""
"3","2004","Couple + C. LE and GT 16","Male","6","","",""
"3","2004","Couple + C. LE and GT 16","Female","5","","",""
"4","2004","1-pers.-HH","Male","1","","",""
"4","2004","1-pers.-HH","Female","1","","",""
"4","2004","(Married) couple without C. ","Male","","","",""
"4","2004","(Married) couple without C. ","Female","1","","",""
"4","2004","Single parent ","Male","","","",""
"4","2004","Single parent ","Female","","","",""
"4","2004","Couple + C. LE 16 ","Male","","","",""
"4","2004","Couple + C. LE 16 ","Female","","","",""
"4","2004","Couple + C. GT 16 ","Male","","","",""
"4","2004","Couple + C. GT 16 ","Female","","","",""
"4","2004","Couple + C. LE and GT 16","Male","","","",""
"4","2004","Couple + C. LE and GT 16","Female","","","",""
"5","2004","1-pers.-HH","Male","3","","",""
"5","2004","1-pers.-HH","Female","30","0.0217488316379774","0.0148191789821221","0.0286784842938327"
"5","2004","(Married) couple without C. ","Male","1","","",""
"5","2004","(Married) couple without C. ","Female","1","","",""
"5","2004","Single parent ","Male","","","",""
"5","2004","Single parent ","Female","","","",""
"5","2004","Couple + C. LE 16 ","Male","1","","",""
"5","2004","Couple + C. LE 16 ","Female","1","","",""
"5","2004","Couple + C. GT 16 ","Male","","","",""
"5","2004","Couple + C. GT 16 ","Female","","","",""
"5","2004","Couple + C. LE and GT 16","Male","","","",""
"5","2004","Couple + C. LE and GT 16","Female","","","",""
"1","2005","1-pers.-HH","Male","325","0.225079965978449","0.20198325519432","0.248176676762579"
"1","2005","1-pers.-HH","Female","482","0.275018978220527","0.253916740134992","0.296121216306062"
"1","2005","(Married) couple without C. ","Male","1879","0.501239699840694","0.484677397623646","0.517802002057743"
"1","2005","(Married) couple without C. ","Female","1900","0.511158603982995","0.494745073526177","0.527572134439813"
"1","2005","Single parent ","Male","140","0.321930865858349","0.272413978772055","0.371447752944643"
"1","2005","Single parent ","Female","219","0.216404537724588","0.187299775281323","0.245509300167853"
"1","2005","Couple + C. LE 16 ","Male","1024","0.505766324289952","0.482815627356701","0.528717021223203"
"1","2005","Couple + C. LE 16 ","Female","1069","0.497136371692705","0.474678039549186","0.519594703836224"
"1","2005","Couple + C. GT 16 ","Male","1365","0.642650779954403","0.621220968631817","0.664080591276989"
"1","2005","Couple + C. GT 16 ","Female","1229","0.635921937314705","0.613319885574825","0.658523989054585"
"1","2005","Couple + C. LE and GT 16","Male","560","0.563984043342371","0.530899336319732","0.597068750365009"
"1","2005","Couple + C. LE and GT 16","Female","560","0.598244435280616","0.565189217653154","0.631299652908078"
"2","2005","1-pers.-HH","Male","854","0.708719352624226","0.683592029020402","0.733846676228051"
"2","2005","1-pers.-HH","Female","1122","0.657254054425488","0.634823672546582","0.679684436304395"
"2","2005","(Married) couple without C. ","Male","1564","0.475903309720904","0.459360201653696","0.492446417788112"
"2","2005","(Married) couple without C. ","Female","1596","0.465346843009696","0.448968700955895","0.481724985063496"
"2","2005","Single parent ","Male","197","0.673248679613828","0.623540086825764","0.722957272401891"
"2","2005","Single parent ","Female","532","0.760134565541662","0.729954929610419","0.790314201472905"
"2","2005","Couple + C. LE 16 ","Male","785","0.487138243071763","0.464193614732261","0.510082871411266"
"2","2005","Couple + C. LE 16 ","Female","816","0.489229533531732","0.466776044201522","0.511683022861942"
"2","2005","Couple + C. GT 16 ","Male","539","0.349734148340896","0.328408664069516","0.371059632612276"
"2","2005","Couple + C. GT 16 ","Female","491","0.348113084588919","0.325736437565484","0.370489731612353"
"2","2005","Couple + C. LE and GT 16","Male","301","0.432060970420736","0.399011380962192","0.465110559879279"
"2","2005","Couple + C. LE and GT 16","Female","281","0.391527626144553","0.358618119277277","0.42443713301183"
"3","2005","1-pers.-HH","Male","74","0.062839776193132","0.0494190038390309","0.0762605485472331"
"3","2005","1-pers.-HH","Female","86","0.0449734200412303","0.03517920681702","0.0547676332654405"
"3","2005","(Married) couple without C. ","Male","55","0.0219946890469127","0.0171364200732311","0.0268529580205944"
"3","2005","(Married) couple without C. ","Female","64","0.02260819883209","0.0177272134425531","0.027489184221627"
"3","2005","Single parent ","Male","5","","",""
"3","2005","Single parent ","Female","18","","",""
"3","2005","Couple + C. LE 16 ","Male","14","","",""
"3","2005","Couple + C. LE 16 ","Female","19","","",""
"3","2005","Couple + C. GT 16 ","Male","17","","",""
"3","2005","Couple + C. GT 16 ","Female","21","","",""
"3","2005","Couple + C. LE and GT 16","Male","2","","",""
"3","2005","Couple + C. LE and GT 16","Female","4","","",""
"4","2005","1-pers.-HH","Male","","","",""
"4","2005","1-pers.-HH","Female","","","",""
"4","2005","(Married) couple without C. ","Male","1","","",""
"4","2005","(Married) couple without C. ","Female","1","","",""
"4","2005","Single parent ","Male","","","",""
"4","2005","Single parent ","Female","","","",""
"4","2005","Couple + C. LE 16 ","Male","","","",""
"4","2005","Couple + C. LE 16 ","Female","","","",""
"4","2005","Couple + C. GT 16 ","Male","","","",""
"4","2005","Couple + C. GT 16 ","Female","","","",""
"4","2005","Couple + C. LE and GT 16","Male","","","",""
"4","2005","Couple + C. LE and GT 16","Female","","","",""
"5","2005","1-pers.-HH","Male","3","","",""
"5","2005","1-pers.-HH","Female","30","0.0227535473127548","0.0157064466420065","0.0298006479835031"
"5","2005","(Married) couple without C. ","Male","2","","",""
"5","2005","(Married) couple without C. ","Female","2","","",""
"5","2005","Single parent ","Male","","","",""
"5","2005","Single parent ","Female","","","",""
"5","2005","Couple + C. LE 16 ","Male","","","",""
"5","2005","Couple + C. LE 16 ","Female","","","",""
"5","2005","Couple + C. GT 16 ","Male","","","",""
"5","2005","Couple + C. GT 16 ","Female","","","",""
"5","2005","Couple + C. LE and GT 16","Male","","","",""
"5","2005","Couple + C. LE and GT 16","Female","","","",""
"1","2006","1-pers.-HH","Male","388","0.240951439382577","0.218762545790068","0.263140332975086"
"1","2006","1-pers.-HH","Female","564","0.273531263076985","0.253638554178725","0.293423971975245"
"1","2006","(Married) couple without C. ","Male","2196","0.512561624106348","0.496892375957504","0.528230872255191"
"1","2006","(Married) couple without C. ","Female","2217","0.511350483341543","0.495826577140304","0.526874389542781"
"1","2006","Single parent ","Male","163","0.379988659888091","0.329568034687392","0.430409285088789"
"1","2006","Single parent ","Female","251","0.231467107478487","0.203262024535689","0.259672190421284"
"1","2006","Couple + C. LE 16 ","Male","1070","0.485320000664542","0.462982159962614","0.50765784136647"
"1","2006","Couple + C. LE 16 ","Female","1120","0.486226412763529","0.464365343659633","0.508087481867425"
"1","2006","Couple + C. GT 16 ","Male","1427","0.639574812575485","0.618495925158563","0.660653699992406"
"1","2006","Couple + C. GT 16 ","Female","1284","0.647991777183608","0.6259589291195","0.670024625247717"
"1","2006","Couple + C. LE and GT 16","Male","563","0.598777350561538","0.56543206448417","0.632122636638907"
"1","2006","Couple + C. LE and GT 16","Female","531","0.581176143959173","0.546880882218474","0.615471405699873"
"2","2006","1-pers.-HH","Male","961","0.70523416817994","0.681578166229623","0.728890170130257"
"2","2006","1-pers.-HH","Female","1259","0.667096302314033","0.646066482412774","0.688126122215293"
"2","2006","(Married) couple without C. ","Male","1665","0.474116378353283","0.458463199139341","0.489769557567224"
"2","2006","(Married) couple without C. ","Female","1705","0.468667104061506","0.453169715365974","0.484164492757037"
"2","2006","Single parent ","Male","191","0.613520721028144","0.562938159702217","0.664103282354071"
"2","2006","Single parent ","Female","596","0.749692896560798","0.720724143992437","0.778661649129159"
"2","2006","Couple + C. LE 16 ","Male","829","0.504087019686369","0.48174029162472","0.526433747748019"
"2","2006","Couple + C. LE 16 ","Female","857","0.498337962454496","0.476468714848318","0.520207210060674"
"2","2006","Couple + C. GT 16 ","Male","547","0.34713262412349","0.326232222051129","0.368033026195852"
"2","2006","Couple + C. GT 16 ","Female","507","0.339375530503425","0.31753178647224","0.361219274534609"
"2","2006","Couple + C. LE and GT 16","Male","263","0.398843999856505","0.365531734339873","0.432156265373137"
"2","2006","Couple + C. LE and GT 16","Female","260","0.408470180221642","0.374301120598788","0.442639239844497"
"3","2006","1-pers.-HH","Male","70","0.0476335470066919","0.0365827243330411","0.0586843696803426"
"3","2006","1-pers.-HH","Female","71","0.0404801071670386","0.0316852296519172","0.04927498468216"
"3","2006","(Married) couple without C. ","Male","46","0.01294682689996","0.00940304324228008","0.0164906105576398"
"3","2006","(Married) couple without C. ","Female","58","0.0193248986905653","0.0150496230015482","0.0236001743795825"
"3","2006","Single parent ","Male","2","","",""
"3","2006","Single parent ","Female","12","","",""
"3","2006","Couple + C. LE 16 ","Male","24","","",""
"3","2006","Couple + C. LE 16 ","Female","31","0.015435624781975","0.0100436183446559","0.020827631219294"
"3","2006","Couple + C. GT 16 ","Male","19","","",""
"3","2006","Couple + C. GT 16 ","Female","14","","",""
"3","2006","Couple + C. LE and GT 16","Male","4","","",""
"3","2006","Couple + C. LE and GT 16","Female","4","","",""
"4","2006","1-pers.-HH","Male","","","",""
"4","2006","1-pers.-HH","Female","","","",""
"4","2006","(Married) couple without C. ","Male","1","","",""
"4","2006","(Married) couple without C. ","Female","1","","",""
"4","2006","Single parent ","Male","","","",""
"4","2006","Single parent ","Female","","","",""
"4","2006","Couple + C. LE 16 ","Male","","","",""
"4","2006","Couple + C. LE 16 ","Female","","","",""
"4","2006","Couple + C. GT 16 ","Male","","","",""
"4","2006","Couple + C. GT 16 ","Female","","","",""
"4","2006","Couple + C. LE and GT 16","Male","","","",""
"4","2006","Couple + C. LE and GT 16","Female","","","",""
"5","2006","1-pers.-HH","Male","8","","",""
"5","2006","1-pers.-HH","Female","35","0.0188923274419427","0.0128168131713925","0.0249678417124929"
"5","2006","(Married) couple without C. ","Male","1","","",""
"5","2006","(Married) couple without C. ","Female","2","","",""
"5","2006","Single parent ","Male","","","",""
"5","2006","Single parent ","Female","","","",""
"5","2006","Couple + C. LE 16 ","Male","","","",""
"5","2006","Couple + C. LE 16 ","Female","","","",""
"5","2006","Couple + C. GT 16 ","Male","","","",""
"5","2006","Couple + C. GT 16 ","Female","","","",""
"5","2006","Couple + C. LE and GT 16","Male","","","",""
"5","2006","Couple + C. LE and GT 16","Female","","","",""
"1","2007","1-pers.-HH","Male","355","0.233860436092773","0.211145971788989","0.256574900396558"
"1","2007","1-pers.-HH","Female","537","0.27472114387771","0.254369679737451","0.29507260801797"
"1","2007","(Married) couple without C. ","Male","2067","0.51831171137212","0.502163635428152","0.534459787316089"
"1","2007","(Married) couple without C. ","Female","2085","0.529201009433111","0.513139393763614","0.545262625102609"
"1","2007","Single parent ","Male","162","0.388307503658503","0.336954658582066","0.43966034873494"
"1","2007","Single parent ","Female","233","0.224740151930051","0.196012399805522","0.253467904054581"
"1","2007","Couple + C. LE 16 ","Male","979","0.499811887290284","0.476385838672338","0.52323793590823"
"1","2007","Couple + C. LE 16 ","Female","1022","0.50071310879763","0.477885785690244","0.523540431905017"
"1","2007","Couple + C. GT 16 ","Male","1390","0.64725287672695","0.625984814540648","0.668520938913251"
"1","2007","Couple + C. GT 16 ","Female","1220","0.603310560209653","0.580350626280374","0.626270494138931"
"1","2007","Couple + C. LE and GT 16","Male","523","0.624166432001712","0.589526573430005","0.658806290573418"
"1","2007","Couple + C. LE and GT 16","Female","505","0.625086521188902","0.589945051455987","0.660227990921817"
"2","2007","1-pers.-HH","Male","899","0.698189524853673","0.67355614549603","0.722822904211315"
"2","2007","1-pers.-HH","Female","1205","0.666300389425445","0.644801798747243","0.687798980103648"
"2","2007","(Married) couple without C. ","Male","1554","0.459324128027743","0.443218771146824","0.475429484908663"
"2","2007","(Married) couple without C. ","Female","1559","0.443266273380905","0.42728110386247","0.45925144289934"
"2","2007","Single parent ","Male","181","0.60741685975089","0.555962842825345","0.658870876676434"
"2","2007","Single parent ","Female","564","0.753293528816316","0.723624040745796","0.782963016886835"
"2","2007","Couple + C. LE 16 ","Male","754","0.493011355069869","0.469587593216614","0.516435116923124"
"2","2007","Couple + C. LE 16 ","Female","793","0.479903341985656","0.457094441934034","0.502712242037278"
"2","2007","Couple + C. GT 16 ","Male","542","0.349111889774639","0.3278943670682","0.370329412481079"
"2","2007","Couple + C. GT 16 ","Female","513","0.386457631853463","0.363604376410532","0.409310887296395"
"2","2007","Couple + C. LE and GT 16","Male","227","0.375374858348362","0.340743426844937","0.410006289851786"
"2","2007","Couple + C. LE and GT 16","Female","223","0.374521510185031","0.339387404828521","0.409655615541541"
"3","2007","1-pers.-HH","Male","74","0.061633770433443","0.0487285410195536","0.0745389998473325"
"3","2007","1-pers.-HH","Female","71","0.037909784342874","0.0292025413698969","0.0466170273158511"
"3","2007","(Married) couple without C. ","Male","52","0.0206904805750814","0.0160901662607382","0.0252907948894245"
"3","2007","(Married) couple without C. ","Female","60","0.0255046597872943","0.0204317073912178","0.0305776121833708"
"3","2007","Single parent ","Male","3","","",""
"3","2007","Single parent ","Female","14","","",""
"3","2007","Couple + C. LE 16 ","Male","17","","",""
"3","2007","Couple + C. LE 16 ","Female","28","","",""
"3","2007","Couple + C. GT 16 ","Male","7","","",""
"3","2007","Couple + C. GT 16 ","Female","11","","",""
"3","2007","Couple + C. LE and GT 16","Male","1","","",""
"3","2007","Couple + C. LE and GT 16","Female","1","","",""
"4","2007","1-pers.-HH","Male","","","",""
"4","2007","1-pers.-HH","Female","","","",""
"4","2007","(Married) couple without C. ","Male","1","","",""
"4","2007","(Married) couple without C. ","Female","1","","",""
"4","2007","Single parent ","Male","","","",""
"4","2007","Single parent ","Female","","","",""
"4","2007","Couple + C. LE 16 ","Male","","","",""
"4","2007","Couple + C. LE 16 ","Female","","","",""
"4","2007","Couple + C. GT 16 ","Male","","","",""
"4","2007","Couple + C. GT 16 ","Female","","","",""
"4","2007","Couple + C. LE and GT 16","Male","","","",""
"4","2007","Couple + C. LE and GT 16","Female","","","",""
"5","2007","1-pers.-HH","Male","6","","",""
"5","2007","1-pers.-HH","Female","35","0.0210686823539704","0.0145209351078743","0.0276164296000664"
"5","2007","(Married) couple without C. ","Male","4","","",""
"5","2007","(Married) couple without C. ","Female","5","","",""
"5","2007","Single parent ","Male","","","",""
"5","2007","Single parent ","Female","","","",""
"5","2007","Couple + C. LE 16 ","Male","","","",""
"5","2007","Couple + C. LE 16 ","Female","","","",""
"5","2007","Couple + C. GT 16 ","Male","","","",""
"5","2007","Couple + C. GT 16 ","Female","","","",""
"5","2007","Couple + C. LE and GT 16","Male","","","",""
"5","2007","Couple + C. LE and GT 16","Female","","","",""
"1","2008","1-pers.-HH","Male","367","0.248305299296735","0.224765937104832","0.271844661488639"
"1","2008","1-pers.-HH","Female","525","0.279331856384959","0.258394266109756","0.300269446660162"
"1","2008","(Married) couple without C. ","Male","2012","0.525113545045141","0.508621484637511","0.541605605452771"
"1","2008","(Married) couple without C. ","Female","2026","0.532368472929112","0.515985291693108","0.548751654165117"
"1","2008","Single parent ","Male","154","0.368898098091299","0.317151975842486","0.420644220340112"
"1","2008","Single parent ","Female","235","0.24061259791094","0.210917659263316","0.270307536558564"
"1","2008","Couple + C. LE 16 ","Male","869","0.490611321959759","0.465835781119206","0.515386862800312"
"1","2008","Couple + C. LE 16 ","Female","922","0.507037844950217","0.482922052797019","0.531153637103415"
"1","2008","Couple + C. GT 16 ","Male","1308","0.652867230197548","0.631031991374786","0.67470246902031"
"1","2008","Couple + C. GT 16 ","Female","1161","0.636799526800874","0.613509729370585","0.660089324231163"
"1","2008","Couple + C. LE and GT 16","Male","510","0.703833840672517","0.669492599093984","0.738175082251051"
"1","2008","Couple + C. LE and GT 16","Female","482","0.684111966834915","0.648456865017603","0.719767068652227"
"2","2008","1-pers.-HH","Male","862","0.689769217462593","0.664564879084511","0.714973555840675"
"2","2008","1-pers.-HH","Female","1137","0.656927363128513","0.634773446505592","0.679081279751435"
"2","2008","(Married) couple without C. ","Male","1451","0.454952144007839","0.438506397529961","0.471397890485716"
"2","2008","(Married) couple without C. ","Female","1465","0.440441501551353","0.424140771881429","0.456742231221277"
"2","2008","Single parent ","Male","179","0.627805994281293","0.575965125173096","0.679646863389491"
"2","2008","Single parent ","Female","553","0.753621909571734","0.723687592289717","0.783556226853751"
"2","2008","Couple + C. LE 16 ","Male","680","0.498198374617189","0.473418625692891","0.522978123541487"
"2","2008","Couple + C. LE 16 ","Female","709","0.478476571401815","0.454380746163865","0.502572396639765"
"2","2008","Couple + C. GT 16 ","Male","511","0.339826925292749","0.318102139586928","0.361551710998569"
"2","2008","Couple + C. GT 16 ","Female","470","0.35473212906572","0.331562908406072","0.377901349725369"
"2","2008","Couple + C. LE and GT 16","Male","163","0.278609716010677","0.244889024117947","0.312330407903406"
"2","2008","Couple + C. LE and GT 16","Female","163","0.292456127723355","0.257566322084245","0.327345933362465"
"3","2008","1-pers.-HH","Male","59","0.054541191983979","0.0421684894560499","0.066913894511908"
"3","2008","1-pers.-HH","Female","70","0.0422944752923044","0.0329025069998745","0.0516864435847344"
"3","2008","(Married) couple without C. ","Male","54","0.0185625052160654","0.014104885327751","0.0230201251043798"
"3","2008","(Married) couple without C. ","Female","66","0.0254679980739255","0.0202950795679646","0.0306409165798863"
"3","2008","Single parent ","Male","1","","",""
"3","2008","Single parent ","Female","8","","",""
"3","2008","Couple + C. LE 16 ","Male","15","","",""
"3","2008","Couple + C. LE 16 ","Female","20","","",""
"3","2008","Couple + C. GT 16 ","Male","7","","",""
"3","2008","Couple + C. GT 16 ","Female","7","","",""
"3","2008","Couple + C. LE and GT 16","Male","6","","",""
"3","2008","Couple + C. LE and GT 16","Female","8","","",""
"4","2008","1-pers.-HH","Male","","","",""
"4","2008","1-pers.-HH","Female","","","",""
"4","2008","(Married) couple without C. ","Male","1","","",""
"4","2008","(Married) couple without C. ","Female","1","","",""
"4","2008","Single parent ","Male","","","",""
"4","2008","Single parent ","Female","","","",""
"4","2008","Couple + C. LE 16 ","Male","","","",""
"4","2008","Couple + C. LE 16 ","Female","","","",""
"4","2008","Couple + C. GT 16 ","Male","","","",""
"4","2008","Couple + C. GT 16 ","Female","","","",""
"4","2008","Couple + C. LE and GT 16","Male","","","",""
"4","2008","Couple + C. LE and GT 16","Female","","","",""
"5","2008","1-pers.-HH","Male","6","","",""
"5","2008","1-pers.-HH","Female","32","0.0214463051942232","0.014685983351543","0.0282066270369033"
"5","2008","(Married) couple without C. ","Male","4","","",""
"5","2008","(Married) couple without C. ","Female","5","","",""
"5","2008","Single parent ","Male","","","",""
"5","2008","Single parent ","Female","","","",""
"5","2008","Couple + C. LE 16 ","Male","","","",""
"5","2008","Couple + C. LE 16 ","Female","","","",""
"5","2008","Couple + C. GT 16 ","Male","","","",""
"5","2008","Couple + C. GT 16 ","Female","","","",""
"5","2008","Couple + C. LE and GT 16","Male","","","",""
"5","2008","Couple + C. LE and GT 16","Female","","","",""
"1","2009","1-pers.-HH","Male","348","0.25988269133355","0.235303147379319","0.28446223528778"
"1","2009","1-pers.-HH","Female","513","0.286740422543234","0.265160056038205","0.308320789048263"
"1","2009","(Married) couple without C. ","Male","1894","0.528657856062872","0.511649780013238","0.545665932112507"
"1","2009","(Married) couple without C. ","Female","1908","0.531529633413939","0.514687034317605","0.548372232510272"
"1","2009","Single parent ","Male","146","0.365424537227088","0.311381635227993","0.419467439226183"
"1","2009","Single parent ","Female","216","0.243473911482306","0.212276464410827","0.274671358553784"
"1","2009","Couple + C. LE 16 ","Male","778","0.510137543659256","0.483819888190748","0.536455199127764"
"1","2009","Couple + C. LE 16 ","Female","827","0.518122387513809","0.492613947299181","0.543630827728438"
"1","2009","Couple + C. GT 16 ","Male","1283","0.678927767338834","0.65705306126127","0.700802473416398"
"1","2009","Couple + C. GT 16 ","Female","1084","0.655761559239158","0.63172565831282","0.679797460165495"
"1","2009","Couple + C. LE and GT 16","Male","475","0.646300978716555","0.609769312573199","0.682832644859911"
"1","2009","Couple + C. LE and GT 16","Female","450","0.627516695953958","0.58994285598392","0.665090535923996"
"2","2009","1-pers.-HH","Male","805","0.675448631353952","0.649208092568958","0.701689170138946"
"2","2009","1-pers.-HH","Female","1092","0.665675889459809","0.643164318024525","0.688187460895093"
"2","2009","(Married) couple without C. ","Male","1364","0.453644286053975","0.436681578500939","0.470606993607011"
"2","2009","(Married) couple without C. ","Female","1386","0.435250825504696","0.418516742757307","0.451984908252085"
"2","2009","Single parent ","Male","156","0.619848003526292","0.565370222145487","0.674325784907097"
"2","2009","Single parent ","Female","502","0.746439942178704","0.714815800869517","0.77806408348789"
"2","2009","Couple + C. LE 16 ","Male","584","0.476400532811694","0.450106803168967","0.502694262454421"
"2","2009","Couple + C. LE 16 ","Female","616","0.457954531146113","0.432519727536788","0.483389334755438"
"2","2009","Couple + C. GT 16 ","Male","460","0.313520131122508","0.291784328298409","0.335255933946607"
"2","2009","Couple + C. GT 16 ","Female","412","0.33355619424506","0.309704237240773","0.357408151249348"
"2","2009","Couple + C. LE and GT 16","Male","178","0.345602668019223","0.309266054685567","0.381939281352879"
"2","2009","Couple + C. LE and GT 16","Female","182","0.366564945219835","0.3291154433331","0.404014447106571"
"3","2009","1-pers.-HH","Male","62","0.0581773068025519","0.0450584423730141","0.0712961712320897"
"3","2009","1-pers.-HH","Female","54","0.0292892513582771","0.0212430739392284","0.0373354287773257"
"3","2009","(Married) couple without C. ","Male","48","0.0156832280761627","0.0114498712222916","0.0199165849300338"
"3","2009","(Married) couple without C. ","Female","75","0.0324147771002507","0.0264372653104288","0.0383922888900727"
"3","2009","Single parent ","Male","3","","",""
"3","2009","Single parent ","Female","9","","",""
"3","2009","Couple + C. LE 16 ","Male","24","","",""
"3","2009","Couple + C. LE 16 ","Female","31","0.0239230813400781","0.016122087602416","0.0317240750777402"
"3","2009","Couple + C. GT 16 ","Male","7","","",""
"3","2009","Couple + C. GT 16 ","Female","5","","",""
"3","2009","Couple + C. LE and GT 16","Male","5","","",""
"3","2009","Couple + C. LE and GT 16","Female","4","","",""
"4","2009","1-pers.-HH","Male","","","",""
"4","2009","1-pers.-HH","Female","","","",""
"4","2009","(Married) couple without C. ","Male","1","","",""
"4","2009","(Married) couple without C. ","Female","1","","",""
"4","2009","Single parent ","Male","","","",""
"4","2009","Single parent ","Female","","","",""
"4","2009","Couple + C. LE 16 ","Male","","","",""
"4","2009","Couple + C. LE 16 ","Female","","","",""
"4","2009","Couple + C. GT 16 ","Male","","","",""
"4","2009","Couple + C. GT 16 ","Female","","","",""
"4","2009","Couple + C. LE and GT 16","Male","","","",""
"4","2009","Couple + C. LE and GT 16","Female","","","",""
"5","2009","1-pers.-HH","Male","8","","",""
"5","2009","1-pers.-HH","Female","28","","",""
"5","2009","(Married) couple without C. ","Male","2","","",""
"5","2009","(Married) couple without C. ","Female","2","","",""
"5","2009","Single parent ","Male","","","",""
"5","2009","Single parent ","Female","","","",""
