"hgowner","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Tenant","2017","Not Working","Urban Area","","","","","4"
"Main tenant","2018","Full Time","Urban Area","3551","0.526485187788037","0.514356398259708","0.538613977316366","2"
"Main tenant","2018","Full Time","Rural Area","1461","0.415785142106098","0.399640539495069","0.431929744717128","2"
"Main tenant","2018","Part Time","Rural Area","1170","0.404204902169038","0.385680790174903","0.422729014163173","2"
"Main tenant","2018","Not Working","Rural Area","2298","0.429481080527308","0.414437172318765","0.444524988735851","2"
"Main tenant","2018","Not Working","Urban Area","5293","0.483641138589037","0.473029908581504","0.494252368596569","2"
"Main tenant","2018","Part Time","Urban Area","2927","0.522842741832139","0.509286564430255","0.536398919234023","2"
"Owner","2018","Full Time","Urban Area","2864","0.456527241519601","0.444427395725979","0.468627087313223","1"
"Owner","2018","Full Time","Rural Area","2053","0.563781983395202","0.54753719817705","0.580026768613354","1"
"Owner","2018","Part Time","Urban Area","2143","0.455091244705026","0.441575746231448","0.468606743178603","1"
"Owner","2018","Part Time","Rural Area","1448","0.56341586769251","0.544694539457268","0.582137195927752","1"
"Owner","2018","Not Working","Urban Area","2540","0.482359860476674","0.471749555996724","0.492970164956623","1"
"Owner","2018","Not Working","Rural Area","1628","0.540314021255591","0.525167692527779","0.555460349983404","1"
"Resident or shared accommodation","2018","Full Time","Urban Area","16","","","","5"
"Resident or shared accommodation","2018","Full Time","Rural Area","8","","","","5"
"Resident or shared accommodation","2018","Part Time","Urban Area","64","0.00216028806857915","0.000900181834554224","0.00342039430260408","5"
"Resident or shared accommodation","2018","Part Time","Rural Area","20","","","","5"
"Resident or shared accommodation","2018","Not Working","Urban Area","538","0.0178174594924735","0.0150084882788504","0.0206264307060966","5"
"Resident or shared accommodation","2018","Not Working","Rural Area","160","0.0152544185328603","0.0115295282919061","0.0189793087738146","5"
"Subtenant","2018","Full Time","Urban Area","79","0.0160895878034394","0.0130332043908167","0.0191459712160621","3"
"Subtenant","2018","Part Time","Urban Area","81","0.0199057253942562","0.0161148119808558","0.0236966388076567","3"
"Subtenant","2018","Full Time","Rural Area","58","0.0200144288287113","0.0154268026875652","0.0246020549698574","3"
"Subtenant","2018","Not Working","Urban Area","148","0.0157231636062323","0.0130816254232559","0.0183647017892087","3"
"Subtenant","2018","Part Time","Rural Area","58","0.0305541041841663","0.0240575253499948","0.0370506830183377","3"
"Subtenant","2018","Not Working","Rural Area","73","0.0149504796842404","0.0112623156676523","0.0186386437008285","3"
"Tenant","2018","Full Time","Urban Area","","","","","4"
"Tenant","2018","Full Time","Rural Area","","","","","4"
"Tenant","2018","Part Time","Urban Area","","","","","4"
"Tenant","2018","Part Time","Rural Area","","","","","4"
"Tenant","2018","Not Working","Urban Area","1","","","","4"
"Tenant","2018","Not Working","Rural Area","","","","","4"
"Main tenant","2019","Full Time","Urban Area","3137","0.509496529986558","0.497339800852896","0.52165325912022","2"
"Main tenant","2019","Full Time","Rural Area","1380","0.414901390477097","0.399133937767808","0.430668843186385","2"
"Main tenant","2019","Not Working","Rural Area","1988","0.40838942536512","0.392806178244973","0.423972672485267","2"
"Main tenant","2019","Part Time","Rural Area","1063","0.403396816764416","0.384273264250727","0.422520369278104","2"
"Main tenant","2019","Not Working","Urban Area","4238","0.459681879324085","0.44815266208406","0.47121109656411","2"
"Main tenant","2019","Part Time","Urban Area","2435","0.496573086224823","0.482378234001398","0.510767938448248","2"
"Owner","2019","Full Time","Urban Area","3255","0.473563870646401","0.461421955112635","0.485705786180167","1"
"Owner","2019","Full Time","Rural Area","2305","0.565088217859407","0.549223466437154","0.58095296928166","1"
"Owner","2019","Part Time","Urban Area","2193","0.483129796322958","0.4689426929942","0.497316899651715","1"
"Owner","2019","Part Time","Rural Area","1387","0.566614476897234","0.547297436438089","0.585931517356379","1"
"Owner","2019","Not Working","Urban Area","2465","0.503762653658622","0.492196097497096","0.515329209820147","1"
"Owner","2019","Not Working","Rural Area","1656","0.563008050487857","0.547282829032955","0.578733271942759","1"
"Resident or shared accommodation","2019","Full Time","Urban Area","31","0.0011894603075741","0.000351271961520925","0.00202764865362728","5"
"Resident or shared accommodation","2019","Full Time","Rural Area","13","","","","5"
"Resident or shared accommodation","2019","Part Time","Urban Area","50","0.00208357442270947","0.000789012984421341","0.0033781358609976","5"
"Resident or shared accommodation","2019","Part Time","Rural Area","24","","","","5"
"Resident or shared accommodation","2019","Not Working","Urban Area","281","0.0165943419360622","0.0136391020973115","0.0195495817748129","5"
"Resident or shared accommodation","2019","Not Working","Rural Area","105","0.0113890296254141","0.008025007653602","0.0147530515972263","5"
"Subtenant","2019","Full Time","Urban Area","73","0.0157501390594665","0.0127223894259111","0.0187778886930218","3"
"Subtenant","2019","Full Time","Rural Area","53","0.0194316288320979","0.0150142148400814","0.0238490428241145","3"
"Subtenant","2019","Part Time","Urban Area","88","0.0182135430295097","0.0144171006865453","0.0220099853724741","3"
"Subtenant","2019","Not Working","Urban Area","194","0.0199611250812311","0.0167254826381328","0.0231967675243294","3"
"Subtenant","2019","Part Time","Rural Area","54","0.0282476548263741","0.021789201077909","0.0347061085748392","3"
"Subtenant","2019","Not Working","Rural Area","73","0.0172134945216091","0.0130899863002135","0.0213370027430046","3"
"Tenant","2019","Full Time","Urban Area","","","","","4"
"Tenant","2019","Part Time","Urban Area","","","","","4"
"Tenant","2019","Full Time","Rural Area","","","","","4"
"Tenant","2019","Part Time","Rural Area","","","","","4"
"Tenant","2019","Not Working","Rural Area","","","","","4"
"Tenant","2019","Not Working","Urban Area","","","","","4"
