"hgowner","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","1994","Single parent ","Rural Area","112","0.588139947994154","0.516439151846519","0.659840744141789","2"
"Main tenant","1994","Couple + C. LE 16 ","Urban Area","1291","0.552525848710238","0.530551997082685","0.574499700337792","2"
"Main tenant","1994","Couple + C. LE 16 ","Rural Area","538","0.475737153284205","0.445644302435652","0.505830004132759","2"
"Main tenant","1994","Couple + C. GT 16 ","Urban Area","852","0.392470492907463","0.368461533584596","0.416479452230329","2"
"Main tenant","1994","Couple + C. LE and GT 16","Urban Area","498","0.524622768021225","0.489372399793413","0.559873136249037","2"
"Main tenant","1994","Couple + C. LE and GT 16","Rural Area","165","0.355192755303129","0.308925452375716","0.401460058230543","2"
"Main tenant","1994","Couple + C. GT 16 ","Rural Area","311","0.267549051347804","0.238250963628104","0.296847139067504","2"
"Owner","1994","1-pers.-HH","Urban Area","184","0.194335996476783","0.170041125059677","0.218630867893889","1"
"Owner","1994","1-pers.-HH","Rural Area","104","0.280946729099048","0.236509769253003","0.325383688945092","1"
"Owner","1994","(Married) couple without C. ","Urban Area","817","0.426033145422555","0.406035830609048","0.446030460236062","1"
"Owner","1994","(Married) couple without C. ","Rural Area","462","0.516353860717383","0.486213134723766","0.546494586711","1"
"Owner","1994","Single parent ","Rural Area","66","0.400828102165471","0.329433791810295","0.472222412520648","1"
"Owner","1994","Couple + C. LE 16 ","Urban Area","637","0.429770225512385","0.407893162469923","0.451647288554848","1"
"Owner","1994","Single parent ","Urban Area","112","0.328938448426465","0.282838531658365","0.375038365194565","1"
"Owner","1994","Couple + C. LE and GT 16","Rural Area","243","0.640671512941846","0.594285108380722","0.68705791750297","1"
"Owner","1994","Couple + C. LE 16 ","Rural Area","490","0.506590110549528","0.476464383576858","0.536715837522198","1"
"Owner","1994","Couple + C. GT 16 ","Urban Area","730","0.601405643036453","0.577332352084267","0.625478933988638","1"
"Owner","1994","Couple + C. LE and GT 16","Urban Area","265","0.470241085400193","0.435010462295698","0.505471708504689","1"
"Owner","1994","Couple + C. GT 16 ","Rural Area","551","0.713986791177499","0.684078856169085","0.743894726185913","1"
"Resident or shared accommodation","1994","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1994","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1994","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1994","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1994","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1994","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1994","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1994","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1994","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1994","1-pers.-HH","Urban Area","62","0.0620632986921958","0.0472495425414454","0.0768770548429462","3"
"Subtenant","1994","(Married) couple without C. ","Urban Area","51","0.0185309537705886","0.0130772220221056","0.0239846855190717","3"
"Subtenant","1994","1-pers.-HH","Rural Area","35","0.0818019692425111","0.054706175752511","0.108897762732511","3"
"Subtenant","1994","(Married) couple without C. ","Rural Area","48","0.0374808055264702","0.0260250090487737","0.0489366020041666","3"
"Subtenant","1994","Single parent ","Urban Area","10","","","","3"
"Subtenant","1994","Single parent ","Rural Area","3","","","","3"
"Subtenant","1994","Couple + C. LE 16 ","Urban Area","39","0.0177039257773767","0.0118761624619324","0.023531689092821","3"
"Subtenant","1994","Couple + C. LE 16 ","Rural Area","30","0.0176727361662671","0.00973338058783538","0.0256120917446988","3"
"Subtenant","1994","Couple + C. GT 16 ","Urban Area","7","","","","3"
"Subtenant","1994","Couple + C. GT 16 ","Rural Area","15","","","","3"
"Subtenant","1994","Couple + C. LE and GT 16","Urban Area","8","","","","3"
"Subtenant","1994","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"Tenant","1994","1-pers.-HH","Rural Area","","","","","4"
"Tenant","1994","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","1994","1-pers.-HH","Urban Area","","","","","4"
"Tenant","1994","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","1994","Single parent ","Urban Area","","","","","4"
"Tenant","1994","Single parent ","Rural Area","","","","","4"
"Tenant","1994","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","1994","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1994","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","1994","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","1994","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","1994","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","1995","(Married) couple without C. ","Urban Area","1536","0.549583784309498","0.52980184259023","0.569365726028765","2"
"Main tenant","1995","1-pers.-HH","Rural Area","255","0.608180382436375","0.56040158698395","0.6559591778888","2"
"Main tenant","1995","1-pers.-HH","Urban Area","808","0.739485292784847","0.71305018992816","0.765920395641534","2"
"Main tenant","1995","(Married) couple without C. ","Rural Area","576","0.432626205520625","0.403308105308816","0.461944305732433","2"
"Main tenant","1995","Single parent ","Urban Area","298","0.6233916732716","0.577107501083168","0.669675845460031","2"
"Main tenant","1995","Single parent ","Rural Area","116","0.507272955978592","0.437102412527784","0.5774434994294","2"
"Main tenant","1995","Couple + C. LE 16 ","Urban Area","1331","0.52180875564991","0.500195713332604","0.543421797967217","2"
"Main tenant","1995","Couple + C. LE 16 ","Rural Area","581","0.469542095096299","0.440129505908804","0.498954684283794","2"
"Main tenant","1995","Couple + C. GT 16 ","Urban Area","844","0.374115398216232","0.350353007722492","0.397877788709972","2"
"Main tenant","1995","Couple + C. LE and GT 16","Rural Area","196","0.397887405589485","0.352814252308834","0.442960558870136","2"
"Main tenant","1995","Couple + C. GT 16 ","Rural Area","356","0.2937963806518","0.264266398578391","0.32332636272521","2"
"Main tenant","1995","Couple + C. LE and GT 16","Urban Area","513","0.51997795949194","0.485292936445991","0.554662982537889","2"
"Owner","1995","1-pers.-HH","Urban Area","187","0.204112024752054","0.179836961065151","0.228387088438958","1"
"Owner","1995","1-pers.-HH","Rural Area","105","0.29339819804475","0.248833394523346","0.337963001566155","1"
"Owner","1995","(Married) couple without C. ","Urban Area","834","0.421263196568008","0.40163129968441","0.440895093451607","1"
"Owner","1995","(Married) couple without C. ","Rural Area","474","0.528165370694464","0.498624407962917","0.557706333426011","1"
"Owner","1995","Single parent ","Rural Area","72","0.4383769464845","0.368734005609896","0.508019887359104","1"
"Owner","1995","Couple + C. LE 16 ","Urban Area","686","0.459467993826471","0.437905561359977","0.481030426292964","1"
"Owner","1995","Single parent ","Urban Area","116","0.354051254929515","0.30836988266964","0.39973262718939","1"
"Owner","1995","Couple + C. LE 16 ","Rural Area","482","0.499795479765456","0.470328169522451","0.52926279000846","1"
"Owner","1995","Couple + C. GT 16 ","Urban Area","728","0.612488753143636","0.588564884008076","0.636412622279196","1"
"Owner","1995","Couple + C. LE and GT 16","Urban Area","275","0.474949660261514","0.440280510346896","0.509618810176131","1"
"Owner","1995","Couple + C. GT 16 ","Rural Area","544","0.693165224574582","0.663266981664977","0.723063467484187","1"
"Owner","1995","Couple + C. LE and GT 16","Rural Area","251","0.595888855142572","0.550699927499359","0.641077782785785","1"
"Resident or shared accommodation","1995","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1995","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1995","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1995","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1995","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1995","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1995","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1995","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1995","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1995","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1995","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1995","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1995","1-pers.-HH","Urban Area","64","0.0564026824630985","0.0425081691464335","0.0702971957797636","3"
"Subtenant","1995","(Married) couple without C. ","Urban Area","60","0.0291530191224938","0.0224640049648007","0.035842033280187","3"
"Subtenant","1995","1-pers.-HH","Rural Area","41","0.0984214195188745","0.0692657841859709","0.127577054851778","3"
"Subtenant","1995","(Married) couple without C. ","Rural Area","47","0.0392084237849113","0.0277229460991229","0.0506939014706998","3"
"Subtenant","1995","Single parent ","Urban Area","7","","","","3"
"Subtenant","1995","Single parent ","Rural Area","7","","","","3"
"Subtenant","1995","Couple + C. LE 16 ","Urban Area","35","0.0187232505236193","0.0128585506585684","0.0245879503886702","3"
"Subtenant","1995","Couple + C. LE 16 ","Rural Area","43","0.0306624251382452","0.0205020135325932","0.0408228367438972","3"
"Subtenant","1995","Couple + C. GT 16 ","Urban Area","21","","","","3"
"Subtenant","1995","Couple + C. GT 16 ","Rural Area","14","","","","3"
"Subtenant","1995","Couple + C. LE and GT 16","Urban Area","9","","","","3"
"Subtenant","1995","Couple + C. LE and GT 16","Rural Area","6","","","","3"
"Tenant","1995","1-pers.-HH","Rural Area","","","","","4"
"Tenant","1995","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","1995","1-pers.-HH","Urban Area","","","","","4"
"Tenant","1995","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","1995","Single parent ","Urban Area","","","","","4"
"Tenant","1995","Single parent ","Rural Area","","","","","4"
"Tenant","1995","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","1995","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1995","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","1995","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","1995","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","1995","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Main tenant","1996","(Married) couple without C. ","Urban Area","1528","0.537953642189367","0.5181269832752","0.557780301103533","2"
"Main tenant","1996","1-pers.-HH","Rural Area","284","0.64057853452738","0.594852230095092","0.686304838959668","2"
"Main tenant","1996","1-pers.-HH","Urban Area","811","0.737346984409453","0.710929184979347","0.76376478383956","2"
"Main tenant","1996","(Married) couple without C. ","Rural Area","593","0.436756478682479","0.407990257229824","0.465522700135133","2"
"Main tenant","1996","Single parent ","Urban Area","327","0.664086773864612","0.620302283723845","0.707871264005378","2"
"Main tenant","1996","Single parent ","Rural Area","110","0.496098675799471","0.427987292281463","0.56421005931748","2"
"Main tenant","1996","Couple + C. LE 16 ","Urban Area","1233","0.52892722615178","0.507006981979481","0.550847470324079","2"
"Main tenant","1996","Couple + C. LE 16 ","Rural Area","512","0.441033163921155","0.410517961208469","0.471548366633842","2"
"Main tenant","1996","Couple + C. GT 16 ","Urban Area","803","0.394971644767976","0.370380257517468","0.419563032018484","2"
"Main tenant","1996","Couple + C. GT 16 ","Rural Area","304","0.287524516722613","0.257257200615759","0.317791832829467","2"
"Main tenant","1996","Couple + C. LE and GT 16","Rural Area","201","0.330317764470022","0.288459850949781","0.372175677990262","2"
"Main tenant","1996","Couple + C. LE and GT 16","Urban Area","475","0.494920176219678","0.45958294561035","0.530257406829006","2"
"Owner","1996","1-pers.-HH","Urban Area","187","0.199703988307336","0.175705262483699","0.223702714130973","1"
"Owner","1996","1-pers.-HH","Rural Area","106","0.281428673763686","0.238574115685217","0.324283231842154","1"
"Owner","1996","(Married) couple without C. ","Urban Area","849","0.446487853828486","0.426718032890536","0.466257674766437","1"
"Owner","1996","(Married) couple without C. ","Rural Area","501","0.525257696792912","0.496295585519239","0.554219808066585","1"
"Owner","1996","Single parent ","Rural Area","89","0.487093295074014","0.419002534979705","0.555184055168323","1"
"Owner","1996","Single parent ","Urban Area","107","0.296666734904204","0.254321033132252","0.339012436676157","1"
"Owner","1996","Couple + C. LE 16 ","Urban Area","708","0.44742464515501","0.425589346783916","0.469259943526105","1"
"Owner","1996","Couple + C. LE 16 ","Rural Area","479","0.540290844526857","0.509661126746002","0.570920562307711","1"
"Owner","1996","Couple + C. GT 16 ","Urban Area","682","0.592564542024293","0.567846762941031","0.617282321107554","1"
"Owner","1996","Couple + C. GT 16 ","Rural Area","548","0.702872057587189","0.67231149139645","0.733432623777928","1"
"Owner","1996","Couple + C. LE and GT 16","Urban Area","284","0.498759613095015","0.463420667360266","0.534098558829765","1"
"Owner","1996","Couple + C. LE and GT 16","Rural Area","278","0.651689597471835","0.609288134756116","0.694091060187554","1"
"Resident or shared accommodation","1996","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1996","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1996","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1996","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1996","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1996","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1996","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1996","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1996","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1996","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1996","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1996","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1996","1-pers.-HH","Urban Area","68","0.0629490272832106","0.0483694273046682","0.0775286272617531","3"
"Subtenant","1996","1-pers.-HH","Rural Area","33","0.0779927917089346","0.052438002763596","0.103547580654273","3"
"Subtenant","1996","(Married) couple without C. ","Urban Area","52","0.0155585039821468","0.0106368258630325","0.0204801821012612","3"
"Subtenant","1996","(Married) couple without C. ","Rural Area","48","0.0379858245246094","0.0268987605459818","0.0490728885032369","3"
"Subtenant","1996","Single parent ","Urban Area","13","","","","3"
"Subtenant","1996","Single parent ","Rural Area","8","","","","3"
"Subtenant","1996","Couple + C. LE 16 ","Urban Area","51","0.0236481286932098","0.0169753765178394","0.0303208808685803","3"
"Subtenant","1996","Couple + C. LE 16 ","Rural Area","26","","","","3"
"Subtenant","1996","Couple + C. GT 16 ","Urban Area","33","0.0124638132077316","0.00688278547695767","0.0180448409385055","3"
"Subtenant","1996","Couple + C. LE and GT 16","Urban Area","10","","","","3"
"Subtenant","1996","Couple + C. GT 16 ","Rural Area","7","","","","3"
"Subtenant","1996","Couple + C. LE and GT 16","Rural Area","6","","","","3"
"Tenant","1996","1-pers.-HH","Urban Area","","","","","4"
"Tenant","1996","1-pers.-HH","Rural Area","","","","","4"
"Tenant","1996","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","1996","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","1996","Single parent ","Urban Area","","","","","4"
"Tenant","1996","Single parent ","Rural Area","","","","","4"
"Tenant","1996","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","1996","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1996","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","1996","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","1996","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","1996","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","1997","1-pers.-HH","Rural Area","267","0.624614648071545","0.577857907758692","0.671371388384399","2"
"Main tenant","1997","(Married) couple without C. ","Urban Area","1503","0.530030875694569","0.510263958340401","0.549797793048737","2"
"Main tenant","1997","1-pers.-HH","Urban Area","813","0.745758889778585","0.719421329099802","0.772096450457368","2"
"Main tenant","1997","(Married) couple without C. ","Rural Area","604","0.427830195249106","0.39945591502503","0.456204475473182","2"
"Main tenant","1997","Single parent ","Urban Area","314","0.689247575748992","0.645299670675482","0.733195480822501","2"
"Main tenant","1997","Single parent ","Rural Area","131","0.562050628503245","0.495265489663968","0.628835767342523","2"
"Main tenant","1997","Couple + C. LE 16 ","Urban Area","1166","0.522535993845508","0.500005250494292","0.545066737196723","2"
"Main tenant","1997","Couple + C. LE 16 ","Rural Area","475","0.440588137454942","0.409183433034691","0.471992841875192","2"
"Main tenant","1997","Couple + C. GT 16 ","Urban Area","780","0.391703761082003","0.367034246200142","0.416373275963864","2"
"Main tenant","1997","Couple + C. LE and GT 16","Rural Area","148","0.236472695332518","0.197768291483177","0.275177099181859","2"
"Main tenant","1997","Couple + C. GT 16 ","Rural Area","298","0.261166821623545","0.232077858925857","0.290255784321232","2"
"Main tenant","1997","Couple + C. LE and GT 16","Urban Area","404","0.395706535287869","0.360709760759268","0.430703309816471","2"
"Owner","1997","1-pers.-HH","Urban Area","185","0.204526242764219","0.180128992002931","0.228923493525508","1"
"Owner","1997","1-pers.-HH","Rural Area","105","0.280173717187416","0.236809947513098","0.323537486861734","1"
"Owner","1997","(Married) couple without C. ","Urban Area","879","0.444445583507867","0.42476552894601","0.464125638069724","1"
"Owner","1997","(Married) couple without C. ","Rural Area","535","0.551792072924528","0.523271767976961","0.580312377872096","1"
"Owner","1997","Single parent ","Urban Area","99","0.274012338196573","0.231658480731653","0.316366195661494","1"
"Owner","1997","Single parent ","Rural Area","78","0.431070203235636","0.364407410686071","0.497732995785201","1"
"Owner","1997","Couple + C. LE 16 ","Urban Area","694","0.465582597038725","0.443082429009336","0.488082765068114","1"
"Owner","1997","Couple + C. LE 16 ","Rural Area","456","0.528329806854104","0.496751833996502","0.559907779711707","1"
"Owner","1997","Couple + C. GT 16 ","Urban Area","702","0.592484980582969","0.567651667977253","0.617318293188686","1"
"Owner","1997","Couple + C. GT 16 ","Rural Area","559","0.710939980054304","0.680920268089497","0.740959692019111","1"
"Owner","1997","Couple + C. LE and GT 16","Rural Area","298","0.72633043678759","0.685719971363833","0.766940902211348","1"
"Owner","1997","Couple + C. LE and GT 16","Urban Area","335","0.588982249141647","0.553769587662751","0.624194910620542","1"
"Resident or shared accommodation","1997","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1997","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1997","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1997","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1997","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1997","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1997","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1997","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1997","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1997","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1997","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1997","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1997","1-pers.-HH","Urban Area","52","0.0497148674571955","0.0365679616383262","0.0628617732760648","3"
"Subtenant","1997","1-pers.-HH","Rural Area","40","0.0952116347410388","0.0668704502231781","0.1235528192589","3"
"Subtenant","1997","(Married) couple without C. ","Urban Area","67","0.0255235407975643","0.0192774278135784","0.0317696537815502","3"
"Subtenant","1997","(Married) couple without C. ","Rural Area","29","","","","3"
"Subtenant","1997","Single parent ","Urban Area","13","","","","3"
"Subtenant","1997","Single parent ","Rural Area","3","","","","3"
"Subtenant","1997","Couple + C. LE 16 ","Urban Area","28","","","","3"
"Subtenant","1997","Couple + C. LE 16 ","Rural Area","29","","","","3"
"Subtenant","1997","Couple + C. GT 16 ","Urban Area","22","","","","3"
"Subtenant","1997","Couple + C. LE and GT 16","Urban Area","11","","","","3"
"Subtenant","1997","Couple + C. GT 16 ","Rural Area","19","","","","3"
"Subtenant","1997","Couple + C. LE and GT 16","Rural Area","17","","","","3"
"Tenant","1997","1-pers.-HH","Urban Area","","","","","4"
"Tenant","1997","1-pers.-HH","Rural Area","","","","","4"
"Tenant","1997","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","1997","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","1997","Single parent ","Urban Area","","","","","4"
"Tenant","1997","Single parent ","Rural Area","","","","","4"
"Tenant","1997","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","1997","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","1997","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1997","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","1997","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","1997","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","1998","1-pers.-HH","Rural Area","311","0.610813332019851","0.56768719324125","0.653939470798453","2"
"Main tenant","1998","1-pers.-HH","Urban Area","946","0.704943119420618","0.679899719531021","0.729986519310216","2"
"Main tenant","1998","(Married) couple without C. ","Urban Area","1663","0.520740442713044","0.502279270650577","0.539201614775511","2"
"Main tenant","1998","(Married) couple without C. ","Rural Area","646","0.387135378784616","0.36138933825802","0.412881419311211","2"
"Main tenant","1998","Single parent ","Urban Area","349","0.690481700685481","0.649381001660668","0.731582399710294","2"
"Main tenant","1998","Single parent ","Rural Area","140","0.557158479582773","0.492683055643646","0.6216339035219","2"
"Main tenant","1998","Couple + C. LE 16 ","Urban Area","1222","0.531701089930797","0.510042268190502","0.553359911671091","2"
"Main tenant","1998","Couple + C. LE 16 ","Rural Area","461","0.372671915086462","0.343754687808971","0.401589142363954","2"
"Main tenant","1998","Couple + C. GT 16 ","Urban Area","785","0.38773041814955","0.364048106112856","0.411412730186243","2"
"Main tenant","1998","Couple + C. LE and GT 16","Rural Area","153","0.234214181835192","0.197813738509321","0.270614625161063","2"
"Main tenant","1998","Couple + C. LE and GT 16","Urban Area","374","0.412281343165513","0.376743102268157","0.447819584062869","2"
"Main tenant","1998","Couple + C. GT 16 ","Rural Area","294","0.273710587484573","0.24526841610742","0.302152758861725","2"
"Owner","1998","1-pers.-HH","Urban Area","241","0.21886812219703","0.196163367519409","0.241572876874651","1"
"Owner","1998","1-pers.-HH","Rural Area","130","0.291206129122678","0.251020795574988","0.331391462670367","1"
"Owner","1998","(Married) couple without C. ","Urban Area","1094","0.461411061669704","0.442989097187301","0.479833026152107","1"
"Owner","1998","(Married) couple without C. ","Rural Area","685","0.583572943130237","0.557516580742235","0.60962930551824","1"
"Owner","1998","Single parent ","Urban Area","122","0.266703065143613","0.227385746276059","0.306020384011168","1"
"Owner","1998","Single parent ","Rural Area","81","0.424489621004447","0.360333102941404","0.48864613906749","1"
"Owner","1998","Couple + C. LE 16 ","Urban Area","779","0.450101657747222","0.428507513923306","0.471695801571138","1"
"Owner","1998","Couple + C. LE 16 ","Rural Area","574","0.5951290581453","0.565772182560915","0.624485933729685","1"
"Owner","1998","Couple + C. GT 16 ","Urban Area","804","0.591492065313028","0.567599513846919","0.615384616779136","1"
"Owner","1998","Couple + C. GT 16 ","Rural Area","638","0.707332599038234","0.67830834234885","0.736356855727619","1"
"Owner","1998","Couple + C. LE and GT 16","Urban Area","342","0.561461524956364","0.525637184911943","0.597285865000786","1"
"Owner","1998","Couple + C. LE and GT 16","Rural Area","353","0.734061047214705","0.696085548513815","0.772036545915594","1"
"Resident or shared accommodation","1998","1-pers.-HH","Urban Area","","","","","5"
"Resident or shared accommodation","1998","1-pers.-HH","Rural Area","","","","","5"
"Resident or shared accommodation","1998","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","1998","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","1998","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1998","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1998","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1998","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1998","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1998","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1998","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1998","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1998","1-pers.-HH","Urban Area","73","0.061155126820871","0.0479975252246381","0.0743127284171039","3"
"Subtenant","1998","(Married) couple without C. ","Urban Area","56","0.0178484956172516","0.0129557427906757","0.0227412484438275","3"
"Subtenant","1998","1-pers.-HH","Rural Area","47","0.0902118228207154","0.0648716706527766","0.115551974988654","3"
"Subtenant","1998","(Married) couple without C. ","Rural Area","42","0.0275836656931261","0.0189270357020433","0.036240295684209","3"
"Subtenant","1998","Single parent ","Urban Area","15","","","","3"
"Subtenant","1998","Single parent ","Rural Area","7","","","","3"
"Subtenant","1998","Couple + C. LE 16 ","Urban Area","38","0.0181972523219811","0.0123955624732256","0.0239989421707366","3"
"Subtenant","1998","Couple + C. LE 16 ","Rural Area","39","0.0321990267682378","0.0216415447559166","0.042756508780559","3"
"Subtenant","1998","Couple + C. GT 16 ","Urban Area","37","0.0207775165374228","0.0138444506577663","0.0277105824170792","3"
"Subtenant","1998","Couple + C. GT 16 ","Rural Area","12","","","","3"
"Subtenant","1998","Couple + C. LE and GT 16","Urban Area","21","","","","3"
"Subtenant","1998","Couple + C. LE and GT 16","Rural Area","14","","","","3"
"Tenant","1998","1-pers.-HH","Urban Area","14","","","","4"
"Tenant","1998","1-pers.-HH","Rural Area","3","","","","4"
"Tenant","1998","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","1998","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","1998","Single parent ","Urban Area","","","","","4"
"Tenant","1998","Single parent ","Rural Area","","","","","4"
"Tenant","1998","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","1998","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","1998","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1998","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","1998","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","1998","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","1999","1-pers.-HH","Rural Area","316","0.6133072626949","0.570055314722509","0.656559210667291","2"
"Main tenant","1999","(Married) couple without C. ","Urban Area","1620","0.517257106674584","0.498628076365019","0.535886136984149","2"
"Main tenant","1999","1-pers.-HH","Urban Area","904","0.718493513542808","0.69317417182906","0.743812855256556","2"
"Main tenant","1999","(Married) couple without C. ","Rural Area","674","0.408299311669629","0.382394683546825","0.434203939792433","2"
"Main tenant","1999","Single parent ","Urban Area","337","0.720355738792408","0.67938497180778","0.761326505777037","2"
"Main tenant","1999","Single parent ","Rural Area","156","0.560555140764155","0.499993225380071","0.621117056148239","2"
"Main tenant","1999","Couple + C. LE 16 ","Urban Area","1161","0.513906217632559","0.492001630980793","0.535810804284324","2"
"Main tenant","1999","Couple + C. LE 16 ","Rural Area","440","0.364392971049251","0.33505924965612","0.393726692442383","2"
"Main tenant","1999","Couple + C. GT 16 ","Urban Area","758","0.40561732893432","0.381520545896705","0.429714111971934","2"
