"hgowner","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","2011","Couple + C. GT 16 ","Rural Area","255","0.224149687644976","0.20099456378064","0.247304811509312","2"
"Main tenant","2011","Couple + C. LE and GT 16","Urban Area","551","0.392497497138302","0.367000732435802","0.417994261840803","2"
"Owner","2011","1-pers.-HH","Urban Area","679","0.265451513870416","0.248026771987053","0.28287625575378","1"
"Owner","2011","1-pers.-HH","Rural Area","393","0.333365843099828","0.305904029909329","0.360827656290327","1"
"Owner","2011","(Married) couple without C. ","Urban Area","2867","0.517955329018801","0.504406719086307","0.531503938951294","1"
"Owner","2011","(Married) couple without C. ","Rural Area","1863","0.61418333391149","0.596539258204013","0.631827409618968","1"
"Owner","2011","Single parent ","Urban Area","444","0.269041198518657","0.249498218328823","0.28858417870849","1"
"Owner","2011","Single parent ","Rural Area","309","0.407029642018684","0.377027035270827","0.437032248766542","1"
"Owner","2011","Couple + C. LE 16 ","Urban Area","2499","0.508860476940981","0.4952857522079","0.522435201674062","1"
"Owner","2011","Couple + C. LE 16 ","Rural Area","1613","0.56534739587621","0.547005969846035","0.583688821906385","1"
"Owner","2011","Couple + C. GT 16 ","Urban Area","1507","0.660508945947741","0.640585165677492","0.68043272621799","1"
"Owner","2011","Couple + C. GT 16 ","Rural Area","988","0.760251637795925","0.736546331206059","0.783956944385791","1"
"Owner","2011","Couple + C. LE and GT 16","Rural Area","659","0.707440678005418","0.67786612877263","0.737015227238207","1"
"Owner","2011","Couple + C. LE and GT 16","Urban Area","853","0.603376221441293","0.577832976745864","0.628919466136722","1"
"Resident or shared accommodation","2011","1-pers.-HH","Rural Area","15","","","","5"
"Resident or shared accommodation","2011","(Married) couple without C. ","Urban Area","4","","","","5"
"Resident or shared accommodation","2011","(Married) couple without C. ","Rural Area","4","","","","5"
"Resident or shared accommodation","2011","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2011","1-pers.-HH","Urban Area","29","","","","5"
"Resident or shared accommodation","2011","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2011","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2011","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2011","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2011","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2011","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2011","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2011","1-pers.-HH","Urban Area","81","0.0389963911910118","0.0313573608544126","0.046635421527611","3"
"Subtenant","2011","(Married) couple without C. ","Urban Area","56","0.0112031515404489","0.00834931834266239","0.0140569847382355","3"
"Subtenant","2011","1-pers.-HH","Rural Area","46","0.0534437809422391","0.0403415071085149","0.0665460547759634","3"
"Subtenant","2011","(Married) couple without C. ","Rural Area","41","0.0138069769193836","0.00957747068769018","0.0180364831510771","3"
"Subtenant","2011","Single parent ","Urban Area","15","","","","3"
"Subtenant","2011","Single parent ","Rural Area","8","","","","3"
"Subtenant","2011","Couple + C. LE 16 ","Urban Area","34","0.00769108002025254","0.00531890711038096","0.0100632529301241","3"
"Subtenant","2011","Couple + C. LE 16 ","Rural Area","37","0.00815824312110503","0.00482993309283019","0.0114865531493799","3"
"Subtenant","2011","Couple + C. GT 16 ","Urban Area","21","","","","3"
"Subtenant","2011","Couple + C. GT 16 ","Rural Area","3","","","","3"
"Subtenant","2011","Couple + C. LE and GT 16","Urban Area","5","","","","3"
"Subtenant","2011","Couple + C. LE and GT 16","Rural Area","4","","","","3"
"Tenant","2011","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2011","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2011","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2011","(Married) couple without C. ","Rural Area","4","","","","4"
"Tenant","2011","Single parent ","Urban Area","","","","","4"
"Tenant","2011","Single parent ","Rural Area","3","","","","4"
"Tenant","2011","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2011","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2011","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2011","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2011","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2011","Couple + C. GT 16 ","Rural Area","","","","","4"
"Main tenant","2012","1-pers.-HH","Urban Area","1769","0.696798888515277","0.678941279221532","0.714656497809022","2"
"Main tenant","2012","1-pers.-HH","Rural Area","724","0.599565478518731","0.572014056622383","0.627116900415079","2"
"Main tenant","2012","(Married) couple without C. ","Urban Area","2266","0.465542583221378","0.451954904524886","0.47913026191787","2"
"Main tenant","2012","(Married) couple without C. ","Rural Area","1080","0.379947793139101","0.362668291419874","0.397227294858328","2"
"Main tenant","2012","Single parent ","Urban Area","1484","0.746473286814382","0.727029652373471","0.765916921255292","2"
"Main tenant","2012","Single parent ","Rural Area","692","0.57575245277847","0.545511046754935","0.605993858802006","2"
"Main tenant","2012","Couple + C. LE 16 ","Urban Area","2430","0.508611696283219","0.494345088165839","0.5228783044006","2"
"Main tenant","2012","Couple + C. LE 16 ","Rural Area","1049","0.412905118158046","0.394045080734235","0.431765155581857","2"
"Main tenant","2012","Couple + C. GT 16 ","Urban Area","551","0.280044664996226","0.260612030163151","0.299477299829301","2"
"Main tenant","2012","Couple + C. LE and GT 16","Urban Area","506","0.377443115652287","0.352301148101084","0.402585083203491","2"
"Main tenant","2012","Couple + C. LE and GT 16","Rural Area","262","0.386416648297386","0.353739942066448","0.419093354528323","2"
"Main tenant","2012","Couple + C. GT 16 ","Rural Area","237","0.228534598438681","0.204556780858102","0.252512416019261","2"
"Owner","2012","1-pers.-HH","Urban Area","673","0.257507863138599","0.240519741007823","0.274495985269376","1"
"Owner","2012","1-pers.-HH","Rural Area","423","0.339701957255354","0.313071478042544","0.366332436468165","1"
"Owner","2012","(Married) couple without C. ","Urban Area","2854","0.519783648321094","0.506174254329985","0.533393042312203","1"
"Owner","2012","(Married) couple without C. ","Rural Area","1896","0.599731815077982","0.582289296151688","0.617174334004275","1"
"Owner","2012","Single parent ","Urban Area","428","0.244816721246974","0.225598854835283","0.264034587658664","1"
"Owner","2012","Single parent ","Rural Area","317","0.404810394343034","0.374775375594223","0.434845413091845","1"
"Owner","2012","Couple + C. LE 16 ","Urban Area","2264","0.48886367247595","0.474598487417329","0.503128857534572","1"
"Owner","2012","Couple + C. LE 16 ","Rural Area","1538","0.575640371445772","0.556707960503521","0.594572782388022","1"
"Owner","2012","Couple + C. GT 16 ","Urban Area","1487","0.709432338788791","0.689783160627862","0.729081516949719","1"
"Owner","2012","Couple + C. LE and GT 16","Rural Area","591","0.613583351702614","0.580906645471677","0.646260057933552","1"
"Owner","2012","Couple + C. GT 16 ","Rural Area","935","0.759856397353222","0.735462751259209","0.784250043447236","1"
"Owner","2012","Couple + C. LE and GT 16","Urban Area","919","0.621759054260823","0.596606660873584","0.646911447648062","1"
"Resident or shared accommodation","2012","1-pers.-HH","Urban Area","21","","","","5"
"Resident or shared accommodation","2012","1-pers.-HH","Rural Area","11","","","","5"
"Resident or shared accommodation","2012","(Married) couple without C. ","Urban Area","2","","","","5"
"Resident or shared accommodation","2012","(Married) couple without C. ","Rural Area","3","","","","5"
"Resident or shared accommodation","2012","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2012","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2012","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2012","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2012","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2012","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2012","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2012","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2012","1-pers.-HH","Urban Area","82","0.0378725064787597","0.0304562876745487","0.0452887252829706","3"
"Subtenant","2012","(Married) couple without C. ","Urban Area","55","0.0141033008738639","0.0108912301406441","0.0173153716070837","3"
"Subtenant","2012","1-pers.-HH","Rural Area","56","0.0514997910234279","0.0390723588681215","0.0639272231787342","3"
"Subtenant","2012","(Married) couple without C. ","Rural Area","50","0.0176793750300803","0.0129878373529575","0.0223709127072031","3"
"Subtenant","2012","Single parent ","Urban Area","11","","","","3"
"Subtenant","2012","Single parent ","Rural Area","14","","","","3"
"Subtenant","2012","Couple + C. LE 16 ","Urban Area","23","","","","3"
"Subtenant","2012","Couple + C. LE 16 ","Rural Area","31","0.0114545103961824","0.00737836314321936","0.0155306576491455","3"
"Subtenant","2012","Couple + C. GT 16 ","Urban Area","13","","","","3"
"Subtenant","2012","Couple + C. GT 16 ","Rural Area","6","","","","3"
"Subtenant","2012","Couple + C. LE and GT 16","Urban Area","3","","","","3"
"Subtenant","2012","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Tenant","2012","1-pers.-HH","Rural Area","1","","","","4"
"Tenant","2012","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2012","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2012","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","2012","Single parent ","Urban Area","","","","","4"
"Tenant","2012","Single parent ","Rural Area","3","","","","4"
"Tenant","2012","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2012","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2012","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2012","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2012","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2012","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2013","1-pers.-HH","Urban Area","1924","0.685904507053566","0.668496465224832","0.703312548882301","2"
"Main tenant","2013","(Married) couple without C. ","Urban Area","2600","0.452512579304787","0.43936301754315","0.465662141066424","2"
"Main tenant","2013","(Married) couple without C. ","Rural Area","1133","0.356206437824962","0.339183461461247","0.373229414188678","2"
"Main tenant","2013","1-pers.-HH","Rural Area","760","0.60951465918163","0.582116657261049","0.63691266110221","2"
"Main tenant","2013","Single parent ","Urban Area","1653","0.738432234590515","0.719675499896994","0.757188969284036","2"
"Main tenant","2013","Couple + C. LE 16 ","Urban Area","3179","0.53070404725149","0.517575638752884","0.543832455750095","2"
"Main tenant","2013","Single parent ","Rural Area","715","0.567173867866601","0.537162237186372","0.59718549854683","2"
"Main tenant","2013","Couple + C. LE 16 ","Rural Area","1136","0.430068459064664","0.411250649686259","0.448886268443069","2"
"Main tenant","2013","Couple + C. LE and GT 16","Urban Area","742","0.37014224107575","0.347597216874292","0.392687265277208","2"
"Main tenant","2013","Couple + C. GT 16 ","Urban Area","839","0.281087339043649","0.26293556168113","0.299239116406168","2"
"Main tenant","2013","Couple + C. LE and GT 16","Rural Area","327","0.32439269415035","0.295830541012041","0.352954847288658","2"
"Main tenant","2013","Couple + C. GT 16 ","Rural Area","319","0.212070406204666","0.188874485816464","0.235266326592867","2"
"Owner","2013","1-pers.-HH","Urban Area","672","0.270845969955466","0.254178945596483","0.287512994314449","1"
"Owner","2013","1-pers.-HH","Rural Area","392","0.337733552025954","0.311173560797022","0.364293543254885","1"
"Owner","2013","(Married) couple without C. ","Urban Area","2858","0.535156956812328","0.521980378910321","0.548333534714336","1"
"Owner","2013","(Married) couple without C. ","Rural Area","1848","0.625837766647795","0.608636035425239","0.64303949787035","1"
"Owner","2013","Single parent ","Urban Area","445","0.246368551822067","0.227978542775318","0.264758560868816","1"
"Owner","2013","Single parent ","Rural Area","318","0.424926991788086","0.394984123391135","0.454869860185036","1"
"Owner","2013","Couple + C. LE 16 ","Urban Area","2345","0.46443826699756","0.451318345260614","0.477558188734505","1"
"Owner","2013","Couple + C. LE 16 ","Rural Area","1497","0.555949160945856","0.537063907854191","0.574834414037521","1"
"Owner","2013","Couple + C. GT 16 ","Urban Area","1501","0.711873429062072","0.693585964615981","0.730160893508163","1"
"Owner","2013","Couple + C. LE and GT 16","Rural Area","693","0.665536585280818","0.63675143380827","0.694321736753365","1"
"Owner","2013","Couple + C. LE and GT 16","Urban Area","1018","0.628593000056711","0.606032176368763","0.651153823744659","1"
"Owner","2013","Couple + C. GT 16 ","Rural Area","869","0.786481173932527","0.763227578015295","0.809734769849758","1"
"Resident or shared accommodation","2013","1-pers.-HH","Urban Area","26","","","","5"
"Resident or shared accommodation","2013","1-pers.-HH","Rural Area","14","","","","5"
"Resident or shared accommodation","2013","(Married) couple without C. ","Urban Area","4","","","","5"
"Resident or shared accommodation","2013","(Married) couple without C. ","Rural Area","1","","","","5"
"Resident or shared accommodation","2013","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2013","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2013","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2013","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2013","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2013","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2013","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2013","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2013","1-pers.-HH","Urban Area","109","0.0336419143363655","0.0268795800814769","0.0404042485912542","3"
"Subtenant","2013","1-pers.-HH","Rural Area","51","0.0410949046140007","0.0299466661859156","0.0522431430420858","3"
"Subtenant","2013","(Married) couple without C. ","Urban Area","42","0.0116815178523587","0.00884289970154792","0.0145201360031696","3"
"Subtenant","2013","(Married) couple without C. ","Rural Area","56","0.0174579689137862","0.0128022824413839","0.0221136553861886","3"
"Subtenant","2013","Single parent ","Urban Area","11","","","","3"
"Subtenant","2013","Single parent ","Rural Area","14","","","","3"
"Subtenant","2013","Couple + C. LE 16 ","Urban Area","27","","","","3"
"Subtenant","2013","Couple + C. LE 16 ","Rural Area","26","","","","3"
"Subtenant","2013","Couple + C. GT 16 ","Urban Area","16","","","","3"
"Subtenant","2013","Couple + C. LE and GT 16","Urban Area","2","","","","3"
"Subtenant","2013","Couple + C. GT 16 ","Rural Area","5","","","","3"
"Subtenant","2013","Couple + C. LE and GT 16","Rural Area","12","","","","3"
"Tenant","2013","1-pers.-HH","Rural Area","1","","","","4"
"Tenant","2013","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2013","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2013","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","2013","Single parent ","Urban Area","","","","","4"
"Tenant","2013","Single parent ","Rural Area","","","","","4"
"Tenant","2013","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2013","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2013","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2013","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2013","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2013","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2014","1-pers.-HH","Urban Area","1741","0.686611497138879","0.668493203511186","0.704729790766572","2"
"Main tenant","2014","(Married) couple without C. ","Urban Area","2351","0.457162619435826","0.443474469017124","0.470850769854527","2"
"Main tenant","2014","(Married) couple without C. ","Rural Area","1108","0.372851397852938","0.35532419859363","0.390378597112245","2"
"Main tenant","2014","1-pers.-HH","Rural Area","737","0.630314922812684","0.602391291085587","0.658238554539782","2"
"Main tenant","2014","Single parent ","Urban Area","1331","0.764770475795991","0.744743428469161","0.784797523122821","2"
"Main tenant","2014","Couple + C. LE 16 ","Urban Area","2511","0.509998109113224","0.495555091370098","0.52444112685635","2"
"Main tenant","2014","Single parent ","Rural Area","598","0.555585003700882","0.523246936623588","0.587923070778176","2"
"Main tenant","2014","Couple + C. LE 16 ","Rural Area","929","0.396687883747289","0.376571986014717","0.41680378147986","2"
"Main tenant","2014","Couple + C. LE and GT 16","Urban Area","729","0.385763126987295","0.361948769358872","0.409577484615718","2"
"Main tenant","2014","Couple + C. GT 16 ","Urban Area","758","0.280216590023553","0.261215388222483","0.299217791824623","2"
"Main tenant","2014","Couple + C. GT 16 ","Rural Area","280","0.252245023220989","0.226087834229466","0.278402212212512","2"
"Main tenant","2014","Couple + C. LE and GT 16","Rural Area","272","0.278459220164415","0.249287926485958","0.307630513842872","2"
"Owner","2014","1-pers.-HH","Urban Area","654","0.270143809523076","0.25280032384298","0.287487295203173","1"
"Owner","2014","1-pers.-HH","Rural Area","362","0.328114113620067","0.300953638548906","0.355274588691228","1"
"Owner","2014","(Married) couple without C. ","Urban Area","2679","0.528547904401235","0.514831650915105","0.542264157887366","1"
"Owner","2014","(Married) couple without C. ","Rural Area","1765","0.606676848525959","0.588971157835121","0.624382539216797","1"
"Owner","2014","Single parent ","Urban Area","380","0.229520959870799","0.209664718545347","0.249377201196251","1"
"Owner","2014","Single parent ","Rural Area","296","0.416457229662936","0.384374892634978","0.448539566690895","1"
"Owner","2014","Couple + C. LE 16 ","Urban Area","2062","0.482347776342809","0.467910875746814","0.496784676938804","1"
"Owner","2014","Couple + C. LE 16 ","Rural Area","1316","0.581360273404509","0.561074721765719","0.601645825043298","1"
"Owner","2014","Couple + C. GT 16 ","Urban Area","1380","0.711650042879534","0.692484266451831","0.730815819307237","1"
"Owner","2014","Couple + C. LE and GT 16","Rural Area","633","0.720818629959995","0.691624155221164","0.750013104698826","1"
"Owner","2014","Couple + C. LE and GT 16","Urban Area","873","0.613816927863336","0.589997758094557","0.637636097632115","1"
"Owner","2014","Couple + C. GT 16 ","Rural Area","775","0.745941417047845","0.719722218802967","0.772160615292722","1"
"Resident or shared accommodation","2014","1-pers.-HH","Urban Area","25","","","","5"
"Resident or shared accommodation","2014","1-pers.-HH","Rural Area","14","","","","5"
"Resident or shared accommodation","2014","(Married) couple without C. ","Urban Area","2","","","","5"
"Resident or shared accommodation","2014","(Married) couple without C. ","Rural Area","1","","","","5"
"Resident or shared accommodation","2014","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2014","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2014","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2014","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2014","1-pers.-HH","Urban Area","98","0.0350334172364567","0.0278518767077768","0.0422149577651365","3"
"Subtenant","2014","1-pers.-HH","Rural Area","34","0.0284516348825636","0.0188341176523829","0.0380691521127443","3"
"Subtenant","2014","(Married) couple without C. ","Urban Area","54","0.0136335753212015","0.0104471880319467","0.0168199626104564","3"
"Subtenant","2014","(Married) couple without C. ","Rural Area","50","0.0200005632592708","0.0149260611989579","0.0250750653195836","3"
"Subtenant","2014","Single parent ","Urban Area","12","","","","3"
"Subtenant","2014","Single parent ","Rural Area","13","","","","3"
"Subtenant","2014","Couple + C. LE 16 ","Urban Area","29","","","","3"
"Subtenant","2014","Couple + C. LE 16 ","Rural Area","27","","","","3"
"Subtenant","2014","Couple + C. GT 16 ","Urban Area","8","","","","3"
"Subtenant","2014","Couple + C. GT 16 ","Rural Area","4","","","","3"
"Subtenant","2014","Couple + C. LE and GT 16","Rural Area","2","","","","3"
"Subtenant","2014","Couple + C. LE and GT 16","Urban Area","3","","","","3"
"Tenant","2014","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2014","1-pers.-HH","Rural Area","1","","","","4"
"Tenant","2014","(Married) couple without C. ","Urban Area","2","","","","4"
"Tenant","2014","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2014","Single parent ","Urban Area","","","","","4"
"Tenant","2014","Single parent ","Rural Area","","","","","4"
"Tenant","2014","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2014","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2014","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2014","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2014","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2014","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Main tenant","2015","1-pers.-HH","Urban Area","1791","0.68093625272021","0.66290143638075","0.698971069059669","2"
"Main tenant","2015","(Married) couple without C. ","Urban Area","2479","0.449531798801907","0.435876710823071","0.463186886780743","2"
"Main tenant","2015","1-pers.-HH","Rural Area","749","0.624036345038266","0.596340983970128","0.651731706106404","2"
"Main tenant","2015","(Married) couple without C. ","Rural Area","1110","0.373478034208406","0.35576526512255","0.391190803294262","2"
"Main tenant","2015","Single parent ","Urban Area","1311","0.741053367851227","0.720217618505518","0.761889117196936","2"
"Main tenant","2015","Single parent ","Rural Area","567","0.578656528829697","0.545461947814051","0.611851109845344","2"
"Main tenant","2015","Couple + C. LE 16 ","Urban Area","2539","0.505536597759971","0.490915782344425","0.520157413175518","2"
"Main tenant","2015","Couple + C. LE 16 ","Rural Area","1016","0.425546681290642","0.405366762467232","0.445726600114052","2"
"Main tenant","2015","Couple + C. GT 16 ","Rural Area","292","0.268949184557208","0.242052005101789","0.295846364012627","2"
"Main tenant","2015","Couple + C. LE and GT 16","Urban Area","779","0.409657258249285","0.385769063458829","0.433545453039741","2"
"Main tenant","2015","Couple + C. GT 16 ","Urban Area","729","0.260713696051276","0.241755250118231","0.27967214198432","2"
"Main tenant","2015","Couple + C. LE and GT 16","Rural Area","252","0.266116639010148","0.236683357749087","0.295549920271209","2"
"Owner","2015","1-pers.-HH","Urban Area","623","0.271098118613458","0.253898550078345","0.288297687148572","1"
"Owner","2015","1-pers.-HH","Rural Area","368","0.336883705457115","0.309858810766106","0.363908600148123","1"
"Owner","2015","(Married) couple without C. ","Urban Area","2556","0.535609125231944","0.521918792674973","0.549299457788916","1"
"Owner","2015","(Married) couple without C. ","Rural Area","1705","0.608211926325003","0.59033722270029","0.626086629949715","1"
"Owner","2015","Single parent ","Urban Area","371","0.247567316594252","0.227038697874292","0.268095935314211","1"
"Owner","2015","Single parent ","Rural Area","274","0.390596417863386","0.357797821548244","0.423395014178527","1"
"Owner","2015","Couple + C. LE 16 ","Urban Area","1926","0.488303678204258","0.473685967498953","0.502921388909563","1"
"Owner","2015","Couple + C. LE 16 ","Rural Area","1263","0.56309992271941","0.542855647439568","0.583344197999252","1"
"Owner","2015","Couple + C. GT 16 ","Urban Area","1323","0.733184939843292","0.714085245449977","0.752284634236608","1"
"Owner","2015","Couple + C. LE and GT 16","Urban Area","844","0.586685695795877","0.562765548012163","0.61060584357959","1"
"Owner","2015","Couple + C. LE and GT 16","Rural Area","611","0.732504832871661","0.70302314375956","0.761986521983762","1"
"Owner","2015","Couple + C. GT 16 ","Rural Area","746","0.726246498760876","0.699199460914709","0.753293536607043","1"
"Resident or shared accommodation","2015","1-pers.-HH","Urban Area","29","","","","5"
"Resident or shared accommodation","2015","1-pers.-HH","Rural Area","7","","","","5"
"Resident or shared accommodation","2015","(Married) couple without C. ","Urban Area","9","","","","5"
"Resident or shared accommodation","2015","(Married) couple without C. ","Rural Area","3","","","","5"
"Resident or shared accommodation","2015","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2015","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2015","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2015","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2015","1-pers.-HH","Urban Area","123","0.0381346119315231","0.0307242984711245","0.0455449253919216","3"
"Subtenant","2015","1-pers.-HH","Rural Area","51","0.0314507184860057","0.02147129839396","0.0414301385780513","3"
"Subtenant","2015","(Married) couple without C. ","Urban Area","54","0.013451861057918","0.0102895942999593","0.0166141278158767","3"
"Subtenant","2015","(Married) couple without C. ","Rural Area","47","0.0166164125881647","0.0119356578096497","0.0212971673666797","3"
"Subtenant","2015","Single parent ","Urban Area","16","","","","3"
"Subtenant","2015","Single parent ","Rural Area","9","","","","3"
"Subtenant","2015","Couple + C. LE 16 ","Urban Area","27","","","","3"
"Subtenant","2015","Couple + C. LE 16 ","Rural Area","27","","","","3"
"Subtenant","2015","Couple + C. GT 16 ","Urban Area","8","","","","3"
"Subtenant","2015","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"Subtenant","2015","Couple + C. GT 16 ","Rural Area","6","","","","3"
"Subtenant","2015","Couple + C. LE and GT 16","Urban Area","5","","","","3"
"Tenant","2015","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2015","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2015","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2015","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2015","Single parent ","Urban Area","","","","","4"
"Tenant","2015","Single parent ","Rural Area","","","","","4"
"Tenant","2015","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2015","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2015","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2015","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2015","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2015","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2016","(Married) couple without C. ","Urban Area","2211","0.454228676727238","0.439957707470639","0.468499645983838","2"
"Main tenant","2016","1-pers.-HH","Urban Area","1702","0.681976464360819","0.663410218805117","0.700542709916521","2"
"Main tenant","2016","1-pers.-HH","Rural Area","662","0.600838587927901","0.571522644031301","0.630154531824501","2"
"Main tenant","2016","(Married) couple without C. ","Rural Area","1018","0.3391829736691","0.321423732647867","0.356942214690334","2"
"Main tenant","2016","Single parent ","Urban Area","1146","0.695834847168039","0.672909772979977","0.7187599213561","2"
"Main tenant","2016","Single parent ","Rural Area","511","0.598504380412874","0.563902876575063","0.633105884250684","2"
"Main tenant","2016","Couple + C. LE 16 ","Urban Area","2100","0.504730953118375","0.488929609629681","0.520532296607069","2"
"Main tenant","2016","Couple + C. LE 16 ","Rural Area","844","0.409439553240429","0.387856514535078","0.43102259194578","2"
"Main tenant","2016","Couple + C. GT 16 ","Rural Area","272","0.297583072076143","0.269160950362811","0.326005193789474","2"
"Main tenant","2016","Couple + C. LE and GT 16","Urban Area","729","0.449866072096739","0.42475742830723","0.474974715886247","2"
"Main tenant","2016","Couple + C. GT 16 ","Urban Area","667","0.269742703727812","0.249807190326704","0.28967821712892","2"
"Main tenant","2016","Couple + C. LE and GT 16","Rural Area","212","0.262560794614131","0.232332479628473","0.29278910959979","2"
"Owner","2016","1-pers.-HH","Urban Area","590","0.267850750742347","0.250196226829578","0.285505274655115","1"
"Owner","2016","1-pers.-HH","Rural Area","346","0.346889733532042","0.318396635189266","0.375382831874818","1"
"Owner","2016","(Married) couple without C. ","Urban Area","2416","0.530887706774328","0.516583934699083","0.545191478849573","1"
