"hgowner","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"2","2012","66 and older","direct migration background","247","0.648820025321797","0.602671888193459","0.694968162450135"
"2","2012","66 and older","indirect migration background","1","","",""
"3","2012","16-34 y.","no migration background","136","0.040912434998133","0.0355699070649474","0.0462549629313187"
"3","2012","16-34 y.","direct migration background","3","","",""
"3","2012","16-34 y.","indirect migration background","15","","",""
"3","2012","35-65 y.","no migration background","126","0.0137408860229387","0.0117918877490756","0.0156898842968019"
"3","2012","35-65 y.","direct migration background","12","","",""
"3","2012","35-65 y.","indirect migration background","2","","",""
"3","2012","66 and older","no migration background","59","0.0137268198046366","0.0104505113813695","0.0170031282279038"
"3","2012","66 and older","direct migration background","4","","",""
"3","2012","66 and older","indirect migration background","","","",""
"4","2012","16-34 y.","no migration background","","","",""
"4","2012","16-34 y.","direct migration background","","","",""
"4","2012","16-34 y.","indirect migration background","","","",""
"4","2012","35-65 y.","no migration background","4","","",""
"4","2012","35-65 y.","direct migration background","","","",""
"4","2012","35-65 y.","indirect migration background","","","",""
"4","2012","66 and older","no migration background","2","","",""
"4","2012","66 and older","direct migration background","","","",""
"4","2012","66 and older","indirect migration background","","","",""
"5","2012","16-34 y.","no migration background","","","",""
"5","2012","16-34 y.","direct migration background","","","",""
"5","2012","16-34 y.","indirect migration background","","","",""
"5","2012","35-65 y.","no migration background","3","","",""
"5","2012","35-65 y.","direct migration background","","","",""
"5","2012","35-65 y.","indirect migration background","","","",""
"5","2012","66 and older","no migration background","32","0.00885191404557888","0.00621443469749369","0.0114893933936641"
"5","2012","66 and older","direct migration background","1","","",""
"5","2012","66 and older","indirect migration background","1","","",""
"1","2013","16-34 y.","no migration background","1928","0.393768103490548","0.380217348891943","0.407318858089153"
"1","2013","16-34 y.","direct migration background","387","0.174255519329874","0.157423525338155","0.191087513321593"
"1","2013","16-34 y.","indirect migration background","438","0.269086638738687","0.246606110491562","0.291567166985812"
"1","2013","35-65 y.","no migration background","7577","0.577358535010528","0.568867345015566","0.58584972500549"
"1","2013","35-65 y.","direct migration background","1285","0.363467859006386","0.348613752438233","0.378321965574539"
"1","2013","35-65 y.","indirect migration background","293","0.408641956498408","0.373151541416147","0.444132371580669"
"1","2013","66 and older","no migration background","2794","0.588175932342433","0.574037614685003","0.602314249999864"
"1","2013","66 and older","direct migration background","168","0.38362307343581","0.338695042947401","0.428551103924218"
"1","2013","66 and older","indirect migration background","3","","",""
"2","2013","16-34 y.","no migration background","2953","0.577407264945445","0.563707094910563","0.591107434980327"
"2","2013","16-34 y.","direct migration background","1537","0.809521577977309","0.792097228890093","0.826945927064526"
"2","2013","16-34 y.","indirect migration background","1028","0.707335895282971","0.684272402768671","0.73039938779727"
"2","2013","35-65 y.","no migration background","5297","0.407480021407874","0.399033762863686","0.415926279952063"
"2","2013","35-65 y.","direct migration background","2709","0.627509082911111","0.612578690857112","0.64243947496511"
"2","2013","35-65 y.","indirect migration background","437","0.568599159789852","0.532842417270187","0.604355902309517"
"2","2013","66 and older","no migration background","1767","0.387207741147397","0.373214545729724","0.40120093656507"
"2","2013","66 and older","direct migration background","277","0.607034973064252","0.561909097558964","0.652160848569539"
"2","2013","66 and older","indirect migration background","1","","",""
"3","2013","16-34 y.","no migration background","113","0.0288246315640072","0.0241842410112799","0.0334650221167345"
"3","2013","16-34 y.","direct migration background","27","","",""
"3","2013","16-34 y.","indirect migration background","29","","",""
"3","2013","35-65 y.","no migration background","124","0.0146880289571267","0.0126201345836517","0.0167559233306016"
"3","2013","35-65 y.","direct migration background","34","0.00902305808250324","0.00610286201835967","0.0119432541466468"
"3","2013","35-65 y.","indirect migration background","7","","",""
"3","2013","66 and older","no migration background","50","0.0134431838200201","0.0101349182306245","0.0167514494094157"
"3","2013","66 and older","direct migration background","5","","",""
"3","2013","66 and older","indirect migration background","","","",""
"4","2013","16-34 y.","no migration background","","","",""
"4","2013","16-34 y.","direct migration background","","","",""
"4","2013","16-34 y.","indirect migration background","","","",""
"4","2013","35-65 y.","no migration background","2","","",""
"4","2013","35-65 y.","direct migration background","","","",""
"4","2013","35-65 y.","indirect migration background","","","",""
"4","2013","66 and older","no migration background","1","","",""
"4","2013","66 and older","direct migration background","","","",""
"4","2013","66 and older","indirect migration background","","","",""
"5","2013","16-34 y.","no migration background","","","",""
"5","2013","16-34 y.","direct migration background","","","",""
"5","2013","16-34 y.","indirect migration background","","","",""
"5","2013","35-65 y.","no migration background","1","","",""
"5","2013","35-65 y.","direct migration background","","","",""
"5","2013","35-65 y.","indirect migration background","","","",""
"5","2013","66 and older","no migration background","43","0.0110551703811419","0.0080514672960226","0.0140588734662612"
"5","2013","66 and older","direct migration background","","","",""
"5","2013","66 and older","indirect migration background","1","","",""
"1","2014","16-34 y.","no migration background","1687","0.373475175806721","0.35926115653333","0.387689195080112"
"1","2014","16-34 y.","direct migration background","334","0.194084136527657","0.173845888866519","0.214322384188795"
"1","2014","16-34 y.","indirect migration background","372","0.305015892560959","0.279441101975619","0.330590683146299"
"1","2014","35-65 y.","no migration background","6838","0.570654737038273","0.561669956137622","0.579639517938923"
"1","2014","35-65 y.","direct migration background","1119","0.365468113435065","0.348970293482818","0.381965933387312"
"1","2014","35-65 y.","indirect migration background","282","0.393196352903004","0.356563851846414","0.429828853959595"
"1","2014","66 and older","no migration background","2739","0.589325854421916","0.575051736343077","0.603599972500755"
"1","2014","66 and older","direct migration background","160","0.369697370466309","0.324695071903259","0.414699669029359"
"1","2014","66 and older","indirect migration background","3","","",""
"2","2014","16-34 y.","no migration background","2644","0.592563858670937","0.578125619120923","0.607002098220951"
"2","2014","16-34 y.","direct migration background","1110","0.78043018608227","0.759247239037623","0.801613133126918"
"2","2014","16-34 y.","indirect migration background","850","0.671807667775779","0.645725114173403","0.697890221378154"
"2","2014","35-65 y.","no migration background","4708","0.415861672794742","0.406915243390742","0.424808102198741"
"2","2014","35-65 y.","direct migration background","2135","0.62349055604578","0.606891707388097","0.640089404703462"
"2","2014","35-65 y.","indirect migration background","397","0.591126916405858","0.554256981788039","0.627996851023677"
"2","2014","66 and older","no migration background","1733","0.385926636506222","0.371801737098826","0.400051535913618"
"2","2014","66 and older","direct migration background","277","0.615431647722853","0.570077851979765","0.660785443465941"
"2","2014","66 and older","indirect migration background","1","","",""
"3","2014","16-34 y.","no migration background","118","0.033960965522342","0.028638605600017","0.0392833254446671"
"3","2014","16-34 y.","direct migration background","21","","",""
"3","2014","16-34 y.","indirect migration background","23","","",""
"3","2014","35-65 y.","no migration background","112","0.0130261655155768","0.0109680082542351","0.0150843227769184"
"3","2014","35-65 y.","direct migration background","18","","",""
"3","2014","35-65 y.","indirect migration background","4","","",""
"3","2014","66 and older","no migration background","51","0.0143155236256532","0.0108688875129828","0.0177621597383236"
"3","2014","66 and older","direct migration background","5","","",""
"3","2014","66 and older","indirect migration background","","","",""
"4","2014","16-34 y.","no migration background","","","",""
"4","2014","16-34 y.","direct migration background","","","",""
"4","2014","16-34 y.","indirect migration background","","","",""
"4","2014","35-65 y.","no migration background","","","",""
"4","2014","35-65 y.","direct migration background","","","",""
"4","2014","35-65 y.","indirect migration background","","","",""
"4","2014","66 and older","no migration background","3","","",""
"4","2014","66 and older","direct migration background","","","",""
"4","2014","66 and older","indirect migration background","","","",""
"5","2014","16-34 y.","no migration background","","","",""
"5","2014","16-34 y.","direct migration background","2","","",""
"5","2014","16-34 y.","indirect migration background","","","",""
"5","2014","35-65 y.","no migration background","1","","",""
"5","2014","35-65 y.","direct migration background","1","","",""
"5","2014","35-65 y.","indirect migration background","","","",""
"5","2014","66 and older","no migration background","37","0.0096997692282177","0.00685604814588491","0.0125434903105505"
"5","2014","66 and older","direct migration background","","","",""
"5","2014","66 and older","indirect migration background","1","","",""
"1","2015","16-34 y.","no migration background","1566","0.374434091717318","0.359711103903785","0.389157079530851"
"1","2015","16-34 y.","direct migration background","313","0.172828472310919","0.156303243185239","0.189353701436598"
"1","2015","16-34 y.","indirect migration background","342","0.311661112802274","0.284523258346274","0.338798967258274"
"1","2015","35-65 y.","no migration background","6432","0.569141090411635","0.559899688790739","0.578382492032531"
"1","2015","35-65 y.","direct migration background","1113","0.356300504138427","0.340542322999106","0.372058685277747"
"1","2015","35-65 y.","indirect migration background","286","0.382984362638478","0.346554406654824","0.419414318622131"
"1","2015","66 and older","no migration background","2715","0.598301528315271","0.584019135877707","0.612583920752835"
"1","2015","66 and older","direct migration background","171","0.420125855570627","0.373901846141052","0.466349865000203"
"1","2015","66 and older","indirect migration background","3","","",""
"2","2015","16-34 y.","no migration background","2481","0.592375715835827","0.577427120960285","0.607324310711368"
"2","2015","16-34 y.","direct migration background","1636","0.782403787974732","0.764370156380361","0.800437419569103"
"2","2015","16-34 y.","indirect migration background","757","0.662088140352788","0.634374557905172","0.689801722800404"
"2","2015","35-65 y.","no migration background","4500","0.419359854816946","0.410150964694258","0.428568744939635"
"2","2015","35-65 y.","direct migration background","2389","0.627437883631725","0.611528952567273","0.643346814696177"
"2","2015","35-65 y.","indirect migration background","391","0.597612178247559","0.56086261569426","0.634361740800858"
"2","2015","66 and older","no migration background","1717","0.377895007825525","0.363769364476558","0.392020651174492"
"2","2015","66 and older","direct migration background","258","0.562461090145949","0.516002543673529","0.60891963661837"
"2","2015","66 and older","indirect migration background","1","","",""
"3","2015","16-34 y.","no migration background","104","0.0331901924468552","0.0277408119473383","0.0386395729463722"
"3","2015","16-34 y.","direct migration background","61","0.0446194042178608","0.0355955484037311","0.0536432600319906"
"3","2015","16-34 y.","indirect migration background","20","","",""
"3","2015","35-65 y.","no migration background","96","0.0108402899967131","0.00890781450691142","0.0127727654865147"
"3","2015","35-65 y.","direct migration background","45","0.0160301234754624","0.0118975972268064","0.0201626497241183"
"3","2015","35-65 y.","indirect migration background","7","","",""
"3","2015","66 and older","no migration background","53","0.0130779238620077","0.00976812463374464","0.0163877230902707"
"3","2015","66 and older","direct migration background","7","","",""
"3","2015","66 and older","indirect migration background","","","",""
"4","2015","16-34 y.","no migration background","","","",""
"4","2015","16-34 y.","direct migration background","","","",""
"4","2015","16-34 y.","indirect migration background","","","",""
"4","2015","35-65 y.","no migration background","","","",""
"4","2015","35-65 y.","direct migration background","","","",""
"4","2015","35-65 y.","indirect migration background","","","",""
"4","2015","66 and older","no migration background","","","",""
"4","2015","66 and older","direct migration background","","","",""
"4","2015","66 and older","indirect migration background","","","",""
"5","2015","16-34 y.","no migration background","","","",""
"5","2015","16-34 y.","direct migration background","1","","",""
"5","2015","16-34 y.","indirect migration background","","","",""
"5","2015","35-65 y.","no migration background","2","","",""
"5","2015","35-65 y.","direct migration background","1","","",""
"5","2015","35-65 y.","indirect migration background","","","",""
"5","2015","66 and older","no migration background","41","0.0107255399971964","0.00772458973045388","0.0137264902639389"
"5","2015","66 and older","direct migration background","2","","",""
"5","2015","66 and older","indirect migration background","1","","",""
"1","2016","16-34 y.","no migration background","1481","0.373374544926658","0.357934314208255","0.388814775645061"
"1","2016","16-34 y.","direct migration background","237","0.147994172610342","0.12949892906607","0.166489416154614"
"1","2016","16-34 y.","indirect migration background","306","0.305242778404163","0.277091976704341","0.333393580103985"
"1","2016","35-65 y.","no migration background","5954","0.572445603307305","0.562844728523502","0.582046478091107"
"1","2016","35-65 y.","direct migration background","1021","0.365555904505348","0.348614055130427","0.382497753880269"
"1","2016","35-65 y.","indirect migration background","293","0.418272553977873","0.380525276586582","0.456019831369165"
"1","2016","66 and older","no migration background","2622","0.602555795052303","0.588049893266273","0.617061696838334"
"1","2016","66 and older","direct migration background","154","0.395018024310823","0.347466466583974","0.442569582037671"
"1","2016","66 and older","indirect migration background","3","","",""
"2","2016","16-34 y.","no migration background","2189","0.58141033572642","0.565662784121679","0.597157887331162"
"2","2016","16-34 y.","direct migration background","1138","0.820177026324948","0.800174131471359","0.840179921178537"
"2","2016","16-34 y.","indirect migration background","695","0.64877126943641","0.619590794558197","0.677951744314624"
"2","2016","35-65 y.","no migration background","4140","0.413616925765439","0.404059567430837","0.423174284100041"
"2","2016","35-65 y.","direct migration background","2051","0.622036565417594","0.604978880599878","0.639094250235309"
"2","2016","35-65 y.","indirect migration background","358","0.574504909764376","0.536670207543943","0.612339611984808"
"2","2016","66 and older","no migration background","1666","0.371400189277456","0.357077776117482","0.385722602437429"
"2","2016","66 and older","direct migration background","244","0.57863987859895","0.530609504425738","0.626670252772163"
"2","2016","66 and older","indirect migration background","1","","",""
"3","2016","16-34 y.","no migration background","100","0.0452151193469214","0.038582699300716","0.0518475393931268"
"3","2016","16-34 y.","direct migration background","40","0.0316134796301384","0.0225001520297212","0.0407268072305555"
"3","2016","16-34 y.","indirect migration background","27","","",""
"3","2016","35-65 y.","no migration background","102","0.0128514773097404","0.0106656503309164","0.0150373042885644"
"3","2016","35-65 y.","direct migration background","31","0.012167511468899","0.00831068792534238","0.0160243350124556"
"3","2016","35-65 y.","indirect migration background","5","","",""
"3","2016","66 and older","no migration background","46","0.0140543422206248","0.0105650305271406","0.017543653914109"
"3","2016","66 and older","direct migration background","6","","",""
"3","2016","66 and older","indirect migration background","","","",""
"4","2016","16-34 y.","no migration background","","","",""
"4","2016","16-34 y.","direct migration background","","","",""
"4","2016","16-34 y.","indirect migration background","","","",""
"4","2016","35-65 y.","no migration background","","","",""
"4","2016","35-65 y.","direct migration background","","","",""
"4","2016","35-65 y.","indirect migration background","","","",""
"4","2016","66 and older","no migration background","","","",""
"4","2016","66 and older","direct migration background","","","",""
"4","2016","66 and older","indirect migration background","","","",""
"5","2016","16-34 y.","no migration background","","","",""
"5","2016","16-34 y.","direct migration background","1","","",""
"5","2016","16-34 y.","indirect migration background","","","",""
"5","2016","35-65 y.","no migration background","4","","",""
"5","2016","35-65 y.","direct migration background","1","","",""
"5","2016","35-65 y.","indirect migration background","","","",""
"5","2016","66 and older","no migration background","38","0.0119896734496159","0.00876346493023287","0.0152158819689989"
"5","2016","66 and older","direct migration background","2","","",""
"5","2016","66 and older","indirect migration background","","","",""
"1","2017","16-34 y.","no migration background","1734","0.360686688270775","0.346584227006997","0.374789149534554"
"1","2017","16-34 y.","direct migration background","192","0.104480207801114","0.0936618138788084","0.11529860172342"
"1","2017","16-34 y.","indirect migration background","328","0.303085179409808","0.275913189470876","0.330257169348739"
"1","2017","35-65 y.","no migration background","6814","0.572833998459794","0.56385572299147","0.581812273928117"
"1","2017","35-65 y.","direct migration background","1061","0.37465814133968","0.360655238176892","0.388661044502467"
"1","2017","35-65 y.","indirect migration background","323","0.417454055684727","0.38153307029427","0.453375041075184"
"1","2017","66 and older","no migration background","2787","0.611110090472471","0.596996216761186","0.625223964183756"
"1","2017","66 and older","direct migration background","156","0.3943424731726","0.349486941677943","0.439198004667257"
"1","2017","66 and older","indirect migration background","12","","",""
"2","2017","16-34 y.","no migration background","2575","0.59772297751326","0.583322212169182","0.612123742857337"
"2","2017","16-34 y.","direct migration background","2352","0.803287605562054","0.789228438933821","0.817346772190287"
"2","2017","16-34 y.","indirect migration background","747","0.668839091215022","0.641014448161419","0.696663734268624"
"2","2017","35-65 y.","no migration background","4720","0.410109262927517","0.401182052518993","0.41903647333604"
"2","2017","35-65 y.","direct migration background","3237","0.603678932479564","0.589528544823515","0.617829320135613"
"2","2017","35-65 y.","indirect migration background","391","0.554823448512353","0.518622299752676","0.59102459727203"
"2","2017","66 and older","no migration background","1678","0.357345610988354","0.34347146923136","0.371219752745348"
"2","2017","66 and older","direct migration background","280","0.574029919570668","0.528643859638728","0.619415979502608"
"2","2017","66 and older","indirect migration background","4","","",""
"3","2017","16-34 y.","no migration background","144","0.0415463500473247","0.0356859808036686","0.0474067192909808"
"3","2017","16-34 y.","direct migration background","121","0.0456579270429198","0.0382751744817716","0.0530406796040679"
"3","2017","16-34 y.","indirect migration background","24","","",""
"3","2017","35-65 y.","no migration background","124","0.016308781942696","0.0140098804966064","0.0186076833887856"
"3","2017","35-65 y.","direct migration background","88","0.0128679035191499","0.00960741043895611","0.0161283965993438"
"3","2017","35-65 y.","indirect migration background","10","","",""
"3","2017","66 and older","no migration background","71","0.0179466170560352","0.0141030717174394","0.0217901623946309"
"3","2017","66 and older","direct migration background","11","","",""
"3","2017","66 and older","indirect migration background","","","",""
"4","2017","16-34 y.","no migration background","","","",""
"4","2017","16-34 y.","direct migration background","","","",""
"4","2017","16-34 y.","indirect migration background","","","",""
"4","2017","35-65 y.","no migration background","","","",""
"4","2017","35-65 y.","direct migration background","","","",""
"4","2017","35-65 y.","indirect migration background","","","",""
"4","2017","66 and older","no migration background","","","",""
"4","2017","66 and older","direct migration background","","","",""
"4","2017","66 and older","indirect migration background","","","",""
"5","2017","16-34 y.","no migration background","1","","",""
"5","2017","16-34 y.","direct migration background","406","0.0465742595939116","0.0391213715234462","0.0540271476643769"
"5","2017","16-34 y.","indirect migration background","","","",""
"5","2017","35-65 y.","no migration background","3","","",""
"5","2017","35-65 y.","direct migration background","204","0.00879502266160613","0.00609391455236976","0.0114961307708425"
"5","2017","35-65 y.","indirect migration background","","","",""
"5","2017","66 and older","no migration background","47","0.01359768148314","0.0102446885620544","0.0169506744042256"
"5","2017","66 and older","direct migration background","9","","",""
"5","2017","66 and older","indirect migration background","","","",""
"1","2018","16-34 y.","no migration background","1637","0.369849244194866","0.355459938241681","0.38423855014805"
"1","2018","16-34 y.","direct migration background","172","0.114030884280638","0.103551509900401","0.124510258660875"
"1","2018","16-34 y.","indirect migration background","325","0.338004088546355","0.309896585025254","0.366111592067456"
"1","2018","35-65 y.","no migration background","6321","0.572730402833885","0.563504872409301","0.581955933258469"
"1","2018","35-65 y.","direct migration background","991","0.368348440793215","0.354815057434758","0.381881824151672"
"1","2018","35-65 y.","indirect migration background","310","0.427785272473886","0.391418419498447","0.464152125449324"
"1","2018","66 and older","no migration background","2759","0.611945909647243","0.597854473843128","0.626037345451358"
"1","2018","66 and older","direct migration background","150","0.408400189559411","0.364609438812952","0.452190940305871"
"1","2018","66 and older","indirect migration background","11","","",""
"2","2018","16-34 y.","no migration background","2547","0.589879584143066","0.575219291972304","0.604539876313828"
"2","2018","16-34 y.","direct migration background","2731","0.781235994836346","0.767606057040421","0.794865932632271"
"2","2018","16-34 y.","indirect migration background","744","0.635142574779779","0.606538305983447","0.66374684357611"
"2","2018","35-65 y.","no migration background","4613","0.413899501011876","0.404714087169993","0.423084914853758"
"2","2018","35-65 y.","direct migration background","3598","0.609321253902224","0.595632269262792","0.623010238541656"
"2","2018","35-65 y.","indirect migration background","397","0.56114172853988","0.524665349702073","0.597618107377687"
"2","2018","66 and older","no migration background","1742","0.362964701235108","0.349059843809799","0.376869558660417"
"2","2018","66 and older","direct migration background","319","0.584322291854343","0.54041567191621","0.628228911792477"
"2","2018","66 and older","indirect migration background","9","","",""
"3","2018","16-34 y.","no migration background","140","0.0402711716620683","0.0344114545367239","0.0461308887874127"
"3","2018","16-34 y.","direct migration background","112","0.0367687847680771","0.0305640998730187","0.0429734696631354"
"3","2018","16-34 y.","indirect migration background","19","","",""
"3","2018","35-65 y.","no migration background","109","0.0129112402401815","0.0108058756455525","0.0150166048348104"
"3","2018","35-65 y.","direct migration background","66","0.0134728107981732","0.0102382016160616","0.0167074199802848"
"3","2018","35-65 y.","indirect migration background","4","","",""
"3","2018","66 and older","no migration background","42","0.0105562441483916","0.0076009353637058","0.0135115529330774"
"3","2018","66 and older","direct migration background","5","","",""
"3","2018","66 and older","indirect migration background","","","",""
"4","2018","16-34 y.","no migration background","","","",""
"4","2018","16-34 y.","direct migration background","","","",""
"4","2018","16-34 y.","indirect migration background","","","",""
"4","2018","35-65 y.","no migration background","","","",""
"4","2018","35-65 y.","direct migration background","","","",""
"4","2018","35-65 y.","indirect migration background","","","",""
"4","2018","66 and older","no migration background","1","","",""
"4","2018","66 and older","direct migration background","","","",""
"4","2018","66 and older","indirect migration background","","","",""
"5","2018","16-34 y.","no migration background","","","",""
"5","2018","16-34 y.","direct migration background","519","0.0679643361149391","0.0596663706445145","0.0762623015853637"
"5","2018","16-34 y.","indirect migration background","","","",""
"5","2018","35-65 y.","no migration background","2","","",""
"5","2018","35-65 y.","direct migration background","225","0.00885749450638784","0.00622866950447855","0.0114863195082971"
"5","2018","35-65 y.","indirect migration background","","","",""
"5","2018","66 and older","no migration background","50","0.0140132355563511","0.0106141871509842","0.0174122839617181"
"5","2018","66 and older","direct migration background","10","","",""
"5","2018","66 and older","indirect migration background","","","",""
"1","2019","16-34 y.","no migration background","1548","0.356389340671387","0.341675540500411","0.371103140842363"
"1","2019","16-34 y.","direct migration background","145","0.112065857077796","0.100423241088979","0.123708473066613"
"1","2019","16-34 y.","indirect migration background","298","0.356728515376793","0.326346787572513","0.387110243181072"
"1","2019","35-65 y.","no migration background","7161","0.582387620780874","0.57347851407371","0.591296727488039"
"1","2019","35-65 y.","direct migration background","1019","0.391809951459539","0.377582071314638","0.406037831604441"
"1","2019","35-65 y.","indirect migration background","385","0.440739784539059","0.406141231240268","0.475338337837851"
"1","2019","66 and older","no migration background","2927","0.605847253635634","0.591995569825679","0.619698937445589"
"1","2019","66 and older","direct migration background","159","0.421632791156549","0.376988268599009","0.46627731371409"
"1","2019","66 and older","indirect migration background","24","","",""
"2","2019","16-34 y.","no migration background","2377","0.596586347257088","0.581514626551681","0.611658067962496"
"2","2019","16-34 y.","direct migration background","2249","0.80496308628854","0.790338960047192","0.819587212529888"
"2","2019","16-34 y.","indirect migration background","630","0.609481340302219","0.578539402610853","0.640423277993585"
"2","2019","35-65 y.","no migration background","4495","0.405524479367972","0.396654615860269","0.414394342875674"
"2","2019","35-65 y.","direct migration background","3235","0.590361653289472","0.576028485513657","0.604694821065286"
"2","2019","35-65 y.","indirect migration background","391","0.544736566634152","0.510032169975355","0.579440963292948"
"2","2019","66 and older","no migration background","1740","0.364112234198667","0.350472792629673","0.377751675767661"
"2","2019","66 and older","direct migration background","297","0.55590359645855","0.51098382562311","0.60082336729399"
"2","2019","66 and older","indirect migration background","12","","",""
"3","2019","16-34 y.","no migration background","143","0.0465351897506631","0.0400638535126626","0.0530065259886636"
"3","2019","16-34 y.","direct migration background","130","0.0347116302207919","0.0279556311835156","0.0414676292580682"
"3","2019","16-34 y.","indirect migration background","27","","",""
"3","2019","35-65 y.","no migration background","113","0.0117695712105274","0.00982129358633463","0.0137178488347202"
"3","2019","35-65 y.","direct migration background","95","0.00980809816877093","0.00693576443268882","0.012680431904853"
"3","2019","35-65 y.","indirect migration background","15","","",""
"3","2019","66 and older","no migration background","61","0.0138559316132523","0.0105425094859728","0.0171693537405318"
"3","2019","66 and older","direct migration background","5","","",""
"3","2019","66 and older","indirect migration background","","","",""
"4","2019","16-34 y.","no migration background","","","",""
"4","2019","16-34 y.","direct migration background","","","",""
"4","2019","16-34 y.","indirect migration background","","","",""
"4","2019","35-65 y.","no migration background","","","",""
"4","2019","35-65 y.","direct migration background","","","",""
"4","2019","35-65 y.","indirect migration background","","","",""
"4","2019","66 and older","no migration background","","","",""
"4","2019","66 and older","direct migration background","","","",""
"4","2019","66 and older","indirect migration background","","","",""
"5","2019","16-34 y.","no migration background","2","","",""
"5","2019","16-34 y.","direct migration background","296","0.0482594264128726","0.0403494733432441","0.0561693794825011"
"5","2019","16-34 y.","indirect migration background","","","",""
"5","2019","35-65 y.","no migration background","2","","",""
"5","2019","35-65 y.","direct migration background","173","0.00802029708221783","0.00542055997708411","0.0106200341873515"
"5","2019","35-65 y.","indirect migration background","","","",""
"5","2019","66 and older","no migration background","53","0.0161845805524466","0.0126077673826576","0.0197613937222356"
"5","2019","66 and older","direct migration background","9","","",""
"5","2019","66 and older","indirect migration background","","","",""
