"hgowner","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"1","1998","35-65 y.","Not Employed","1014","0.524362362971597","0.503522291725986","0.545202434217208"
"1","1998","35-65 y.","Employed","2662","0.514370835404515","0.500972069955882","0.527769600853148"
"1","1998","66 and older","Not Employed","854","0.465235619610159","0.442401484126236","0.488069755094082"
"1","1998","66 and older","Employed","38","0.649682710441907","0.526906129542268","0.772459291341545"
"2","1998","16-34 y.","Not Employed","807","0.546913949424366","0.520838372909583","0.572989525939148"
"2","1998","16-34 y.","Employed","2202","0.618590368645926","0.602463720722738","0.634717016569114"
"2","1998","35-65 y.","Not Employed","1144","0.454160542507975","0.433383558749948","0.474937526266003"
"2","1998","35-65 y.","Employed","2565","0.459755217196531","0.446394404979655","0.473116029413407"
"2","1998","66 and older","Not Employed","932","0.498086407613238","0.475197045899966","0.520975769326511"
"2","1998","66 and older","Employed","18","","",""
"3","1998","16-34 y.","Not Employed","61","0.0517838787638862","0.0401764766694721","0.0633912808583003"
"3","1998","16-34 y.","Employed","161","0.0554150560341572","0.0478191235195304","0.0630109885487839"
"3","1998","35-65 y.","Not Employed","47","0.0203921540978833","0.0144941778867036","0.026290130309063"
"3","1998","35-65 y.","Employed","118","0.0258739473989539","0.021617834291297","0.0301300605066108"
"3","1998","66 and older","Not Employed","29","","",""
"3","1998","66 and older","Employed","2","","",""
"4","1998","16-34 y.","Not Employed","","","",""
"4","1998","16-34 y.","Employed","","","",""
"4","1998","35-65 y.","Not Employed","1","","",""
"4","1998","35-65 y.","Employed","","","",""
"4","1998","66 and older","Not Employed","18","","",""
"4","1998","66 and older","Employed","","","",""
"5","1998","16-34 y.","Not Employed","","","",""
"5","1998","16-34 y.","Employed","","","",""
"5","1998","35-65 y.","Not Employed","","","",""
"5","1998","35-65 y.","Employed","","","",""
"5","1998","66 and older","Not Employed","","","",""
"5","1998","66 and older","Employed","","","",""
"1","1999","16-34 y.","Not Employed","455","0.396981182491662","0.369356012416479","0.424606352566845"
"1","1999","16-34 y.","Employed","1137","0.339105614555904","0.323220984632639","0.354990244479169"
"1","1999","35-65 y.","Not Employed","904","0.501692783055824","0.479790793384625","0.523594772727022"
"1","1999","35-65 y.","Employed","2723","0.523793379309019","0.510365264898517","0.537221493719522"
"1","1999","66 and older","Not Employed","835","0.471241184726056","0.447927074628271","0.494555294823842"
"1","1999","66 and older","Employed","46","0.565471249713179","0.45253151743928","0.678410981987078"
"2","1999","16-34 y.","Not Employed","714","0.566848314316097","0.538870872466811","0.594825756165383"
"2","1999","16-34 y.","Employed","2157","0.620116615891823","0.603830954041265","0.636402277742382"
"2","1999","35-65 y.","Not Employed","1057","0.475996868227556","0.454120005413907","0.497873731041204"
"2","1999","35-65 y.","Employed","2489","0.455345504212887","0.441955879987204","0.46873512843857"
"2","1999","66 and older","Not Employed","869","0.488123472170776","0.464777290179978","0.511469654161574"
"2","1999","66 and older","Employed","27","","",""
"3","1999","16-34 y.","Not Employed","36","0.0361705031922406","0.0256282862406169","0.0467127201438644"
"3","1999","16-34 y.","Employed","116","0.0405338365824031","0.0339167431381353","0.047150930026671"
"3","1999","35-65 y.","Not Employed","40","0.021118866854401","0.0148206684212207","0.0274170652875812"
"3","1999","35-65 y.","Employed","102","0.0208611164780936","0.0170184894003228","0.0247037435558645"
"3","1999","66 and older","Not Employed","34","0.0219556553284475","0.0151114837519813","0.0287998269049138"
"3","1999","66 and older","Employed","1","","",""
"4","1999","16-34 y.","Not Employed","","","",""
"4","1999","16-34 y.","Employed","","","",""
"4","1999","35-65 y.","Not Employed","","","",""
"4","1999","35-65 y.","Employed","","","",""
"4","1999","66 and older","Not Employed","","","",""
"4","1999","66 and older","Employed","","","",""
"5","1999","16-34 y.","Not Employed","","","",""
"5","1999","16-34 y.","Employed","2","","",""
"5","1999","35-65 y.","Not Employed","1","","",""
"5","1999","35-65 y.","Employed","","","",""
"5","1999","66 and older","Not Employed","23","","",""
"5","1999","66 and older","Employed","","","",""
"1","2000","16-34 y.","Not Employed","775","0.402591559860526","0.380134475714461","0.425048644006591"
"1","2000","16-34 y.","Employed","1875","0.31464327805661","0.30215663346816","0.32712992264506"
"1","2000","35-65 y.","Not Employed","1974","0.521167325755256","0.505157272782679","0.537177378727833"
"1","2000","35-65 y.","Employed","5464","0.529110385973028","0.519196963668911","0.539023808277145"
"1","2000","66 and older","Not Employed","1861","0.494028796021326","0.477458155070537","0.510599436972116"
"1","2000","66 and older","Employed","99","0.64524480636448","0.566828440363853","0.723661172365107"
"2","2000","16-34 y.","Not Employed","1025","0.574550504326465","0.551910658344129","0.597190350308801"
"2","2000","16-34 y.","Employed","3290","0.652534065135186","0.639730353215651","0.665337777054721"
"2","2000","35-65 y.","Not Employed","1731","0.468682201148517","0.452689246608644","0.484675155688389"
"2","2000","35-65 y.","Employed","4176","0.458483066838073","0.448587092074346","0.4683790416018"
"2","2000","66 and older","Not Employed","1568","0.478981555644865","0.462424381414368","0.495538729875362"
"2","2000","66 and older","Employed","43","0.347135561605995","0.269109240250547","0.425161882961443"
"3","2000","16-34 y.","Not Employed","32","0.0228579358130087","0.01601436578805","0.0297015058379673"
"3","2000","16-34 y.","Employed","148","0.0328226568082043","0.0280317457748748","0.0376135678415339"
"3","2000","35-65 y.","Not Employed","34","0.0098719817399433","0.00670343486270273","0.0130405286171839"
"3","2000","35-65 y.","Employed","98","0.0121297022124566","0.00995567016649661","0.0143037342584166"
"3","2000","66 and older","Not Employed","37","0.0140525240695889","0.0101512691121291","0.0179537790270488"
"3","2000","66 and older","Employed","1","","",""
"4","2000","16-34 y.","Not Employed","","","",""
"4","2000","16-34 y.","Employed","","","",""
"4","2000","35-65 y.","Not Employed","","","",""
"4","2000","35-65 y.","Employed","","","",""
"4","2000","66 and older","Not Employed","","","",""
"4","2000","66 and older","Employed","","","",""
"5","2000","16-34 y.","Not Employed","","","",""
"5","2000","16-34 y.","Employed","","","",""
"5","2000","35-65 y.","Not Employed","1","","",""
"5","2000","35-65 y.","Employed","1","","",""
"5","2000","66 and older","Not Employed","31","0.0129371242642198","0.0091917815919195","0.0166824669365201"
"5","2000","66 and older","Employed","","","",""
"1","2001","16-34 y.","Not Employed","691","0.404001655014718","0.379987903741444","0.428015406287991"
"1","2001","16-34 y.","Employed","1691","0.325589749027084","0.312187382530454","0.338992115523714"
"1","2001","35-65 y.","Not Employed","1686","0.504731251802562","0.487523458647495","0.521939044957629"
"1","2001","35-65 y.","Employed","5075","0.524149360741434","0.513874223461436","0.534424498021432"
"1","2001","66 and older","Not Employed","1777","0.507535361539097","0.490457288895422","0.524613434182772"
"1","2001","66 and older","Employed","100","0.613968832936397","0.536827573816669","0.691110092056125"
"2","2001","16-34 y.","Not Employed","887","0.576505787034142","0.552324941396679","0.600686632671606"
"2","2001","16-34 y.","Employed","2854","0.640920342769614","0.62719947825318","0.654641207286048"
"2","2001","35-65 y.","Not Employed","1521","0.479247353551014","0.462053618853795","0.496441088248233"
"2","2001","35-65 y.","Employed","3913","0.461847977755352","0.451590825889992","0.472105129620712"
"2","2001","66 and older","Not Employed","1450","0.463961593411426","0.44692600466976","0.480997182153091"
"2","2001","66 and older","Employed","51","0.372614807863623","0.296002320521834","0.449227295205412"
"3","2001","16-34 y.","Not Employed","26","","",""
"3","2001","16-34 y.","Employed","148","0.0333577802736453","0.0282218928146014","0.0384936677326892"
"3","2001","35-65 y.","Not Employed","33","0.0149787301326294","0.010798165722102","0.0191592945431569"
"3","2001","35-65 y.","Employed","86","0.0137125333048257","0.0113198491198213","0.0161052174898301"
"3","2001","66 and older","Not Employed","34","0.0131937558095369","0.00929596665249951","0.0170915449665743"
"3","2001","66 and older","Employed","2","","",""
"4","2001","16-34 y.","Not Employed","","","",""
"4","2001","16-34 y.","Employed","","","",""
"4","2001","35-65 y.","Not Employed","","","",""
"4","2001","35-65 y.","Employed","","","",""
"4","2001","66 and older","Not Employed","1","","",""
"4","2001","66 and older","Employed","","","",""
"5","2001","16-34 y.","Not Employed","","","",""
"5","2001","16-34 y.","Employed","3","","",""
"5","2001","35-65 y.","Not Employed","3","","",""
"5","2001","35-65 y.","Employed","1","","",""
"5","2001","66 and older","Not Employed","30","0.0143055804518337","0.0102491683593966","0.0183619925442709"
"5","2001","66 and older","Employed","","","",""
"1","2002","16-34 y.","Not Employed","791","0.39747929195971","0.373923426207068","0.421035157712353"
"1","2002","16-34 y.","Employed","1715","0.318209968309791","0.304643178526085","0.331776758093498"
"1","2002","35-65 y.","Not Employed","1762","0.513424394015527","0.496144599628059","0.530704188402994"
"1","2002","35-65 y.","Employed","6029","0.528762824222816","0.519035488396156","0.538490160049475"
"1","2002","66 and older","Not Employed","1852","0.513178676199442","0.496468638777276","0.529888713621608"
"1","2002","66 and older","Employed","139","0.620671200103895","0.554086919348142","0.687255480859649"
"2","2002","16-34 y.","Not Employed","830","0.578931145664132","0.555165706473991","0.602696584854273"
"2","2002","16-34 y.","Employed","2676","0.651834120551956","0.637958368499345","0.665709872604567"
"2","2002","35-65 y.","Not Employed","1413","0.468549392460959","0.451297597086639","0.485801187835279"
"2","2002","35-65 y.","Employed","3988","0.456428394556826","0.446721989988753","0.466134799124899"
"2","2002","66 and older","Not Employed","1517","0.461795924025933","0.445128945960336","0.47846290209153"
"2","2002","66 and older","Employed","61","0.358590921528535","0.292779661826623","0.424402181230447"
"3","2002","16-34 y.","Not Employed","37","0.0235895623761574","0.01628436462732","0.0308947601249949"
"3","2002","16-34 y.","Employed","134","0.0293916078032303","0.0244720216000227","0.0343111940064379"
"3","2002","35-65 y.","Not Employed","39","0.0180262135235139","0.0134265362901777","0.02262589075685"
"3","2002","35-65 y.","Employed","98","0.0145270413851798","0.0121954382885755","0.0168586444817842"
"3","2002","66 and older","Not Employed","38","0.0114598924389757","0.00790156636579115","0.0150182185121603"
"3","2002","66 and older","Employed","4","","",""
"4","2002","16-34 y.","Not Employed","","","",""
"4","2002","16-34 y.","Employed","","","",""
"4","2002","35-65 y.","Not Employed","","","",""
"4","2002","35-65 y.","Employed","","","",""
"4","2002","66 and older","Not Employed","1","","",""
"4","2002","66 and older","Employed","","","",""
"5","2002","16-34 y.","Not Employed","","","",""
"5","2002","16-34 y.","Employed","3","","",""
"5","2002","35-65 y.","Not Employed","","","",""
"5","2002","35-65 y.","Employed","1","","",""
"5","2002","66 and older","Not Employed","29","","",""
"5","2002","66 and older","Employed","","","",""
"1","2003","16-34 y.","Not Employed","799","0.386884275565788","0.363405608856588","0.410362942274988"
"1","2003","16-34 y.","Employed","1621","0.322540904912805","0.308459113868626","0.336622695956984"
"1","2003","35-65 y.","Not Employed","1690","0.495978109417638","0.478294775953546","0.51366144288173"
"1","2003","35-65 y.","Employed","5755","0.52437501835381","0.514403689931083","0.534346346776537"
"1","2003","66 and older","Not Employed","1895","0.518991164607403","0.502426562432752","0.535555766782055"
"1","2003","66 and older","Employed","148","0.63797118922399","0.572816294406026","0.703126084041954"
"2","2003","16-34 y.","Not Employed","816","0.588900811946296","0.565181283529103","0.612620340363488"
"2","2003","16-34 y.","Employed","2463","0.634472527479358","0.6199651009605","0.648979953998217"
"2","2003","35-65 y.","Not Employed","1334","0.482946104851166","0.46527248848482","0.500619721217512"
"2","2003","35-65 y.","Employed","3765","0.459447458537158","0.449497149279624","0.469397767794692"
"2","2003","66 and older","Not Employed","1517","0.447386321546718","0.43090178783131","0.463870855262126"
"2","2003","66 and older","Employed","60","0.360857677076813","0.295748574265433","0.425966779888193"
"3","2003","16-34 y.","Not Employed","38","0.0242149124879166","0.0168047077983902","0.0316251171774429"
"3","2003","16-34 y.","Employed","148","0.0429639539382833","0.0368553745043668","0.0490725333721999"
"3","2003","35-65 y.","Not Employed","46","0.0206446963632155","0.0156156855148515","0.0256737072115796"
"3","2003","35-65 y.","Employed","116","0.0161775231090315","0.013658604818108","0.018696441399955"
"3","2003","66 and older","Not Employed","51","0.019957348993329","0.0153207619729564","0.0245939360137016"
"3","2003","66 and older","Employed","1","","",""
"4","2003","16-34 y.","Not Employed","","","",""
"4","2003","16-34 y.","Employed","","","",""
"4","2003","35-65 y.","Not Employed","","","",""
"4","2003","35-65 y.","Employed","","","",""
"4","2003","66 and older","Not Employed","1","","",""
"4","2003","66 and older","Employed","","","",""
"5","2003","16-34 y.","Not Employed","","","",""
"5","2003","16-34 y.","Employed","1","","",""
"5","2003","35-65 y.","Not Employed","1","","",""
"5","2003","35-65 y.","Employed","","","",""
"5","2003","66 and older","Not Employed","31","0.0127576758669213","0.00903699718622488","0.0164783545476178"
"5","2003","66 and older","Employed","","","",""
"1","2004","16-34 y.","Not Employed","837","0.399811458641519","0.376484245565024","0.423138671718015"
"1","2004","16-34 y.","Employed","1486","0.309166327966927","0.294757705384018","0.323574950549836"
"1","2004","35-65 y.","Not Employed","1590","0.485179092154585","0.467107295879169","0.503250888430002"
"1","2004","35-65 y.","Employed","5607","0.519460051852553","0.5093232361229","0.529596867582206"
"1","2004","66 and older","Not Employed","1970","0.512913251643839","0.496562941926678","0.529263561360999"
"1","2004","66 and older","Employed","157","0.650970939988873","0.588963078029076","0.71297880194867"
"2","2004","16-34 y.","Not Employed","836","0.585283207150593","0.561822006679993","0.608744407621193"
"2","2004","16-34 y.","Employed","2315","0.646789332413254","0.631887559084358","0.661691105742151"
"2","2004","35-65 y.","Not Employed","1310","0.493029425708163","0.474951441955554","0.511107409460773"
"2","2004","35-65 y.","Employed","3615","0.464310055207612","0.454191429821105","0.474428680594119"
"2","2004","66 and older","Not Employed","1537","0.454778418154899","0.438489684975185","0.471067151334614"
"2","2004","66 and older","Employed","70","0.349029060011127","0.28702119805133","0.411036921970924"
"3","2004","16-34 y.","Not Employed","21","","",""
"3","2004","16-34 y.","Employed","150","0.0440191641865494","0.0376235079550025","0.0504148204180963"
"3","2004","35-65 y.","Not Employed","37","0.021296940974714","0.0160765109141547","0.0265173710352733"
"3","2004","35-65 y.","Employed","108","0.0161771439363013","0.0136175557048187","0.018736732167784"
"3","2004","66 and older","Not Employed","47","0.0162036929705113","0.0120735939562421","0.0203337919847805"
"3","2004","66 and older","Employed","","","",""
"4","2004","16-34 y.","Not Employed","","","",""
"4","2004","16-34 y.","Employed","1","","",""
"4","2004","35-65 y.","Not Employed","","","",""
"4","2004","35-65 y.","Employed","","","",""
"4","2004","66 and older","Not Employed","2","","",""
"4","2004","66 and older","Employed","","","",""
"5","2004","16-34 y.","Not Employed","","","",""
"5","2004","16-34 y.","Employed","","","",""
"5","2004","35-65 y.","Not Employed","1","","",""
"5","2004","35-65 y.","Employed","2","","",""
"5","2004","66 and older","Not Employed","34","0.0149672479337964","0.0109953582425474","0.0189391376250454"
"5","2004","66 and older","Employed","","","",""
"1","2005","16-34 y.","Not Employed","769","0.371297665630132","0.347806473645524","0.39478885761474"
"1","2005","16-34 y.","Employed","1405","0.309615769999446","0.294756688334218","0.324474851664673"
"1","2005","35-65 y.","Not Employed","1435","0.468321759237222","0.449541574495079","0.487101943979365"
"1","2005","35-65 y.","Employed","5383","0.509912277025649","0.499547471524062","0.520277082527236"
"1","2005","66 and older","Not Employed","1983","0.508056238415939","0.49170714971666","0.524405327115218"
"1","2005","66 and older","Employed","154","0.612347927718779","0.548967474030715","0.675728381406843"
"2","2005","16-34 y.","Not Employed","813","0.592315712467341","0.568423298991353","0.616208125943329"
"2","2005","16-34 y.","Employed","2173","0.644743232194116","0.629361700737926","0.660124763650306"
"2","2005","35-65 y.","Not Employed","1239","0.513484939342298","0.494673793610858","0.532296085073737"
"2","2005","35-65 y.","Employed","3442","0.470998905204861","0.460649515389101","0.481348295020621"
"2","2005","66 and older","Not Employed","1516","0.455824322646143","0.43953705482021","0.472111590472076"
"2","2005","66 and older","Employed","69","0.37632640363299","0.313303822410464","0.439348984855516"
"3","2005","16-34 y.","Not Employed","43","0.0363866219025277","0.0272823821128362","0.0454908616922192"
"3","2005","16-34 y.","Employed","141","0.0456409978064385","0.0389333777557123","0.0523486178571647"
"3","2005","35-65 y.","Not Employed","36","0.0171805028374762","0.0122899487608355","0.0220710569141169"
"3","2005","35-65 y.","Employed","109","0.0190315506261458","0.0161985862199963","0.0218645150322953"
"3","2005","66 and older","Not Employed","58","0.0202479219699156","0.0156418761606377","0.0248539677791935"
"3","2005","66 and older","Employed","4","","",""
"4","2005","16-34 y.","Not Employed","","","",""
"4","2005","16-34 y.","Employed","","","",""
"4","2005","35-65 y.","Not Employed","","","",""
"4","2005","35-65 y.","Employed","2","","",""
"4","2005","66 and older","Not Employed","","","",""
"4","2005","66 and older","Employed","","","",""
"5","2005","16-34 y.","Not Employed","","","",""
"5","2005","16-34 y.","Employed","","","",""
"5","2005","35-65 y.","Not Employed","2","","",""
"5","2005","35-65 y.","Employed","","","",""
"5","2005","66 and older","Not Employed","35","0.0158715169680023","0.0117844190118137","0.019958614924191"
"5","2005","66 and older","Employed","","","",""
"1","2006","16-34 y.","Not Employed","896","0.375585146243981","0.353194590688695","0.397975701799268"
"1","2006","16-34 y.","Employed","1347","0.300702218327069","0.285829782699018","0.31557465395512"
"1","2006","35-65 y.","Not Employed","1560","0.456690209814029","0.438563923197093","0.474816496430966"
"1","2006","35-65 y.","Employed","5806","0.515176417737404","0.505146160867211","0.525206674607597"
"1","2006","66 and older","Not Employed","2344","0.501339833801156","0.48622023750577","0.516459430096542"
"1","2006","66 and older","Employed","203","0.609177811894764","0.553116502027688","0.66523912176184"
"2","2006","16-34 y.","Not Employed","864","0.593664015255342","0.570955587969288","0.616372442541396"
"2","2006","16-34 y.","Employed","2162","0.651693324085611","0.63624130478511","0.667145343386112"
"2","2006","35-65 y.","Not Employed","1304","0.525308536377395","0.507137187497676","0.543479885257114"
"2","2006","35-65 y.","Employed","3629","0.470036115896672","0.460019270948875","0.480052960844468"
"2","2006","66 and older","Not Employed","1766","0.47046309634117","0.455369850451334","0.485556342231006"
"2","2006","66 and older","Employed","81","0.358253051150464","0.303162330724292","0.413343771576635"
"3","2006","16-34 y.","Not Employed","37","0.0307508385006765","0.0227686817754225","0.0387329952259306"
"3","2006","16-34 y.","Employed","143","0.04760445758732","0.040698638543208","0.054510276631432"
"3","2006","35-65 y.","Not Employed","36","0.0175945296548719","0.0128103393850642","0.0223787199246797"
"3","2006","35-65 y.","Employed","99","0.0143525844567629","0.0119654985484997","0.0167396703650261"
"3","2006","66 and older","Not Employed","47","0.014179650442873","0.0106044252495002","0.0177548756362457"
"3","2006","66 and older","Employed","7","","",""
"4","2006","16-34 y.","Not Employed","","","",""
"4","2006","16-34 y.","Employed","","","",""
"4","2006","35-65 y.","Not Employed","","","",""
"4","2006","35-65 y.","Employed","2","","",""
"4","2006","66 and older","Not Employed","","","",""
"4","2006","66 and older","Employed","","","",""
"5","2006","16-34 y.","Not Employed","","","",""
"5","2006","16-34 y.","Employed","","","",""
"5","2006","35-65 y.","Not Employed","1","","",""
"5","2006","35-65 y.","Employed","1","","",""
"5","2006","66 and older","Not Employed","44","0.0140174194148007","0.010462412863294","0.0175724259663073"
"5","2006","66 and older","Employed","","","",""
"1","2007","16-34 y.","Not Employed","847","0.399154270623741","0.375708583598069","0.422599957649414"
"1","2007","16-34 y.","Employed","1233","0.30360871258487","0.288141502609751","0.319075922559989"
"1","2007","35-65 y.","Not Employed","1346","0.458602352503821","0.439243459524347","0.477961245483295"
"1","2007","35-65 y.","Employed","5485","0.522664644672102","0.512313090506298","0.533016198837907"
"1","2007","66 and older","Not Employed","2325","0.508572152077778","0.493329023812323","0.523815280343234"
"1","2007","66 and older","Employed","171","0.514404130818479","0.455117539261418","0.57369072237554"
"2","2007","16-34 y.","Not Employed","792","0.577521219584141","0.553873051300094","0.601169387868188"
"2","2007","16-34 y.","Employed","2015","0.63379746985349","0.617591906889062","0.650003032817918"
"2","2007","35-65 y.","Not Employed","1162","0.520555844214326","0.501146678163559","0.539965010265093"
"2","2007","35-65 y.","Employed","3379","0.464405825199313","0.454069909762045","0.474741740636581"
"2","2007","66 and older","Not Employed","1708","0.458948721963949","0.443754823122247","0.474142620805651"
"2","2007","66 and older","Employed","101","0.48492202940128","0.42563779544775","0.54420626335481"
"3","2007","16-34 y.","Not Employed","37","0.0233245097921171","0.0160986007418571","0.0305504188423771"
"3","2007","16-34 y.","Employed","145","0.0605148097327202","0.052494262383973","0.0685353570814673"
"3","2007","35-65 y.","Not Employed","34","0.018433035767289","0.0132071176914777","0.0236589538431003"
"3","2007","35-65 y.","Employed","77","0.0125889404008599","0.010278335031956","0.0148995457697638"
"3","2007","66 and older","Not Employed","55","0.0179303519280063","0.0138842810539788","0.0219764228020339"
"3","2007","66 and older","Employed","1","","",""
"4","2007","16-34 y.","Not Employed","","","",""
"4","2007","16-34 y.","Employed","","","",""
"4","2007","35-65 y.","Not Employed","","","",""
"4","2007","35-65 y.","Employed","2","","",""
"4","2007","66 and older","Not Employed","","","",""
"4","2007","66 and older","Employed","","","",""
"5","2007","16-34 y.","Not Employed","","","",""
"5","2007","16-34 y.","Employed","2","","",""
"5","2007","35-65 y.","Not Employed","3","","",""
"5","2007","35-65 y.","Employed","1","","",""
"5","2007","66 and older","Not Employed","44","0.0145487740302661","0.0108978844261124","0.0181996636344198"
"5","2007","66 and older","Employed","","","",""
"1","2008","16-34 y.","Not Employed","724","0.384124630660976","0.35914132512577","0.409107936196182"
"1","2008","16-34 y.","Employed","1212","0.333680202875711","0.31728131399802","0.350079091753403"
"1","2008","35-65 y.","Not Employed","1204","0.453164504407799","0.432498841172724","0.473830167642874"
"1","2008","35-65 y.","Employed","5170","0.523358536879545","0.512718817452347","0.533998256306743"
"1","2008","66 and older","Not Employed","2327","0.521215213819653","0.505871767465235","0.53655866017407"
"1","2008","66 and older","Employed","206","0.649686750720371","0.594589220243257","0.704784281197485"
"2","2008","16-34 y.","Not Employed","691","0.559651109886475","0.534152028139102","0.585150191633848"
"2","2008","16-34 y.","Employed","1859","0.629953603686961","0.613162075760336","0.646745131613586"
"2","2008","35-65 y.","Not Employed","993","0.527271706129561","0.506545677737712","0.54799773452141"
"2","2008","35-65 y.","Employed","3199","0.460412729694539","0.449794817762353","0.471030641626725"
"2","2008","66 and older","Not Employed","1637","0.439958905543003","0.424712754756508","0.455205056329497"
"2","2008","66 and older","Employed","81","0.349707348192385","0.294631822719986","0.404782873664784"
"3","2008","16-34 y.","Not Employed","41","0.0562242594525492","0.04439210908069","0.0680564098244083"
"3","2008","16-34 y.","Employed","104","0.0349219084677834","0.028537244315303","0.0413065726202637"
"3","2008","35-65 y.","Not Employed","29","","",""
"3","2008","35-65 y.","Employed","94","0.0161803633564501","0.0134926281000418","0.0188680986128585"
"3","2008","66 and older","Not Employed","65","0.0235868825432195","0.0189256981768175","0.0282480669096215"
"3","2008","66 and older","Employed","1","","",""
"4","2008","16-34 y.","Not Employed","","","",""
"4","2008","16-34 y.","Employed","","","",""
"4","2008","35-65 y.","Not Employed","","","",""
"4","2008","35-65 y.","Employed","2","","",""
"4","2008","66 and older","Not Employed","","","",""
"4","2008","66 and older","Employed","","","",""
"5","2008","16-34 y.","Not Employed","","","",""
"5","2008","16-34 y.","Employed","1","","",""
"5","2008","35-65 y.","Not Employed","3","","",""
"5","2008","35-65 y.","Employed","","","",""
"5","2008","66 and older","Not Employed","43","0.0152389980941254","0.0114763999713394","0.0190015962169114"
"5","2008","66 and older","Employed","","","",""
"1","2009","16-34 y.","Not Employed","650","0.41381169467079","0.386788125479709","0.440835263861872"
"1","2009","16-34 y.","Employed","1091","0.320412793588249","0.3036221694747","0.337203417701799"
"1","2009","35-65 y.","Not Employed","1083","0.47509708439308","0.452858150912393","0.497336017873767"
"1","2009","35-65 y.","Employed","4881","0.527614951026152","0.516650444660755","0.538579457391549"
"1","2009","66 and older","Not Employed","2211","0.524949991216467","0.509285300732599","0.540614681700334"
"1","2009","66 and older","Employed","225","0.677052359326779","0.625414289543879","0.72869042910968"
"2","2009","16-34 y.","Not Employed","594","0.553679854659423","0.52640418890198","0.580955520416865"
"2","2009","16-34 y.","Employed","1748","0.630532317661242","0.613165061040365","0.647899574282118"
"2","2009","35-65 y.","Not Employed","815","0.497032895797445","0.474766719772299","0.519299071822591"
"2","2009","35-65 y.","Employed","2997","0.456630839039478","0.445690958545738","0.467570719533219"
"2","2009","66 and older","Not Employed","1595","0.442948433426799","0.427366638957744","0.458530227895853"
"2","2009","66 and older","Employed","84","0.305644761018359","0.254771198560941","0.356518323475776"
"3","2009","16-34 y.","Not Employed","32","0.0325084506697873","0.0227777417850261","0.0422391595545485"
"3","2009","16-34 y.","Employed","127","0.0476100592632343","0.0399479899090173","0.0552721286174513"
"3","2009","35-65 y.","Not Employed","35","0.0241424926327246","0.0173070359067825","0.0309779493586667"
"3","2009","35-65 y.","Employed","84","0.0157031067100246","0.0129726310249663","0.018433582395083"
"3","2009","66 and older","Not Employed","63","0.018884392128193","0.0146146191563052","0.0231541651000807"
"3","2009","66 and older","Employed","6","","",""
"4","2009","16-34 y.","Not Employed","","","",""
"4","2009","16-34 y.","Employed","","","",""
"4","2009","35-65 y.","Not Employed","","","",""
"4","2009","35-65 y.","Employed","2","","",""
"4","2009","66 and older","Not Employed","","","",""
"4","2009","66 and older","Employed","","","",""
"5","2009","16-34 y.","Not Employed","","","",""
"5","2009","16-34 y.","Employed","1","","",""
"5","2009","35-65 y.","Not Employed","4","","",""
"5","2009","35-65 y.","Employed","","","",""
"5","2009","66 and older","Not Employed","35","0.0132171832285417","0.00963478855087666","0.0167995779062067"
"5","2009","66 and older","Employed","","","",""
"1","2010","16-34 y.","Not Employed","886","0.394128785186964","0.374691617253022","0.413565953120906"
"1","2010","16-34 y.","Employed","1582","0.350715114478228","0.336806697580202","0.364623531376255"
"1","2010","35-65 y.","Not Employed","1302","0.462200406153699","0.443113304921134","0.481287507386264"
"1","2010","35-65 y.","Employed","6242","0.533570351221301","0.524155207902941","0.54298549453966"
"1","2010","66 and older","Not Employed","2189","0.539538107949254","0.52362544252698","0.555450773371528"
"1","2010","66 and older","Employed","200","0.567397124514157","0.511977041820898","0.622817207207417"
"2","2010","16-34 y.","Not Employed","1496","0.578539532812029","0.558898302317999","0.598180763306059"
"2","2010","16-34 y.","Employed","2802","0.607716378445718","0.593485445556874","0.621947311334563"
"2","2010","35-65 y.","Not Employed","1280","0.511496998788347","0.492360180037895","0.5306338175388"
"2","2010","35-65 y.","Employed","4435","0.451031529256735","0.441640457295812","0.460422601217657"
"2","2010","66 and older","Not Employed","1492","0.428336058267276","0.412538217213685","0.444133899320867"
"2","2010","66 and older","Employed","103","0.405756907294205","0.350828888424908","0.460684926163502"
"3","2010","16-34 y.","Not Employed","46","0.0273316820010066","0.0208462439624467","0.0338171200395666"
"3","2010","16-34 y.","Employed","135","0.0400160916799027","0.0343035139386241","0.0457286694211812"
"3","2010","35-65 y.","Not Employed","36","0.0238079503859775","0.0179715749879079","0.0296443257840471"
"3","2010","35-65 y.","Employed","103","0.0149514512978126","0.0126610662000995","0.0172418363955256"
"3","2010","66 and older","Not Employed","51","0.0178053816284465","0.0135834670634023","0.0220272961934906"
"3","2010","66 and older","Employed","4","","",""
"4","2010","16-34 y.","Not Employed","","","",""
"4","2010","16-34 y.","Employed","","","",""
"4","2010","35-65 y.","Not Employed","","","",""
"4","2010","35-65 y.","Employed","4","","",""
"4","2010","66 and older","Not Employed","3","","",""
"4","2010","66 and older","Employed","","","",""
"5","2010","16-34 y.","Not Employed","","","",""
"5","2010","16-34 y.","Employed","3","","",""
"5","2010","35-65 y.","Not Employed","3","","",""
"5","2010","35-65 y.","Employed","1","","",""
"5","2010","66 and older","Not Employed","34","0.0139584948045257","0.010213062819697","0.0177039267893544"
"5","2010","66 and older","Employed","","","",""
"1","2011","16-34 y.","Not Employed","1028","0.401786391832442","0.383137991485503","0.420434792179382"
