"hlf0094","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Reasonable","1989","Bavaria","293","0.378072858279595","0.343575589805454","0.412570126753736"
"Reasonable","1989","Berlin","6","","",""
"Reasonable","1989","Brandenburg","","","",""
"Reasonable","1989","Mecklenburg-Western Pomerania","","","",""
"Reasonable","1989","Saxony","","","",""
"Reasonable","1989","Saxony-Anhalt","","","",""
"Reasonable","1989","Thuringia","","","",""
"Slightly Expensive","1989","Schleswig-Holstein","16","","",""
"Slightly Expensive","1989","Hamburg","1","","",""
"Slightly Expensive","1989","Lower Saxony","36","0.069965983203849","0.0476735750497912","0.0922583913579069"
"Slightly Expensive","1989","Bremen","4","","",""
"Slightly Expensive","1989","North Rhine-Westphalia","67","0.06996547542891","0.0536584182374514","0.0862725326203687"
"Slightly Expensive","1989","Hesse","16","","",""
"Slightly Expensive","1989","Rhineland-Palatinate,Saarland","27","","",""
"Slightly Expensive","1989","Baden-Württemberg","63","0.0795212843300952","0.0605102012084814","0.0985323674517089"
"Slightly Expensive","1989","Bavaria","47","0.0566459184255702","0.0402003503130957","0.0730914865380447"
"Slightly Expensive","1989","Berlin","4","","",""
"Slightly Expensive","1989","Brandenburg","","","",""
"Slightly Expensive","1989","Mecklenburg-Western Pomerania","","","",""
"Slightly Expensive","1989","Saxony","","","",""
"Slightly Expensive","1989","Saxony-Anhalt","","","",""
"Slightly Expensive","1989","Thuringia","","","",""
"Too Expensive","1989","Schleswig-Holstein","5","","",""
"Too Expensive","1989","Hamburg","","","",""
"Too Expensive","1989","Lower Saxony","13","","",""
"Too Expensive","1989","Bremen","","","",""
"Too Expensive","1989","North Rhine-Westphalia","15","","",""
"Too Expensive","1989","Hesse","3","","",""
"Too Expensive","1989","Rhineland-Palatinate,Saarland","3","","",""
"Too Expensive","1989","Baden-Württemberg","5","","",""
"Too Expensive","1989","Bavaria","6","","",""
"Too Expensive","1989","Berlin","","","",""
"Too Expensive","1989","Brandenburg","","","",""
"Too Expensive","1989","Mecklenburg-Western Pomerania","","","",""
"Too Expensive","1989","Saxony","","","",""
"Too Expensive","1989","Saxony-Anhalt","","","",""
"Too Expensive","1989","Thuringia","","","",""
"Very Inexpensive","1990","Schleswig-Holstein","20","","",""
"Very Inexpensive","1990","Hamburg","8","","",""
"Very Inexpensive","1990","Lower Saxony","113","0.241122053473379","0.203476673449216","0.278767433497541"
"Very Inexpensive","1990","Bremen","12","","",""
"Very Inexpensive","1990","North Rhine-Westphalia","185","0.204467299590148","0.178766687216275","0.23016791196402"
"Very Inexpensive","1990","Hesse","76","0.22881669661047","0.185543749827233","0.272089643393708"
"Very Inexpensive","1990","Rhineland-Palatinate,Saarland","63","0.170446063747867","0.131710524343165","0.209181603152569"
"Very Inexpensive","1990","Baden-Württemberg","123","0.176973165271869","0.150103766620444","0.203842563923293"
"Very Inexpensive","1990","Bavaria","178","0.235848000212909","0.205322719937536","0.266373280488283"
"Very Inexpensive","1990","Berlin","7","","",""
"Very Inexpensive","1990","Brandenburg","","","",""
"Very Inexpensive","1990","Mecklenburg-Western Pomerania","","","",""
"Very Inexpensive","1990","Saxony","","","",""
"Very Inexpensive","1990","Saxony-Anhalt","","","",""
"Very Inexpensive","1990","Thuringia","","","",""
"Inexpensive","1990","Schleswig-Holstein","61","0.372647307026466","0.294218331884707","0.451076282168225"
"Inexpensive","1990","Hamburg","12","","",""
"Inexpensive","1990","Lower Saxony","168","0.345194259726369","0.30335391304731","0.387034606405428"
"Inexpensive","1990","Bremen","10","","",""
"Inexpensive","1990","North Rhine-Westphalia","333","0.347352817378619","0.317012007472563","0.377693627284675"
"Inexpensive","1990","Hesse","160","0.459890864300545","0.40855014386526","0.511231584735831"
"Inexpensive","1990","Rhineland-Palatinate,Saarland","147","0.435719806919269","0.384640515956202","0.486799097882336"
"Inexpensive","1990","Baden-Württemberg","295","0.378621352411658","0.344472355307263","0.412770349516052"
"Inexpensive","1990","Bavaria","251","0.34604623581185","0.311840867521616","0.380251604102083"
"Inexpensive","1990","Berlin","5","","",""
"Inexpensive","1990","Brandenburg","","","",""
"Inexpensive","1990","Mecklenburg-Western Pomerania","","","",""
"Inexpensive","1990","Saxony","","","",""
"Inexpensive","1990","Saxony-Anhalt","","","",""
"Inexpensive","1990","Thuringia","","","",""
"Reasonable","1990","Schleswig-Holstein","48","0.329179270810972","0.25295537536695","0.405403166254995"
"Reasonable","1990","Hamburg","6","","",""
"Reasonable","1990","Lower Saxony","166","0.330993595910768","0.289581025635741","0.372406166185796"
"Reasonable","1990","Bremen","9","","",""
"Reasonable","1990","North Rhine-Westphalia","360","0.377961917640438","0.347063585903346","0.40886024937753"
"Reasonable","1990","Hesse","105","0.27316609855283","0.227264818848901","0.319067378256759"
"Reasonable","1990","Rhineland-Palatinate,Saarland","119","0.313041634301381","0.265271103692992","0.36081216490977"
"Reasonable","1990","Baden-Württemberg","299","0.37721595449142","0.343091870247079","0.41134003873576"
"Reasonable","1990","Bavaria","267","0.3605146648376","0.325989922454248","0.395039407220951"
"Reasonable","1990","Berlin","7","","",""
"Reasonable","1990","Brandenburg","","","",""
"Reasonable","1990","Mecklenburg-Western Pomerania","","","",""
"Reasonable","1990","Saxony","","","",""
"Reasonable","1990","Saxony-Anhalt","","","",""
"Reasonable","1990","Thuringia","","","",""
"Slightly Expensive","1990","Schleswig-Holstein","15","","",""
"Slightly Expensive","1990","Hamburg","","","",""
"Slightly Expensive","1990","Lower Saxony","47","0.0790631780224476","0.0553161477819094","0.102810208262986"
"Slightly Expensive","1990","Bremen","2","","",""
"Slightly Expensive","1990","North Rhine-Westphalia","51","0.0539057560875812","0.0395148780067804","0.0682966341683821"
"Slightly Expensive","1990","Hesse","11","","",""
"Slightly Expensive","1990","Rhineland-Palatinate,Saarland","32","0.074560445941578","0.047500801671045","0.101620090212111"
"Slightly Expensive","1990","Baden-Württemberg","53","0.0636823191000446","0.0464906403458107","0.0808739978542784"
"Slightly Expensive","1990","Bavaria","42","0.0519385795298442","0.0359828393701778","0.0678943196895107"
"Slightly Expensive","1990","Berlin","4","","",""
"Slightly Expensive","1990","Brandenburg","","","",""
"Slightly Expensive","1990","Mecklenburg-Western Pomerania","","","",""
"Slightly Expensive","1990","Saxony","","","",""
"Slightly Expensive","1990","Saxony-Anhalt","","","",""
"Slightly Expensive","1990","Thuringia","","","",""
"Too Expensive","1990","Schleswig-Holstein","2","","",""
"Too Expensive","1990","Hamburg","","","",""
"Too Expensive","1990","Lower Saxony","2","","",""
"Too Expensive","1990","Bremen","","","",""
"Too Expensive","1990","North Rhine-Westphalia","17","","",""
"Too Expensive","1990","Hesse","10","","",""
"Too Expensive","1990","Rhineland-Palatinate,Saarland","1","","",""
"Too Expensive","1990","Baden-Württemberg","5","","",""
"Too Expensive","1990","Bavaria","5","","",""
"Too Expensive","1990","Berlin","","","",""
"Too Expensive","1990","Brandenburg","","","",""
"Too Expensive","1990","Mecklenburg-Western Pomerania","","","",""
"Too Expensive","1990","Saxony","","","",""
"Too Expensive","1990","Saxony-Anhalt","","","",""
"Too Expensive","1990","Thuringia","","","",""
"Very Inexpensive","1991","Schleswig-Holstein","20","","",""
"Very Inexpensive","1991","Hamburg","7","","",""
"Very Inexpensive","1991","Lower Saxony","129","0.268982396122385","0.229395594146671","0.308569198098099"
"Very Inexpensive","1991","Bremen","15","","",""
"Very Inexpensive","1991","North Rhine-Westphalia","146","0.149676860389847","0.126834150358839","0.172519570420855"
"Very Inexpensive","1991","Hesse","78","0.233457148539243","0.188947397927586","0.2779668991509"
"Very Inexpensive","1991","Rhineland-Palatinate,Saarland","59","0.174733114236376","0.135286665553204","0.214179562919548"
"Very Inexpensive","1991","Baden-Württemberg","114","0.169044369878238","0.142640542577886","0.195448197178589"
"Very Inexpensive","1991","Bavaria","119","0.146925560156974","0.121605177488437","0.172245942825511"
"Very Inexpensive","1991","Berlin","6","","",""
"Very Inexpensive","1991","Brandenburg","6","","",""
"Very Inexpensive","1991","Mecklenburg-Western Pomerania","","","",""
"Very Inexpensive","1991","Saxony","7","","",""
"Very Inexpensive","1991","Saxony-Anhalt","7","","",""
"Very Inexpensive","1991","Thuringia","3","","",""
"Inexpensive","1991","Schleswig-Holstein","42","0.299173624356014","0.226380029449835","0.371967219262194"
"Inexpensive","1991","Hamburg","12","","",""
"Inexpensive","1991","Lower Saxony","160","0.329411960733554","0.287453248039761","0.371370673427346"
"Inexpensive","1991","Bremen","5","","",""
"Inexpensive","1991","North Rhine-Westphalia","299","0.328481607840741","0.298409575449921","0.358553640231561"
"Inexpensive","1991","Hesse","137","0.37005551373303","0.319255020042801","0.420856007423259"
"Inexpensive","1991","Rhineland-Palatinate,Saarland","155","0.440592276125541","0.389021251402474","0.492163300848608"
"Inexpensive","1991","Baden-Württemberg","279","0.371614793404209","0.337571067597722","0.405658519210696"
"Inexpensive","1991","Bavaria","274","0.360306241838043","0.325970212453518","0.394642271222568"
"Inexpensive","1991","Berlin","9","","",""
"Inexpensive","1991","Brandenburg","80","0.285262741344831","0.231202692873149","0.339322789816512"
"Inexpensive","1991","Mecklenburg-Western Pomerania","27","","",""
"Inexpensive","1991","Saxony","62","0.200969742438143","0.157470044456421","0.244469440419866"
"Inexpensive","1991","Saxony-Anhalt","36","0.140091336472071","0.100551575737083","0.179631097207058"
"Inexpensive","1991","Thuringia","48","0.160937065331173","0.120674781223208","0.201199349439138"
"Reasonable","1991","Schleswig-Holstein","67","0.424565209336746","0.345988008003554","0.503142410669938"
"Reasonable","1991","Hamburg","8","","",""
"Reasonable","1991","Lower Saxony","162","0.335646628558642","0.293490056600599","0.377803200516685"
"Reasonable","1991","Bremen","13","","",""
"Reasonable","1991","North Rhine-Westphalia","414","0.437345367923556","0.405583099590582","0.46910763625653"
"Reasonable","1991","Hesse","114","0.342734435198083","0.292796260547992","0.392672609848174"
"Reasonable","1991","Rhineland-Palatinate,Saarland","105","0.2828407206745","0.236056233787984","0.329625207561015"
"Reasonable","1991","Baden-Württemberg","312","0.383279966598873","0.349028458462625","0.41753147473512"
"Reasonable","1991","Bavaria","315","0.425537094139631","0.390175826145022","0.46089836213424"
"Reasonable","1991","Berlin","19","","",""
"Reasonable","1991","Brandenburg","67","0.281219768961495","0.227392582543626","0.335046955379365"
"Reasonable","1991","Mecklenburg-Western Pomerania","49","0.325229780866932","0.247070302097329","0.403389259636536"
"Reasonable","1991","Saxony","98","0.343854584836328","0.292292941554046","0.395416228118609"
"Reasonable","1991","Saxony-Anhalt","87","0.34090936218036","0.286909298633491","0.394909425727229"
"Reasonable","1991","Thuringia","72","0.245448256096186","0.198296530527262","0.29259998166511"
"Slightly Expensive","1991","Schleswig-Holstein","9","","",""
"Slightly Expensive","1991","Hamburg","","","",""
"Slightly Expensive","1991","Lower Saxony","23","","",""
"Slightly Expensive","1991","Bremen","2","","",""
"Slightly Expensive","1991","North Rhine-Westphalia","61","0.0665222260050564","0.0505666064219809","0.0824778455881319"
"Slightly Expensive","1991","Hesse","16","","",""
"Slightly Expensive","1991","Rhineland-Palatinate,Saarland","35","0.0995845067367061","0.0684787723000407","0.130690241173372"
"Slightly Expensive","1991","Baden-Württemberg","51","0.0603051453891736","0.0435345601046529","0.0770757306736943"
"Slightly Expensive","1991","Bavaria","34","0.0501044082760499","0.0345015548978145","0.0657072616542853"
"Slightly Expensive","1991","Berlin","5","","",""
"Slightly Expensive","1991","Brandenburg","59","0.224036265458755","0.174117875591969","0.273954655325541"
"Slightly Expensive","1991","Mecklenburg-Western Pomerania","47","0.316891048661222","0.239264813816747","0.394517283505697"
"Slightly Expensive","1991","Saxony","107","0.299343711383104","0.249629921481064","0.349057501285144"
"Slightly Expensive","1991","Saxony-Anhalt","100","0.289308096071037","0.237651805881932","0.340964386260142"
"Slightly Expensive","1991","Thuringia","105","0.304249727476264","0.253839936880408","0.35465951807212"
"Too Expensive","1991","Schleswig-Holstein","14","","",""
"Too Expensive","1991","Hamburg","","","",""
"Too Expensive","1991","Lower Saxony","8","","",""
"Too Expensive","1991","Bremen","","","",""
"Too Expensive","1991","North Rhine-Westphalia","17","","",""
"Too Expensive","1991","Hesse","2","","",""
"Too Expensive","1991","Rhineland-Palatinate,Saarland","2","","",""
"Too Expensive","1991","Baden-Württemberg","18","","",""
"Too Expensive","1991","Bavaria","9","","",""
"Too Expensive","1991","Berlin","2","","",""
"Too Expensive","1991","Brandenburg","56","0.177113670578319","0.131407308095415","0.222820033061223"
"Too Expensive","1991","Mecklenburg-Western Pomerania","15","","",""
"Too Expensive","1991","Saxony","52","0.136988090478137","0.0996640122109349","0.17431216874534"
"Too Expensive","1991","Saxony-Anhalt","66","0.20415810421798","0.158238414305393","0.250077794130567"
"Too Expensive","1991","Thuringia","92","0.277028918632345","0.227995054623357","0.326062782641333"
"Very Inexpensive","1992","Schleswig-Holstein","28","","",""
"Very Inexpensive","1992","Hamburg","10","","",""
"Very Inexpensive","1992","Lower Saxony","119","0.260418746253769","0.220443912652713","0.300393579854826"
"Very Inexpensive","1992","Bremen","13","","",""
"Very Inexpensive","1992","North Rhine-Westphalia","168","0.192863255394524","0.167284859844117","0.218441650944931"
"Very Inexpensive","1992","Hesse","59","0.182794004408002","0.142417984593291","0.223170024222713"
"Very Inexpensive","1992","Rhineland-Palatinate,Saarland","42","0.127381571814777","0.0922517834428852","0.162511360186669"
"Very Inexpensive","1992","Baden-Württemberg","81","0.130256024939286","0.106167395874352","0.15434465400422"
"Very Inexpensive","1992","Bavaria","143","0.205967453507715","0.177082674130655","0.234852232884775"
"Very Inexpensive","1992","Berlin","4","","",""
"Very Inexpensive","1992","Brandenburg","12","","",""
"Very Inexpensive","1992","Mecklenburg-Western Pomerania","8","","",""
"Very Inexpensive","1992","Saxony","9","","",""
"Very Inexpensive","1992","Saxony-Anhalt","18","","",""
"Very Inexpensive","1992","Thuringia","10","","",""
"Inexpensive","1992","Schleswig-Holstein","48","0.364251973680773","0.282774199017712","0.445729748343835"
"Inexpensive","1992","Hamburg","12","","",""
"Inexpensive","1992","Lower Saxony","135","0.279544664727051","0.238666938530075","0.320422390924028"
"Inexpensive","1992","Bremen","12","","",""
"Inexpensive","1992","North Rhine-Westphalia","269","0.308361765663423","0.278422251286813","0.338301280040033"
"Inexpensive","1992","Hesse","133","0.381422473456923","0.330679376781352","0.432165570132494"
