"hlf0094","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","2013","35-65 y.","Rural Area","297","0.0792303514145425","0.0704305050860854","0.0880301977429997","1"
"Very Inexpensive","2013","66 and older","Urban Area","229","0.105864981912298","0.091901735930626","0.11982822789397","1"
"Very Inexpensive","2013","66 and older","Rural Area","99","0.10151048847564","0.0831471228259124","0.119873854125368","1"
"Inexpensive","2014","16-34 y.","Urban Area","402","0.288775619415596","0.265449222037493","0.312102016793699","2"
"Inexpensive","2014","35-65 y.","Urban Area","1469","0.308508003453937","0.295509180810964","0.321506826096909","2"
"Inexpensive","2014","16-34 y.","Rural Area","235","0.253700858750742","0.225304525660502","0.282097191840982","2"
"Inexpensive","2014","66 and older","Rural Area","352","0.341666084367934","0.312688348228348","0.37064382050752","2"
"Inexpensive","2014","35-65 y.","Rural Area","889","0.267253004569957","0.252073946599392","0.282432062540521","2"
"Inexpensive","2014","66 and older","Urban Area","585","0.311238137311322","0.290053989091653","0.33242228553099","2"
"Reasonable","2014","16-34 y.","Urban Area","751","0.492403015896698","0.466670398749879","0.518135633043516","3"
"Reasonable","2014","16-34 y.","Rural Area","493","0.529682162599493","0.497109877954899","0.562254447244086","3"
"Reasonable","2014","35-65 y.","Urban Area","2442","0.485401687059304","0.471335964674955","0.499467409443653","3"
"Reasonable","2014","35-65 y.","Rural Area","1761","0.50858568822187","0.491437728059263","0.525733648384477","3"
"Reasonable","2014","66 and older","Rural Area","472","0.441539289965099","0.411198883603155","0.471879696327044","3"
"Reasonable","2014","66 and older","Urban Area","866","0.473652613528911","0.450807345319997","0.496497881737825","3"
"Slightly Expensive","2014","16-34 y.","Urban Area","132","0.102631975588684","0.0870116267115065","0.118252324465861","4"
"Slightly Expensive","2014","16-34 y.","Rural Area","68","0.109516807673816","0.0891370942108316","0.129896521136801","4"
"Slightly Expensive","2014","35-65 y.","Urban Area","356","0.0742563861892719","0.0668775224772724","0.0816352499012714","4"
"Slightly Expensive","2014","35-65 y.","Rural Area","287","0.121752437717129","0.110536029486827","0.13296884594743","4"
"Slightly Expensive","2014","66 and older","Rural Area","69","0.0756329747702797","0.0594775561095203","0.0917883934310391","4"
"Slightly Expensive","2014","66 and older","Urban Area","110","0.0743201824774297","0.0623192818985405","0.0863210830563188","4"
"Too Expensive","2014","16-34 y.","Urban Area","27","","","","5"
"Too Expensive","2014","16-34 y.","Rural Area","14","","","","5"
"Too Expensive","2014","35-65 y.","Urban Area","68","0.0120182577934036","0.00895154970301084","0.0150849658837964","5"
"Too Expensive","2014","35-65 y.","Rural Area","38","0.0129254880591951","0.00905108371940033","0.0167998923989899","5"
"Too Expensive","2014","66 and older","Urban Area","29","","","","5"
"Too Expensive","2014","66 and older","Rural Area","9","","","","5"
"Very Inexpensive","2014","16-34 y.","Urban Area","138","0.104496519773473","0.0887513030715963","0.12024173647535","1"
"Very Inexpensive","2014","16-34 y.","Rural Area","92","0.0973695592198728","0.0780226580941189","0.116716460345627","1"
"Very Inexpensive","2014","35-65 y.","Urban Area","515","0.119815665504084","0.11067619908944","0.128955131918727","1"
"Very Inexpensive","2014","35-65 y.","Rural Area","290","0.0894833814318494","0.0796925036322017","0.099274259231497","1"
"Very Inexpensive","2014","66 and older","Urban Area","245","0.121711435939168","0.1067520294336","0.136670842444736","1"
"Very Inexpensive","2014","66 and older","Rural Area","127","0.134933013408322","0.11405811442464","0.155807912392004","1"
