"hlf0094","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","1994","35-65 y.","Employed","189","0.0737467840390506","0.0625658450079122","0.084927723070189"
"Slightly Expensive","1994","66 and older","Not Employed","21","","",""
"Slightly Expensive","1994","66 and older","Employed","","","",""
"Too Expensive","1994","16-34 y.","Not Employed","8","","",""
"Too Expensive","1994","16-34 y.","Employed","27","","",""
"Too Expensive","1994","35-65 y.","Not Employed","11","","",""
"Too Expensive","1994","35-65 y.","Employed","44","0.0212931935880101","0.0151174596531491","0.0274689275228711"
"Too Expensive","1994","66 and older","Not Employed","3","","",""
"Too Expensive","1994","66 and older","Employed","","","",""
"Very Inexpensive","1995","16-34 y.","Not Employed","65","0.153324788286894","0.118701681513374","0.187947895060415"
"Very Inexpensive","1995","16-34 y.","Employed","126","0.142680736639838","0.121495724720714","0.163865748558961"
"Very Inexpensive","1995","35-65 y.","Not Employed","118","0.166061582022405","0.140012547224671","0.192110616820139"
"Very Inexpensive","1995","35-65 y.","Employed","307","0.148379242418319","0.133440014457735","0.163318470378903"
"Very Inexpensive","1995","66 and older","Not Employed","135","0.225640528778595","0.194268994047936","0.257012063509254"
"Very Inexpensive","1995","66 and older","Employed","11","","",""
"Inexpensive","1995","16-34 y.","Not Employed","118","0.301624937643887","0.257520792384481","0.345729082903293"
"Inexpensive","1995","16-34 y.","Employed","324","0.322323464945351","0.294013982099784","0.350632947790919"
"Inexpensive","1995","35-65 y.","Not Employed","281","0.35079350365542","0.317388828007617","0.384198179303223"
"Inexpensive","1995","35-65 y.","Employed","692","0.322908882768097","0.303258002272934","0.342559763263261"
"Inexpensive","1995","66 and older","Not Employed","276","0.404702195074104","0.367864637785499","0.441539752362709"
"Inexpensive","1995","66 and older","Employed","5","","",""
"Reasonable","1995","16-34 y.","Not Employed","196","0.462255029631488","0.414344560120879","0.510165499142097"
"Reasonable","1995","16-34 y.","Employed","466","0.413528237869601","0.383698400289026","0.443358075450176"
"Reasonable","1995","35-65 y.","Not Employed","315","0.393209807629044","0.359018043660465","0.427401571597623"
"Reasonable","1995","35-65 y.","Employed","921","0.41661068946162","0.395891970547365","0.437329408375875"
"Reasonable","1995","66 and older","Not Employed","248","0.338473110422246","0.302959752299435","0.373986468545058"
"Reasonable","1995","66 and older","Employed","7","","",""
"Slightly Expensive","1995","16-34 y.","Not Employed","31","0.0617080765583535","0.038585223487375","0.084830929629332"
"Slightly Expensive","1995","16-34 y.","Employed","115","0.110987380412515","0.0919605909047946","0.130014169920236"
"Slightly Expensive","1995","35-65 y.","Not Employed","63","0.0775297163067553","0.0588099531609145","0.0962494794525961"
"Slightly Expensive","1995","35-65 y.","Employed","216","0.0918323608984644","0.0796956964043857","0.103969025392543"
"Slightly Expensive","1995","66 and older","Not Employed","20","","",""
"Slightly Expensive","1995","66 and older","Employed","","","",""
"Too Expensive","1995","16-34 y.","Not Employed","6","","",""
"Too Expensive","1995","16-34 y.","Employed","16","","",""
"Too Expensive","1995","35-65 y.","Not Employed","7","","",""
"Too Expensive","1995","35-65 y.","Employed","39","0.0202688244534991","0.0143465817041286","0.0261910672028695"
"Too Expensive","1995","66 and older","Not Employed","3","","",""
"Too Expensive","1995","66 and older","Employed","","","",""
"Very Inexpensive","1996","16-34 y.","Not Employed","57","0.166839149497254","0.130925351843661","0.202752947150848"
"Very Inexpensive","1996","16-34 y.","Employed","121","0.131111246286034","0.110508703761409","0.15171378881066"
"Very Inexpensive","1996","35-65 y.","Not Employed","120","0.195688317857809","0.167629968437646","0.223746667277972"
"Very Inexpensive","1996","35-65 y.","Employed","286","0.151094731300025","0.136273382460377","0.165916080139673"
"Very Inexpensive","1996","66 and older","Not Employed","134","0.217357472703606","0.186357404880365","0.248357540526846"
"Very Inexpensive","1996","66 and older","Employed","9","","",""
"Inexpensive","1996","16-34 y.","Not Employed","126","0.29250422495404","0.24868386733305","0.336324582575031"
"Inexpensive","1996","16-34 y.","Employed","311","0.291848751235548","0.264098897988192","0.319598604482904"
"Inexpensive","1996","35-65 y.","Not Employed","282","0.351478180084898","0.3177122309515","0.385244129218296"
"Inexpensive","1996","35-65 y.","Employed","705","0.312767105200012","0.293580596318215","0.331953614081809"
"Inexpensive","1996","66 and older","Not Employed","266","0.390661459745635","0.353990418394344","0.427332501096926"
"Inexpensive","1996","66 and older","Employed","12","","",""
"Reasonable","1996","16-34 y.","Not Employed","184","0.426946010323753","0.379299382336313","0.474592638311192"
"Reasonable","1996","16-34 y.","Employed","485","0.489556346224503","0.459042707137248","0.520069985311759"
"Reasonable","1996","35-65 y.","Not Employed","308","0.382556027338997","0.348183316609357","0.416928738068637"
"Reasonable","1996","35-65 y.","Employed","1008","0.421985654542307","0.40154703279095","0.442424276293665"
"Reasonable","1996","66 and older","Not Employed","251","0.358831624147953","0.322779983218057","0.394883265077848"
"Reasonable","1996","66 and older","Employed","8","","",""
"Slightly Expensive","1996","16-34 y.","Not Employed","37","0.0884075820317612","0.0610616311766887","0.115753532886834"
"Slightly Expensive","1996","16-34 y.","Employed","92","0.0665793128972881","0.0513623800622244","0.0817962457323518"
"Slightly Expensive","1996","35-65 y.","Not Employed","48","0.0491014377145214","0.0338193854469435","0.0643834899820993"
"Slightly Expensive","1996","35-65 y.","Employed","206","0.0956116217494879","0.0834423025425505","0.107780940956425"
"Slightly Expensive","1996","66 and older","Not Employed","27","","",""
"Slightly Expensive","1996","66 and older","Employed","","","",""
"Too Expensive","1996","16-34 y.","Not Employed","10","","",""
"Too Expensive","1996","16-34 y.","Employed","22","","",""
"Too Expensive","1996","35-65 y.","Not Employed","10","","",""
"Too Expensive","1996","35-65 y.","Employed","38","0.0185408872081674","0.0129583089985065","0.0241234654178282"
"Too Expensive","1996","66 and older","Not Employed","2","","",""
"Too Expensive","1996","66 and older","Employed","","","",""
"Very Inexpensive","1997","16-34 y.","Not Employed","57","0.166631965019541","0.132978079381641","0.200285850657441"
"Very Inexpensive","1997","16-34 y.","Employed","130","0.123706874931771","0.103197514666467","0.144216235197076"
"Very Inexpensive","1997","35-65 y.","Not Employed","124","0.179039125185803","0.15209937921883","0.205978871152777"
"Very Inexpensive","1997","35-65 y.","Employed","305","0.158893746401164","0.143914191314257","0.173873301488072"
"Very Inexpensive","1997","66 and older","Not Employed","126","0.211177946146008","0.180568776942897","0.241787115349119"
"Very Inexpensive","1997","66 and older","Employed","11","","",""
"Inexpensive","1997","16-34 y.","Not Employed","140","0.26862048833946","0.22859113265885","0.30864984402007"
"Inexpensive","1997","16-34 y.","Employed","276","0.30091167200536","0.27234129072359","0.32948205328713"
"Inexpensive","1997","35-65 y.","Not Employed","272","0.353211987773482","0.319626087746516","0.386797887800448"
"Inexpensive","1997","35-65 y.","Employed","676","0.302796131385692","0.283969390900401","0.321622871870983"
"Inexpensive","1997","66 and older","Not Employed","261","0.375849505910905","0.339525863606115","0.412173148215695"
"Inexpensive","1997","66 and older","Employed","10","","",""
"Reasonable","1997","16-34 y.","Not Employed","225","0.463664242758488","0.418628449584807","0.508700035932169"
"Reasonable","1997","16-34 y.","Employed","481","0.4791102649803","0.44799158752957","0.51022894243103"
"Reasonable","1997","35-65 y.","Not Employed","328","0.404445124985113","0.369958635585274","0.438931614384953"
"Reasonable","1997","35-65 y.","Employed","1042","0.426911066697394","0.406643584579654","0.447178548815134"
"Reasonable","1997","66 and older","Not Employed","276","0.382860525423339","0.346406146971788","0.41931490387489"
"Reasonable","1997","66 and older","Employed","12","","",""
"Slightly Expensive","1997","16-34 y.","Not Employed","41","0.0927057078427995","0.0665139308733725","0.118897484812227"
"Slightly Expensive","1997","16-34 y.","Employed","85","0.0769076929254444","0.0603103735380887","0.0935050123128002"
"Slightly Expensive","1997","35-65 y.","Not Employed","44","0.0461023863515684","0.0313666827758882","0.0608380899272486"
"Slightly Expensive","1997","35-65 y.","Employed","213","0.0859422407783357","0.0744577898285471","0.0974266917281242"
"Slightly Expensive","1997","66 and older","Not Employed","17","","",""
"Slightly Expensive","1997","66 and older","Employed","","","",""
"Too Expensive","1997","16-34 y.","Not Employed","8","","",""
"Too Expensive","1997","16-34 y.","Employed","18","","",""
"Too Expensive","1997","35-65 y.","Not Employed","10","","",""
"Too Expensive","1997","35-65 y.","Employed","52","0.0254568147374144","0.0190029084295078","0.031910721045321"
"Too Expensive","1997","66 and older","Not Employed","3","","",""
"Too Expensive","1997","66 and older","Employed","","","",""
"Very Inexpensive","1998","16-34 y.","Not Employed","79","0.174697700004767","0.141839820714202","0.207555579295332"
"Very Inexpensive","1998","16-34 y.","Employed","125","0.120078335839071","0.100825470783795","0.139331200894347"
"Very Inexpensive","1998","35-65 y.","Not Employed","176","0.193523221716848","0.168801650846591","0.218244792587106"
"Very Inexpensive","1998","35-65 y.","Employed","380","0.170218635277597","0.155725201895576","0.184712068659617"
"Very Inexpensive","1998","66 and older","Not Employed","150","0.20853497043402","0.180660390951764","0.236409549916277"
"Very Inexpensive","1998","66 and older","Employed","9","","",""
"Inexpensive","1998","16-34 y.","Not Employed","144","0.29119372483862","0.251880000218885","0.330507449458354"
"Inexpensive","1998","16-34 y.","Employed","296","0.257466459394303","0.231568866492591","0.283364052296015"
"Inexpensive","1998","35-65 y.","Not Employed","317","0.330015015185716","0.300590252273507","0.359439778097926"
"Inexpensive","1998","35-65 y.","Employed","775","0.293552795578477","0.275991002584928","0.311114588572027"
"Inexpensive","1998","66 and older","Not Employed","338","0.413816975815381","0.380024206667043","0.447609744963719"
"Inexpensive","1998","66 and older","Employed","16","","",""
"Reasonable","1998","16-34 y.","Not Employed","226","0.416720730308617","0.374057844180986","0.459383616436247"
"Reasonable","1998","16-34 y.","Employed","545","0.520442692592514","0.490852503156449","0.550032882028579"
"Reasonable","1998","35-65 y.","Not Employed","407","0.397350965145445","0.366729007170804","0.427972923120087"
"Reasonable","1998","35-65 y.","Employed","1141","0.427844713071917","0.408764380928754","0.44692504521508"
"Reasonable","1998","66 and older","Not Employed","296","0.339068936968677","0.306588258239985","0.371549615697369"
"Reasonable","1998","66 and older","Employed","11","","",""
"Slightly Expensive","1998","16-34 y.","Not Employed","52","0.0831644325808073","0.059269602351316","0.107059262810299"
"Slightly Expensive","1998","16-34 y.","Employed","112","0.0832432288156427","0.0668809965533727","0.0996054610779128"
"Slightly Expensive","1998","35-65 y.","Not Employed","71","0.0595827714392472","0.0447700714858016","0.0743954713926928"
"Slightly Expensive","1998","35-65 y.","Employed","250","0.0915895300609978","0.0804658146637894","0.102713245458206"
"Slightly Expensive","1998","66 and older","Not Employed","28","","",""
"Slightly Expensive","1998","66 and older","Employed","1","","",""
"Too Expensive","1998","16-34 y.","Not Employed","12","","",""
"Too Expensive","1998","16-34 y.","Employed","17","","",""
"Too Expensive","1998","35-65 y.","Not Employed","10","","",""
"Too Expensive","1998","35-65 y.","Employed","37","0.016794326011011","0.0118388044992577","0.0217498475227642"
"Too Expensive","1998","66 and older","Not Employed","4","","",""
"Too Expensive","1998","66 and older","Employed","","","",""
"Very Inexpensive","1999","16-34 y.","Not Employed","63","0.185852374601765","0.149506310330504","0.222198438873026"
"Very Inexpensive","1999","16-34 y.","Employed","154","0.128677797391708","0.108952866963028","0.148402727820389"
"Very Inexpensive","1999","35-65 y.","Not Employed","156","0.187869966353113","0.162062330657272","0.213677602048953"
"Very Inexpensive","1999","35-65 y.","Employed","405","0.160437512858272","0.146469301294117","0.174405724422428"
"Very Inexpensive","1999","66 and older","Not Employed","146","0.207932747455502","0.180036531702822","0.235828963208183"
"Very Inexpensive","1999","66 and older","Employed","9","","",""
"Inexpensive","1999","16-34 y.","Not Employed","142","0.321223956666969","0.277593579293319","0.364854334040619"
"Inexpensive","1999","16-34 y.","Employed","320","0.302217413134122","0.275165742800571","0.329269083467672"
"Inexpensive","1999","35-65 y.","Not Employed","308","0.383186139972015","0.351065165449683","0.415307114494347"
"Inexpensive","1999","35-65 y.","Employed","827","0.321871245127511","0.304090150167793","0.339652340087229"
"Inexpensive","1999","66 and older","Not Employed","324","0.405801564308907","0.372047550112696","0.439555578505118"
"Inexpensive","1999","66 and older","Employed","17","","",""
"Reasonable","1999","16-34 y.","Not Employed","184","0.383652934137154","0.338216558514918","0.42908930975939"
"Reasonable","1999","16-34 y.","Employed","491","0.438651379328517","0.409419929228546","0.467882829428488"
"Reasonable","1999","35-65 y.","Not Employed","358","0.370064306676177","0.338164102498385","0.401964510853968"
"Reasonable","1999","35-65 y.","Employed","1117","0.412047727598563","0.393314779517383","0.430780675679743"
"Reasonable","1999","66 and older","Not Employed","308","0.348725732397886","0.315967023610483","0.381484441185288"
"Reasonable","1999","66 and older","Employed","19","","",""
"Slightly Expensive","1999","16-34 y.","Not Employed","38","0.0816849033009916","0.0560938291968789","0.107275977405104"
"Slightly Expensive","1999","16-34 y.","Employed","116","0.10552516249903","0.0874269218211516","0.123623403176909"
"Slightly Expensive","1999","35-65 y.","Not Employed","50","0.0483937044924048","0.0342152190276284","0.0625721899571812"
"Slightly Expensive","1999","35-65 y.","Employed","237","0.0783555363522529","0.0681278386233057","0.0885832340812001"
"Slightly Expensive","1999","66 and older","Not Employed","31","0.0332618446828209","0.0209356105227903","0.0455880788428515"
"Slightly Expensive","1999","66 and older","Employed","","","",""
"Too Expensive","1999","16-34 y.","Not Employed","13","","",""
"Too Expensive","1999","16-34 y.","Employed","26","","",""
"Too Expensive","1999","35-65 y.","Not Employed","8","","",""
"Too Expensive","1999","35-65 y.","Employed","66","0.0272879780634011","0.0210873004573914","0.0334886556694108"
"Too Expensive","1999","66 and older","Not Employed","4","","",""
"Too Expensive","1999","66 and older","Employed","","","",""
"Very Inexpensive","2000","16-34 y.","Not Employed","85","0.116135167142828","0.093416847082917","0.13885348720274"
"Very Inexpensive","2000","16-34 y.","Employed","199","0.117127303386422","0.102389954881671","0.131864651891173"
"Very Inexpensive","2000","35-65 y.","Not Employed","285","0.158613585052928","0.142277335952168","0.174949834153688"
"Very Inexpensive","2000","35-65 y.","Employed","672","0.131904642510004","0.122830409925391","0.140978875094618"
"Very Inexpensive","2000","66 and older","Not Employed","310","0.184563588910829","0.166556625478158","0.2025705523435"
"Very Inexpensive","2000","66 and older","Employed","24","","",""
"Inexpensive","2000","16-34 y.","Not Employed","233","0.324001634432051","0.290816174951356","0.357187093912745"
"Inexpensive","2000","16-34 y.","Employed","521","0.278620108765647","0.258074004722596","0.299166212808697"
"Inexpensive","2000","35-65 y.","Not Employed","662","0.353302409364359","0.331927300778858","0.37467751794986"
"Inexpensive","2000","35-65 y.","Employed","1709","0.322715034706655","0.310178097052765","0.335251972360545"
"Inexpensive","2000","66 and older","Not Employed","713","0.398392037931652","0.375668050927578","0.421116024935727"
"Inexpensive","2000","66 and older","Employed","33","0.285532289432024","0.19422549812824","0.376839080735808"
"Reasonable","2000","16-34 y.","Not Employed","343","0.430952789239469","0.395837972261708","0.46606760621723"
"Reasonable","2000","16-34 y.","Employed","860","0.462925233131029","0.440073768563384","0.485776697698675"
"Reasonable","2000","35-65 y.","Not Employed","790","0.399679551342908","0.377775122086521","0.421583980599294"
"Reasonable","2000","35-65 y.","Employed","2330","0.428426181663298","0.415156200255506","0.44169616307109"
"Reasonable","2000","66 and older","Not Employed","659","0.357316485279766","0.335073271995858","0.379559698563674"
"Reasonable","2000","66 and older","Employed","34","0.404879745208699","0.305648245376712","0.504111245040687"
"Slightly Expensive","2000","16-34 y.","Not Employed","89","0.115645993850395","0.092969297649154","0.138322690051635"
"Slightly Expensive","2000","16-34 y.","Employed","206","0.114961537572512","0.10034317960157","0.129579895543454"
"Slightly Expensive","2000","35-65 y.","Not Employed","162","0.0787494352948775","0.0667047067615622","0.0907941638281928"
"Slightly Expensive","2000","35-65 y.","Employed","525","0.0966455529339711","0.0887220690273514","0.104569036840591"
"Slightly Expensive","2000","66 and older","Not Employed","88","0.0526045012511481","0.042242359438204","0.0629666430640922"
"Slightly Expensive","2000","66 and older","Employed","3","","",""
"Too Expensive","2000","16-34 y.","Not Employed","14","","",""
"Too Expensive","2000","16-34 y.","Employed","43","0.0263658171443898","0.0190230498874061","0.0337085844013735"
"Too Expensive","2000","35-65 y.","Not Employed","22","","",""
"Too Expensive","2000","35-65 y.","Employed","106","0.0203085881860716","0.0165260731226975","0.0240911032494457"
"Too Expensive","2000","66 and older","Not Employed","13","","",""
"Too Expensive","2000","66 and older","Employed","","","",""
"Very Inexpensive","2001","16-34 y.","Not Employed","71","0.136230317838838","0.110333046571799","0.162127589105876"
"Very Inexpensive","2001","16-34 y.","Employed","168","0.109866920949379","0.0947501813697292","0.124983660529029"
"Very Inexpensive","2001","35-65 y.","Not Employed","227","0.154393445251361","0.136841732998028","0.171945157504694"
"Very Inexpensive","2001","35-65 y.","Employed","560","0.118025472004702","0.109027503427094","0.12702344058231"
"Very Inexpensive","2001","66 and older","Not Employed","233","0.147882334864039","0.131130535026431","0.164634134701646"
"Very Inexpensive","2001","66 and older","Employed","18","","",""
"Inexpensive","2001","16-34 y.","Not Employed","179","0.254058398987389","0.221193119082981","0.286923678891798"
"Inexpensive","2001","16-34 y.","Employed","495","0.294898182273607","0.272855768561853","0.316940595985361"
"Inexpensive","2001","35-65 y.","Not Employed","556","0.336670941292742","0.313715364006503","0.35962651857898"
"Inexpensive","2001","35-65 y.","Employed","1512","0.298120897475447","0.285363680444802","0.310878114506091"
"Inexpensive","2001","66 and older","Not Employed","649","0.378604417861139","0.355715225940135","0.401493609782142"
"Inexpensive","2001","66 and older","Employed","39","0.363474762027608","0.266238308937764","0.460711215117451"
"Reasonable","2001","16-34 y.","Not Employed","355","0.531324866925475","0.493651523073629","0.568998210777322"
"Reasonable","2001","16-34 y.","Employed","782","0.486546003149448","0.462385281136337","0.51070672516256"
"Reasonable","2001","35-65 y.","Not Employed","706","0.430554092545019","0.406501550104939","0.454606634985099"
"Reasonable","2001","35-65 y.","Employed","2321","0.478763972905897","0.464832195658373","0.492695750153421"
"Reasonable","2001","66 and older","Not Employed","726","0.408950472109207","0.385749785611942","0.432151158606471"
"Reasonable","2001","66 and older","Employed","31","0.342800579201765","0.246848691381908","0.438752467021623"
"Slightly Expensive","2001","16-34 y.","Not Employed","62","0.0722036359200193","0.0526636606516033","0.0917436111884352"
"Slightly Expensive","2001","16-34 y.","Employed","168","0.0906540988247534","0.0767751854948757","0.104533012154631"
"Slightly Expensive","2001","35-65 y.","Not Employed","116","0.0670495521445676","0.0549003398721282","0.0791987644170069"
"Slightly Expensive","2001","35-65 y.","Employed","449","0.0839035562609865","0.0761716004918539","0.0916355120301192"
"Slightly Expensive","2001","66 and older","Not Employed","99","0.0557887324877807","0.0449579115000029","0.0666195534755585"
"Slightly Expensive","2001","66 and older","Employed","3","","",""
"Too Expensive","2001","16-34 y.","Not Employed","7","","",""
"Too Expensive","2001","16-34 y.","Employed","31","0.0180347948028125","0.0116019831360642","0.0244676064695608"
"Too Expensive","2001","35-65 y.","Not Employed","23","","",""
"Too Expensive","2001","35-65 y.","Employed","97","0.0211861013529681","0.0171700046231726","0.0252021980827637"
"Too Expensive","2001","66 and older","Not Employed","18","","",""
"Too Expensive","2001","66 and older","Employed","3","","",""
"Very Inexpensive","2002","16-34 y.","Not Employed","80","0.125530046667572","0.102143440992043","0.148916652343101"
"Very Inexpensive","2002","16-34 y.","Employed","150","0.083411535694803","0.0701620087511349","0.096661062638471"
"Very Inexpensive","2002","35-65 y.","Not Employed","234","0.145480780661639","0.128880610546744","0.162080950776535"
"Very Inexpensive","2002","35-65 y.","Employed","687","0.123748969171121","0.115347207661163","0.13215073068108"
"Very Inexpensive","2002","66 and older","Not Employed","281","0.164499897953093","0.147373425965854","0.181626369940332"
"Very Inexpensive","2002","66 and older","Employed","32","0.274062005711115","0.198820862384062","0.349303149038169"
"Inexpensive","2002","16-34 y.","Not Employed","230","0.296100420879297","0.263875210067992","0.328325631690603"
"Inexpensive","2002","16-34 y.","Employed","493","0.310358445506905","0.288189572499741","0.33252731851407"
"Inexpensive","2002","35-65 y.","Not Employed","572","0.32972988875278","0.3075962460713","0.351863531434259"
"Inexpensive","2002","35-65 y.","Employed","1751","0.28973929953834","0.278164915736607","0.301313683340072"
"Inexpensive","2002","66 and older","Not Employed","656","0.371752438557809","0.349426786232251","0.394078090883368"
"Inexpensive","2002","66 and older","Employed","32","0.174287390602961","0.110294953681599","0.238279827524324"
"Reasonable","2002","16-34 y.","Not Employed","360","0.451772750062501","0.416644118906687","0.486901381218314"
"Reasonable","2002","16-34 y.","Employed","803","0.480241044376537","0.456300680422376","0.504181408330699"
"Reasonable","2002","35-65 y.","Not Employed","758","0.432560391546327","0.409234835359459","0.455885947733196"
"Reasonable","2002","35-65 y.","Employed","2803","0.480366549476193","0.467619190602233","0.493113908350153"
"Reasonable","2002","66 and older","Not Employed","774","0.412155820819639","0.389416700041841","0.434894941597436"
"Reasonable","2002","66 and older","Employed","61","0.447429110804276","0.363553185171039","0.531305036437512"
"Slightly Expensive","2002","16-34 y.","Not Employed","89","0.107556576034919","0.0856875353229531","0.129425616746886"
"Slightly Expensive","2002","16-34 y.","Employed","202","0.108705065222699","0.093789636871589","0.123620493573809"
"Slightly Expensive","2002","35-65 y.","Not Employed","148","0.0783970207184383","0.0657417766882914","0.0910522647485852"
"Slightly Expensive","2002","35-65 y.","Employed","587","0.0952027991624075","0.0877144555087939","0.102691142816021"
"Slightly Expensive","2002","66 and older","Not Employed","79","0.0465137994473359","0.0367849842809916","0.0562426146136802"
"Slightly Expensive","2002","66 and older","Employed","9","","",""
"Too Expensive","2002","16-34 y.","Not Employed","12","","",""
"Too Expensive","2002","16-34 y.","Employed","25","","",""
"Too Expensive","2002","35-65 y.","Not Employed","21","","",""
"Too Expensive","2002","35-65 y.","Employed","73","0.0109423826519383","0.00828807029640536","0.0135966950074713"
"Too Expensive","2002","66 and older","Not Employed","10","","",""
"Too Expensive","2002","66 and older","Employed","1","","",""
"Very Inexpensive","2003","16-34 y.","Not Employed","","","",""
"Very Inexpensive","2003","16-34 y.","Employed","","","",""
"Very Inexpensive","2003","35-65 y.","Not Employed","","","",""
"Very Inexpensive","2003","35-65 y.","Employed","","","",""
"Very Inexpensive","2003","66 and older","Not Employed","","","",""
"Very Inexpensive","2003","66 and older","Employed","","","",""
"Inexpensive","2003","16-34 y.","Not Employed","","","",""
"Inexpensive","2003","16-34 y.","Employed","","","",""
"Inexpensive","2003","35-65 y.","Not Employed","","","",""
"Inexpensive","2003","35-65 y.","Employed","","","",""
"Inexpensive","2003","66 and older","Not Employed","","","",""
"Inexpensive","2003","66 and older","Employed","","","",""
"Reasonable","2003","16-34 y.","Not Employed","","","",""
"Reasonable","2003","16-34 y.","Employed","","","",""
"Reasonable","2003","35-65 y.","Not Employed","","","",""
"Reasonable","2003","35-65 y.","Employed","","","",""
"Reasonable","2003","66 and older","Not Employed","","","",""
"Reasonable","2003","66 and older","Employed","","","",""
"Slightly Expensive","2003","16-34 y.","Not Employed","","","",""
"Slightly Expensive","2003","16-34 y.","Employed","","","",""
"Slightly Expensive","2003","35-65 y.","Not Employed","","","",""
"Slightly Expensive","2003","35-65 y.","Employed","","","",""
"Slightly Expensive","2003","66 and older","Not Employed","","","",""
"Slightly Expensive","2003","66 and older","Employed","","","",""
"Too Expensive","2003","16-34 y.","Not Employed","","","",""
"Too Expensive","2003","16-34 y.","Employed","","","",""
"Too Expensive","2003","35-65 y.","Not Employed","","","",""
"Too Expensive","2003","35-65 y.","Employed","","","",""
"Too Expensive","2003","66 and older","Not Employed","","","",""
"Too Expensive","2003","66 and older","Employed","","","",""
"Very Inexpensive","2004","16-34 y.","Not Employed","","","",""
"Very Inexpensive","2004","16-34 y.","Employed","","","",""
"Very Inexpensive","2004","35-65 y.","Not Employed","","","",""
"Very Inexpensive","2004","35-65 y.","Employed","","","",""
"Very Inexpensive","2004","66 and older","Not Employed","","","",""
"Very Inexpensive","2004","66 and older","Employed","","","",""
"Inexpensive","2004","16-34 y.","Not Employed","","","",""
"Inexpensive","2004","16-34 y.","Employed","","","",""
"Inexpensive","2004","35-65 y.","Not Employed","","","",""
"Inexpensive","2004","35-65 y.","Employed","","","",""
"Inexpensive","2004","66 and older","Not Employed","","","",""
"Inexpensive","2004","66 and older","Employed","","","",""
"Reasonable","2004","16-34 y.","Not Employed","","","",""
"Reasonable","2004","16-34 y.","Employed","","","",""
"Reasonable","2004","35-65 y.","Not Employed","","","",""
"Reasonable","2004","35-65 y.","Employed","","","",""
"Reasonable","2004","66 and older","Not Employed","","","",""
"Reasonable","2004","66 and older","Employed","","","",""
"Slightly Expensive","2004","16-34 y.","Not Employed","","","",""
"Slightly Expensive","2004","16-34 y.","Employed","","","",""
"Slightly Expensive","2004","35-65 y.","Not Employed","","","",""
"Slightly Expensive","2004","35-65 y.","Employed","","","",""
"Slightly Expensive","2004","66 and older","Not Employed","","","",""
"Slightly Expensive","2004","66 and older","Employed","","","",""
"Too Expensive","2004","16-34 y.","Not Employed","","","",""
"Too Expensive","2004","16-34 y.","Employed","","","",""
"Too Expensive","2004","35-65 y.","Not Employed","","","",""
"Too Expensive","2004","35-65 y.","Employed","","","",""
"Too Expensive","2004","66 and older","Not Employed","","","",""
"Too Expensive","2004","66 and older","Employed","","","",""
"Very Inexpensive","2005","16-34 y.","Not Employed","65","0.103456204942816","0.0817752945544539","0.125137115331179"
"Very Inexpensive","2005","16-34 y.","Employed","137","0.0927800657457805","0.0774396067271706","0.10812052476439"
"Very Inexpensive","2005","35-65 y.","Not Employed","161","0.126179713180824","0.108896845493625","0.143462580868022"
"Very Inexpensive","2005","35-65 y.","Employed","495","0.0870286756458556","0.0794413629126218","0.0946159883790894"
"Very Inexpensive","2005","66 and older","Not Employed","246","0.134180979270418","0.119037149721677","0.14932480881916"
"Very Inexpensive","2005","66 and older","Employed","22","","",""
"Inexpensive","2005","16-34 y.","Not Employed","209","0.286837444388524","0.254639683063409","0.319035205713639"
"Inexpensive","2005","16-34 y.","Employed","388","0.272476768320276","0.248934793137892","0.296018743502661"
"Inexpensive","2005","35-65 y.","Not Employed","454","0.291751110873932","0.268091413477485","0.315410808270379"
"Inexpensive","2005","35-65 y.","Employed","1456","0.290689883045359","0.27846734873552","0.302912417355199"
"Inexpensive","2005","66 and older","Not Employed","682","0.350078573892735","0.328885699410257","0.371271448375213"
"Inexpensive","2005","66 and older","Employed","48","0.323010778568535","0.248424489198751","0.397597067938319"
"Reasonable","2005","16-34 y.","Not Employed","398","0.514698908392544","0.47911974385256","0.550278072932527"
"Reasonable","2005","16-34 y.","Employed","681","0.525102993559645","0.498698570184219","0.551507416935071"
"Reasonable","2005","35-65 y.","Not Employed","667","0.481969111507332","0.455961683399455","0.507976539615208"
"Reasonable","2005","35-65 y.","Employed","2771","0.516465945013631","0.503014696152133","0.529917193875129"
"Reasonable","2005","66 and older","Not Employed","920","0.468058873047835","0.445889230088527","0.490228516007142"
"Reasonable","2005","66 and older","Employed","69","0.470065998527036","0.390459242044019","0.549672755010052"
"Slightly Expensive","2005","16-34 y.","Not Employed","76","0.0829765300524362","0.063339249338952","0.10261381076592"
"Slightly Expensive","2005","16-34 y.","Employed","140","0.0873927512961379","0.0724601871972722","0.102325315395004"
"Slightly Expensive","2005","35-65 y.","Not Employed","116","0.0829690428190787","0.0686121646856953","0.0973259209524621"
"Slightly Expensive","2005","35-65 y.","Employed","500","0.0933106431602299","0.085481340543332","0.101139945777128"
"Slightly Expensive","2005","66 and older","Not Employed","88","0.0433901713332507","0.0343382707614591","0.0524420719050423"
"Slightly Expensive","2005","66 and older","Employed","11","","",""
"Too Expensive","2005","16-34 y.","Not Employed","10","","",""
"Too Expensive","2005","16-34 y.","Employed","28","","",""
"Too Expensive","2005","35-65 y.","Not Employed","20","","",""
