"hlf0094","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Too Expensive","1994","middle vocational","58","0.017933548044216","0.0129590142684049","0.0229080818200271","5"
"Too Expensive","1994","vocational + Abi","1","","","","5"
"Too Expensive","1994","higher education","10","","","","5"
"Too Expensive","1994","higher vocational","5","","","","5"
"Too Expensive","1994","in school","2","","","","5"
"Too Expensive","1994","inadequately","1","","","","5"
"Too Expensive","1994","general elemantary","15","","","","5"
"Very Inexpensive","1994","vocational + Abi","14","","","","1"
"Very Inexpensive","1994","higher vocational","73","0.195874248928192","0.155812668976038","0.235935828880346","1"
"Very Inexpensive","1994","higher education","119","0.213302461629045","0.182353763263572","0.244251159994517","1"
"Very Inexpensive","1994","in school","16","","","","1"
"Very Inexpensive","1994","inadequately","6","","","","1"
"Very Inexpensive","1994","general elemantary","139","0.179167381986652","0.153728516081334","0.204606247891971","1"
"Very Inexpensive","1994","middle vocational","401","0.1688535855716","0.154811140060729","0.182896031082471","1"
"Inexpensive","1995","vocational + Abi","49","0.297376661379168","0.225415698087222","0.369337624671114","2"
"Inexpensive","1995","higher vocational","127","0.332982829787079","0.286209831089434","0.379755828484725","2"
"Inexpensive","1995","middle vocational","940","0.350495023085521","0.332649470764088","0.368340575406955","2"
"Inexpensive","1995","higher education","226","0.323561918063936","0.289294269429124","0.357829566698748","2"
"Inexpensive","1995","in school","29","","","","2"
"Inexpensive","1995","inadequately","18","","","","2"
"Inexpensive","1995","general elemantary","283","0.343401027965295","0.311609706925635","0.375192349004955","2"
"Reasonable","1995","vocational + Abi","61","0.407146609729969","0.329801776527712","0.484491442932225","3"
"Reasonable","1995","higher education","300","0.397339503169647","0.361496134873489","0.433182871465804","3"
"Reasonable","1995","in school","60","0.486836821223069","0.398505446875099","0.575168195571039","3"
"Reasonable","1995","inadequately","44","0.566126991948684","0.450846143554121","0.681407840343247","3"
"Reasonable","1995","middle vocational","1132","0.396597192726708","0.378300343655882","0.414894041797534","3"
"Reasonable","1995","higher vocational","161","0.394208344486607","0.345708500959745","0.442708188013469","3"
"Reasonable","1995","general elemantary","364","0.394029260147064","0.361314198444187","0.42674432184994","3"
"Slightly Expensive","1995","higher education","83","0.0887203893101198","0.0678932737877278","0.109547504832512","4"
"Slightly Expensive","1995","in school","15","","","","4"
"Slightly Expensive","1995","middle vocational","226","0.0776575123246566","0.067647475638687","0.0876675490106261","4"
"Slightly Expensive","1995","vocational + Abi","22","","","","4"
"Slightly Expensive","1995","higher vocational","32","0.0797130056010012","0.0528322159692045","0.106593795232798","4"
"Slightly Expensive","1995","inadequately","6","","","","4"
"Slightly Expensive","1995","general elemantary","56","0.0582458168955694","0.0425653557983579","0.0739262779927809","4"
"Too Expensive","1995","higher education","8","","","","5"
"Too Expensive","1995","middle vocational","40","0.0140405497601275","0.00963987362557499","0.0184412258946801","5"
"Too Expensive","1995","vocational + Abi","4","","","","5"
"Too Expensive","1995","higher vocational","5","","","","5"
"Too Expensive","1995","in school","1","","","","5"
"Too Expensive","1995","inadequately","","","","","5"
"Too Expensive","1995","general elemantary","12","","","","5"
"Very Inexpensive","1995","vocational + Abi","19","","","","1"
"Very Inexpensive","1995","higher vocational","65","0.182540427054655","0.144202514660431","0.220878339448878","1"
"Very Inexpensive","1995","higher education","99","0.174982201365625","0.147151754688943","0.202812648042307","1"
"Very Inexpensive","1995","in school","18","","","","1"
"Very Inexpensive","1995","inadequately","3","","","","1"
"Very Inexpensive","1995","general elemantary","142","0.187126264519163","0.161014477194977","0.21323805184335","1"
"Very Inexpensive","1995","middle vocational","408","0.161209722102987","0.147456003540701","0.174963440665272","1"
"Inexpensive","1996","vocational + Abi","54","0.287129789753392","0.218097786145244","0.356161793361541","2"
"Inexpensive","1996","higher education","221","0.305255956849055","0.272493859777225","0.338018053920885","2"
"Inexpensive","1996","higher vocational","110","0.267960519112554","0.224116766869029","0.311804271356079","2"
"Inexpensive","1996","middle vocational","937","0.351289785311083","0.333385979035056","0.36919359158711","2"
"Inexpensive","1996","in school","35","0.243085502587646","0.171258002966917","0.314913002208374","2"
"Inexpensive","1996","general elemantary","295","0.335241134432612","0.303392736750828","0.367089532114395","2"
"Inexpensive","1996","inadequately","22","","","","2"
"Reasonable","1996","vocational + Abi","72","0.405609537347847","0.330689822764939","0.480529251930756","3"
"Reasonable","1996","higher education","353","0.441353702210422","0.406028142430934","0.476679261989909","3"
"Reasonable","1996","middle vocational","1150","0.397304048830149","0.378951437242231","0.415656660418068","3"
"Reasonable","1996","in school","64","0.463183194147837","0.37968496673741","0.546681421558264","3"
"Reasonable","1996","inadequately","33","0.474000104941288","0.354438224380701","0.593561985501875","3"
"Reasonable","1996","higher vocational","184","0.452983281051767","0.403706033217871","0.502260528885664","3"
"Reasonable","1996","general elemantary","358","0.41692271537963","0.383659233464263","0.450186197294998","3"
"Slightly Expensive","1996","higher education","69","0.0661496129710035","0.0484676894252918","0.0838315365167153","4"
"Slightly Expensive","1996","vocational + Abi","15","","","","4"
"Slightly Expensive","1996","in school","15","","","","4"
"Slightly Expensive","1996","inadequately","7","","","","4"
"Slightly Expensive","1996","middle vocational","212","0.0675647099558525","0.0581510924014072","0.0769783275102978","4"
"Slightly Expensive","1996","higher vocational","28","","","","4"
"Slightly Expensive","1996","general elemantary","60","0.0651208347639231","0.0484746547131713","0.0817670148146748","4"
"Too Expensive","1996","higher education","11","","","","5"
"Too Expensive","1996","middle vocational","39","0.0155349885967225","0.0108968592797488","0.0201731179136961","5"
"Too Expensive","1996","vocational + Abi","4","","","","5"
"Too Expensive","1996","higher vocational","8","","","","5"
"Too Expensive","1996","in school","4","","","","5"
"Too Expensive","1996","inadequately","2","","","","5"
"Too Expensive","1996","general elemantary","12","","","","5"
"Very Inexpensive","1996","vocational + Abi","20","","","","1"
"Very Inexpensive","1996","higher vocational","62","0.190443483022261","0.151573737085775","0.229313228958747","1"
"Very Inexpensive","1996","higher education","105","0.165224540843146","0.138803536864525","0.191645544821767","1"
"Very Inexpensive","1996","in school","19","","","","1"
"Very Inexpensive","1996","inadequately","3","","","","1"
"Very Inexpensive","1996","general elemantary","119","0.171866873223257","0.146414807593004","0.19731893885351","1"
"Very Inexpensive","1996","middle vocational","393","0.168306467306192","0.15427447605171","0.182338458560674","1"
"Inexpensive","1997","vocational + Abi","46","0.326509502965826","0.254520205091998","0.398498800839655","2"
"Inexpensive","1997","higher education","232","0.295407651106787","0.263452046334582","0.327363255878992","2"
"Inexpensive","1997","higher vocational","110","0.272297352452175","0.228398999089961","0.316195705814388","2"
"Inexpensive","1997","middle vocational","875","0.332462274780596","0.3148710376605","0.350053511900692","2"
"Inexpensive","1997","general elemantary","287","0.355820816835975","0.323748507794556","0.387893125877395","2"
"Inexpensive","1997","inadequately","16","","","","2"
"Inexpensive","1997","in school","46","0.279888018628426","0.207065811865759","0.352710225391094","2"
"Reasonable","1997","vocational + Abi","76","0.439381130022742","0.363189222713875","0.515573037331608","3"
"Reasonable","1997","higher education","361","0.434713759976251","0.399991889664933","0.469435630287568","3"
"Reasonable","1997","middle vocational","1219","0.415556531963777","0.397154168651167","0.433958895276386","3"
"Reasonable","1997","in school","63","0.404901384467002","0.325277976126885","0.484524792807119","3"
"Reasonable","1997","inadequately","31","0.468653849743738","0.346397065665484","0.590910633821991","3"
"Reasonable","1997","higher vocational","184","0.457580091266085","0.408449621789067","0.506710560743104","3"
"Reasonable","1997","general elemantary","387","0.41927673062481","0.386221042451216","0.452332418798404","3"
"Slightly Expensive","1997","higher education","68","0.065585164143241","0.0482455320909709","0.0829247961955111","4"
"Slightly Expensive","1997","vocational + Abi","16","","","","4"
"Slightly Expensive","1997","higher vocational","35","0.0864179447128213","0.0587086615937381","0.114127227831904","4"
"Slightly Expensive","1997","in school","13","","","","4"
"Slightly Expensive","1997","inadequately","5","","","","4"
"Slightly Expensive","1997","middle vocational","208","0.0650821195991054","0.0558711602286707","0.0742930789695401","4"
"Slightly Expensive","1997","general elemantary","50","0.0515722402401394","0.0367565688889296","0.0663879115913493","4"
"Too Expensive","1997","middle vocational","43","0.0169647452408382","0.0121425420377048","0.0217869484439715","5"
"Too Expensive","1997","vocational + Abi","3","","","","5"
"Too Expensive","1997","higher education","12","","","","5"
"Too Expensive","1997","higher vocational","5","","","","5"
"Too Expensive","1997","in school","4","","","","5"
"Too Expensive","1997","inadequately","6","","","","5"
"Too Expensive","1997","general elemantary","16","","","","5"
"Very Inexpensive","1997","vocational + Abi","22","","","","1"
"Very Inexpensive","1997","higher vocational","61","0.164571131831791","0.128004824061306","0.201137439602276","1"
"Very Inexpensive","1997","higher education","110","0.188124197969294","0.160750445270152","0.215497950668437","1"
"Very Inexpensive","1997","in school","20","","","","1"
"Very Inexpensive","1997","inadequately","6","","","","1"
"Very Inexpensive","1997","general elemantary","116","0.152598030329389","0.128508384929173","0.176687675729605","1"
"Very Inexpensive","1997","middle vocational","410","0.169934328415684","0.155909935332299","0.183958721499069","1"
"Inexpensive","1998","higher vocational","131","0.299306578310901","0.256171926767906","0.342441229853897","2"
"Inexpensive","1998","vocational + Abi","49","0.211769174106248","0.154128703823997","0.269409644388498","2"
"Inexpensive","1998","middle vocational","1011","0.338904238937639","0.3222418245574","0.355566653317878","2"
"Inexpensive","1998","higher education","268","0.294543820360647","0.264894472492198","0.324193168229095","2"
"Inexpensive","1998","inadequately","15","","","","2"
"Inexpensive","1998","general elemantary","305","0.318600531104313","0.288703269455605","0.348497792753021","2"
"Inexpensive","1998","in school","36","0.29002493909964","0.218356664413829","0.361693213785451","2"
"Reasonable","1998","vocational + Abi","83","0.474847951967987","0.404396612781241","0.545299291154733","3"
"Reasonable","1998","higher education","414","0.443695246721149","0.411380263094346","0.476010230347951","3"
"Reasonable","1998","inadequately","42","0.533896635199289","0.419462294474826","0.648330975923753","3"
"Reasonable","1998","middle vocational","1327","0.410521706634986","0.393204843850257","0.427838569419715","3"
"Reasonable","1998","higher vocational","185","0.409526754474291","0.363209224115871","0.45584428483271","3"
"Reasonable","1998","general elemantary","392","0.386862838319315","0.35561178962339","0.41811388701524","3"
"Reasonable","1998","in school","72","0.41150863759583","0.333786049323647","0.489231225868013","3"
"Slightly Expensive","1998","higher education","75","0.0653230703566508","0.0492510962833144","0.0813950444299873","4"
"Slightly Expensive","1998","vocational + Abi","27","","","","4"
"Slightly Expensive","1998","higher vocational","43","0.0900332077290387","0.0630733077576624","0.116993107700415","4"
"Slightly Expensive","1998","middle vocational","243","0.064058519339816","0.055439059710756","0.072677978968876","4"
"Slightly Expensive","1998","inadequately","7","","","","4"
"Slightly Expensive","1998","general elemantary","80","0.079699631390248","0.0623216141582725","0.0970776486222235","4"
"Slightly Expensive","1998","in school","17","","","","4"
"Too Expensive","1998","higher education","14","","","","5"
"Too Expensive","1998","middle vocational","41","0.0166475676740724","0.012143579549247","0.0211515557988978","5"
"Too Expensive","1998","vocational + Abi","3","","","","5"
"Too Expensive","1998","higher vocational","8","","","","5"
"Too Expensive","1998","in school","2","","","","5"
"Too Expensive","1998","inadequately","","","","","5"
"Too Expensive","1998","general elemantary","8","","","","5"
"Very Inexpensive","1998","vocational + Abi","31","0.178233406092994","0.124240310067998","0.232226502117991","1"
"Very Inexpensive","1998","higher vocational","66","0.178384301716904","0.142325040597911","0.214443562835897","1"
"Very Inexpensive","1998","higher education","137","0.180963994764635","0.155922932326679","0.20600505720259","1"
"Very Inexpensive","1998","inadequately","9","","","","1"
"Very Inexpensive","1998","general elemantary","148","0.202020719338699","0.176257446470767","0.227783992206631","1"
"Very Inexpensive","1998","middle vocational","478","0.169867967413487","0.156649029115846","0.183086905711128","1"
"Very Inexpensive","1998","in school","27","","","","1"
"Inexpensive","1999","higher education","277","0.298284482663978","0.269115044949763","0.327453920378193","2"
"Inexpensive","1999","vocational + Abi","69","0.336920021948721","0.27190010065758","0.401939943239861","2"
"Inexpensive","1999","higher vocational","146","0.372965694606472","0.327933167147135","0.417998222065809","2"
"Inexpensive","1999","middle vocational","1039","0.358341861378698","0.341464760973914","0.375218961783482","2"
"Inexpensive","1999","inadequately","19","","","","2"
"Inexpensive","1999","general elemantary","317","0.358899078228571","0.327767578422016","0.390030578035127","2"
"Inexpensive","1999","in school","45","0.258277078601208","0.19248290852506","0.324071248677355","2"
"Reasonable","1999","vocational + Abi","84","0.406838456608945","0.339261665660571","0.47441524755732","3"
"Reasonable","1999","higher education","390","0.390875936753586","0.359765612865839","0.421986260641334","3"
"Reasonable","1999","inadequately","40","0.577771131975648","0.465237039743332","0.690305224207964","3"
"Reasonable","1999","middle vocational","1297","0.405057165960516","0.387779185173167","0.422335146747865","3"
"Reasonable","1999","higher vocational","171","0.359032435044342","0.314360877316838","0.403703992771846","3"
"Reasonable","1999","in school","70","0.353473243321229","0.281611929301966","0.425334557340491","3"
"Reasonable","1999","general elemantary","383","0.391728586114363","0.360048087528899","0.423409084699828","3"
"Slightly Expensive","1999","higher education","89","0.0781367440600539","0.0610250465506593","0.0952484415694485","4"
"Slightly Expensive","1999","vocational + Abi","20","","","","4"
"Slightly Expensive","1999","higher vocational","44","0.0907898879784008","0.0640353721132258","0.117544403843576","4"
"Slightly Expensive","1999","middle vocational","226","0.0570646355383548","0.0489002840431881","0.0652289870335214","4"
"Slightly Expensive","1999","inadequately","6","","","","4"
"Slightly Expensive","1999","general elemantary","61","0.0596200939066321","0.0442527549696821","0.0749874328435822","4"
"Slightly Expensive","1999","in school","19","","","","4"
"Too Expensive","1999","higher education","23","","","","5"
"Too Expensive","1999","middle vocational","54","0.0165809391847588","0.0120865458073798","0.0210753325621378","5"
"Too Expensive","1999","vocational + Abi","8","","","","5"
"Too Expensive","1999","higher vocational","9","","","","5"
"Too Expensive","1999","in school","7","","","","5"
"Too Expensive","1999","inadequately","1","","","","5"
"Too Expensive","1999","general elemantary","14","","","","5"
"Very Inexpensive","1999","vocational + Abi","22","","","","1"
"Very Inexpensive","1999","higher vocational","73","0.15427323938237","0.120637067450262","0.187909411314479","1"
"Very Inexpensive","1999","higher education","166","0.199683169509234","0.174195279015315","0.225171060003154","1"
"Very Inexpensive","1999","inadequately","8","","","","1"
"Very Inexpensive","1999","general elemantary","137","0.177550050834247","0.152749243907612","0.202350857760883","1"
"Very Inexpensive","1999","middle vocational","485","0.162955397937672","0.149956519465527","0.175954276409818","1"
"Very Inexpensive","1999","in school","29","","","","1"
"Inexpensive","2000","higher education","621","0.30916421434027","0.289025480041067","0.329302948639473","2"
"Inexpensive","2000","vocational + Abi","140","0.299046024638721","0.257742143713248","0.340349905564195","2"
"Inexpensive","2000","higher vocational","360","0.355783266807544","0.326560083771442","0.385006449843647","2"
"Inexpensive","2000","middle vocational","2121","0.339101658132631","0.327460640389548","0.350742675875713","2"
"Inexpensive","2000","inadequately","18","","","","2"
"Inexpensive","2000","general elemantary","528","0.3675650733375","0.343009753036634","0.392120393638366","2"
"Inexpensive","2000","in school","81","0.333750990472385","0.278319665086921","0.389182315857849","2"
"Reasonable","2000","higher education","875","0.420138704282797","0.398630281912175","0.441647126653419","3"
"Reasonable","2000","vocational + Abi","209","0.416478048788488","0.372004503761288","0.460951593815688","3"
"Reasonable","2000","inadequately","44","0.524815482133883","0.41399111753569","0.635639846732076","3"
"Reasonable","2000","middle vocational","2763","0.425732161734689","0.413573545790872","0.437890777678506","3"
"Reasonable","2000","higher vocational","406","0.39212835371515","0.36232680563383","0.42192990179647","3"
"Reasonable","2000","in school","121","0.399923959081866","0.342337874845849","0.457510043317884","3"
"Reasonable","2000","general elemantary","587","0.367022762350827","0.342475045347628","0.391570479354026","3"
"Slightly Expensive","2000","higher education","200","0.0966114642853353","0.0837378121598429","0.109485116410828","4"
"Slightly Expensive","2000","vocational + Abi","46","0.0940525013681616","0.0677186862637407","0.120386316472582","4"
"Slightly Expensive","2000","higher vocational","110","0.110223009339477","0.0911070773887489","0.129338941290205","4"
"Slightly Expensive","2000","in school","33","0.123672516035863","0.0849738934326805","0.162371138639046","4"
"Slightly Expensive","2000","middle vocational","558","0.0814897631431096","0.0747622866095703","0.0882172396766489","4"
"Slightly Expensive","2000","general elemantary","116","0.0768504864902732","0.0632851711180428","0.0904158018625036","4"
"Slightly Expensive","2000","inadequately","7","","","","4"
"Too Expensive","2000","higher education","45","0.0240411097661114","0.0173662342980258","0.030715985234197","5"
"Too Expensive","2000","middle vocational","99","0.0145440718374099","0.0116001906920508","0.017487952982769","5"
"Too Expensive","2000","vocational + Abi","10","","","","5"
"Too Expensive","2000","higher vocational","17","","","","5"
"Too Expensive","2000","in school","7","","","","5"
"Too Expensive","2000","inadequately","1","","","","5"
"Too Expensive","2000","general elemantary","19","","","","5"
"Very Inexpensive","2000","vocational + Abi","67","0.15927167934298","0.12625949892515","0.192283859760811","1"
"Very Inexpensive","2000","higher vocational","138","0.128198792223296","0.10779224829669","0.148605336149903","1"
"Very Inexpensive","2000","higher education","282","0.150044507325486","0.134482762382531","0.165606252268442","1"
"Very Inexpensive","2000","inadequately","8","","","","1"
"Very Inexpensive","2000","general elemantary","231","0.179080949451452","0.159553504464414","0.198608394438489","1"
"Very Inexpensive","2000","middle vocational","812","0.13913234515216","0.130622122721591","0.147642567582729","1"
"Very Inexpensive","2000","in school","36","0.122148879231698","0.0836559580638061","0.16064180039959","1"
"Inexpensive","2001","vocational + Abi","125","0.271571146953201","0.23136110324082","0.311781190665583","2"
"Inexpensive","2001","middle vocational","1846","0.320996035986993","0.308945766441941","0.333046305532045","2"
"Inexpensive","2001","higher vocational","317","0.337060178824963","0.306547986909919","0.367572370740006","2"
"Inexpensive","2001","higher education","591","0.313281844114444","0.292225546269441","0.334338141959446","2"
"Inexpensive","2001","inadequately","19","","","","2"
"Inexpensive","2001","general elemantary","425","0.32923250781308","0.303417560219887","0.355047455406272","2"
"Inexpensive","2001","in school","97","0.294499178100728","0.244002044371257","0.344996311830199","2"
"Reasonable","2001","vocational + Abi","224","0.475742744769068","0.430592773977483","0.520892715560652","3"
"Reasonable","2001","inadequately","35","0.494943560341305","0.372452075410206","0.617435045272405","3"
"Reasonable","2001","higher vocational","395","0.443788355911653","0.411718971741497","0.475857740081809","3"
"Reasonable","2001","higher education","827","0.445771858997585","0.423207357261691","0.468336360733479","3"
"Reasonable","2001","middle vocational","2704","0.468010172662726","0.455130937223368","0.480889408102085","3"
"Reasonable","2001","in school","138","0.453171052862229","0.398022673953241","0.508319431771217","3"
"Reasonable","2001","general elemantary","586","0.443725316049056","0.416433298571395","0.471017333526717","3"
"Slightly Expensive","2001","higher education","179","0.0845491403967201","0.0719193177026782","0.0971789630907619","4"
"Slightly Expensive","2001","higher vocational","81","0.0758589089664629","0.058768397218112","0.0929494207148137","4"
"Slightly Expensive","2001","vocational + Abi","48","0.0872543521484381","0.0617409957017516","0.112767708595125","4"
"Slightly Expensive","2001","middle vocational","460","0.0732967300591283","0.0665696992020309","0.0800237609162257","4"
"Slightly Expensive","2001","inadequately","2","","","","4"
"Slightly Expensive","2001","in school","32","0.0871025225460952","0.0558631507375685","0.118341894354622","4"
"Slightly Expensive","2001","general elemantary","91","0.0650533443287202","0.0515057519994298","0.0786009366580107","4"
"Too Expensive","2001","middle vocational","91","0.0145092936612202","0.0114228370660773","0.0175957502563631","5"
"Too Expensive","2001","vocational + Abi","9","","","","5"
"Too Expensive","2001","higher vocational","16","","","","5"
"Too Expensive","2001","higher education","33","0.0198643385570805","0.0135299414403946","0.0261987356737665","5"
"Too Expensive","2001","in school","6","","","","5"
"Too Expensive","2001","inadequately","3","","","","5"
"Too Expensive","2001","general elemantary","20","","","","5"
"Very Inexpensive","2001","vocational + Abi","64","0.147038107992226","0.115021233819353","0.179054982165098","1"
"Very Inexpensive","2001","higher vocational","113","0.130984091339959","0.10920670429597","0.152761478383947","1"
"Very Inexpensive","2001","higher education","234","0.136532817934171","0.120945672703783","0.152119963164558","1"
"Very Inexpensive","2001","inadequately","5","","","","1"
"Very Inexpensive","2001","in school","40","0.153616392019465","0.113669929659579","0.193562854379351","1"
"Very Inexpensive","2001","general elemantary","151","0.147654500342585","0.128166599124557","0.167142401560613","1"
"Very Inexpensive","2001","middle vocational","665","0.123187767629932","0.114704798929902","0.131670736329962","1"
"Inexpensive","2002","vocational + Abi","156","0.268545191166536","0.231505344007823","0.305585038325249","2"
"Inexpensive","2002","inadequately","17","","","","2"
"Inexpensive","2002","middle vocational","1864","0.31547172577139","0.303707438035436","0.327236013507343","2"
"Inexpensive","2002","higher vocational","341","0.313750877055731","0.285204667778423","0.34229708633304","2"
"Inexpensive","2002","higher education","823","0.318425671733119","0.300927812464273","0.335923531001966","2"
"Inexpensive","2002","general elemantary","396","0.326150046900807","0.300088340339304","0.35221175346231","2"
"Inexpensive","2002","in school","114","0.293464141629792","0.247066932873857","0.339861350385726","2"
"Reasonable","2002","vocational + Abi","249","0.457310953632133","0.41567695955137","0.498944947712897","3"
"Reasonable","2002","inadequately","23","","","","3"
"Reasonable","2002","higher vocational","450","0.464247111550432","0.433565940236007","0.494928282864857","3"
"Reasonable","2002","higher education","1254","0.452136065956464","0.433442368839166","0.470829763073762","3"
"Reasonable","2002","middle vocational","2818","0.45932921235238","0.446713313231387","0.471945111473373","3"
"Reasonable","2002","in school","170","0.481803594891595","0.430890506175293","0.532716683607896","3"
"Reasonable","2002","general elemantary","571","0.447678748179579","0.420035336411767","0.475322159947391","3"
"Slightly Expensive","2002","higher vocational","96","0.0840450689905126","0.0669760625835987","0.101114075397426","4"
"Slightly Expensive","2002","vocational + Abi","62","0.104989035914167","0.0793705830857717","0.130607488742563","4"
"Slightly Expensive","2002","higher education","251","0.0811791234577863","0.0709211427889928","0.0914371041265798","4"
"Slightly Expensive","2002","middle vocational","548","0.0859975274420561","0.0789000112920532","0.093095043592059","4"
"Slightly Expensive","2002","inadequately","6","","","","4"
"Slightly Expensive","2002","in school","44","0.10267260083713","0.0717447334087614","0.133600468265499","4"
"Slightly Expensive","2002","general elemantary","100","0.0716557800810937","0.0573176452600455","0.085993914902142","4"
"Too Expensive","2002","middle vocational","67","0.010007360232057","0.00748756371542214","0.0125271567486918","5"
"Too Expensive","2002","vocational + Abi","8","","","","5"
"Too Expensive","2002","higher vocational","15","","","","5"
"Too Expensive","2002","higher education","33","0.0106032269827716","0.00675617066262233","0.0144502833029208","5"
"Too Expensive","2002","in school","5","","","","5"
"Too Expensive","2002","inadequately","2","","","","5"
"Too Expensive","2002","general elemantary","12","","","","5"
"Very Inexpensive","2002","vocational + Abi","75","0.159898955772067","0.129268368582831","0.190529542961304","1"
"Very Inexpensive","2002","higher vocational","113","0.125125402278857","0.10477088924468","0.145479915313034","1"
"Very Inexpensive","2002","higher education","362","0.137655911869859","0.124715085823324","0.150596737916394","1"
"Very Inexpensive","2002","inadequately","6","","","","1"
"Very Inexpensive","2002","general elemantary","164","0.144223435871589","0.124693058272268","0.163753813470911","1"
"Very Inexpensive","2002","middle vocational","697","0.129194174202117","0.120702919857666","0.137685428546569","1"
"Very Inexpensive","2002","in school","37","0.0983116860903457","0.0679743095595595","0.128649062621132","1"
"Inexpensive","2003","vocational + Abi","","","","","2"
"Inexpensive","2003","higher vocational","","","","","2"
"Inexpensive","2003","inadequately","","","","","2"
"Inexpensive","2003","general elemantary","","","","","2"
"Inexpensive","2003","middle vocational","","","","","2"
"Inexpensive","2003","higher education","","","","","2"
"Inexpensive","2003","in school","","","","","2"
"Reasonable","2003","vocational + Abi","","","","","3"
"Reasonable","2003","inadequately","","","","","3"
"Reasonable","2003","middle vocational","","","","","3"
"Reasonable","2003","higher vocational","","","","","3"
"Reasonable","2003","higher education","","","","","3"
"Reasonable","2003","in school","","","","","3"
"Reasonable","2003","general elemantary","","","","","3"
"Slightly Expensive","2003","vocational + Abi","","","","","4"
"Slightly Expensive","2003","higher vocational","","","","","4"
"Slightly Expensive","2003","higher education","","","","","4"
"Slightly Expensive","2003","in school","","","","","4"
"Slightly Expensive","2003","middle vocational","","","","","4"
"Slightly Expensive","2003","inadequately","","","","","4"
"Slightly Expensive","2003","general elemantary","","","","","4"
"Too Expensive","2003","middle vocational","","","","","5"
"Too Expensive","2003","vocational + Abi","","","","","5"
"Too Expensive","2003","higher vocational","","","","","5"
"Too Expensive","2003","higher education","","","","","5"
"Too Expensive","2003","in school","","","","","5"
"Too Expensive","2003","inadequately","","","","","5"
"Too Expensive","2003","general elemantary","","","","","5"
"Very Inexpensive","2003","vocational + Abi","","","","","1"
"Very Inexpensive","2003","higher vocational","","","","","1"
"Very Inexpensive","2003","higher education","","","","","1"
"Very Inexpensive","2003","inadequately","","","","","1"
"Very Inexpensive","2003","general elemantary","","","","","1"
"Very Inexpensive","2003","middle vocational","","","","","1"
"Very Inexpensive","2003","in school","","","","","1"
"Inexpensive","2004","higher vocational","","","","","2"
"Inexpensive","2004","vocational + Abi","","","","","2"
"Inexpensive","2004","inadequately","","","","","2"
"Inexpensive","2004","general elemantary","","","","","2"
"Inexpensive","2004","middle vocational","","","","","2"
"Inexpensive","2004","higher education","","","","","2"
"Inexpensive","2004","in school","","","","","2"
"Reasonable","2004","vocational + Abi","","","","","3"
"Reasonable","2004","higher vocational","","","","","3"
"Reasonable","2004","inadequately","","","","","3"
"Reasonable","2004","middle vocational","","","","","3"
"Reasonable","2004","higher education","","","","","3"
"Reasonable","2004","general elemantary","","","","","3"
"Reasonable","2004","in school","","","","","3"
"Slightly Expensive","2004","higher education","","","","","4"
"Slightly Expensive","2004","higher vocational","","","","","4"
"Slightly Expensive","2004","vocational + Abi","","","","","4"
"Slightly Expensive","2004","middle vocational","","","","","4"
"Slightly Expensive","2004","inadequately","","","","","4"
"Slightly Expensive","2004","in school","","","","","4"
"Slightly Expensive","2004","general elemantary","","","","","4"
"Too Expensive","2004","middle vocational","","","","","5"
"Too Expensive","2004","vocational + Abi","","","","","5"
"Too Expensive","2004","higher vocational","","","","","5"
"Too Expensive","2004","higher education","","","","","5"
"Too Expensive","2004","in school","","","","","5"
"Too Expensive","2004","inadequately","","","","","5"
"Too Expensive","2004","general elemantary","","","","","5"
"Very Inexpensive","2004","vocational + Abi","","","","","1"
"Very Inexpensive","2004","higher vocational","","","","","1"
"Very Inexpensive","2004","higher education","","","","","1"
"Very Inexpensive","2004","inadequately","","","","","1"
"Very Inexpensive","2004","in school","","","","","1"
"Very Inexpensive","2004","general elemantary","","","","","1"
"Very Inexpensive","2004","middle vocational","","","","","1"
"Inexpensive","2005","vocational + Abi","144","0.259883136589081","0.223096424837696","0.296669848340466","2"
"Inexpensive","2005","inadequately","15","","","","2"
"Inexpensive","2005","middle vocational","1628","0.304475830995218","0.292144676890304","0.316806985100132","2"
"Inexpensive","2005","higher vocational","275","0.292714330453008","0.263564932559223","0.321863728346792","2"
"Inexpensive","2005","higher education","701","0.300546873720654","0.282581351177426","0.318512396263882","2"
"Inexpensive","2005","general elemantary","330","0.338678468581329","0.309818353714209","0.367538583448448","2"
"Inexpensive","2005","in school","106","0.256805439856804","0.213939237105299","0.299671642608308","2"
"Reasonable","2005","vocational + Abi","272","0.530547535783473","0.488686522939048","0.572408548627899","3"
"Reasonable","2005","inadequately","23","","","","3"
"Reasonable","2005","middle vocational","2673","0.504290428444326","0.490892883736509","0.517687973152144","3"
"Reasonable","2005","higher vocational","463","0.500892536606283","0.46886087416913","0.532924199043436","3"
"Reasonable","2005","higher education","1280","0.493030367426592","0.473440466203135","0.512620268650048","3"
"Reasonable","2005","in school","211","0.520877156985251","0.471859478635924","0.569894835334579","3"
"Reasonable","2005","general elemantary","510","0.482151516605124","0.451680211678215","0.512622821532032","3"
"Slightly Expensive","2005","vocational + Abi","61","0.10205806899689","0.076665913483715","0.127450224510065","4"
"Slightly Expensive","2005","middle vocational","455","0.0785513721693263","0.0713422289778262","0.0857605153608265","4"
