"hlf0094","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Inexpensive","1989","1-pers.-HH","Female","63","0.406131564239695","0.329311129911023","0.482951998568367"
"Inexpensive","1989","(Married) couple without C. ","Male","161","0.38703015296729","0.340939654882177","0.433120651052403"
"Inexpensive","1989","(Married) couple without C. ","Female","159","0.375447280366877","0.329836954390223","0.421057606343531"
"Inexpensive","1989","Single parent ","Male","41","0.43604946673889","0.331243200085067","0.540855733392713"
"Inexpensive","1989","Single parent ","Female","47","0.410114597714524","0.319023587577602","0.501205607851446"
"Inexpensive","1989","Couple + C. LE 16 ","Male","105","0.291376901008471","0.244887893843206","0.337865908173737"
"Inexpensive","1989","Couple + C. LE 16 ","Female","104","0.282958347253426","0.237061730145318","0.328854964361534"
"Inexpensive","1989","Couple + C. GT 16 ","Male","295","0.399695242551342","0.364354937641152","0.435035547461532"
"Inexpensive","1989","Couple + C. GT 16 ","Female","221","0.403244550976666","0.362060193937073","0.444428908016258"
"Inexpensive","1989","Couple + C. LE and GT 16","Male","77","0.382449078120817","0.315263933136907","0.449634223104727"
"Inexpensive","1989","Couple + C. LE and GT 16","Female","78","0.360057597999175","0.293862041163764","0.426253154834586"
"Reasonable","1989","1-pers.-HH","Male","20","","",""
"Reasonable","1989","1-pers.-HH","Female","48","0.313402691084433","0.240842123049094","0.385963259119773"
"Reasonable","1989","(Married) couple without C. ","Male","127","0.287574386959247","0.244742785912696","0.330405988005798"
"Reasonable","1989","(Married) couple without C. ","Female","129","0.293054759377754","0.250182988813821","0.335926529941687"
"Reasonable","1989","Single parent ","Male","29","","",""
"Reasonable","1989","Single parent ","Female","40","0.373309217539889","0.28373147987445","0.462886955205327"
"Reasonable","1989","Couple + C. LE 16 ","Male","152","0.415733719925473","0.365310787891381","0.466156651959565"
"Reasonable","1989","Couple + C. LE 16 ","Female","156","0.420389995303495","0.37009307990205","0.470686910704941"
"Reasonable","1989","Couple + C. GT 16 ","Male","237","0.316659740135206","0.283098744225585","0.350220736044826"
"Reasonable","1989","Couple + C. GT 16 ","Female","174","0.317299528727507","0.278224468621122","0.356374588833891"
"Reasonable","1989","Couple + C. LE and GT 16","Male","71","0.326949208362065","0.262098589168029","0.3917998275561"
"Reasonable","1989","Couple + C. LE and GT 16","Female","67","0.317376780123346","0.253189272917935","0.381564287328758"
"Slightly Expensive","1989","1-pers.-HH","Male","6","","",""
"Slightly Expensive","1989","1-pers.-HH","Female","5","","",""
"Slightly Expensive","1989","(Married) couple without C. ","Male","26","","",""
"Slightly Expensive","1989","(Married) couple without C. ","Female","27","","",""
"Slightly Expensive","1989","Single parent ","Male","1","","",""
"Slightly Expensive","1989","Single parent ","Female","6","","",""
"Slightly Expensive","1989","Couple + C. LE 16 ","Male","45","0.120066774376381","0.0868122041957001","0.153321344557061"
"Slightly Expensive","1989","Couple + C. LE 16 ","Female","46","0.124481285025802","0.0908431447419143","0.15811942530969"
"Slightly Expensive","1989","Couple + C. GT 16 ","Male","45","0.0634921815825139","0.0458993502651779","0.08108501289985"
"Slightly Expensive","1989","Couple + C. GT 16 ","Female","28","","",""
"Slightly Expensive","1989","Couple + C. LE and GT 16","Male","13","","",""
"Slightly Expensive","1989","Couple + C. LE and GT 16","Female","19","","",""
"Too Expensive","1989","1-pers.-HH","Male","","","",""
"Too Expensive","1989","1-pers.-HH","Female","2","","",""
"Too Expensive","1989","(Married) couple without C. ","Male","3","","",""
"Too Expensive","1989","(Married) couple without C. ","Female","3","","",""
"Too Expensive","1989","Single parent ","Male","","","",""
"Too Expensive","1989","Single parent ","Female","3","","",""
"Too Expensive","1989","Couple + C. LE 16 ","Male","11","","",""
"Too Expensive","1989","Couple + C. LE 16 ","Female","11","","",""
"Too Expensive","1989","Couple + C. GT 16 ","Male","1","","",""
"Too Expensive","1989","Couple + C. GT 16 ","Female","2","","",""
"Too Expensive","1989","Couple + C. LE and GT 16","Male","6","","",""
"Too Expensive","1989","Couple + C. LE and GT 16","Female","4","","",""
"Very Inexpensive","1990","1-pers.-HH","Male","16","","",""
"Very Inexpensive","1990","1-pers.-HH","Female","28","","",""
"Very Inexpensive","1990","(Married) couple without C. ","Male","108","0.238235986058306","0.1987440670804","0.277727905036213"
"Very Inexpensive","1990","(Married) couple without C. ","Female","108","0.233906316968697","0.194881507658583","0.27293112627881"
"Very Inexpensive","1990","Single parent ","Male","15","","",""
"Very Inexpensive","1990","Single parent ","Female","12","","",""
"Very Inexpensive","1990","Couple + C. LE 16 ","Male","58","0.152446470339978","0.116400338676419","0.188492602003538"
"Very Inexpensive","1990","Couple + C. LE 16 ","Female","59","0.149837479843823","0.114139496195642","0.185535463492003"
"Very Inexpensive","1990","Couple + C. GT 16 ","Male","151","0.231205102562547","0.199747363985344","0.262662841139751"
"Very Inexpensive","1990","Couple + C. GT 16 ","Female","129","0.256089201175472","0.218502061708144","0.293676340642799"
"Very Inexpensive","1990","Couple + C. LE and GT 16","Male","30","0.194876106764345","0.134800175686242","0.254952037842448"
"Very Inexpensive","1990","Couple + C. LE and GT 16","Female","24","","",""
"Inexpensive","1990","1-pers.-HH","Male","21","","",""
"Inexpensive","1990","1-pers.-HH","Female","67","0.4003941304131","0.324942718225061","0.475845542601139"
"Inexpensive","1990","(Married) couple without C. ","Male","167","0.378899462052024","0.333927972093749","0.4238709520103"
"Inexpensive","1990","(Married) couple without C. ","Female","168","0.371902658496755","0.327346576690666","0.416458740302844"
"Inexpensive","1990","Single parent ","Male","43","0.48995731084468","0.381758235484678","0.598156386204683"
"Inexpensive","1990","Single parent ","Female","50","0.519324631288714","0.419896879685955","0.618752382891474"
"Inexpensive","1990","Couple + C. LE 16 ","Male","106","0.279656095330077","0.234647185163778","0.324665005496377"
"Inexpensive","1990","Couple + C. LE 16 ","Female","108","0.28786882372476","0.242583258260587","0.333154389188932"
"Inexpensive","1990","Couple + C. GT 16 ","Male","297","0.424376112188681","0.387498022621767","0.461254201755595"
"Inexpensive","1990","Couple + C. GT 16 ","Female","209","0.401192849985647","0.358984022115044","0.44340167785625"
"Inexpensive","1990","Couple + C. LE and GT 16","Male","62","0.362653751810703","0.289737613567281","0.435569890054125"
"Inexpensive","1990","Couple + C. LE and GT 16","Female","62","0.358933984377835","0.287246633012929","0.430621335742741"
"Reasonable","1990","1-pers.-HH","Male","22","","",""
"Reasonable","1990","1-pers.-HH","Female","62","0.377778663547037","0.303119736132908","0.452437590961165"
"Reasonable","1990","(Married) couple without C. ","Male","146","0.321298477446164","0.278008428688975","0.364588526203354"
"Reasonable","1990","(Married) couple without C. ","Female","149","0.32923700769674","0.285914085446295","0.372559929947184"
"Reasonable","1990","Single parent ","Male","22","","",""
"Reasonable","1990","Single parent ","Female","33","0.350021123967885","0.255100852266352","0.444941395669417"
"Reasonable","1990","Couple + C. LE 16 ","Male","168","0.441535896786164","0.391739599650718","0.49133219392161"
"Reasonable","1990","Couple + C. LE 16 ","Female","167","0.435599922937729","0.386006976888006","0.485192868987452"
"Reasonable","1990","Couple + C. GT 16 ","Male","213","0.298280566489532","0.264144161891055","0.332416971088009"
"Reasonable","1990","Couple + C. GT 16 ","Female","158","0.301035744550995","0.261533686069543","0.340537803032447"
"Reasonable","1990","Couple + C. LE and GT 16","Male","54","0.309227251267484","0.239130751293774","0.379323751241194"
"Reasonable","1990","Couple + C. LE and GT 16","Female","58","0.313765664631857","0.244419443833504","0.383111885430211"
"Slightly Expensive","1990","1-pers.-HH","Male","6","","",""
"Slightly Expensive","1990","1-pers.-HH","Female","4","","",""
"Slightly Expensive","1990","(Married) couple without C. ","Male","24","","",""
"Slightly Expensive","1990","(Married) couple without C. ","Female","25","","",""
"Slightly Expensive","1990","Single parent ","Male","2","","",""
"Slightly Expensive","1990","Single parent ","Female","1","","",""
"Slightly Expensive","1990","Couple + C. LE 16 ","Male","41","0.105696178008819","0.0748651081937679","0.136527247823871"
"Slightly Expensive","1990","Couple + C. LE 16 ","Female","40","0.104196001020667","0.0736387344436288","0.134753267597705"
"Slightly Expensive","1990","Couple + C. GT 16 ","Male","29","","",""
"Slightly Expensive","1990","Couple + C. GT 16 ","Female","22","","",""
"Slightly Expensive","1990","Couple + C. LE and GT 16","Male","15","","",""
"Slightly Expensive","1990","Couple + C. LE and GT 16","Female","20","","",""
"Too Expensive","1990","1-pers.-HH","Male","","","",""
"Too Expensive","1990","1-pers.-HH","Female","1","","",""
"Too Expensive","1990","(Married) couple without C. ","Male","2","","",""
"Too Expensive","1990","(Married) couple without C. ","Female","2","","",""
"Too Expensive","1990","Single parent ","Male","","","",""
"Too Expensive","1990","Single parent ","Female","1","","",""
"Too Expensive","1990","Couple + C. LE 16 ","Male","9","","",""
"Too Expensive","1990","Couple + C. LE 16 ","Female","10","","",""
"Too Expensive","1990","Couple + C. GT 16 ","Male","","","",""
"Too Expensive","1990","Couple + C. GT 16 ","Female","","","",""
"Too Expensive","1990","Couple + C. LE and GT 16","Male","6","","",""
"Too Expensive","1990","Couple + C. LE and GT 16","Female","8","","",""
"Very Inexpensive","1991","1-pers.-HH","Male","16","","",""
"Very Inexpensive","1991","1-pers.-HH","Female","33","0.186726423810763","0.130572068236795","0.24288077938473"
"Very Inexpensive","1991","(Married) couple without C. ","Male","92","0.170138289039405","0.139818513677285","0.200458064401526"
"Very Inexpensive","1991","(Married) couple without C. ","Female","94","0.167483260075356","0.137555122649738","0.197411397500973"
"Very Inexpensive","1991","Single parent ","Male","16","","",""
"Very Inexpensive","1991","Single parent ","Female","12","","",""
"Very Inexpensive","1991","Couple + C. LE 16 ","Male","51","0.096624103249186","0.0723485606774727","0.120899645820899"
"Very Inexpensive","1991","Couple + C. LE 16 ","Female","52","0.104500714964141","0.0795402634534414","0.129461166474841"
"Very Inexpensive","1991","Couple + C. GT 16 ","Male","131","0.176239286191526","0.150364457037225","0.202114115345828"
"Very Inexpensive","1991","Couple + C. GT 16 ","Female","105","0.179617491154752","0.150309375755688","0.208925606553817"
"Very Inexpensive","1991","Couple + C. LE and GT 16","Male","27","","",""
"Very Inexpensive","1991","Couple + C. LE and GT 16","Female","21","","",""
"Inexpensive","1991","1-pers.-HH","Male","26","","",""
"Inexpensive","1991","1-pers.-HH","Female","72","0.38395281300537","0.313870545795006","0.454035080215733"
"Inexpensive","1991","(Married) couple without C. ","Male","196","0.343851004542458","0.305523683187158","0.382178325897758"
"Inexpensive","1991","(Married) couple without C. ","Female","198","0.344302940767119","0.306220964062727","0.382384917471511"
"Inexpensive","1991","Single parent ","Male","33","0.294677467251905","0.210620016915565","0.378734917588245"
"Inexpensive","1991","Single parent ","Female","33","0.308205927768361","0.221520967615861","0.394890887920861"
"Inexpensive","1991","Couple + C. LE 16 ","Male","141","0.284285462430213","0.247222579059437","0.321348345800989"
"Inexpensive","1991","Couple + C. LE 16 ","Female","145","0.27214005140202","0.235825529829254","0.308454572974786"
"Inexpensive","1991","Couple + C. GT 16 ","Male","288","0.369327830752586","0.336553529508412","0.402102131996761"
"Inexpensive","1991","Couple + C. GT 16 ","Female","230","0.371701915578323","0.334805374781775","0.408598456374871"
"Inexpensive","1991","Couple + C. LE and GT 16","Male","80","0.347405629949576","0.288025697132646","0.406785562766507"
"Inexpensive","1991","Couple + C. LE and GT 16","Female","77","0.319995904721749","0.261585122384182","0.378406687059316"
"Reasonable","1991","1-pers.-HH","Male","27","","",""
"Reasonable","1991","1-pers.-HH","Female","61","0.334024851409292","0.266060585832846","0.401989116985737"
"Reasonable","1991","(Married) couple without C. ","Male","211","0.367514082687632","0.328610955956555","0.406417209418708"
"Reasonable","1991","(Married) couple without C. ","Female","214","0.369822746887172","0.331130346743447","0.408515147030897"
"Reasonable","1991","Single parent ","Male","55","0.499517306268502","0.407328398150462","0.591706214386542"
"Reasonable","1991","Single parent ","Female","51","0.523771954087344","0.43001285057782","0.617531057596868"
"Reasonable","1991","Couple + C. LE 16 ","Male","226","0.42765419181237","0.387003534008988","0.468304849615751"
"Reasonable","1991","Couple + C. LE 16 ","Female","228","0.430158903799146","0.389761679451538","0.470556128146755"
"Reasonable","1991","Couple + C. GT 16 ","Male","263","0.318971470650473","0.287320709142178","0.350622232158768"
"Reasonable","1991","Couple + C. GT 16 ","Female","202","0.319021821223076","0.283435575229312","0.35460806721684"
"Reasonable","1991","Couple + C. LE and GT 16","Male","97","0.394549499665438","0.33359725777253","0.455501741558346"
"Reasonable","1991","Couple + C. LE and GT 16","Female","97","0.398399665672317","0.337097112040452","0.459702219304181"
"Slightly Expensive","1991","1-pers.-HH","Male","5","","",""
"Slightly Expensive","1991","1-pers.-HH","Female","13","","",""
"Slightly Expensive","1991","(Married) couple without C. ","Male","55","0.071888642415022","0.0510460243650892","0.0927312604649547"
"Slightly Expensive","1991","(Married) couple without C. ","Female","57","0.0727593577499073","0.0519413983599009","0.0935773171399136"
"Slightly Expensive","1991","Single parent ","Male","5","","",""
