"hlf0094","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","1991","Couple + C. GT 16 ","Male","92","0.0922733954373514","0.0726198288972089","0.111926961977494"
"Slightly Expensive","1991","Couple + C. GT 16 ","Female","80","0.0891589846687147","0.0674014727466859","0.110916496590744"
"Slightly Expensive","1991","Couple + C. LE and GT 16","Male","29","","",""
"Slightly Expensive","1991","Couple + C. LE and GT 16","Female","36","0.117338661758005","0.0770407384144239","0.157636585101586"
"Too Expensive","1991","1-pers.-HH","Male","2","","",""
"Too Expensive","1991","1-pers.-HH","Female","6","","",""
"Too Expensive","1991","(Married) couple without C. ","Male","36","0.0466079813154834","0.0295986207382399","0.063617341892727"
"Too Expensive","1991","(Married) couple without C. ","Female","35","0.0456316945204463","0.028905821273346","0.0623575677675467"
"Too Expensive","1991","Single parent ","Male","4","","",""
"Too Expensive","1991","Single parent ","Female","5","","",""
"Too Expensive","1991","Couple + C. LE 16 ","Male","43","0.0453587079176519","0.0282608224752944","0.0624565933600093"
"Too Expensive","1991","Couple + C. LE 16 ","Female","43","0.0446155847442198","0.0277697492475556","0.0614614202408839"
"Too Expensive","1991","Couple + C. GT 16 ","Male","59","0.0431880169680629","0.0293835219339257","0.0569925120022002"
"Too Expensive","1991","Couple + C. GT 16 ","Female","42","0.0404997873751339","0.025449170764492","0.0555504039857759"
"Too Expensive","1991","Couple + C. LE and GT 16","Male","14","","",""
"Too Expensive","1991","Couple + C. LE and GT 16","Female","14","","",""
"Very Inexpensive","1992","1-pers.-HH","Male","14","","",""
"Very Inexpensive","1992","1-pers.-HH","Female","34","0.18069691535644","0.124642933579394","0.236750897133486"
"Very Inexpensive","1992","(Married) couple without C. ","Male","106","0.209025068155726","0.176047227578709","0.242002908732742"
"Very Inexpensive","1992","(Married) couple without C. ","Female","112","0.221235875896463","0.187995538367315","0.254476213425611"
"Very Inexpensive","1992","Single parent ","Male","7","","",""
"Very Inexpensive","1992","Single parent ","Female","9","","",""
"Very Inexpensive","1992","Couple + C. LE 16 ","Male","55","0.106433376590542","0.0808455510495646","0.13202120213152"
"Very Inexpensive","1992","Couple + C. LE 16 ","Female","55","0.104537069124655","0.0793313645704334","0.129742773678877"
"Very Inexpensive","1992","Couple + C. GT 16 ","Male","128","0.171983782025118","0.145883001936535","0.198084562113701"
"Very Inexpensive","1992","Couple + C. GT 16 ","Female","99","0.165186441649984","0.136483622772666","0.193889260527301"
"Very Inexpensive","1992","Couple + C. LE and GT 16","Male","24","","",""
"Very Inexpensive","1992","Couple + C. LE and GT 16","Female","26","","",""
"Inexpensive","1992","1-pers.-HH","Male","26","","",""
"Inexpensive","1992","1-pers.-HH","Female","57","0.308411496362453","0.241129640002967","0.375693352721938"
"Inexpensive","1992","(Married) couple without C. ","Male","200","0.344377322920327","0.30583961120024","0.382915034640414"
"Inexpensive","1992","(Married) couple without C. ","Female","204","0.334413766310527","0.296632290449246","0.372195242171807"
"Inexpensive","1992","Single parent ","Male","24","","",""
"Inexpensive","1992","Single parent ","Female","26","","",""
"Inexpensive","1992","Couple + C. LE 16 ","Male","164","0.315371959654434","0.276817921643403","0.353925997665465"
"Inexpensive","1992","Couple + C. LE 16 ","Female","167","0.311389987088093","0.273241364313267","0.349538609862919"
"Inexpensive","1992","Couple + C. GT 16 ","Male","292","0.381804831923783","0.348202158463743","0.415407505383822"
"Inexpensive","1992","Couple + C. GT 16 ","Female","241","0.389886585392956","0.352188695814766","0.427584474971145"
"Inexpensive","1992","Couple + C. LE and GT 16","Male","60","0.261459437535589","0.204545361787967","0.318373513283211"
"Inexpensive","1992","Couple + C. LE and GT 16","Female","52","0.245043976956073","0.188968017287643","0.301119936624502"
"Reasonable","1992","1-pers.-HH","Male","26","","",""
"Reasonable","1992","1-pers.-HH","Female","78","0.466542821781445","0.393864591919896","0.539221051642994"
"Reasonable","1992","(Married) couple without C. ","Male","208","0.344767280601657","0.306219224964607","0.383315336238707"
"Reasonable","1992","(Married) couple without C. ","Female","211","0.342084702522521","0.304093197451291","0.380076207593752"
"Reasonable","1992","Single parent ","Male","46","0.516489042389781","0.410872345296315","0.622105739483247"
"Reasonable","1992","Single parent ","Female","57","0.575006566000037","0.479998837787624","0.670014294212449"
"Reasonable","1992","Couple + C. LE 16 ","Male","243","0.452507486059369","0.411209110592392","0.493805861526347"
"Reasonable","1992","Couple + C. LE 16 ","Female","248","0.455414798254165","0.414387174644916","0.496442421863415"
"Reasonable","1992","Couple + C. GT 16 ","Male","293","0.353539219709071","0.320473330294811","0.386605109123332"
"Reasonable","1992","Couple + C. GT 16 ","Female","234","0.354754443480976","0.317774262033001","0.391734624928952"
"Reasonable","1992","Couple + C. LE and GT 16","Male","107","0.489945210039916","0.425199272624847","0.554691147454985"
"Reasonable","1992","Couple + C. LE and GT 16","Female","108","0.493127085936662","0.427945812281358","0.558308359591966"
"Slightly Expensive","1992","1-pers.-HH","Male","4","","",""
"Slightly Expensive","1992","1-pers.-HH","Female","6","","",""
"Slightly Expensive","1992","(Married) couple without C. ","Male","56","0.0810630019369469","0.0589271685425275","0.103198835331366"
"Slightly Expensive","1992","(Married) couple without C. ","Female","58","0.0821476940931116","0.0601580211488903","0.104137367037333"
"Slightly Expensive","1992","Single parent ","Male","6","","",""
"Slightly Expensive","1992","Single parent ","Female","8","","",""
"Slightly Expensive","1992","Couple + C. LE 16 ","Male","72","0.0980860832935779","0.0734076700584226","0.122764496528733"
"Slightly Expensive","1992","Couple + C. LE 16 ","Female","71","0.100094345334948","0.0753689560775325","0.124819734592363"
"Slightly Expensive","1992","Couple + C. GT 16 ","Male","59","0.0572293551421101","0.0411635398261102","0.0732951704581099"
"Slightly Expensive","1992","Couple + C. GT 16 ","Female","48","0.0581169878220687","0.0400330654110292","0.0762009102331083"
"Slightly Expensive","1992","Couple + C. LE and GT 16","Male","34","0.106108729506061","0.0662201789797743","0.145997280032349"
"Slightly Expensive","1992","Couple + C. LE and GT 16","Female","35","0.0982461857207519","0.0594404684959281","0.137051902945576"
"Too Expensive","1992","1-pers.-HH","Male","2","","",""
"Too Expensive","1992","1-pers.-HH","Female","6","","",""
"Too Expensive","1992","(Married) couple without C. ","Male","14","","",""
"Too Expensive","1992","(Married) couple without C. ","Female","14","","",""
"Too Expensive","1992","Single parent ","Male","3","","",""
"Too Expensive","1992","Single parent ","Female","4","","",""
"Too Expensive","1992","Couple + C. LE 16 ","Male","24","","",""
"Too Expensive","1992","Couple + C. LE 16 ","Female","25","","",""
"Too Expensive","1992","Couple + C. GT 16 ","Male","31","0.0354428111999182","0.0226543470571794","0.0482312753426569"
"Too Expensive","1992","Couple + C. GT 16 ","Female","21","","",""
"Too Expensive","1992","Couple + C. LE and GT 16","Male","4","","",""
"Too Expensive","1992","Couple + C. LE and GT 16","Female","5","","",""
"Very Inexpensive","1993","1-pers.-HH","Male","17","","",""
"Very Inexpensive","1993","1-pers.-HH","Female","33","0.171456042606517","0.118418743352077","0.224493341860958"
"Very Inexpensive","1993","(Married) couple without C. ","Male","108","0.18721528944729","0.156234115919574","0.218196462975005"
"Very Inexpensive","1993","(Married) couple without C. ","Female","108","0.171416859858618","0.141703711795543","0.201130007921694"
"Very Inexpensive","1993","Single parent ","Male","7","","",""
"Very Inexpensive","1993","Single parent ","Female","7","","",""
"Very Inexpensive","1993","Couple + C. LE 16 ","Male","57","0.0985454048811467","0.0734067909308902","0.123684018831403"
"Very Inexpensive","1993","Couple + C. LE 16 ","Female","58","0.104173624968224","0.0785966827371883","0.12975056719926"
"Very Inexpensive","1993","Couple + C. GT 16 ","Male","127","0.196487405141769","0.168012584642325","0.224962225641213"
"Very Inexpensive","1993","Couple + C. GT 16 ","Female","96","0.188186787720738","0.156567530574297","0.21980604486718"
"Very Inexpensive","1993","Couple + C. LE and GT 16","Male","40","0.216245228705483","0.162807986946572","0.269682470464394"
"Very Inexpensive","1993","Couple + C. LE and GT 16","Female","38","0.231624181141492","0.177103287460083","0.286145074822901"
"Inexpensive","1993","1-pers.-HH","Male","27","","",""
"Inexpensive","1993","1-pers.-HH","Female","60","0.317348364404789","0.251852342025871","0.382844386783706"
"Inexpensive","1993","(Married) couple without C. ","Male","231","0.383629318675036","0.345008957917443","0.42224967943263"
"Inexpensive","1993","(Married) couple without C. ","Female","234","0.376045829010052","0.337855747300193","0.414235910719912"
"Inexpensive","1993","Single parent ","Male","39","0.459918622556302","0.346364650570762","0.573472594541841"
"Inexpensive","1993","Single parent ","Female","41","0.352005239394789","0.259771505668119","0.44423897312146"
"Inexpensive","1993","Couple + C. LE 16 ","Male","174","0.33329437490899","0.293535666937775","0.373053082880205"
"Inexpensive","1993","Couple + C. LE 16 ","Female","175","0.314851754769298","0.275964870668642","0.353738638869954"
"Inexpensive","1993","Couple + C. GT 16 ","Male","253","0.353529042781088","0.319269280103099","0.387788805459078"
"Inexpensive","1993","Couple + C. GT 16 ","Female","214","0.371259280478357","0.332174876494031","0.410343684462682"
"Inexpensive","1993","Couple + C. LE and GT 16","Male","61","0.226599687047505","0.17226058065985","0.280938793435161"
"Inexpensive","1993","Couple + C. LE and GT 16","Female","63","0.235112626146877","0.180307536150934","0.289917716142819"
"Reasonable","1993","1-pers.-HH","Male","25","","",""
"Reasonable","1993","1-pers.-HH","Female","87","0.465166704395267","0.394979045828461","0.535354362962072"
"Reasonable","1993","(Married) couple without C. ","Male","219","0.345644473028921","0.307873241901854","0.383415704155988"
"Reasonable","1993","(Married) couple without C. ","Female","223","0.365113842690717","0.327154740501208","0.403072944880226"
"Reasonable","1993","Single parent ","Male","25","","",""
"Reasonable","1993","Single parent ","Female","46","0.502201188546628","0.405641629361229","0.598760747732028"
"Reasonable","1993","Couple + C. LE 16 ","Male","238","0.451728563413544","0.409753844377066","0.493703282450022"
"Reasonable","1993","Couple + C. LE 16 ","Female","243","0.474525777472032","0.432717389300108","0.516334165643956"
"Reasonable","1993","Couple + C. GT 16 ","Male","298","0.373903245661719","0.33922974936925","0.408576741954187"
"Reasonable","1993","Couple + C. GT 16 ","Female","216","0.355713092430348","0.316985667693672","0.394440517167024"
"Reasonable","1993","Couple + C. LE and GT 16","Male","108","0.483294248641115","0.418429591210139","0.548158906072091"
"Reasonable","1993","Couple + C. LE and GT 16","Female","107","0.44608536113973","0.381844022773066","0.510326699506394"
"Slightly Expensive","1993","1-pers.-HH","Male","5","","",""
"Slightly Expensive","1993","1-pers.-HH","Female","11","","",""
"Slightly Expensive","1993","(Married) couple without C. ","Male","43","0.0685383930475833","0.048471095834193","0.0886056902609736"
"Slightly Expensive","1993","(Married) couple without C. ","Female","44","0.0712649145716967","0.0509816589396176","0.0915481702037758"
"Slightly Expensive","1993","Single parent ","Male","3","","",""
"Slightly Expensive","1993","Single parent ","Female","7","","",""
"Slightly Expensive","1993","Couple + C. LE 16 ","Male","52","0.0813127035839805","0.0582604033485998","0.104365003819361"
"Slightly Expensive","1993","Couple + C. LE 16 ","Female","53","0.0757393410981383","0.0535871950036268","0.0978914871926498"
"Slightly Expensive","1993","Couple + C. GT 16 ","Male","48","0.0524793336084502","0.0364990017660315","0.0684596654508689"
"Slightly Expensive","1993","Couple + C. GT 16 ","Female","44","0.0563455499621832","0.0376918345112763","0.0749992654130901"
"Slightly Expensive","1993","Couple + C. LE and GT 16","Male","16","","",""
"Slightly Expensive","1993","Couple + C. LE and GT 16","Female","17","","",""
"Too Expensive","1993","1-pers.-HH","Male","2","","",""
"Too Expensive","1993","1-pers.-HH","Female","3","","",""
"Too Expensive","1993","(Married) couple without C. ","Male","8","","",""
"Too Expensive","1993","(Married) couple without C. ","Female","9","","",""
"Too Expensive","1993","Single parent ","Male","","","",""
"Too Expensive","1993","Single parent ","Female","2","","",""
"Too Expensive","1993","Couple + C. LE 16 ","Male","19","","",""
"Too Expensive","1993","Couple + C. LE 16 ","Female","19","","",""
"Too Expensive","1993","Couple + C. GT 16 ","Male","22","","",""
"Too Expensive","1993","Couple + C. GT 16 ","Female","17","","",""
"Too Expensive","1993","Couple + C. LE and GT 16","Male","3","","",""
"Too Expensive","1993","Couple + C. LE and GT 16","Female","5","","",""
"Very Inexpensive","1994","1-pers.-HH","Male","24","","",""
"Very Inexpensive","1994","1-pers.-HH","Female","35","0.198510305680225","0.141492609343802","0.255528002016648"
"Very Inexpensive","1994","(Married) couple without C. ","Male","119","0.20329309890298","0.171741694879542","0.234844502926417"
"Very Inexpensive","1994","(Married) couple without C. ","Female","122","0.207752966059322","0.176022810844746","0.239483121273898"
"Very Inexpensive","1994","Single parent ","Male","10","","",""
"Very Inexpensive","1994","Single parent ","Female","11","","",""
"Very Inexpensive","1994","Couple + C. LE 16 ","Male","55","0.117601259436703","0.0906056675449826","0.144596851328424"
"Very Inexpensive","1994","Couple + C. LE 16 ","Female","53","0.108326854322443","0.0825858796582786","0.134067828986608"
"Very Inexpensive","1994","Couple + C. GT 16 ","Male","114","0.198268540140404","0.168962667499696","0.227574412781111"
"Very Inexpensive","1994","Couple + C. GT 16 ","Female","87","0.188983384819849","0.15644189869688","0.221524870942818"
"Very Inexpensive","1994","Couple + C. LE and GT 16","Male","39","0.158991805637689","0.1136639085507","0.204319702724679"
"Very Inexpensive","1994","Couple + C. LE and GT 16","Female","40","0.199575138870017","0.150325694500859","0.248824583239176"
"Inexpensive","1994","1-pers.-HH","Male","29","","",""
"Inexpensive","1994","1-pers.-HH","Female","64","0.342751773707143","0.274905854131899","0.410597693282387"
"Inexpensive","1994","(Married) couple without C. ","Male","216","0.341633659136459","0.304452560495512","0.378814757777405"
"Inexpensive","1994","(Married) couple without C. ","Female","211","0.335881356673009","0.298942448504293","0.372820264841725"
"Inexpensive","1994","Single parent ","Male","29","","",""
"Inexpensive","1994","Single parent ","Female","33","0.280020658944033","0.192883567540412","0.367157750347653"
"Inexpensive","1994","Couple + C. LE 16 ","Male","159","0.296185036646666","0.257923251134799","0.334446822158532"
"Inexpensive","1994","Couple + C. LE 16 ","Female","159","0.297384920397402","0.259525646346172","0.335244194448632"
"Inexpensive","1994","Couple + C. GT 16 ","Male","237","0.327559568516202","0.293062249497276","0.362056887535127"
"Inexpensive","1994","Couple + C. GT 16 ","Female","184","0.33216982724478","0.293020545027184","0.371319109462377"
"Inexpensive","1994","Couple + C. LE and GT 16","Male","80","0.317474373872384","0.259772235833018","0.37517651191175"
"Inexpensive","1994","Couple + C. LE and GT 16","Female","77","0.29866070871983","0.242265661948153","0.355055755491507"
"Reasonable","1994","1-pers.-HH","Male","37","0.406303014773594","0.306483820277893","0.506122209269295"
"Reasonable","1994","1-pers.-HH","Female","74","0.410909070173729","0.340580271627712","0.481237868719746"
"Reasonable","1994","(Married) couple without C. ","Male","244","0.382471186756686","0.344370214586569","0.420572158926803"
"Reasonable","1994","(Married) couple without C. ","Female","252","0.384712169313122","0.346660352785505","0.422763985840739"
"Reasonable","1994","Single parent ","Male","33","0.422715256071764","0.310916631499182","0.534513880644345"
"Reasonable","1994","Single parent ","Female","50","0.481219766846124","0.384255561121339","0.57818397257091"
"Reasonable","1994","Couple + C. LE 16 ","Male","270","0.482974021128649","0.4410973167563","0.524850725500998"
"Reasonable","1994","Couple + C. LE 16 ","Female","285","0.493730611499273","0.452322069511653","0.535139153486894"
"Reasonable","1994","Couple + C. GT 16 ","Male","273","0.381525209255662","0.345819644112033","0.41723077439929"
"Reasonable","1994","Couple + C. GT 16 ","Female","218","0.388622491569503","0.348106227783345","0.429138755355661"
"Reasonable","1994","Couple + C. LE and GT 16","Male","106","0.443522620777132","0.381939778178756","0.505105463375507"
"Reasonable","1994","Couple + C. LE and GT 16","Female","110","0.413331669051338","0.352653356610631","0.474009981492045"
"Slightly Expensive","1994","1-pers.-HH","Male","1","","",""
"Slightly Expensive","1994","1-pers.-HH","Female","11","","",""
"Slightly Expensive","1994","(Married) couple without C. ","Male","37","0.051589625305003","0.0342480950794593","0.0689311555305467"
"Slightly Expensive","1994","(Married) couple without C. ","Female","34","0.0483890970304259","0.031606014400687","0.0651721796601648"
"Slightly Expensive","1994","Single parent ","Male","3","","",""
"Slightly Expensive","1994","Single parent ","Female","8","","",""
"Slightly Expensive","1994","Couple + C. LE 16 ","Male","56","0.0970246222566711","0.0722199574739834","0.121829287039359"
"Slightly Expensive","1994","Couple + C. LE 16 ","Female","56","0.0943481588380541","0.0701377886835396","0.118558528992569"
"Slightly Expensive","1994","Couple + C. GT 16 ","Male","63","0.0697751542124567","0.0510486091188456","0.0885016993060679"
"Slightly Expensive","1994","Couple + C. GT 16 ","Female","48","0.0639719556724778","0.0436320029343322","0.0843119084106233"
"Slightly Expensive","1994","Couple + C. LE and GT 16","Male","20","","",""
"Slightly Expensive","1994","Couple + C. LE and GT 16","Female","22","","",""
"Too Expensive","1994","1-pers.-HH","Male","2","","",""
"Too Expensive","1994","1-pers.-HH","Female","4","","",""
"Too Expensive","1994","(Married) couple without C. ","Male","9","","",""
"Too Expensive","1994","(Married) couple without C. ","Female","9","","",""
"Too Expensive","1994","Single parent ","Male","","","",""
"Too Expensive","1994","Single parent ","Female","","","",""
"Too Expensive","1994","Couple + C. LE 16 ","Male","7","","",""
"Too Expensive","1994","Couple + C. LE 16 ","Female","7","","",""
"Too Expensive","1994","Couple + C. GT 16 ","Male","24","","",""
"Too Expensive","1994","Couple + C. GT 16 ","Female","19","","",""
"Too Expensive","1994","Couple + C. LE and GT 16","Male","5","","",""
"Too Expensive","1994","Couple + C. LE and GT 16","Female","4","","",""
"Very Inexpensive","1995","1-pers.-HH","Male","13","","",""
"Very Inexpensive","1995","1-pers.-HH","Female","38","0.221317338318935","0.162749740964894","0.279884935672975"
"Very Inexpensive","1995","(Married) couple without C. ","Male","120","0.207263923219702","0.175810789563808","0.238717056875597"
"Very Inexpensive","1995","(Married) couple without C. ","Female","124","0.21270307659788","0.181292171102922","0.244113982092837"
"Very Inexpensive","1995","Single parent ","Male","7","","",""
"Very Inexpensive","1995","Single parent ","Female","10","","",""
"Very Inexpensive","1995","Couple + C. LE 16 ","Male","54","0.10290453611866","0.0779397098691094","0.127869362368211"
"Very Inexpensive","1995","Couple + C. LE 16 ","Female","53","0.0842566282745489","0.0618240406169663","0.106689215932131"
"Very Inexpensive","1995","Couple + C. GT 16 ","Male","135","0.214935128113039","0.184329484512811","0.245540771713267"
"Very Inexpensive","1995","Couple + C. GT 16 ","Female","102","0.193376814374788","0.16083982040593","0.225913808343645"
"Very Inexpensive","1995","Couple + C. LE and GT 16","Male","25","","",""
"Very Inexpensive","1995","Couple + C. LE and GT 16","Female","24","","",""
"Inexpensive","1995","1-pers.-HH","Male","39","0.455071171256533","0.352189883802717","0.557952458710348"
"Inexpensive","1995","1-pers.-HH","Female","66","0.329776000141347","0.263449215049194","0.3961027852335"
"Inexpensive","1995","(Married) couple without C. ","Male","238","0.369245674767199","0.331797937709253","0.406693411825145"
"Inexpensive","1995","(Married) couple without C. ","Female","235","0.347659874331298","0.311105561512659","0.384214187149938"
"Inexpensive","1995","Single parent ","Male","33","0.363159124114032","0.259070058421517","0.467248189806547"
"Inexpensive","1995","Single parent ","Female","38","0.319692275071073","0.229188482762587","0.410196067379559"
"Inexpensive","1995","Couple + C. LE 16 ","Male","171","0.311088983376764","0.273051144144876","0.349126822608652"
"Inexpensive","1995","Couple + C. LE 16 ","Female","176","0.309480230554252","0.272147052816788","0.346813408291716"
"Inexpensive","1995","Couple + C. GT 16 ","Male","227","0.341612316016327","0.306277514772311","0.376947117260343"
"Inexpensive","1995","Couple + C. GT 16 ","Female","193","0.346032937796591","0.306842823241939","0.385223052351244"
"Inexpensive","1995","Couple + C. LE and GT 16","Male","84","0.334288724129337","0.278019616292102","0.390557831966573"
"Inexpensive","1995","Couple + C. LE and GT 16","Female","72","0.3271434107556","0.269101517011621","0.38518530449958"
"Reasonable","1995","1-pers.-HH","Male","32","0.377203952161947","0.277068496711363","0.47733940761253"
"Reasonable","1995","1-pers.-HH","Female","74","0.382463037240167","0.313899115579794","0.451026958900539"
"Reasonable","1995","(Married) couple without C. ","Male","226","0.334937077077517","0.298314345571887","0.371559808583146"
"Reasonable","1995","(Married) couple without C. ","Female","236","0.343132489010857","0.306691168629298","0.379573809392417"
"Reasonable","1995","Single parent ","Male","41","0.535506657721551","0.427558968793991","0.64345434664911"
"Reasonable","1995","Single parent ","Female","48","0.498759239933456","0.401726862513965","0.595791617352947"
"Reasonable","1995","Couple + C. LE 16 ","Male","259","0.455958873339098","0.415035572204611","0.496882174473585"
"Reasonable","1995","Couple + C. LE 16 ","Female","274","0.479843516908938","0.43949688675519","0.520190147062686"
"Reasonable","1995","Couple + C. GT 16 ","Male","265","0.356820308595947","0.321127067334422","0.392513549857472"
"Reasonable","1995","Couple + C. GT 16 ","Female","221","0.371023577559613","0.331225892326822","0.410821262792404"
"Reasonable","1995","Couple + C. LE and GT 16","Male","135","0.479080991529077","0.419493406943793","0.538668576114361"
"Reasonable","1995","Couple + C. LE and GT 16","Female","126","0.482848149537125","0.421028639669532","0.544667659404718"
"Slightly Expensive","1995","1-pers.-HH","Male","6","","",""
"Slightly Expensive","1995","1-pers.-HH","Female","12","","",""
"Slightly Expensive","1995","(Married) couple without C. ","Male","50","0.0803659299093426","0.0592708456217123","0.101461014196973"
"Slightly Expensive","1995","(Married) couple without C. ","Female","53","0.0881491176819921","0.0663872989077406","0.109910936456244"
"Slightly Expensive","1995","Single parent ","Male","1","","",""
"Slightly Expensive","1995","Single parent ","Female","6","","",""
"Slightly Expensive","1995","Couple + C. LE 16 ","Male","72","0.105861299145403","0.0805821173047578","0.131140480986049"
"Slightly Expensive","1995","Couple + C. LE 16 ","Female","74","0.10753247281607","0.0825142491042891","0.132550696527851"
"Slightly Expensive","1995","Couple + C. GT 16 ","Male","52","0.0651441925835824","0.046757432395556","0.0835309527716089"
"Slightly Expensive","1995","Couple + C. GT 16 ","Female","39","0.0608502961760149","0.041156082908024","0.0805445094440057"
"Slightly Expensive","1995","Couple + C. LE and GT 16","Male","25","","",""
"Slightly Expensive","1995","Couple + C. LE and GT 16","Female","26","","",""
"Too Expensive","1995","1-pers.-HH","Male","","","",""
"Too Expensive","1995","1-pers.-HH","Female","3","","",""
"Too Expensive","1995","(Married) couple without C. ","Male","4","","",""
"Too Expensive","1995","(Married) couple without C. ","Female","4","","",""
"Too Expensive","1995","Single parent ","Male","","","",""
"Too Expensive","1995","Single parent ","Female","","","",""
"Too Expensive","1995","Couple + C. LE 16 ","Male","13","","",""
"Too Expensive","1995","Couple + C. LE 16 ","Female","12","","",""
"Too Expensive","1995","Couple + C. GT 16 ","Male","13","","",""
"Too Expensive","1995","Couple + C. GT 16 ","Female","11","","",""
"Too Expensive","1995","Couple + C. LE and GT 16","Male","1","","",""
"Too Expensive","1995","Couple + C. LE and GT 16","Female","3","","",""
"Very Inexpensive","1996","1-pers.-HH","Male","20","","",""
"Very Inexpensive","1996","1-pers.-HH","Female","37","0.193639917884263","0.136388730114134","0.250891105654392"
"Very Inexpensive","1996","(Married) couple without C. ","Male","109","0.1809056703779","0.151493424098845","0.210317916656956"
"Very Inexpensive","1996","(Married) couple without C. ","Female","116","0.191442094998021","0.161717575580128","0.221166614415914"
"Very Inexpensive","1996","Single parent ","Male","8","","",""
"Very Inexpensive","1996","Single parent ","Female","8","","",""
"Very Inexpensive","1996","Couple + C. LE 16 ","Male","57","0.123215565116053","0.0963501614164697","0.150080968815635"
"Very Inexpensive","1996","Couple + C. LE 16 ","Female","57","0.117972316848563","0.0921828705845159","0.143761763112611"
"Very Inexpensive","1996","Couple + C. GT 16 ","Male","112","0.200933967458309","0.170456276156578","0.231411658760039"
"Very Inexpensive","1996","Couple + C. GT 16 ","Female","96","0.202655352575326","0.169152051015446","0.236158654135205"
"Very Inexpensive","1996","Couple + C. LE and GT 16","Male","29","","",""
"Very Inexpensive","1996","Couple + C. LE and GT 16","Female","20","","",""
"Inexpensive","1996","1-pers.-HH","Male","29","","",""
"Inexpensive","1996","1-pers.-HH","Female","64","0.363492598255241","0.293802342038823","0.433182854471659"
"Inexpensive","1996","(Married) couple without C. ","Male","238","0.358513036836703","0.321870837079156","0.395155236594251"
"Inexpensive","1996","(Married) couple without C. ","Female","239","0.344301204580065","0.30840388487819","0.38019852428194"
"Inexpensive","1996","Single parent ","Male","29","","",""
"Inexpensive","1996","Single parent ","Female","38","0.364993366405626","0.271103435183532","0.45888329762772"
"Inexpensive","1996","Couple + C. LE 16 ","Male","178","0.315362232525021","0.277382715654688","0.353341749395354"
"Inexpensive","1996","Couple + C. LE 16 ","Female","185","0.307424414228037","0.270533992410566","0.344314836045507"
"Inexpensive","1996","Couple + C. GT 16 ","Male","221","0.345847766295222","0.309669649771254","0.38202588281919"
"Inexpensive","1996","Couple + C. GT 16 ","Female","187","0.343446880126188","0.30386920786211","0.383024552390265"
"Inexpensive","1996","Couple + C. LE and GT 16","Male","74","0.235630695912638","0.187201792531208","0.284059599294068"
"Inexpensive","1996","Couple + C. LE and GT 16","Female","73","0.242012175250625","0.190638317030194","0.293386033471056"
"Reasonable","1996","1-pers.-HH","Male","41","0.404916672420794","0.310575093073687","0.4992582517679"
"Reasonable","1996","1-pers.-HH","Female","70","0.395385416848248","0.324546456508799","0.466224377187697"
"Reasonable","1996","(Married) couple without C. ","Male","261","0.387163118848955","0.349944986070992","0.424381251626918"
"Reasonable","1996","(Married) couple without C. ","Female","263","0.385206564598512","0.348440088260023","0.421973040937002"
"Reasonable","1996","Single parent ","Male","47","0.541211202956336","0.437686765593254","0.644735640319418"
"Reasonable","1996","Single parent ","Female","48","0.462796493757634","0.36555494808669","0.560038039428578"
"Reasonable","1996","Couple + C. LE 16 ","Male","264","0.427096732650352","0.386665410570027","0.467528054730676"
"Reasonable","1996","Couple + C. LE 16 ","Female","281","0.446983840741214","0.407234889240698","0.486732792241731"
"Reasonable","1996","Couple + C. GT 16 ","Male","259","0.360419494678575","0.323900753650778","0.396938235706371"
"Reasonable","1996","Couple + C. GT 16 ","Female","214","0.353903850192522","0.314049407034127","0.393758293350916"
"Reasonable","1996","Couple + C. LE and GT 16","Male","162","0.536162650915992","0.479255319580918","0.593069982251066"
"Reasonable","1996","Couple + C. LE and GT 16","Female","152","0.562383974476117","0.502878689772312","0.621889259179922"
"Slightly Expensive","1996","1-pers.-HH","Male","10","","",""
"Slightly Expensive","1996","1-pers.-HH","Female","7","","",""
"Slightly Expensive","1996","(Married) couple without C. ","Male","45","0.0631168036315952","0.0445366043532412","0.0816970029099492"
"Slightly Expensive","1996","(Married) couple without C. ","Female","49","0.0685780692444419","0.0494836516877948","0.0876724868010889"
"Slightly Expensive","1996","Single parent ","Male","5","","",""
"Slightly Expensive","1996","Single parent ","Female","7","","",""
"Slightly Expensive","1996","Couple + C. LE 16 ","Male","65","0.110168278671097","0.0845767403439461","0.135759816998247"
"Slightly Expensive","1996","Couple + C. LE 16 ","Female","67","0.10481157334894","0.0803224801183607","0.129300666579519"
"Slightly Expensive","1996","Couple + C. GT 16 ","Male","59","0.0721006172917091","0.0524270105613826","0.0917742240220356"
"Slightly Expensive","1996","Couple + C. GT 16 ","Female","42","0.0656976728831494","0.0450484251859867","0.0863469205803122"
"Slightly Expensive","1996","Couple + C. LE and GT 16","Male","21","","",""
"Slightly Expensive","1996","Couple + C. LE and GT 16","Female","18","","",""
"Too Expensive","1996","1-pers.-HH","Male","4","","",""
"Too Expensive","1996","1-pers.-HH","Female","5","","",""
"Too Expensive","1996","(Married) couple without C. ","Male","5","","",""
"Too Expensive","1996","(Married) couple without C. ","Female","6","","",""
"Too Expensive","1996","Single parent ","Male","","","",""
"Too Expensive","1996","Single parent ","Female","","","",""
"Too Expensive","1996","Couple + C. LE 16 ","Male","11","","",""
"Too Expensive","1996","Couple + C. LE 16 ","Female","11","","",""
