"hlf0094","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","1988","Employed","(Married) couple without C. ","62","0.148256305336058","0.114551237651262","0.181961373020855","1"
"Very Inexpensive","1988","Employed","Single parent ","20","","","","1"
"Very Inexpensive","1988","Employed","Couple + C. LE 16 ","66","0.116190601385881","0.0902449791461187","0.142136223625643","1"
"Very Inexpensive","1988","Employed","Couple + C. GT 16 ","184","0.226025626345399","0.197571112088048","0.25448014060275","1"
"Very Inexpensive","1988","Employed","Couple + C. LE and GT 16","43","0.132438990367947","0.0947663690685955","0.170111611667299","1"
"Inexpensive","1989","Not Employed","(Married) couple without C. ","185","0.411670952235181","0.366251166847164","0.457090737623199","2"
"Inexpensive","1989","Not Employed","1-pers.-HH","62","0.432847637667848","0.351065975484085","0.514629299851611","2"
"Inexpensive","1989","Not Employed","Couple + C. LE 16 ","56","0.357552861617585","0.283289102581226","0.431816620653944","2"
"Inexpensive","1989","Not Employed","Single parent ","28","","","","2"
"Inexpensive","1989","Not Employed","Couple + C. GT 16 ","171","0.401372773968301","0.35487990557108","0.447865642365522","2"
"Inexpensive","1989","Not Employed","Couple + C. LE and GT 16","48","0.351145668759361","0.268454264307753","0.43383707321097","2"
"Inexpensive","1989","Employed","(Married) couple without C. ","135","0.342966655022513","0.29707361421096","0.388859695834066","2"
"Inexpensive","1989","Employed","1-pers.-HH","23","","","","2"
"Inexpensive","1989","Employed","Couple + C. LE 16 ","153","0.267848077819206","0.231714991802282","0.30398116383613","2"
"Inexpensive","1989","Employed","Single parent ","60","0.435323306964636","0.351062005709299","0.519584608219972","2"
"Inexpensive","1989","Employed","Couple + C. LE and GT 16","107","0.380884301648275","0.323490606201554","0.438277997094995","2"
"Inexpensive","1989","Employed","Couple + C. GT 16 ","345","0.401080318738643","0.368247272614409","0.433913364862877","2"
"Reasonable","1989","Not Employed","1-pers.-HH","34","0.274357939762247","0.200710352271893","0.3480055272526","3"
"Reasonable","1989","Not Employed","(Married) couple without C. ","109","0.244807714064053","0.205125020625888","0.284490407502218","3"
"Reasonable","1989","Not Employed","Single parent ","23","","","","3"
"Reasonable","1989","Not Employed","Couple + C. LE 16 ","66","0.416953229611325","0.340554969556203","0.493351489666448","3"
"Reasonable","1989","Not Employed","Couple + C. GT 16 ","129","0.291119120434778","0.24803113890197","0.334207101967587","3"
"Reasonable","1989","Not Employed","Couple + C. LE and GT 16","44","0.30408525158992","0.224392503161595","0.383778000018245","3"
"Reasonable","1989","Employed","1-pers.-HH","34","0.441921984288242","0.332411725257863","0.55143224331862","3"
"Reasonable","1989","Employed","(Married) couple without C. ","147","0.347698876193151","0.30165701333092","0.393740739055381","3"
"Reasonable","1989","Employed","Single parent ","46","0.36617740913269","0.284302298189516","0.448052520075863","3"
"Reasonable","1989","Employed","Couple + C. LE 16 ","242","0.41831326968935","0.378064224387287","0.458562314991412","3"
"Reasonable","1989","Employed","Couple + C. LE and GT 16","94","0.330669805402107","0.275066677563927","0.386272933240288","3"
"Reasonable","1989","Employed","Couple + C. GT 16 ","282","0.329977856814996","0.2984787539082","0.361476959721793","3"
"Slightly Expensive","1989","Not Employed","1-pers.-HH","4","","","","4"
"Slightly Expensive","1989","Not Employed","(Married) couple without C. ","17","","","","4"
"Slightly Expensive","1989","Not Employed","Single parent ","","","","","4"
"Slightly Expensive","1989","Not Employed","Couple + C. LE 16 ","16","","","","4"
"Slightly Expensive","1989","Not Employed","Couple + C. GT 16 ","26","","","","4"
"Slightly Expensive","1989","Not Employed","Couple + C. LE and GT 16","9","","","","4"
"Slightly Expensive","1989","Employed","(Married) couple without C. ","36","0.0826543533274251","0.0560332195144567","0.109275487140393","4"
"Slightly Expensive","1989","Employed","1-pers.-HH","7","","","","4"
"Slightly Expensive","1989","Employed","Single parent ","7","","","","4"
"Slightly Expensive","1989","Employed","Couple + C. LE 16 ","75","0.128487378587541","0.101183316721798","0.155791440453284","4"
"Slightly Expensive","1989","Employed","Couple + C. GT 16 ","47","0.0545408944522676","0.0393286354496869","0.0697531534548484","4"
"Slightly Expensive","1989","Employed","Couple + C. LE and GT 16","23","","","","4"
"Too Expensive","1989","Not Employed","(Married) couple without C. ","2","","","","5"
"Too Expensive","1989","Not Employed","1-pers.-HH","2","","","","5"
"Too Expensive","1989","Not Employed","Single parent ","1","","","","5"
"Too Expensive","1989","Not Employed","Couple + C. LE 16 ","1","","","","5"
"Too Expensive","1989","Not Employed","Couple + C. GT 16 ","1","","","","5"
"Too Expensive","1989","Not Employed","Couple + C. LE and GT 16","4","","","","5"
"Too Expensive","1989","Employed","1-pers.-HH","","","","","5"
"Too Expensive","1989","Employed","(Married) couple without C. ","4","","","","5"
"Too Expensive","1989","Employed","Single parent ","2","","","","5"
"Too Expensive","1989","Employed","Couple + C. LE 16 ","21","","","","5"
"Too Expensive","1989","Employed","Couple + C. GT 16 ","2","","","","5"
"Too Expensive","1989","Employed","Couple + C. LE and GT 16","6","","","","5"
"Very Inexpensive","1989","Not Employed","1-pers.-HH","39","0.253475080318363","0.181674438877778","0.325275721758948","1"
"Very Inexpensive","1989","Not Employed","(Married) couple without C. ","138","0.303113283152362","0.260695946339535","0.345530619965189","1"
"Very Inexpensive","1989","Not Employed","Single parent ","13","","","","1"
"Very Inexpensive","1989","Not Employed","Couple + C. LE 16 ","21","","","","1"
"Very Inexpensive","1989","Not Employed","Couple + C. GT 16 ","100","0.241132687568593","0.200558940269186","0.281706434868001","1"
"Very Inexpensive","1989","Not Employed","Couple + C. LE and GT 16","23","","","","1"
"Very Inexpensive","1989","Employed","1-pers.-HH","15","","","","1"
"Very Inexpensive","1989","Employed","(Married) couple without C. ","89","0.216895048438053","0.177051135374114","0.256738961501993","1"
"Very Inexpensive","1989","Employed","Single parent ","18","","","","1"
"Very Inexpensive","1989","Employed","Couple + C. LE 16 ","86","0.148592808368308","0.119570781690879","0.177614835045738","1"
"Very Inexpensive","1989","Employed","Couple + C. GT 16 ","180","0.212740046278114","0.185324625650063","0.240155466906166","1"
"Very Inexpensive","1989","Employed","Couple + C. LE and GT 16","45","0.179492581371335","0.134135379794631","0.224849782948039","1"
"Inexpensive","1990","Not Employed","1-pers.-HH","61","0.418863451727703","0.337427933747565","0.50029896970784","2"
"Inexpensive","1990","Not Employed","(Married) couple without C. ","205","0.427890460821505","0.383348963014205","0.472431958628804","2"
"Inexpensive","1990","Not Employed","Single parent ","31","0.452754640191917","0.330804977635049","0.574704302748785","2"
"Inexpensive","1990","Not Employed","Couple + C. LE 16 ","55","0.319688469260073","0.250790065677297","0.38858687284285","2"
"Inexpensive","1990","Not Employed","Couple + C. GT 16 ","158","0.394859078857456","0.345967754233777","0.443750403481136","2"
"Inexpensive","1990","Not Employed","Couple + C. LE and GT 16","35","0.338655092685597","0.24726012346471","0.430050061906484","2"
"Inexpensive","1990","Employed","1-pers.-HH","27","","","","2"
"Inexpensive","1990","Employed","(Married) couple without C. ","130","0.30809178144646","0.264196490971161","0.351987071921759","2"
"Inexpensive","1990","Employed","Single parent ","62","0.533492077001484","0.442313529420887","0.624670624582081","2"
"Inexpensive","1990","Employed","Couple + C. LE 16 ","159","0.273055519455784","0.237105578060526","0.309005460851041","2"
"Inexpensive","1990","Employed","Couple + C. LE and GT 16","89","0.370912459342526","0.309283711707605","0.432541206977446","2"
"Inexpensive","1990","Employed","Couple + C. GT 16 ","348","0.423789725717012","0.39004932813204","0.457530123301984","2"
"Reasonable","1990","Not Employed","1-pers.-HH","46","0.328824176788404","0.251281898399802","0.406366455177006","3"
"Reasonable","1990","Not Employed","(Married) couple without C. ","130","0.286024317747844","0.245342335175866","0.326706300319822","3"
"Reasonable","1990","Not Employed","Single parent ","20","","","","3"
"Reasonable","1990","Not Employed","Couple + C. LE 16 ","74","0.428990364244667","0.355870185510014","0.502110542979319","3"
"Reasonable","1990","Not Employed","Couple + C. GT 16 ","111","0.28039379527475","0.235466101287728","0.325321489261773","3"
"Reasonable","1990","Not Employed","Couple + C. LE and GT 16","40","0.348400224166305","0.256385113100822","0.440415335231788","3"
"Reasonable","1990","Employed","(Married) couple without C. ","165","0.375531982907864","0.329492314039186","0.421571651776543","3"
"Reasonable","1990","Employed","1-pers.-HH","38","0.450481736118958","0.345327075738209","0.555636396499706","3"
"Reasonable","1990","Employed","Single parent ","35","0.30869251876118","0.224262312271021","0.393122725251339","3"
"Reasonable","1990","Employed","Couple + C. LE 16 ","261","0.441451730602222","0.401384063916208","0.481519397288236","3"
"Reasonable","1990","Employed","Couple + C. LE and GT 16","72","0.294637978194422","0.236475555446031","0.352800400942813","3"
"Reasonable","1990","Employed","Couple + C. GT 16 ","260","0.308236553917112","0.27670790502281","0.339765202811413","3"
"Slightly Expensive","1990","Not Employed","1-pers.-HH","3","","","","4"
"Slightly Expensive","1990","Not Employed","(Married) couple without C. ","10","","","","4"
"Slightly Expensive","1990","Not Employed","Single parent ","1","","","","4"
"Slightly Expensive","1990","Not Employed","Couple + C. LE 16 ","19","","","","4"
"Slightly Expensive","1990","Not Employed","Couple + C. GT 16 ","16","","","","4"
"Slightly Expensive","1990","Employed","Couple + C. LE 16 ","62","0.106129363300067","0.0812764559877989","0.130982270612334","4"
"Slightly Expensive","1990","Employed","Single parent ","2","","","","4"
"Slightly Expensive","1990","Not Employed","Couple + C. LE and GT 16","11","","","","4"
"Slightly Expensive","1990","Employed","1-pers.-HH","7","","","","4"
"Slightly Expensive","1990","Employed","(Married) couple without C. ","39","0.09733742052218","0.0691564294755009","0.125518411568859","4"
"Slightly Expensive","1990","Employed","Couple + C. LE and GT 16","24","","","","4"
"Slightly Expensive","1990","Employed","Couple + C. GT 16 ","35","0.0452358297965921","0.0310461099139969","0.0594255496791873","4"
"Too Expensive","1990","Not Employed","1-pers.-HH","1","","","","5"
"Too Expensive","1990","Not Employed","(Married) couple without C. ","1","","","","5"
"Too Expensive","1990","Not Employed","Couple + C. LE 16 ","5","","","","5"
"Too Expensive","1990","Not Employed","Single parent ","","","","","5"
"Too Expensive","1990","Employed","1-pers.-HH","","","","","5"
"Too Expensive","1990","Employed","(Married) couple without C. ","3","","","","5"
"Too Expensive","1990","Employed","Single parent ","1","","","","5"
"Too Expensive","1990","Employed","Couple + C. LE 16 ","14","","","","5"
"Too Expensive","1990","Employed","Couple + C. GT 16 ","","","","","5"
"Too Expensive","1990","Employed","Couple + C. LE and GT 16","13","","","","5"
"Too Expensive","1990","Not Employed","Couple + C. GT 16 ","","","","","5"
"Too Expensive","1990","Not Employed","Couple + C. LE and GT 16","1","","","","5"
"Very Inexpensive","1990","Not Employed","1-pers.-HH","30","0.21794768612355","0.149802910065723","0.286092462181377","1"
"Very Inexpensive","1990","Not Employed","(Married) couple without C. ","128","0.25565880544569","0.216387501156584","0.294930109734795","1"
"Very Inexpensive","1990","Not Employed","Single parent ","12","","","","1"
"Very Inexpensive","1990","Not Employed","Couple + C. LE 16 ","23","","","","1"
"Very Inexpensive","1990","Not Employed","Couple + C. GT 16 ","99","0.282573397913909","0.237539778424002","0.327607017403816","1"
"Very Inexpensive","1990","Not Employed","Couple + C. LE and GT 16","16","","","","1"
"Very Inexpensive","1990","Employed","1-pers.-HH","14","","","","1"
"Very Inexpensive","1990","Employed","Couple + C. LE and GT 16","38","0.169363614340714","0.121510784902407","0.217216443779021","1"
"Very Inexpensive","1990","Employed","(Married) couple without C. ","88","0.210990684229478","0.172200099007775","0.249781269451181","1"
"Very Inexpensive","1990","Employed","Single parent ","15","","","","1"
"Very Inexpensive","1990","Employed","Couple + C. LE 16 ","94","0.156961228299895","0.127608933964054","0.186313522635737","1"
"Very Inexpensive","1990","Employed","Couple + C. GT 16 ","181","0.222737890569284","0.194328279723366","0.251147501415202","1"
"Inexpensive","1991","Not Employed","1-pers.-HH","56","0.416789839951465","0.333312847394282","0.500266832508648","2"
"Inexpensive","1991","Not Employed","(Married) couple without C. ","212","0.402897282358038","0.360076508096924","0.445718056619152","2"
"Inexpensive","1991","Not Employed","Single parent ","16","","","","2"
"Inexpensive","1991","Not Employed","Couple + C. LE 16 ","51","0.334372996658779","0.260341444216465","0.408404549101093","2"
"Inexpensive","1991","Not Employed","Couple + C. GT 16 ","156","0.412350857191436","0.362327927272172","0.4623737871107","2"
"Inexpensive","1991","Not Employed","Couple + C. LE and GT 16","35","0.326052666233313","0.236814216690521","0.415291115776106","2"
"Inexpensive","1991","Employed","1-pers.-HH","31","0.339021193589536","0.237789701173936","0.440252686005136","2"
"Inexpensive","1991","Employed","(Married) couple without C. ","133","0.327439278019145","0.2819595797908","0.372918976247489","2"
"Inexpensive","1991","Employed","Single parent ","46","0.350446905521111","0.266130132256059","0.434763678786164","2"
"Inexpensive","1991","Employed","Couple + C. LE 16 ","170","0.286793592918935","0.25116529239629","0.32242189344158","2"
"Inexpensive","1991","Employed","Couple + C. LE and GT 16","88","0.352252439259478","0.294078549086944","0.410426329432013","2"
