"hlf0094","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","1991","Not Employed","1-pers.-HH","6","","","","4"
"Slightly Expensive","1991","Not Employed","Couple + C. LE 16 ","14","","","","4"
"Slightly Expensive","1991","Not Employed","(Married) couple without C. ","7","","","","4"
"Slightly Expensive","1991","Not Employed","Single parent ","","","","","4"
"Slightly Expensive","1991","Not Employed","Couple + C. GT 16 ","15","","","","4"
"Slightly Expensive","1991","Employed","Single parent ","4","","","","4"
"Slightly Expensive","1991","Employed","Couple + C. LE 16 ","60","0.107163374797874","0.0827958197342384","0.13153092986151","4"
"Slightly Expensive","1991","Not Employed","Couple + C. LE and GT 16","6","","","","4"
"Slightly Expensive","1991","Employed","1-pers.-HH","5","","","","4"
"Slightly Expensive","1991","Employed","(Married) couple without C. ","33","0.0747578518715492","0.0492694534039801","0.100246250339118","4"
"Slightly Expensive","1991","Employed","Couple + C. LE and GT 16","23","","","","4"
"Slightly Expensive","1991","Employed","Couple + C. GT 16 ","54","0.0768177566019592","0.0578724458034637","0.0957630674004547","4"
"Too Expensive","1991","Not Employed","1-pers.-HH","3","","","","5"
"Too Expensive","1991","Not Employed","(Married) couple without C. ","5","","","","5"
"Too Expensive","1991","Not Employed","Couple + C. LE 16 ","4","","","","5"
"Too Expensive","1991","Not Employed","Single parent ","1","","","","5"
"Too Expensive","1991","Not Employed","Couple + C. GT 16 ","4","","","","5"
"Too Expensive","1991","Not Employed","Couple + C. LE and GT 16","1","","","","5"
"Too Expensive","1991","Employed","1-pers.-HH","1","","","","5"
"Too Expensive","1991","Employed","(Married) couple without C. ","3","","","","5"
"Too Expensive","1991","Employed","Single parent ","2","","","","5"
"Too Expensive","1991","Employed","Couple + C. LE 16 ","14","","","","5"
"Too Expensive","1991","Employed","Couple + C. GT 16 ","19","","","","5"
"Too Expensive","1991","Employed","Couple + C. LE and GT 16","6","","","","5"
"Very Inexpensive","1991","Not Employed","1-pers.-HH","33","0.228008741958815","0.156972883658939","0.299044600258692","1"
"Very Inexpensive","1991","Not Employed","(Married) couple without C. ","110","0.213807073559725","0.178013222763224","0.249600924356226","1"
"Very Inexpensive","1991","Not Employed","Single parent ","10","","","","1"
"Very Inexpensive","1991","Not Employed","Couple + C. LE 16 ","21","","","","1"
"Very Inexpensive","1991","Not Employed","Couple + C. LE and GT 16","12","","","","1"
"Very Inexpensive","1991","Not Employed","Couple + C. GT 16 ","77","0.206695861379192","0.165546568977127","0.247845153781258","1"
"Very Inexpensive","1991","Employed","1-pers.-HH","15","","","","1"
"Very Inexpensive","1991","Employed","(Married) couple without C. ","70","0.169069858764314","0.132745179492255","0.205394538036373","1"
"Very Inexpensive","1991","Employed","Single parent ","15","","","","1"
"Very Inexpensive","1991","Employed","Couple + C. LE 16 ","76","0.11533168699482","0.090168402668345","0.140494971321295","1"
"Very Inexpensive","1991","Employed","Couple + C. GT 16 ","156","0.198416715799565","0.170044669652526","0.226788761946604","1"
"Very Inexpensive","1991","Employed","Couple + C. LE and GT 16","36","0.157530073091012","0.113163370768225","0.2018967754138","1"
"Inexpensive","1992","Not Employed","(Married) couple without C. ","253","0.394501836686146","0.356427954139994","0.432575719232298","2"
"Inexpensive","1992","Not Employed","1-pers.-HH","58","0.360511922607108","0.287026328620315","0.4339975165939","2"
"Inexpensive","1992","Not Employed","Couple + C. LE 16 ","66","0.373712977422245","0.305635567838788","0.441790387005702","2"
"Inexpensive","1992","Not Employed","Couple + C. GT 16 ","170","0.413484302162366","0.367365250427595","0.459603353897136","2"
"Inexpensive","1992","Not Employed","Couple + C. LE and GT 16","29","","","","2"
"Inexpensive","1992","Not Employed","Single parent ","17","","","","2"
"Inexpensive","1992","Employed","(Married) couple without C. ","151","0.268668533478249","0.231623304918995","0.305713762037504","2"
"Inexpensive","1992","Employed","1-pers.-HH","25","","","","2"
"Inexpensive","1992","Employed","Single parent ","33","0.271239100898676","0.194217633982911","0.34826056781444","2"
"Inexpensive","1992","Employed","Couple + C. LE 16 ","265","0.299797696443219","0.270351274552504","0.329244118333934","2"
"Inexpensive","1992","Employed","Couple + C. GT 16 ","363","0.372367275149379","0.342523320718488","0.402211229580269","2"
"Inexpensive","1992","Employed","Couple + C. LE and GT 16","83","0.237983389606522","0.192784637600834","0.28318214161221","2"
"Reasonable","1992","Not Employed","Couple + C. LE 16 ","83","0.422575168487614","0.35306522413093","0.492085112844299","3"
"Reasonable","1992","Not Employed","1-pers.-HH","64","0.416003761394496","0.340567558371393","0.4914399644176","3"
"Reasonable","1992","Not Employed","(Married) couple without C. ","202","0.318359540389356","0.28206988443781","0.354649196340902","3"
"Reasonable","1992","Not Employed","Single parent ","33","0.457051147765583","0.333053311206706","0.58104898432446","3"
"Reasonable","1992","Not Employed","Couple + C. GT 16 ","139","0.309634154941772","0.266335429289572","0.352932880593972","3"
"Reasonable","1992","Not Employed","Couple + C. LE and GT 16","60","0.516188664706744","0.424453062411073","0.607924267002416","3"
"Reasonable","1992","Employed","(Married) couple without C. ","217","0.375724733702956","0.335249468482074","0.416199998923838","3"
"Reasonable","1992","Employed","1-pers.-HH","40","0.484821582525348","0.380991573811177","0.588651591239519","3"
"Reasonable","1992","Employed","Couple + C. LE 16 ","408","0.461010930198843","0.428973903218371","0.493047957179316","3"
"Reasonable","1992","Employed","Single parent ","70","0.588346813438947","0.503090696238272","0.673602930639623","3"
"Reasonable","1992","Employed","Couple + C. GT 16 ","388","0.374458276941969","0.344580541096163","0.404336012787774","3"
"Reasonable","1992","Employed","Couple + C. LE and GT 16","155","0.482713801659776","0.429676526307907","0.535751077011644","3"
"Slightly Expensive","1992","Not Employed","Couple + C. LE 16 ","13","","","","4"
"Slightly Expensive","1992","Not Employed","1-pers.-HH","4","","","","4"
"Slightly Expensive","1992","Not Employed","(Married) couple without C. ","49","0.0641562429109462","0.0450679376636885","0.0832445481582038","4"
"Slightly Expensive","1992","Not Employed","Single parent ","4","","","","4"
"Slightly Expensive","1992","Employed","Single parent ","10","","","","4"
"Slightly Expensive","1992","Not Employed","Couple + C. GT 16 ","28","","","","4"
"Slightly Expensive","1992","Not Employed","Couple + C. LE and GT 16","11","","","","4"
"Slightly Expensive","1992","Employed","(Married) couple without C. ","65","0.104037058970282","0.0785214579318306","0.129552660008733","4"
"Slightly Expensive","1992","Employed","Couple + C. LE 16 ","130","0.106449972111007","0.0866283665761434","0.126271577645871","4"
"Slightly Expensive","1992","Employed","1-pers.-HH","6","","","","4"
"Slightly Expensive","1992","Employed","Couple + C. LE and GT 16","58","0.125954942885873","0.090738505451664","0.161171380320082","4"
"Slightly Expensive","1992","Employed","Couple + C. GT 16 ","79","0.0624138529323939","0.0474802736284028","0.077347432236385","4"
"Too Expensive","1992","Not Employed","1-pers.-HH","6","","","","5"
"Too Expensive","1992","Not Employed","(Married) couple without C. ","10","","","","5"
"Too Expensive","1992","Not Employed","Couple + C. LE 16 ","7","","","","5"
"Too Expensive","1992","Not Employed","Single parent ","3","","","","5"
"Too Expensive","1992","Not Employed","Couple + C. GT 16 ","8","","","","5"
"Too Expensive","1992","Not Employed","Couple + C. LE and GT 16","1","","","","5"
"Too Expensive","1992","Employed","1-pers.-HH","2","","","","5"
"Too Expensive","1992","Employed","(Married) couple without C. ","18","","","","5"
"Too Expensive","1992","Employed","Single parent ","4","","","","5"
"Too Expensive","1992","Employed","Couple + C. LE 16 ","42","0.0284423289233255","0.0177585845905299","0.0391260732561212","5"
"Too Expensive","1992","Employed","Couple + C. GT 16 ","44","0.0387489005127202","0.0268346715544512","0.0506631294709892","5"
"Too Expensive","1992","Employed","Couple + C. LE and GT 16","8","","","","5"
"Very Inexpensive","1992","Not Employed","1-pers.-HH","32","0.185953830871234","0.126407740758493","0.245499920983975","1"
"Very Inexpensive","1992","Not Employed","(Married) couple without C. ","119","0.207815819021256","0.176207702296054","0.239423935746457","1"
"Very Inexpensive","1992","Not Employed","Single parent ","5","","","","1"
"Very Inexpensive","1992","Not Employed","Couple + C. LE 16 ","25","","","","1"
"Very Inexpensive","1992","Not Employed","Couple + C. LE and GT 16","13","","","","1"
"Very Inexpensive","1992","Not Employed","Couple + C. GT 16 ","93","0.206146622968858","0.168261448079311","0.244031797858404","1"
"Very Inexpensive","1992","Employed","1-pers.-HH","16","","","","1"
"Very Inexpensive","1992","Employed","(Married) couple without C. ","99","0.22432717759702","0.189465604531967","0.259188750662073","1"
"Very Inexpensive","1992","Employed","Single parent ","11","","","","1"
"Very Inexpensive","1992","Employed","Couple + C. LE 16 ","85","0.104299072323605","0.0846551435131791","0.123943001134031","1"
"Very Inexpensive","1992","Employed","Couple + C. GT 16 ","134","0.152011694463538","0.129847535489029","0.174175853438048","1"
"Very Inexpensive","1992","Employed","Couple + C. LE and GT 16","37","0.13248085042674","0.0964987103219284","0.168462990531551","1"
"Inexpensive","1993","Not Employed","1-pers.-HH","59","0.362636659178281","0.28950196665745","0.435771351699112","2"
"Inexpensive","1993","Not Employed","(Married) couple without C. ","283","0.443952068234519","0.405960295129213","0.481943841339825","2"
"Inexpensive","1993","Not Employed","Single parent ","29","","","","2"
"Inexpensive","1993","Not Employed","Couple + C. LE 16 ","61","0.330807932964569","0.262452073720145","0.399163792208994","2"
"Inexpensive","1993","Not Employed","Couple + C. GT 16 ","129","0.350892930822958","0.302971355949539","0.398814505696377","2"
"Inexpensive","1993","Not Employed","Couple + C. LE and GT 16","36","0.236337874900488","0.164137482245584","0.308538267555392","2"
"Inexpensive","1993","Employed","1-pers.-HH","28","","","","2"
"Inexpensive","1993","Employed","(Married) couple without C. ","182","0.298207251386634","0.260651694923661","0.335762807849606","2"
"Inexpensive","1993","Employed","Single parent ","51","0.394162601183334","0.304458683093392","0.483866519273276","2"
"Inexpensive","1993","Employed","Couple + C. LE 16 ","288","0.322800235081599","0.292355702358705","0.353244767804492","2"
"Inexpensive","1993","Employed","Couple + C. GT 16 ","338","0.365498362953847","0.334939795220139","0.396056930687555","2"
"Inexpensive","1993","Employed","Couple + C. LE and GT 16","88","0.228162745237915","0.182538925160951","0.273786565314879","2"
"Reasonable","1993","Not Employed","(Married) couple without C. ","214","0.31444592509072","0.278943399423054","0.349948450758387","3"
"Reasonable","1993","Not Employed","Couple + C. LE 16 ","85","0.492388974984182","0.419756293124466","0.565021656843898","3"
"Reasonable","1993","Not Employed","1-pers.-HH","70","0.419249438408608","0.344186577826648","0.494312298990569","3"
"Reasonable","1993","Not Employed","Single parent ","26","","","","3"
"Reasonable","1993","Not Employed","Couple + C. LE and GT 16","66","0.454800902958624","0.370173601301365","0.539428204615883","3"
"Reasonable","1993","Not Employed","Couple + C. GT 16 ","154","0.37718442290204","0.328516567324187","0.425852278479892","3"
"Reasonable","1993","Employed","1-pers.-HH","42","0.404481615376555","0.31015627057276","0.498806960180349","3"
"Reasonable","1993","Employed","(Married) couple without C. ","228","0.407115586249471","0.366783141771876","0.447448030727066","3"
"Reasonable","1993","Employed","Couple + C. LE 16 ","396","0.456488429557248","0.424054223148792","0.488922635965705","3"
"Reasonable","1993","Employed","Single parent ","45","0.449977597958762","0.35865436007987","0.541300835837654","3"
"Reasonable","1993","Employed","Couple + C. GT 16 ","360","0.361378736075563","0.330894389640428","0.391863082510698","3"
"Reasonable","1993","Employed","Couple + C. LE and GT 16","149","0.470413170586874","0.416148804403206","0.524677536770542","3"
"Slightly Expensive","1993","Not Employed","(Married) couple without C. ","36","0.0445020918484933","0.0287343141142476","0.0602698695827389","4"
"Slightly Expensive","1993","Not Employed","Couple + C. LE 16 ","12","","","","4"
"Slightly Expensive","1993","Not Employed","1-pers.-HH","5","","","","4"
"Slightly Expensive","1993","Not Employed","Single parent ","4","","","","4"
"Slightly Expensive","1993","Not Employed","Couple + C. LE and GT 16","7","","","","4"
"Slightly Expensive","1993","Not Employed","Couple + C. GT 16 ","11","","","","4"
"Slightly Expensive","1993","Employed","(Married) couple without C. ","51","0.102247484174241","0.0773752215895279","0.127119746758955","4"
"Slightly Expensive","1993","Employed","Single parent ","6","","","","4"
"Slightly Expensive","1993","Employed","1-pers.-HH","11","","","","4"
"Slightly Expensive","1993","Employed","Couple + C. LE 16 ","93","0.0826149966282651","0.0646887546238055","0.100541238632725","4"
"Slightly Expensive","1993","Employed","Couple + C. GT 16 ","81","0.0675882809158897","0.0516583656554059","0.0835181961763736","4"
"Slightly Expensive","1993","Employed","Couple + C. LE and GT 16","26","","","","4"
"Too Expensive","1993","Not Employed","1-pers.-HH","3","","","","5"
"Too Expensive","1993","Not Employed","(Married) couple without C. ","6","","","","5"
"Too Expensive","1993","Not Employed","Single parent ","","","","","5"
"Too Expensive","1993","Not Employed","Couple + C. LE 16 ","7","","","","5"
"Too Expensive","1993","Not Employed","Couple + C. GT 16 ","12","","","","5"
"Too Expensive","1993","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Too Expensive","1993","Employed","1-pers.-HH","2","","","","5"
"Too Expensive","1993","Employed","(Married) couple without C. ","11","","","","5"
"Too Expensive","1993","Employed","Single parent ","2","","","","5"
"Too Expensive","1993","Employed","Couple + C. LE 16 ","31","0.0338164698146527","0.0220464297404991","0.0455865098888064","5"
"Too Expensive","1993","Employed","Couple + C. GT 16 ","27","","","","5"
"Too Expensive","1993","Employed","Couple + C. LE and GT 16","8","","","","5"
"Very Inexpensive","1993","Not Employed","1-pers.-HH","29","","","","1"
"Very Inexpensive","1993","Not Employed","(Married) couple without C. ","118","0.183868885615222","0.15424790063921","0.213489870591234","1"
"Very Inexpensive","1993","Not Employed","Single parent ","4","","","","1"
"Very Inexpensive","1993","Not Employed","Couple + C. LE 16 ","17","","","","1"
"Very Inexpensive","1993","Not Employed","Couple + C. LE and GT 16","24","","","","1"
"Very Inexpensive","1993","Not Employed","Couple + C. GT 16 ","75","0.223400010614233","0.181575979592422","0.265224041636044","1"
"Very Inexpensive","1993","Employed","1-pers.-HH","21","","","","1"
"Very Inexpensive","1993","Employed","(Married) couple without C. ","98","0.173915461290185","0.142798870639964","0.205032051940406","1"
"Very Inexpensive","1993","Employed","Single parent ","10","","","","1"
"Very Inexpensive","1993","Employed","Couple + C. LE 16 ","98","0.104279868918235","0.0843790752038403","0.12418066263263","1"
"Very Inexpensive","1993","Employed","Couple + C. GT 16 ","148","0.179987462181238","0.155609057797544","0.204365866564931","1"
"Very Inexpensive","1993","Employed","Couple + C. LE and GT 16","54","0.201685913811067","0.158061350730151","0.245310476891983","1"
"Inexpensive","1994","Not Employed","1-pers.-HH","60","0.333746621480717","0.264473263380518","0.403019979580915","2"
"Inexpensive","1994","Not Employed","(Married) couple without C. ","263","0.378706700780098","0.342408436128331","0.415004965431865","2"
"Inexpensive","1994","Not Employed","Single parent ","22","","","","2"
"Inexpensive","1994","Not Employed","Couple + C. LE 16 ","65","0.337890653741136","0.274070211086726","0.401711096395547","2"
"Inexpensive","1994","Not Employed","Couple + C. GT 16 ","147","0.347460312941867","0.30091337324405","0.394007252639685","2"
"Inexpensive","1994","Not Employed","Couple + C. LE and GT 16","48","0.329759207209099","0.251604600058488","0.407913814359709","2"
"Inexpensive","1994","Employed","1-pers.-HH","33","0.331562944851882","0.240646440034227","0.422479449669537","2"
"Inexpensive","1994","Employed","(Married) couple without C. ","164","0.285736680945868","0.24855159982837","0.322921762063365","2"
"Inexpensive","1994","Employed","Single parent ","40","0.341163211454169","0.25090947798807","0.431416944920268","2"
"Inexpensive","1994","Employed","Couple + C. LE 16 ","253","0.286570743172791","0.256964352282801","0.31617713406278","2"
"Inexpensive","1994","Employed","Couple + C. GT 16 ","274","0.32041782021183","0.289320758237808","0.351514882185852","2"
"Inexpensive","1994","Employed","Couple + C. LE and GT 16","109","0.300074465283834","0.252994315212966","0.347154615354702","2"
"Reasonable","1994","Not Employed","(Married) couple without C. ","250","0.363187940781049","0.327199968061934","0.399175913500165","3"
"Reasonable","1994","Not Employed","1-pers.-HH","75","0.428127441544184","0.355437511438361","0.500817371650008","3"
"Reasonable","1994","Not Employed","Single parent ","35","0.421638752101384","0.306773473742476","0.536504030460292","3"
"Reasonable","1994","Not Employed","Couple + C. LE 16 ","101","0.459820427897626","0.392573867997549","0.527066987797703","3"
"Reasonable","1994","Not Employed","Couple + C. LE and GT 16","57","0.425391945353022","0.343201529684126","0.507582361021918","3"
"Reasonable","1994","Not Employed","Couple + C. GT 16 ","151","0.356829397731342","0.309998932657571","0.403659862805112","3"
"Reasonable","1994","Employed","1-pers.-HH","36","0.37139943589487","0.27808743937661","0.464711432413131","3"
"Reasonable","1994","Employed","(Married) couple without C. ","246","0.410703362523793","0.370209642820982","0.451197082226603","3"
"Reasonable","1994","Employed","Couple + C. LE 16 ","454","0.495260322945645","0.462522893369041","0.527997752522249","3"
"Reasonable","1994","Employed","Single parent ","48","0.47871336469326","0.383615398318382","0.573811331068138","3"
"Reasonable","1994","Employed","Couple + C. GT 16 ","340","0.398536955599671","0.365909830295347","0.431164080903995","3"
"Reasonable","1994","Employed","Couple + C. LE and GT 16","159","0.430889198360093","0.380017221190526","0.48176117552966","3"
"Slightly Expensive","1994","Not Employed","(Married) couple without C. ","21","","","","4"
"Slightly Expensive","1994","Not Employed","1-pers.-HH","8","","","","4"
"Slightly Expensive","1994","Not Employed","Single parent ","7","","","","4"
"Slightly Expensive","1994","Not Employed","Couple + C. LE 16 ","18","","","","4"
"Slightly Expensive","1994","Not Employed","Couple + C. LE and GT 16","9","","","","4"
"Slightly Expensive","1994","Not Employed","Couple + C. GT 16 ","20","","","","4"
"Slightly Expensive","1994","Employed","(Married) couple without C. ","50","0.0800500664882123","0.0577133410335007","0.102386791942924","4"
"Slightly Expensive","1994","Employed","1-pers.-HH","4","","","","4"
"Slightly Expensive","1994","Employed","Single parent ","4","","","","4"
"Slightly Expensive","1994","Employed","Couple + C. LE 16 ","94","0.0967847741940911","0.0774253145255937","0.116144233862588","4"
"Slightly Expensive","1994","Employed","Couple + C. GT 16 ","91","0.0814698160137223","0.0632398809695672","0.0996997510578774","4"
"Slightly Expensive","1994","Employed","Couple + C. LE and GT 16","33","0.0687624389452577","0.0427666335165507","0.0947582443739647","4"
"Too Expensive","1994","Not Employed","1-pers.-HH","1","","","","5"
"Too Expensive","1994","Not Employed","(Married) couple without C. ","6","","","","5"
"Too Expensive","1994","Not Employed","Single parent ","","","","","5"
"Too Expensive","1994","Not Employed","Couple + C. LE 16 ","4","","","","5"
"Too Expensive","1994","Not Employed","Couple + C. GT 16 ","9","","","","5"
"Too Expensive","1994","Not Employed","Couple + C. LE and GT 16","1","","","","5"
"Too Expensive","1994","Employed","1-pers.-HH","5","","","","5"
"Too Expensive","1994","Employed","(Married) couple without C. ","12","","","","5"
"Too Expensive","1994","Employed","Single parent ","","","","","5"
"Too Expensive","1994","Employed","Couple + C. LE 16 ","10","","","","5"
"Too Expensive","1994","Employed","Couple + C. GT 16 ","34","0.0265604705444349","0.0158449713323392","0.0372759697565307","5"
"Too Expensive","1994","Employed","Couple + C. LE and GT 16","8","","","","5"
"Very Inexpensive","1994","Not Employed","1-pers.-HH","34","0.206265714675809","0.146824293708748","0.26570713564287","1"
"Very Inexpensive","1994","Not Employed","(Married) couple without C. ","146","0.218451960416235","0.18753179238027","0.249372128452201","1"
"Very Inexpensive","1994","Not Employed","Single parent ","7","","","","1"
"Very Inexpensive","1994","Not Employed","Couple + C. LE 16 ","23","","","","1"
"Very Inexpensive","1994","Not Employed","Couple + C. LE and GT 16","24","","","","1"
"Very Inexpensive","1994","Not Employed","Couple + C. GT 16 ","75","0.236499823710708","0.194960918519531","0.278038728901886","1"
"Very Inexpensive","1994","Employed","Couple + C. LE 16 ","85","0.115795584089501","0.0948440212024804","0.136747146976522","1"
"Very Inexpensive","1994","Employed","1-pers.-HH","25","","","","1"
"Very Inexpensive","1994","Employed","(Married) couple without C. ","95","0.188076039604052","0.15591123066032","0.220240848547784","1"
"Very Inexpensive","1994","Employed","Single parent ","14","","","","1"
"Very Inexpensive","1994","Employed","Couple + C. LE and GT 16","55","0.170712762899197","0.13205979148195","0.209365734316444","1"
"Very Inexpensive","1994","Employed","Couple + C. GT 16 ","126","0.173014937630342","0.147807385727295","0.198222489533388","1"
"Inexpensive","1995","Not Employed","(Married) couple without C. ","290","0.428160644603141","0.390496186774085","0.465825102432197","2"
"Inexpensive","1995","Not Employed","1-pers.-HH","70","0.370883666761361","0.301835285654301","0.43993204786842","2"
"Inexpensive","1995","Not Employed","Couple + C. LE and GT 16","45","0.286578587426208","0.216074469030315","0.3570827058221","2"
"Inexpensive","1995","Not Employed","Single parent ","26","","","","2"
"Inexpensive","1995","Not Employed","Couple + C. LE 16 ","64","0.277735476701751","0.219082791079438","0.336388162324064","2"
"Inexpensive","1995","Not Employed","Couple + C. GT 16 ","130","0.331410012238885","0.285509222774849","0.377310801702922","2"
"Inexpensive","1995","Employed","1-pers.-HH","35","0.360977299265148","0.264397927237211","0.457556671293084","2"
"Inexpensive","1995","Employed","(Married) couple without C. ","183","0.272568225095074","0.237714591006049","0.3074218591841","2"
"Inexpensive","1995","Employed","Single parent ","45","0.354456584066396","0.266647404931354","0.442265763201437","2"
"Inexpensive","1995","Employed","Couple + C. LE 16 ","283","0.31865831117652","0.288775616374691","0.348541005978349","2"
"Inexpensive","1995","Employed","Couple + C. GT 16 ","290","0.350335598886371","0.318338852018501","0.382332345754242","2"
"Inexpensive","1995","Employed","Couple + C. LE and GT 16","111","0.351365298334464","0.302254804421963","0.400475792246965","2"
"Reasonable","1995","Not Employed","(Married) couple without C. ","215","0.314809855355183","0.279457281308748","0.350162429401618","3"
"Reasonable","1995","Not Employed","1-pers.-HH","72","0.378572047839879","0.309239233290871","0.447904862388887","3"
"Reasonable","1995","Not Employed","Single parent ","36","0.531278242952752","0.414377399952248","0.648179085953257","3"
"Reasonable","1995","Not Employed","Couple + C. LE 16 ","109","0.50088824276061","0.435410545004939","0.566365940516281","3"
"Reasonable","1995","Not Employed","Couple + C. LE and GT 16","80","0.508818451485943","0.430867396824975","0.58676950614691","3"
"Reasonable","1995","Not Employed","Couple + C. GT 16 ","161","0.368968025112737","0.321916093488464","0.416019956737009","3"
"Reasonable","1995","Employed","1-pers.-HH","34","0.386617622721378","0.288692807982375","0.484542437460381","3"
"Reasonable","1995","Employed","(Married) couple without C. ","247","0.368858019664464","0.331091456073467","0.40662458325546","3"
"Reasonable","1995","Employed","Single parent ","53","0.50498279868088","0.413203633501918","0.596761963859842","3"
"Reasonable","1995","Employed","Couple + C. LE 16 ","424","0.459057935842463","0.427099627720814","0.491016243964113","3"
"Reasonable","1995","Employed","Couple + C. GT 16 ","325","0.359659863969629","0.327473604688802","0.391846123250457","3"
"Reasonable","1995","Employed","Couple + C. LE and GT 16","181","0.467982973866499","0.416652819472372","0.519313128260625","3"
"Slightly Expensive","1995","Not Employed","(Married) couple without C. ","28","","","","4"
"Slightly Expensive","1995","Not Employed","1-pers.-HH","8","","","","4"
"Slightly Expensive","1995","Not Employed","Single parent ","4","","","","4"
"Slightly Expensive","1995","Not Employed","Couple + C. LE 16 ","23","","","","4"
"Slightly Expensive","1995","Not Employed","Couple + C. LE and GT 16","15","","","","4"
"Slightly Expensive","1995","Not Employed","Couple + C. GT 16 ","25","","","","4"
"Slightly Expensive","1995","Employed","(Married) couple without C. ","75","0.142077065537227","0.11474953119215","0.169404599882304","4"
"Slightly Expensive","1995","Employed","1-pers.-HH","10","","","","4"
"Slightly Expensive","1995","Employed","Single parent ","3","","","","4"
"Slightly Expensive","1995","Employed","Couple + C. LE 16 ","123","0.106383830159681","0.0866101286812387","0.126157531638123","4"
"Slightly Expensive","1995","Employed","Couple + C. GT 16 ","66","0.0684647073437058","0.0515270949363197","0.0854023197510919","4"
"Slightly Expensive","1995","Employed","Couple + C. LE and GT 16","36","0.0726240518866242","0.0459270230622792","0.0993210807109692","4"
"Too Expensive","1995","Not Employed","1-pers.-HH","2","","","","5"
"Too Expensive","1995","Not Employed","(Married) couple without C. ","1","","","","5"
"Too Expensive","1995","Not Employed","Couple + C. LE 16 ","3","","","","5"
"Too Expensive","1995","Not Employed","Single parent ","","","","","5"
"Too Expensive","1995","Not Employed","Couple + C. GT 16 ","5","","","","5"
"Too Expensive","1995","Not Employed","Couple + C. LE and GT 16","2","","","","5"
"Too Expensive","1995","Employed","1-pers.-HH","1","","","","5"
"Too Expensive","1995","Employed","(Married) couple without C. ","7","","","","5"
"Too Expensive","1995","Employed","Single parent ","","","","","5"
"Too Expensive","1995","Employed","Couple + C. LE 16 ","22","","","","5"
"Too Expensive","1995","Employed","Couple + C. GT 16 ","19","","","","5"
"Too Expensive","1995","Employed","Couple + C. LE and GT 16","2","","","","5"
"Very Inexpensive","1995","Not Employed","1-pers.-HH","36","0.203261808372116","0.145737040254042","0.260786576490189","1"
"Very Inexpensive","1995","Not Employed","(Married) couple without C. ","129","0.218534994177029","0.187078770109914","0.249991218244144","1"
"Very Inexpensive","1995","Not Employed","Single parent ","4","","","","1"
"Very Inexpensive","1995","Not Employed","Couple + C. LE 16 ","25","","","","1"
"Very Inexpensive","1995","Not Employed","Couple + C. GT 16 ","83","0.216601931829532","0.17643396780131","0.256769895857755","1"
"Very Inexpensive","1995","Not Employed","Couple + C. LE and GT 16","16","","","","1"
"Very Inexpensive","1995","Employed","1-pers.-HH","15","","","","1"
"Very Inexpensive","1995","Employed","(Married) couple without C. ","115","0.199174535442861","0.167913729951248","0.230435340934473","1"
"Very Inexpensive","1995","Employed","Single parent ","13","","","","1"
"Very Inexpensive","1995","Employed","Couple + C. LE 16 ","82","0.0928354026004867","0.0742241967738917","0.111446608427082","1"
"Very Inexpensive","1995","Employed","Couple + C. GT 16 ","154","0.199353424571333","0.172558568341083","0.226148280801583","1"
"Very Inexpensive","1995","Employed","Couple + C. LE and GT 16","33","0.100604525952105","0.0696603524912838","0.131548699412926","1"
"Inexpensive","1996","Not Employed","1-pers.-HH","58","0.33801663427255","0.26910359906161","0.406929669483491","2"
"Inexpensive","1996","Not Employed","(Married) couple without C. ","275","0.40103713634391","0.364063816469612","0.438010456218208","2"
"Inexpensive","1996","Not Employed","Single parent ","27","","","","2"
"Inexpensive","1996","Not Employed","Couple + C. LE 16 ","80","0.345451374288434","0.283318527565294","0.407584221011575","2"
"Inexpensive","1996","Not Employed","Couple + C. GT 16 ","140","0.338763113833943","0.292381624551119","0.385144603116766","2"
"Inexpensive","1996","Not Employed","Couple + C. LE and GT 16","35","0.186723054511032","0.124152045411689","0.249294063610375","2"
"Inexpensive","1996","Employed","1-pers.-HH","35","0.304621969786981","0.217005398842985","0.392238540730978","2"
"Inexpensive","1996","Employed","(Married) couple without C. ","202","0.2905354925994","0.255792989455696","0.325277995743104","2"
"Inexpensive","1996","Employed","Single parent ","40","0.322480922029585","0.238849352789033","0.406112491270137","2"
"Inexpensive","1996","Employed","Couple + C. LE 16 ","283","0.302838069023768","0.273634905601861","0.332041232445675","2"
"Inexpensive","1996","Employed","Couple + C. GT 16 ","268","0.348424659996323","0.315752802597177","0.38109651739547","2"
"Inexpensive","1996","Employed","Couple + C. LE and GT 16","112","0.260528829855488","0.218197532088035","0.302860127622941","2"
"Reasonable","1996","Not Employed","(Married) couple without C. ","242","0.351123902710631","0.315115215340404","0.387132590080858","3"
"Reasonable","1996","Not Employed","1-pers.-HH","73","0.41235982200843","0.340646025236158","0.484073618780702","3"
"Reasonable","1996","Not Employed","Single parent ","33","0.420063407571316","0.304439736880067","0.535687078262565","3"
"Reasonable","1996","Not Employed","Couple + C. LE 16 ","95","0.37506580430996","0.31180601927493","0.438325589344991","3"
"Reasonable","1996","Not Employed","Couple + C. GT 16 ","144","0.335731619029423","0.28945240143611","0.382010836622736","3"
"Reasonable","1996","Not Employed","Couple + C. LE and GT 16","85","0.571072011834353","0.491603956127037","0.65054006754167","3"
