"hlf0094","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","1991","middle vocational","Female","173","0.145848313705815","0.126764348511551","0.16493227890008","1"
"Very Inexpensive","1991","vocational + Abi","Male","11","","","","1"
"Very Inexpensive","1991","vocational + Abi","Female","6","","","","1"
"Very Inexpensive","1991","higher vocational","Male","24","","","","1"
"Very Inexpensive","1991","higher vocational","Female","18","","","","1"
"Very Inexpensive","1991","higher education","Male","59","0.190046921051969","0.150651481312723","0.229442360791214","1"
"Very Inexpensive","1991","higher education","Female","23","","","","1"
"Inexpensive","1992","vocational + Abi","Female","18","","","","2"
"Inexpensive","1992","higher vocational","Male","82","0.358727862919888","0.300651262604088","0.416804463235688","2"
"Inexpensive","1992","higher vocational","Female","39","0.280931051839337","0.203370949059923","0.358491154618751","2"
"Inexpensive","1992","higher education","Male","115","0.312168568743033","0.264301984649124","0.360035152836942","2"
"Inexpensive","1992","higher education","Female","64","0.259905623145975","0.206075002026323","0.313736244265626","2"
"Inexpensive","1992","in school","Male","16","","","","2"
"Inexpensive","1992","in school","Female","13","","","","2"
"Inexpensive","1992","general elemantary","Female","244","0.351281601582425","0.316485166533215","0.386078036631634","2"
"Inexpensive","1992","inadequately","Male","8","","","","2"
"Inexpensive","1992","inadequately","Female","12","","","","2"
"Inexpensive","1992","general elemantary","Male","75","0.265814230267912","0.213314661779272","0.318313798756552","2"
"Inexpensive","1992","middle vocational","Male","482","0.353076387261462","0.328485441977548","0.377667332545377","2"
"Inexpensive","1992","middle vocational","Female","410","0.337667222749839","0.311698777203661","0.363635668296017","2"
"Inexpensive","1992","vocational + Abi","Male","22","","","","2"
"Reasonable","1992","vocational + Abi","Female","23","","","","3"
"Reasonable","1992","higher vocational","Male","107","0.389648485394499","0.330597934323494","0.448699036465503","3"
"Reasonable","1992","higher vocational","Female","52","0.451196698116672","0.365326087705654","0.537067308527689","3"
"Reasonable","1992","higher education","Male","140","0.398038801275295","0.347474525108612","0.448603077441978","3"
"Reasonable","1992","higher education","Female","103","0.416757092192347","0.35624471229809","0.477269472086604","3"
"Reasonable","1992","in school","Male","15","","","","3"
"Reasonable","1992","in school","Female","21","","","","3"
"Reasonable","1992","inadequately","Male","14","","","","3"
"Reasonable","1992","inadequately","Female","31","0.586344901776355","0.452487563000261","0.720202240552449","3"
"Reasonable","1992","general elemantary","Male","109","0.425013011474154","0.366264920262574","0.483761102685733","3"
"Reasonable","1992","general elemantary","Female","286","0.395764354174126","0.360119203801082","0.431409504547171","3"
"Reasonable","1992","middle vocational","Male","581","0.387509119941402","0.362441958269918","0.412576281612885","3"
"Reasonable","1992","middle vocational","Female","523","0.405403721026537","0.37844381737333","0.432363624679744","3"
"Reasonable","1992","vocational + Abi","Male","28","","","","3"
"Slightly Expensive","1992","vocational + Abi","Female","4","","","","4"
"Slightly Expensive","1992","higher vocational","Male","39","0.119462463683849","0.0801900932153521","0.158734834152345","4"
"Slightly Expensive","1992","higher vocational","Female","13","","","","4"
"Slightly Expensive","1992","higher education","Male","39","0.0791758013186228","0.0512836870188911","0.107067915618354","4"
"Slightly Expensive","1992","higher education","Female","42","0.122819224122595","0.0825330775804648","0.163105370664725","4"
"Slightly Expensive","1992","in school","Male","1","","","","4"
"Slightly Expensive","1992","in school","Female","4","","","","4"
"Slightly Expensive","1992","inadequately","Male","2","","","","4"
"Slightly Expensive","1992","inadequately","Female","6","","","","4"
"Slightly Expensive","1992","general elemantary","Male","29","","","","4"
"Slightly Expensive","1992","general elemantary","Female","67","0.059205284080945","0.0420021881252162","0.0764083800366738","4"
"Slightly Expensive","1992","middle vocational","Male","134","0.0675980597493141","0.054680422505189","0.0805156969934392","4"
"Slightly Expensive","1992","middle vocational","Female","121","0.0675748840919488","0.0537912729217865","0.0813584952621111","4"
"Slightly Expensive","1992","vocational + Abi","Male","10","","","","4"
"Too Expensive","1992","in school","Male","1","","","","5"
"Too Expensive","1992","in school","Female","1","","","","5"
"Too Expensive","1992","inadequately","Male","","","","","5"
"Too Expensive","1992","inadequately","Female","1","","","","5"
"Too Expensive","1992","general elemantary","Male","11","","","","5"
"Too Expensive","1992","general elemantary","Female","16","","","","5"
"Too Expensive","1992","middle vocational","Male","48","0.0257469430708258","0.0175977780990747","0.0338961080425768","5"
"Too Expensive","1992","middle vocational","Female","38","0.0238259502146393","0.015451580676939","0.0322003197523396","5"
"Too Expensive","1992","vocational + Abi","Male","","","","","5"
"Too Expensive","1992","vocational + Abi","Female","1","","","","5"
"Too Expensive","1992","higher vocational","Male","5","","","","5"
"Too Expensive","1992","higher vocational","Female","3","","","","5"
"Too Expensive","1992","higher education","Male","13","","","","5"
"Too Expensive","1992","higher education","Female","19","","","","5"
"Very Inexpensive","1992","in school","Male","2","","","","1"
"Very Inexpensive","1992","in school","Female","7","","","","1"
"Very Inexpensive","1992","inadequately","Male","5","","","","1"
"Very Inexpensive","1992","inadequately","Female","2","","","","1"
"Very Inexpensive","1992","general elemantary","Male","48","0.198146452974459","0.150776351228919","0.245516554719999","1"
"Very Inexpensive","1992","general elemantary","Female","110","0.169392408831071","0.142050812804046","0.196734004858096","1"
"Very Inexpensive","1992","middle vocational","Male","206","0.166069489976996","0.146921453668654","0.185217526285338","1"
"Very Inexpensive","1992","middle vocational","Female","182","0.165528221917036","0.145119997153304","0.185936446680768","1"
"Very Inexpensive","1992","vocational + Abi","Male","12","","","","1"
"Very Inexpensive","1992","vocational + Abi","Female","9","","","","1"
"Very Inexpensive","1992","higher vocational","Male","29","","","","1"
"Very Inexpensive","1992","higher vocational","Female","22","","","","1"
"Very Inexpensive","1992","higher education","Male","53","0.183625015636188","0.1436298400509","0.223620191221475","1"
"Very Inexpensive","1992","higher education","Female","27","","","","1"
"Inexpensive","1993","vocational + Abi","Female","14","","","","2"
"Inexpensive","1993","higher vocational","Male","61","0.280988915648011","0.224705890036867","0.337271941259155","2"
"Inexpensive","1993","higher vocational","Female","42","0.313391330787234","0.232395819911946","0.394386841662522","2"
"Inexpensive","1993","higher education","Male","117","0.298738117939026","0.252412854904022","0.34506338097403","2"
"Inexpensive","1993","higher education","Female","75","0.289568590521979","0.234543009055696","0.344594171988262","2"
"Inexpensive","1993","inadequately","Female","14","","","","2"
"Inexpensive","1993","in school","Male","7","","","","2"
"Inexpensive","1993","in school","Female","15","","","","2"
"Inexpensive","1993","inadequately","Male","17","","","","2"
"Inexpensive","1993","general elemantary","Male","85","0.34961996003295","0.291546203357831","0.407693716708068","2"
"Inexpensive","1993","general elemantary","Female","252","0.381895995275617","0.345538884455037","0.418253106096196","2"
"Inexpensive","1993","middle vocational","Male","517","0.382799404683994","0.357544575467889","0.408054233900099","2"
"Inexpensive","1993","middle vocational","Female","441","0.33882617562801","0.313077372448482","0.364574978807539","2"
"Inexpensive","1993","vocational + Abi","Male","22","","","","2"
"Reasonable","1993","vocational + Abi","Female","28","","","","3"
"Reasonable","1993","higher vocational","Male","122","0.495529105582875","0.432922855694393","0.558135355471357","3"
"Reasonable","1993","higher vocational","Female","48","0.4535851867114","0.366658428798485","0.540511944624315","3"
"Reasonable","1993","higher education","Male","148","0.386338957558083","0.337057790314106","0.435620124802061","3"
"Reasonable","1993","higher education","Female","115","0.454367124472882","0.393960919431377","0.514773329514387","3"
"Reasonable","1993","in school","Male","12","","","","3"
"Reasonable","1993","in school","Female","21","","","","3"
"Reasonable","1993","inadequately","Male","15","","","","3"
"Reasonable","1993","inadequately","Female","24","","","","3"
"Reasonable","1993","general elemantary","Male","106","0.368877635276883","0.310115691042495","0.427639579511271","3"
"Reasonable","1993","general elemantary","Female","271","0.385092185795445","0.348677766194371","0.42150660539652","3"
"Reasonable","1993","middle vocational","Male","569","0.373881580355741","0.348742990287493","0.39902017042399","3"
"Reasonable","1993","middle vocational","Female","542","0.419126059663479","0.392283494033891","0.445968625293067","3"
"Reasonable","1993","vocational + Abi","Male","36","0.383372869394267","0.274774143342804","0.49197159544573","3"
"Slightly Expensive","1993","in school","Male","2","","","","4"
"Slightly Expensive","1993","in school","Female","3","","","","4"
"Slightly Expensive","1993","inadequately","Male","3","","","","4"
"Slightly Expensive","1993","inadequately","Female","4","","","","4"
"Slightly Expensive","1993","vocational + Abi","Female","2","","","","4"
"Slightly Expensive","1993","higher vocational","Male","17","","","","4"
"Slightly Expensive","1993","higher vocational","Female","14","","","","4"
"Slightly Expensive","1993","higher education","Male","30","0.0716684020952735","0.0455619482057209","0.097774855984826","4"
"Slightly Expensive","1993","higher education","Female","35","0.100557321205993","0.0640717264078583","0.137042916004128","4"
"Slightly Expensive","1993","general elemantary","Male","22","","","","4"
"Slightly Expensive","1993","general elemantary","Female","44","0.0468288268415929","0.0310189632848295","0.0626386903983563","4"
"Slightly Expensive","1993","middle vocational","Female","89","0.0586615191501697","0.0458777092507802","0.0714453290495592","4"
"Slightly Expensive","1993","middle vocational","Male","96","0.0595670426944369","0.04726966304632","0.0718644223425537","4"
"Slightly Expensive","1993","vocational + Abi","Male","6","","","","4"
"Too Expensive","1993","in school","Male","","","","","5"
"Too Expensive","1993","in school","Female","1","","","","5"
"Too Expensive","1993","inadequately","Male","","","","","5"
"Too Expensive","1993","inadequately","Female","2","","","","5"
"Too Expensive","1993","general elemantary","Male","4","","","","5"
"Too Expensive","1993","general elemantary","Female","11","","","","5"
"Too Expensive","1993","middle vocational","Male","35","0.0227732900314187","0.0150223175685654","0.0305242624942719","5"
"Too Expensive","1993","middle vocational","Female","32","0.0226832134895002","0.0145832937773483","0.0307831332016521","5"
"Too Expensive","1993","vocational + Abi","Male","1","","","","5"
"Too Expensive","1993","vocational + Abi","Female","2","","","","5"
"Too Expensive","1993","higher vocational","Male","4","","","","5"
"Too Expensive","1993","higher vocational","Female","1","","","","5"
"Too Expensive","1993","higher education","Male","10","","","","5"
"Too Expensive","1993","higher education","Female","6","","","","5"
"Very Inexpensive","1993","in school","Male","9","","","","1"
"Very Inexpensive","1993","in school","Female","10","","","","1"
"Very Inexpensive","1993","inadequately","Male","2","","","","1"
"Very Inexpensive","1993","inadequately","Female","2","","","","1"
"Very Inexpensive","1993","general elemantary","Male","42","0.180725062818345","0.133862910009963","0.227587215626727","1"
"Very Inexpensive","1993","general elemantary","Female","108","0.163746435090519","0.13605528770627","0.191437582474768","1"
"Very Inexpensive","1993","middle vocational","Male","206","0.160978682234409","0.141883829087247","0.180073535381571","1"
"Very Inexpensive","1993","middle vocational","Female","194","0.160703032068841","0.14072371646315","0.180682347674531","1"
"Very Inexpensive","1993","vocational + Abi","Male","12","","","","1"
"Very Inexpensive","1993","vocational + Abi","Female","10","","","","1"
"Very Inexpensive","1993","higher vocational","Male","41","0.151138594071822","0.106287697183961","0.195989490959683","1"
"Very Inexpensive","1993","higher vocational","Female","21","","","","1"
"Very Inexpensive","1993","higher education","Male","70","0.220080610111122","0.178148356224457","0.262012863997787","1"
"Very Inexpensive","1993","higher education","Female","30","0.142751422346187","0.100311806312043","0.185191038380331","1"
"Inexpensive","1994","in school","Male","11","","","","2"
"Inexpensive","1994","in school","Female","16","","","","2"
"Inexpensive","1994","inadequately","Male","15","","","","2"
"Inexpensive","1994","inadequately","Female","18","","","","2"
"Inexpensive","1994","general elemantary","Male","82","0.332209650642738","0.272370447163483","0.392048854121993","2"
"Inexpensive","1994","general elemantary","Female","219","0.35777382511893","0.320490940104611","0.395056710133249","2"
"Inexpensive","1994","middle vocational","Male","464","0.338608324638183","0.314097678521349","0.363118970755017","2"
"Inexpensive","1994","middle vocational","Female","427","0.325161551056517","0.299717157668814","0.35060594444422","2"
"Inexpensive","1994","vocational + Abi","Male","30","0.379699037336658","0.266813087310855","0.492584987362461","2"
"Inexpensive","1994","vocational + Abi","Female","18","","","","2"
"Inexpensive","1994","higher vocational","Male","83","0.304665956213004","0.248173987294276","0.361157925131731","2"
"Inexpensive","1994","higher vocational","Female","26","","","","2"
"Inexpensive","1994","higher education","Male","108","0.270511799073632","0.226536652084519","0.314486946062746","2"
"Inexpensive","1994","higher education","Female","70","0.296587970251924","0.243183625273718","0.349992315230129","2"
"Reasonable","1994","in school","Male","20","","","","3"
"Reasonable","1994","in school","Female","27","","","","3"
"Reasonable","1994","inadequately","Male","9","","","","3"
"Reasonable","1994","inadequately","Female","18","","","","3"
"Reasonable","1994","general elemantary","Male","98","0.435552828183706","0.372559916607538","0.498545739759875","3"
"Reasonable","1994","general elemantary","Female","261","0.386699881617984","0.348822079384303","0.424577683851664","3"
"Reasonable","1994","middle vocational","Male","604","0.402756419870918","0.377354089323858","0.428158750417979","3"
"Reasonable","1994","middle vocational","Female","562","0.425387510048848","0.398532674520086","0.452242345577609","3"
"Reasonable","1994","vocational + Abi","Male","32","0.48930921430347","0.373033337055832","0.605585091551109","3"
"Reasonable","1994","vocational + Abi","Female","31","0.542192544144712","0.423776149042972","0.660608939246452","3"
"Reasonable","1994","higher vocational","Male","110","0.426729942332639","0.36602358293109","0.487436301734187","3"
"Reasonable","1994","higher vocational","Female","56","0.444744874183543","0.356564905633817","0.532924842733268","3"
"Reasonable","1994","higher education","Male","162","0.410669642096368","0.361969439937753","0.459369844254984","3"
"Reasonable","1994","higher education","Female","132","0.447749225696312","0.389608490450641","0.505889960941984","3"
"Slightly Expensive","1994","in school","Male","3","","","","4"
"Slightly Expensive","1994","in school","Female","4","","","","4"
"Slightly Expensive","1994","inadequately","Male","4","","","","4"
"Slightly Expensive","1994","inadequately","Female","2","","","","4"
"Slightly Expensive","1994","general elemantary","Male","18","","","","4"
"Slightly Expensive","1994","general elemantary","Female","41","0.0532779695986231","0.0358098441211087","0.0707460950761375","4"
"Slightly Expensive","1994","middle vocational","Male","112","0.0641033214218823","0.0514171434054661","0.0767894994382984","4"
"Slightly Expensive","1994","middle vocational","Female","106","0.0713836734582554","0.0573987464802537","0.0853686004362571","4"
"Slightly Expensive","1994","vocational + Abi","Male","2","","","","4"
"Slightly Expensive","1994","vocational + Abi","Female","11","","","","4"
"Slightly Expensive","1994","higher vocational","Male","17","","","","4"
"Slightly Expensive","1994","higher vocational","Female","7","","","","4"
"Slightly Expensive","1994","higher education","Male","40","0.0774342508966362","0.0509754430861036","0.103893058707169","4"
"Slightly Expensive","1994","higher education","Female","32","0.0627505522016404","0.0343954443410695","0.0911056600622113","4"
"Too Expensive","1994","in school","Male","","","","","5"
"Too Expensive","1994","in school","Female","2","","","","5"
"Too Expensive","1994","inadequately","Male","1","","","","5"
"Too Expensive","1994","inadequately","Female","","","","","5"
"Too Expensive","1994","general elemantary","Male","8","","","","5"
"Too Expensive","1994","general elemantary","Female","7","","","","5"
"Too Expensive","1994","middle vocational","Male","32","0.0172649803957071","0.0105184909857803","0.0240114698056339","5"
"Too Expensive","1994","middle vocational","Female","26","","","","5"
"Too Expensive","1994","vocational + Abi","Male","","","","","5"
"Too Expensive","1994","vocational + Abi","Female","1","","","","5"
"Too Expensive","1994","higher vocational","Male","5","","","","5"
"Too Expensive","1994","higher vocational","Female","","","","","5"
"Too Expensive","1994","higher education","Male","3","","","","5"
"Too Expensive","1994","higher education","Female","7","","","","5"
"Very Inexpensive","1994","in school","Male","9","","","","1"
"Very Inexpensive","1994","in school","Female","7","","","","1"
"Very Inexpensive","1994","inadequately","Male","2","","","","1"
"Very Inexpensive","1994","inadequately","Female","4","","","","1"
"Very Inexpensive","1994","general elemantary","Male","32","0.148637725941481","0.103443667856798","0.193831784026164","1"
"Very Inexpensive","1994","general elemantary","Female","107","0.189332356089467","0.158860769487001","0.219803942691932","1"
"Very Inexpensive","1994","middle vocational","Male","220","0.177266953673309","0.157487242592908","0.197046664753711","1"
"Very Inexpensive","1994","middle vocational","Female","181","0.159380977305539","0.139498959954345","0.179262994656734","1"
"Very Inexpensive","1994","vocational + Abi","Male","7","","","","1"
"Very Inexpensive","1994","vocational + Abi","Female","7","","","","1"
"Very Inexpensive","1994","higher vocational","Male","40","0.170908171640088","0.12470617627235","0.217110167007825","1"
"Very Inexpensive","1994","higher vocational","Female","33","0.24407580776299","0.16785568120037","0.320295934325611","1"
"Very Inexpensive","1994","higher education","Male","79","0.233876595807801","0.191973336515054","0.275779855100548","1"
"Very Inexpensive","1994","higher education","Female","40","0.177825590533218","0.133118743888721","0.222532437177715","1"
"Inexpensive","1995","middle vocational","Female","446","0.328916732232289","0.303638667692226","0.354194796772351","2"
"Inexpensive","1995","vocational + Abi","Male","26","","","","2"
"Inexpensive","1995","higher vocational","Male","82","0.352001333396394","0.294060191794449","0.409942474998339","2"
"Inexpensive","1995","higher vocational","Female","45","0.297713318679171","0.218807399385502","0.37661923797284","2"
"Inexpensive","1995","higher education","Male","134","0.308637878254086","0.26397933182155","0.353296424686623","2"
"Inexpensive","1995","higher education","Female","92","0.34963588156736","0.296119781688352","0.403151981446367","2"
"Inexpensive","1995","vocational + Abi","Female","23","","","","2"
"Inexpensive","1995","in school","Male","16","","","","2"
"Inexpensive","1995","in school","Female","13","","","","2"
"Inexpensive","1995","inadequately","Male","7","","","","2"
"Inexpensive","1995","inadequately","Female","11","","","","2"
"Inexpensive","1995","general elemantary","Male","68","0.313778324472009","0.255071828959517","0.3724848199845","2"
"Inexpensive","1995","general elemantary","Female","215","0.352807680841971","0.315103353091168","0.390512008592775","2"
"Inexpensive","1995","middle vocational","Male","494","0.370438009214804","0.345311398339108","0.395564620090501","2"
"Reasonable","1995","in school","Male","31","0.502934902396808","0.376421950742061","0.629447854051554","3"
"Reasonable","1995","in school","Female","29","","","","3"
"Reasonable","1995","inadequately","Male","18","","","","3"
"Reasonable","1995","inadequately","Female","26","","","","3"
"Reasonable","1995","general elemantary","Male","115","0.438518331450316","0.375740813982609","0.501295848918023","3"
"Reasonable","1995","general elemantary","Female","249","0.379901810549149","0.341604222587648","0.418199398510649","3"
"Reasonable","1995","middle vocational","Male","569","0.381389842141073","0.356117238991279","0.406662445290868","3"
"Reasonable","1995","middle vocational","Female","563","0.413051530703811","0.386559531414005","0.439543529993616","3"
"Reasonable","1995","vocational + Abi","Male","27","","","","3"
"Reasonable","1995","vocational + Abi","Female","34","0.49874461132526","0.387065650580014","0.610423572070507","3"
"Reasonable","1995","higher vocational","Male","110","0.381930980431232","0.322987093802717","0.440874867059748","3"
"Reasonable","1995","higher vocational","Female","51","0.416976519986744","0.331891705008068","0.50206133496542","3"
"Reasonable","1995","higher education","Male","169","0.400453856308934","0.353082619135901","0.447825093481967","3"
"Reasonable","1995","higher education","Female","131","0.39189838058319","0.337111952606366","0.446684808560014","3"
"Slightly Expensive","1995","in school","Male","6","","","","4"
"Slightly Expensive","1995","in school","Female","9","","","","4"
"Slightly Expensive","1995","inadequately","Male","1","","","","4"
"Slightly Expensive","1995","inadequately","Female","5","","","","4"
"Slightly Expensive","1995","general elemantary","Male","18","","","","4"
"Slightly Expensive","1995","general elemantary","Female","38","0.0549509147821328","0.0369696533500197","0.0729321762142459","4"
"Slightly Expensive","1995","middle vocational","Male","123","0.0763340653730421","0.0625183444163493","0.090149786329735","4"
"Slightly Expensive","1995","middle vocational","Female","103","0.0790894805898718","0.064569009441907","0.0936099517378366","4"
"Slightly Expensive","1995","vocational + Abi","Male","11","","","","4"
"Slightly Expensive","1995","vocational + Abi","Female","11","","","","4"
"Slightly Expensive","1995","higher vocational","Male","23","","","","4"
"Slightly Expensive","1995","higher vocational","Female","9","","","","4"
"Slightly Expensive","1995","higher education","Male","36","0.0641563514574198","0.0404672462018888","0.0878454567129508","4"
"Slightly Expensive","1995","higher education","Female","47","0.131636505497729","0.0936930287568608","0.169579982238596","4"
"Too Expensive","1995","in school","Male","1","","","","5"
"Too Expensive","1995","in school","Female","","","","","5"
"Too Expensive","1995","inadequately","Male","","","","","5"
"Too Expensive","1995","inadequately","Female","","","","","5"
"Too Expensive","1995","general elemantary","Male","3","","","","5"
"Too Expensive","1995","general elemantary","Female","9","","","","5"
"Too Expensive","1995","middle vocational","Male","20","","","","5"
"Too Expensive","1995","middle vocational","Female","20","","","","5"
"Too Expensive","1995","vocational + Abi","Male","2","","","","5"
"Too Expensive","1995","vocational + Abi","Female","2","","","","5"
"Too Expensive","1995","higher vocational","Male","3","","","","5"
"Too Expensive","1995","higher vocational","Female","2","","","","5"
"Too Expensive","1995","higher education","Male","4","","","","5"
"Too Expensive","1995","higher education","Female","4","","","","5"
"Very Inexpensive","1995","in school","Male","6","","","","1"
"Very Inexpensive","1995","in school","Female","12","","","","1"
"Very Inexpensive","1995","inadequately","Male","3","","","","1"
"Very Inexpensive","1995","inadequately","Female","","","","","1"
"Very Inexpensive","1995","general elemantary","Male","36","0.16169680255117","0.115117417829393","0.208276187272948","1"
"Very Inexpensive","1995","general elemantary","Female","106","0.195201358732889","0.163926846544013","0.226475870921764","1"
"Very Inexpensive","1995","middle vocational","Male","213","0.158913708324989","0.139891634984564","0.177935781665414","1"
"Very Inexpensive","1995","middle vocational","Female","195","0.16369400669224","0.143786740504053","0.183601272880426","1"
"Very Inexpensive","1995","vocational + Abi","Male","12","","","","1"
"Very Inexpensive","1995","vocational + Abi","Female","7","","","","1"
"Very Inexpensive","1995","higher vocational","Male","43","0.164172406583126","0.119232075060011","0.209112738106241","1"
"Very Inexpensive","1995","higher vocational","Female","22","","","","1"
"Very Inexpensive","1995","higher education","Male","68","0.209612984054997","0.170261948193655","0.248964019916338","1"
"Very Inexpensive","1995","higher education","Female","31","0.114478358207708","0.0787461827925813","0.150210533622835","1"
"Inexpensive","1996","in school","Male","12","","","","2"
"Inexpensive","1996","in school","Female","23","","","","2"
"Inexpensive","1996","inadequately","Male","10","","","","2"
"Inexpensive","1996","inadequately","Female","12","","","","2"
"Inexpensive","1996","general elemantary","Male","82","0.323213076594971","0.264886020727295","0.381540132462647","2"
"Inexpensive","1996","general elemantary","Female","213","0.339127692012755","0.301152381840742","0.377103002184768","2"
"Inexpensive","1996","middle vocational","Male","484","0.353437479792393","0.328503459619422","0.378371499965364","2"
"Inexpensive","1996","middle vocational","Female","453","0.348950402934572","0.323227819620956","0.374672986248188","2"
"Inexpensive","1996","vocational + Abi","Male","26","","","","2"
"Inexpensive","1996","vocational + Abi","Female","28","","","","2"
"Inexpensive","1996","higher vocational","Male","69","0.254196746536064","0.20177369655068","0.306619796521449","2"
"Inexpensive","1996","higher vocational","Female","41","0.296489994463666","0.217059660091394","0.375920328835939","2"
"Inexpensive","1996","higher education","Male","132","0.298583980049765","0.255578425293407","0.341589534806123","2"
"Inexpensive","1996","higher education","Female","89","0.316686229436567","0.266033802121676","0.367338656751457","2"
"Reasonable","1996","in school","Male","29","","","","3"
"Reasonable","1996","in school","Female","35","0.441611152680661","0.329968620291294","0.553253685070029","3"
"Reasonable","1996","inadequately","Male","15","","","","3"
"Reasonable","1996","inadequately","Female","18","","","","3"
"Reasonable","1996","general elemantary","Male","112","0.455006272547422","0.392904491146698","0.517108053948147","3"
"Reasonable","1996","general elemantary","Female","246","0.404616993226708","0.365245562030166","0.44398842442325","3"
"Reasonable","1996","middle vocational","Male","590","0.390244362672207","0.364800855565811","0.415687869778604","3"
"Reasonable","1996","middle vocational","Female","560","0.404993832235243","0.378502083230654","0.431485581239832","3"
"Reasonable","1996","vocational + Abi","Male","27","","","","3"
"Reasonable","1996","vocational + Abi","Female","45","0.536267511291286","0.433240443110237","0.639294579472335","3"
"Reasonable","1996","higher vocational","Male","127","0.474663281310944","0.414540806207827","0.534785756414061","3"
"Reasonable","1996","higher vocational","Female","57","0.408045090626941","0.322569005596457","0.493521175657425","3"
"Reasonable","1996","higher education","Male","197","0.432569568643156","0.386012271897477","0.479126865388836","3"
"Reasonable","1996","higher education","Female","156","0.456402471733965","0.402166388761718","0.510638554706212","3"
"Slightly Expensive","1996","in school","Male","9","","","","4"
"Slightly Expensive","1996","in school","Female","6","","","","4"
"Slightly Expensive","1996","inadequately","Male","4","","","","4"
"Slightly Expensive","1996","inadequately","Female","3","","","","4"
"Slightly Expensive","1996","general elemantary","Male","25","","","","4"
"Slightly Expensive","1996","general elemantary","Female","35","0.0573448494693746","0.0386946038226323","0.075995095116117","4"
"Slightly Expensive","1996","middle vocational","Male","112","0.0685787495328041","0.0553962248033722","0.081761274262236","4"
"Slightly Expensive","1996","middle vocational","Female","100","0.0664601644369022","0.0530178878755026","0.0799024409983017","4"
"Slightly Expensive","1996","vocational + Abi","Male","8","","","","4"
"Slightly Expensive","1996","vocational + Abi","Female","7","","","","4"
"Slightly Expensive","1996","higher vocational","Male","21","","","","4"
"Slightly Expensive","1996","higher vocational","Female","7","","","","4"
"Slightly Expensive","1996","higher education","Male","31","0.0540164805113728","0.0327738453757625","0.075259115646983","4"
"Slightly Expensive","1996","higher education","Female","38","0.0869358080562017","0.0562579107651947","0.117613705347209","4"
"Too Expensive","1996","in school","Male","3","","","","5"
"Too Expensive","1996","in school","Female","1","","","","5"
"Too Expensive","1996","inadequately","Male","","","","","5"
"Too Expensive","1996","inadequately","Female","2","","","","5"
"Too Expensive","1996","general elemantary","Male","7","","","","5"
"Too Expensive","1996","general elemantary","Female","5","","","","5"
"Too Expensive","1996","middle vocational","Male","18","","","","5"
"Too Expensive","1996","middle vocational","Female","21","","","","5"
"Too Expensive","1996","vocational + Abi","Male","1","","","","5"
"Too Expensive","1996","vocational + Abi","Female","3","","","","5"
"Too Expensive","1996","higher vocational","Male","7","","","","5"
"Too Expensive","1996","higher vocational","Female","1","","","","5"
"Too Expensive","1996","higher education","Male","6","","","","5"
"Too Expensive","1996","higher education","Female","5","","","","5"
"Very Inexpensive","1996","in school","Male","8","","","","1"
"Very Inexpensive","1996","in school","Female","11","","","","1"
"Very Inexpensive","1996","inadequately","Male","2","","","","1"
"Very Inexpensive","1996","inadequately","Female","1","","","","1"
"Very Inexpensive","1996","general elemantary","Male","21","","","","1"
"Very Inexpensive","1996","general elemantary","Female","98","0.187950865578823","0.156612651398689","0.219289079758956","1"
"Very Inexpensive","1996","middle vocational","Male","208","0.174268180538024","0.154482121466917","0.194054239609132","1"
"Very Inexpensive","1996","middle vocational","Female","185","0.161812654061464","0.141937867019381","0.181687441103548","1"
"Very Inexpensive","1996","vocational + Abi","Male","13","","","","1"
"Very Inexpensive","1996","vocational + Abi","Female","7","","","","1"
"Very Inexpensive","1996","higher vocational","Male","41","0.166781531869638","0.121898872980848","0.211664190758429","1"
"Very Inexpensive","1996","higher vocational","Female","21","","","","1"
"Very Inexpensive","1996","higher education","Male","69","0.1939607427244","0.156803927835114","0.231117557613686","1"
"Very Inexpensive","1996","higher education","Female","36","0.115994360566226","0.0811268018219778","0.150861919310474","1"
"Inexpensive","1997","in school","Male","20","","","","2"
"Inexpensive","1997","in school","Female","26","","","","2"
"Inexpensive","1997","inadequately","Male","7","","","","2"
"Inexpensive","1997","inadequately","Female","9","","","","2"
"Inexpensive","1997","general elemantary","Male","80","0.358110053530749","0.300166015084293","0.416054091977205","2"
"Inexpensive","1997","general elemantary","Female","207","0.355055604820844","0.316540590192206","0.393570619449482","2"
"Inexpensive","1997","middle vocational","Male","450","0.340536740181293","0.315739888451287","0.365333591911299","2"
"Inexpensive","1997","middle vocational","Female","425","0.323667496040045","0.298727899746797","0.348607092333294","2"
"Inexpensive","1997","vocational + Abi","Male","23","","","","2"
"Inexpensive","1997","vocational + Abi","Female","23","","","","2"
"Inexpensive","1997","higher vocational","Male","74","0.283540482051831","0.229878487538051","0.337202476565611","2"
"Inexpensive","1997","higher vocational","Female","36","0.24764672412282","0.171672818954498","0.323620629291143","2"
"Inexpensive","1997","higher education","Male","140","0.303496203030593","0.261016623504805","0.34597578255638","2"
"Inexpensive","1997","higher education","Female","92","0.281011582330162","0.23273360887375","0.329289555786574","2"
"Reasonable","1997","in school","Female","32","0.4065478980368","0.296836582002875","0.516259214070726","3"
"Reasonable","1997","inadequately","Male","13","","","","3"
