"hlf0094","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","1989","higher vocational","Female","12","","","","4"
"Slightly Expensive","1989","higher education","Male","17","","","","4"
"Slightly Expensive","1989","higher education","Female","10","","","","4"
"Too Expensive","1989","in school","Male","1","","","","5"
"Too Expensive","1989","in school","Female","","","","","5"
"Too Expensive","1989","inadequately","Male","","","","","5"
"Too Expensive","1989","inadequately","Female","","","","","5"
"Too Expensive","1989","general elemantary","Male","4","","","","5"
"Too Expensive","1989","general elemantary","Female","9","","","","5"
"Too Expensive","1989","middle vocational","Male","17","","","","5"
"Too Expensive","1989","middle vocational","Female","15","","","","5"
"Too Expensive","1989","vocational + Abi","Male","","","","","5"
"Too Expensive","1989","vocational + Abi","Female","","","","","5"
"Too Expensive","1989","higher vocational","Male","","","","","5"
"Too Expensive","1989","higher vocational","Female","2","","","","5"
"Too Expensive","1989","higher education","Male","1","","","","5"
"Too Expensive","1989","higher education","Female","","","","","5"
"Very Inexpensive","1989","in school","Male","9","","","","1"
"Very Inexpensive","1989","in school","Female","9","","","","1"
"Very Inexpensive","1989","inadequately","Male","4","","","","1"
"Very Inexpensive","1989","inadequately","Female","2","","","","1"
"Very Inexpensive","1989","general elemantary","Male","50","0.207997055779471","0.159404170607082","0.256589940951861","1"
"Very Inexpensive","1989","general elemantary","Female","149","0.242260598642514","0.21022218156261","0.274299015722417","1"
"Very Inexpensive","1989","middle vocational","Male","234","0.206798364784453","0.183491468315526","0.230105261253379","1"
"Very Inexpensive","1989","middle vocational","Female","186","0.193893864929871","0.168633976595504","0.219153753264239","1"
"Very Inexpensive","1989","vocational + Abi","Male","12","","","","1"
"Very Inexpensive","1989","vocational + Abi","Female","9","","","","1"
"Very Inexpensive","1989","higher vocational","Male","35","0.193101209034311","0.134949365584504","0.251253052484117","1"
"Very Inexpensive","1989","higher vocational","Female","23","","","","1"
"Very Inexpensive","1989","higher education","Male","56","0.242451694825211","0.18823160312038","0.296671786530042","1"
"Very Inexpensive","1989","higher education","Female","22","","","","1"
"Inexpensive","1990","in school","Male","11","","","","2"
"Inexpensive","1990","in school","Female","11","","","","2"
"Inexpensive","1990","inadequately","Male","13","","","","2"
"Inexpensive","1990","inadequately","Female","24","","","","2"
"Inexpensive","1990","general elemantary","Male","112","0.452398153507163","0.391898305886639","0.512898001127687","2"
"Inexpensive","1990","general elemantary","Female","274","0.432530850993503","0.394676586097522","0.470385115889485","2"
"Inexpensive","1990","middle vocational","Male","420","0.372535640048126","0.344346143834905","0.400725136261346","2"
"Inexpensive","1990","middle vocational","Female","312","0.33820569646295","0.307832387614029","0.36857900531187","2"
"Inexpensive","1990","vocational + Abi","Male","18","","","","2"
"Inexpensive","1990","vocational + Abi","Female","16","","","","2"
"Inexpensive","1990","higher vocational","Male","54","0.321054022579114","0.250030744279846","0.392077300878381","2"
"Inexpensive","1990","higher vocational","Female","35","0.30295198615058","0.217846544705728","0.388057427595431","2"
"Inexpensive","1990","higher education","Male","90","0.35739574931234","0.297990533886426","0.416800964738253","2"
"Inexpensive","1990","higher education","Female","35","0.34676269793966","0.25822295097503","0.435302444904289","2"
"Reasonable","1990","in school","Male","14","","","","3"
"Reasonable","1990","in school","Female","14","","","","3"
"Reasonable","1990","inadequately","Male","9","","","","3"
"Reasonable","1990","inadequately","Female","14","","","","3"
"Reasonable","1990","general elemantary","Male","81","0.300404207114236","0.244680754562683","0.356127659665789","3"
"Reasonable","1990","general elemantary","Female","204","0.29243453230777","0.257678292387563","0.327190772227977","3"
"Reasonable","1990","middle vocational","Male","393","0.336228156350681","0.308683629158344","0.363772683543019","3"
"Reasonable","1990","middle vocational","Female","362","0.39031607607257","0.358997592448756","0.421634559696384","3"
"Reasonable","1990","vocational + Abi","Male","24","","","","3"
"Reasonable","1990","vocational + Abi","Female","18","","","","3"
"Reasonable","1990","higher vocational","Male","65","0.405183249051111","0.330502032576723","0.479864465525499","3"
"Reasonable","1990","higher vocational","Female","43","0.382748012934189","0.292730543402629","0.472765482465749","3"
"Reasonable","1990","higher education","Male","90","0.368896509259467","0.309085566123992","0.428707452394942","3"
"Reasonable","1990","higher education","Female","41","0.376153199584776","0.286035943903394","0.466270455266158","3"
"Slightly Expensive","1990","in school","Male","3","","","","4"
"Slightly Expensive","1990","in school","Female","3","","","","4"
"Slightly Expensive","1990","inadequately","Male","2","","","","4"
"Slightly Expensive","1990","inadequately","Female","3","","","","4"
"Slightly Expensive","1990","general elemantary","Male","18","","","","4"
"Slightly Expensive","1990","general elemantary","Female","39","0.0459435165320213","0.0299466727240365","0.0619403603400062","4"
"Slightly Expensive","1990","middle vocational","Male","75","0.0692401826139856","0.0544386466593931","0.0840417185685781","4"
"Slightly Expensive","1990","middle vocational","Female","57","0.0613179095987433","0.0459153438563292","0.0767204753411574","4"
"Slightly Expensive","1990","vocational + Abi","Male","3","","","","4"
"Slightly Expensive","1990","vocational + Abi","Female","2","","","","4"
"Slightly Expensive","1990","higher vocational","Male","11","","","","4"
"Slightly Expensive","1990","higher vocational","Female","9","","","","4"
"Slightly Expensive","1990","higher education","Male","15","","","","4"
"Slightly Expensive","1990","higher education","Female","12","","","","4"
"Too Expensive","1990","in school","Male","","","","","5"
"Too Expensive","1990","in school","Female","1","","","","5"
"Too Expensive","1990","inadequately","Male","","","","","5"
"Too Expensive","1990","inadequately","Female","","","","","5"
"Too Expensive","1990","general elemantary","Male","4","","","","5"
"Too Expensive","1990","general elemantary","Female","6","","","","5"
"Too Expensive","1990","middle vocational","Male","7","","","","5"
"Too Expensive","1990","middle vocational","Female","11","","","","5"
"Too Expensive","1990","vocational + Abi","Male","1","","","","5"
"Too Expensive","1990","vocational + Abi","Female","","","","","5"
"Too Expensive","1990","higher vocational","Male","2","","","","5"
"Too Expensive","1990","higher vocational","Female","5","","","","5"
"Too Expensive","1990","higher education","Male","4","","","","5"
"Too Expensive","1990","higher education","Female","","","","","5"
"Very Inexpensive","1990","in school","Male","8","","","","1"
"Very Inexpensive","1990","in school","Female","10","","","","1"
"Very Inexpensive","1990","inadequately","Male","3","","","","1"
"Very Inexpensive","1990","inadequately","Female","2","","","","1"
"Very Inexpensive","1990","general elemantary","Male","45","0.187455207637005","0.140016393116996","0.234894022157014","1"
"Very Inexpensive","1990","general elemantary","Female","135","0.223250699741294","0.191432764473476","0.255068635009112","1"
"Very Inexpensive","1990","middle vocational","Male","235","0.216596428973314","0.192578957210008","0.240613900736621","1"
"Very Inexpensive","1990","middle vocational","Female","190","0.199428191811713","0.173775463775239","0.225080919848187","1"
"Very Inexpensive","1990","vocational + Abi","Male","17","","","","1"
"Very Inexpensive","1990","vocational + Abi","Female","6","","","","1"
"Very Inexpensive","1990","higher vocational","Male","34","0.200591392769956","0.139674940288676","0.261507845251235","1"
"Very Inexpensive","1990","higher vocational","Female","20","","","","1"
"Very Inexpensive","1990","higher education","Male","51","0.197571410347561","0.148215026447669","0.246927794247453","1"
"Very Inexpensive","1990","higher education","Female","23","","","","1"
"Inexpensive","1991","vocational + Abi","Female","16","","","","2"
"Inexpensive","1991","higher vocational","Male","81","0.349727383951868","0.292418780521607","0.407035987382128","2"
"Inexpensive","1991","higher vocational","Female","46","0.410091281453775","0.32316958159742","0.49701298131013","2"
"Inexpensive","1991","higher education","Male","112","0.308070581860741","0.261710775280733","0.354430388440749","2"
"Inexpensive","1991","higher education","Female","53","0.221953803941898","0.172477478932452","0.271430128951344","2"
"Inexpensive","1991","middle vocational","Male","472","0.337004830523033","0.31324192495718","0.360767736088886","2"
"Inexpensive","1991","middle vocational","Female","407","0.330047068209463","0.304622095581369","0.355472040837558","2"
"Inexpensive","1991","vocational + Abi","Male","29","","","","2"
"Inexpensive","1991","in school","Female","14","","","","2"
"Inexpensive","1991","inadequately","Male","11","","","","2"
"Inexpensive","1991","inadequately","Female","9","","","","2"
"Inexpensive","1991","general elemantary","Male","82","0.315279109511859","0.261336736517166","0.369221482506553","2"
"Inexpensive","1991","in school","Male","13","","","","2"
"Inexpensive","1991","general elemantary","Female","266","0.361317008768053","0.327253585573073","0.395380431963033","2"
"Reasonable","1991","vocational + Abi","Female","20","","","","3"
"Reasonable","1991","higher vocational","Male","114","0.452703488072302","0.392886363405849","0.512520612738756","3"
"Reasonable","1991","higher vocational","Female","45","0.356081775125823","0.271459291592329","0.440704258659317","3"
"Reasonable","1991","higher education","Male","126","0.349742054114982","0.301856737279769","0.397627370950195","3"
"Reasonable","1991","higher education","Female","92","0.394115978924047","0.335936447830062","0.452295510018031","3"
"Reasonable","1991","in school","Male","15","","","","3"
"Reasonable","1991","in school","Female","14","","","","3"
"Reasonable","1991","inadequately","Male","11","","","","3"
"Reasonable","1991","inadequately","Female","27","","","","3"
"Reasonable","1991","general elemantary","Male","111","0.36915834845071","0.31313201674161","0.425184680159811","3"
"Reasonable","1991","general elemantary","Female","274","0.357470043671114","0.323486557500425","0.391453529841804","3"
"Reasonable","1991","middle vocational","Male","536","0.365703324083251","0.341490972660345","0.389915675506157","3"
"Reasonable","1991","middle vocational","Female","470","0.384395447834612","0.358093347042839","0.410697548626385","3"
"Reasonable","1991","vocational + Abi","Male","30","0.426763842840286","0.31699947356715","0.536528212113422","3"
"Slightly Expensive","1991","vocational + Abi","Female","6","","","","4"
"Slightly Expensive","1991","higher vocational","Male","32","0.0711998692999887","0.0402963453722404","0.102103393227737","4"
"Slightly Expensive","1991","higher vocational","Female","10","","","","4"
"Slightly Expensive","1991","higher education","Male","49","0.0964538954794686","0.0668109982597957","0.126096792699142","4"
"Slightly Expensive","1991","higher education","Female","62","0.157086863583036","0.113763238288527","0.200410488877545","4"
