"hlf0094","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","2008","35-65 y.","no migration background","604","0.107878562129334","0.0998327187667817","0.115924405491887"
"Very Inexpensive","2008","35-65 y.","direct migration background","28","","",""
"Very Inexpensive","2008","35-65 y.","indirect migration background","9","","",""
"Very Inexpensive","2008","66 and older","no migration background","323","0.133013311719814","0.119277547964874","0.146749075474754"
"Very Inexpensive","2008","66 and older","direct migration background","17","","",""
"Very Inexpensive","2008","66 and older","indirect migration background","1","","",""
"Inexpensive","2008","16-34 y.","no migration background","403","0.245216117151058","0.224016370734203","0.266415863567913"
"Inexpensive","2008","16-34 y.","direct migration background","25","","",""
"Inexpensive","2008","16-34 y.","indirect migration background","63","0.174318415523987","0.124524807801878","0.224112023246096"
"Inexpensive","2008","35-65 y.","no migration background","1589","0.27058124136009","0.259059202984387","0.282103279735793"
"Inexpensive","2008","35-65 y.","direct migration background","115","0.238364058859321","0.199678468066303","0.277049649652338"
"Inexpensive","2008","35-65 y.","indirect migration background","26","","",""
"Inexpensive","2008","66 and older","no migration background","730","0.306211172705731","0.287567854510925","0.324854490900537"
"Inexpensive","2008","66 and older","direct migration background","50","0.375162889678805","0.29193483215598","0.458390947201629"
"Inexpensive","2008","66 and older","indirect migration background","2","","",""
"Reasonable","2008","16-34 y.","no migration background","829","0.514907390830581","0.490279810567346","0.539534971093815"
"Reasonable","2008","16-34 y.","direct migration background","59","0.611302478158073","0.51576317812731","0.706841778188835"
"Reasonable","2008","16-34 y.","indirect migration background","115","0.602793519013695","0.538570885591641","0.66701615243575"
"Reasonable","2008","35-65 y.","no migration background","2919","0.511127233582873","0.498162773227548","0.524091693938198"
"Reasonable","2008","35-65 y.","direct migration background","251","0.511037049587332","0.465651321927596","0.556422777247069"
"Reasonable","2008","35-65 y.","indirect migration background","45","0.496669068675058","0.396652294884444","0.596685842465673"
"Reasonable","2008","66 and older","no migration background","1113","0.472825355267836","0.452631153993904","0.493019556541768"
"Reasonable","2008","66 and older","direct migration background","61","0.494645068178853","0.408699891099805","0.5805902452579"
"Reasonable","2008","66 and older","indirect migration background","1","","",""
"Slightly Expensive","2008","16-34 y.","no migration background","140","0.101681614405223","0.0867886479238493","0.116574580886596"
"Slightly Expensive","2008","16-34 y.","direct migration background","13","","",""
"Slightly Expensive","2008","16-34 y.","indirect migration background","31","0.155662830559711","0.108080459951835","0.203245201167586"
"Slightly Expensive","2008","35-65 y.","no migration background","509","0.0927933841557728","0.0852684340948436","0.100318334216702"
"Slightly Expensive","2008","35-65 y.","direct migration background","66","0.179405984036082","0.144569223131099","0.214242744941064"
"Slightly Expensive","2008","35-65 y.","indirect migration background","10","","",""
"Slightly Expensive","2008","66 and older","no migration background","165","0.0798369315446528","0.0688738318756734","0.0908000312136322"
"Slightly Expensive","2008","66 and older","direct migration background","2","","",""
"Slightly Expensive","2008","66 and older","indirect migration background","","","",""
"Too Expensive","2008","16-34 y.","no migration background","22","","",""
"Too Expensive","2008","16-34 y.","direct migration background","2","","",""
"Too Expensive","2008","16-34 y.","indirect migration background","","","",""
"Too Expensive","2008","35-65 y.","no migration background","90","0.0176195787719304","0.0142074169379695","0.0210317406058912"
"Too Expensive","2008","35-65 y.","direct migration background","6","","",""
"Too Expensive","2008","35-65 y.","indirect migration background","6","","",""
"Too Expensive","2008","66 and older","no migration background","17","","",""
"Too Expensive","2008","66 and older","direct migration background","","","",""
"Too Expensive","2008","66 and older","indirect migration background","","","",""
"Very Inexpensive","2009","16-34 y.","no migration background","167","0.131879867807073","0.114367185034725","0.149392550579422"
"Very Inexpensive","2009","16-34 y.","direct migration background","3","","",""
"Very Inexpensive","2009","16-34 y.","indirect migration background","14","","",""
"Very Inexpensive","2009","35-65 y.","no migration background","610","0.116840931109906","0.108251653456035","0.125430208763778"
"Very Inexpensive","2009","35-65 y.","direct migration background","29","","",""
"Very Inexpensive","2009","35-65 y.","indirect migration background","5","","",""
"Very Inexpensive","2009","66 and older","no migration background","301","0.132983022419243","0.119029967903812","0.146936076934675"
"Very Inexpensive","2009","66 and older","direct migration background","17","","",""
"Very Inexpensive","2009","66 and older","indirect migration background","1","","",""
"Inexpensive","2009","16-34 y.","no migration background","385","0.272149140416269","0.249113610972299","0.295184669860238"
"Inexpensive","2009","16-34 y.","direct migration background","23","","",""
"Inexpensive","2009","16-34 y.","indirect migration background","43","0.278351141677174","0.215923782478344","0.340778500876004"
"Inexpensive","2009","35-65 y.","no migration background","1555","0.285801816614679","0.27372141051904","0.297882222710317"
"Inexpensive","2009","35-65 y.","direct migration background","108","0.242801440840049","0.202321490113668","0.283281391566431"
"Inexpensive","2009","35-65 y.","indirect migration background","28","","",""
"Inexpensive","2009","66 and older","no migration background","738","0.332968121632287","0.313602474526913","0.352333768737661"
"Inexpensive","2009","66 and older","direct migration background","38","0.339763389056756","0.252820562192529","0.426706215920983"
"Inexpensive","2009","66 and older","indirect migration background","1","","",""
"Reasonable","2009","16-34 y.","no migration background","735","0.490818236972027","0.464943837365569","0.516692636578485"
"Reasonable","2009","16-34 y.","direct migration background","53","0.528998139988115","0.425872841189288","0.632123438786942"
"Reasonable","2009","16-34 y.","indirect migration background","109","0.466106430146218","0.396622337901629","0.535590522390806"
"Reasonable","2009","35-65 y.","no migration background","2682","0.497054844978019","0.483685745930493","0.510423944025544"
"Reasonable","2009","35-65 y.","direct migration background","231","0.488445735034884","0.441254268720757","0.53563720134901"
"Reasonable","2009","35-65 y.","indirect migration background","43","0.402393148926897","0.302728833157091","0.502057464696703"
"Reasonable","2009","66 and older","no migration background","1062","0.44984211992914","0.429399755886692","0.470284483971589"
"Reasonable","2009","66 and older","direct migration background","52","0.483061952971067","0.391330910162416","0.574792995779718"
"Reasonable","2009","66 and older","indirect migration background","1","","",""
"Slightly Expensive","2009","16-34 y.","no migration background","125","0.0834581682474603","0.0691434077794486","0.097772928715472"
"Slightly Expensive","2009","16-34 y.","direct migration background","10","","",""
"Slightly Expensive","2009","16-34 y.","indirect migration background","26","","",""
"Slightly Expensive","2009","35-65 y.","no migration background","467","0.087418200997568","0.0798659484475752","0.0949704535475608"
"Slightly Expensive","2009","35-65 y.","direct migration background","61","0.185586452072088","0.148883154447866","0.222289749696311"
"Slightly Expensive","2009","35-65 y.","indirect migration background","14","","",""
"Slightly Expensive","2009","66 and older","no migration background","156","0.0725198250686771","0.0618627485989152","0.083176901538439"
"Slightly Expensive","2009","66 and older","direct migration background","4","","",""
"Slightly Expensive","2009","66 and older","indirect migration background","","","",""
"Too Expensive","2009","16-34 y.","no migration background","22","","",""
"Too Expensive","2009","16-34 y.","direct migration background","1","","",""
"Too Expensive","2009","16-34 y.","indirect migration background","6","","",""
"Too Expensive","2009","35-65 y.","no migration background","59","0.0128842062998284","0.00986875335337752","0.0158996592462793"
"Too Expensive","2009","35-65 y.","direct migration background","2","","",""
"Too Expensive","2009","35-65 y.","indirect migration background","3","","",""
"Too Expensive","2009","66 and older","no migration background","18","","",""
"Too Expensive","2009","66 and older","direct migration background","3","","",""
"Too Expensive","2009","66 and older","indirect migration background","","","",""
"Very Inexpensive","2010","16-34 y.","no migration background","180","0.112558327998511","0.0985197266708981","0.126596929326124"
"Very Inexpensive","2010","16-34 y.","direct migration background","15","","",""
"Very Inexpensive","2010","16-34 y.","indirect migration background","16","","",""
"Very Inexpensive","2010","35-65 y.","no migration background","626","0.0968751116998425","0.0897648988949443","0.103985324504741"
"Very Inexpensive","2010","35-65 y.","direct migration background","46","0.0468200093467174","0.030440500744365","0.0631995179490697"
"Very Inexpensive","2010","35-65 y.","indirect migration background","12","","",""
"Very Inexpensive","2010","66 and older","no migration background","277","0.120201598375342","0.106664924995771","0.133738271754913"
"Very Inexpensive","2010","66 and older","direct migration background","16","","",""
"Very Inexpensive","2010","66 and older","indirect migration background","1","","",""
"Inexpensive","2010","16-34 y.","no migration background","509","0.266534688359546","0.246895127434404","0.286174249284687"
"Inexpensive","2010","16-34 y.","direct migration background","33","0.120294036635542","0.0760853878853082","0.164502685385777"
"Inexpensive","2010","16-34 y.","indirect migration background","70","0.272916964097642","0.221290504157924","0.324543424037359"
"Inexpensive","2010","35-65 y.","no migration background","1837","0.27358611175687","0.262869890332569","0.284302333181171"
"Inexpensive","2010","35-65 y.","direct migration background","145","0.197969799385134","0.167074493851198","0.22886510491907"
"Inexpensive","2010","35-65 y.","indirect migration background","43","0.330891643868254","0.258434416652706","0.403348871083802"
"Inexpensive","2010","66 and older","no migration background","720","0.323608682185611","0.304133822420371","0.343083541950851"
"Inexpensive","2010","66 and older","direct migration background","35","0.303226115988975","0.22029140776097","0.38616082421698"
"Inexpensive","2010","66 and older","indirect migration background","","","",""
"Reasonable","2010","16-34 y.","no migration background","1019","0.500719409514332","0.478510119766171","0.522928699262493"
"Reasonable","2010","16-34 y.","direct migration background","113","0.609473299568181","0.543172444147623","0.675774154988738"
"Reasonable","2010","16-34 y.","indirect migration background","160","0.545102514703048","0.487391204345536","0.602813825060561"
"Reasonable","2010","35-65 y.","no migration background","3451","0.523726734098228","0.511721156488901","0.535732311707555"
"Reasonable","2010","35-65 y.","direct migration background","357","0.573666103442226","0.535321682090531","0.612010524793921"
"Reasonable","2010","35-65 y.","indirect migration background","84","0.467361994556188","0.390531548242357","0.544192440870018"
"Reasonable","2010","66 and older","no migration background","1052","0.477546450113663","0.456754419919022","0.498338480308303"
"Reasonable","2010","66 and older","direct migration background","57","0.508413345158483","0.418211462830747","0.59861522748622"
"Reasonable","2010","66 and older","indirect migration background","2","","",""
"Slightly Expensive","2010","16-34 y.","no migration background","206","0.109163752603248","0.0953120460204283","0.123015459186067"
"Slightly Expensive","2010","16-34 y.","direct migration background","30","0.206689008086484","0.151659345497683","0.261718670675285"
"Slightly Expensive","2010","16-34 y.","indirect migration background","35","0.0979270811679497","0.0634811997635707","0.132372962572329"
"Slightly Expensive","2010","35-65 y.","no migration background","628","0.0907405882208966","0.0838358489588507","0.0976453274829426"
"Slightly Expensive","2010","35-65 y.","direct migration background","83","0.166432766557088","0.137553417799593","0.195312115314583"
"Slightly Expensive","2010","35-65 y.","indirect migration background","19","","",""
"Slightly Expensive","2010","66 and older","no migration background","147","0.0636897253690509","0.0535246681611982","0.0738547825769036"
"Slightly Expensive","2010","66 and older","direct migration background","9","","",""
"Slightly Expensive","2010","66 and older","indirect migration background","","","",""
"Too Expensive","2010","16-34 y.","no migration background","33","0.0110238215243635","0.00638589229529408","0.015661750753433"
"Too Expensive","2010","16-34 y.","direct migration background","17","","",""
"Too Expensive","2010","16-34 y.","indirect migration background","5","","",""
"Too Expensive","2010","35-65 y.","no migration background","106","0.0150714542241625","0.0121427027018263","0.0180002057464986"
"Too Expensive","2010","35-65 y.","direct migration background","8","","",""
"Too Expensive","2010","35-65 y.","indirect migration background","4","","",""
"Too Expensive","2010","66 and older","no migration background","21","","",""
"Too Expensive","2010","66 and older","direct migration background","1","","",""
"Too Expensive","2010","66 and older","indirect migration background","","","",""
"Very Inexpensive","2011","16-34 y.","no migration background","180","0.0862081853266087","0.0741752153971397","0.0982411552560776"
"Very Inexpensive","2011","16-34 y.","direct migration background","18","","",""
"Very Inexpensive","2011","16-34 y.","indirect migration background","28","","",""
"Very Inexpensive","2011","35-65 y.","no migration background","747","0.0913386971963809","0.0850775901668809","0.0975998042258808"
"Very Inexpensive","2011","35-65 y.","direct migration background","55","0.075300345253872","0.0567583218892221","0.093842368618522"
"Very Inexpensive","2011","35-65 y.","indirect migration background","13","","",""
"Very Inexpensive","2011","66 and older","no migration background","318","0.110647486415507","0.0990510269874308","0.122243945843583"
"Very Inexpensive","2011","66 and older","direct migration background","26","","",""
"Very Inexpensive","2011","66 and older","indirect migration background","","","",""
"Inexpensive","2011","16-34 y.","no migration background","579","0.278099107903365","0.258889719621932","0.297308496184798"
"Inexpensive","2011","16-34 y.","direct migration background","36","0.17370993715879","0.123185694540222","0.224234179777357"
"Inexpensive","2011","16-34 y.","indirect migration background","65","0.166598727840986","0.12545006433513","0.207747391346842"
"Inexpensive","2011","35-65 y.","no migration background","2413","0.300065062546872","0.290105064415146","0.310025060678598"
"Inexpensive","2011","35-65 y.","direct migration background","182","0.228700325927076","0.199188012250637","0.258212639603515"
"Inexpensive","2011","35-65 y.","indirect migration background","56","0.280312165140416","0.219851459106742","0.34077287117409"
"Inexpensive","2011","66 and older","no migration background","817","0.297100283459905","0.280206929359003","0.313993637560806"
"Inexpensive","2011","66 and older","direct migration background","46","0.270342720688218","0.201738323469364","0.338947117907073"
"Inexpensive","2011","66 and older","indirect migration background","1","","",""
"Reasonable","2011","16-34 y.","no migration background","1084","0.539452260213588","0.51808303460908","0.560821485818096"
"Reasonable","2011","16-34 y.","direct migration background","125","0.66258888138994","0.599533380164034","0.725644382615845"
"Reasonable","2011","16-34 y.","indirect migration background","171","0.589842039049615","0.535524979933785","0.644159098165444"
"Reasonable","2011","35-65 y.","no migration background","4121","0.4972506599882","0.486384248581929","0.508117071394471"
"Reasonable","2011","35-65 y.","direct migration background","454","0.573309154473367","0.538554786625314","0.60806352232142"
"Reasonable","2011","35-65 y.","indirect migration background","110","0.521323409773226","0.454079203994333","0.588567615552118"
"Reasonable","2011","66 and older","no migration background","1454","0.516305245961522","0.497831429451459","0.534779062471585"
"Reasonable","2011","66 and older","direct migration background","79","0.480439455420459","0.403265178747678","0.55761373209324"
"Reasonable","2011","66 and older","indirect migration background","3","","",""
"Slightly Expensive","2011","16-34 y.","no migration background","209","0.0840386434093993","0.0721439558065939","0.0959333310122048"
"Slightly Expensive","2011","16-34 y.","direct migration background","34","0.0911307579673395","0.0527508075078494","0.12951070842683"
"Slightly Expensive","2011","16-34 y.","indirect migration background","40","0.136092564870406","0.0982270715282289","0.173958058212584"
"Slightly Expensive","2011","35-65 y.","no migration background","734","0.0975413000700804","0.0910932167188606","0.1039893834213"
"Slightly Expensive","2011","35-65 y.","direct migration background","73","0.109271467261266","0.0873492558308622","0.131193678691669"
"Slightly Expensive","2011","35-65 y.","indirect migration background","31","0.107900158377735","0.0661365578773254","0.149663758878144"
"Slightly Expensive","2011","66 and older","no migration background","188","0.0627826779036526","0.0538154596622488","0.0717498961450563"
"Slightly Expensive","2011","66 and older","direct migration background","9","","",""
"Slightly Expensive","2011","66 and older","indirect migration background","","","",""
"Too Expensive","2011","16-34 y.","no migration background","38","0.0122018031470386","0.00749505381559242","0.0169085524784848"
"Too Expensive","2011","16-34 y.","direct migration background","3","","",""
"Too Expensive","2011","16-34 y.","indirect migration background","11","","",""
"Too Expensive","2011","35-65 y.","no migration background","118","0.0138042801984668","0.0112685026955289","0.0163400577014047"
"Too Expensive","2011","35-65 y.","direct migration background","14","","",""
"Too Expensive","2011","35-65 y.","indirect migration background","2","","",""
"Too Expensive","2011","66 and older","no migration background","34","0.013164306259414","0.0089508442581799","0.0173777682606481"
"Too Expensive","2011","66 and older","direct migration background","1","","",""
"Too Expensive","2011","66 and older","indirect migration background","","","",""
"Very Inexpensive","2012","16-34 y.","no migration background","166","0.109343805641504","0.0956942543224052","0.122993356960603"
"Very Inexpensive","2012","16-34 y.","direct migration background","11","","",""
"Very Inexpensive","2012","16-34 y.","indirect migration background","18","","",""
"Very Inexpensive","2012","35-65 y.","no migration background","708","0.0865627214591126","0.080384678264521","0.0927407646537043"
"Very Inexpensive","2012","35-65 y.","direct migration background","54","0.072919171232596","0.0545186522985265","0.0913196901666655"
"Very Inexpensive","2012","35-65 y.","indirect migration background","14","","",""
"Very Inexpensive","2012","66 and older","no migration background","341","0.108487045955814","0.0970290769231833","0.119945014988444"
"Very Inexpensive","2012","66 and older","direct migration background","21","","",""
"Very Inexpensive","2012","66 and older","indirect migration background","1","","",""
"Inexpensive","2012","16-34 y.","no migration background","574","0.256654758557804","0.237550236382421","0.275759280733187"
"Inexpensive","2012","16-34 y.","direct migration background","55","0.242040379868407","0.181923319929904","0.302157439806911"
"Inexpensive","2012","16-34 y.","indirect migration background","73","0.252382631228261","0.202474533177448","0.302290729279074"
"Inexpensive","2012","35-65 y.","no migration background","2329","0.285319519587641","0.275398236858586","0.295240802316697"
"Inexpensive","2012","35-65 y.","direct migration background","211","0.300537597225492","0.268090040396793","0.33298515405419"
"Inexpensive","2012","35-65 y.","indirect migration background","61","0.239157998965057","0.184503004157516","0.293812993772598"
"Inexpensive","2012","66 and older","no migration background","882","0.307418016597064","0.290417773711446","0.324418259482683"
"Inexpensive","2012","66 and older","direct migration background","48","0.304705181869441","0.232706809087953","0.376703554650929"
"Inexpensive","2012","66 and older","indirect migration background","2","","",""
"Reasonable","2012","16-34 y.","no migration background","1063","0.532323871740837","0.510500250822183","0.55414749265949"
"Reasonable","2012","16-34 y.","direct migration background","93","0.486409873142851","0.416257832391887","0.556561913893816"
"Reasonable","2012","16-34 y.","indirect migration background","158","0.53680668940242","0.479514991206733","0.594098387598107"
"Reasonable","2012","35-65 y.","no migration background","4118","0.521840718774624","0.510865797833049","0.5328156397162"
"Reasonable","2012","35-65 y.","direct migration background","386","0.47020872670455","0.434886493644614","0.505530959764486"
"Reasonable","2012","35-65 y.","indirect migration background","125","0.539725426658164","0.47586451802548","0.603586335290847"
"Reasonable","2012","66 and older","no migration background","1382","0.502891920146311","0.484470733060057","0.521313107232565"
"Reasonable","2012","66 and older","direct migration background","73","0.439298010350551","0.361665446074292","0.51693057462681"
"Reasonable","2012","66 and older","indirect migration background","1","","",""
"Slightly Expensive","2012","16-34 y.","no migration background","178","0.0880009949850033","0.075609970638269","0.100392019331737"
"Slightly Expensive","2012","16-34 y.","direct migration background","34","0.241645258233078","0.181561633164985","0.301728883301171"
"Slightly Expensive","2012","16-34 y.","indirect migration background","37","0.12881879003065","0.0903290077742202","0.167308572287081"
"Slightly Expensive","2012","35-65 y.","no migration background","684","0.0918053884197735","0.0854612935290551","0.0981494833104919"
"Slightly Expensive","2012","35-65 y.","direct migration background","110","0.147647177056663","0.122541456824886","0.172752897288441"
"Slightly Expensive","2012","35-65 y.","indirect migration background","23","","",""
"Slightly Expensive","2012","66 and older","no migration background","181","0.063878391647969","0.0548689475540694","0.0728878357418686"
"Slightly Expensive","2012","66 and older","direct migration background","13","","",""
"Slightly Expensive","2012","66 and older","indirect migration background","","","",""
"Too Expensive","2012","16-34 y.","no migration background","27","","",""
"Too Expensive","2012","16-34 y.","direct migration background","2","","",""
"Too Expensive","2012","16-34 y.","indirect migration background","5","","",""
"Too Expensive","2012","35-65 y.","no migration background","119","0.0144716517588483","0.0118477973359692","0.0170955061817275"
"Too Expensive","2012","35-65 y.","direct migration background","6","","",""
"Too Expensive","2012","35-65 y.","indirect migration background","11","","",""
"Too Expensive","2012","66 and older","no migration background","44","0.0173246256528419","0.0125174295458402","0.0221318217598435"
"Too Expensive","2012","66 and older","direct migration background","2","","",""
"Too Expensive","2012","66 and older","indirect migration background","","","",""
"Very Inexpensive","2013","16-34 y.","no migration background","170","0.0987922374361856","0.0854002011578927","0.112184273714479"
"Very Inexpensive","2013","16-34 y.","direct migration background","30","0.058707071683997","0.0350404595583782","0.0823736838096157"
"Very Inexpensive","2013","16-34 y.","indirect migration background","34","0.0663198396700678","0.0426898195947525","0.0899498597453831"
"Very Inexpensive","2013","35-65 y.","no migration background","758","0.101696911955922","0.0948514698019573","0.108542354109887"
"Very Inexpensive","2013","35-65 y.","direct migration background","91","0.082908411578173","0.0676709219552701","0.0981459012010759"
"Very Inexpensive","2013","35-65 y.","indirect migration background","25","","",""
"Very Inexpensive","2013","66 and older","no migration background","310","0.102690017899879","0.0913156987777882","0.11406433702197"
"Very Inexpensive","2013","66 and older","direct migration background","18","","",""
"Very Inexpensive","2013","66 and older","indirect migration background","","","",""
"Inexpensive","2013","16-34 y.","no migration background","575","0.295747514750974","0.275264329607013","0.316230699894934"
"Inexpensive","2013","16-34 y.","direct migration background","79","0.268640035500351","0.224014910507409","0.313265160493293"
"Inexpensive","2013","16-34 y.","indirect migration background","106","0.245671184196491","0.204792138365324","0.286550230027658"
"Inexpensive","2013","35-65 y.","no migration background","2209","0.290559082956237","0.280276279846683","0.300841886065792"
"Inexpensive","2013","35-65 y.","direct migration background","304","0.256723844069523","0.232585027502739","0.280862660636308"
"Inexpensive","2013","35-65 y.","indirect migration background","67","0.233396555747825","0.1846289118469","0.28216419964875"
"Inexpensive","2013","66 and older","no migration background","881","0.333426259470799","0.315761243067599","0.351091275873999"
"Inexpensive","2013","66 and older","direct migration background","53","0.327511374342461","0.255903334752483","0.39911941393244"
"Inexpensive","2013","66 and older","indirect migration background","2","","",""
"Reasonable","2013","16-34 y.","no migration background","978","0.488911941776055","0.46647643241768","0.51134745113443"
"Reasonable","2013","16-34 y.","direct migration background","202","0.544040282731004","0.493897636154698","0.59418292930731"
"Reasonable","2013","16-34 y.","indirect migration background","233","0.563363976097647","0.516266502677154","0.61046144951814"
"Reasonable","2013","35-65 y.","no migration background","3795","0.497831476828998","0.486507418557663","0.509155535100332"
"Reasonable","2013","35-65 y.","direct migration background","664","0.506357125150717","0.478729556315715","0.53398469398572"
"Reasonable","2013","35-65 y.","indirect migration background","152","0.543033364351172","0.485601267508197","0.600465461194147"
"Reasonable","2013","66 and older","no migration background","1341","0.484788535844961","0.46606193411658","0.503515137573342"
"Reasonable","2013","66 and older","direct migration background","72","0.399807320928808","0.325063234688307","0.47455140716931"
"Reasonable","2013","66 and older","indirect migration background","1","","",""
"Slightly Expensive","2013","16-34 y.","no migration background","155","0.0976954883020771","0.084369894739625","0.111021081864529"
"Slightly Expensive","2013","16-34 y.","direct migration background","60","0.114613517321951","0.082542491611054","0.146684543032849"
"Slightly Expensive","2013","16-34 y.","indirect migration background","41","0.103018935717692","0.0741524803449736","0.131885391090411"
"Slightly Expensive","2013","35-65 y.","no migration background","635","0.0970085928013688","0.0903053787632119","0.103711806839526"
"Slightly Expensive","2013","35-65 y.","direct migration background","177","0.136062624035567","0.117116589565497","0.155008658505638"
"Slightly Expensive","2013","35-65 y.","indirect migration background","37","0.096939853261168","0.062827735129914","0.131051971392422"
"Slightly Expensive","2013","66 and older","no migration background","165","0.0666064259954143","0.0572635515382747","0.0759493004525539"
"Slightly Expensive","2013","66 and older","direct migration background","21","","",""
"Slightly Expensive","2013","66 and older","indirect migration background","","","",""
"Too Expensive","2013","16-34 y.","no migration background","29","","",""
"Too Expensive","2013","16-34 y.","direct migration background","8","","",""
"Too Expensive","2013","16-34 y.","indirect migration background","12","","",""
"Too Expensive","2013","35-65 y.","no migration background","92","0.012903935457474","0.0103478405386641","0.0154600303762839"
"Too Expensive","2013","35-65 y.","direct migration background","22","","",""
"Too Expensive","2013","35-65 y.","indirect migration background","8","","",""
"Too Expensive","2013","66 and older","no migration background","39","0.0124887607889469","0.00832754017086917","0.0166499814070246"
"Too Expensive","2013","66 and older","direct migration background","1","","",""
"Too Expensive","2013","66 and older","indirect migration background","","","",""
"Very Inexpensive","2014","16-34 y.","no migration background","186","0.114907754724519","0.09956642570425","0.130249083744788"
"Very Inexpensive","2014","16-34 y.","direct migration background","19","","",""
"Very Inexpensive","2014","16-34 y.","indirect migration background","25","","",""
"Very Inexpensive","2014","35-65 y.","no migration background","708","0.111163518886859","0.103654760742606","0.118672277031113"
"Very Inexpensive","2014","35-65 y.","direct migration background","71","0.0767796150807885","0.0610887753874178","0.0924704547741592"
"Very Inexpensive","2014","35-65 y.","indirect migration background","26","","",""
"Very Inexpensive","2014","66 and older","no migration background","343","0.120104943936439","0.107849728523916","0.132360159348962"
"Very Inexpensive","2014","66 and older","direct migration background","28","","",""
"Very Inexpensive","2014","66 and older","indirect migration background","1","","",""
"Inexpensive","2014","16-34 y.","no migration background","466","0.280889185283488","0.259268997272217","0.30250937329476"
"Inexpensive","2014","16-34 y.","direct migration background","82","0.306501685705147","0.256834079088127","0.356169292322167"
"Inexpensive","2014","16-34 y.","indirect migration background","89","0.235285223700092","0.191528826311709","0.279041621088474"
"Inexpensive","2014","35-65 y.","no migration background","1970","0.293136426138407","0.282262691437764","0.304010160839049"
"Inexpensive","2014","35-65 y.","direct migration background","312","0.296259524815387","0.269349570934852","0.323169478695922"
"Inexpensive","2014","35-65 y.","indirect migration background","76","0.272265612428171","0.219846332433429","0.324684892422914"
"Inexpensive","2014","66 and older","no migration background","881","0.317528598327545","0.299979341894794","0.335077854760295"
"Inexpensive","2014","66 and older","direct migration background","56","0.376796516789016","0.301237217240996","0.452355816337037"
"Inexpensive","2014","66 and older","indirect migration background","","","",""
"Reasonable","2014","16-34 y.","no migration background","859","0.491532130986414","0.467482868616199","0.51558139335663"
"Reasonable","2014","16-34 y.","direct migration background","183","0.515558772030567","0.461720175195287","0.569397368865847"
"Reasonable","2014","16-34 y.","indirect migration background","202","0.576823270364484","0.525857714498556","0.627788826230412"
"Reasonable","2014","35-65 y.","no migration background","3481","0.497405695127172","0.485461959118281","0.509349431136064"
"Reasonable","2014","35-65 y.","direct migration background","577","0.476066695278952","0.446633159864287","0.505500230693618"
"Reasonable","2014","35-65 y.","indirect migration background","145","0.456734890028374","0.398074329576621","0.515395450480127"
"Reasonable","2014","66 and older","no migration background","1278","0.47377486485846","0.45495151689638","0.492598212820541"
"Reasonable","2014","66 and older","direct migration background","59","0.29811438867244","0.226788993536871","0.369439783808009"
"Reasonable","2014","66 and older","indirect migration background","1","","",""
"Slightly Expensive","2014","16-34 y.","no migration background","126","0.102184858249612","0.0876141459465853","0.11675557055264"
"Slightly Expensive","2014","16-34 y.","direct migration background","37","0.116606560309304","0.0820307257652923","0.151182394853315"
"Slightly Expensive","2014","16-34 y.","indirect migration background","37","0.113672517272304","0.0809294517808553","0.146415582763752"
"Slightly Expensive","2014","35-65 y.","no migration background","504","0.087304950698459","0.0805618705695465","0.0940480308273714"
"Slightly Expensive","2014","35-65 y.","direct migration background","112","0.126969221087435","0.107347615904969","0.1465908262699"
"Slightly Expensive","2014","35-65 y.","indirect migration background","27","","",""
"Slightly Expensive","2014","66 and older","no migration background","165","0.0727515196132002","0.0629601337022664","0.082542905524134"
"Slightly Expensive","2014","66 and older","direct migration background","13","","",""
"Slightly Expensive","2014","66 and older","indirect migration background","1","","",""
"Too Expensive","2014","16-34 y.","no migration background","23","","",""
"Too Expensive","2014","16-34 y.","direct migration background","10","","",""
"Too Expensive","2014","16-34 y.","indirect migration background","8","","",""
"Too Expensive","2014","35-65 y.","no migration background","69","0.0109894091491029","0.00849904027309923","0.0134797780251067"
"Too Expensive","2014","35-65 y.","direct migration background","34","0.0239249437374371","0.0149188264744314","0.0329310610004429"
"Too Expensive","2014","35-65 y.","indirect migration background","3","","",""
"Too Expensive","2014","66 and older","no migration background","36","0.0158400732643559","0.0111331567017094","0.0205469898270024"
"Too Expensive","2014","66 and older","direct migration background","2","","",""
"Too Expensive","2014","66 and older","indirect migration background","","","",""
