"hlf0094","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","1990","Not Working","inadequately","3","","","","4"
"Slightly Expensive","1990","Not Working","general elemantary","22","","","","4"
"Slightly Expensive","1990","Not Working","middle vocational","28","","","","4"
"Slightly Expensive","1990","Not Working","vocational + Abi","1","","","","4"
"Slightly Expensive","1990","Not Working","higher vocational","5","","","","4"
"Slightly Expensive","1990","Not Working","higher education","5","","","","4"
"Slightly Expensive","1990","Part Time","vocational + Abi","","","","","4"
"Slightly Expensive","1990","Part Time","higher vocational","4","","","","4"
"Slightly Expensive","1990","Part Time","higher education","7","","","","4"
"Slightly Expensive","1990","Full Time","in school","","","","","4"
"Slightly Expensive","1990","Full Time","inadequately","1","","","","4"
"Slightly Expensive","1990","Full Time","general elemantary","22","","","","4"
"Slightly Expensive","1990","Full Time","middle vocational","69","0.0733628459923364","0.0570802774182799","0.0896454145663929","4"
"Slightly Expensive","1990","Full Time","vocational + Abi","4","","","","4"
"Slightly Expensive","1990","Full Time","higher vocational","11","","","","4"
"Slightly Expensive","1990","Full Time","higher education","15","","","","4"
"Slightly Expensive","1990","Part Time","in school","","","","","4"
"Slightly Expensive","1990","Part Time","inadequately","1","","","","4"
"Slightly Expensive","1990","Part Time","general elemantary","13","","","","4"
"Slightly Expensive","1990","Part Time","middle vocational","35","0.0952757718523529","0.0657952646308683","0.124756279073837","4"
"Too Expensive","1990","Not Working","higher vocational","1","","","","5"
"Too Expensive","1990","Part Time","in school","","","","","5"
"Too Expensive","1990","Part Time","inadequately","","","","","5"
"Too Expensive","1990","Part Time","general elemantary","2","","","","5"
"Too Expensive","1990","Part Time","middle vocational","4","","","","5"
"Too Expensive","1990","Not Working","in school","1","","","","5"
"Too Expensive","1990","Not Working","inadequately","","","","","5"
"Too Expensive","1990","Not Working","general elemantary","4","","","","5"
"Too Expensive","1990","Not Working","middle vocational","3","","","","5"
"Too Expensive","1990","Not Working","vocational + Abi","","","","","5"
"Too Expensive","1990","Not Working","higher education","","","","","5"
"Too Expensive","1990","Part Time","vocational + Abi","1","","","","5"
"Too Expensive","1990","Part Time","higher vocational","1","","","","5"
"Too Expensive","1990","Part Time","higher education","","","","","5"
"Too Expensive","1990","Full Time","in school","","","","","5"
"Too Expensive","1990","Full Time","inadequately","","","","","5"
"Too Expensive","1990","Full Time","general elemantary","4","","","","5"
"Too Expensive","1990","Full Time","middle vocational","11","","","","5"
"Too Expensive","1990","Full Time","vocational + Abi","","","","","5"
"Too Expensive","1990","Full Time","higher vocational","5","","","","5"
"Too Expensive","1990","Full Time","higher education","4","","","","5"
"Very Inexpensive","1990","Part Time","general elemantary","32","0.198378049679229","0.138608271466583","0.258147827891876","1"
"Very Inexpensive","1990","Part Time","middle vocational","79","0.203220002059613","0.162814729520063","0.243625274599162","1"
"Very Inexpensive","1990","Part Time","vocational + Abi","4","","","","1"
"Very Inexpensive","1990","Part Time","higher vocational","7","","","","1"
"Very Inexpensive","1990","Part Time","higher education","16","","","","1"
"Very Inexpensive","1990","Not Working","in school","17","","","","1"
"Very Inexpensive","1990","Not Working","inadequately","","","","","1"
"Very Inexpensive","1990","Full Time","in school","","","","","1"
"Very Inexpensive","1990","Full Time","inadequately","3","","","","1"
"Very Inexpensive","1990","Full Time","general elemantary","39","0.156529069678158","0.112191610684585","0.200866528671731","1"
"Very Inexpensive","1990","Full Time","middle vocational","187","0.1983739567991","0.17347058154354","0.22327733205466","1"
"Very Inexpensive","1990","Full Time","vocational + Abi","9","","","","1"
"Very Inexpensive","1990","Full Time","higher vocational","27","","","","1"
"Very Inexpensive","1990","Full Time","higher education","44","0.187233504633525","0.136374418658029","0.238092590609021","1"
"Very Inexpensive","1990","Part Time","in school","1","","","","1"
"Very Inexpensive","1990","Part Time","inadequately","2","","","","1"
"Very Inexpensive","1990","Not Working","general elemantary","109","0.243031545005308","0.205015767588968","0.281047322421649","1"
"Very Inexpensive","1990","Not Working","middle vocational","159","0.224989849282544","0.193967218152259","0.256012480412829","1"
"Very Inexpensive","1990","Not Working","vocational + Abi","10","","","","1"
"Very Inexpensive","1990","Not Working","higher vocational","20","","","","1"
"Very Inexpensive","1990","Not Working","higher education","14","","","","1"
"Inexpensive","1991","Not Working","vocational + Abi","12","","","","2"
"Inexpensive","1991","Not Working","middle vocational","284","0.395060316416486","0.359126691378799","0.430993941454173","2"
"Inexpensive","1991","Not Working","in school","22","","","","2"
"Inexpensive","1991","Not Working","inadequately","7","","","","2"
"Inexpensive","1991","Not Working","general elemantary","178","0.37940898109056","0.336044705136264","0.422773257044856","2"
"Inexpensive","1991","Not Working","higher vocational","28","","","","2"
"Inexpensive","1991","Not Working","higher education","29","","","","2"
"Inexpensive","1991","Part Time","in school","5","","","","2"
"Inexpensive","1991","Part Time","inadequately","2","","","","2"
"Inexpensive","1991","Part Time","general elemantary","47","0.299255686427191","0.226694667516876","0.371816705337506","2"
"Inexpensive","1991","Part Time","middle vocational","133","0.311167997334088","0.265854245166121","0.356481749502054","2"
"Inexpensive","1991","Part Time","vocational + Abi","14","","","","2"
"Inexpensive","1991","Part Time","higher vocational","18","","","","2"
"Inexpensive","1991","Part Time","higher education","23","","","","2"
"Inexpensive","1991","Full Time","vocational + Abi","12","","","","2"
"Inexpensive","1991","Full Time","higher vocational","59","0.392120230675297","0.315751295617359","0.468489165733235","2"
"Inexpensive","1991","Full Time","higher education","71","0.315701339727041","0.254560322341137","0.376842357112946","2"
"Inexpensive","1991","Full Time","inadequately","10","","","","2"
"Inexpensive","1991","Full Time","general elemantary","85","0.364739777257394","0.305308479165684","0.424171075349104","2"
"Inexpensive","1991","Full Time","in school","","","","","2"
"Inexpensive","1991","Full Time","middle vocational","317","0.344197917226927","0.313954250951478","0.374441583502376","2"
"Reasonable","1991","Not Working","higher education","26","","","","3"
"Reasonable","1991","Not Working","higher vocational","30","0.397684474514543","0.289071392641023","0.506297556388063","3"
"Reasonable","1991","Not Working","middle vocational","253","0.351662791172263","0.3165652272604","0.386760355084126","3"
"Reasonable","1991","Not Working","vocational + Abi","11","","","","3"
"Reasonable","1991","Not Working","in school","24","","","","3"
"Reasonable","1991","Not Working","inadequately","12","","","","3"
"Reasonable","1991","Not Working","general elemantary","179","0.356574501865929","0.313768976797032","0.399380026934826","3"
"Reasonable","1991","Full Time","in school","","","","","3"
"Reasonable","1991","Full Time","inadequately","14","","","","3"
"Reasonable","1991","Full Time","general elemantary","101","0.358837665285133","0.299615970374153","0.418059360196112","3"
"Reasonable","1991","Full Time","middle vocational","381","0.399999288184551","0.368814024941359","0.431184551427742","3"
"Reasonable","1991","Full Time","vocational + Abi","21","","","","3"
"Reasonable","1991","Full Time","higher vocational","69","0.449704448721349","0.37189006940072","0.527518828041978","3"
"Reasonable","1991","Full Time","higher education","95","0.441980792066307","0.376653015699017","0.507308568433597","3"
"Reasonable","1991","Part Time","in school","4","","","","3"
"Reasonable","1991","Part Time","inadequately","7","","","","3"
"Reasonable","1991","Part Time","general elemantary","62","0.407199740416866","0.329349436125789","0.485050044707943","3"
"Reasonable","1991","Part Time","middle vocational","165","0.427729409298335","0.379305352018478","0.476153466578192","3"
"Reasonable","1991","Part Time","vocational + Abi","10","","","","3"
"Reasonable","1991","Part Time","higher vocational","19","","","","3"
"Reasonable","1991","Part Time","higher education","24","","","","3"
"Slightly Expensive","1991","Not Working","in school","4","","","","4"
"Slightly Expensive","1991","Not Working","inadequately","","","","","4"
"Slightly Expensive","1991","Not Working","general elemantary","15","","","","4"
"Slightly Expensive","1991","Not Working","middle vocational","24","","","","4"
"Slightly Expensive","1991","Not Working","vocational + Abi","3","","","","4"
"Slightly Expensive","1991","Not Working","higher vocational","2","","","","4"
"Slightly Expensive","1991","Not Working","higher education","1","","","","4"
"Slightly Expensive","1991","Part Time","vocational + Abi","1","","","","4"
"Slightly Expensive","1991","Part Time","higher vocational","2","","","","4"
"Slightly Expensive","1991","Part Time","higher education","8","","","","4"
"Slightly Expensive","1991","Full Time","in school","","","","","4"
"Slightly Expensive","1991","Full Time","inadequately","2","","","","4"
"Slightly Expensive","1991","Full Time","general elemantary","30","0.125294143688219","0.0844204181948763","0.166167869181562","4"
"Slightly Expensive","1991","Full Time","middle vocational","71","0.0750388778447009","0.0582682690929626","0.0918094865964391","4"
"Slightly Expensive","1991","Full Time","vocational + Abi","6","","","","4"
"Slightly Expensive","1991","Full Time","higher vocational","8","","","","4"
"Slightly Expensive","1991","Full Time","higher education","12","","","","4"
"Slightly Expensive","1991","Part Time","in school","","","","","4"
"Slightly Expensive","1991","Part Time","inadequately","1","","","","4"
"Slightly Expensive","1991","Part Time","general elemantary","12","","","","4"
"Slightly Expensive","1991","Part Time","middle vocational","24","","","","4"
"Too Expensive","1991","Not Working","vocational + Abi","","","","","5"
"Too Expensive","1991","Not Working","higher vocational","","","","","5"
"Too Expensive","1991","Not Working","middle vocational","11","","","","5"
"Too Expensive","1991","Not Working","higher education","1","","","","5"
"Too Expensive","1991","Not Working","general elemantary","7","","","","5"
"Too Expensive","1991","Not Working","in school","","","","","5"
"Too Expensive","1991","Not Working","inadequately","","","","","5"
"Too Expensive","1991","Part Time","in school","","","","","5"
"Too Expensive","1991","Part Time","inadequately","","","","","5"
"Too Expensive","1991","Part Time","general elemantary","4","","","","5"
"Too Expensive","1991","Part Time","middle vocational","8","","","","5"
"Too Expensive","1991","Part Time","vocational + Abi","","","","","5"
"Too Expensive","1991","Part Time","higher vocational","1","","","","5"
"Too Expensive","1991","Part Time","higher education","1","","","","5"
"Too Expensive","1991","Full Time","in school","","","","","5"
"Too Expensive","1991","Full Time","inadequately","","","","","5"
"Too Expensive","1991","Full Time","general elemantary","6","","","","5"
"Too Expensive","1991","Full Time","middle vocational","22","","","","5"
"Too Expensive","1991","Full Time","vocational + Abi","1","","","","5"
"Too Expensive","1991","Full Time","higher vocational","2","","","","5"
"Too Expensive","1991","Full Time","higher education","4","","","","5"
"Very Inexpensive","1991","Not Working","in school","7","","","","1"
"Very Inexpensive","1991","Not Working","inadequately","3","","","","1"
"Very Inexpensive","1991","Not Working","general elemantary","102","0.222670447873964","0.185490443753707","0.259850451994221","1"
"Very Inexpensive","1991","Not Working","middle vocational","139","0.190601073084109","0.161730375772445","0.219471770395773","1"
"Very Inexpensive","1991","Not Working","vocational + Abi","3","","","","1"
"Very Inexpensive","1991","Not Working","higher vocational","18","","","","1"
"Very Inexpensive","1991","Not Working","higher education","22","","","","1"
"Very Inexpensive","1991","Part Time","general elemantary","28","","","","1"
"Very Inexpensive","1991","Part Time","middle vocational","71","0.170925653738801","0.134080848253902","0.207770459223701","1"
"Very Inexpensive","1991","Part Time","vocational + Abi","11","","","","1"
"Very Inexpensive","1991","Part Time","higher vocational","5","","","","1"
"Very Inexpensive","1991","Part Time","higher education","18","","","","1"
"Very Inexpensive","1991","Full Time","in school","","","","","1"
"Very Inexpensive","1991","Full Time","inadequately","4","","","","1"
"Very Inexpensive","1991","Full Time","general elemantary","30","0.136680593296184","0.0942687644556278","0.179092422136741","1"
"Very Inexpensive","1991","Full Time","middle vocational","157","0.159628681025717","0.136313703781037","0.182943658270397","1"
"Very Inexpensive","1991","Full Time","vocational + Abi","3","","","","1"
"Very Inexpensive","1991","Full Time","higher vocational","19","","","","1"
"Very Inexpensive","1991","Full Time","higher education","40","0.180524819839694","0.129929777214408","0.23111986246498","1"
"Very Inexpensive","1991","Part Time","in school","1","","","","1"
"Very Inexpensive","1991","Part Time","inadequately","2","","","","1"
"Inexpensive","1992","Not Working","general elemantary","181","0.335352074713551","0.296109542748043","0.374594606679059","2"
"Inexpensive","1992","Not Working","vocational + Abi","13","","","","2"
"Inexpensive","1992","Not Working","in school","22","","","","2"
"Inexpensive","1992","Not Working","inadequately","8","","","","2"
"Inexpensive","1992","Not Working","middle vocational","340","0.417992377850536","0.384989412420951","0.45099534328012","2"
"Inexpensive","1992","Not Working","higher vocational","35","0.368137408006252","0.270638340590553","0.46563647542195","2"
"Inexpensive","1992","Not Working","higher education","39","0.348333738271654","0.261631664487178","0.43503581205613","2"
"Inexpensive","1992","Part Time","in school","5","","","","2"
"Inexpensive","1992","Part Time","inadequately","3","","","","2"
"Inexpensive","1992","Full Time","vocational + Abi","19","","","","2"
"Inexpensive","1992","Full Time","higher vocational","67","0.322757710135508","0.262726032803935","0.382789387467082","2"
"Inexpensive","1992","Full Time","higher education","93","0.257469290625712","0.212613182814486","0.302325398436939","2"
"Inexpensive","1992","Part Time","general elemantary","56","0.333245380427631","0.262800578372004","0.403690182483257","2"
"Inexpensive","1992","Part Time","middle vocational","154","0.28175958679548","0.243956878855037","0.319562294735922","2"
"Inexpensive","1992","Part Time","vocational + Abi","8","","","","2"
"Inexpensive","1992","Part Time","higher vocational","19","","","","2"
"Inexpensive","1992","Part Time","higher education","47","0.331751412325683","0.252030711703881","0.411472112947484","2"
"Inexpensive","1992","Full Time","inadequately","9","","","","2"
"Inexpensive","1992","Full Time","general elemantary","82","0.314430328511586","0.258739911042145","0.370120745981028","2"
"Inexpensive","1992","Full Time","middle vocational","398","0.314562689812555","0.289541633282743","0.339583746342368","2"
"Inexpensive","1992","Full Time","in school","2","","","","2"
"Reasonable","1992","Not Working","in school","31","0.447970423054824","0.329775321333278","0.566165524776369","3"
"Reasonable","1992","Not Working","inadequately","17","","","","3"
"Reasonable","1992","Not Working","general elemantary","220","0.397185852353877","0.356513499301765","0.43785820540599","3"
"Reasonable","1992","Not Working","middle vocational","303","0.349973300861821","0.318058840783432","0.381887760940211","3"
"Reasonable","1992","Not Working","vocational + Abi","15","","","","3"
"Reasonable","1992","Not Working","higher vocational","29","","","","3"
"Reasonable","1992","Not Working","higher education","36","0.29468212180585","0.211718359852177","0.377645883759523","3"
"Reasonable","1992","Full Time","in school","","","","","3"
"Reasonable","1992","Full Time","inadequately","22","","","","3"
"Reasonable","1992","Full Time","general elemantary","105","0.411360164942437","0.352336197075031","0.470384132809843","3"
"Reasonable","1992","Full Time","middle vocational","562","0.414245967519522","0.387702664978107","0.440789270060936","3"
"Reasonable","1992","Full Time","vocational + Abi","24","","","","3"
"Reasonable","1992","Full Time","higher vocational","103","0.469527001183654","0.405445591304312","0.533608411062997","3"
"Reasonable","1992","Full Time","higher education","149","0.427255178485899","0.376506362760635","0.478003994211163","3"
"Reasonable","1992","Part Time","in school","5","","","","3"
"Reasonable","1992","Part Time","inadequately","6","","","","3"
"Reasonable","1992","Part Time","general elemantary","70","0.412835068194412","0.339256350808858","0.486413785579967","3"
"Reasonable","1992","Part Time","middle vocational","239","0.440102160880863","0.398388357732991","0.481815964028736","3"
"Reasonable","1992","Part Time","vocational + Abi","12","","","","3"
"Reasonable","1992","Part Time","higher vocational","27","","","","3"
"Reasonable","1992","Part Time","higher education","58","0.449786894164953","0.36555732957054","0.534016458759366","3"
"Slightly Expensive","1992","Not Working","in school","5","","","","4"
"Slightly Expensive","1992","Not Working","inadequately","4","","","","4"
"Slightly Expensive","1992","Not Working","general elemantary","42","0.0502411250676435","0.0320840013169266","0.0683982488183603","4"
"Slightly Expensive","1992","Not Working","middle vocational","52","0.0414427413421537","0.0281063689184035","0.0547791137659039","4"
"Slightly Expensive","1992","Not Working","vocational + Abi","4","","","","4"
"Slightly Expensive","1992","Not Working","higher vocational","11","","","","4"
"Slightly Expensive","1992","Not Working","higher education","15","","","","4"
"Slightly Expensive","1992","Full Time","in school","","","","","4"
"Slightly Expensive","1992","Full Time","inadequately","2","","","","4"
"Slightly Expensive","1992","Full Time","general elemantary","38","0.10071547110238","0.0646169744668258","0.136813967737935","4"
"Slightly Expensive","1992","Full Time","middle vocational","143","0.0806026123165165","0.0659338199807461","0.0952714046522869","4"
"Slightly Expensive","1992","Full Time","vocational + Abi","9","","","","4"
"Slightly Expensive","1992","Full Time","higher vocational","34","0.10994173802357","0.069775547164196","0.150107928882944","4"
"Slightly Expensive","1992","Full Time","higher education","52","0.106075401732702","0.0744846874678763","0.137666115997528","4"
"Slightly Expensive","1992","Part Time","in school","","","","","4"
"Slightly Expensive","1992","Part Time","vocational + Abi","1","","","","4"
"Slightly Expensive","1992","Part Time","higher vocational","7","","","","4"
"Slightly Expensive","1992","Part Time","higher education","14","","","","4"
"Slightly Expensive","1992","Part Time","general elemantary","16","","","","4"
"Slightly Expensive","1992","Part Time","inadequately","2","","","","4"
"Slightly Expensive","1992","Part Time","middle vocational","60","0.0870603278489034","0.0633695221822998","0.110751133515507","4"
"Too Expensive","1992","Not Working","vocational + Abi","","","","","5"
"Too Expensive","1992","Not Working","higher vocational","1","","","","5"
"Too Expensive","1992","Not Working","middle vocational","15","","","","5"
"Too Expensive","1992","Not Working","inadequately","","","","","5"
"Too Expensive","1992","Not Working","general elemantary","12","","","","5"
"Too Expensive","1992","Not Working","in school","1","","","","5"
"Too Expensive","1992","Not Working","higher education","7","","","","5"
"Too Expensive","1992","Part Time","middle vocational","22","","","","5"
"Too Expensive","1992","Part Time","vocational + Abi","1","","","","5"
"Too Expensive","1992","Part Time","higher vocational","3","","","","5"
"Too Expensive","1992","Part Time","higher education","4","","","","5"
"Too Expensive","1992","Part Time","in school","","","","","5"
"Too Expensive","1992","Part Time","inadequately","","","","","5"
"Too Expensive","1992","Part Time","general elemantary","5","","","","5"
"Too Expensive","1992","Full Time","in school","1","","","","5"
"Too Expensive","1992","Full Time","inadequately","1","","","","5"
"Too Expensive","1992","Full Time","general elemantary","10","","","","5"
"Too Expensive","1992","Full Time","middle vocational","49","0.0295721944439833","0.0204438596213651","0.0387005292666015","5"
"Too Expensive","1992","Full Time","vocational + Abi","","","","","5"
"Too Expensive","1992","Full Time","higher vocational","4","","","","5"
"Too Expensive","1992","Full Time","higher education","21","","","","5"
"Very Inexpensive","1992","Not Working","in school","9","","","","1"
"Very Inexpensive","1992","Not Working","inadequately","5","","","","1"
"Very Inexpensive","1992","Not Working","general elemantary","101","0.194414621203116","0.161519541378671","0.227309701027562","1"
"Very Inexpensive","1992","Not Working","middle vocational","148","0.173381093813383","0.148049764353782","0.198712423272984","1"
"Very Inexpensive","1992","Not Working","vocational + Abi","7","","","","1"
"Very Inexpensive","1992","Not Working","higher vocational","18","","","","1"
"Very Inexpensive","1992","Not Working","higher education","19","","","","1"
"Very Inexpensive","1992","Full Time","general elemantary","32","0.123994402970335","0.084462570907463","0.163526235033208","1"
"Very Inexpensive","1992","Full Time","middle vocational","171","0.161016535907423","0.14121129593046","0.180821775884387","1"
"Very Inexpensive","1992","Full Time","vocational + Abi","11","","","","1"
"Very Inexpensive","1992","Full Time","higher vocational","25","","","","1"
"Very Inexpensive","1992","Full Time","higher education","50","0.170457686631219","0.131880617831458","0.209034755430979","1"
"Very Inexpensive","1992","Part Time","in school","","","","","1"
"Very Inexpensive","1992","Part Time","inadequately","2","","","","1"
"Very Inexpensive","1992","Part Time","general elemantary","25","","","","1"
"Very Inexpensive","1992","Part Time","middle vocational","69","0.162666043915165","0.131652853534729","0.193679234295601","1"
"Very Inexpensive","1992","Part Time","vocational + Abi","3","","","","1"
"Very Inexpensive","1992","Part Time","higher vocational","8","","","","1"
"Very Inexpensive","1992","Part Time","higher education","11","","","","1"
"Very Inexpensive","1992","Full Time","in school","","","","","1"
"Very Inexpensive","1992","Full Time","inadequately","","","","","1"
"Inexpensive","1993","Not Working","in school","18","","","","2"
"Inexpensive","1993","Not Working","inadequately","14","","","","2"
"Inexpensive","1993","Not Working","general elemantary","200","0.38414805237697","0.342581625214067","0.425714479539873","2"
"Inexpensive","1993","Not Working","middle vocational","337","0.400706912364783","0.368403008445636","0.43301081628393","2"
"Inexpensive","1993","Not Working","vocational + Abi","13","","","","2"
"Inexpensive","1993","Not Working","higher vocational","32","0.334554962240319","0.236528592143891","0.432581332336747","2"
"Inexpensive","1993","Not Working","higher education","41","0.357048052033387","0.274044687192294","0.44005141687448","2"
"Inexpensive","1993","Part Time","in school","3","","","","2"
"Inexpensive","1993","Part Time","inadequately","4","","","","2"
"Inexpensive","1993","Full Time","middle vocational","431","0.336988576383947","0.311184416302743","0.362792736465152","2"
"Inexpensive","1993","Full Time","vocational + Abi","16","","","","2"
"Inexpensive","1993","Full Time","higher vocational","53","0.27224091781478","0.213556544480677","0.330925291148883","2"
"Inexpensive","1993","Full Time","higher education","111","0.275480999165635","0.231141937093086","0.319820061238185","2"
"Inexpensive","1993","Part Time","general elemantary","58","0.355112567775946","0.285202967899098","0.425022167652794","2"
"Inexpensive","1993","Part Time","middle vocational","190","0.343782629368659","0.304015555372703","0.383549703364616","2"
"Inexpensive","1993","Part Time","vocational + Abi","7","","","","2"
"Inexpensive","1993","Part Time","higher vocational","18","","","","2"
"Inexpensive","1993","Part Time","higher education","40","0.284001725497232","0.202639360384029","0.365364090610434","2"
"Inexpensive","1993","Full Time","inadequately","13","","","","2"
"Inexpensive","1993","Full Time","in school","1","","","","2"
"Inexpensive","1993","Full Time","general elemantary","79","0.357807336692481","0.297034930620622","0.41857974276434","2"
"Reasonable","1993","Not Working","in school","31","0.376806216945024","0.264874689906459","0.488737743983589","3"
"Reasonable","1993","Not Working","inadequately","15","","","","3"
"Reasonable","1993","Not Working","general elemantary","211","0.382385508743791","0.340855246796094","0.423915770691488","3"
"Reasonable","1993","Not Working","middle vocational","345","0.370622888645832","0.33878505206475","0.402460725226914","3"
"Reasonable","1993","Not Working","vocational + Abi","17","","","","3"
"Reasonable","1993","Not Working","higher vocational","37","0.443983200978905","0.340759289153281","0.547207112804529","3"
"Reasonable","1993","Not Working","higher education","48","0.331258225347414","0.249721048875623","0.412795401819205","3"
"Reasonable","1993","Full Time","in school","1","","","","3"
"Reasonable","1993","Full Time","inadequately","16","","","","3"
"Reasonable","1993","Full Time","general elemantary","92","0.350616572402268","0.290122062724315","0.411111082080221","3"
"Reasonable","1993","Full Time","middle vocational","530","0.398468113477122","0.371741265335884","0.42519496161836","3"
"Reasonable","1993","Full Time","vocational + Abi","32","0.396017168232273","0.274280461118203","0.517753875346342","3"
"Reasonable","1993","Full Time","higher vocational","110","0.504569400773476","0.438651431123674","0.570487370423278","3"
"Reasonable","1993","Full Time","higher education","169","0.424697228070348","0.375639917674623","0.473754538466073","3"
"Reasonable","1993","Part Time","in school","1","","","","3"
"Reasonable","1993","Part Time","inadequately","8","","","","3"
"Reasonable","1993","Part Time","general elemantary","74","0.415412780619118","0.343422076118324","0.487403485119911","3"
"Reasonable","1993","Part Time","middle vocational","236","0.437264246109379","0.395732322140492","0.478796170078267","3"
"Reasonable","1993","Part Time","vocational + Abi","15","","","","3"
"Reasonable","1993","Part Time","higher vocational","23","","","","3"
"Reasonable","1993","Part Time","higher education","46","0.460962748725584","0.371023471694641","0.550902025756528","3"
"Slightly Expensive","1993","Not Working","in school","3","","","","4"
"Slightly Expensive","1993","Not Working","inadequately","2","","","","4"
"Slightly Expensive","1993","Not Working","general elemantary","25","","","","4"
"Slightly Expensive","1993","Not Working","middle vocational","35","0.0281966594503073","0.0172845181280312","0.0391088007725835","4"
"Slightly Expensive","1993","Not Working","vocational + Abi","2","","","","4"
"Slightly Expensive","1993","Not Working","higher vocational","3","","","","4"
"Slightly Expensive","1993","Not Working","higher education","14","","","","4"
"Slightly Expensive","1993","Full Time","vocational + Abi","5","","","","4"
"Slightly Expensive","1993","Full Time","higher vocational","18","","","","4"
"Slightly Expensive","1993","Full Time","higher education","36","0.0709655001047948","0.0454822191551038","0.0964487810544857","4"
"Slightly Expensive","1993","Part Time","in school","2","","","","4"
"Slightly Expensive","1993","Part Time","middle vocational","33","0.0497268373058527","0.0315265827142709","0.0679270918974344","4"
"Slightly Expensive","1993","Part Time","vocational + Abi","1","","","","4"
"Slightly Expensive","1993","Part Time","higher vocational","10","","","","4"
"Slightly Expensive","1993","Part Time","higher education","15","","","","4"
"Slightly Expensive","1993","Full Time","in school","","","","","4"
"Slightly Expensive","1993","Full Time","general elemantary","26","","","","4"
"Slightly Expensive","1993","Full Time","middle vocational","117","0.0890918672913301","0.0735401643212343","0.104643570261426","4"
"Slightly Expensive","1993","Part Time","inadequately","2","","","","4"
"Slightly Expensive","1993","Full Time","inadequately","3","","","","4"
"Slightly Expensive","1993","Part Time","general elemantary","15","","","","4"
"Too Expensive","1993","Not Working","vocational + Abi","1","","","","5"
"Too Expensive","1993","Not Working","middle vocational","16","","","","5"
"Too Expensive","1993","Not Working","higher vocational","1","","","","5"
"Too Expensive","1993","Not Working","in school","1","","","","5"
"Too Expensive","1993","Not Working","inadequately","","","","","5"
"Too Expensive","1993","Not Working","general elemantary","6","","","","5"
"Too Expensive","1993","Not Working","higher education","3","","","","5"
"Too Expensive","1993","Part Time","middle vocational","16","","","","5"
"Too Expensive","1993","Part Time","vocational + Abi","","","","","5"
"Too Expensive","1993","Part Time","higher vocational","","","","","5"
"Too Expensive","1993","Part Time","higher education","1","","","","5"
"Too Expensive","1993","Part Time","in school","","","","","5"
"Too Expensive","1993","Part Time","inadequately","1","","","","5"
"Too Expensive","1993","Part Time","general elemantary","4","","","","5"
"Too Expensive","1993","Full Time","in school","","","","","5"
"Too Expensive","1993","Full Time","inadequately","1","","","","5"
"Too Expensive","1993","Full Time","general elemantary","5","","","","5"
"Too Expensive","1993","Full Time","middle vocational","35","0.0267428626858504","0.0179356318720577","0.0355500934996431","5"
"Too Expensive","1993","Full Time","vocational + Abi","2","","","","5"
"Too Expensive","1993","Full Time","higher vocational","4","","","","5"
"Too Expensive","1993","Full Time","higher education","12","","","","5"
"Very Inexpensive","1993","Not Working","in school","19","","","","1"
"Very Inexpensive","1993","Not Working","inadequately","1","","","","1"
"Very Inexpensive","1993","Not Working","general elemantary","84","0.177073624768654","0.144451469633557","0.20969577990375","1"
"Very Inexpensive","1993","Not Working","middle vocational","151","0.182730416118485","0.157255659224846","0.208205173012123","1"
"Very Inexpensive","1993","Not Working","vocational + Abi","6","","","","1"
"Very Inexpensive","1993","Not Working","higher vocational","16","","","","1"
"Very Inexpensive","1993","Not Working","higher education","22","","","","1"
"Very Inexpensive","1993","Full Time","inadequately","2","","","","1"
"Very Inexpensive","1993","Full Time","general elemantary","37","0.155208147575086","0.109300899811329","0.201115395338842","1"
"Very Inexpensive","1993","Full Time","middle vocational","176","0.14870858016175","0.129285022733645","0.168132137589855","1"
"Very Inexpensive","1993","Full Time","vocational + Abi","7","","","","1"
"Very Inexpensive","1993","Full Time","higher vocational","36","0.140247069534055","0.0944660263670985","0.186028112701012","1"
"Very Inexpensive","1993","Full Time","higher education","62","0.199470573035781","0.159811381601104","0.239129764470458","1"
"Very Inexpensive","1993","Part Time","in school","","","","","1"
"Very Inexpensive","1993","Full Time","in school","","","","","1"
"Very Inexpensive","1993","Part Time","inadequately","1","","","","1"
"Very Inexpensive","1993","Part Time","general elemantary","29","","","","1"
"Very Inexpensive","1993","Part Time","middle vocational","73","0.14607980820902","0.116509112091746","0.175650504326294","1"
"Very Inexpensive","1993","Part Time","vocational + Abi","9","","","","1"
"Very Inexpensive","1993","Part Time","higher vocational","10","","","","1"
"Very Inexpensive","1993","Part Time","higher education","16","","","","1"
"Inexpensive","1994","Not Working","in school","26","","","","2"
"Inexpensive","1994","Not Working","inadequately","12","","","","2"
"Inexpensive","1994","Not Working","general elemantary","187","0.372888551214103","0.330586821898385","0.415190280529821","2"
"Inexpensive","1994","Not Working","middle vocational","346","0.364521579853351","0.333802778172037","0.395240381534664","2"
"Inexpensive","1994","Not Working","vocational + Abi","14","","","","2"
"Inexpensive","1994","Not Working","higher vocational","36","0.320184885562822","0.230518999814506","0.409850771311137","2"
"Inexpensive","1994","Not Working","higher education","46","0.343411466748082","0.266122387582371","0.420700545913793","2"
"Inexpensive","1994","Part Time","in school","1","","","","2"
"Inexpensive","1994","Part Time","inadequately","5","","","","2"
