"hlf0071_h","year","migback","n","percent","lower_confidence","upper_confidence","value"
"A little too big","2008","direct migration background","126","0.076206083562631","0.0643287376521966","0.0880834294730654","4"
"A little too big","2008","no migration background","2077","0.120686661689235","0.115774234032857","0.125599089345613","4"
"A little too big","2008","indirect migration background","34","0.040367425298377","0.0269613720954296","0.0537734785013244","4"
"A little too small","2008","direct migration background","336","0.198010881747916","0.180172074977924","0.215849688517908","2"
"A little too small","2008","no migration background","1991","0.127292866895886","0.122266768381715","0.132318965410057","2"
"A little too small","2008","indirect migration background","181","0.201593046216665","0.174266619125747","0.228919473307582","2"
"Just right","2008","no migration background","12385","0.721957033995708","0.715200774333973","0.728713293657442","3"
"Just right","2008","indirect migration background","581","0.714283378720771","0.683512779928898","0.745053977512644","3"
"Just right","2008","direct migration background","1395","0.688860760719649","0.668136447338383","0.709585074100914","3"
"Much too big","2008","no migration background","299","0.0197046913601836","0.0176088520564806","0.0218005306638866","5"
"Much too big","2008","direct migration background","9","","","","5"
"Much too big","2008","indirect migration background","6","","","","5"
"Much too small","2008","no migration background","141","0.0103587460589876","0.00883192834922165","0.0118855637687535","1"
"Much too small","2008","direct migration background","51","0.0285829360824785","0.0211237177765448","0.0360421543884121","1"
"Much too small","2008","indirect migration background","26","","","","1"
"A little too big","2009","no migration background","2065","0.127019619458932","0.121844192223947","0.132195046693918","4"
"A little too big","2009","direct migration background","156","0.0935389466875518","0.0795816674740884","0.107496225901015","4"
"A little too big","2009","indirect migration background","52","0.0709332640144493","0.0526339158125711","0.0892326122163275","4"
"A little too small","2009","no migration background","1976","0.136438692711149","0.131103821693182","0.141773563729117","2"
"A little too small","2009","direct migration background","271","0.18690144126806","0.168215805661913","0.205587076874207","2"
"A little too small","2009","indirect migration background","169","0.229000284546409","0.199047837217078","0.25895273187574","2"
"Just right","2009","no migration background","11404","0.705675897568359","0.698592785424652","0.712759009712067","3"
"Just right","2009","direct migration background","1186","0.674324217940316","0.651861770934725","0.696786664945908","3"
"Just right","2009","indirect migration background","486","0.630607170476129","0.596203017025709","0.66501132392655","3"
"Much too big","2009","no migration background","285","0.0191978475336222","0.0170651683212818","0.0213305267459626","5"
"Much too big","2009","direct migration background","16","","","","5"
"Much too big","2009","indirect migration background","10","","","","5"
"Much too small","2009","no migration background","173","0.011667942727937","0.00999893961372904","0.0133369458421449","1"
"Much too small","2009","direct migration background","43","0.032785273795774","0.0242497375280305","0.0413208100635175","1"
"Much too small","2009","indirect migration background","39","0.0582353214686129","0.0415416588987802","0.0749289840384456","1"
"A little too big","2010","no migration background","2205","0.126914590395486","0.122330023931509","0.131499156859463","4"
"A little too big","2010","direct migration background","163","0.0733850718865965","0.0639252153141167","0.0828449284590763","4"
"A little too big","2010","indirect migration background","54","0.072153275254483","0.0576699261038803","0.0866366244050856","4"
"A little too small","2010","no migration background","3271","0.133656091840756","0.128969537320994","0.138342646360517","2"
"A little too small","2010","direct migration background","745","0.192341091634207","0.178042901246283","0.20663928202213","2"
"A little too small","2010","indirect migration background","349","0.238081778641107","0.214241017584031","0.261922539698183","2"
"Just right","2010","no migration background","13991","0.705381623160798","0.699103119982199","0.711660126339397","3"
"Just right","2010","direct migration background","1778","0.692723865572189","0.675986945816226","0.709460785328152","3"
"Just right","2010","indirect migration background","747","0.660502339934772","0.633995471112552","0.687009208756992","3"
"Much too big","2010","no migration background","317","0.0233426888425927","0.0212631804623127","0.0254221972228727","5"
"Much too big","2010","direct migration background","23","","","","5"
"Much too big","2010","indirect migration background","7","","","","5"
"Much too small","2010","no migration background","468","0.0107050057603677","0.00928767735826714","0.0121223341624683","1"
"Much too small","2010","direct migration background","210","0.032979709797571","0.0265012427851686","0.0394581768099734","1"
"Much too small","2010","indirect migration background","69","0.0265128185476614","0.0175199980579571","0.0355056390373657","1"
"A little too big","2011","no migration background","2845","0.134261037824394","0.129974962237225","0.138547113411563","4"
"A little too big","2011","direct migration background","197","0.0779872923696448","0.0688090872936262","0.0871654974456633","4"
"A little too big","2011","indirect migration background","77","0.0764372228848518","0.0625639715291002","0.0903104742406034","4"
"A little too small","2011","no migration background","3727","0.126707897940597","0.122526004584488","0.130889791296706","2"
"A little too small","2011","indirect migration background","336","0.212922560215488","0.191547262791417","0.23429785763956","2"
"A little too small","2011","direct migration background","739","0.193083581951055","0.179573302501472","0.206593861400639","2"
"Just right","2011","no migration background","16896","0.706434316591892","0.700709258712401","0.712159374471383","3"
"Just right","2011","direct migration background","2138","0.692762117360289","0.676971219301223","0.708553015419354","3"
"Just right","2011","indirect migration background","914","0.672704996936781","0.648204516044752","0.697205477828809","3"
"Much too big","2011","no migration background","366","0.0203503741362369","0.0185753145686393","0.0221254337038346","5"
"Much too big","2011","direct migration background","23","","","","5"
"Much too big","2011","indirect migration background","7","","","","5"
"Much too small","2011","no migration background","472","0.0122463735068794","0.0108637007332996","0.0136290462804592","1"
"Much too small","2011","direct migration background","182","0.0265909301682527","0.0210842247853231","0.0320976355511823","1"
"Much too small","2011","indirect migration background","75","0.0319072554037772","0.0227303595833338","0.0410841512242206","1"
"A little too big","2012","no migration background","2841","0.136958050440851","0.132591376437641","0.141324724444062","4"
"A little too big","2012","direct migration background","184","0.075444453324283","0.0661020402547937","0.0847868663937723","4"
"A little too big","2012","indirect migration background","92","0.0920645229978834","0.0767661698451418","0.107362876150625","4"
"A little too small","2012","no migration background","3342","0.115614504694034","0.111553177285068","0.119675832103","2"
"A little too small","2012","direct migration background","658","0.184108158321417","0.170398339504442","0.197817977138391","2"
"A little too small","2012","indirect migration background","338","0.21694267745519","0.195133448549406","0.238751906360974","2"
"Just right","2012","no migration background","16774","0.713509839666883","0.707767407502076","0.719252271831691","3"
"Just right","2012","direct migration background","2053","0.699066565246848","0.682841987982414","0.715291142511282","3"
"Just right","2012","indirect migration background","875","0.647054707404661","0.621767828265044","0.672341586544279","3"
"Much too big","2012","no migration background","405","0.0203859957892808","0.0185911196150664","0.0221808719634952","5"
"Much too big","2012","direct migration background","22","","","","5"
"Much too big","2012","indirect migration background","12","","","","5"
"Much too small","2012","no migration background","451","0.0135316094089508","0.0120641795607902","0.0149990392571115","1"
"Much too small","2012","direct migration background","153","0.0326906966878824","0.0264003631546356","0.0389810302211291","1"
"Much too small","2012","indirect migration background","55","0.0337501359362854","0.0241946336345196","0.0433056382380513","1"
"A little too big","2013","no migration background","2736","0.13844376088776","0.133945146179364","0.142942375596156","4"
"A little too big","2013","direct migration background","337","0.0843774113384046","0.0775820072230886","0.0911728154537206","4"
"A little too big","2013","indirect migration background","125","0.0796091690066804","0.0683920123280129","0.0908263256853479","4"
"A little too small","2013","no migration background","3146","0.110802049583388","0.106713460995294","0.114890638171482","2"
"A little too small","2013","indirect migration background","493","0.181398931755832","0.165430266572199","0.197367596939466","2"
"A little too small","2013","direct migration background","1429","0.1906101566714","0.181007401964176","0.200212911378624","2"
"Just right","2013","no migration background","15945","0.715709779287425","0.709834213075953","0.721585345498898","3"
"Just right","2013","direct migration background","4251","0.667464838113151","0.655946842095033","0.67898283413127","3"
"Just right","2013","indirect migration background","1486","0.693962846538794","0.67486562062157","0.713060072456018","3"
"Much too big","2013","no migration background","379","0.0235450647499476","0.0215700227493923","0.0255201067505029","5"
"Much too big","2013","direct migration background","29","","","","5"
"Much too big","2013","indirect migration background","9","","","","5"
"Much too small","2013","direct migration background","381","0.0522189397718234","0.046780028438114","0.0576578511055329","1"
"Much too small","2013","no migration background","435","0.0114993454914789","0.0101105914672367","0.0128880995157211","1"
"Much too small","2013","indirect migration background","124","0.0397847450582712","0.0316852547635741","0.0478842353529683","1"
"A little too big","2014","no migration background","2679","0.146314762670658","0.141492166347101","0.151137358994214","4"
"A little too big","2014","direct migration background","303","0.0850075025970441","0.077412628018115","0.0926023771759732","4"
"A little too big","2014","indirect migration background","102","0.059663910344459","0.0490965420085042","0.0702312786804137","4"
"A little too small","2014","direct migration background","1011","0.183409638027215","0.172870710624358","0.193948565430071","2"
"A little too small","2014","no migration background","2922","0.118610544419666","0.114198564507435","0.123022524331898","2"
"A little too small","2014","indirect migration background","469","0.216061677372543","0.197700553698376","0.23442280104671","2"
"Just right","2014","no migration background","14249","0.698923951271387","0.69266443147717","0.705183471065604","3"
"Just right","2014","direct migration background","3555","0.680417094100797","0.667718296836422","0.693115891365172","3"
"Just right","2014","indirect migration background","1259","0.677054135538918","0.656192613171618","0.697915657906218","3"
"Much too big","2014","no migration background","358","0.0218752097439255","0.01987920670831","0.0238712127795411","5"
"Much too big","2014","direct migration background","19","","","","5"
"Much too big","2014","indirect migration background","11","","","","5"
"Much too small","2014","no migration background","423","0.0142755318943635","0.0126568486570385","0.0158942151316885","1"
"Much too small","2014","direct migration background","292","0.0452850539512064","0.0396226934391883","0.0509474144632244","1"
"Much too small","2014","indirect migration background","89","0.0402415821363376","0.031473836840302","0.0490093274323733","1"
"A little too big","2015","no migration background","2523","0.145913715661692","0.140982087259874","0.15084534406351","4"
"A little too big","2015","direct migration background","326","0.0887265059103822","0.0815292269210637","0.0959237848997007","4"
"A little too big","2015","indirect migration background","100","0.0809134224265167","0.0683433617132582","0.0934834831397751","4"
"A little too small","2015","no migration background","2651","0.111269455032746","0.106876422224148","0.115662487841344","2"
"A little too small","2015","direct migration background","1193","0.170709899688102","0.161186327611018","0.180233471765186","2"
"A little too small","2015","indirect migration background","403","0.190028199004296","0.171944267485598","0.208112130522994","2"
"Just right","2015","no migration background","13802","0.707580294175806","0.701225776449664","0.713934811901948","3"
"Just right","2015","direct migration background","4070","0.691063092091402","0.679367801256563","0.702758382926242","3"
"Just right","2015","indirect migration background","1188","0.659900647092047","0.638063743442615","0.681737550741479","3"
"Much too big","2015","no migration background","359","0.0213583100389321","0.019338610750729","0.0233780093271351","5"
"Much too big","2015","direct migration background","22","","","","5"
"Much too big","2015","indirect migration background","9","","","","5"
"Much too small","2015","no migration background","349","0.0138782250908239","0.0122439556846331","0.0155124944970148","1"
"Much too small","2015","direct migration background","385","0.0442466649286729","0.0390415483506107","0.049451781506735","1"
"Much too small","2015","indirect migration background","108","0.0611307994806484","0.0500879421340118","0.072173656827285","1"
"A little too big","2016","no migration background","2365","0.142701135308788","0.137635195333819","0.147767075283757","4"
"A little too big","2016","direct migration background","303","0.0799259402917993","0.0739487443626408","0.0859031362209579","4"
"A little too big","2016","indirect migration background","103","0.0726317686441097","0.0602398784789978","0.0850236588092216","4"
"A little too small","2016","no migration background","2386","0.115005639632646","0.1103849157055","0.119626363559791","2"
"A little too small","2016","direct migration background","1702","0.18705923139733","0.17846392730246","0.195654535492199","2"
"A little too small","2016","indirect migration background","383","0.204310538152538","0.185059004828095","0.223562071476981","2"
"Just right","2016","no migration background","12921","0.70962208815213","0.703047394030561","0.716196782273698","3"
"Just right","2016","direct migration background","5124","0.686442259494963","0.676216325366622","0.696668193623304","3"
"Just right","2016","indirect migration background","1124","0.683867698441837","0.66166689864466","0.706068498239013","3"
"Much too big","2016","no migration background","312","0.0209389572155642","0.0188651775531723","0.0230127368779561","5"
"Much too big","2016","direct migration background","41","0.00680451732086968","0.00499251707873459","0.00861651756300477","5"
"Much too big","2016","indirect migration background","2","","","","5"
"Much too small","2016","no migration background","328","0.011732179690872","0.0101726024770107","0.0132917569047333","1"
"Much too small","2016","direct migration background","737","0.0397680514950382","0.035460827539332","0.0440752754507443","1"
"Much too small","2016","indirect migration background","73","0.0382063169971716","0.0290534598131692","0.0473591741811739","1"
"A little too big","2017","direct migration background","325","0.0787505465401331","0.0731168751349316","0.0843842179453345","4"
"A little too big","2017","no migration background","2727","0.141502562052856","0.136748544853566","0.146256579252146","4"
"A little too big","2017","indirect migration background","96","0.0604660914395949","0.0495666136560578","0.071365569223132","4"
"A little too small","2017","no migration background","2632","0.1133099970859","0.108986560279974","0.117633433891826","2"
"A little too small","2017","indirect migration background","387","0.179330526211387","0.16178748983197","0.196873562590803","2"
"A little too small","2017","direct migration background","1869","0.150818164175799","0.143332966476227","0.15830336187537","2"
"Just right","2017","no migration background","14559","0.707700108733416","0.701496447796014","0.713903769670818","3"
"Just right","2017","direct migration background","5642","0.713524977896997","0.704068616234363","0.722981339559632","3"
"Just right","2017","indirect migration background","1248","0.707621762741915","0.686821605163671","0.728421920320159","3"
"Much too big","2017","no migration background","364","0.0214496583621468","0.0194735494746504","0.0234257672496432","5"
"Much too big","2017","direct migration background","27","","","","5"
"Much too big","2017","indirect migration background","5","","","","5"
"Much too small","2017","no migration background","366","0.0160376737656808","0.0143242333049759","0.0177511142263857","1"
"Much too small","2017","direct migration background","918","0.048242124952944","0.0437603240835032","0.0527239258223848","1"
"Much too small","2017","indirect migration background","101","0.0503263633602377","0.0403291611091051","0.0603235656113704","1"
"A little too big","2018","no migration background","2571","0.143162403390298","0.138298332712715","0.148026474067882","4"
"A little too big","2018","indirect migration background","128","0.0838167917437349","0.0710750937268313","0.0965584897606386","4"
"A little too big","2018","direct migration background","360","0.0856841211977935","0.0796036925980858","0.0917645497975011","4"
"A little too small","2018","no migration background","2489","0.113641608436966","0.109233934133744","0.118049282740187","2"
"A little too small","2018","indirect migration background","370","0.184956882124117","0.167104500272249","0.202809263975985","2"
"A little too small","2018","direct migration background","1792","0.155945942478975","0.148064457371533","0.163827427586418","2"
"Just right","2018","no migration background","14182","0.70951571034553","0.703210806580788","0.715820614110271","3"
"Just right","2018","direct migration background","5155","0.712546998310164","0.702715355995982","0.722378640624347","3"
"Just right","2018","indirect migration background","1227","0.691533167055351","0.67029674383282","0.712769590277882","3"
"Much too big","2018","no migration background","321","0.0194781642615351","0.0175588823240693","0.0213974461990009","5"
"Much too big","2018","direct migration background","40","0.00596507000658579","0.00429226821919726","0.00763787179397432","5"
"Much too big","2018","indirect migration background","7","","","","5"
"Much too small","2018","no migration background","354","0.0142021135656716","0.0125588525160846","0.0158453746152587","1"
"Much too small","2018","direct migration background","793","0.0398578680064808","0.0356081444073286","0.0441075916056331","1"
"Much too small","2018","indirect migration background","85","0.0320462999713856","0.0239481304021984","0.0401444695405728","1"
"A little too big","2019","no migration background","2912","0.147063072960946","0.142227348797473","0.151898797124419","4"
"A little too big","2019","direct migration background","296","0.0804111493062016","0.0741885274078229","0.0866337712045804","4"
"A little too big","2019","indirect migration background","143","0.0818217296768553","0.0690957251187331","0.0945477342349775","4"
"A little too small","2019","no migration background","2307","0.111030949532318","0.106741351565002","0.115320547499633","2"
"A little too small","2019","direct migration background","1480","0.130385477184847","0.122680055122501","0.138090899247192","2"
"A little too small","2019","indirect migration background","331","0.188838166443141","0.170666578395239","0.207009754491044","2"
"Just right","2019","direct migration background","4796","0.726212887459146","0.716009205669471","0.736416569248821","3"
"Just right","2019","no migration background","14662","0.711120173010061","0.70493173064802","0.717308615372102","3"
"Just right","2019","indirect migration background","1215","0.673348082548236","0.651573157892315","0.695123007204157","3"
"Much too big","2019","no migration background","413","0.0192445622296696","0.0173687661502596","0.0211203583090795","5"
"Much too big","2019","direct migration background","47","0.00821633089930136","0.00615063747596297","0.0102820243226397","5"
"Much too big","2019","indirect migration background","9","","","","5"
"Much too small","2019","no migration background","312","0.0115412422670061","0.0100829089463362","0.012999575587676","1"
"Much too small","2019","direct migration background","717","0.0547741551505039","0.0495673171300908","0.0599809931709171","1"
"Much too small","2019","indirect migration background","84","0.0488095251350172","0.038805373202418","0.0588136770676164","1"
