"hlf0071_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Much too big","1984","Hamburg","middle vocational","","","",""
"Much too big","1984","Hamburg","vocational + Abi","","","",""
"Much too big","1984","Hamburg","higher vocational","","","",""
"Much too big","1984","Hamburg","higher education","","","",""
"Much too big","1984","Lower Saxony","in school","","","",""
"Much too big","1984","Lower Saxony","inadequately","","","",""
"Much too big","1984","Lower Saxony","general elemantary","8","","",""
"Much too big","1984","Lower Saxony","middle vocational","4","","",""
"Much too big","1984","Lower Saxony","vocational + Abi","","","",""
"Much too big","1984","Lower Saxony","higher vocational","2","","",""
"Much too big","1984","Lower Saxony","higher education","2","","",""
"Much too big","1984","Bremen","in school","","","",""
"Much too big","1984","Bremen","inadequately","","","",""
"Much too big","1984","Bremen","general elemantary","","","",""
"Much too big","1984","Bremen","middle vocational","","","",""
"Much too big","1984","Bremen","vocational + Abi","","","",""
"Much too big","1984","Bremen","higher vocational","","","",""
"Much too big","1984","Bremen","higher education","","","",""
"Much too big","1984","North Rhine-Westphalia","in school","1","","",""
"Much too big","1984","North Rhine-Westphalia","inadequately","","","",""
"Much too big","1984","North Rhine-Westphalia","general elemantary","2","","",""
"Much too big","1984","North Rhine-Westphalia","middle vocational","14","","",""
"Much too big","1984","North Rhine-Westphalia","vocational + Abi","1","","",""
"Much too big","1984","North Rhine-Westphalia","higher vocational","3","","",""
"Much too big","1984","North Rhine-Westphalia","higher education","2","","",""
"Much too big","1984","Hesse","in school","","","",""
"Much too big","1984","Hesse","inadequately","","","",""
"Much too big","1984","Hesse","general elemantary","1","","",""
"Much too big","1984","Hesse","middle vocational","5","","",""
"Much too big","1984","Hesse","vocational + Abi","","","",""
"Much too big","1984","Hesse","higher vocational","","","",""
"Much too big","1984","Hesse","higher education","","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","in school","","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","general elemantary","6","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","middle vocational","3","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","higher vocational","1","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","higher education","","","",""
"Much too big","1984","Baden-Württemberg","in school","","","",""
"Much too big","1984","Baden-Württemberg","inadequately","1","","",""
"Much too big","1984","Baden-Württemberg","general elemantary","1","","",""
"Much too big","1984","Baden-Württemberg","middle vocational","5","","",""
"Much too big","1984","Baden-Württemberg","vocational + Abi","","","",""
"Much too big","1984","Baden-Württemberg","higher vocational","","","",""
"Much too big","1984","Baden-Württemberg","higher education","2","","",""
"Much too big","1984","Bavaria","in school","","","",""
"Much too big","1984","Bavaria","inadequately","1","","",""
"Much too big","1984","Bavaria","general elemantary","","","",""
"Much too big","1984","Bavaria","middle vocational","9","","",""
"Much too big","1984","Bavaria","vocational + Abi","","","",""
"Much too big","1984","Bavaria","higher vocational","2","","",""
"Much too big","1984","Bavaria","higher education","4","","",""
"Much too big","1984","Berlin","in school","","","",""
"Much too big","1984","Berlin","inadequately","","","",""
"Much too big","1984","Berlin","general elemantary","4","","",""
"Much too big","1984","Berlin","middle vocational","2","","",""
"Much too big","1984","Berlin","vocational + Abi","","","",""
"Much too big","1984","Berlin","higher vocational","","","",""
"Much too big","1984","Berlin","higher education","","","",""
"Much too big","1984","Brandenburg","in school","","","",""
"Much too big","1984","Brandenburg","inadequately","","","",""
"Much too big","1984","Brandenburg","general elemantary","","","",""
"Much too big","1984","Brandenburg","middle vocational","","","",""
"Much too big","1984","Brandenburg","vocational + Abi","","","",""
"Much too big","1984","Brandenburg","higher vocational","","","",""
"Much too big","1984","Brandenburg","higher education","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","in school","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","inadequately","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","higher education","","","",""
"Much too big","1984","Saxony","in school","","","",""
"Much too big","1984","Saxony","inadequately","","","",""
"Much too big","1984","Saxony","general elemantary","","","",""
"Much too big","1984","Saxony","middle vocational","","","",""
"Much too big","1984","Saxony","vocational + Abi","","","",""
"Much too big","1984","Saxony","higher vocational","","","",""
"Much too big","1984","Saxony","higher education","","","",""
"Much too big","1984","Saxony-Anhalt","in school","","","",""
"Much too big","1984","Saxony-Anhalt","inadequately","","","",""
"Much too big","1984","Saxony-Anhalt","general elemantary","","","",""
"Much too big","1984","Saxony-Anhalt","middle vocational","","","",""
"Much too big","1984","Saxony-Anhalt","vocational + Abi","","","",""
"Much too big","1984","Saxony-Anhalt","higher vocational","","","",""
"Much too big","1984","Saxony-Anhalt","higher education","","","",""
"Much too big","1984","Thuringia","in school","","","",""
"Much too big","1984","Thuringia","inadequately","","","",""
"Much too big","1984","Thuringia","general elemantary","","","",""
"Much too big","1984","Thuringia","middle vocational","","","",""
"Much too big","1984","Thuringia","vocational + Abi","","","",""
"Much too big","1984","Thuringia","higher vocational","","","",""
"Much too big","1984","Thuringia","higher education","","","",""
"Much too small","1985","Schleswig-Holstein","in school","","","",""
"Much too small","1985","Schleswig-Holstein","inadequately","","","",""
"Much too small","1985","Schleswig-Holstein","general elemantary","2","","",""
"Much too small","1985","Schleswig-Holstein","middle vocational","4","","",""
"Much too small","1985","Schleswig-Holstein","vocational + Abi","1","","",""
"Much too small","1985","Schleswig-Holstein","higher vocational","2","","",""
"Much too small","1985","Schleswig-Holstein","higher education","","","",""
"Much too small","1985","Hamburg","in school","","","",""
"Much too small","1985","Hamburg","inadequately","3","","",""
"Much too small","1985","Hamburg","general elemantary","4","","",""
"Much too small","1985","Hamburg","middle vocational","5","","",""
"Much too small","1985","Hamburg","vocational + Abi","2","","",""
"Much too small","1985","Hamburg","higher vocational","","","",""
"Much too small","1985","Hamburg","higher education","1","","",""
"Much too small","1985","Lower Saxony","in school","2","","",""
"Much too small","1985","Lower Saxony","inadequately","3","","",""
"Much too small","1985","Lower Saxony","general elemantary","7","","",""
"Much too small","1985","Lower Saxony","middle vocational","12","","",""
"Much too small","1985","Lower Saxony","vocational + Abi","1","","",""
"Much too small","1985","Lower Saxony","higher vocational","1","","",""
"Much too small","1985","Lower Saxony","higher education","","","",""
"Much too small","1985","Bremen","in school","","","",""
"Much too small","1985","Bremen","inadequately","","","",""
"Much too small","1985","Bremen","general elemantary","","","",""
"Much too small","1985","Bremen","middle vocational","","","",""
"Much too small","1985","Bremen","vocational + Abi","","","",""
"Much too small","1985","Bremen","higher vocational","","","",""
"Much too small","1985","Bremen","higher education","","","",""
"Much too small","1985","North Rhine-Westphalia","in school","2","","",""
"Much too small","1985","North Rhine-Westphalia","inadequately","14","","",""
"Much too small","1985","North Rhine-Westphalia","general elemantary","34","0.0253621912326792","0.0141250928153306","0.0365992896500278"
"Much too small","1985","North Rhine-Westphalia","middle vocational","42","0.019486630122213","0.0122355865850775","0.0267376736593485"
"Much too small","1985","North Rhine-Westphalia","vocational + Abi","7","","",""
"Much too small","1985","North Rhine-Westphalia","higher vocational","3","","",""
"Much too small","1985","North Rhine-Westphalia","higher education","10","","",""
"Much too small","1985","Hesse","in school","","","",""
"Much too small","1985","Hesse","inadequately","12","","",""
"Much too small","1985","Hesse","general elemantary","20","","",""
"Much too small","1985","Hesse","middle vocational","20","","",""
"Much too small","1985","Hesse","vocational + Abi","5","","",""
"Much too small","1985","Hesse","higher vocational","1","","",""
"Much too small","1985","Hesse","higher education","4","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","in school","","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","general elemantary","20","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","middle vocational","12","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","higher vocational","3","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","higher education","2","","",""
"Much too small","1985","Baden-Württemberg","in school","1","","",""
"Much too small","1985","Baden-Württemberg","inadequately","12","","",""
"Much too small","1985","Baden-Württemberg","general elemantary","17","","",""
"Much too small","1985","Baden-Württemberg","middle vocational","24","","",""
"Much too small","1985","Baden-Württemberg","vocational + Abi","1","","",""
"Much too small","1985","Baden-Württemberg","higher vocational","2","","",""
