"hlf0071_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"A little too small","2016","35-65 y.","West Germany","2100","0.144871910030198","0.138625517698596","0.151118302361799","2"
"A little too small","2016","35-65 y.","East Germany","512","0.13629316121814","0.124259928649856","0.148326393786424","2"
"A little too small","2016","66 and older","East Germany","62","0.0581917250020559","0.044896243291541","0.0714872067125708","2"
"A little too small","2016","66 and older","West Germany","97","0.032160772331567","0.0264015969829534","0.0379199476801807","2"
"Just right","2016","16-34 y.","West Germany","4252","0.691698999810157","0.680416122748778","0.702981876871536","3"
"Just right","2016","16-34 y.","East Germany","836","0.635618082376381","0.609974675506992","0.66126148924577","3"
"Just right","2016","35-65 y.","West Germany","8384","0.701041864722971","0.692917325418223","0.70916640402772","3"
"Just right","2016","35-65 y.","East Germany","2183","0.730925191187674","0.715371442263456","0.746478940111892","3"
"Just right","2016","66 and older","West Germany","2561","0.708709912411736","0.69387815672258","0.723541668100893","3"
"Just right","2016","66 and older","East Germany","953","0.793815231745034","0.770838925367119","0.816791538122949","3"
"Much too big","2016","16-34 y.","West Germany","31","0.00435643831897913","0.0027473067878588","0.00596556985009946","5"
"Much too big","2016","16-34 y.","East Germany","6","","","","5"
"Much too big","2016","35-65 y.","West Germany","114","0.0142634635594887","0.0121591303716392","0.0163677967473383","5"
"Much too big","2016","35-65 y.","East Germany","21","","","","5"
"Much too big","2016","66 and older","West Germany","163","0.0481589373988146","0.0411699199837697","0.0551479548138594","5"
"Much too big","2016","66 and older","East Germany","20","","","","5"
"Much too small","2016","16-34 y.","West Germany","414","0.0307267478813049","0.0265102175573847","0.0349432782052251","1"
"Much too small","2016","35-65 y.","West Germany","489","0.0174421649115989","0.0151188887577192","0.0197654410654786","1"
"Much too small","2016","16-34 y.","East Germany","108","0.0405938996963101","0.0300783781486527","0.0511094212439675","1"
"Much too small","2016","35-65 y.","East Germany","112","0.0156693136921037","0.0113136173164787","0.0200250100677286","1"
"Much too small","2016","66 and older","West Germany","12","","","","1"
"Much too small","2016","66 and older","East Germany","3","","","","1"
"A little too big","2017","16-34 y.","West Germany","453","0.08215826190681","0.0759305805388326","0.0883859432747874","4"
"A little too big","2017","16-34 y.","East Germany","68","0.0340024373280546","0.0249389460136475","0.0430659286424617","4"
"A little too big","2017","35-65 y.","East Germany","337","0.106805978206398","0.0966054162033584","0.117006540209437","4"
"A little too big","2017","35-65 y.","West Germany","1295","0.124651881910682","0.119117343839309","0.130186419982054","4"
"A little too big","2017","66 and older","East Germany","151","0.1208450635936","0.102695775076816","0.138994352110385","4"
"A little too big","2017","66 and older","West Germany","844","0.207358029504277","0.194495011756235","0.220221047252319","4"
"A little too small","2017","16-34 y.","West Germany","1498","0.173880526730509","0.165285172794587","0.182475880666431","2"
"A little too small","2017","16-34 y.","East Germany","370","0.224137802645464","0.203283180081655","0.244992425209273","2"
"A little too small","2017","35-65 y.","West Germany","2274","0.135224214009071","0.129494663510555","0.140953764507588","2"
"A little too small","2017","35-65 y.","East Germany","558","0.13585700603353","0.124541154478646","0.147172857588415","2"
"A little too small","2017","66 and older","West Germany","129","0.0329530818069793","0.0272891802172435","0.0386169833967151","2"
"A little too small","2017","66 and older","East Germany","59","0.0528163482078707","0.0403622088869563","0.065270487528785","2"
"Just right","2017","16-34 y.","West Germany","4947","0.697531371066868","0.687114461295786","0.70794828083795","3"
"Just right","2017","16-34 y.","East Germany","996","0.694516664385319","0.671481698118739","0.7175516306519","3"
"Just right","2017","35-65 y.","West Germany","9377","0.701758952272764","0.694093827172478","0.709424077373049","3"
"Just right","2017","35-65 y.","East Germany","2476","0.730960501754775","0.716314860482806","0.745606143026745","3"
"Just right","2017","66 and older","West Germany","2651","0.706696412813172","0.692251363170437","0.721141462455907","3"
"Just right","2017","66 and older","East Germany","1002","0.808722800385405","0.786822812027629","0.83062278874318","3"
"Much too big","2017","16-34 y.","West Germany","30","0.00470395838125979","0.00315219773008569","0.00625571903243389","5"
"Much too big","2017","16-34 y.","East Germany","3","","","","5"
"Much too big","2017","35-65 y.","West Germany","137","0.0144862168359071","0.0124842798633165","0.0164881538084977","5"
"Much too big","2017","35-65 y.","East Germany","28","","","","5"
"Much too big","2017","66 and older","West Germany","177","0.0499179117744817","0.0430083154144326","0.0568275081345308","5"
"Much too big","2017","66 and older","East Germany","21","","","","5"
"Much too small","2017","16-34 y.","West Germany","541","0.0417258819145528","0.0371910154531447","0.0462607483759609","1"
"Much too small","2017","16-34 y.","East Germany","99","0.0461916072267212","0.0356946219077352","0.0566885925457072","1"
"Much too small","2017","35-65 y.","West Germany","601","0.0238787349715761","0.0213207434364329","0.0264367265067193","1"
"Much too small","2017","35-65 y.","East Germany","123","0.0194294722235043","0.0148709577820251","0.0239879866649834","1"
"Much too small","2017","66 and older","West Germany","15","","","","1"
"Much too small","2017","66 and older","East Germany","6","","","","1"
"A little too big","2018","16-34 y.","West Germany","467","0.0812832576516402","0.0748540164139082","0.0877124988893723","4"
"A little too big","2018","16-34 y.","East Germany","51","0.0340332416652712","0.0247770551173909","0.0432894282131515","4"
"A little too big","2018","35-65 y.","West Germany","1282","0.130789361099118","0.12498670504815","0.136592017150085","4"
"A little too big","2018","66 and older","West Germany","808","0.208596573029618","0.195696826865088","0.221496319194147","4"
"A little too big","2018","35-65 y.","East Germany","297","0.10698757945488","0.0966313057687196","0.11734385314104","4"
"A little too big","2018","66 and older","East Germany","154","0.125305274959825","0.107003492756232","0.143607057163418","4"
"A little too small","2018","16-34 y.","West Germany","1467","0.200684627068788","0.191261729037024","0.210107525100551","2"
"A little too small","2018","16-34 y.","East Germany","351","0.213204664655264","0.192295889681895","0.234113439628632","2"
"A little too small","2018","35-65 y.","West Germany","2128","0.134749647114578","0.128873227309118","0.140626066920038","2"
"A little too small","2018","35-65 y.","East Germany","510","0.117782928913272","0.106982599746372","0.128583258080171","2"
"A little too small","2018","66 and older","West Germany","124","0.0274759642898538","0.0222861088612989","0.0326658197184088","2"
"A little too small","2018","66 and older","East Germany","71","0.0614145875003643","0.048142075648114","0.0746870993526147","2"
"Just right","2018","16-34 y.","West Germany","4511","0.679866661534377","0.668890621554857","0.690842701513896","3"
"Just right","2018","16-34 y.","East Germany","985","0.697366739644334","0.673914285650718","0.72081919363795","3"
"Just right","2018","35-65 y.","West Germany","8853","0.699583297345073","0.691693608849305","0.70747298584084","3"
"Just right","2018","35-65 y.","East Germany","2484","0.755009162009614","0.740599323261092","0.769419000758136","3"
"Just right","2018","66 and older","West Germany","2714","0.718982260401967","0.704711254943527","0.733253265860406","3"
"Just right","2018","66 and older","East Germany","1017","0.80482016966694","0.782909919003646","0.826730420330235","3"
"Much too big","2018","16-34 y.","West Germany","25","","","","5"
"Much too big","2018","16-34 y.","East Germany","8","","","","5"
"Much too big","2018","35-65 y.","West Germany","139","0.0129600624874209","0.0110135866658598","0.014906538308982","5"
"Much too big","2018","35-65 y.","East Germany","31","0.0075940537273807","0.00468541622063259","0.0105026912341288","5"
"Much too big","2018","66 and older","West Germany","156","0.0434824327394177","0.0370075484919882","0.0499573169868472","5"
"Much too big","2018","66 and older","East Germany","9","","","","5"
"Much too small","2018","16-34 y.","West Germany","470","0.032791029031877","0.0286011060818829","0.036980951981871","1"
"Much too small","2018","16-34 y.","East Germany","79","0.0473550911549234","0.0365121222295522","0.0581980600802945","1"
"Much too small","2018","35-65 y.","West Germany","568","0.021917631953811","0.0193978519053661","0.0244374120022559","1"
"Much too small","2018","35-65 y.","East Germany","100","0.0126262758948536","0.00888528622785159","0.0163672655618557","1"
"Much too small","2018","66 and older","West Germany","9","","","","1"
"Much too small","2018","66 and older","East Germany","6","","","","1"
"A little too big","2019","16-34 y.","West Germany","393","0.0808216327335302","0.0740584004209043","0.0875848650461562","4"
"A little too big","2019","16-34 y.","East Germany","89","0.0719820536322102","0.0578230266284597","0.0861410806359606","4"
"A little too big","2019","35-65 y.","West Germany","1471","0.133366085438942","0.12759521956236","0.139136951315524","4"
"A little too big","2019","35-65 y.","East Germany","383","0.116177922501791","0.105605695297634","0.126750149705947","4"
"A little too big","2019","66 and older","East Germany","177","0.132243524386449","0.113962024151519","0.15052502462138","4"
"A little too big","2019","66 and older","West Germany","830","0.201175620875665","0.188667764635918","0.213683477115412","4"
"A little too small","2019","16-34 y.","West Germany","1202","0.184178283089279","0.174559781097835","0.193796785080724","2"
"A little too small","2019","16-34 y.","East Germany","287","0.201253330817925","0.179288939389758","0.223217722246093","2"
"A little too small","2019","35-65 y.","West Germany","1904","0.125529973779154","0.119905956820743","0.131153990737565","2"
"A little too small","2019","35-65 y.","East Germany","501","0.12340789309307","0.112556324782235","0.134259461403905","2"
"A little too small","2019","66 and older","West Germany","142","0.0358383978940695","0.0300385212092203","0.0416382745789187","2"
"A little too small","2019","66 and older","East Germany","68","0.0511093656983387","0.039224780760499","0.0629939506361784","2"
"Just right","2019","16-34 y.","West Germany","4190","0.6924712063289","0.6810204453236","0.7039219673342","3"
"Just right","2019","16-34 y.","East Germany","826","0.673281075612517","0.647587268745865","0.698974882479168","3"
"Just right","2019","35-65 y.","East Germany","2522","0.741821459909754","0.727382629064441","0.756260290755067","3"
"Just right","2019","35-65 y.","West Germany","9234","0.703199598840319","0.695444774094378","0.71095442358626","3"
"Just right","2019","66 and older","East Germany","1057","0.810193529697151","0.789030609951445","0.831356449442857","3"
"Just right","2019","66 and older","West Germany","2792","0.719457546490231","0.70544001849453","0.733475074485933","3"
"Much too big","2019","16-34 y.","West Germany","34","0.00539871638504918","0.00358043805725067","0.00721699471284768","5"
"Much too big","2019","16-34 y.","East Germany","4","","","","5"
"Much too big","2019","35-65 y.","West Germany","201","0.0151074083381534","0.0130368386217961","0.0171779780545107","5"
"Much too big","2019","35-65 y.","East Germany","40","0.00539261197638861","0.00297632958925818","0.00780889436351904","5"
"Much too big","2019","66 and older","West Germany","176","0.0424053239803257","0.0361179310156495","0.0486927169450019","5"
"Much too big","2019","66 and older","East Germany","14","","","","5"
"Much too small","2019","16-34 y.","West Germany","420","0.0371301614632409","0.0324383796386439","0.0418219432878379","1"
"Much too small","2019","35-65 y.","West Germany","522","0.0227969336034317","0.0202633743472887","0.0253304928595747","1"
"Much too small","2019","16-34 y.","East Germany","74","0.0521182323668785","0.03994194105066","0.064294523683097","1"
"Much too small","2019","35-65 y.","East Germany","83","0.0132001125189964","0.0094345867492618","0.0169656382887311","1"
"Much too small","2019","66 and older","West Germany","6","","","","1"
"Much too small","2019","66 and older","East Germany","3","","","","1"
