"hlf0071_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"3","1997","Employed","no migration background","4491","0.699259795042706","0.687917960847093","0.710601629238318"
"3","1997","Employed","direct migration background","993","0.655110819931869","0.630720493311053","0.679501146552686"
"3","1997","Employed","indirect migration background","259","0.718251308905791","0.672101402412746","0.764401215398836"
"4","1997","Not Employed","no migration background","364","0.122008035030421","0.111180389743062","0.132835680317781"
"4","1997","Not Employed","direct migration background","48","0.0653363553464641","0.0500582258192533","0.0806144848736749"
"4","1997","Not Employed","indirect migration background","8","","",""
"4","1997","Employed","no migration background","450","0.0899417713688661","0.0828658405550166","0.0970177021827156"
"4","1997","Employed","direct migration background","48","0.063303577372186","0.0508086423348458","0.0757985124095262"
"4","1997","Employed","indirect migration background","9","","",""
"5","1997","Not Employed","no migration background","26","","",""
"5","1997","Not Employed","direct migration background","5","","",""
"5","1997","Not Employed","indirect migration background","","","",""
"5","1997","Employed","no migration background","24","","",""
"5","1997","Employed","direct migration background","1","","",""
"5","1997","Employed","indirect migration background","2","","",""
"1","1998","Not Employed","no migration background","48","0.00923238270154409","0.00631269165321231","0.0121520737498759"
"1","1998","Not Employed","direct migration background","65","0.0657237745888969","0.050201489965103","0.0812460592126908"
"1","1998","Not Employed","indirect migration background","10","","",""
"1","1998","Employed","no migration background","159","0.0245885254128259","0.0209587772061331","0.0282182736195188"
"1","1998","Employed","direct migration background","79","0.0594185239014848","0.0468680737476157","0.0719689740553538"
"1","1998","Employed","indirect migration background","18","","",""
"2","1998","Not Employed","no migration background","446","0.0945681876715167","0.0856352458593389","0.103501129483694"
"2","1998","Not Employed","direct migration background","181","0.167131508668285","0.143760679114695","0.190502338221874"
"2","1998","Not Employed","indirect migration background","52","0.216672608701839","0.159288827942076","0.274056389461602"
"2","1998","Employed","no migration background","1238","0.179762519721477","0.170762660720458","0.188762378722496"
"2","1998","Employed","direct migration background","294","0.208902785358869","0.187321008092804","0.230484562624933"
"2","1998","Employed","indirect migration background","83","0.208489098667104","0.167805549758568","0.24917264757564"
"3","1998","Not Employed","no migration background","3088","0.748080374245067","0.734827831028","0.761332917462133"
"3","1998","Not Employed","direct migration background","682","0.697572735842532","0.668801271605763","0.7263442000793"
"3","1998","Not Employed","indirect migration background","124","0.664404692703776","0.598632884575804","0.730176500831748"
"3","1998","Employed","no migration background","4986","0.698923192215882","0.688171676250416","0.709674708181348"
"3","1998","Employed","direct migration background","921","0.671121186340237","0.646179915052612","0.696062457627862"
"3","1998","Employed","indirect migration background","268","0.701950599681542","0.656142096107795","0.747759103255288"
"4","1998","Not Employed","no migration background","491","0.132075571147878","0.121739718667672","0.142411423628084"
"4","1998","Not Employed","direct migration background","45","0.0610630296477685","0.046063966313763","0.076062092981774"
"4","1998","Not Employed","indirect migration background","9","","",""
"4","1998","Employed","no migration background","570","0.0902309504724532","0.0835157393380111","0.0969461616068953"
"4","1998","Employed","direct migration background","65","0.0563291790882014","0.0440892997248985","0.0685690584515043"
"4","1998","Employed","indirect migration background","13","","",""
"5","1998","Not Employed","no migration background","49","0.0160434842339949","0.012207901135848","0.0198790673321418"
"5","1998","Not Employed","direct migration background","6","","",""
"5","1998","Not Employed","indirect migration background","3","","",""
"5","1998","Employed","no migration background","40","0.0064948121773622","0.00461209669219585","0.00837752766252855"
"5","1998","Employed","direct migration background","4","","",""
"5","1998","Employed","indirect migration background","1","","",""
"1","1999","Not Employed","no migration background","33","0.00621012181501601","0.0037263583018922","0.00869388532813981"
"1","1999","Not Employed","direct migration background","47","0.042896422694203","0.0296585913374281","0.0561342540509779"
"1","1999","Not Employed","indirect migration background","11","","",""
"1","1999","Employed","no migration background","126","0.0168533573920812","0.0138475582386927","0.0198591565454697"
"1","1999","Employed","direct migration background","59","0.0321128600981975","0.0225292691586929","0.041696451037702"
"1","1999","Employed","indirect migration background","23","","",""
"2","1999","Not Employed","no migration background","417","0.0969243300505751","0.0875704591054245","0.106278200995726"
"2","1999","Not Employed","direct migration background","141","0.130932012328459","0.108893786242501","0.152970238414417"
"2","1999","Not Employed","indirect migration background","46","0.221939580900006","0.162852119345992","0.28102704245402"
"2","1999","Employed","no migration background","1260","0.182885284328889","0.173858387284553","0.191912181373225"
"2","1999","Employed","direct migration background","270","0.20986083314264","0.187725100217414","0.231996566067866"
"2","1999","Employed","indirect migration background","88","0.208438228221472","0.169358176027481","0.247518280415462"
"3","1999","Not Employed","no migration background","2967","0.76563256037817","0.752239749570652","0.779025371185689"
"3","1999","Not Employed","direct migration background","652","0.752620065452825","0.724429942645943","0.780810188259708"
"3","1999","Not Employed","indirect migration background","125","0.67936875579862","0.613005605268343","0.745731906328898"
"3","1999","Employed","no migration background","5106","0.717420988276375","0.706907070357539","0.727934906195212"
"3","1999","Employed","direct migration background","917","0.70521354172157","0.68042845167419","0.729998631768951"
"3","1999","Employed","indirect migration background","290","0.703989821813568","0.660070001469172","0.747909642157964"
"4","1999","Not Employed","no migration background","401","0.122932874816123","0.112551297705312","0.133314451926933"
"4","1999","Not Employed","direct migration background","53","0.0685944006930447","0.05208084514937","0.0851079562367193"
"4","1999","Not Employed","indirect migration background","8","","",""
"4","1999","Employed","no migration background","529","0.0783613827841581","0.0720860180949987","0.0846367474733174"
"4","1999","Employed","direct migration background","52","0.044344480305606","0.0331540474453081","0.0555349131659038"
"4","1999","Employed","indirect migration background","13","","",""
"5","1999","Not Employed","no migration background","25","","",""
"5","1999","Not Employed","direct migration background","7","","",""
"5","1999","Not Employed","indirect migration background","","","",""
"5","1999","Employed","no migration background","24","","",""
"5","1999","Employed","direct migration background","2","","",""
"5","1999","Employed","indirect migration background","1","","",""
"1","2000","Not Employed","no migration background","76","0.00988240662304187","0.0076289546884178","0.0121358585576659"
"1","2000","Not Employed","direct migration background","48","0.0315284800928736","0.0222175270341642","0.0408394331515831"
"1","2000","Not Employed","indirect migration background","9","","",""
"1","2000","Employed","no migration background","218","0.0188142418583133","0.0164397070528055","0.0211887766638211"
"1","2000","Employed","direct migration background","87","0.0394107516656431","0.0308166308897146","0.0480048724415716"
"1","2000","Employed","indirect migration background","26","","",""
"2","2000","Not Employed","no migration background","632","0.0802343963146933","0.0740457961085365","0.0864229965208501"
"2","2000","Not Employed","direct migration background","243","0.167252053648938","0.147366315911657","0.187137791386219"
"2","2000","Not Employed","indirect migration background","58","0.259649345967359","0.204748707195205","0.314549984739513"
"2","2000","Employed","no migration background","1935","0.158484000888487","0.152101609068137","0.164866392708837"
"2","2000","Employed","direct migration background","438","0.24448126655778","0.225498013156803","0.263464519958757"
"2","2000","Employed","indirect migration background","125","0.216156418874654","0.182714948065","0.249597889684308"
"3","2000","Not Employed","no migration background","5751","0.777482235852203","0.768006757759619","0.786957713944787"
"3","2000","Not Employed","direct migration background","988","0.736292342111659","0.712813011816299","0.759771672407018"
"3","2000","Not Employed","indirect migration background","165","0.668656310209171","0.609716887923246","0.727595732495096"
"3","2000","Employed","no migration background","9344","0.732977868366202","0.72524610380927","0.740709632923133"
"3","2000","Employed","direct migration background","1366","0.674919416591123","0.65423007312626","0.695608760055986"
"3","2000","Employed","indirect migration background","417","0.712623032207557","0.675857360482793","0.749388703932321"
"4","2000","Not Employed","no migration background","854","0.118689278986662","0.111321377285643","0.126057180687682"
"4","2000","Not Employed","direct migration background","65","0.0560381967605737","0.0437830510512206","0.0682933424699268"
"4","2000","Not Employed","indirect migration background","12","","",""
"4","2000","Employed","no migration background","1026","0.0839381421543119","0.0790919387627551","0.0887843455458687"
"4","2000","Employed","direct migration background","75","0.0396986751919877","0.0310745112456751","0.0483228391383004"
"4","2000","Employed","indirect migration background","12","","",""
"5","2000","Not Employed","no migration background","89","0.0137116822233997","0.0110624448993724","0.016360919547427"
"5","2000","Not Employed","direct migration background","9","","",""
"5","2000","Not Employed","indirect migration background","1","","",""
"5","2000","Employed","no migration background","54","0.00578574673268599","0.00446024816603241","0.00711124529933958"
"5","2000","Employed","direct migration background","3","","",""
"5","2000","Employed","indirect migration background","2","","",""
"1","2001","Not Employed","no migration background","67","0.0091589631400178","0.00688113518479228","0.0114367910952433"
"1","2001","Not Employed","direct migration background","50","0.0385239983005738","0.0273715561106952","0.0496764404904524"
"1","2001","Not Employed","indirect migration background","16","","",""
"1","2001","Employed","no migration background","187","0.0190707894578416","0.0165750179975618","0.0215665609181214"
"1","2001","Employed","direct migration background","80","0.0453964916082911","0.03574198638055","0.0550509968360322"
"1","2001","Employed","indirect migration background","24","","",""
"2","2001","Not Employed","no migration background","560","0.0762395536150241","0.0698940568911322","0.082585050338916"
"2","2001","Not Employed","direct migration background","173","0.131849226720749","0.112244018889969","0.151454434551529"
"2","2001","Not Employed","indirect migration background","49","0.239032109696648","0.184151947439079","0.293912271954217"
"2","2001","Employed","no migration background","1757","0.156325043217462","0.149698248728902","0.162951837706021"
"2","2001","Employed","direct migration background","389","0.226451801754571","0.207041202497161","0.245862401011981"
"2","2001","Employed","indirect migration background","127","0.241903849076701","0.205917965021913","0.27788973313149"
"3","2001","Not Employed","no migration background","5255","0.778247107745945","0.768313907866079","0.788180307625812"
"3","2001","Not Employed","direct migration background","862","0.768255824712118","0.743805061307636","0.792706588116599"
"3","2001","Not Employed","indirect migration background","158","0.662545714232243","0.601701470528155","0.723389957936331"
"3","2001","Employed","no migration background","8636","0.735990879647042","0.727947337791521","0.744034421502562"
"3","2001","Employed","direct migration background","1244","0.689915847220265","0.668464962450471","0.71136673199006"
"3","2001","Employed","indirect migration background","367","0.678104345827116","0.638843969178861","0.717364722475371"
"4","2001","Not Employed","no migration background","755","0.123349754380612","0.115486938712457","0.131212570048767"
"4","2001","Not Employed","direct migration background","53","0.051987399336845","0.0391229506221369","0.064851848051553"
"4","2001","Not Employed","indirect migration background","9","","",""
"4","2001","Employed","no migration background","895","0.0825838138577466","0.0775611708449827","0.0876064568705104"
"4","2001","Employed","direct migration background","71","0.0370215013455481","0.0282647569649671","0.045778245726129"
"4","2001","Employed","indirect migration background","26","","",""
"5","2001","Not Employed","no migration background","82","0.0130046211184006","0.0102956636779014","0.0157135785588999"
"5","2001","Not Employed","direct migration background","6","","",""
"5","2001","Not Employed","indirect migration background","","","",""
"5","2001","Employed","no migration background","62","0.00602947381990819","0.00461684486145016","0.00744210277836621"
"5","2001","Employed","direct migration background","2","","",""
"5","2001","Employed","indirect migration background","","","",""
"1","2002","Not Employed","no migration background","74","0.00943069569065072","0.00715657271515224","0.0117048186661492"
"1","2002","Not Employed","direct migration background","46","0.038114524562831","0.026850501306452","0.04937854781921"
"1","2002","Not Employed","indirect migration background","11","","",""
"1","2002","Employed","no migration background","231","0.0242579120293587","0.0215688204633889","0.0269470035953285"
"1","2002","Employed","direct migration background","77","0.0541829170977954","0.043434412065618","0.0649314221299728"
"1","2002","Employed","indirect migration background","22","","",""
"2","2002","Not Employed","no migration background","614","0.0884474688601111","0.0817665960702908","0.0951283416499314"
"2","2002","Not Employed","direct migration background","161","0.144789777579199","0.124088745716952","0.165490809441446"
"2","2002","Not Employed","indirect migration background","51","0.241325966368058","0.187078585142228","0.295573347593887"
"2","2002","Employed","no migration background","1996","0.161702386403082","0.155267087959366","0.168137684846797"
"2","2002","Employed","direct migration background","372","0.234557260769537","0.214438830583354","0.254675690955721"
"2","2002","Employed","indirect migration background","116","0.226947278187828","0.191781770968804","0.262112785406851"
"3","2002","Not Employed","no migration background","5171","0.738884367126312","0.728549513664371","0.749219220588253"
"3","2002","Not Employed","direct migration background","819","0.738793985543179","0.712951167868611","0.764636803217747"
"3","2002","Not Employed","indirect migration background","167","0.679578499815127","0.620418279799561","0.738738719830693"
"3","2002","Employed","no migration background","9119","0.71581082039315","0.707927407710945","0.723694233075355"
"3","2002","Employed","direct migration background","1164","0.662113394138823","0.639655709928942","0.684571078348703"
"3","2002","Employed","indirect migration background","384","0.707498946123477","0.66930658957234","0.745691302674614"
"4","2002","Not Employed","no migration background","939","0.142898585109508","0.134664227620998","0.151132942598018"
"4","2002","Not Employed","direct migration background","74","0.0736949464608582","0.0583246419326003","0.0890652509891162"
"4","2002","Not Employed","indirect migration background","7","","",""
"4","2002","Employed","no migration background","1128","0.0900827176606293","0.085078536082879","0.0950868992383796"
"4","2002","Employed","direct migration background","80","0.0433714900753044","0.0337001394780256","0.0530428406725833"
"4","2002","Employed","indirect migration background","21","","",""
"5","2002","Not Employed","no migration background","141","0.0203388832134178","0.017017636527286","0.0236601298995495"
"5","2002","Not Employed","direct migration background","10","","",""
"5","2002","Not Employed","indirect migration background","3","","",""
"5","2002","Employed","no migration background","100","0.00814616351378052","0.00657503480882513","0.00971729221873591"
"5","2002","Employed","direct migration background","11","","",""
"5","2002","Employed","indirect migration background","2","","",""
"1","2003","Not Employed","no migration background","67","0.00919871945375076","0.00694384924727561","0.0114535896602259"
"1","2003","Not Employed","direct migration background","49","0.0434717091711062","0.0312363098196255","0.055707108522587"
"1","2003","Not Employed","indirect migration background","10","","",""
"1","2003","Employed","no migration background","174","0.0176517803391362","0.0152889275958079","0.0200146330824646"
"1","2003","Employed","direct migration background","56","0.0316477427418358","0.022999382303384","0.0402961031802876"
"1","2003","Employed","indirect migration background","20","","",""
"2","2003","Not Employed","no migration background","602","0.089296867547381","0.0825613478694058","0.0960323872253561"
"2","2003","Not Employed","direct migration background","172","0.187169851200443","0.163766193867913","0.210573508532972"
"2","2003","Not Employed","indirect migration background","51","0.204897660911181","0.154864481378131","0.254930840444231"
"2","2003","Employed","no migration background","1860","0.167948861761126","0.161241168256634","0.174656555265618"
"2","2003","Employed","direct migration background","352","0.246269778953709","0.224985484831852","0.267554073075566"
"2","2003","Employed","indirect migration background","113","0.198773451019935","0.165113919606214","0.232432982433655"
"3","2003","Not Employed","no migration background","5180","0.75009536999126","0.739869271401849","0.760321468580671"
"3","2003","Not Employed","direct migration background","759","0.690641912053403","0.662907236878069","0.718376587228737"
"3","2003","Not Employed","indirect migration background","175","0.675550221809056","0.617516470017072","0.73358397360104"
"3","2003","Employed","no migration background","8694","0.710311426001564","0.702171888067752","0.718450963935376"
"3","2003","Employed","direct migration background","1067","0.663153063906155","0.639804029884564","0.686502097927745"
"3","2003","Employed","indirect migration background","376","0.727925615826435","0.690390432634181","0.765460799018688"
"4","2003","Not Employed","no migration background","916","0.132932480175284","0.124913731635654","0.140951228714913"
"4","2003","Not Employed","direct migration background","80","0.0740571042754331","0.058344746970883","0.0897694615799832"
"4","2003","Not Employed","indirect migration background","10","","",""
"4","2003","Employed","no migration background","1116","0.0963304955043635","0.0910363438398237","0.101624647168903"
"4","2003","Employed","direct migration background","86","0.0482532456418963","0.0376663241031128","0.0588401671806797"
"4","2003","Employed","indirect migration background","28","","",""
"5","2003","Not Employed","no migration background","121","0.0184765628323249","0.0152958423128901","0.0216572833517597"
"5","2003","Not Employed","direct migration background","7","","",""
"5","2003","Not Employed","indirect migration background","4","","",""
"5","2003","Employed","no migration background","87","0.00775743639381004","0.00618317187901722","0.00933170090860286"
"5","2003","Employed","direct migration background","13","","",""
"5","2003","Employed","indirect migration background","3","","",""
"1","2004","Not Employed","no migration background","58","0.00834801172471996","0.00619306080222143","0.0105029626472185"
"1","2004","Not Employed","direct migration background","41","0.0368611177235827","0.0255766244103366","0.0481456110368287"
"1","2004","Not Employed","indirect migration background","12","","",""
"1","2004","Employed","no migration background","163","0.0178185935193993","0.0153959857326915","0.0202412013061072"
"1","2004","Employed","direct migration background","41","0.0294018171044048","0.0207573175368876","0.0380463166719221"
"1","2004","Employed","indirect migration background","15","","",""
"2","2004","Not Employed","no migration background","550","0.0755877452792101","0.0693270184088991","0.0818484721495211"
"2","2004","Not Employed","direct migration background","159","0.1633377436731","0.141198044255403","0.185477443090797"
"2","2004","Not Employed","indirect migration background","47","0.21655496196555","0.166584176710607","0.266525747220493"
"2","2004","Employed","no migration background","1717","0.157447718100535","0.150777851327472","0.164117584873598"
"2","2004","Employed","direct migration background","326","0.235811893754568","0.214089082728078","0.257534704781059"
"2","2004","Employed","indirect migration background","115","0.184695446860813","0.152205736459105","0.21718515726252"
"3","2004","Not Employed","no migration background","5226","0.766756145780931","0.756740015780536","0.776772275781326"
"3","2004","Not Employed","direct migration background","792","0.727065831213909","0.700386853911095","0.753744808516723"
"3","2004","Not Employed","indirect migration background","192","0.696154098442054","0.640357564593187","0.751950632290921"
"3","2004","Employed","no migration background","8343","0.717928958719158","0.709688136769231","0.726169780669085"
"3","2004","Employed","direct migration background","1017","0.678882472450418","0.654989931568168","0.702775013332669"
"3","2004","Employed","indirect migration background","395","0.744030002760292","0.707491767481474","0.78056823803911"
"4","2004","Not Employed","no migration background","900","0.13384014120169","0.12577599422241","0.14190428818097"
"4","2004","Not Employed","direct migration background","71","0.0661048111645334","0.051224261999143","0.0809853603299237"
"4","2004","Not Employed","indirect migration background","7","","",""
"4","2004","Employed","no migration background","1148","0.0994884494407667","0.0940071753525944","0.104969723528939"
"4","2004","Employed","direct migration background","75","0.0474608249355629","0.0365804941672785","0.0583411557038473"
"4","2004","Employed","indirect migration background","23","","",""
"5","2004","Not Employed","no migration background","114","0.015467956013449","0.0125451660502507","0.0183907459766472"
"5","2004","Not Employed","direct migration background","8","","",""
"5","2004","Not Employed","indirect migration background","3","","",""
"5","2004","Employed","no migration background","84","0.00731628022014123","0.00575564587792066","0.00887691456236179"
"5","2004","Employed","direct migration background","8","","",""
"5","2004","Employed","indirect migration background","","","",""
"1","2005","Not Employed","no migration background","45","0.00753457691933186","0.00545196743672444","0.00961718640193927"
"1","2005","Not Employed","direct migration background","22","","",""
"1","2005","Not Employed","indirect migration background","11","","",""
"1","2005","Employed","no migration background","144","0.0159640430421203","0.0136165834215996","0.018311502662641"
"1","2005","Employed","direct migration background","32","0.0309807209567206","0.0217991496554495","0.0401622922579917"
"1","2005","Employed","indirect migration background","14","","",""
"2","2005","Not Employed","no migration background","556","0.0887243032146559","0.0818762534736286","0.0955723529556832"
"2","2005","Not Employed","direct migration background","158","0.177966239307597","0.154424271999729","0.201508206615464"
"2","2005","Not Employed","indirect migration background","70","0.257361035611449","0.206335943132604","0.308386128090293"
"2","2005","Employed","no migration background","1638","0.164466566941771","0.157523650615533","0.171409483268008"
"2","2005","Employed","direct migration background","278","0.202311350419619","0.181023496907201","0.223599203932037"
"2","2005","Employed","indirect migration background","113","0.195967486584044","0.162733179487171","0.229201793680917"
"3","2005","Not Employed","no migration background","5066","0.759929116618611","0.749642394665383","0.77021583857184"
"3","2005","Not Employed","direct migration background","745","0.709553459064657","0.681611633402786","0.737495284726528"
"3","2005","Not Employed","indirect migration background","186","0.642392230523313","0.586451626729252","0.698332834317375"
"3","2005","Employed","no migration background","8061","0.720231625497645","0.711824324331009","0.728638926664282"
"3","2005","Employed","direct migration background","973","0.717458904562179","0.693600336777003","0.741317472347355"
"3","2005","Employed","indirect migration background","380","0.72525247397025","0.687878496754858","0.762626451185643"
"4","2005","Not Employed","no migration background","835","0.126994547452575","0.118975519469365","0.135013575435785"
"4","2005","Not Employed","direct migration background","77","0.0815207232253051","0.0646785625408347","0.0983628839097755"
"4","2005","Not Employed","indirect migration background","13","","",""
"4","2005","Employed","no migration background","1004","0.0889265857137753","0.0835955241538883","0.0942576472736623"
"4","2005","Employed","direct migration background","74","0.0412573462755703","0.0307181689430215","0.0517965236081192"
"4","2005","Employed","indirect migration background","39","0.056183465531259","0.0369035172543605","0.0754634138081575"
"5","2005","Not Employed","no migration background","121","0.0168174557948264","0.0137206216941429","0.0199142898955099"
"5","2005","Not Employed","direct migration background","12","","",""
"5","2005","Not Employed","indirect migration background","2","","",""
"5","2005","Employed","no migration background","104","0.0104111788046887","0.00851010689604935","0.0123122507133281"
"5","2005","Employed","direct migration background","11","","",""
"5","2005","Employed","indirect migration background","2","","",""
"1","2006","Not Employed","no migration background","60","0.0112678110382671","0.00888758218744165","0.0136480398890925"
"1","2006","Not Employed","direct migration background","35","0.0430872580059993","0.0307167221181727","0.0554577938938259"
"1","2006","Not Employed","indirect migration background","14","","",""
"1","2006","Employed","no migration background","156","0.0171299162159625","0.0147615967612296","0.0194982356706953"
"1","2006","Employed","direct migration background","49","0.0394954666618673","0.0291439980129539","0.0498469353107807"
"1","2006","Employed","indirect migration background","20","","",""
"2","2006","Not Employed","no migration background","616","0.0863829324977514","0.0800478004086491","0.0927180645868537"
"2","2006","Not Employed","direct migration background","163","0.183906317766498","0.160304456758469","0.207508178774526"
"2","2006","Not Employed","indirect migration background","69","0.238337912565892","0.189800125680187","0.286875699451598"
"2","2006","Employed","no migration background","1672","0.159113276088143","0.152436965046519","0.165789587129767"
"2","2006","Employed","direct migration background","256","0.209502197105982","0.187873853457552","0.231130540754412"
"2","2006","Employed","indirect migration background","126","0.241305803223898","0.206087062291815","0.276524544155981"
"3","2006","Not Employed","no migration background","5625","0.74104394530396","0.731165363119837","0.750922527488083"
"3","2006","Not Employed","direct migration background","754","0.707731553828481","0.680023682582634","0.735439425074329"
"3","2006","Not Employed","indirect migration background","198","0.6702911208626","0.616736211307308","0.723846030417892"
"3","2006","Employed","no migration background","8404","0.716062686919323","0.70783265800552","0.724292715833125"
"3","2006","Employed","direct migration background","965","0.690998057633744","0.666439794135575","0.715556321131914"
"3","2006","Employed","indirect migration background","385","0.650877797920341","0.611640867489056","0.690114728351625"
"4","2006","Not Employed","no migration background","1102","0.141907161354681","0.134037991929385","0.149776330779977"
"4","2006","Not Employed","direct migration background","73","0.0582229231482382","0.0439570296736461","0.0724888166228302"
"4","2006","Not Employed","indirect migration background","10","","",""
"4","2006","Employed","no migration background","1170","0.0960544906496527","0.0906761962958781","0.101432785003427"
"4","2006","Employed","direct migration background","83","0.0521059803680176","0.0402945548893761","0.0639174058466591"
"4","2006","Employed","indirect migration background","31","0.0483184833126981","0.0306679014933238","0.0659690651320724"
"5","2006","Not Employed","no migration background","151","0.0193981498053402","0.0162879656152684","0.0225083339954121"
"5","2006","Not Employed","direct migration background","10","","",""
"5","2006","Not Employed","indirect migration background","5","","",""
"5","2006","Employed","no migration background","129","0.0116396301269193","0.00968194943939197","0.0135973108144465"
"5","2006","Employed","direct migration background","7","","",""
"5","2006","Employed","indirect migration background","5","","",""
"1","2007","Not Employed","no migration background","42","0.00703314304169647","0.00509597389194994","0.008970312191443"
"1","2007","Not Employed","direct migration background","24","","",""
"1","2007","Not Employed","indirect migration background","11","","",""
"1","2007","Employed","no migration background","122","0.0155094748609134","0.0131782652791344","0.0178406844426925"
"1","2007","Employed","direct migration background","29","","",""
"1","2007","Employed","indirect migration background","21","","",""
"2","2007","Not Employed","no migration background","583","0.0885700572755915","0.0819839234456144","0.0951561911055685"
"2","2007","Not Employed","direct migration background","147","0.169385578996829","0.144852736384807","0.193918421608851"
"2","2007","Not Employed","indirect migration background","80","0.221933661976445","0.174107118465152","0.269760205487738"
"2","2007","Employed","no migration background","1618","0.155372826746202","0.148538479191028","0.162207174301375"
"2","2007","Employed","direct migration background","247","0.196806132323959","0.174747920463144","0.218864344184774"
"2","2007","Employed","indirect migration background","119","0.237337096663774","0.201845325228239","0.272828868099308"
"3","2007","Not Employed","no migration background","5346","0.741074741374918","0.730920589439787","0.75122889331005"
"3","2007","Not Employed","direct migration background","656","0.726754378724356","0.69760828502026","0.755900472428451"
"3","2007","Not Employed","indirect migration background","187","0.67451807020134","0.620590689391165","0.728445451011516"
"3","2007","Employed","no migration background","7853","0.725216994030452","0.716795174636021","0.733638813424884"
"3","2007","Employed","direct migration background","891","0.705487517006178","0.6801981872839","0.730776846728455"
"3","2007","Employed","indirect migration background","375","0.679616812077174","0.640690302082643","0.718543322071705"
"4","2007","Not Employed","no migration background","1025","0.142572525763983","0.134467730251305","0.15067732127666"
"4","2007","Not Employed","direct migration background","68","0.0655592710736565","0.049370910820724","0.081747631326589"
"4","2007","Not Employed","indirect migration background","12","","",""
"4","2007","Employed","no migration background","1091","0.0943599835668102","0.0888449427279267","0.0998750244056936"
"4","2007","Employed","direct migration background","78","0.0697900528286488","0.0556540035149525","0.0839261021423451"
"4","2007","Employed","indirect migration background","35","0.054162851549274","0.0352813079294164","0.0730443951691315"
"5","2007","Not Employed","no migration background","153","0.0207495325438111","0.0174452551829869","0.0240538099046353"
"5","2007","Not Employed","direct migration background","3","","",""
"5","2007","Not Employed","indirect migration background","","","",""
"5","2007","Employed","no migration background","109","0.00954072079562242","0.00770677747926031","0.0113746641119845"
"5","2007","Employed","direct migration background","3","","",""
"5","2007","Employed","indirect migration background","2","","",""
"1","2008","Not Employed","no migration background","33","0.00445382173326767","0.00285568162098538","0.00605196184554997"
"1","2008","Not Employed","direct migration background","19","","",""
"1","2008","Not Employed","indirect migration background","8","","",""
"1","2008","Employed","no migration background","108","0.0143869020352961","0.0120786961345434","0.0166951079360488"
"1","2008","Employed","direct migration background","32","0.0338817769686842","0.0232334704388932","0.0445300834984751"
"1","2008","Employed","indirect migration background","18","","",""
"2","2008","Not Employed","no migration background","522","0.0804299928078153","0.0739029096450412","0.0869570759705893"
"2","2008","Not Employed","direct migration background","118","0.176258372584751","0.149985183263993","0.202531561905508"
"2","2008","Not Employed","indirect migration background","53","0.188872784328482","0.141658294028701","0.236087274628264"
"2","2008","Employed","no migration background","1469","0.159261264103389","0.152168373222606","0.166354154984171"
"2","2008","Employed","direct migration background","218","0.213859516520734","0.189727329130333","0.237991703911135"
"2","2008","Employed","indirect migration background","128","0.207395100033454","0.17393431227914","0.240855887787769"
"3","2008","Not Employed","no migration background","4910","0.735075985347908","0.724484801336555","0.745667169359261"
"3","2008","Not Employed","direct migration background","603","0.713071844830058","0.681883262236817","0.7442604274233"
"3","2008","Not Employed","indirect migration background","193","0.694590928711733","0.639032283454375","0.750149573969091"
"3","2008","Employed","no migration background","7475","0.713007692839532","0.704239301867962","0.721776083811102"
"3","2008","Employed","direct migration background","792","0.671220835750919","0.643572615777102","0.698869055724735"
"3","2008","Employed","indirect migration background","388","0.723265635197977","0.686343313581531","0.760187956814423"
"4","2008","Not Employed","no migration background","1022","0.153129905517172","0.144487072187697","0.161772738846646"
"4","2008","Not Employed","direct migration background","63","0.0766844331225151","0.0583371781998954","0.0950316880451347"
"4","2008","Not Employed","indirect migration background","8","","",""
"4","2008","Employed","no migration background","1055","0.0985548883916311","0.0927773026430082","0.104332474140254"
"4","2008","Employed","direct migration background","63","0.0758575634258747","0.0602745580989005","0.0914405687528488"
"4","2008","Employed","indirect migration background","26","","",""
"5","2008","Not Employed","no migration background","182","0.026910294593837","0.02302652553575","0.030794063651924"
"5","2008","Not Employed","direct migration background","5","","",""
"5","2008","Not Employed","indirect migration background","2","","",""
"5","2008","Employed","no migration background","117","0.014789252630152","0.0124494708499341","0.01712903441037"
"5","2008","Employed","direct migration background","4","","",""
"5","2008","Employed","indirect migration background","4","","",""
"1","2009","Not Employed","no migration background","46","0.00689070526520719","0.00482674810743499","0.00895466242297938"
"1","2009","Not Employed","direct migration background","16","","",""
"1","2009","Not Employed","indirect migration background","17","","",""
"1","2009","Employed","no migration background","127","0.0147732806511108","0.012376360283864","0.0171702010183576"
"1","2009","Employed","direct migration background","27","","",""
"1","2009","Employed","indirect migration background","22","","",""
"2","2009","Not Employed","no migration background","494","0.0845491829054509","0.0776078554348154","0.0914905103760863"
"2","2009","Not Employed","direct migration background","82","0.139117246009107","0.113314165524009","0.164920326494204"
"2","2009","Not Employed","indirect migration background","65","0.249396562459326","0.194196115326231","0.304597009592421"
"2","2009","Employed","no migration background","1482","0.170168324924671","0.162702438019927","0.177634211829416"
"2","2009","Employed","direct migration background","189","0.219274274763724","0.193382806822888","0.245165742704561"
"2","2009","Employed","indirect migration background","104","0.2208853146375","0.185229485827951","0.256541143447049"
"3","2009","Not Employed","no migration background","4473","0.723473302290989","0.712313664313958","0.734632940268019"
