"hlf0071_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Much too small","2002","Employed","Female","146","0.0270152875484382","0.0231747903803466","0.0308557847165297"
"A little too small","2002","Not Employed","Male","283","0.0969594040938091","0.0866700505569795","0.107248757630639"
"A little too small","2002","Not Employed","Female","543","0.100443472826825","0.092202656395235","0.108684289258414"
"A little too small","2002","Employed","Male","1331","0.171782390940179","0.163505069010145","0.180059712870213"
"A little too small","2002","Employed","Female","1153","0.174857544355451","0.165859745139751","0.183855343571152"
"Just right","2002","Not Employed","Male","2378","0.738396194782832","0.723113278399112","0.753679111166551"
"Just right","2002","Not Employed","Female","3779","0.737097808187515","0.72502926597395","0.749166350401079"
"Just right","2002","Employed","Male","5734","0.710634085879065","0.700682896336867","0.720585275421263"
"Just right","2002","Employed","Female","4933","0.706192271746417","0.695402239776073","0.716982303716761"
"A little too big","2002","Not Employed","Male","415","0.134581739388661","0.122714612680269","0.146448866097054"
"A little too big","2002","Not Employed","Female","605","0.129176976814779","0.119981957200128","0.13837199642943"
"A little too big","2002","Employed","Male","666","0.0805839338060063","0.0746107129701144","0.0865571546418982"
"A little too big","2002","Employed","Female","563","0.0844682741894849","0.077880887569492","0.0910556608094777"
"Much too big","2002","Not Employed","Male","61","0.0171816284225383","0.0126629828515896","0.0217002739934871"
"Much too big","2002","Not Employed","Female","93","0.0186159204141722","0.0149103342893297","0.0223215065390148"
"Much too big","2002","Employed","Male","62","0.00781209463577616","0.00588008624956527","0.00974410302198705"
"Much too big","2002","Employed","Female","51","0.00746662216020865","0.005427401176755","0.00950584314366231"
"Much too small","2003","Not Employed","Male","45","0.0137873932700279","0.00974469747856097","0.0178300890614948"
"Much too small","2003","Not Employed","Female","81","0.0150628887156933","0.0116891015652068","0.0184366758661798"
"Much too small","2003","Employed","Male","139","0.0212270396633593","0.0179664167188948","0.0244876626078238"
"Much too small","2003","Employed","Female","111","0.0178480212595631","0.0146387234613053","0.021057319057821"
"A little too small","2003","Not Employed","Male","284","0.102961640199988","0.0924253447705046","0.113497935629471"
"A little too small","2003","Not Employed","Female","541","0.10654232957181","0.0979964379586639","0.115088221184955"
"A little too small","2003","Employed","Male","1257","0.180481083327403","0.17178126429135","0.189180902363455"
"A little too small","2003","Employed","Female","1068","0.177248327213591","0.167991735840319","0.186504918586863"
"Just right","2003","Not Employed","Male","2392","0.737926344649088","0.722680099576614","0.753172589721562"
"Just right","2003","Not Employed","Female","3722","0.741874009703037","0.729752959745707","0.753995059660368"
"Just right","2003","Employed","Male","5400","0.704329283526801","0.694006260109168","0.714652306944434"
"Just right","2003","Employed","Female","4737","0.705630857291576","0.694583445145005","0.716678269438147"
"A little too big","2003","Not Employed","Male","424","0.130946454886769","0.119251061183527","0.142641848590011"
"A little too big","2003","Not Employed","Female","582","0.117956849309725","0.109022441062365","0.126891257557085"
"A little too big","2003","Employed","Male","652","0.0855193857367076","0.0791933095023556","0.0918454619710596"
"A little too big","2003","Employed","Female","578","0.0920659734611186","0.0850578401607453","0.0990741067614919"
"Much too big","2003","Not Employed","Male","51","0.0143781669941273","0.0102510039603084","0.0185053300279461"
"Much too big","2003","Not Employed","Female","81","0.0185639226997348","0.014825183424618","0.0223026619748516"
"Much too big","2003","Employed","Male","59","0.00844320774572965","0.00637341234470754","0.0105130031467518"
"Much too big","2003","Employed","Female","44","0.00720682077415102","0.00515647604479145","0.00925716550351059"
"Much too small","2004","Not Employed","Male","39","0.0118981943217448","0.00817329988128889","0.0156230887622007"
"Much too small","2004","Not Employed","Female","72","0.0130659351270914","0.00989447473427086","0.016237395519912"
"Much too small","2004","Employed","Male","123","0.020956509876033","0.0176333539994978","0.0242796657525681"
"Much too small","2004","Employed","Female","96","0.0179078961971967","0.0146417039711194","0.021174088423274"
"A little too small","2004","Not Employed","Male","281","0.091963171266945","0.0820358678511755","0.101890474682715"
"A little too small","2004","Not Employed","Female","475","0.0910682363738231","0.0830330847386205","0.0991033880090257"
"A little too small","2004","Employed","Male","1155","0.170604675654119","0.16187764505482","0.179331706253418"
"A little too small","2004","Employed","Female","1003","0.165793869604857","0.156634527728426","0.174953211481288"
"Just right","2004","Not Employed","Male","2480","0.75570838195617","0.740947782437952","0.770468981474387"
"Just right","2004","Not Employed","Female","3730","0.761848304160283","0.749952164192136","0.77374444412843"
"Just right","2004","Employed","Male","5149","0.712207144414813","0.701703659650256","0.722710629179371"
"Just right","2004","Employed","Female","4606","0.716126090041401","0.705021543338866","0.727230636743937"
"A little too big","2004","Not Employed","Male","402","0.126843598553396","0.115410791004661","0.138276406102131"
"A little too big","2004","Not Employed","Female","576","0.1192358751375","0.110185256746519","0.128286493528481"
"A little too big","2004","Employed","Male","654","0.0881868874248469","0.0816081104081798","0.0947656644415139"
"A little too big","2004","Employed","Female","592","0.0940415853433708","0.0868527679922571","0.101230402694485"
"Much too big","2004","Not Employed","Male","53","0.0135866539017445","0.00960962890499192","0.0175636788984971"
"Much too big","2004","Not Employed","Female","72","0.0147816492013025","0.0114113173436078","0.0181519810589973"
"Much too big","2004","Employed","Male","56","0.00804478263018817","0.00597228791093871","0.0101172773494376"
"Much too big","2004","Employed","Female","36","0.00613055881317428","0.00420809555979379","0.00805302206655477"
"Much too small","2005","Not Employed","Male","26","","",""
"Much too small","2005","Not Employed","Female","52","0.0108927347500275","0.00793466996918704","0.0138507995308679"
"Much too small","2005","Employed","Male","104","0.0183975030229601","0.0151907006868194","0.0216043053591008"
"Much too small","2005","Employed","Female","86","0.017753946991496","0.0144457260468704","0.0210621679361216"
"A little too small","2005","Not Employed","Male","295","0.101809755636482","0.0913143387021351","0.112305172570829"
"A little too small","2005","Not Employed","Female","489","0.108543203008705","0.0996784020772428","0.117408003940167"
"A little too small","2005","Employed","Male","1083","0.175563144959552","0.166484515361052","0.184641774558053"
"A little too small","2005","Employed","Female","946","0.164874621639311","0.15557876006449","0.174170483214132"
"Just right","2005","Not Employed","Male","2434","0.758594693768572","0.743742208248783","0.773447179288362"
"Just right","2005","Not Employed","Female","3563","0.74367710690888","0.731234727936024","0.756119485881736"
"Just right","2005","Employed","Male","4921","0.717592039535989","0.70684961785894","0.728334461213039"
"Just right","2005","Employed","Female","4493","0.723090727456977","0.711880819496154","0.7343006354178"
"A little too big","2005","Not Employed","Male","384","0.117892528507224","0.106700089848415","0.129084967166034"
"A little too big","2005","Not Employed","Female","541","0.119454315861045","0.11021171093188","0.12869692079021"
"A little too big","2005","Employed","Male","568","0.0768940800948432","0.0705364223659801","0.0832517378237064"
"A little too big","2005","Employed","Female","549","0.0867493313467617","0.0796980999214726","0.0938005627720509"
"Much too big","2005","Not Employed","Male","50","0.0123972889264295","0.00855689893198937","0.0162376789208696"
"Much too big","2005","Not Employed","Female","85","0.0174326394713427","0.0137028848425528","0.0211623941001326"
"Much too big","2005","Employed","Male","70","0.0115532323866547","0.00900315523609714","0.0141033095372122"
"Much too big","2005","Employed","Female","47","0.00753137256545422","0.00536550268951558","0.00969724244139286"
"Much too small","2006","Not Employed","Male","41","0.0162883658658393","0.0121728119902339","0.0204039197414447"
"Much too small","2006","Not Employed","Female","68","0.0176210667115378","0.0140624378238018","0.0211796955992738"
"Much too small","2006","Employed","Male","120","0.0213327277027374","0.0179548645816188","0.024710590823856"
"Much too small","2006","Employed","Female","105","0.0196485473475612","0.0162559485771129","0.0230411461180095"
"A little too small","2006","Not Employed","Male","304","0.0984943334832602","0.088806080231116","0.108182586735404"
"A little too small","2006","Not Employed","Female","544","0.109192412192613","0.100756826028982","0.117627998356244"
"A little too small","2006","Employed","Male","1100","0.172402717193716","0.163572265876445","0.181233168510986"
"A little too small","2006","Employed","Female","954","0.165885726200802","0.156793009421121","0.174978442980483"
"Just right","2006","Not Employed","Male","2723","0.745471128456641","0.731308639974677","0.759633616938604"
"Just right","2006","Not Employed","Female","3854","0.726493740632534","0.714437090589546","0.738550390675522"
"Just right","2006","Employed","Male","5080","0.708308462980502","0.697682349508734","0.71893457645227"
"Just right","2006","Employed","Female","4674","0.711471177825216","0.70039602736","0.722546328290432"
"A little too big","2006","Not Employed","Male","499","0.122353483963005","0.111699215980413","0.133007751945598"
"A little too big","2006","Not Employed","Female","686","0.129083722106126","0.120014897018505","0.138152547193746"
"A little too big","2006","Employed","Male","653","0.0858588403008569","0.0793094562133813","0.0924082243883325"
"A little too big","2006","Employed","Female","631","0.0910258031207863","0.0839945227551015","0.098057083486471"
"Much too big","2006","Not Employed","Male","67","0.0173926882312548","0.0131422962715673","0.0216430801909423"
"Much too big","2006","Not Employed","Female","99","0.0176090583571899","0.0140516204958305","0.0211664962185493"
"Much too big","2006","Employed","Male","76","0.0120972518221881","0.00954159946562684","0.0146529041787494"
"Much too big","2006","Employed","Female","65","0.0119687455056345","0.00931055540774386","0.0146269356035252"
"Much too small","2007","Not Employed","Male","26","","",""
"Much too small","2007","Not Employed","Female","51","0.0135275359183003","0.0102894385491103","0.0167656332874903"
"Much too small","2007","Employed","Male","96","0.0178203170919361","0.0146127298166785","0.0210279043671937"
"Much too small","2007","Employed","Female","76","0.0167112205922043","0.0134832610397739","0.0199391801446348"
"A little too small","2007","Not Employed","Male","327","0.105769227028076","0.0955039911490185","0.116034462907133"
"A little too small","2007","Not Employed","Female","483","0.102881369835902","0.0943654536338842","0.111397286037919"
"A little too small","2007","Employed","Male","1033","0.167135072650893","0.158089285192065","0.17618086010972"
"A little too small","2007","Employed","Female","951","0.16185032608932","0.152575601203744","0.171125050974897"
"Just right","2007","Not Employed","Male","2559","0.734941532895769","0.720209533279318","0.749673532512219"
"Just right","2007","Not Employed","Female","3630","0.738052498186134","0.72572744420256","0.750377552169709"
"Just right","2007","Employed","Male","4748","0.723101614977599","0.712252728314687","0.733950501640511"
"Just right","2007","Employed","Female","4371","0.717207262978866","0.705866561423203","0.728547964534529"
"A little too big","2007","Not Employed","Male","473","0.129894034724358","0.118672683936447","0.14111538551227"
"A little too big","2007","Not Employed","Female","632","0.127282327752526","0.117939915829964","0.136624739675087"
"A little too big","2007","Employed","Male","600","0.0840119047127134","0.0772861561839585","0.0907376532414682"
"A little too big","2007","Employed","Female","604","0.0955165063791006","0.0881149509821496","0.102918061776052"
"Much too big","2007","Not Employed","Male","63","0.0169293962015011","0.0126233612377262","0.021235431165276"
"Much too big","2007","Not Employed","Female","93","0.0182562683071379","0.0145035743680547","0.0220089622462211"
"Much too big","2007","Employed","Male","58","0.00793109056685899","0.00578047557273441","0.0100817055609836"
"Much too big","2007","Employed","Female","56","0.00871468396050899","0.00637418413004106","0.0110551837909769"
"Much too small","2008","Not Employed","Male","19","","",""
"Much too small","2008","Not Employed","Female","41","0.00945484584390454","0.00663949603004277","0.0122701956577663"
"Much too small","2008","Employed","Male","87","0.0185208425334132","0.0151539547229411","0.0218877303438852"
"Much too small","2008","Employed","Female","71","0.0165287847924103","0.0132295976181309","0.0198279719666897"
"A little too small","2008","Not Employed","Male","268","0.0983850923701798","0.0880690618575321","0.108701122882827"
"A little too small","2008","Not Employed","Female","425","0.0964936171458112","0.0879038200460273","0.105083414245595"
"A little too small","2008","Employed","Male","938","0.164665478397437","0.155403809949739","0.173927146845134"
"A little too small","2008","Employed","Female","877","0.173461638388364","0.163663605438075","0.183259671338654"
"Just right","2008","Not Employed","Male","2358","0.72215052147881","0.706635367686575","0.737665675271045"
"Just right","2008","Not Employed","Female","3348","0.736269942556344","0.723450582374765","0.749089302737923"
"Just right","2008","Employed","Male","4497","0.71770693662649","0.70646654584526","0.728947327407721"
"Just right","2008","Employed","Female","4158","0.697468586566651","0.685582107486846","0.709355065646456"
"A little too big","2008","Not Employed","Male","479","0.149271036233284","0.136928033915217","0.16161403855135"
"A little too big","2008","Not Employed","Female","614","0.133142525561854","0.123259265024911","0.143025786098798"
"A little too big","2008","Employed","Male","574","0.0859809564503691","0.0789803366332018","0.0929815762675364"
"A little too big","2008","Employed","Female","570","0.0988829411243014","0.091158679779033","0.10660720246957"
"Much too big","2008","Not Employed","Male","78","0.0237054069661361","0.0184361233234557","0.0289746906088165"
"Much too big","2008","Not Employed","Female","111","0.0246390688920862","0.0201292113518949","0.0291489264322774"
"Much too big","2008","Employed","Male","64","0.013125785992291","0.010283607849898","0.0159679641346841"
"Much too big","2008","Employed","Female","61","0.0136580491282732","0.0106546451356252","0.0166614531209211"
"Much too small","2009","Not Employed","Male","31","0.0107001688290204","0.00701970944333123","0.0143806282147096"
"Much too small","2009","Not Employed","Female","48","0.0139928913471288","0.010395713824617","0.0175900688696407"
"Much too small","2009","Employed","Male","89","0.0191660713717387","0.0156249660624394","0.022707176681038"
"Much too small","2009","Employed","Female","87","0.0192857604742072","0.0156425411291069","0.0229289798193075"
"A little too small","2009","Not Employed","Male","267","0.107531718652517","0.0964499919435152","0.118613445361519"
"A little too small","2009","Not Employed","Female","374","0.0907142611527733","0.0819188511176414","0.0995096711879051"
"A little too small","2009","Employed","Male","913","0.179829746126009","0.169910987440155","0.189748504811864"
"A little too small","2009","Employed","Female","862","0.178217268308632","0.168079342904528","0.188355193712736"
"Just right","2009","Not Employed","Male","2149","0.703221345748138","0.686879349738041","0.719563341758235"
"Just right","2009","Not Employed","Female","2976","0.732229637082932","0.718669220791499","0.745790053374365"
"Just right","2009","Employed","Male","4095","0.691661820693117","0.679734713969156","0.703588927417078"
"Just right","2009","Employed","Female","3856","0.67475702830981","0.662346983113318","0.687167073506303"
"A little too big","2009","Not Employed","Male","476","0.151546690449075","0.138719547066691","0.164373833831459"
"A little too big","2009","Not Employed","Female","592","0.13747989682025","0.126934271698131","0.148025521942368"
"A little too big","2009","Employed","Male","598","0.0963126410597603","0.0886931616207452","0.103932120498775"
"A little too big","2009","Employed","Female","607","0.115353829510234","0.106891371947767","0.123816287072702"
"Much too big","2009","Not Employed","Male","79","0.0270000763212498","0.0212020304619448","0.0327981221805548"
"Much too big","2009","Not Employed","Female","106","0.0255833135969165","0.0207480643000709","0.0304185628937622"
"Much too big","2009","Employed","Male","64","0.0130297207493747","0.010100890891802","0.0159585506069473"
"Much too big","2009","Employed","Female","62","0.0123861133971166","0.00945618630033847","0.0153160404938948"
"Much too small","2010","Not Employed","Male","67","0.0104158091594695","0.00691133020880398","0.013920288110135"
"Much too small","2010","Not Employed","Female","234","0.013668432089386","0.0106222006504558","0.0167146635283162"
"Much too small","2010","Employed","Male","242","0.0159567902542802","0.0131916512667152","0.0187219292418453"
"Much too small","2010","Employed","Female","204","0.0154334303443926","0.0126806477226755","0.0181862129661096"
"A little too small","2010","Not Employed","Male","376","0.102994990609311","0.0925030442921411","0.11348693692648"
"A little too small","2010","Not Employed","Female","919","0.108286284285367","0.100133770741989","0.116438797828744"
"A little too small","2010","Employed","Male","1576","0.169783812589267","0.161499035032007","0.178068590146527"
"A little too small","2010","Employed","Female","1494","0.173351515251146","0.164897901513549","0.181805128988744"
"Just right","2010","Not Employed","Male","2240","0.700182943411879","0.684367385888208","0.715998500935551"
"Just right","2010","Not Employed","Female","3678","0.705213723982169","0.693251660913578","0.717175787050759"
"Just right","2010","Employed","Male","5357","0.709079192707613","0.699056789382187","0.719101596033038"
"Just right","2010","Employed","Female","5241","0.691463639655621","0.681148954122735","0.701778325188507"
"A little too big","2010","Not Employed","Male","466","0.156248385114669","0.14371507886574","0.168781691363598"
"A little too big","2010","Not Employed","Female","628","0.143686028222224","0.134483315502774","0.152888740941674"
"A little too big","2010","Employed","Male","641","0.0921288649454952","0.0857470078159466","0.0985107220750437"
"A little too big","2010","Employed","Female","687","0.103203495076883","0.0964097022641563","0.109997287889609"
"Much too big","2010","Not Employed","Male","75","0.0301578717046716","0.0242544821608783","0.0360612612484649"
"Much too big","2010","Not Employed","Female","122","0.0291455314208544","0.0247323159100169","0.0335587469316919"
"Much too big","2010","Employed","Male","73","0.0130513395033448","0.0105468919723702","0.0155557870343194"
"Much too big","2010","Employed","Female","77","0.0165479196719571","0.0136990902512004","0.0193967490927138"
"Much too small","2011","Not Employed","Male","69","0.0117167525343866","0.00839896927617933","0.0150345357925939"
"Much too small","2011","Not Employed","Female","209","0.0145697071895546","0.0116889524256321","0.0174504619534771"
"Much too small","2011","Employed","Male","232","0.0152661663358837","0.0127508958189837","0.0177814368527837"
"Much too small","2011","Employed","Female","219","0.0166867817837494","0.0140662909916434","0.0193072725758554"
"A little too small","2011","Not Employed","Male","406","0.0864096822591788","0.0777468358596253","0.0950725286587323"
"A little too small","2011","Not Employed","Female","937","0.096210650068127","0.0891211908796477","0.103300109256606"
"A little too small","2011","Employed","Male","1706","0.164668565310093","0.157060135498469","0.172276995121718"
"A little too small","2011","Employed","Female","1753","0.172683475940611","0.164951123403234","0.180415828477988"
"Just right","2011","Not Employed","Male","2891","0.72634788114382","0.712601910554118","0.740093851733523"
"Just right","2011","Not Employed","Female","4576","0.718241838278142","0.707426464706117","0.729057211850166"
"Just right","2011","Employed","Male","6249","0.70048607355931","0.691089521195226","0.709882625923394"
"Just right","2011","Employed","Female","6232","0.681657899609359","0.672128167753239","0.691187631465479"
"A little too big","2011","Not Employed","Male","583","0.148070836682172","0.137120179742996","0.159021493621349"
"A little too big","2011","Not Employed","Female","795","0.142810241900321","0.134398497133992","0.151221986666649"
"A little too big","2011","Employed","Male","857","0.107172219644388","0.100826436372797","0.113518002915978"
"A little too big","2011","Employed","Female","884","0.116686744624363","0.110118965455734","0.123254523792992"
"Much too big","2011","Not Employed","Male","92","0.0274548473804423","0.0224167324613463","0.0324929622995383"
"Much too big","2011","Not Employed","Female","129","0.0281675625638559","0.0241898055362149","0.0321453195914969"
"Much too big","2011","Employed","Male","84","0.0124069751503247","0.0101361576187632","0.0146777926818861"
"Much too big","2011","Employed","Female","91","0.0122850980419174","0.0100316086265167","0.0145385874573182"
"Much too small","2012","Not Employed","Male","64","0.010609074917222","0.00747343686750508","0.013744712966939"
"Much too small","2012","Not Employed","Female","159","0.0160159792768125","0.0129039468502285","0.0191280117033966"
"Much too small","2012","Employed","Male","230","0.0197822908707221","0.0168642372521803","0.0227003444892639"
"Much too small","2012","Employed","Female","206","0.0182679010691008","0.0155246867585165","0.021011115379685"
"A little too small","2012","Not Employed","Male","393","0.0831430021800034","0.0746928046797312","0.0915931996802757"
"A little too small","2012","Not Employed","Female","839","0.0902789480928248","0.0831746576370304","0.0973832385486191"
"A little too small","2012","Employed","Male","1530","0.156116820904305","0.148510761404458","0.163722880404153"
"A little too small","2012","Employed","Female","1576","0.155225672310522","0.147807941902666","0.162643402718378"
"Just right","2012","Not Employed","Male","2895","0.718019944608715","0.704248463329064","0.731791425888367"
"Just right","2012","Not Employed","Female","4310","0.717589778066341","0.706430099918981","0.728749456213701"
"Just right","2012","Employed","Male","6076","0.702554216620972","0.692974833684989","0.712133599556955"
"Just right","2012","Employed","Female","6421","0.703100048790422","0.693740982059324","0.71245911552152"
"A little too big","2012","Not Employed","Male","637","0.158669468399334","0.147487114967962","0.169851821830707"
"A little too big","2012","Not Employed","Female","797","0.149075653159012","0.140246436440552","0.157904869877472"
"A little too big","2012","Employed","Male","827","0.110911584681462","0.10433114920895","0.117492020153974"
"A little too big","2012","Employed","Female","856","0.109279430102302","0.102888576511178","0.115670283693426"
"Much too big","2012","Not Employed","Male","112","0.0295585098947248","0.0243749376870126","0.0347420821024371"
"Much too big","2012","Not Employed","Female","146","0.02703964140501","0.0230187589385573","0.0310605238714626"
"Much too big","2012","Employed","Male","85","0.0106350869225381","0.00848556203421467","0.0127846118108616"
"Much too big","2012","Employed","Female","96","0.0141269477276528","0.0117095195291036","0.0165443759262021"
"Much too small","2013","Not Employed","Male","223","0.022634378439946","0.0189243469630278","0.0263444099168643"
"Much too small","2013","Not Employed","Female","329","0.0229535084951683","0.019717107758138","0.0261899092321985"
"Much too small","2013","Employed","Male","209","0.0176226193432778","0.0147621937785091","0.0204830449080465"
"Much too small","2013","Employed","Female","179","0.0126691833688639","0.0103295060768407","0.0150088606608871"
"A little too small","2013","Not Employed","Male","896","0.114121218937338","0.106190087832146","0.122052350042529"
"A little too small","2013","Not Employed","Female","1354","0.112116032681483","0.105297481489598","0.118934583873367"
"A little too small","2013","Employed","Male","1359","0.134063930545301","0.126656712440628","0.141471148649974"
"A little too small","2013","Employed","Female","1459","0.136381867018211","0.129202444800003","0.14356128923642"
"Just right","2013","Not Employed","Male","4272","0.704886176562183","0.693509404636452","0.716262948487914"
"Just right","2013","Not Employed","Female","5552","0.700366583544775","0.690466520299265","0.710266646790285"
"Just right","2013","Employed","Male","5681","0.713781411397092","0.703955162098287","0.723607660695898"
"Just right","2013","Employed","Female","6177","0.710558201515539","0.701071161004229","0.720045242026849"
"A little too big","2013","Not Employed","Male","676","0.134381012946562","0.125873607701688","0.142888418191437"
"A little too big","2013","Not Employed","Female","858","0.140110989988907","0.132609674388879","0.147612305588934"
"A little too big","2013","Employed","Male","792","0.117972543592901","0.110959803111315","0.124985284074487"
"A little too big","2013","Employed","Female","872","0.123224683776682","0.116348565850794","0.13010080170257"
"Much too big","2013","Not Employed","Male","107","0.023977213113971","0.0201613383863286","0.0277930878416134"
"Much too big","2013","Not Employed","Female","132","0.0244528852896671","0.0211150160646223","0.0277907545147119"
"Much too big","2013","Employed","Male","87","0.016559495121428","0.0137851924816745","0.0193337977611815"
"Much too big","2013","Employed","Female","91","0.0171660643207039","0.014448838441057","0.0198832902003507"
"Much too small","2014","Not Employed","Male","100","0.0215297864691768","0.0170865155130263","0.0259730574253272"
"Much too small","2014","Not Employed","Female","208","0.0204319304558101","0.0168075745347801","0.0240562863768402"
"Much too small","2014","Employed","Male","253","0.0191537511133575","0.0162672854939343","0.0220402167327807"
"Much too small","2014","Employed","Female","243","0.0198361799252321","0.0169755451153139","0.0226968147351502"
"A little too small","2014","Not Employed","Male","438","0.0940273682508389","0.0850923835866214","0.102962352915056"
"A little too small","2014","Not Employed","Female","794","0.0952081312435572","0.0876889562219715","0.102727306265143"
"A little too small","2014","Employed","Male","1563","0.151589435844109","0.144037183312101","0.159141688376117"
"A little too small","2014","Employed","Female","1607","0.162109338552831","0.154548294686479","0.169670382419183"
"Just right","2014","Not Employed","Male","2871","0.70129943325557","0.68728811818391","0.715310748327231"
"Just right","2014","Not Employed","Female","3998","0.705268129787992","0.693587950518912","0.716948309057071"
"Just right","2014","Employed","Male","5917","0.694975109445535","0.685279139366965","0.704671079524105"
"Just right","2014","Employed","Female","6277","0.684345906974471","0.67481075508784","0.693881058861102"
"A little too big","2014","Not Employed","Male","599","0.156430404287794","0.14530975422473","0.167551054350858"
"A little too big","2014","Not Employed","Female","740","0.153183304262408","0.143956331224181","0.162410277300635"
"A little too big","2014","Employed","Male","844","0.120710317461488","0.113849479126212","0.127571155796763"
"A little too big","2014","Employed","Female","901","0.118769407024171","0.112132264513985","0.125406549534357"
"Much too big","2014","Not Employed","Male","91","0.0267130077366198","0.021776827755281","0.0316491877179586"
"Much too big","2014","Not Employed","Female","113","0.0259085042502331","0.0218386404523556","0.0299783680481106"
"Much too big","2014","Employed","Male","85","0.0135713861355108","0.0111347878417174","0.0160079844293042"
"Much too big","2014","Employed","Female","99","0.0149391675232946","0.0124504317522926","0.0174279032942966"
"Much too small","2015","Not Employed","Male","164","0.01985669637719","0.015819920178091","0.023893472576289"
"Much too small","2015","Not Employed","Female","235","0.0169632904580012","0.0137618310507787","0.0201647498652237"
"Much too small","2015","Employed","Male","223","0.0225923364720045","0.0193502113803696","0.0258344615636394"
"Much too small","2015","Employed","Female","220","0.0223206030551356","0.0191948429722872","0.025446363137984"
"A little too small","2015","Not Employed","Male","598","0.0955405502023394","0.0870345614183945","0.104046538986284"
"A little too small","2015","Not Employed","Female","880","0.0898962248679832","0.0828049508524603","0.096987498883506"
"A little too small","2015","Employed","Male","1325","0.139693603892298","0.132130045564873","0.147257162219722"
"A little too small","2015","Employed","Female","1444","0.149872113470203","0.142319330695053","0.157424896245353"
"Just right","2015","Not Employed","Male","3128","0.698439691069152","0.685160001223544","0.71171938091476"
"Just right","2015","Not Employed","Female","4272","0.719451283429647","0.708313137046299","0.730589429812996"
"Just right","2015","Employed","Male","5692","0.706914723474606","0.696983749629882","0.71684569731933"
"Just right","2015","Employed","Female","5968","0.687779169072507","0.677973891469411","0.697584446675603"
"A little too big","2015","Not Employed","Male","594","0.158330331372443","0.147767282598198","0.168893380146688"
"A little too big","2015","Not Employed","Female","754","0.150200659537894","0.141343342357517","0.159057976718272"
"A little too big","2015","Employed","Male","757","0.118642365218433","0.111587198073066","0.125697532363799"
"A little too big","2015","Employed","Female","844","0.124582359542351","0.117594561093837","0.131570157990866"
"Much too big","2015","Not Employed","Male","104","0.0278327309788761","0.0230729738289653","0.0325924881287868"
"Much too big","2015","Not Employed","Female","109","0.0234885417064741","0.0197338456950465","0.0272432377179018"
"Much too big","2015","Employed","Male","73","0.0121569709426595","0.00976603476894061","0.0145479071163783"
"Much too big","2015","Employed","Female","104","0.0154457548598035","0.0128364258626098","0.0180550838569972"
"Much too small","2016","Not Employed","Male","350","0.0138391815807271","0.0107267610417536","0.0169516021197006"
"Much too small","2016","Not Employed","Female","367","0.0188269674641659","0.0154848504528514","0.0221690844754804"
"Much too small","2016","Employed","Male","210","0.0182570024636487","0.0152813403998112","0.0212326645274861"
"Much too small","2016","Employed","Female","211","0.0177657715617439","0.0149345972348976","0.0205969458885902"
"A little too small","2016","Not Employed","Male","778","0.0896629569154768","0.0820513415672865","0.097274572263667"
"A little too small","2016","Not Employed","Female","936","0.0914033345044412","0.0843169412019455","0.0984897278069368"
"A little too small","2016","Employed","Male","1343","0.152965159260272","0.144964664155043","0.160965654365501"
"A little too small","2016","Employed","Female","1414","0.157547757721782","0.14973964991245","0.165355865531113"
"Just right","2016","Not Employed","Male","3620","0.713425466965576","0.701378927774681","0.725472006156471"
"Just right","2016","Not Employed","Female","4291","0.717872257850456","0.706805888906419","0.728938626794493"
"Just right","2016","Employed","Male","5426","0.701845948047184","0.691678517336174","0.712013378758194"
"Just right","2016","Employed","Female","5832","0.693510250378681","0.683629237574593","0.70339126318277"
"A little too big","2016","Not Employed","Male","562","0.154427481485937","0.144800127927473","0.164054835044401"
"A little too big","2016","Not Employed","Female","654","0.14507048372147","0.13641057431912","0.153730393123821"
"A little too big","2016","Employed","Male","728","0.116243219565049","0.109119281099568","0.12336715803053"
"A little too big","2016","Employed","Female","827","0.118330681266081","0.111408091610382","0.12525327092178"
"Much too big","2016","Not Employed","Male","102","0.0286449130522829","0.0242008321067682","0.0330889939977977"
"Much too big","2016","Not Employed","Female","105","0.0268269564594667","0.022853765845202","0.0308001470737314"
"Much too big","2016","Employed","Male","69","0.0106886706638462","0.00840308078461342","0.012974260543079"
"Much too big","2016","Employed","Female","79","0.0128455390717126","0.0104321031858095","0.0152589749576157"
"Much too small","2017","Not Employed","Male","431","0.020082529619551","0.0165288056373864","0.0236362536017156"
"Much too small","2017","Not Employed","Female","453","0.0217951182346329","0.0183850444627118","0.0252051920065539"
"Much too small","2017","Employed","Male","259","0.0247100326883217","0.0214822932042043","0.0279377721724391"
"Much too small","2017","Employed","Female","242","0.023653807099897","0.0205736596546827","0.0267339545451112"
"A little too small","2017","Not Employed","Male","901","0.0949890409347293","0.0875615281965136","0.102416553672945"
"A little too small","2017","Not Employed","Female","1090","0.0919401291526303","0.085192067475037","0.0986881908302236"
"A little too small","2017","Employed","Male","1450","0.142425083902889","0.135158601715176","0.149691566090602"
"A little too small","2017","Employed","Female","1447","0.138040356677745","0.131048933896969","0.145031779458522"
"Just right","2017","Not Employed","Male","3958","0.711968535266865","0.700496773969977","0.723440296563754"
"Just right","2017","Not Employed","Female","4662","0.709670174293135","0.699069259344948","0.720271089241322"
"Just right","2017","Employed","Male","6223","0.709047654892005","0.699603924497884","0.718491385286125"
