"hlf0071_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3","1992","(2c_gen) general maturity certificate","231","0.635704463214109","0.5869328809399","0.684476045488319"
"3","1992","(2c_voc) vocational maturity certificate","331","0.659465098590568","0.618616276093141","0.700313921087995"
"3","1992","(3a) lower tertiary education","576","0.694222828070934","0.663554470560217","0.724891185581652"
"3","1992","(3b) higher tertiary education","475","0.634557059597953","0.600827370481087","0.668286748714818"
"4","1992","(0) in school","3","","",""
"4","1992","(1a) inadequately completed","16","","",""
"4","1992","(1b) general elementary school","119","0.0664222919058923","0.056128340765514","0.0767162430462706"
"4","1992","(1c) basic vocational qualification","299","0.0794357342957761","0.0712778896897743","0.087593578901778"
"4","1992","(2b) intermediate general qualification","26","","",""
"4","1992","(2a) intermediate vocational","141","0.0701622497637897","0.0602094980383664","0.080115001489213"
"4","1992","(2c_gen) general maturity certificate","29","","",""
"4","1992","(2c_voc) vocational maturity certificate","35","0.077816716949885","0.0547254429734143","0.100907990926356"
"4","1992","(3a) lower tertiary education","65","0.0821527816705491","0.06387452056825","0.100431042772848"
"4","1992","(3b) higher tertiary education","65","0.0923754663896389","0.0720940330072685","0.112656899772009"
"5","1992","(0) in school","","","",""
"5","1992","(1a) inadequately completed","","","",""
"5","1992","(1b) general elementary school","13","","",""
"5","1992","(1c) basic vocational qualification","21","","",""
"5","1992","(2b) intermediate general qualification","2","","",""
"5","1992","(2a) intermediate vocational","10","","",""
"5","1992","(2c_gen) general maturity certificate","3","","",""
"5","1992","(2c_voc) vocational maturity certificate","4","","",""
"5","1992","(3a) lower tertiary education","1","","",""
"5","1992","(3b) higher tertiary education","2","","",""
"1","1993","(0) in school","7","","",""
"1","1993","(1a) inadequately completed","75","0.0881591332481967","0.0673479627061464","0.108970303790247"
"1","1993","(1b) general elementary school","118","0.0250064911662903","0.0184458560193808","0.0315671263131998"
"1","1993","(1c) basic vocational qualification","107","0.0173279331308643","0.0133443692631696","0.0213114969985589"
"1","1993","(2b) intermediate general qualification","25","","",""
"1","1993","(2a) intermediate vocational","91","0.0305451551953052","0.0238582602810876","0.0372320501095229"
"1","1993","(2c_gen) general maturity certificate","19","","",""
"1","1993","(2c_voc) vocational maturity certificate","26","","",""
"1","1993","(3a) lower tertiary education","26","","",""
"1","1993","(3b) higher tertiary education","36","0.0358701086134104","0.0228110015652169","0.0489292156616038"
"2","1993","(0) in school","23","","",""
"2","1993","(1a) inadequately completed","172","0.226886310544361","0.196144520350598","0.257628100738125"
"2","1993","(1b) general elementary school","347","0.122921852314554","0.109125879214395","0.136717825414712"
"2","1993","(1c) basic vocational qualification","609","0.129238871379094","0.118997922635827","0.139479820122361"
"2","1993","(2b) intermediate general qualification","111","0.187538197615637","0.153825708336039","0.221250686895235"
"2","1993","(2a) intermediate vocational","608","0.211220804000664","0.195359619862526","0.227081988138802"
"2","1993","(2c_gen) general maturity certificate","96","0.253005681995189","0.210187888372886","0.295823475617493"
"2","1993","(2c_voc) vocational maturity certificate","113","0.20203927616541","0.166984961357098","0.237093590973723"
"2","1993","(3a) lower tertiary education","183","0.192879525659459","0.16614960874553","0.219609442573389"
"2","1993","(3b) higher tertiary education","191","0.231736072579302","0.202106089436717","0.261366055721887"
"3","1993","(0) in school","87","0.747646405645391","0.670570072001423","0.82472273928936"
"3","1993","(1a) inadequately completed","452","0.66682097799199","0.632223313908523","0.701418642075457"
"3","1993","(1b) general elementary school","1572","0.773558828566028","0.755973802536507","0.791143854595549"
"3","1993","(1c) basic vocational qualification","3089","0.771410412364213","0.758591090031641","0.784229734696784"
"3","1993","(2b) intermediate general qualification","359","0.730987320045788","0.692688466499511","0.769286173592065"
"3","1993","(2a) intermediate vocational","1666","0.669648290984352","0.651371447240965","0.687925134727738"
"3","1993","(2c_gen) general maturity certificate","246","0.626777365937362","0.579140724188288","0.674414007686437"
"3","1993","(2c_voc) vocational maturity certificate","323","0.680758433120882","0.640058934921895","0.721457931319868"
"3","1993","(3a) lower tertiary education","561","0.676299876456234","0.644602271492217","0.707997481420251"
"3","1993","(3b) higher tertiary education","473","0.604245218008891","0.56990531542199","0.638585120595793"
"4","1993","(0) in school","5","","",""
"4","1993","(1a) inadequately completed","14","","",""
"4","1993","(1b) general elementary school","127","0.07243603276444","0.0615450289923967","0.0833270365364833"
"4","1993","(1c) basic vocational qualification","293","0.0756208130112417","0.0675495806994567","0.0836920453230268"
"4","1993","(2b) intermediate general qualification","20","","",""
"4","1993","(2a) intermediate vocational","165","0.0819166974729383","0.0712601432397185","0.0925732517061582"
"4","1993","(2c_gen) general maturity certificate","35","0.0898961847377252","0.0617242550551413","0.118068114420309"
"4","1993","(2c_voc) vocational maturity certificate","39","0.0821739599319142","0.0581977728688864","0.106150146994942"
"4","1993","(3a) lower tertiary education","67","0.0939425737791586","0.0741776815137677","0.113707466044549"
"4","1993","(3b) higher tertiary education","73","0.117672714369234","0.0950454473007348","0.140299981437734"
"5","1993","(0) in school","","","",""
"5","1993","(1a) inadequately completed","","","",""
"5","1993","(1b) general elementary school","12","","",""
"5","1993","(1c) basic vocational qualification","24","","",""
"5","1993","(2b) intermediate general qualification","","","",""
"5","1993","(2a) intermediate vocational","14","","",""
"5","1993","(2c_gen) general maturity certificate","","","",""
"5","1993","(2c_voc) vocational maturity certificate","3","","",""
"5","1993","(3a) lower tertiary education","","","",""
"5","1993","(3b) higher tertiary education","6","","",""
"1","1994","(0) in school","6","","",""
"1","1994","(1a) inadequately completed","62","0.0945509277007366","0.0716303354311024","0.117471519970371"
"1","1994","(1b) general elementary school","101","0.0248831479828831","0.0180818538351093","0.0316844421306568"
"1","1994","(1c) basic vocational qualification","102","0.0170069517807692","0.0129955543633976","0.0210183491981409"
"1","1994","(2b) intermediate general qualification","16","","",""
"1","1994","(2a) intermediate vocational","109","0.032375396707175","0.0255070238661017","0.0392437695482482"
"1","1994","(2c_gen) general maturity certificate","21","","",""
"1","1994","(2c_voc) vocational maturity certificate","17","","",""
"1","1994","(3a) lower tertiary education","22","","",""
"1","1994","(3b) higher tertiary education","36","0.0309421244252293","0.0188824544786882","0.0430017943717704"
"2","1994","(0) in school","41","0.164943060354635","0.113117972521598","0.216768148187671"
"2","1994","(1a) inadequately completed","143","0.228727517970581","0.195825385139558","0.261629650801603"
"2","1994","(1b) general elementary school","293","0.11506277511294","0.101130109311633","0.128995440914247"
"2","1994","(1c) basic vocational qualification","537","0.119698967772895","0.109628073530809","0.129769862014982"
"2","1994","(2b) intermediate general qualification","90","0.170103367570773","0.135805581651251","0.204401153490295"
"2","1994","(2a) intermediate vocational","581","0.205025458059739","0.189358908109599","0.220692008009879"
"2","1994","(2c_gen) general maturity certificate","87","0.218723579903445","0.177696940077556","0.259750219729334"
"2","1994","(2c_voc) vocational maturity certificate","118","0.206498181576678","0.171435495006456","0.2415608681469"
"2","1994","(3a) lower tertiary education","173","0.179315565410245","0.153373440792498","0.205257690027991"
"2","1994","(3b) higher tertiary education","189","0.227508885992309","0.19831234324205","0.256705428742568"
"3","1994","(0) in school","133","0.722363083676833","0.659826902721306","0.784899264632359"
"3","1994","(1a) inadequately completed","410","0.6481304997507","0.610720908240085","0.685540091261316"
"3","1994","(1b) general elementary school","1487","0.782910600876366","0.764910043173003","0.800911158579729"
"3","1994","(1c) basic vocational qualification","3024","0.769333575243553","0.756264141770269","0.782403008716837"
"3","1994","(2b) intermediate general qualification","328","0.750650322256884","0.711157254379786","0.790143390133982"
"3","1994","(2a) intermediate vocational","1665","0.662805156193378","0.644459795144972","0.681150517241785"
"3","1994","(2c_gen) general maturity certificate","254","0.64997889390075","0.602640607681188","0.697317180120311"
"3","1994","(2c_voc) vocational maturity certificate","339","0.681282083735982","0.640919418748296","0.721644748723667"
"3","1994","(3a) lower tertiary education","568","0.69124507917794","0.660003612211829","0.722486546144052"
"3","1994","(3b) higher tertiary education","492","0.615025890962008","0.581137733147842","0.648914048776174"
"4","1994","(0) in school","16","","",""
"4","1994","(1a) inadequately completed","11","","",""
"4","1994","(1b) general elementary school","118","0.0686810028473199","0.0576382307135277","0.0797237749811121"
"4","1994","(1c) basic vocational qualification","300","0.0876127269029266","0.0788410942548361","0.096384359551017"
"4","1994","(2b) intermediate general qualification","27","","",""
"4","1994","(2a) intermediate vocational","177","0.092100570079715","0.0808792773330756","0.103321862826354"
"4","1994","(2c_gen) general maturity certificate","27","","",""
"4","1994","(2c_voc) vocational maturity certificate","33","0.0737336777365257","0.0510969318419118","0.0963704236311396"
"4","1994","(3a) lower tertiary education","72","0.102431015183806","0.0819260939611366","0.122935936406475"
"4","1994","(3b) higher tertiary education","71","0.118560995897597","0.0960470016012085","0.141074990193986"
"5","1994","(0) in school","1","","",""
"5","1994","(1a) inadequately completed","","","",""
"5","1994","(1b) general elementary school","16","","",""
"5","1994","(1c) basic vocational qualification","28","","",""
"5","1994","(2b) intermediate general qualification","","","",""
"5","1994","(2a) intermediate vocational","19","","",""
"5","1994","(2c_gen) general maturity certificate","1","","",""
"5","1994","(2c_voc) vocational maturity certificate","5","","",""
"5","1994","(3a) lower tertiary education","5","","",""
"5","1994","(3b) higher tertiary education","4","","",""
"1","1995","(0) in school","8","","",""
"1","1995","(1a) inadequately completed","34","0.0463839104284147","0.029541465170083","0.0632263556867464"
"1","1995","(1b) general elementary school","101","0.0251019199206249","0.0183102107810053","0.0318936290602444"
"1","1995","(1c) basic vocational qualification","103","0.0168808019807688","0.0129137618337632","0.0208478421277745"
"1","1995","(2b) intermediate general qualification","14","","",""
"1","1995","(2a) intermediate vocational","100","0.0306705116010387","0.0240669753794721","0.0372740478226053"
"1","1995","(2c_gen) general maturity certificate","19","","",""
"1","1995","(2c_voc) vocational maturity certificate","21","","",""
"1","1995","(3a) lower tertiary education","22","","",""
"1","1995","(3b) higher tertiary education","42","0.0441577337268741","0.0306299162931599","0.0576855511605883"
"2","1995","(0) in school","62","0.222951713397342","0.172064233939498","0.273839192855187"
"2","1995","(1a) inadequately completed","149","0.259276525405163","0.224181599245532","0.294371451564794"
"2","1995","(1b) general elementary school","304","0.1109407237016","0.0973056698564811","0.124575777546719"
"2","1995","(1c) basic vocational qualification","526","0.117492978601771","0.107577081507592","0.127408875695949"
"2","1995","(2b) intermediate general qualification","86","0.185845652181185","0.150641714334595","0.221049590027775"
"2","1995","(2a) intermediate vocational","562","0.195852662216209","0.18065373638533","0.211051588047089"
"2","1995","(2c_gen) general maturity certificate","89","0.167984273205527","0.134040883310493","0.201927663100561"
"2","1995","(2c_voc) vocational maturity certificate","148","0.229628300814311","0.196002415992361","0.263254185636262"
"2","1995","(3a) lower tertiary education","184","0.201074448773295","0.174240210055387","0.227908687491204"
"2","1995","(3b) higher tertiary education","206","0.201922731318905","0.175489740403264","0.228355722234546"
"3","1995","(0) in school","168","0.663748902775668","0.60599048436343","0.721507321187906"
"3","1995","(1a) inadequately completed","400","0.647714483741688","0.609460745820518","0.685968221662858"
"3","1995","(1b) general elementary school","1494","0.769961232968321","0.751689449227441","0.788233016709202"
"3","1995","(1c) basic vocational qualification","3089","0.766972795386819","0.753954315932843","0.779991274840795"
"3","1995","(2b) intermediate general qualification","331","0.714577240751899","0.673704801247318","0.75544968025648"
"3","1995","(2a) intermediate vocational","1753","0.671815712013651","0.653832622225544","0.689798801801758"
"3","1995","(2c_gen) general maturity certificate","328","0.723915197743012","0.683325087576218","0.764505307909805"
"3","1995","(2c_voc) vocational maturity certificate","378","0.646027221411221","0.607795733842209","0.684258708980233"
"3","1995","(3a) lower tertiary education","556","0.660254334735613","0.628544770574267","0.691963898896958"
"3","1995","(3b) higher tertiary education","542","0.622956623286683","0.591044493323021","0.654868753250346"
"4","1995","(0) in school","17","","",""
"4","1995","(1a) inadequately completed","16","","",""
"4","1995","(1b) general elementary school","128","0.086468736424152","0.0742665609849762","0.0986709118633279"
"4","1995","(1c) basic vocational qualification","306","0.0918437450969744","0.0829502585806806","0.100737231613268"
"4","1995","(2b) intermediate general qualification","38","0.078716764602285","0.054344725198163","0.103088804006407"
"4","1995","(2a) intermediate vocational","190","0.0925974422353747","0.0814959889273223","0.103698895543427"
"4","1995","(2c_gen) general maturity certificate","28","","",""
"4","1995","(2c_voc) vocational maturity certificate","50","0.0837635926221808","0.0616151968476605","0.105911988396701"
"4","1995","(3a) lower tertiary education","90","0.113677804167562","0.0924262189571003","0.134929389378023"
"4","1995","(3b) higher tertiary education","88","0.115157328330816","0.094138425156265","0.136176231505367"
"5","1995","(0) in school","2","","",""
"5","1995","(1a) inadequately completed","","","",""
"5","1995","(1b) general elementary school","11","","",""
"5","1995","(1c) basic vocational qualification","27","","",""
"5","1995","(2b) intermediate general qualification","","","",""
"5","1995","(2a) intermediate vocational","14","","",""
"5","1995","(2c_gen) general maturity certificate","2","","",""
"5","1995","(2c_voc) vocational maturity certificate","4","","",""
"5","1995","(3a) lower tertiary education","5","","",""
"5","1995","(3b) higher tertiary education","8","","",""
"1","1996","(0) in school","8","","",""
"1","1996","(1a) inadequately completed","43","0.0612450055285881","0.0412059053831991","0.0812841056739772"
"1","1996","(1b) general elementary school","89","0.0230324908228346","0.0163539479477301","0.029711033697939"
"1","1996","(1c) basic vocational qualification","71","0.012023874988671","0.0086381829426706","0.0154095670346714"
"1","1996","(2b) intermediate general qualification","12","","",""
"1","1996","(2a) intermediate vocational","95","0.0269953148301227","0.0208024823664143","0.033188147293831"
"1","1996","(2c_gen) general maturity certificate","12","","",""
"1","1996","(2c_voc) vocational maturity certificate","31","0.0447585627229192","0.0281997451122352","0.0613173803336033"
"1","1996","(3a) lower tertiary education","21","","",""
"1","1996","(3b) higher tertiary education","30","0.022703872198411","0.0129121233345812","0.0324956210622407"
"2","1996","(0) in school","73","0.246834838084292","0.196600207517853","0.297069468650731"
"2","1996","(1a) inadequately completed","128","0.263878373402114","0.227044835612718","0.30071191119151"
"2","1996","(1b) general elementary school","263","0.099748505597211","0.0864069543388772","0.113090056855545"
"2","1996","(1c) basic vocational qualification","569","0.128273537628347","0.117886046802848","0.138661028453846"
"2","1996","(2b) intermediate general qualification","96","0.179990968761682","0.145034804155077","0.214947133368286"
"2","1996","(2a) intermediate vocational","539","0.184048023365203","0.169240393669637","0.198855653060769"
"2","1996","(2c_gen) general maturity certificate","94","0.187746186068237","0.151132891149491","0.224359480986983"
"2","1996","(2c_voc) vocational maturity certificate","131","0.212457690059603","0.179700408392974","0.245214971726231"
"2","1996","(3a) lower tertiary education","170","0.180208814750224","0.154668390795785","0.205749238704663"
"2","1996","(3b) higher tertiary education","201","0.21329850215932","0.186370997982958","0.240226006335683"
"3","1996","(0) in school","185","0.659385592934597","0.604170716199289","0.714600469669904"
"3","1996","(1a) inadequately completed","360","0.630307738214356","0.589965197510335","0.670650278918377"
"3","1996","(1b) general elementary school","1444","0.777995822913005","0.759492896984177","0.796498748841833"
"3","1996","(1c) basic vocational qualification","2993","0.754306341535227","0.740933525960868","0.767679157109586"
"3","1996","(2b) intermediate general qualification","322","0.734043087646846","0.693840360112245","0.774245815181447"
"3","1996","(2a) intermediate vocational","1771","0.672040387596338","0.654101498868044","0.689979276324633"
"3","1996","(2c_gen) general maturity certificate","302","0.694643472901698","0.651462546444289","0.737824399359108"
"3","1996","(2c_voc) vocational maturity certificate","383","0.649249328565169","0.611033815911154","0.687464841219184"
"3","1996","(3a) lower tertiary education","589","0.674295778669477","0.643155293199083","0.70543626413987"
"3","1996","(3b) higher tertiary education","577","0.633139661108545","0.601458772703501","0.664820549513588"
"4","1996","(0) in school","17","","",""
"4","1996","(1a) inadequately completed","17","","",""
"4","1996","(1b) general elementary school","124","0.0873851118770304","0.0748122627909536","0.0999579609631073"
"4","1996","(1c) basic vocational qualification","326","0.100518457975184","0.0911779383149088","0.109858977635459"
"4","1996","(2b) intermediate general qualification","32","0.0603573917072245","0.0386885506737227","0.0820262327407264"
"4","1996","(2a) intermediate vocational","216","0.111914459920922","0.0998680352832161","0.123960884558629"
"4","1996","(2c_gen) general maturity certificate","28","","",""
"4","1996","(2c_voc) vocational maturity certificate","52","0.0871315942525609","0.0645462560494685","0.109716932455653"
"4","1996","(3a) lower tertiary education","86","0.11982581771469","0.0982459897504793","0.1414056456789"
"4","1996","(3b) higher tertiary education","74","0.118184062403637","0.0969630724619386","0.139405052345335"
"5","1996","(0) in school","","","",""
"5","1996","(1a) inadequately completed","2","","",""
"5","1996","(1b) general elementary school","18","","",""
"5","1996","(1c) basic vocational qualification","22","","",""
"5","1996","(2b) intermediate general qualification","2","","",""
"5","1996","(2a) intermediate vocational","10","","",""
"5","1996","(2c_gen) general maturity certificate","1","","",""
"5","1996","(2c_voc) vocational maturity certificate","2","","",""
"5","1996","(3a) lower tertiary education","4","","",""
"5","1996","(3b) higher tertiary education","7","","",""
"1","1997","(0) in school","22","","",""
"1","1997","(1a) inadequately completed","33","0.0541301449016625","0.0346254973667686","0.0736347924365564"
"1","1997","(1b) general elementary school","50","0.012591892678425","0.00755285571170586","0.0176309296451441"
"1","1997","(1c) basic vocational qualification","57","0.0120697834131804","0.0086369423730814","0.0155026244532794"
"1","1997","(2b) intermediate general qualification","13","","",""
"1","1997","(2a) intermediate vocational","72","0.0208198336430662","0.0153358325504762","0.0263038347356562"
"1","1997","(2c_gen) general maturity certificate","13","","",""
"1","1997","(2c_voc) vocational maturity certificate","26","","",""
"1","1997","(3a) lower tertiary education","16","","",""
"1","1997","(3b) higher tertiary education","24","","",""
"2","1997","(0) in school","71","0.216250854187352","0.170496192072097","0.262005516302607"
"2","1997","(1a) inadequately completed","104","0.229729937110278","0.193469492424942","0.265990381795614"
"2","1997","(1b) general elementary school","266","0.109562425303069","0.0954472508212675","0.12367759978487"
"2","1997","(1c) basic vocational qualification","542","0.135116115656314","0.124369460855162","0.145862770457467"
"2","1997","(2b) intermediate general qualification","87","0.146636438863791","0.114791023346442","0.17848185438114"
"2","1997","(2a) intermediate vocational","523","0.183024184961455","0.168172133615372","0.197876236307538"
"2","1997","(2c_gen) general maturity certificate","98","0.212043889668643","0.173454016528881","0.250633762808405"
"2","1997","(2c_voc) vocational maturity certificate","144","0.240463454574246","0.206037490107308","0.274889419041184"
"2","1997","(3a) lower tertiary education","163","0.185069043354715","0.159351863878258","0.210786222831172"
"2","1997","(3b) higher tertiary education","192","0.216601352324047","0.189523189138148","0.243679515509946"
"3","1997","(0) in school","207","0.683841160197002","0.632164054759975","0.735518265634028"
"3","1997","(1a) inadequately completed","357","0.644842008457278","0.60359045801922","0.686093558895337"
"3","1997","(1b) general elementary school","1433","0.774513282064254","0.755627776698002","0.793398787430506"
"3","1997","(1c) basic vocational qualification","2957","0.746423841291821","0.732746937834005","0.760100744749636"
"3","1997","(2b) intermediate general qualification","346","0.758155837594111","0.719607472258785","0.796704202929437"
"3","1997","(2a) intermediate vocational","1786","0.682914943953829","0.665041888759878","0.70078799914778"
"3","1997","(2c_gen) general maturity certificate","293","0.678013881276825","0.633902838636638","0.722124923917011"
"3","1997","(2c_voc) vocational maturity certificate","384","0.649675623694517","0.611245595559492","0.688105651829543"
"3","1997","(3a) lower tertiary education","615","0.684707062805762","0.653938616753702","0.715475508857822"
"3","1997","(3b) higher tertiary education","599","0.639915592453714","0.608361135189837","0.67147004971759"
"4","1997","(0) in school","11","","",""
"4","1997","(1a) inadequately completed","23","","",""
"4","1997","(1b) general elementary school","122","0.095583719487229","0.0822966305427166","0.108870808431741"
"4","1997","(1c) basic vocational qualification","311","0.100987047944469","0.0915147220048053","0.110459373884133"
"4","1997","(2b) intermediate general qualification","27","","",""
"4","1997","(2a) intermediate vocational","209","0.106827222344634","0.09496308110423","0.118691363585038"
"4","1997","(2c_gen) general maturity certificate","25","","",""
"4","1997","(2c_voc) vocational maturity certificate","38","0.070705952188051","0.0500572955278089","0.0913546088482932"
"4","1997","(3a) lower tertiary education","78","0.111306393900887","0.0904791346952032","0.13213365310657"
"4","1997","(3b) higher tertiary education","67","0.103362984262053","0.0833510963242897","0.123374872199817"
"5","1997","(0) in school","","","",""
"5","1997","(1a) inadequately completed","","","",""
"5","1997","(1b) general elementary school","10","","",""
"5","1997","(1c) basic vocational qualification","20","","",""
"5","1997","(2b) intermediate general qualification","1","","",""
"5","1997","(2a) intermediate vocational","14","","",""
"5","1997","(2c_gen) general maturity certificate","2","","",""
"5","1997","(2c_voc) vocational maturity certificate","","","",""
"5","1997","(3a) lower tertiary education","4","","",""
"5","1997","(3b) higher tertiary education","7","","",""
"1","1998","(0) in school","10","","",""
"1","1998","(1a) inadequately completed","32","0.0623523633664809","0.0406535895504292","0.0840511371825325"
"1","1998","(1b) general elementary school","71","0.0230227995574614","0.0164384068949832","0.0296071922199396"
"1","1998","(1c) basic vocational qualification","75","0.01971856988944","0.0154597696801506","0.0239773700987295"
"1","1998","(2b) intermediate general qualification","13","","",""
"1","1998","(2a) intermediate vocational","69","0.0214786909579909","0.0161355400909657","0.0268218418250161"
"1","1998","(2c_gen) general maturity certificate","18","","",""
"1","1998","(2c_voc) vocational maturity certificate","19","","",""
"1","1998","(3a) lower tertiary education","17","","",""
"1","1998","(3b) higher tertiary education","34","0.0347526377046447","0.0233838616933522","0.0461214137159373"
"2","1998","(0) in school","69","0.167606897038955","0.12674620156494","0.208467592512971"
"2","1998","(1a) inadequately completed","93","0.193376071882408","0.157933451837049","0.228818691927767"
"2","1998","(1b) general elementary school","261","0.113372994418416","0.0994536196511931","0.12729236918564"
"2","1998","(1c) basic vocational qualification","504","0.120908643666913","0.110921993162085","0.130895294171741"
"2","1998","(2b) intermediate general qualification","96","0.17980094032986","0.146983036968603","0.212618843691117"
"2","1998","(2a) intermediate vocational","539","0.178257926648157","0.164152033958373","0.192363819337941"
"2","1998","(2c_gen) general maturity certificate","103","0.193970266191015","0.158597372841885","0.229343159540145"
"2","1998","(2c_voc) vocational maturity certificate","148","0.219313446809545","0.18784067223713","0.250786221381961"
"2","1998","(3a) lower tertiary education","179","0.18962828425642","0.16481795758875","0.21443861092409"
"2","1998","(3b) higher tertiary education","175","0.158088444263513","0.135442845408983","0.180734043118044"
"3","1998","(0) in school","219","0.698121636129725","0.647901588820814","0.748341683438636"
"3","1998","(1a) inadequately completed","332","0.691243297226305","0.649784894565163","0.732701699887448"
"3","1998","(1b) general elementary school","1482","0.754148664745315","0.735244425254831","0.773052904235799"
"3","1998","(1c) basic vocational qualification","3094","0.741377871238554","0.727964843509222","0.754790898967886"
"3","1998","(2b) intermediate general qualification","375","0.708429622590171","0.66958997552943","0.747269269650911"
"3","1998","(2a) intermediate vocational","1967","0.694207706102709","0.67722658449998","0.711188827705438"
"3","1998","(2c_gen) general maturity certificate","326","0.67856869700542","0.636788693948564","0.720348700062276"
"3","1998","(2c_voc) vocational maturity certificate","444","0.655152544294911","0.618999174751111","0.691305913838712"
"3","1998","(3a) lower tertiary education","656","0.662945737989639","0.63302807329626","0.692863402683019"
"3","1998","(3b) higher tertiary education","667","0.668254907133642","0.639028606728201","0.697481207539084"
"4","1998","(0) in school","19","","",""
"4","1998","(1a) inadequately completed","20","","",""
"4","1998","(1b) general elementary school","162","0.101409574366003","0.0881565555338489","0.114662593198157"
"4","1998","(1c) basic vocational qualification","387","0.108247581385772","0.0987304641189599","0.117764698652585"
"4","1998","(2b) intermediate general qualification","40","0.0846784477564422","0.0608865816376649","0.108470313875219"
"4","1998","(2a) intermediate vocational","236","0.0996848837626914","0.0886435811512806","0.110726186374102"
"4","1998","(2c_gen) general maturity certificate","30","0.0651863134505514","0.0431027977789743","0.0872698291221285"
"4","1998","(2c_voc) vocational maturity certificate","50","0.0769136196289465","0.0566467418697611","0.0971804973881319"
"4","1998","(3a) lower tertiary education","99","0.119160563849312","0.0986558630118134","0.13966526468681"
"4","1998","(3b) higher tertiary education","110","0.11628854064767","0.0963898630568383","0.136187218238502"
"5","1998","(0) in school","4","","",""
"5","1998","(1a) inadequately completed","","","",""
"5","1998","(1b) general elementary school","17","","",""
"5","1998","(1c) basic vocational qualification","34","0.00974733381932118","0.00673786324070961","0.0127568043979327"
"5","1998","(2b) intermediate general qualification","2","","",""
"5","1998","(2a) intermediate vocational","17","","",""
"5","1998","(2c_gen) general maturity certificate","3","","",""
"5","1998","(2c_voc) vocational maturity certificate","3","","",""
"5","1998","(3a) lower tertiary education","8","","",""
"5","1998","(3b) higher tertiary education","11","","",""
"1","1999","(0) in school","8","","",""
"1","1999","(1a) inadequately completed","20","","",""
"1","1999","(1b) general elementary school","63","0.0184311369602824","0.0124474099323048","0.02441486398826"
"1","1999","(1c) basic vocational qualification","45","0.00986939494472929","0.00683873451319504","0.0129000553762635"
"1","1999","(2b) intermediate general qualification","13","","",""
"1","1999","(2a) intermediate vocational","57","0.0125265795956449","0.00844262575401455","0.0166105334372752"
"1","1999","(2c_gen) general maturity certificate","16","","",""
"1","1999","(2c_voc) vocational maturity certificate","16","","",""
"1","1999","(3a) lower tertiary education","15","","",""
"1","1999","(3b) higher tertiary education","27","","",""
"2","1999","(0) in school","61","0.210404672297911","0.165676338097881","0.255133006497941"
"2","1999","(1a) inadequately completed","85","0.195368038053163","0.159561442155941","0.231174633950385"
"2","1999","(1b) general elementary school","230","0.0973938320774278","0.0842036679738424","0.110583996181013"
"2","1999","(1c) basic vocational qualification","507","0.124418259375208","0.114299292345035","0.13453722640538"
"2","1999","(2b) intermediate general qualification","99","0.194900579676537","0.161365679450756","0.228435479902317"
"2","1999","(2a) intermediate vocational","549","0.188144335824601","0.17379318089253","0.202495490756673"
"2","1999","(2c_gen) general maturity certificate","104","0.170371141979872","0.136561448881115","0.204180835078629"
"2","1999","(2c_voc) vocational maturity certificate","160","0.214418971985248","0.183388344873068","0.245449599097427"
"2","1999","(3a) lower tertiary education","158","0.163583340270846","0.140074093981628","0.187092586560064"
"2","1999","(3b) higher tertiary education","190","0.185167995321602","0.161248039670811","0.209087950972393"
"3","1999","(0) in school","234","0.724936941910516","0.675934355999755","0.773939527821277"
"3","1999","(1a) inadequately completed","348","0.736208679449914","0.696410028137711","0.776007330762116"
"3","1999","(1b) general elementary school","1495","0.787041982621307","0.768828991729811","0.805254973512802"
"3","1999","(1c) basic vocational qualification","3182","0.759893377380259","0.746797814464429","0.772988940296089"
"3","1999","(2b) intermediate general qualification","385","0.713102786288799","0.674811061569212","0.751394511008387"
"3","1999","(2a) intermediate vocational","2015","0.711564168678149","0.694928758761481","0.728199578594817"
"3","1999","(2c_gen) general maturity certificate","324","0.693305632452665","0.65183730201335","0.73477396289198"
"3","1999","(2c_voc) vocational maturity certificate","453","0.693877261407518","0.659031289888891","0.728723232926145"
"3","1999","(3a) lower tertiary education","681","0.683505203038707","0.653944685562698","0.713065720514715"
"3","1999","(3b) higher tertiary education","676","0.676811475333479","0.648010632903493","0.705612317763465"
"4","1999","(0) in school","16","","",""
"4","1999","(1a) inadequately completed","15","","",""
"4","1999","(1b) general elementary school","147","0.091353046146134","0.0785358087711958","0.104170283521072"
"4","1999","(1c) basic vocational qualification","330","0.0992747113467326","0.0901069929071333","0.108442429786332"
"4","1999","(2b) intermediate general qualification","36","0.0674296370805385","0.0462005209877531","0.088658753173324"
"4","1999","(2a) intermediate vocational","219","0.0831538792644812","0.0730149673592868","0.0932927911696757"
"4","1999","(2c_gen) general maturity certificate","30","0.0821071522465993","0.0574190462166786","0.10679525827652"
"4","1999","(2c_voc) vocational maturity certificate","41","0.0566642736237131","0.0391838779526072","0.0741446692948189"
"4","1999","(3a) lower tertiary education","91","0.127241056719318","0.106061414470456","0.14842069896818"
"4","1999","(3b) higher tertiary education","115","0.108577549579263","0.0894193289581354","0.127735770200391"
"5","1999","(0) in school","","","",""
"5","1999","(1a) inadequately completed","3","","",""
"5","1999","(1b) general elementary school","6","","",""
"5","1999","(1c) basic vocational qualification","23","","",""
"5","1999","(2b) intermediate general qualification","3","","",""
